"survey","country","year","variable","status","records"
"MD42FL","MDG",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",61
"MD51FL","MDG",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",15901
"MD51FL","MDG",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",15629
"MD51FL","MDG",2008,"hib3_pct","observed",7358
"MD51FL","MDG",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",17054
"MD51FL","MDG",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",16548
"MD51FL","MDG",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",321
"MD51FL","MDG",2009,"hib3_pct","observed",294
"MD51FL","MDG",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15901
"MD51FL","MDG",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15629
"MD51FL","MDG",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7358
"MD51FL","MDG",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",17054
"MD51FL","MDG",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16548
"MD51FL","MDG",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",321
"MD51FL","MDG",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",294
"MD51FL","MDG",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15901
"MD51FL","MDG",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15629
"MD51FL","MDG",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7358
"MD51FL","MDG",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",17054
"MD51FL","MDG",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16548
"MD51FL","MDG",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",321
"MD51FL","MDG",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",294
"MD81FL","MDG",2019,"hib3_pct","observed",16355
"MD81FL","MDG",2017,"hib3_pct","observed",16083
"MD81FL","MDG",2021,"hib3_pct","observed",1042
"MD81FL","MDG",2018,"hib3_pct","observed",16454
"MD81FL","MDG",2020,"hib3_pct","observed",11450
"MD81FL","MDG",2016,"hib3_pct","observed",10119
"MD81FL","MDG",2019,"pcv3_pct","observed",16355
"MD81FL","MDG",2017,"pcv3_pct","observed",16083
"MD81FL","MDG",2021,"pcv3_pct","observed",1042
"MD81FL","MDG",2018,"pcv3_pct","observed",16454
"MD81FL","MDG",2020,"pcv3_pct","observed",11450
"MD81FL","MDG",2016,"pcv3_pct","observed",10119
"MD81FL","MDG",2019,"rotavirus_pct","observed",16355
"MD81FL","MDG",2017,"rotavirus_pct","observed",16083
"MD81FL","MDG",2021,"rotavirus_pct","observed",1042
"MD81FL","MDG",2018,"rotavirus_pct","observed",16454
"MD81FL","MDG",2020,"rotavirus_pct","observed",11450
"MD81FL","MDG",2016,"rotavirus_pct","observed",10119
"ML53FL","MLI",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",17588
"ML53FL","MLI",2005,"hib3_pct","observed",15257
"ML53FL","MLI",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",17709
"ML53FL","MLI",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",17871
"ML53FL","MLI",2006,"hib3_pct","observed",2803
"ML53FL","MLI",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",17588
"ML53FL","MLI",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15257
"ML53FL","MLI",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",17709
"ML53FL","MLI",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",17871
"ML53FL","MLI",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2803
"ML53FL","MLI",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",17588
"ML53FL","MLI",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15257
"ML53FL","MLI",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",17709
"ML53FL","MLI",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",17871
"ML53FL","MLI",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2803
"ML6AFL","MLI",2009,"hib3_pct","observed",13855
"ML6AFL","MLI",2008,"hib3_pct","observed",13319
"ML6AFL","MLI",2011,"hib3_pct","observed",12962
"ML6AFL","MLI",2012,"hib3_pct","observed",4406
"ML6AFL","MLI",2010,"hib3_pct","observed",13598
"ML6AFL","MLI",2007,"hib3_pct","observed",588
"ML6AFL","MLI",2013,"hib3_pct","observed",4
"ML6AFL","MLI",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13855
"ML6AFL","MLI",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13319
"ML6AFL","MLI",2011,"pcv3_pct","observed",12962
"ML6AFL","MLI",2012,"pcv3_pct","observed",4406
"ML6AFL","MLI",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13598
"ML6AFL","MLI",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",588
"ML6AFL","MLI",2013,"pcv3_pct","observed",4
"ML6AFL","MLI",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13855
"ML6AFL","MLI",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13319
"ML6AFL","MLI",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12962
"ML6AFL","MLI",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4406
"ML6AFL","MLI",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13598
"ML6AFL","MLI",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",588
"ML6AFL","MLI",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4
"ML7AFL","MLI",2017,"hib3_pct","observed",12027
"ML7AFL","MLI",2014,"hib3_pct","observed",12616
"ML7AFL","MLI",2016,"hib3_pct","observed",12939
"ML7AFL","MLI",2015,"hib3_pct","observed",12861
"ML7AFL","MLI",2013,"hib3_pct","observed",3178
"ML7AFL","MLI",2018,"hib3_pct","observed",2594
"ML7AFL","MLI",2017,"pcv3_pct","observed",12027
"ML7AFL","MLI",2014,"pcv3_pct","observed",12616
"ML7AFL","MLI",2016,"pcv3_pct","observed",12939
"ML7AFL","MLI",2015,"pcv3_pct","observed",12861
"ML7AFL","MLI",2013,"pcv3_pct","observed",3178
"ML7AFL","MLI",2018,"pcv3_pct","observed",2594
"ML7AFL","MLI",2017,"rotavirus_pct","observed",12027
"ML7AFL","MLI",2014,"rotavirus_pct","observed",12616
"ML7AFL","MLI",2016,"rotavirus_pct","observed",12939
"ML7AFL","MLI",2015,"rotavirus_pct","observed",12861
"ML7AFL","MLI",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3178
"ML7AFL","MLI",2018,"rotavirus_pct","observed",2594
"ML8AFL","MLI",2023,"hib3_pct","observed",8060
"ML8AFL","MLI",2020,"hib3_pct","observed",20270
"ML8AFL","MLI",2021,"hib3_pct","observed",20563
"ML8AFL","MLI",2019,"hib3_pct","observed",18900
"ML8AFL","MLI",2022,"hib3_pct","observed",20349
"ML8AFL","MLI",2018,"hib3_pct","observed",434
"ML8AFL","MLI",2023,"pcv3_pct","observed",8060
"ML8AFL","MLI",2020,"pcv3_pct","observed",20270
"ML8AFL","MLI",2021,"pcv3_pct","observed",20563
"ML8AFL","MLI",2019,"pcv3_pct","observed",18900
"ML8AFL","MLI",2022,"pcv3_pct","observed",20349
"ML8AFL","MLI",2018,"pcv3_pct","observed",434
"ML8AFL","MLI",2023,"rotavirus_pct","observed",8060
"ML8AFL","MLI",2020,"rotavirus_pct","observed",20270
"ML8AFL","MLI",2021,"rotavirus_pct","observed",20563
"ML8AFL","MLI",2019,"rotavirus_pct","observed",18900
"ML8AFL","MLI",2022,"rotavirus_pct","observed",20349
"ML8AFL","MLI",2018,"rotavirus_pct","observed",434
"MZ41FL","MOZ",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13004
"MZ41FL","MOZ",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",12081
"MZ41FL","MOZ",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",3534
"MZ41FL","MOZ",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13004
"MZ41FL","MOZ",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12081
"MZ41FL","MOZ",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3534
"MZ41FL","MOZ",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13004
"MZ41FL","MOZ",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12081
"MZ41FL","MOZ",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3534
"MZ62FL","MOZ",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13209
"MZ62FL","MOZ",2010,"hib3_pct","observed",12553
"MZ62FL","MOZ",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13753
"MZ62FL","MOZ",2011,"hib3_pct","observed",2450
"MZ62FL","MOZ",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",4633
"MZ62FL","MOZ",2009,"hib3_pct","observed",13872
"MZ62FL","MOZ",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13209
"MZ62FL","MOZ",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12553
"MZ62FL","MOZ",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13753
"MZ62FL","MOZ",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2450
"MZ62FL","MOZ",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4633
"MZ62FL","MOZ",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13872
"MZ62FL","MOZ",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13209
"MZ62FL","MOZ",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12553
"MZ62FL","MOZ",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13753
"MZ62FL","MOZ",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2450
"MZ62FL","MOZ",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4633
"MZ62FL","MOZ",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13872
"MZ81FL","MOZ",2022,"hib3_pct","observed",3232
"MZ81FL","MOZ",2019,"hib3_pct","observed",11980
"MZ81FL","MOZ",2018,"hib3_pct","observed",11745
"MZ81FL","MOZ",2017,"hib3_pct","observed",2054
"MZ81FL","MOZ",2020,"hib3_pct","observed",12287
"MZ81FL","MOZ",2021,"hib3_pct","observed",11532
"MZ81FL","MOZ",2023,"hib3_pct","observed",3
"MZ81FL","MOZ",2022,"pcv3_pct","observed",3232
"MZ81FL","MOZ",2019,"pcv3_pct","observed",11980
"MZ81FL","MOZ",2018,"pcv3_pct","observed",11745
"MZ81FL","MOZ",2017,"pcv3_pct","observed",2054
"MZ81FL","MOZ",2020,"pcv3_pct","observed",12287
"MZ81FL","MOZ",2021,"pcv3_pct","observed",11532
"MZ81FL","MOZ",2023,"pcv3_pct","observed",3
"MZ81FL","MOZ",2022,"rotavirus_pct","observed",3232
"MZ81FL","MOZ",2019,"rotavirus_pct","observed",11980
"MZ81FL","MOZ",2018,"rotavirus_pct","observed",11745
"MZ81FL","MOZ",2017,"rotavirus_pct","observed",2054
"MZ81FL","MOZ",2020,"rotavirus_pct","observed",12287
"MZ81FL","MOZ",2021,"rotavirus_pct","observed",11532
"MZ81FL","MOZ",2023,"rotavirus_pct","observed",3
"MR71FL","MRT",2018,"hib3_pct","observed",14636
"MR71FL","MRT",2015,"hib3_pct","observed",12320
"MR71FL","MRT",2019,"hib3_pct","observed",7472
"MR71FL","MRT",2016,"hib3_pct","observed",14720
"MR71FL","MRT",2017,"hib3_pct","observed",15053
"MR71FL","MRT",2020,"hib3_pct","observed",1046
"MR71FL","MRT",2021,"hib3_pct","observed",45
"MR71FL","MRT",2018,"pcv3_pct","observed",14636
"MR71FL","MRT",2015,"pcv3_pct","observed",12320
"MR71FL","MRT",2019,"pcv3_pct","observed",7472
"MR71FL","MRT",2016,"pcv3_pct","observed",14720
"MR71FL","MRT",2017,"pcv3_pct","observed",15053
"MR71FL","MRT",2020,"pcv3_pct","observed",1046
"MR71FL","MRT",2021,"pcv3_pct","observed",45
"MR71FL","MRT",2018,"rotavirus_pct","observed",14636
"MR71FL","MRT",2015,"rotavirus_pct","observed",12320
"MR71FL","MRT",2019,"rotavirus_pct","observed",7472
"MR71FL","MRT",2016,"rotavirus_pct","observed",14720
"MR71FL","MRT",2017,"rotavirus_pct","observed",15053
"MR71FL","MRT",2020,"rotavirus_pct","observed",1046
"MR71FL","MRT",2021,"rotavirus_pct","observed",45
"MW4EFL","MWI",2003,"hib3_pct","observed",13201
"MW4EFL","MWI",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",12317
"MW4EFL","MWI",2004,"hib3_pct","observed",4781
"MW4EFL","MWI",2002,"hib3_pct","observed",12535
"MW4EFL","MWI",2005,"hib3_pct","observed",1
"MW4EFL","MWI",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13201
"MW4EFL","MWI",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12317
"MW4EFL","MWI",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4781
"MW4EFL","MWI",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12535
"MW4EFL","MWI",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1
"MW4EFL","MWI",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13201
"MW4EFL","MWI",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12317
"MW4EFL","MWI",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4781
"MW4EFL","MWI",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12535
"MW4EFL","MWI",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1
"MW61FL","MWI",2009,"hib3_pct","observed",20641
"MW61FL","MWI",2008,"hib3_pct","observed",26815
"MW61FL","MWI",2005,"hib3_pct","observed",11354
"MW61FL","MWI",2010,"hib3_pct","observed",3391
"MW61FL","MWI",2006,"hib3_pct","observed",25501
"MW61FL","MWI",2007,"hib3_pct","observed",26586
"MW61FL","MWI",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",20641
"MW61FL","MWI",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",26815
"MW61FL","MWI",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11354
"MW61FL","MWI",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3391
"MW61FL","MWI",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",25501
"MW61FL","MWI",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",26586
"MW61FL","MWI",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",20641
"MW61FL","MWI",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",26815
"MW61FL","MWI",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11354
"MW61FL","MWI",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3391
"MW61FL","MWI",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",25501
"MW61FL","MWI",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",26586
"MW7AFL","MWI",2011,"hib3_pct","observed",23225
"MW7AFL","MWI",2014,"hib3_pct","observed",22313
"MW7AFL","MWI",2012,"hib3_pct","observed",23605
"MW7AFL","MWI",2013,"hib3_pct","observed",23571
"MW7AFL","MWI",2015,"hib3_pct","observed",6946
"MW7AFL","MWI",2010,"hib3_pct","observed",2678
"MW7AFL","MWI",2016,"hib3_pct","observed",8
"MW7AFL","MWI",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",23225
"MW7AFL","MWI",2014,"pcv3_pct","observed",22313
"MW7AFL","MWI",2012,"pcv3_pct","observed",23605
"MW7AFL","MWI",2013,"pcv3_pct","observed",23571
"MW7AFL","MWI",2015,"pcv3_pct","observed",6946
"MW7AFL","MWI",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2678
"MW7AFL","MWI",2016,"pcv3_pct","observed",8
"MW7AFL","MWI",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",23225
"MW7AFL","MWI",2014,"rotavirus_pct","observed",22313
"MW7AFL","MWI",2012,"rotavirus_pct","observed",23605
"MW7AFL","MWI",2013,"rotavirus_pct","observed",23571
"MW7AFL","MWI",2015,"rotavirus_pct","observed",6946
"MW7AFL","MWI",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2678
"MW7AFL","MWI",2016,"rotavirus_pct","observed",8
"MW81FL","MWI",2020,"hib3_pct","observed",15625
"MW81FL","MWI",2023,"hib3_pct","observed",12497
"MW81FL","MWI",2021,"hib3_pct","observed",15580
"MW81FL","MWI",2019,"hib3_pct","observed",8189
"MW81FL","MWI",2022,"hib3_pct","observed",15851
"MW81FL","MWI",2020,"pcv3_pct","observed",15625
"MW81FL","MWI",2023,"pcv3_pct","observed",12497
"MW81FL","MWI",2021,"pcv3_pct","observed",15580
"MW81FL","MWI",2019,"pcv3_pct","observed",8189
"MW81FL","MWI",2022,"pcv3_pct","observed",15851
"MW81FL","MWI",2020,"rotavirus_pct","observed",15625
"MW81FL","MWI",2023,"rotavirus_pct","observed",12497
"MW81FL","MWI",2021,"rotavirus_pct","observed",15580
"MW81FL","MWI",2019,"rotavirus_pct","observed",8189
"MW81FL","MWI",2022,"rotavirus_pct","observed",15851
"NM51FL","NAM",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",2801
"NM51FL","NAM",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5971
"NM51FL","NAM",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5996
"NM51FL","NAM",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",6054
"NM51FL","NAM",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",69
"NM51FL","NAM",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5275
"NM51FL","NAM",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2801
"NM51FL","NAM",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5971
"NM51FL","NAM",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5996
"NM51FL","NAM",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6054
"NM51FL","NAM",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",69
"NM51FL","NAM",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5275
"NM51FL","NAM",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2801
"NM51FL","NAM",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5971
"NM51FL","NAM",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5996
"NM51FL","NAM",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6054
"NM51FL","NAM",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",69
"NM51FL","NAM",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5275
"NM61FL","NAM",2010,"hib3_pct","observed",5516
"NM61FL","NAM",2009,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5240
"NM61FL","NAM",2011,"hib3_pct","observed",5713
"NM61FL","NAM",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",2337
"NM61FL","NAM",2013,"hib3_pct","observed",821
"NM61FL","NAM",2012,"hib3_pct","observed",4554
"NM61FL","NAM",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5516
"NM61FL","NAM",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5240
"NM61FL","NAM",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5713
"NM61FL","NAM",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2337
"NM61FL","NAM",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",821
"NM61FL","NAM",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4554
"NM61FL","NAM",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5516
"NM61FL","NAM",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5240
"NM61FL","NAM",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5713
"NM61FL","NAM",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2337
"NM61FL","NAM",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",821
"NM61FL","NAM",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4554
"NI51FL","NER",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",11809
"NI51FL","NER",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",11999
"NI51FL","NER",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",12015
"NI51FL","NER",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",6907
"NI51FL","NER",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",449
"NI51FL","NER",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11809
"NI51FL","NER",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11999
"NI51FL","NER",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12015
"NI51FL","NER",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6907
"NI51FL","NER",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",449
"NI51FL","NER",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11809
"NI51FL","NER",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11999
"NI51FL","NER",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12015
"NI51FL","NER",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6907
"NI51FL","NER",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",449
"NI61FL","NER",2011,"hib3_pct","observed",11391
"NI61FL","NER",2009,"hib3_pct","observed",17243
"NI61FL","NER",2010,"hib3_pct","observed",16975
"NI61FL","NER",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",16796
"NI61FL","NER",2012,"hib3_pct","observed",899
"NI61FL","NER",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",9677
"NI61FL","NER",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11391
"NI61FL","NER",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",17243
"NI61FL","NER",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16975
"NI61FL","NER",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16796
"NI61FL","NER",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",899
"NI61FL","NER",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9677
"NI61FL","NER",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11391
"NI61FL","NER",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",17243
"NI61FL","NER",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16975
"NI61FL","NER",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16796
"NI61FL","NER",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",899
"NI61FL","NER",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9677
"NG4BFL","NGA",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",5734
"NG4BFL","NGA",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7385
"NG4BFL","NGA",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",675
"NG4BFL","NGA",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5734
"NG4BFL","NGA",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7385
"NG4BFL","NGA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",675
"NG4BFL","NGA",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5734
"NG4BFL","NGA",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7385
"NG4BFL","NGA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",675
"NG53FL","NGA",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",31857
"NG53FL","NGA",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",35312
"NG53FL","NGA",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",35981
"NG53FL","NGA",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",6711
"NG53FL","NGA",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",11071
"NG53FL","NGA",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",35990
"NG53FL","NGA",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",31857
"NG53FL","NGA",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",35312
"NG53FL","NGA",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",35981
"NG53FL","NGA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6711
"NG53FL","NGA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11071
"NG53FL","NGA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",35990
"NG53FL","NGA",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",31857
"NG53FL","NGA",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",35312
"NG53FL","NGA",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",35981
"NG53FL","NGA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6711
"NG53FL","NGA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11071
"NG53FL","NGA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",35990
"NG61FL","NGA",2010,"hib3_pct","not_observed:pre_series_assumed_not_introduced",2096
"NG61FL","NGA",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7099
"NG61FL","NGA",2009,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7012
"NG61FL","NGA",2007,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7320
"NG61FL","NGA",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7352
"NG61FL","NGA",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",1009
"NG61FL","NGA",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",2096
"NG61FL","NGA",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7099
"NG61FL","NGA",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7012
"NG61FL","NGA",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7320
"NG61FL","NGA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7352
"NG61FL","NGA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1009
"NG61FL","NGA",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",2096
"NG61FL","NGA",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7099
"NG61FL","NGA",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7012
