"baseline","survey","country","variable","records","missing_records","regions","regions_with_any_missing","regions_with_all_missing"
"previous_primary","AO62FL","AGO","male_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","multiple_birth_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","mean_birth_order",44181,0,4,0,0
"previous_primary","AO62FL","AGO","mean_maternal_age_birth",44181,0,4,0,0
"previous_primary","AO62FL","AGO","mean_maternal_education_years",44181,0,4,0,0
"previous_primary","AO62FL","AGO","mean_wealth_quintile",44181,0,4,0,0
"previous_primary","AO62FL","AGO","urban_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","dtp3_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","measles_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","facility_delivery_pct",44181,44181,4,4,4
"previous_primary","AO62FL","AGO","short_birth_interval_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","improved_water_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","improved_sanitation_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","electricity_pct",44181,0,4,0,0
"previous_primary","AO62FL","AGO","log_hiv_incidence",44181,0,4,0,0
"previous_primary","AO62FL","AGO","log_gdp_pc",44181,0,4,0,0
"previous_primary","AO62FL","AGO","log_health_expenditure_pc",44181,0,4,0,0
"previous_primary","AO62FL","AGO","political_stability",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","male_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","multiple_birth_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","mean_birth_order",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","mean_maternal_age_birth",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","mean_maternal_education_years",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","mean_wealth_quintile",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","urban_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","dtp3_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","measles_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","facility_delivery_pct",44181,44181,4,4,4
"eligible_MAP","AO62FL","AGO","short_birth_interval_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","improved_water_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","improved_sanitation_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","electricity_pct",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","log_hiv_incidence",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","log_gdp_pc",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","log_health_expenditure_pc",44181,0,4,0,0
"eligible_MAP","AO62FL","AGO","political_stability",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","male_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","multiple_birth_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","mean_birth_order",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","mean_maternal_age_birth",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","mean_maternal_education_years",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","mean_wealth_quintile",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","urban_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","dtp3_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","measles_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","facility_delivery_pct",44181,44181,4,4,4
"regional_baseline","AO62FL","AGO","short_birth_interval_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","improved_water_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","improved_sanitation_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","electricity_pct",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","log_hiv_incidence",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","log_gdp_pc",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","log_health_expenditure_pc",44181,0,4,0,0
"regional_baseline","AO62FL","AGO","political_stability",44181,0,4,0,0
"previous_primary","AO71FL","AGO","male_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","multiple_birth_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","mean_birth_order",78397,0,18,0,0
"previous_primary","AO71FL","AGO","mean_maternal_age_birth",78397,0,18,0,0
"previous_primary","AO71FL","AGO","mean_maternal_education_years",78397,0,18,0,0
"previous_primary","AO71FL","AGO","mean_wealth_quintile",78397,0,18,0,0
"previous_primary","AO71FL","AGO","urban_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","dtp3_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","measles_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","facility_delivery_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","short_birth_interval_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","improved_water_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","improved_sanitation_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","electricity_pct",78397,0,18,0,0
"previous_primary","AO71FL","AGO","log_hiv_incidence",78397,0,18,0,0
"previous_primary","AO71FL","AGO","log_gdp_pc",78397,0,18,0,0
"previous_primary","AO71FL","AGO","log_health_expenditure_pc",78397,0,18,0,0
"previous_primary","AO71FL","AGO","political_stability",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","male_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","multiple_birth_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","mean_birth_order",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","mean_maternal_age_birth",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","mean_maternal_education_years",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","mean_wealth_quintile",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","urban_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","dtp3_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","measles_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","facility_delivery_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","short_birth_interval_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","improved_water_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","improved_sanitation_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","electricity_pct",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","log_hiv_incidence",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","log_gdp_pc",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","log_health_expenditure_pc",78397,0,18,0,0
"eligible_MAP","AO71FL","AGO","political_stability",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","male_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","multiple_birth_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","mean_birth_order",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","mean_maternal_age_birth",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","mean_maternal_education_years",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","mean_wealth_quintile",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","urban_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","dtp3_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","measles_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","facility_delivery_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","short_birth_interval_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","improved_water_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","improved_sanitation_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","electricity_pct",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","log_hiv_incidence",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","log_gdp_pc",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","log_health_expenditure_pc",78397,0,18,0,0
"regional_baseline","AO71FL","AGO","political_stability",78397,0,18,0,0
"previous_primary","AO81FL","AGO","male_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","multiple_birth_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","mean_birth_order",64704,0,18,0,0
"previous_primary","AO81FL","AGO","mean_maternal_age_birth",64704,0,18,0,0
"previous_primary","AO81FL","AGO","mean_maternal_education_years",64704,0,18,0,0
"previous_primary","AO81FL","AGO","mean_wealth_quintile",64704,0,18,0,0
"previous_primary","AO81FL","AGO","urban_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","dtp3_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","measles_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","facility_delivery_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","short_birth_interval_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","improved_water_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","improved_sanitation_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","electricity_pct",64704,0,18,0,0
"previous_primary","AO81FL","AGO","log_hiv_incidence",64704,0,18,0,0
"previous_primary","AO81FL","AGO","log_gdp_pc",64704,0,18,0,0
"previous_primary","AO81FL","AGO","log_health_expenditure_pc",64704,0,18,0,0
"previous_primary","AO81FL","AGO","political_stability",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","male_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","multiple_birth_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","mean_birth_order",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","mean_maternal_age_birth",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","mean_maternal_education_years",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","mean_wealth_quintile",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","urban_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","dtp3_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","measles_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","facility_delivery_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","short_birth_interval_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","improved_water_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","improved_sanitation_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","electricity_pct",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","log_hiv_incidence",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","log_gdp_pc",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","log_health_expenditure_pc",64704,0,18,0,0
"eligible_MAP","AO81FL","AGO","political_stability",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","male_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","multiple_birth_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","mean_birth_order",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","mean_maternal_age_birth",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","mean_maternal_education_years",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","mean_wealth_quintile",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","urban_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","dtp3_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","measles_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","facility_delivery_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","short_birth_interval_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","improved_water_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","improved_sanitation_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","electricity_pct",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","log_hiv_incidence",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","log_gdp_pc",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","log_health_expenditure_pc",64704,0,18,0,0
"regional_baseline","AO81FL","AGO","political_stability",64704,0,18,0,0
"previous_primary","BU61FL","BDI","male_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","multiple_birth_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","mean_birth_order",38597,0,4,0,0
"previous_primary","BU61FL","BDI","mean_maternal_age_birth",38597,0,4,0,0
"previous_primary","BU61FL","BDI","mean_maternal_education_years",38597,0,4,0,0
"previous_primary","BU61FL","BDI","mean_wealth_quintile",38597,0,4,0,0
"previous_primary","BU61FL","BDI","urban_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","dtp3_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","measles_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","facility_delivery_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","short_birth_interval_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","improved_water_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","improved_sanitation_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","electricity_pct",38597,0,4,0,0
"previous_primary","BU61FL","BDI","log_hiv_incidence",38597,0,4,0,0
"previous_primary","BU61FL","BDI","log_gdp_pc",38597,0,4,0,0
"previous_primary","BU61FL","BDI","log_health_expenditure_pc",38597,0,4,0,0
"previous_primary","BU61FL","BDI","political_stability",38597,0,4,0,0
"eligible_MAP","BU61FL","BDI","male_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","multiple_birth_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","mean_birth_order",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","mean_maternal_age_birth",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","mean_maternal_education_years",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","mean_wealth_quintile",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","urban_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","dtp3_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","measles_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","facility_delivery_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","short_birth_interval_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","improved_water_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","improved_sanitation_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","electricity_pct",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","log_hiv_incidence",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","log_gdp_pc",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","log_health_expenditure_pc",38604,0,4,0,0
"eligible_MAP","BU61FL","BDI","political_stability",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","male_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","multiple_birth_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","mean_birth_order",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","mean_maternal_age_birth",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","mean_maternal_education_years",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","mean_wealth_quintile",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","urban_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","dtp3_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","measles_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","facility_delivery_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","short_birth_interval_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","improved_water_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","improved_sanitation_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","electricity_pct",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","log_hiv_incidence",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","log_gdp_pc",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","log_health_expenditure_pc",38604,0,4,0,0
"regional_baseline","BU61FL","BDI","political_stability",38604,0,4,0,0
"previous_primary","BU71FL","BDI","male_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","multiple_birth_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","mean_birth_order",76022,0,18,0,0
"previous_primary","BU71FL","BDI","mean_maternal_age_birth",76022,0,18,0,0
"previous_primary","BU71FL","BDI","mean_maternal_education_years",76022,0,18,0,0
"previous_primary","BU71FL","BDI","mean_wealth_quintile",76022,0,18,0,0
"previous_primary","BU71FL","BDI","urban_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","dtp3_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","measles_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","facility_delivery_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","short_birth_interval_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","improved_water_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","improved_sanitation_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","electricity_pct",76022,0,18,0,0
"previous_primary","BU71FL","BDI","log_hiv_incidence",76022,0,18,0,0
"previous_primary","BU71FL","BDI","log_gdp_pc",76022,0,18,0,0
"previous_primary","BU71FL","BDI","log_health_expenditure_pc",76022,0,18,0,0
"previous_primary","BU71FL","BDI","political_stability",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","male_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","multiple_birth_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","mean_birth_order",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","mean_maternal_age_birth",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","mean_maternal_education_years",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","mean_wealth_quintile",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","urban_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","dtp3_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","measles_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","facility_delivery_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","short_birth_interval_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","improved_water_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","improved_sanitation_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","electricity_pct",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","log_hiv_incidence",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","log_gdp_pc",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","log_health_expenditure_pc",76022,0,18,0,0
"eligible_MAP","BU71FL","BDI","political_stability",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","male_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","multiple_birth_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","mean_birth_order",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","mean_maternal_age_birth",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","mean_maternal_education_years",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","mean_wealth_quintile",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","urban_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","dtp3_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","measles_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","facility_delivery_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","short_birth_interval_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","improved_water_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","improved_sanitation_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","electricity_pct",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","log_hiv_incidence",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","log_gdp_pc",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","log_health_expenditure_pc",76022,0,18,0,0
"regional_baseline","BU71FL","BDI","political_stability",76022,0,18,0,0
"eligible_MAP","BJ41FL","BEN","male_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","multiple_birth_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","mean_birth_order",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","mean_maternal_age_birth",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","mean_maternal_education_years",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","mean_wealth_quintile",1588,1588,1,1,1
"eligible_MAP","BJ41FL","BEN","urban_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","dtp3_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","measles_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","facility_delivery_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","short_birth_interval_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","improved_water_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","improved_sanitation_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","electricity_pct",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","log_hiv_incidence",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","log_gdp_pc",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","log_health_expenditure_pc",1588,0,1,0,0
"eligible_MAP","BJ41FL","BEN","political_stability",1588,338,1,1,0
"previous_primary","BJ51FL","BEN","male_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","multiple_birth_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","mean_birth_order",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","mean_maternal_age_birth",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","mean_maternal_education_years",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","mean_wealth_quintile",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","urban_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","dtp3_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","measles_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","facility_delivery_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","short_birth_interval_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","improved_water_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","improved_sanitation_pct",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","electricity_pct",83719,83719,12,12,12
"previous_primary","BJ51FL","BEN","log_hiv_incidence",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","log_gdp_pc",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","log_health_expenditure_pc",83719,0,12,0,0
"previous_primary","BJ51FL","BEN","political_stability",83719,0,12,0,0
"eligible_MAP","BJ51FL","BEN","male_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","multiple_birth_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","mean_birth_order",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","mean_maternal_age_birth",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","mean_maternal_education_years",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","mean_wealth_quintile",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","urban_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","dtp3_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","measles_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","facility_delivery_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","short_birth_interval_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","improved_water_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","improved_sanitation_pct",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","electricity_pct",88834,88834,12,12,12
"eligible_MAP","BJ51FL","BEN","log_hiv_incidence",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","log_gdp_pc",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","log_health_expenditure_pc",88834,0,12,0,0
"eligible_MAP","BJ51FL","BEN","political_stability",88834,5038,12,12,0
"regional_baseline","BJ51FL","BEN","male_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","multiple_birth_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","mean_birth_order",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","mean_maternal_age_birth",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","mean_maternal_education_years",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","mean_wealth_quintile",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","urban_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","dtp3_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","measles_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","facility_delivery_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","short_birth_interval_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","improved_water_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","improved_sanitation_pct",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","electricity_pct",83796,83796,12,12,12
"regional_baseline","BJ51FL","BEN","log_hiv_incidence",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","log_gdp_pc",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","log_health_expenditure_pc",83796,0,12,0,0
"regional_baseline","BJ51FL","BEN","political_stability",83796,0,12,0,0
"previous_primary","BJ61FL","BEN","male_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","multiple_birth_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","mean_birth_order",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","mean_maternal_age_birth",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","mean_maternal_education_years",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","mean_wealth_quintile",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","urban_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","dtp3_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","measles_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","facility_delivery_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","short_birth_interval_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","improved_water_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","improved_sanitation_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","electricity_pct",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","log_hiv_incidence",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","log_gdp_pc",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","log_health_expenditure_pc",78171,0,12,0,0
"previous_primary","BJ61FL","BEN","political_stability",78171,0,12,0,0
"eligible_MAP","BJ61FL","BEN","male_pct",78171,0,12,0,0
"eligible_MAP","BJ61FL","BEN","multiple_birth_pct",78171,0,12,0,0
"eligible_MAP","BJ61FL","BEN","mean_birth_order",78171,0,12,0,0
"eligible_MAP","BJ61FL","BEN","mean_maternal_age_birth",78171,0,12,0,0
"eligible_MAP","BJ61FL","BEN","mean_maternal_education_years",78171,0,12,0,0
