"baseline","survey","country","variable","source","records","imputed_records","missing_records"
"previous_primary","SN5AFL","SEN","dtp3_pct","UNICEF_WUENIC_country_year",87057,87057,0
"previous_primary","SN5AFL","SEN","measles_pct","UNICEF_WUENIC_country_year",87057,87057,0
"eligible_MAP","SN5AFL","SEN","dtp3_pct","UNICEF_WUENIC_country_year",87342,87342,0
"eligible_MAP","SN5AFL","SEN","measles_pct","UNICEF_WUENIC_country_year",87342,87342,0
"previous_primary","SN61FL","SEN","dtp3_pct","retained_regional_estimate",68736,0,0
"previous_primary","SN61FL","SEN","measles_pct","retained_regional_estimate",68736,0,0
"eligible_MAP","SN61FL","SEN","dtp3_pct","retained_regional_estimate",68736,0,0
"eligible_MAP","SN61FL","SEN","measles_pct","retained_regional_estimate",68736,0,0
"previous_primary","SN6DFL","SEN","dtp3_pct","retained_regional_estimate",38506,0,0
"previous_primary","SN6DFL","SEN","measles_pct","retained_regional_estimate",38506,0,0
"eligible_MAP","SN6DFL","SEN","dtp3_pct","retained_regional_estimate",38506,0,0
"eligible_MAP","SN6DFL","SEN","measles_pct","retained_regional_estimate",38506,0,0
"previous_primary","SN71FL","SEN","dtp3_pct","retained_regional_estimate",38866,0,0
"previous_primary","SN71FL","SEN","measles_pct","retained_regional_estimate",38866,0,0
"eligible_MAP","SN71FL","SEN","dtp3_pct","retained_regional_estimate",38866,0,0
"eligible_MAP","SN71FL","SEN","measles_pct","retained_regional_estimate",38866,0,0
"previous_primary","SN7AFL","SEN","dtp3_pct","retained_regional_estimate",40157,0,0
"previous_primary","SN7AFL","SEN","measles_pct","retained_regional_estimate",40157,0,0
"eligible_MAP","SN7AFL","SEN","dtp3_pct","retained_regional_estimate",40157,0,0
"eligible_MAP","SN7AFL","SEN","measles_pct","retained_regional_estimate",40157,0,0
"previous_primary","SN7IFL","SEN","dtp3_pct","retained_regional_estimate",38822,0,0
"previous_primary","SN7IFL","SEN","measles_pct","retained_regional_estimate",38822,0,0
"eligible_MAP","SN7IFL","SEN","dtp3_pct","retained_regional_estimate",38822,0,0
"eligible_MAP","SN7IFL","SEN","measles_pct","retained_regional_estimate",38822,0,0
"previous_primary","SN7ZFL","SEN","dtp3_pct","retained_regional_estimate",71285,0,0
"previous_primary","SN7ZFL","SEN","measles_pct","retained_regional_estimate",71285,0,0
"eligible_MAP","SN7ZFL","SEN","dtp3_pct","retained_regional_estimate",71323,0,0
"eligible_MAP","SN7ZFL","SEN","measles_pct","retained_regional_estimate",71323,0,0
"previous_primary","SN81FL","SEN","dtp3_pct","retained_regional_estimate",39314,0,0
"previous_primary","SN81FL","SEN","measles_pct","retained_regional_estimate",39314,0,0
"eligible_MAP","SN81FL","SEN","dtp3_pct","retained_regional_estimate",39314,0,0
"eligible_MAP","SN81FL","SEN","measles_pct","retained_regional_estimate",39314,0,0
"previous_primary","SN8BFL","SEN","dtp3_pct","retained_regional_estimate",35332,0,0
"previous_primary","SN8BFL","SEN","measles_pct","retained_regional_estimate",35332,0,0
"eligible_MAP","SN8BFL","SEN","dtp3_pct","retained_regional_estimate",35351,0,0
"eligible_MAP","SN8BFL","SEN","measles_pct","retained_regional_estimate",35351,0,0
"previous_primary","SN8SFL","SEN","dtp3_pct","retained_regional_estimate",61934,0,0
"previous_primary","SN8SFL","SEN","measles_pct","retained_regional_estimate",61934,0,0
"eligible_MAP","SN8SFL","SEN","dtp3_pct","retained_regional_estimate",61934,0,0
"eligible_MAP","SN8SFL","SEN","measles_pct","retained_regional_estimate",61934,0,0
"previous_primary","SL51FL","SLE","dtp3_pct","retained_regional_estimate",31285,0,0
"previous_primary","SL51FL","SLE","measles_pct","retained_regional_estimate",31285,0,0
"eligible_MAP","SL51FL","SLE","dtp3_pct","retained_regional_estimate",31344,0,0
"eligible_MAP","SL51FL","SLE","measles_pct","retained_regional_estimate",31344,0,0
"previous_primary","SL61FL","SLE","dtp3_pct","UNICEF_WUENIC_country_year",7379,7379,0
"previous_primary","SL61FL","SLE","dtp3_pct","retained_regional_estimate",60650,0,0
"previous_primary","SL61FL","SLE","measles_pct","UNICEF_WUENIC_country_year",7379,7379,0
"previous_primary","SL61FL","SLE","measles_pct","retained_regional_estimate",60650,0,0
"eligible_MAP","SL61FL","SLE","dtp3_pct","UNICEF_WUENIC_country_year",7383,7383,0
"eligible_MAP","SL61FL","SLE","dtp3_pct","retained_regional_estimate",60693,0,0
"eligible_MAP","SL61FL","SLE","measles_pct","UNICEF_WUENIC_country_year",7383,7383,0
"eligible_MAP","SL61FL","SLE","measles_pct","retained_regional_estimate",60693,0,0
"previous_primary","SL7AFL","SLE","dtp3_pct","retained_regional_estimate",57080,0,0
"previous_primary","SL7AFL","SLE","measles_pct","retained_regional_estimate",57080,0,0
"eligible_MAP","SL7AFL","SLE","dtp3_pct","retained_regional_estimate",57080,0,0
"eligible_MAP","SL7AFL","SLE","measles_pct","retained_regional_estimate",57080,0,0
"eligible_MAP","ST51FL","STP","dtp3_pct","retained_regional_estimate",10839,0,0
"eligible_MAP","ST51FL","STP","measles_pct","retained_regional_estimate",10839,0,0
"previous_primary","SZ51FL","SWZ","dtp3_pct","retained_regional_estimate",10725,0,0
"previous_primary","SZ51FL","SWZ","measles_pct","retained_regional_estimate",10725,0,0
"eligible_MAP","SZ51FL","SWZ","dtp3_pct","retained_regional_estimate",11268,0,0
"eligible_MAP","SZ51FL","SWZ","measles_pct","retained_regional_estimate",11268,0,0
"previous_primary","TD41FL","TCD","dtp3_pct","retained_regional_estimate",22684,0,0
"previous_primary","TD41FL","TCD","measles_pct","retained_regional_estimate",22684,0,0
"eligible_MAP","TD41FL","TCD","dtp3_pct","retained_regional_estimate",29949,0,0
"eligible_MAP","TD41FL","TCD","measles_pct","retained_regional_estimate",29949,0,0
"previous_primary","TD71FL","TCD","dtp3_pct","retained_regional_estimate",106015,0,0
"previous_primary","TD71FL","TCD","measles_pct","retained_regional_estimate",106015,0,0
"eligible_MAP","TD71FL","TCD","dtp3_pct","retained_regional_estimate",106120,0,0
"eligible_MAP","TD71FL","TCD","measles_pct","retained_regional_estimate",106120,0,0
"previous_primary","TG61FL","TGO","dtp3_pct","retained_regional_estimate",35836,0,0
"previous_primary","TG61FL","TGO","measles_pct","retained_regional_estimate",35836,0,0
"eligible_MAP","TG61FL","TGO","dtp3_pct","retained_regional_estimate",35856,0,0
"eligible_MAP","TG61FL","TGO","measles_pct","retained_regional_estimate",35856,0,0
"previous_primary","TZ4IFL","TZA","dtp3_pct","retained_regional_estimate",35214,0,0
"previous_primary","TZ4IFL","TZA","measles_pct","retained_regional_estimate",35214,0,0
"eligible_MAP","TZ4IFL","TZA","dtp3_pct","retained_regional_estimate",45594,0,0
"eligible_MAP","TZ4IFL","TZA","measles_pct","retained_regional_estimate",45594,0,0
"previous_primary","TZ63FL","TZA","dtp3_pct","retained_regional_estimate",45125,0,0
"previous_primary","TZ63FL","TZA","measles_pct","retained_regional_estimate",45125,0,0
"eligible_MAP","TZ63FL","TZA","dtp3_pct","retained_regional_estimate",45125,0,0
"eligible_MAP","TZ63FL","TZA","measles_pct","retained_regional_estimate",45125,0,0
"previous_primary","TZ7BFL","TZA","dtp3_pct","retained_regional_estimate",56915,0,0
"previous_primary","TZ7BFL","TZA","measles_pct","retained_regional_estimate",56915,0,0
"eligible_MAP","TZ7BFL","TZA","dtp3_pct","retained_regional_estimate",56917,0,0
"eligible_MAP","TZ7BFL","TZA","measles_pct","retained_regional_estimate",56917,0,0
"previous_primary","TZ82FL","TZA","dtp3_pct","retained_regional_estimate",61723,0,0
"previous_primary","TZ82FL","TZA","measles_pct","retained_regional_estimate",61723,0,0
"eligible_MAP","TZ82FL","TZA","dtp3_pct","retained_regional_estimate",61723,0,0
"eligible_MAP","TZ82FL","TZA","measles_pct","retained_regional_estimate",61723,0,0
"eligible_MAP","UG41FL","UGA","dtp3_pct","retained_regional_estimate",3417,0,0
"eligible_MAP","UG41FL","UGA","measles_pct","retained_regional_estimate",3417,0,0
"previous_primary","UG52FL","UGA","dtp3_pct","retained_regional_estimate",32359,0,0
"previous_primary","UG52FL","UGA","dtp3_pct","UNICEF_WUENIC_country_year",9089,9089,0
"previous_primary","UG52FL","UGA","measles_pct","retained_regional_estimate",32359,0,0
"previous_primary","UG52FL","UGA","measles_pct","UNICEF_WUENIC_country_year",9089,9089,0
"eligible_MAP","UG52FL","UGA","dtp3_pct","retained_regional_estimate",36053,0,0
"eligible_MAP","UG52FL","UGA","dtp3_pct","UNICEF_WUENIC_country_year",10086,10086,0
"eligible_MAP","UG52FL","UGA","measles_pct","retained_regional_estimate",36053,0,0
"eligible_MAP","UG52FL","UGA","measles_pct","UNICEF_WUENIC_country_year",10086,10086,0
"previous_primary","UG5AFL","UGA","dtp3_pct","UNICEF_WUENIC_country_year",20657,20657,0
"previous_primary","UG5AFL","UGA","measles_pct","UNICEF_WUENIC_country_year",20657,20657,0
"eligible_MAP","UG5AFL","UGA","dtp3_pct","UNICEF_WUENIC_country_year",20657,20657,0
"eligible_MAP","UG5AFL","UGA","measles_pct","UNICEF_WUENIC_country_year",20657,20657,0
"previous_primary","UG61FL","UGA","dtp3_pct","retained_regional_estimate",44636,0,0
"previous_primary","UG61FL","UGA","measles_pct","retained_regional_estimate",44636,0,0
"eligible_MAP","UG61FL","UGA","dtp3_pct","retained_regional_estimate",44636,0,0
"eligible_MAP","UG61FL","UGA","measles_pct","retained_regional_estimate",44636,0,0
"previous_primary","UG7BFL","UGA","dtp3_pct","retained_regional_estimate",14534,0,0
"previous_primary","UG7BFL","UGA","measles_pct","retained_regional_estimate",14534,0,0
"eligible_MAP","UG7BFL","UGA","dtp3_pct","retained_regional_estimate",75366,0,0
"eligible_MAP","UG7BFL","UGA","measles_pct","retained_regional_estimate",75366,0,0
"previous_primary","ZA71FL","ZAF","dtp3_pct","retained_regional_estimate",15260,0,0
"previous_primary","ZA71FL","ZAF","measles_pct","retained_regional_estimate",15260,0,0
"eligible_MAP","ZA71FL","ZAF","dtp3_pct","retained_regional_estimate",15261,0,0
"eligible_MAP","ZA71FL","ZAF","measles_pct","retained_regional_estimate",15261,0,0
"eligible_MAP","ZM42FL","ZMB","dtp3_pct","retained_regional_estimate",13278,0,0
"eligible_MAP","ZM42FL","ZMB","measles_pct","retained_regional_estimate",13278,0,0
"previous_primary","ZM51FL","ZMB","dtp3_pct","retained_regional_estimate",34258,0,0
"previous_primary","ZM51FL","ZMB","measles_pct","retained_regional_estimate",34258,0,0
"eligible_MAP","ZM51FL","ZMB","dtp3_pct","retained_regional_estimate",34258,0,0
"eligible_MAP","ZM51FL","ZMB","measles_pct","retained_regional_estimate",34258,0,0
"previous_primary","ZM61FL","ZMB","dtp3_pct","retained_regional_estimate",78508,0,0
"previous_primary","ZM61FL","ZMB","measles_pct","retained_regional_estimate",78508,0,0
"eligible_MAP","ZM61FL","ZMB","dtp3_pct","retained_regional_estimate",78600,0,0
"eligible_MAP","ZM61FL","ZMB","measles_pct","retained_regional_estimate",78600,0,0
"previous_primary","ZM71FL","ZMB","dtp3_pct","retained_regional_estimate",57564,0,0
"previous_primary","ZM71FL","ZMB","measles_pct","retained_regional_estimate",57564,0,0
"eligible_MAP","ZM71FL","ZMB","dtp3_pct","retained_regional_estimate",57564,0,0
"eligible_MAP","ZM71FL","ZMB","measles_pct","retained_regional_estimate",57564,0,0
"previous_primary","ZM81FL","ZMB","dtp3_pct","retained_regional_estimate",50590,0,0
"previous_primary","ZM81FL","ZMB","measles_pct","retained_regional_estimate",50590,0,0
"eligible_MAP","ZM81FL","ZMB","dtp3_pct","retained_regional_estimate",51051,0,0
"eligible_MAP","ZM81FL","ZMB","measles_pct","retained_regional_estimate",51051,0,0
"eligible_MAP","ZW52FL","ZWE","dtp3_pct","retained_regional_estimate",26130,0,0
"eligible_MAP","ZW52FL","ZWE","dtp3_pct","UNICEF_WUENIC_country_year",3607,3607,0
"eligible_MAP","ZW52FL","ZWE","measles_pct","retained_regional_estimate",26130,0,0
"eligible_MAP","ZW52FL","ZWE","measles_pct","UNICEF_WUENIC_country_year",3607,3607,0
"previous_primary","ZW62FL","ZWE","dtp3_pct","UNICEF_WUENIC_country_year",234,234,0
"previous_primary","ZW62FL","ZWE","dtp3_pct","retained_regional_estimate",2829,0,0
"previous_primary","ZW62FL","ZWE","measles_pct","UNICEF_WUENIC_country_year",234,234,0
"previous_primary","ZW62FL","ZWE","measles_pct","retained_regional_estimate",2829,0,0
"eligible_MAP","ZW62FL","ZWE","dtp3_pct","UNICEF_WUENIC_country_year",2922,2922,0
"eligible_MAP","ZW62FL","ZWE","dtp3_pct","retained_regional_estimate",26412,0,0
"eligible_MAP","ZW62FL","ZWE","measles_pct","UNICEF_WUENIC_country_year",2922,2922,0
"eligible_MAP","ZW62FL","ZWE","measles_pct","retained_regional_estimate",26412,0,0
"previous_primary","ZW72FL","ZWE","dtp3_pct","retained_regional_estimate",30500,0,0
"previous_primary","ZW72FL","ZWE","measles_pct","retained_regional_estimate",30500,0,0
"eligible_MAP","ZW72FL","ZWE","dtp3_pct","retained_regional_estimate",30500,0,0
"eligible_MAP","ZW72FL","ZWE","measles_pct","retained_regional_estimate",30500,0,0
