"survey","country","region","records","children","deaths","complete_case_records","complete_case_children","complete_case_deaths","baseline"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,1171,46,3945,1171,46,"eligible_MAP"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,1362,40,4534,1362,40,"eligible_MAP"
"CG61FL","COG","COG:CG61FL:kouilou",4847,1442,52,4847,1442,52,"regional_baseline"
"CG61FL","COG","COG:CG61FL:niari",4330,1300,37,4330,1300,37,"regional_baseline"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,1084,46,3668,1084,46,"regional_baseline"
"CG61FL","COG","COG:CG61FL:bouenza",4575,1379,41,4575,1379,41,"regional_baseline"
"CG61FL","COG","COG:CG61FL:pool",5263,1567,39,5263,1567,39,"regional_baseline"
"CG61FL","COG","COG:CG61FL:plateaux",4055,1212,41,4055,1212,41,"regional_baseline"
"CG61FL","COG","COG:CG61FL:cuvette",4002,1224,54,4002,1224,54,"regional_baseline"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,1019,47,3354,1019,47,"regional_baseline"
"CG61FL","COG","COG:CG61FL:sangha",3314,992,45,3314,992,45,"regional_baseline"
"CG61FL","COG","COG:CG61FL:likouala",5142,1531,48,5142,1531,48,"regional_baseline"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,1171,46,3945,1171,46,"regional_baseline"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,1362,40,4534,1362,40,"regional_baseline"
"KM61FL","COM","COM:KM61FL:mwali",3518,1086,24,3518,1086,24,"previous_primary"
"KM61FL","COM","COM:KM61FL:ndzuwani",7358,2220,50,7358,2220,50,"previous_primary"
"KM61FL","COM","COM:KM61FL:ngazidja",7060,2118,55,7060,2118,55,"previous_primary"
"KM61FL","COM","COM:KM61FL:mwali",3518,1086,24,3518,1086,24,"eligible_MAP"
"KM61FL","COM","COM:KM61FL:ndzuwani",7391,2233,50,7391,2233,50,"eligible_MAP"
"KM61FL","COM","COM:KM61FL:ngazidja",7089,2128,55,7089,2128,55,"eligible_MAP"
"KM61FL","COM","COM:KM61FL:mwali",3518,1086,24,3518,1086,24,"regional_baseline"
"KM61FL","COM","COM:KM61FL:ndzuwani",7391,2233,50,7391,2233,50,"regional_baseline"
"KM61FL","COM","COM:KM61FL:ngazidja",7089,2128,55,7089,2128,55,"regional_baseline"
"ET41FL","ETH","ETH:ET41FL:tigray",56,56,2,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:affar",25,25,1,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:amhara",60,60,2,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:oromiya",98,98,6,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:somali",20,20,1,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:benishangulgumuz",42,42,2,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:snnp",61,61,2,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:gambela",27,27,5,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:harari",26,26,0,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:addisababa",26,26,0,0,0,0,"eligible_MAP"
"ET41FL","ETH","ETH:ET41FL:diredawa",27,27,2,0,0,0,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:amhara",6285,2417,145,6285,2417,145,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:addisababa",1804,677,21,1804,677,21,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:harari",2110,795,29,2110,795,29,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:somali",3047,1192,48,3047,1192,48,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:benishangulgumuz",3045,1150,59,3045,1150,59,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:oromiya",8518,3189,151,8518,3189,151,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:snnp",7595,2888,136,7595,2888,136,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:gambela",2313,868,32,2313,868,32,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:affar",2699,1072,45,2699,1072,45,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:diredawa",1766,669,23,1766,669,23,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:tigray",4392,1592,48,4392,1592,48,"previous_primary"
"ET51FL","ETH","ETH:ET51FL:amhara",8272,2573,192,6285,2417,145,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:addisababa",2357,710,23,1804,677,21,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:harari",2732,836,38,2110,795,29,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:somali",4057,1281,57,3047,1192,48,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:benishangulgumuz",3950,1218,81,3045,1150,59,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:oromiya",11052,3347,184,8518,3189,151,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:snnp",9977,3076,188,7595,2888,136,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:gambela",3085,929,48,2313,868,32,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:affar",3618,1153,62,2699,1072,45,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:diredawa",2287,713,37,1766,669,23,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:tigray",5720,1686,74,4392,1592,48,"eligible_MAP"
"ET51FL","ETH","ETH:ET51FL:amhara",6285,2417,145,6285,2417,145,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:addisababa",1804,677,21,1804,677,21,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:harari",2110,795,29,2110,795,29,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:somali",3047,1192,48,3047,1192,48,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:benishangulgumuz",3045,1150,59,3045,1150,59,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:oromiya",8518,3189,151,8518,3189,151,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:snnp",7595,2888,136,7595,2888,136,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:gambela",2313,868,32,2313,868,32,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:affar",2699,1072,45,2699,1072,45,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:diredawa",1766,669,23,1766,669,23,"regional_baseline"
"ET51FL","ETH","ETH:ET51FL:tigray",4392,1592,48,4392,1592,48,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:amhara",7685,2285,98,7685,2285,98,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:addisababa",2350,731,15,2350,731,15,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:harari",3853,1161,52,3853,1161,52,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:somali",6124,1845,86,6124,1845,86,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:benishangulgumuz",5829,1734,106,5829,1734,106,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:oromiya",10024,3050,128,10024,3050,128,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:snnp",9783,2971,143,9783,2971,143,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:tigray",7116,2114,93,7116,2114,93,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:affar",6607,1952,104,6607,1952,104,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:gambela",4890,1504,92,4890,1504,92,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:diredawa",4051,1204,41,4051,1204,41,"previous_primary"
"ET61FL","ETH","ETH:ET61FL:amhara",7685,2285,98,7685,2285,98,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:addisababa",2350,731,15,2350,731,15,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:harari",3853,1161,52,3853,1161,52,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:somali",6124,1845,86,6124,1845,86,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:benishangulgumuz",5829,1734,106,5829,1734,106,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:oromiya",10024,3050,128,10024,3050,128,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:snnp",9783,2971,143,9783,2971,143,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:tigray",7116,2114,93,7116,2114,93,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:affar",6607,1952,104,6607,1952,104,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:gambela",4890,1504,92,4890,1504,92,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:diredawa",4051,1204,41,4051,1204,41,"eligible_MAP"
"ET61FL","ETH","ETH:ET61FL:amhara",7685,2285,98,7685,2285,98,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:addisababa",2350,731,15,2350,731,15,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:harari",3853,1161,52,3853,1161,52,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:somali",6124,1845,86,6124,1845,86,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:benishangulgumuz",5829,1734,106,5829,1734,106,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:oromiya",10024,3050,128,10024,3050,128,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:snnp",9783,2971,143,9783,2971,143,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:tigray",7116,2114,93,7116,2114,93,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:affar",6607,1952,104,6607,1952,104,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:gambela",4890,1504,92,4890,1504,92,"regional_baseline"
"ET61FL","ETH","ETH:ET61FL:diredawa",4051,1204,41,4051,1204,41,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:oromiya",9333,2853,101,9333,2853,101,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:somali",8727,2613,112,8727,2613,112,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:amhara",5952,1796,52,5952,1796,52,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:affar",6047,1790,98,6047,1790,98,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:diredawa",3235,988,36,3235,988,36,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:benishangulgumuz",5286,1603,75,5286,1603,75,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:addisababa",2519,743,15,2519,743,15,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:snnp",7858,2398,82,7858,2398,82,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:gambela",4329,1294,55,4329,1294,55,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:harari",3461,1054,43,3461,1054,43,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:tigray",5958,1816,42,5958,1816,42,"previous_primary"
"ET71FL","ETH","ETH:ET71FL:oromiya",9333,2853,101,9333,2853,101,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:somali",8727,2613,112,8727,2613,112,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:amhara",5952,1796,52,5952,1796,52,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:affar",6047,1790,98,6047,1790,98,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:diredawa",3235,988,36,3235,988,36,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:benishangulgumuz",5286,1603,75,5286,1603,75,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:addisababa",2519,743,15,2519,743,15,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:snnp",7858,2398,82,7858,2398,82,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:gambela",4329,1294,55,4329,1294,55,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:harari",3461,1054,43,3461,1054,43,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:tigray",5958,1816,42,5958,1816,42,"eligible_MAP"
"ET71FL","ETH","ETH:ET71FL:oromiya",9333,2853,101,9333,2853,101,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:somali",8727,2613,112,8727,2613,112,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:amhara",5952,1796,52,5952,1796,52,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:affar",6047,1790,98,6047,1790,98,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:diredawa",3235,988,36,3235,988,36,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:benishangulgumuz",5286,1603,75,5286,1603,75,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:addisababa",2519,743,15,2519,743,15,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:snnp",7858,2398,82,7858,2398,82,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:gambela",4329,1294,55,4329,1294,55,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:harari",3461,1054,43,3461,1054,43,"regional_baseline"
"ET71FL","ETH","ETH:ET71FL:tigray",5958,1816,42,5958,1816,42,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:tigray",2605,765,14,2605,765,14,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:afar",3726,1069,35,3726,1069,35,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:amhara",2872,872,26,2872,872,26,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:oromia",4272,1294,45,4272,1294,45,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:somali",3840,1170,59,3840,1170,59,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:benishangulgumuz",2955,911,52,2955,911,52,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:snnpr",4254,1299,28,4254,1299,28,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:gambela",2700,824,39,2700,824,39,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:harari",2659,797,28,2659,797,28,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:addisababa",1550,445,6,1550,445,6,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:diredawa",2364,721,30,2364,721,30,"previous_primary"
"ET81FL","ETH","ETH:ET81FL:tigray",2605,765,14,2605,765,14,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:afar",3726,1069,35,3726,1069,35,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:amhara",2872,872,26,2872,872,26,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:oromia",4272,1294,45,4272,1294,45,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:somali",3840,1170,59,3840,1170,59,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:benishangulgumuz",2955,911,52,2955,911,52,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:snnpr",4254,1299,28,4254,1299,28,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:gambela",2700,824,39,2700,824,39,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:harari",2659,797,28,2659,797,28,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:addisababa",1550,445,6,1550,445,6,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:diredawa",2364,721,30,2364,721,30,"eligible_MAP"
"ET81FL","ETH","ETH:ET81FL:tigray",2605,765,14,2605,765,14,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:afar",3726,1069,35,3726,1069,35,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:amhara",2872,872,26,2872,872,26,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:oromia",4272,1294,45,4272,1294,45,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:somali",3840,1170,59,3840,1170,59,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:benishangulgumuz",2955,911,52,2955,911,52,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:snnpr",4254,1299,28,4254,1299,28,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:gambela",2700,824,39,2700,824,39,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:harari",2659,797,28,2659,797,28,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:addisababa",1550,445,6,1550,445,6,"regional_baseline"
"ET81FL","ETH","ETH:ET81FL:diredawa",2364,721,30,2364,721,30,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:sidama",5111,1488,32,5111,1488,32,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:afar",7931,2230,96,7931,2230,96,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:southwestethiopia",4820,1393,35,4820,1393,35,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:harari",3431,975,35,3431,975,35,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:benishangulgumuz",4489,1291,57,4489,1291,57,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:oromia",7999,2313,68,7999,2313,68,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:amhara",5216,1438,25,5216,1438,25,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:gambella",4348,1236,19,4348,1236,19,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:centralethiopia",5680,1619,29,5680,1619,29,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:somali",9020,2475,52,9020,2475,52,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:southethiopia",6580,1859,60,6580,1859,60,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:tigray",5728,1650,58,5728,1650,58,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:diredawa",3228,914,28,3228,914,28,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:addisababa",3093,842,12,3093,842,12,"previous_primary"
"ET8AFL","ETH","ETH:ET8AFL:sidama",5346,1612,38,5111,1488,32,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:afar",8325,2423,104,7931,2230,96,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:southwestethiopia",5102,1520,40,4820,1393,35,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:harari",3627,1082,38,3431,975,35,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:benishangulgumuz",4783,1427,65,4489,1291,57,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:oromia",8467,2535,74,7999,2313,68,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:amhara",5647,1628,31,5216,1438,25,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:gambella",4625,1356,21,4348,1236,19,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:centralethiopia",5931,1750,35,5680,1619,29,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:somali",9524,2699,55,9020,2475,52,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:southethiopia",6962,2068,64,6580,1859,60,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:tigray",6163,1862,68,5728,1650,58,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:diredawa",3419,1018,30,3228,914,28,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:addisababa",3253,928,13,3093,842,12,"eligible_MAP"
"ET8AFL","ETH","ETH:ET8AFL:sidama",5111,1488,32,5111,1488,32,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:afar",7931,2230,96,7931,2230,96,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:southwestethiopia",4820,1393,35,4820,1393,35,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:harari",3431,975,35,3431,975,35,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:benishangulgumuz",4489,1291,57,4489,1291,57,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:oromia",7999,2313,68,7999,2313,68,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:amhara",5216,1438,25,5216,1438,25,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:gambella",4348,1236,19,4348,1236,19,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:centralethiopia",5680,1619,29,5680,1619,29,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:somali",9020,2475,52,9020,2475,52,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:southethiopia",6580,1859,60,6580,1859,60,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:tigray",5728,1650,58,5728,1650,58,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:diredawa",3228,914,28,3228,914,28,"regional_baseline"
"ET8AFL","ETH","ETH:ET8AFL:addisababa",3093,842,12,3093,842,12,"regional_baseline"
"GA41FL","GAB","GAB:GA41FL:librevilleportgentil",224,190,6,0,0,0,"eligible_MAP"
"GA41FL","GAB","GAB:GA41FL:north",346,259,16,0,0,0,"eligible_MAP"
"GA41FL","GAB","GAB:GA41FL:east",374,286,5,0,0,0,"eligible_MAP"
"GA41FL","GAB","GAB:GA41FL:west",230,191,1,0,0,0,"eligible_MAP"
"GA41FL","GAB","GAB:GA41FL:south",334,243,6,0,0,0,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:ogoouelolo",3074,926,25,3074,926,25,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:ngounie",3758,1133,47,3758,1133,47,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:libervilleportgentil",4575,1380,40,4575,1380,40,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:moyenogooue",2519,749,9,2519,749,9,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:ogooueivindo",5045,1496,71,5045,1496,71,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:ogoouemaritime",2289,685,19,2289,685,19,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:estuaire",3052,919,36,3052,919,36,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:woleuntem",2501,771,31,2501,771,31,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:nyanga",3052,911,25,3052,911,25,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:hautogooue",3615,1072,27,3615,1072,27,"previous_primary"
"GA61FL","GAB","GAB:GA61FL:ogoouelolo",3074,926,25,3074,926,25,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:ngounie",3758,1133,47,3758,1133,47,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:libervilleportgentil",4583,1383,40,4583,1383,40,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:moyenogooue",2519,749,9,2519,749,9,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:ogooueivindo",5058,1500,72,5058,1500,72,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:ogoouemaritime",2289,685,19,2289,685,19,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:estuaire",3057,920,36,3057,920,36,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:woleuntem",2501,771,31,2501,771,31,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:nyanga",3052,911,25,3052,911,25,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:hautogooue",3615,1072,27,3615,1072,27,"eligible_MAP"
"GA61FL","GAB","GAB:GA61FL:ogoouelolo",3074,926,25,3074,926,25,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:ngounie",3758,1133,47,3758,1133,47,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:libervilleportgentil",4583,1383,40,4583,1383,40,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:moyenogooue",2519,749,9,2519,749,9,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:ogooueivindo",5058,1500,72,5058,1500,72,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:ogoouemaritime",2289,685,19,2289,685,19,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:estuaire",3057,920,36,3057,920,36,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:woleuntem",2501,771,31,2501,771,31,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:nyanga",3052,911,25,3052,911,25,"regional_baseline"
"GA61FL","GAB","GAB:GA61FL:hautogooue",3615,1072,27,3615,1072,27,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:ngounie",2774,820,15,2774,820,15,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:nyanga",2567,762,20,2567,762,20,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:hautogooue",3447,1002,23,3447,1002,23,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:portgentil",3446,1003,18,3446,1003,18,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:ogooueivindo",3951,1187,54,3951,1187,54,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:liberville",3507,1038,15,3507,1038,15,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:ogoouelolo",3831,1134,46,3831,1134,46,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:estuaire",2903,851,26,2903,851,26,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:woleuntem",3809,1122,47,3809,1122,47,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:ogoouemaritime",3342,979,16,3342,979,16,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:moyenogooue",2858,847,11,2858,847,11,"previous_primary"
"GA71FL","GAB","GAB:GA71FL:ngounie",2774,820,15,2774,820,15,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:nyanga",2567,762,20,2567,762,20,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:hautogooue",3447,1002,23,3447,1002,23,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:portgentil",3446,1003,18,3446,1003,18,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:ogooueivindo",3951,1187,54,3951,1187,54,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:liberville",3507,1038,15,3507,1038,15,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:ogoouelolo",3831,1134,46,3831,1134,46,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:estuaire",2903,851,26,2903,851,26,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:woleuntem",3809,1122,47,3809,1122,47,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:ogoouemaritime",3342,979,16,3342,979,16,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:moyenogooue",2858,847,11,2858,847,11,"eligible_MAP"
"GA71FL","GAB","GAB:GA71FL:ngounie",2774,820,15,2774,820,15,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:nyanga",2567,762,20,2567,762,20,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:hautogooue",3447,1002,23,3447,1002,23,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:portgentil",3446,1003,18,3446,1003,18,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:ogooueivindo",3951,1187,54,3951,1187,54,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:liberville",3507,1038,15,3507,1038,15,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:ogoouelolo",3831,1134,46,3831,1134,46,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:estuaire",2903,851,26,2903,851,26,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:woleuntem",3809,1122,47,3809,1122,47,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:ogoouemaritime",3342,979,16,3342,979,16,"regional_baseline"
"GA71FL","GAB","GAB:GA71FL:moyenogooue",2858,847,11,2858,847,11,"regional_baseline"
