"label","n_hh","w_hh","matched","numeric_code","group_rule_improved","svkey","v113_class"
"tube well or borehole",16,12.577212,TRUE,FALSE,NA,"KM61FL","character"
"unprotected spring",51,61.030041,FALSE,FALSE,NA,"KM61FL","character"
"unprotected well",56,68.223009,FALSE,FALSE,NA,"KM61FL","character"
"covered spring",347,477.088181,FALSE,FALSE,NA,"ET41FL","character"
"covered well",512,267.745420000001,FALSE,FALSE,NA,"ET41FL","character"
"not a de-jure resident",136,168.996829,FALSE,FALSE,NA,"ET41FL","character"
"open spring",2900,4053.889505,FALSE,FALSE,NA,"ET41FL","character"
"open well",564,316.351358000002,FALSE,FALSE,NA,"ET41FL","character"
"other",23,6.439219,FALSE,FALSE,NA,"ET41FL","character"
"piped into compound",805,325.505627,TRUE,FALSE,NA,"ET41FL","character"
"piped into dwelling",16,10.030983,TRUE,FALSE,NA,"ET41FL","character"
"piped outside compound",1380,1176.357591,TRUE,FALSE,NA,"ET41FL","character"
"pond/lake/dam",265,355.095076,FALSE,FALSE,NA,"ET41FL","character"
"rainwater",16,1.001568,TRUE,FALSE,NA,"ET41FL","character"
"river",2537,2750.86057099999,FALSE,FALSE,NA,"ET41FL","character"
"bottled water",1,1.615701,TRUE,FALSE,NA,"ET51FL","character"
"not dejure resident",53,44.826303,FALSE,FALSE,NA,"ET51FL","character"
"other",20,13.526932,FALSE,FALSE,NA,"ET51FL","character"
"piped in dwelling",52,25.757911,TRUE,FALSE,NA,"ET51FL","character"
"piped into compound",873,493.377598,TRUE,FALSE,NA,"ET51FL","character"
"piped outside compound",1761,1542.42664499999,TRUE,FALSE,NA,"ET51FL","character"
"protected spring",2391,3161.88306100001,TRUE,FALSE,NA,"ET51FL","character"
"protected well",455,371.037738000001,TRUE,FALSE,NA,"ET51FL","character"
"rainwater",29,16.264728,TRUE,FALSE,NA,"ET51FL","character"
"river/dam/lake/pond/stream/canal/irrigation channel",2122,2497.47495799999,FALSE,FALSE,NA,"ET51FL","character"
"tanker truck",51,18.83115,FALSE,FALSE,NA,"ET51FL","character"
"tube well or borehole",22,11.738289,TRUE,FALSE,NA,"ET51FL","character"
"unprotected spring",564,692.756569000001,FALSE,FALSE,NA,"ET51FL","character"
"unprotected well",586,529.955290000001,FALSE,FALSE,NA,"ET51FL","character"
"bottled water",3,0.989595,TRUE,FALSE,NA,"ET61FL","character"
"cart with small tank",95,50.3826430000001,FALSE,FALSE,NA,"ET61FL","character"
"not a dejure resident",115,135.010787,FALSE,FALSE,NA,"ET61FL","character"
"other",30,30.675573,FALSE,FALSE,NA,"ET61FL","character"
"piped into dwelling",116,97.548538,TRUE,FALSE,NA,"ET61FL","character"
"piped to yard/plot",1169,762.896673000001,TRUE,FALSE,NA,"ET61FL","character"
"protected spring",751,992.723453,TRUE,FALSE,NA,"ET61FL","character"
"protected well",995,733.590018999997,TRUE,FALSE,NA,"ET61FL","character"
"public tap/standpipe",2211,2357.18451400001,TRUE,FALSE,NA,"ET61FL","character"
"rainwater",77,16.329025,TRUE,FALSE,NA,"ET61FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1870,1798.910848,FALSE,FALSE,NA,"ET61FL","character"
"tanker truck",72,17.344622,FALSE,FALSE,NA,"ET61FL","character"
"tube well or borehole",560,348.993250999999,TRUE,FALSE,NA,"ET61FL","character"
"unprotected spring",1842,2761.51930799999,FALSE,FALSE,NA,"ET61FL","character"
"unprotected well",476,376.226240999999,FALSE,FALSE,NA,"ET61FL","character"
"bottled water",49,10.316284,TRUE,FALSE,NA,"ET71FL","character"
"cart with small tank",51,28.179267,FALSE,FALSE,NA,"ET71FL","character"
"not a dejure resident",80,97.515617,FALSE,FALSE,NA,"ET71FL","character"
"other",7,3.444564,FALSE,FALSE,NA,"ET71FL","character"
"piped into dwelling",191,83.132966,TRUE,FALSE,NA,"ET71FL","character"
"piped to neighbor",471,314.384308,TRUE,FALSE,NA,"ET71FL","character"
"piped to yard/plot",1496,1039.061971,TRUE,FALSE,NA,"ET71FL","character"
"protected spring",814,1213.639532,TRUE,FALSE,NA,"ET71FL","character"
"protected well",654,607.14692,TRUE,FALSE,NA,"ET71FL","character"
"public tap/standpipe",1504,1894.51857599999,TRUE,FALSE,NA,"ET71FL","character"
"rainwater",55,57.460536,TRUE,FALSE,NA,"ET71FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1125,1111.282724,FALSE,FALSE,NA,"ET71FL","character"
"tanker truck",68,21.066759,FALSE,FALSE,NA,"ET71FL","character"
"tube well or borehole",1364,1145.961705,TRUE,FALSE,NA,"ET71FL","character"
"unprotected spring",1353,2197.003757,FALSE,FALSE,NA,"ET71FL","character"
"unprotected well",634,455.203055,FALSE,FALSE,NA,"ET71FL","character"
"bottled water",143,31.050202,TRUE,FALSE,NA,"ET81FL","character"
"cart with small tank",9,4.537235,FALSE,FALSE,NA,"ET81FL","character"
"not a dejure resident",25,27.158392,FALSE,FALSE,NA,"ET81FL","character"
"other",6,11.717706,FALSE,FALSE,NA,"ET81FL","character"
"piped into dwelling",141,127.029288,TRUE,FALSE,NA,"ET81FL","character"
"piped to neighbor",197,180.077175,TRUE,FALSE,NA,"ET81FL","character"
"piped to yard/plot",699,552.672322999997,TRUE,FALSE,NA,"ET81FL","character"
"protected spring",458,612.751247,TRUE,FALSE,NA,"ET81FL","character"
"protected well",219,267.135114,TRUE,FALSE,NA,"ET81FL","character"
"public tap/standpipe",1761,1858.902593,TRUE,FALSE,NA,"ET81FL","character"
"rainwater",26,19.251605,TRUE,FALSE,NA,"ET81FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",849,740.598902999998,FALSE,FALSE,NA,"ET81FL","character"
"tanker truck",39,25.140385,FALSE,FALSE,NA,"ET81FL","character"
"tube well or borehole",237,224.430841,TRUE,FALSE,NA,"ET81FL","character"
"unprotected spring",487,742.220981000004,FALSE,FALSE,NA,"ET81FL","character"
"unprotected well",286,254.642219,FALSE,FALSE,NA,"ET81FL","character"
"bottled water",152,92.342241,TRUE,FALSE,NA,"ET8AFL","character"
"cart with small tank",86,40.966936,FALSE,FALSE,NA,"ET8AFL","character"
"large bottle",293,145.746334,FALSE,FALSE,NA,"ET8AFL","character"
"not a dejure resident",127,129.647898,FALSE,FALSE,NA,"ET8AFL","character"
"other",71,27.542266,FALSE,FALSE,NA,"ET8AFL","character"
"piped into dwelling",195,185.434984,TRUE,FALSE,NA,"ET8AFL","character"
"piped to neighbor",641,868.209848000001,TRUE,FALSE,NA,"ET8AFL","character"
"piped to yard/plot",1999,2622.936367,TRUE,FALSE,NA,"ET8AFL","character"
"protected spring",1270,1533.333562,TRUE,FALSE,NA,"ET8AFL","character"
"protected well",776,759.282664000003,TRUE,FALSE,NA,"ET8AFL","character"
"public tap/standpipe",2171,2678.810799,TRUE,FALSE,NA,"ET8AFL","character"
"rainwater",109,86.878864,TRUE,FALSE,NA,"ET8AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1362,779.788418000001,FALSE,FALSE,NA,"ET8AFL","character"
"tanker truck",141,57.096272,FALSE,FALSE,NA,"ET8AFL","character"
"tube well or borehole",1237,815.475183000004,TRUE,FALSE,NA,"ET8AFL","character"
"unprotected spring",2007,2176.24915400001,FALSE,FALSE,NA,"ET8AFL","character"
"unprotected well",630,488.871867999999,FALSE,FALSE,NA,"ET8AFL","character"
"bottled water",2,1.292243,TRUE,FALSE,NA,"GA41FL","character"
"open well in yard/plot",29,21.138733,FALSE,FALSE,NA,"GA41FL","character"
"other",6,3.650428,FALSE,FALSE,NA,"GA41FL","character"
"piped into residence/yard/plot",1120,1419.49218100002,TRUE,FALSE,NA,"GA41FL","character"
"pond/lake",10,6.470035,FALSE,FALSE,NA,"GA41FL","character"
"protected well in yard/plot",23,16.824423,TRUE,FALSE,NA,"GA41FL","character"
"public open well",78,52.677716,FALSE,FALSE,NA,"GA41FL","character"
"public protected well",204,115.958488,TRUE,FALSE,NA,"GA41FL","character"
"public tap",948,1051.07464300001,TRUE,FALSE,NA,"GA41FL","character"
"rainwater",16,10.840252,TRUE,FALSE,NA,"GA41FL","character"
"river/stream",409,237.947377000001,FALSE,FALSE,NA,"GA41FL","character"
"spring",304,195.52226,FALSE,FALSE,NA,"GA41FL","character"
"33",52,17.08775,FALSE,TRUE,TRUE,"GA61FL","character"
"34",125,53.927839,FALSE,TRUE,TRUE,"GA61FL","character"
"bottled water",11,14.721187,TRUE,FALSE,NA,"GA61FL","character"
"not a dejure resident",105,86.40308,FALSE,FALSE,NA,"GA61FL","character"
"other",31,31.211783,FALSE,FALSE,NA,"GA61FL","character"
"piped into dwelling",804,1299.206344,TRUE,FALSE,NA,"GA61FL","character"
"piped to yard/plot",1405,1834.07310000001,TRUE,FALSE,NA,"GA61FL","character"
"protected spring",452,121.681338,TRUE,FALSE,NA,"GA61FL","character"
"protected well",41,11.799093,TRUE,FALSE,NA,"GA61FL","character"
"public tap/standpipe",1224,1052.689732,TRUE,FALSE,NA,"GA61FL","character"
"rainwater",62,27.63187,TRUE,FALSE,NA,"GA61FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",511,152.914317,FALSE,FALSE,NA,"GA61FL","character"
"unprotected well",262,99.771539,FALSE,FALSE,NA,"GA61FL","character"
"bottled water",194,396.983545,TRUE,FALSE,NA,"GA71FL","character"
"not a dejure resident",108,91.622581,FALSE,FALSE,NA,"GA71FL","character"
"other",10,4.676613,FALSE,FALSE,NA,"GA71FL","character"
"piped into dwelling",1066,1689.336395,TRUE,FALSE,NA,"GA71FL","character"
"piped to buy",75,107.772127,TRUE,FALSE,NA,"GA71FL","character"
"piped to elsewhere",39,45.96509,TRUE,FALSE,NA,"GA71FL","character"
"piped to neighbor",520,674.649237,TRUE,FALSE,NA,"GA71FL","character"
"piped to yard/plot",1343,1740.218553,TRUE,FALSE,NA,"GA71FL","character"
"protected spring",98,33.43506,TRUE,FALSE,NA,"GA71FL","character"
"protected well",100,58.619082,TRUE,FALSE,NA,"GA71FL","character"
"public tap/standpipe",897,599.562880999999,TRUE,FALSE,NA,"GA71FL","character"
"rainwater",77,53.124937,TRUE,FALSE,NA,"GA71FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",510,132.661838,FALSE,FALSE,NA,"GA71FL","character"
"sachet water",3,7.53953,TRUE,FALSE,NA,"GA71FL","character"
"tanker truck",8,15.689814,FALSE,FALSE,NA,"GA71FL","character"
"tube well or borehole",230,77.4414150000001,TRUE,FALSE,NA,"GA71FL","character"
"unprotected spring",359,108.861216,FALSE,FALSE,NA,"GA71FL","character"
"unprotected well",185,78.856966,FALSE,FALSE,NA,"GA71FL","character"
"bottled water",1,1.170075,TRUE,FALSE,NA,"GH4BFL","character"
"dam",104,91.9890439999999,FALSE,FALSE,NA,"GH4BFL","character"
"not dejure resident",23,21.80238,FALSE,FALSE,NA,"GH4BFL","character"
"open public well",384,356.086479,FALSE,FALSE,NA,"GH4BFL","character"
"open well in dwelling",27,29.34523,FALSE,FALSE,NA,"GH4BFL","character"
"open well in yard/plot",55,49.625481,FALSE,FALSE,NA,"GH4BFL","character"
"other",2,2.478352,FALSE,FALSE,NA,"GH4BFL","character"
"piped into compound/plot",286,323.748711,TRUE,FALSE,NA,"GH4BFL","character"
"piped into dwelling",161,180.702899,TRUE,FALSE,NA,"GH4BFL","character"
"pond, lake",74,66.045443,FALSE,FALSE,NA,"GH4BFL","character"
"protected public well",1107,961.117059999996,TRUE,FALSE,NA,"GH4BFL","character"
"protected well in dwelling",23,19.695539,TRUE,FALSE,NA,"GH4BFL","character"
"protected well in yard/plot",49,51.800083,TRUE,FALSE,NA,"GH4BFL","character"
"public tap",665,770.244594000001,TRUE,FALSE,NA,"GH4BFL","character"
"rainwater",10,11.474306,TRUE,FALSE,NA,"GH4BFL","character"
"river, stream",541,516.230929,FALSE,FALSE,NA,"GH4BFL","character"
"satchel water",23,30.315942,FALSE,FALSE,NA,"GH4BFL","character"
"spring",32,23.963161,FALSE,FALSE,NA,"GH4BFL","character"
"tanker truck",31,42.514248,FALSE,FALSE,NA,"GH4BFL","character"
"bottled water",5,5.799997,TRUE,FALSE,NA,"GH5AFL","character"
"cart with small tank",3,2.793349,FALSE,FALSE,NA,"GH5AFL","character"
"not a dejure resident",20,19.251816,FALSE,FALSE,NA,"GH5AFL","character"
"piped into dwelling",130,147.682403,TRUE,FALSE,NA,"GH5AFL","character"
"piped to yard/plot",197,209.626296,TRUE,FALSE,NA,"GH5AFL","character"
"protected spring",2,2.722302,TRUE,FALSE,NA,"GH5AFL","character"
"protected well",151,174.201157,TRUE,FALSE,NA,"GH5AFL","character"
"public tap/standpipe",797,869.425260999999,TRUE,FALSE,NA,"GH5AFL","character"
"rainwater",16,19.576719,TRUE,FALSE,NA,"GH5AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",334,312.124229000001,FALSE,FALSE,NA,"GH5AFL","character"
"sachet water",183,215.812521,TRUE,FALSE,NA,"GH5AFL","character"
"tanker truck",12,19.878947,FALSE,FALSE,NA,"GH5AFL","character"
"tube well or borehole",1094,936.354860000003,TRUE,FALSE,NA,"GH5AFL","character"
"unprotected spring",22,16.349313,FALSE,FALSE,NA,"GH5AFL","character"
"unprotected well",72,71.762121,FALSE,FALSE,NA,"GH5AFL","character"
"bottled water",21,32.977623,TRUE,FALSE,NA,"GH72FL","character"
"cart with small tank",2,1.302252,FALSE,FALSE,NA,"GH72FL","character"
"not a dejure resident",86,102.79264,FALSE,FALSE,NA,"GH72FL","character"
"piped into dwelling",191,219.369082,TRUE,FALSE,NA,"GH72FL","character"
"piped to yard/plot",342,280.598489999999,TRUE,FALSE,NA,"GH72FL","character"
"protected spring",17,17.332224,TRUE,FALSE,NA,"GH72FL","character"
"protected well",355,360.100427,TRUE,FALSE,NA,"GH72FL","character"
"public tap/standpipe",1298,1306.883762,TRUE,FALSE,NA,"GH72FL","character"
"rainwater",25,22.573061,TRUE,FALSE,NA,"GH72FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",513,445.822965999999,FALSE,FALSE,NA,"GH72FL","character"
"sachet water",1068,1513.62288,TRUE,FALSE,NA,"GH72FL","character"
"tanker truck",8,10.553193,FALSE,FALSE,NA,"GH72FL","character"
"tube well or borehole",1886,1547.769209,TRUE,FALSE,NA,"GH72FL","character"
"unprotected spring",44,42.296609,FALSE,FALSE,NA,"GH72FL","character"
"unprotected well",206,149.659247,FALSE,FALSE,NA,"GH72FL","character"
"bottled water",71,123.668493,TRUE,FALSE,NA,"GH8CFL","character"
"cart with small tank",2,0.730974,FALSE,FALSE,NA,"GH8CFL","character"
"not a dejure resident",105,109.551779,FALSE,FALSE,NA,"GH8CFL","character"
"piped into dwelling",226,207.503162,TRUE,FALSE,NA,"GH8CFL","character"
"piped to neighbor",386,433.25183,TRUE,FALSE,NA,"GH8CFL","character"
"piped to yard/plot",446,413.878834000001,TRUE,FALSE,NA,"GH8CFL","character"
"protected spring",12,11.146407,TRUE,FALSE,NA,"GH8CFL","character"
"protected well",483,377.072864,TRUE,FALSE,NA,"GH8CFL","character"
"public tap/standpipe",1298,1170.255684,TRUE,FALSE,NA,"GH8CFL","character"
"rainwater",58,50.222595,TRUE,FALSE,NA,"GH8CFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1067,780.211683000001,FALSE,FALSE,NA,"GH8CFL","character"
"sachet water",2306,3501.009421,TRUE,FALSE,NA,"GH8CFL","character"
"tanker truck",14,10.85391,FALSE,FALSE,NA,"GH8CFL","character"
"tube well or borehole",2651,2036.56452500001,TRUE,FALSE,NA,"GH8CFL","character"
"unprotected spring",100,73.605613,FALSE,FALSE,NA,"GH8CFL","character"
"unprotected well",288,140.606323,FALSE,FALSE,NA,"GH8CFL","character"
"dam",8,8.371807,FALSE,FALSE,NA,"GN52FL","character"
"forage",1519,1429.630783,FALSE,FALSE,NA,"GN52FL","character"
"improved spring",78,70.121953,FALSE,FALSE,NA,"GN52FL","character"
"not dejure resident",84,74.718121,FALSE,FALSE,NA,"GN52FL","character"
"open public well",354,342.267176,FALSE,FALSE,NA,"GN52FL","character"
"open well in dwelling",127,114.088751,FALSE,FALSE,NA,"GN52FL","character"
"open well in yard/plot",54,59.492162,FALSE,FALSE,NA,"GN52FL","character"
"other",1,1.137766,FALSE,FALSE,NA,"GN52FL","character"
"piped into compound/plot",140,161.908215,TRUE,FALSE,NA,"GN52FL","character"
"piped into dwelling",191,204.887893,TRUE,FALSE,NA,"GN52FL","character"
"pond, lake",16,16.485423,FALSE,FALSE,NA,"GN52FL","character"
"protected public well",229,231.98435,TRUE,FALSE,NA,"GN52FL","character"
"protected well in dwelling",104,94.628347,TRUE,FALSE,NA,"GN52FL","character"
"protected well in yard/plot",35,31.038779,TRUE,FALSE,NA,"GN52FL","character"
"public tap",539,560.071587000001,TRUE,FALSE,NA,"GN52FL","character"
"river, stream",767,811.137499000004,FALSE,FALSE,NA,"GN52FL","character"
"spring, not improved",462,428.804098,FALSE,FALSE,NA,"GN52FL","character"
"bottled water",17,17.907641,TRUE,FALSE,NA,"GN62FL","character"
"cart with small tank",2,2.718017,FALSE,FALSE,NA,"GN62FL","character"
"not a dejure resident",56,51.345604,FALSE,FALSE,NA,"GN62FL","character"
"piped from the neighbor",385,424.536830999999,TRUE,FALSE,NA,"GN62FL","character"
"piped into dwelling",389,408.735963999999,TRUE,FALSE,NA,"GN62FL","character"
"piped to yard/plot",238,249.715531,TRUE,FALSE,NA,"GN62FL","character"
"protected spring",57,52.068486,TRUE,FALSE,NA,"GN62FL","character"
"protected well",529,474.699326,TRUE,FALSE,NA,"GN62FL","character"
"public tap/standpipe",149,155.604957,TRUE,FALSE,NA,"GN62FL","character"
"rainwater",14,14.287114,TRUE,FALSE,NA,"GN62FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",541,527.105802999999,FALSE,FALSE,NA,"GN62FL","character"
"tube well or borehole",2097,2114.13575699999,TRUE,FALSE,NA,"GN62FL","character"
"unprotected spring",451,413.473456,FALSE,FALSE,NA,"GN62FL","character"
"unprotected well",361,357.967853000001,FALSE,FALSE,NA,"GN62FL","character"
"bottled water",42,39.731742,TRUE,FALSE,NA,"GN71FL","character"
"cart with small tank",11,13.879852,FALSE,FALSE,NA,"GN71FL","character"
"not a dejure resident",48,51.628716,FALSE,FALSE,NA,"GN71FL","character"
"piped into dwelling",390,441.243858,TRUE,FALSE,NA,"GN71FL","character"
"piped to neighbor",390,379.589137,TRUE,FALSE,NA,"GN71FL","character"
"piped to yard/plot",287,282.908082,TRUE,FALSE,NA,"GN71FL","character"
"protected spring",170,161.651354,TRUE,FALSE,NA,"GN71FL","character"
"protected well",665,628.104139999999,TRUE,FALSE,NA,"GN71FL","character"
"public tap/standpipe",223,230.380003,TRUE,FALSE,NA,"GN71FL","character"
"rainwater",20,26.518,TRUE,FALSE,NA,"GN71FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",347,345.414837,FALSE,FALSE,NA,"GN71FL","character"
"tanker truck",4,5.67546,FALSE,FALSE,NA,"GN71FL","character"
"tube well or borehole",2494,2480.531226,TRUE,FALSE,NA,"GN71FL","character"
"unprotected spring",607,589.524055,FALSE,FALSE,NA,"GN71FL","character"
"unprotected well",343,321.832486,FALSE,FALSE,NA,"GN71FL","character"
"bottled water",2,0.680678,TRUE,FALSE,NA,"GM61FL","character"
"not a dejure resident",24,21.954799,FALSE,FALSE,NA,"GM61FL","character"
"other",27,42.108122,FALSE,FALSE,NA,"GM61FL","character"
"piped into dwelling",111,111.834204,TRUE,FALSE,NA,"GM61FL","character"
"piped to yard/plot",1369,1599.70698499999,TRUE,FALSE,NA,"GM61FL","character"
"protected well",412,374.339750000001,TRUE,FALSE,NA,"GM61FL","character"
"public tap/standpipe",1508,1455.262588,TRUE,FALSE,NA,"GM61FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",5,2.670302,FALSE,FALSE,NA,"GM61FL","character"
"tube well or borehole",507,413.140604000001,TRUE,FALSE,NA,"GM61FL","character"
"unprotected well",406,368.265024000001,FALSE,FALSE,NA,"GM61FL","character"
"bottled water",7,11.912921,TRUE,FALSE,NA,"GM81FL","character"
"not a dejure resident",65,59.825966,FALSE,FALSE,NA,"GM81FL","character"
"other",2,1.092176,FALSE,FALSE,NA,"GM81FL","character"
"piped into dwelling",235,274.045453,TRUE,FALSE,NA,"GM81FL","character"
"piped to neighbor",406,568.970805999999,TRUE,FALSE,NA,"GM81FL","character"
"piped to yard/plot",1633,1868.575963,TRUE,FALSE,NA,"GM81FL","character"
"protected well",140,138.708666,TRUE,FALSE,NA,"GM81FL","character"
"public tap/standpipe",1413,904.180862,TRUE,FALSE,NA,"GM81FL","character"
"tube well or borehole",572,573.769199000001,TRUE,FALSE,NA,"GM81FL","character"
"unprotected well",258,268.080463,FALSE,FALSE,NA,"GM81FL","character"
"bottled water",13,6.987491,TRUE,FALSE,NA,"KE42FL","character"
"covered public well",309,343.837295,FALSE,FALSE,NA,"KE42FL","character"
"covered well in compound/plot",250,290.727885,FALSE,FALSE,NA,"KE42FL","character"
"dam",267,197.039215,FALSE,FALSE,NA,"KE42FL","character"
"not dejure resident",102,112.930959,FALSE,FALSE,NA,"KE42FL","character"
"open public well",338,318.389800999999,FALSE,FALSE,NA,"KE42FL","character"
"open well in compound/plot",95,88.315239,FALSE,FALSE,NA,"KE42FL","character"
"other",284,273.413572,FALSE,FALSE,NA,"KE42FL","character"
"piped into compound/plot",648,640.777330000002,TRUE,FALSE,NA,"KE42FL","character"
"piped into dwelling",521,415.569286,TRUE,FALSE,NA,"KE42FL","character"
"pond, lake",74,90.117811,FALSE,FALSE,NA,"KE42FL","character"
"public tap",607,523.197211999999,TRUE,FALSE,NA,"KE42FL","character"
"rainwater",109,97.662168,TRUE,FALSE,NA,"KE42FL","character"
"river, stream",1127,1305.736294,FALSE,FALSE,NA,"KE42FL","character"
"spring",629,713.775755000001,FALSE,FALSE,NA,"KE42FL","character"
"bottled water",40,18.147535,TRUE,FALSE,NA,"KE52FL","character"
"cart with small tank",67,53.62176,FALSE,FALSE,NA,"KE52FL","character"
"not dejure resident",59,52.395669,FALSE,FALSE,NA,"KE52FL","character"
"other",35,48.479629,FALSE,FALSE,NA,"KE52FL","character"
"piped into dwelling",468,433.980858000001,TRUE,FALSE,NA,"KE52FL","character"
"piped to yard/plot",804,828.690032999997,TRUE,FALSE,NA,"KE52FL","character"
"protected spring",420,475.7481,TRUE,FALSE,NA,"KE52FL","character"
"protected well",599,590.036886,TRUE,FALSE,NA,"KE52FL","character"
"public tap/standpipe",600,565.472431999999,TRUE,FALSE,NA,"KE52FL","character"
"rainwater",88,93.483362,TRUE,FALSE,NA,"KE52FL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",1334,1383.87299299999,FALSE,FALSE,NA,"KE52FL","character"
"tanker truck",13,14.75417,FALSE,FALSE,NA,"KE52FL","character"
"tube well or borehole",528,510.800722,TRUE,FALSE,NA,"KE52FL","character"
"unprotected spring",270,327.079176,FALSE,FALSE,NA,"KE52FL","character"
"unprotected well",318,263.520264,FALSE,FALSE,NA,"KE52FL","character"
"bottled water",225,319.166859,TRUE,FALSE,NA,"KE72FL","character"
"cart with small tank",185,235.524596,FALSE,FALSE,NA,"KE72FL","character"
"not a dejure resident",256,264.653191,FALSE,FALSE,NA,"KE72FL","character"
"other",302,373.110991,FALSE,FALSE,NA,"KE72FL","character"
"piped into dwelling",1225,1536.76735100001,TRUE,FALSE,NA,"KE72FL","character"
"piped to yard/plot",3457,4079.928164,TRUE,FALSE,NA,"KE72FL","character"
"protected spring",1844,1820.81092399999,TRUE,FALSE,NA,"KE72FL","character"
"protected well",1732,1653.745811,TRUE,FALSE,NA,"KE72FL","character"
"public tap/standpipe",2899,3175.28716300002,TRUE,FALSE,NA,"KE72FL","character"
"rainwater",736,749.994181,TRUE,FALSE,NA,"KE72FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",4457,3541.915607,FALSE,FALSE,NA,"KE72FL","character"
"tanker truck",191,120.415686,FALSE,FALSE,NA,"KE72FL","character"
"tube well or borehole",1744,1396.824831,TRUE,FALSE,NA,"KE72FL","character"
"unprotected spring",941,863.828651999998,FALSE,FALSE,NA,"KE72FL","character"
"unprotected well",1624,1350.082045,FALSE,FALSE,NA,"KE72FL","character"
"bottled water",769,1421.546601,TRUE,FALSE,NA,"KE8CFL","character"
"cart with small tank",253,184.930022,FALSE,FALSE,NA,"KE8CFL","character"
"not a dejure resident",314,329.342681,FALSE,FALSE,NA,"KE8CFL","character"
"other",261,305.775381,FALSE,FALSE,NA,"KE8CFL","character"
"piped into dwelling",1341,1670.941837,TRUE,FALSE,NA,"KE8CFL","character"
"piped to neighbor",1097,1005.398247,TRUE,FALSE,NA,"KE8CFL","character"
"piped to yard/plot",3350,3430.11597300001,TRUE,FALSE,NA,"KE8CFL","character"
"protected spring",1643,1707.907563,TRUE,FALSE,NA,"KE8CFL","character"
"protected well",1595,1428.304844,TRUE,FALSE,NA,"KE8CFL","character"
"public tap/standpipe",2208,2394.06027299999,TRUE,FALSE,NA,"KE8CFL","character"
"rainwater",1580,1517.553145,TRUE,FALSE,NA,"KE8CFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",3690,2956.26807300001,FALSE,FALSE,NA,"KE8CFL","character"
"tanker truck",469,336.619428000001,FALSE,FALSE,NA,"KE8CFL","character"
"tube well or borehole",1846,1630.48822899999,TRUE,FALSE,NA,"KE8CFL","character"
"unprotected spring",704,705.431627000001,FALSE,FALSE,NA,"KE8CFL","character"
"unprotected well",622,408.183718,FALSE,FALSE,NA,"KE8CFL","character"
"bottled water",4,6.06598,TRUE,FALSE,NA,"LB51FL","character"
"cart with small tank",28,34.77306,FALSE,FALSE,NA,"LB51FL","character"
"not dejure resident",27,28.42055,FALSE,FALSE,NA,"LB51FL","character"
"other",61,72.44423,FALSE,FALSE,NA,"LB51FL","character"
"piped into dwelling",24,28.98864,TRUE,FALSE,NA,"LB51FL","character"
"piped to yard/plot",63,95.59383,TRUE,FALSE,NA,"LB51FL","character"
"protected spring",66,63.811,TRUE,FALSE,NA,"LB51FL","character"
"protected well",2615,2530.29748999998,TRUE,FALSE,NA,"LB51FL","character"
"public tap/standpipe",181,223.11315,TRUE,FALSE,NA,"LB51FL","character"
"rainwater",2,1.56401,TRUE,FALSE,NA,"LB51FL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",700,591.24824,FALSE,FALSE,NA,"LB51FL","character"
"tanker truck",47,72.92131,FALSE,FALSE,NA,"LB51FL","character"
"tube well or borehole",128,139.34011,TRUE,FALSE,NA,"LB51FL","character"
"unprotected spring",291,289.670090000001,FALSE,FALSE,NA,"LB51FL","character"
"unprotected well",468,516.7766,FALSE,FALSE,NA,"LB51FL","character"
"bottled water",26,44.784202,TRUE,FALSE,NA,"LB5AFL","character"
"cart with small tank",6,10.37454,FALSE,FALSE,NA,"LB5AFL","character"
"not dejure resident",21,19.615033,FALSE,FALSE,NA,"LB5AFL","character"
"piped into dwelling",31,50.30782,TRUE,FALSE,NA,"LB5AFL","character"
"piped to yard/plot",63,98.700515,TRUE,FALSE,NA,"LB5AFL","character"
"protected spring",15,6.983271,TRUE,FALSE,NA,"LB5AFL","character"
"protected well",1837,1810.668176,TRUE,FALSE,NA,"LB5AFL","character"
"public tap/standpipe",66,94.012566,TRUE,FALSE,NA,"LB5AFL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",476,360.025813,FALSE,FALSE,NA,"LB5AFL","character"
"tanker truck",3,5.138417,FALSE,FALSE,NA,"LB5AFL","character"
"tube well or borehole",61,62.301099,TRUE,FALSE,NA,"LB5AFL","character"
"unprotected spring",184,164.788549,FALSE,FALSE,NA,"LB5AFL","character"
