"label","n_hh","w_hh","matched","numeric_code","group_rule_improved","svkey","v113_class"
"unprotected well",165,164.050822,FALSE,FALSE,NA,"LB5AFL","character"
"bottled water",84,189.672494,TRUE,FALSE,NA,"LB6AFL","character"
"cart with small tank",46,122.236977,FALSE,FALSE,NA,"LB6AFL","character"
"not a de jure resident",83,66.210147,FALSE,FALSE,NA,"LB6AFL","character"
"piped into dwelling",9,25.655039,TRUE,FALSE,NA,"LB6AFL","character"
"piped to yard/plot",16,36.164877,TRUE,FALSE,NA,"LB6AFL","character"
"protected spring",68,61.856199,TRUE,FALSE,NA,"LB6AFL","character"
"protected well",3827,3746.43861200002,TRUE,FALSE,NA,"LB6AFL","character"
"public tap/standpipe",38,88.352725,TRUE,FALSE,NA,"LB6AFL","character"
"rainwater",7,6.893509,TRUE,FALSE,NA,"LB6AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1471,909.022723999996,FALSE,FALSE,NA,"LB6AFL","character"
"tanker truck",18,49.081108,FALSE,FALSE,NA,"LB6AFL","character"
"tube well or borehole",61,82.804329,TRUE,FALSE,NA,"LB6AFL","character"
"unprotected spring",141,84.1139419999999,FALSE,FALSE,NA,"LB6AFL","character"
"unprotected well",392,468.745260999998,FALSE,FALSE,NA,"LB6AFL","character"
"bottled water",5,10.072667,TRUE,FALSE,NA,"LB7AFL","character"
"cart with small tank",8,19.034836,FALSE,FALSE,NA,"LB7AFL","character"
"mineral water in sachet",346,785.921642000001,TRUE,FALSE,NA,"LB7AFL","character"
"not a dejure resident",68,61.250826,FALSE,FALSE,NA,"LB7AFL","character"
"piped into dwelling",9,16.614206,TRUE,FALSE,NA,"LB7AFL","character"
"piped to neighbor",47,137.162036,TRUE,FALSE,NA,"LB7AFL","character"
"piped to yard/plot",14,13.913849,TRUE,FALSE,NA,"LB7AFL","character"
"protected spring",52,43.538179,TRUE,FALSE,NA,"LB7AFL","character"
"protected well",172,245.179951,TRUE,FALSE,NA,"LB7AFL","character"
"public tap/standpipe",105,192.347374,TRUE,FALSE,NA,"LB7AFL","character"
"rainwater",8,9.174159,TRUE,FALSE,NA,"LB7AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",645,370.731221,FALSE,FALSE,NA,"LB7AFL","character"
"tanker truck",7,7.982631,FALSE,FALSE,NA,"LB7AFL","character"
"tube well or borehole",3599,3010.86001400002,TRUE,FALSE,NA,"LB7AFL","character"
"unprotected spring",251,166.799875,FALSE,FALSE,NA,"LB7AFL","character"
"unprotected well",255,256.095776,FALSE,FALSE,NA,"LB7AFL","character"
"dam",4,5.205965,FALSE,FALSE,NA,"MD42FL","character"
"not dejure resident",109,80.053657,FALSE,FALSE,NA,"MD42FL","character"
"open public well",419,550.246492999999,FALSE,FALSE,NA,"MD42FL","character"
"open well in dwelling",17,30.905995,FALSE,FALSE,NA,"MD42FL","character"
"open well in yard/plot",83,135.447716,FALSE,FALSE,NA,"MD42FL","character"
"piped into dwelling",353,142.803787,TRUE,FALSE,NA,"MD42FL","character"
"piped into yard/plot",272,142.972799,TRUE,FALSE,NA,"MD42FL","character"
"pond, lake",105,133.077505,FALSE,FALSE,NA,"MD42FL","character"
"protected public well",213,270.797554,TRUE,FALSE,NA,"MD42FL","character"
"protected well in dwelling",22,20.014847,TRUE,FALSE,NA,"MD42FL","character"
"protected well in yard/plot",246,243.520114999999,TRUE,FALSE,NA,"MD42FL","character"
"public tap",1852,1137.813825,TRUE,FALSE,NA,"MD42FL","character"
"river, stream",1091,1790.133716,FALSE,FALSE,NA,"MD42FL","character"
"spring",704,1086.843642,FALSE,FALSE,NA,"MD42FL","character"
"tanker truck",1,0.447291,FALSE,FALSE,NA,"MD42FL","character"
"bottled water",6,3.608634,TRUE,FALSE,NA,"MD51FL","character"
"not dejure resident",59,58.35546,FALSE,FALSE,NA,"MD51FL","character"
"other",60,31.472856,FALSE,FALSE,NA,"MD51FL","character"
"piped into dwelling",320,241.753468,TRUE,FALSE,NA,"MD51FL","character"
"piped to yard/plot",364,274.103139,TRUE,FALSE,NA,"MD51FL","character"
"protected spring",307,376.944603,TRUE,FALSE,NA,"MD51FL","character"
"protected well",1262,1370.370298,TRUE,FALSE,NA,"MD51FL","character"
"public tap/standpipe",2713,2522.95705099999,TRUE,FALSE,NA,"MD51FL","character"
"rainwater",30,18.078701,TRUE,FALSE,NA,"MD51FL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",2548,2599.488351,FALSE,FALSE,NA,"MD51FL","character"
"tanker truck",16,13.512857,FALSE,FALSE,NA,"MD51FL","character"
"tube well or borehole",213,215.285608,TRUE,FALSE,NA,"MD51FL","character"
"unprotected spring",2170,2635.52010200002,FALSE,FALSE,NA,"MD51FL","character"
"unprotected well",2002,1862.276386,FALSE,FALSE,NA,"MD51FL","character"
"bottled water",4,3.463491,TRUE,FALSE,NA,"MD81FL","character"
"cart with small tank",55,51.287155,FALSE,FALSE,NA,"MD81FL","character"
"not a dejure resident",62,64.88607,FALSE,FALSE,NA,"MD81FL","character"
"other",2,2.16976,FALSE,FALSE,NA,"MD81FL","character"
"piped into dwelling",270,249.804513,TRUE,FALSE,NA,"MD81FL","character"
"piped to neighbor",219,211.922768,TRUE,FALSE,NA,"MD81FL","character"
"piped to yard/plot",435,430.12049,TRUE,FALSE,NA,"MD81FL","character"
"protected spring",495,552.270461000001,TRUE,FALSE,NA,"MD81FL","character"
"protected well",1668,1670.34372199999,TRUE,FALSE,NA,"MD81FL","character"
"public tap/standpipe",2473,2442.547229,TRUE,FALSE,NA,"MD81FL","character"
"rainwater",20,20.013584,TRUE,FALSE,NA,"MD81FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",2919,3089.620963,FALSE,FALSE,NA,"MD81FL","character"
"tanker truck",17,19.79858,FALSE,FALSE,NA,"MD81FL","character"
"tube well or borehole",556,562.904321999995,TRUE,FALSE,NA,"MD81FL","character"
"unprotected spring",2433,2492.42027500001,FALSE,FALSE,NA,"MD81FL","character"
"unprotected well",1793,1526.103231,FALSE,FALSE,NA,"MD81FL","character"
"canal",1,0.985086,FALSE,FALSE,NA,"ML41FL","character"
"not dejure resident",16,15.83607,FALSE,FALSE,NA,"ML41FL","character"
"open public well",753,745.70165,FALSE,FALSE,NA,"ML41FL","character"
"open well in dwelling",185,190.938059,FALSE,FALSE,NA,"ML41FL","character"
"open well in yard/plot",74,74.73668,FALSE,FALSE,NA,"ML41FL","character"
"other",2,1.422232,FALSE,FALSE,NA,"ML41FL","character"
"piped into dwelling",121,124.626592,TRUE,FALSE,NA,"ML41FL","character"
"piped into yard/plot",57,53.693714,TRUE,FALSE,NA,"ML41FL","character"
"pond, lake",18,14.932328,FALSE,FALSE,NA,"ML41FL","character"
"protected public well",163,134.556327,TRUE,FALSE,NA,"ML41FL","character"
"protected well in dwelling",88,109.68604,TRUE,FALSE,NA,"ML41FL","character"
"protected well in yard/plot",33,49.672502,TRUE,FALSE,NA,"ML41FL","character"
"public tap",403,419.039410999999,TRUE,FALSE,NA,"ML41FL","character"
"river, stream",110,77.954272,FALSE,FALSE,NA,"ML41FL","character"
"spring",9,4.611127,FALSE,FALSE,NA,"ML41FL","character"
"tanker truck",2,3.828704,FALSE,FALSE,NA,"ML41FL","character"
"bottled water",2,2.889682,TRUE,FALSE,NA,"ML53FL","character"
"not dejure resident",51,70.166195,FALSE,FALSE,NA,"ML53FL","character"
"other",2,0.191122,FALSE,FALSE,NA,"ML53FL","character"
"piped into dwelling",605,716.280475000001,TRUE,FALSE,NA,"ML53FL","character"
"piped to yard/plot",274,247.042016,TRUE,FALSE,NA,"ML53FL","character"
"protected spring",55,31.669632,TRUE,FALSE,NA,"ML53FL","character"
"protected well",2870,2823.19571700004,TRUE,FALSE,NA,"ML53FL","character"
"public tap/standpipe",1435,1449.04132300001,TRUE,FALSE,NA,"ML53FL","character"
"rainwater",7,6.195145,TRUE,FALSE,NA,"ML53FL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",551,376.839909000002,FALSE,FALSE,NA,"ML53FL","character"
"unprotected well",3683,3742.33916699999,FALSE,FALSE,NA,"ML53FL","character"
"cart with small tank",9,8.907417,FALSE,FALSE,NA,"ML6AFL","character"
"not a dejure resident",13,10.524063,FALSE,FALSE,NA,"ML6AFL","character"
"other",1,0.509104,FALSE,FALSE,NA,"ML6AFL","character"
"piped into dwelling",213,164.509881,TRUE,FALSE,NA,"ML6AFL","character"
"piped to yard/plot",568,460.536436999999,TRUE,FALSE,NA,"ML6AFL","character"
"protected spring",18,21.955314,TRUE,FALSE,NA,"ML6AFL","character"
"protected well",1194,1350.52901399999,TRUE,FALSE,NA,"ML6AFL","character"
"public tap/standpipe",1483,1274.067436,TRUE,FALSE,NA,"ML6AFL","character"
"rainwater",4,5.203321,TRUE,FALSE,NA,"ML6AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",119,103.877476,FALSE,FALSE,NA,"ML6AFL","character"
"tanker truck",3,3.431174,FALSE,FALSE,NA,"ML6AFL","character"
"tube well or borehole",1454,1572.686947,TRUE,FALSE,NA,"ML6AFL","character"
"unprotected spring",82,79.053757,FALSE,FALSE,NA,"ML6AFL","character"
"unprotected well",2089,2256.6648,FALSE,FALSE,NA,"ML6AFL","character"
"bag water",11,13.022088,FALSE,FALSE,NA,"ML7AFL","character"
"bottled water",2,3.742063,TRUE,FALSE,NA,"ML7AFL","character"
"cart with small tank",49,41.653597,FALSE,FALSE,NA,"ML7AFL","character"
"not a dejure resident",25,19.810617,FALSE,FALSE,NA,"ML7AFL","character"
"other",9,10.543644,FALSE,FALSE,NA,"ML7AFL","character"
"piped into dwelling",477,467.647315,TRUE,FALSE,NA,"ML7AFL","character"
"piped to neighbor",214,173.560795,TRUE,FALSE,NA,"ML7AFL","character"
"piped to yard/plot",528,496.445632,TRUE,FALSE,NA,"ML7AFL","character"
"protected spring",46,30.764129,TRUE,FALSE,NA,"ML7AFL","character"
"protected well",745,756.840616999999,TRUE,FALSE,NA,"ML7AFL","character"
"public tap/standpipe",1292,1247.804751,TRUE,FALSE,NA,"ML7AFL","character"
"rainwater",109,15.770661,TRUE,FALSE,NA,"ML7AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",278,123.998987,FALSE,FALSE,NA,"ML7AFL","character"
"tanker truck",95,3.086271,FALSE,FALSE,NA,"ML7AFL","character"
"tube well or borehole",1435,1688.057288,TRUE,FALSE,NA,"ML7AFL","character"
"unprotected spring",76,48.925915,FALSE,FALSE,NA,"ML7AFL","character"
"unprotected well",1571,1972.01332899999,FALSE,FALSE,NA,"ML7AFL","character"
"bag of water",35,45.338603,FALSE,FALSE,NA,"ML8AFL","character"
"bottled water",17,18.346062,TRUE,FALSE,NA,"ML8AFL","character"
"cart with small tank",27,19.292496,FALSE,FALSE,NA,"ML8AFL","character"
"not a dejure resident",46,48.8799,FALSE,FALSE,NA,"ML8AFL","character"
"piped into dwelling",314,350.430332,TRUE,FALSE,NA,"ML8AFL","character"
"piped to neighbor",369,353.605893,TRUE,FALSE,NA,"ML8AFL","character"
"piped to yard/plot",1216,1200.662737,TRUE,FALSE,NA,"ML8AFL","character"
"protected spring",40,17.898016,TRUE,FALSE,NA,"ML8AFL","character"
"protected well",761,770.478358000001,TRUE,FALSE,NA,"ML8AFL","character"
"public tap/standpipe",1586,1652.028842,TRUE,FALSE,NA,"ML8AFL","character"
"rainwater",6,2.620232,TRUE,FALSE,NA,"ML8AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",118,65.4261110000001,FALSE,FALSE,NA,"ML8AFL","character"
"tanker truck",60,19.919498,FALSE,FALSE,NA,"ML8AFL","character"
"tube well or borehole",2072,1893.544437,TRUE,FALSE,NA,"ML8AFL","character"
"unprotected spring",76,56.828284,FALSE,FALSE,NA,"ML8AFL","character"
"unprotected well",1235,1207.995804,FALSE,FALSE,NA,"ML8AFL","character"
"in neighbor's land",345,306.20623,FALSE,FALSE,NA,"MZ41FL","character"
"in own land",195,170.278166,FALSE,FALSE,NA,"MZ41FL","character"
"inside neighbor's house",692,648.889781999999,FALSE,FALSE,NA,"MZ41FL","character"
"inside the house",599,485.032984000001,FALSE,FALSE,NA,"MZ41FL","character"
"not dejure resident",104,100.954498,FALSE,FALSE,NA,"MZ41FL","character"
"other",106,92.3863159999999,FALSE,FALSE,NA,"MZ41FL","character"
"protected public well",1380,1247.738891,TRUE,FALSE,NA,"MZ41FL","character"
"public water",828,835.512049999998,FALSE,FALSE,NA,"MZ41FL","character"
"rainwater",50,37.377547,TRUE,FALSE,NA,"MZ41FL","character"
"river/lake",1258,1353.439091,FALSE,FALSE,NA,"MZ41FL","character"
"unprotected public well",2753,3477.63491799999,FALSE,FALSE,NA,"MZ41FL","character"
"borehole with pump",1125,1180.689626,TRUE,FALSE,NA,"MZ62FL","character"
"bottled water",25,18.367838,TRUE,FALSE,NA,"MZ62FL","character"
"neighbor's house",740,620.376989999999,FALSE,FALSE,NA,"MZ62FL","character"
"not a dejure resident",56,53.86087,FALSE,FALSE,NA,"MZ62FL","character"
"other",25,17.855005,FALSE,FALSE,NA,"MZ62FL","character"
"piped into dwelling",376,251.301504,TRUE,FALSE,NA,"MZ62FL","character"
"piped to yard/plot",1197,847.488127,TRUE,FALSE,NA,"MZ62FL","character"
"protected well",588,620.129277,TRUE,FALSE,NA,"MZ62FL","character"
"public tap/standpipe",1450,1452.061425,TRUE,FALSE,NA,"MZ62FL","character"
"rainwater",95,75.0049730000001,TRUE,FALSE,NA,"MZ62FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",1199,1498.85187099999,FALSE,FALSE,NA,"MZ62FL","character"
"tanker truck",17,13.913173,FALSE,FALSE,NA,"MZ62FL","character"
"unprotected well",2476,3076.646469,FALSE,FALSE,NA,"MZ62FL","character"
"bottled water",83,64.829539,TRUE,FALSE,NA,"MZ81FL","character"
"not a dejure resident",70,65.691899,FALSE,FALSE,NA,"MZ81FL","character"
"other",15,10.916319,FALSE,FALSE,NA,"MZ81FL","character"
"piped into dwelling",140,108.116244,TRUE,FALSE,NA,"MZ81FL","character"
"piped to neighbor",683,701.128799,TRUE,FALSE,NA,"MZ81FL","character"
"piped to yard/plot",1920,1492.291245,TRUE,FALSE,NA,"MZ81FL","character"
"protected spring",20,20.372583,TRUE,FALSE,NA,"MZ81FL","character"
"protected well (without manual bomb)",489,501.751010999999,TRUE,FALSE,NA,"MZ81FL","character"
"public tap/standpipe",942,969.154122999999,TRUE,FALSE,NA,"MZ81FL","character"
"rainwater",82,48.860345,TRUE,FALSE,NA,"MZ81FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",574,798.719590999999,FALSE,FALSE,NA,"MZ81FL","character"
"tanker truck",54,71.012028,FALSE,FALSE,NA,"MZ81FL","character"
"tube well or borehole (with manual bomb)",1636,1698.03868,TRUE,FALSE,NA,"MZ81FL","character"
"unprotected spring",176,204.340587,FALSE,FALSE,NA,"MZ81FL","character"
"unprotected well",1970,2441.74895200002,FALSE,FALSE,NA,"MZ81FL","character"
"bottled water",16,21.586736,TRUE,FALSE,NA,"MR71FL","character"
"cart with small tank",309,421.290006,FALSE,FALSE,NA,"MR71FL","character"
"not a dejure resident",114,116.271979,FALSE,FALSE,NA,"MR71FL","character"
"other",1,4.12594,FALSE,FALSE,NA,"MR71FL","character"
"piped into dwelling",1924,2017.836522,TRUE,FALSE,NA,"MR71FL","character"
"piped to neighbor",524,506.691667,TRUE,FALSE,NA,"MR71FL","character"
"piped to yard/plot",1673,1442.281663,TRUE,FALSE,NA,"MR71FL","character"
"protected spring",81,76.593137,TRUE,FALSE,NA,"MR71FL","character"
"protected well",523,538.438335,TRUE,FALSE,NA,"MR71FL","character"
"public tap/standpipe",561,631.278185999999,TRUE,FALSE,NA,"MR71FL","character"
"rainwater",60,52.872976,TRUE,FALSE,NA,"MR71FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",123,122.478771,FALSE,FALSE,NA,"MR71FL","character"
"tanker truck",550,437.131294,FALSE,FALSE,NA,"MR71FL","character"
"tube well or borehole",240,229.718502,TRUE,FALSE,NA,"MR71FL","character"
"unprotected spring",198,217.495507,FALSE,FALSE,NA,"MR71FL","character"
"unprotected well",1094,1305.935262,FALSE,FALSE,NA,"MR71FL","character"
"borehole",3171,3354.37872999995,TRUE,FALSE,NA,"MW41FL","character"
"community stand pipe",1778,1532.10261100001,TRUE,FALSE,NA,"MW41FL","character"
"dam",28,25.131056,FALSE,FALSE,NA,"MW41FL","character"
"not in de jure sample",151,149.250651,FALSE,FALSE,NA,"MW41FL","character"
"piped into dwelling",350,275.699261,TRUE,FALSE,NA,"MW41FL","character"
"piped into yard/plot",483,417.887826999998,TRUE,FALSE,NA,"MW41FL","character"
"pond/lake",103,79.008121,FALSE,FALSE,NA,"MW41FL","character"
"protected well",574,573.068432999999,TRUE,FALSE,NA,"MW41FL","character"
"rainwater",1,1.221796,TRUE,FALSE,NA,"MW41FL","character"
"river/stream",783,815.788812999998,FALSE,FALSE,NA,"MW41FL","character"
"spring",89,84.561789,FALSE,FALSE,NA,"MW41FL","character"
"tanker truck/bowser",3,3.624052,FALSE,FALSE,NA,"MW41FL","character"
"unprotected well",2041,2328.94006399995,FALSE,FALSE,NA,"MW41FL","character"
"11",171,204.460388,FALSE,TRUE,TRUE,"MW4EFL","character"
"12",258,295.080755,FALSE,TRUE,TRUE,"MW4EFL","character"
"13",1063,1190.26857600001,FALSE,TRUE,TRUE,"MW4EFL","character"
"22",178,205.111449,FALSE,TRUE,FALSE,"MW4EFL","character"
"23",2058,2035.58226099999,FALSE,TRUE,FALSE,"MW4EFL","character"
"32",415,423.958177,FALSE,TRUE,TRUE,"MW4EFL","character"
"33",3607,3410.65736200001,FALSE,TRUE,TRUE,"MW4EFL","character"
"41",228,215.50905,FALSE,TRUE,FALSE,"MW4EFL","character"
"42",693,694.000160999998,FALSE,TRUE,FALSE,"MW4EFL","character"
"43",54,40.749658,FALSE,TRUE,FALSE,"MW4EFL","character"
"44",27,20.543684,FALSE,TRUE,FALSE,"MW4EFL","character"
"not dejure resident",58,53.724013,FALSE,FALSE,NA,"MW4EFL","character"
"tanker truck",8,7.545539,FALSE,FALSE,NA,"MW4EFL","character"
"bottled water",1,1.916889,TRUE,FALSE,NA,"MW61FL","character"
"cart with small tank",17,18.989692,FALSE,FALSE,NA,"MW61FL","character"
"not dejure resident",124,133.29408,FALSE,FALSE,NA,"MW61FL","character"
"other",40,37.205822,FALSE,FALSE,NA,"MW61FL","character"
"piped into dwelling",288,312.515297000001,TRUE,FALSE,NA,"MW61FL","character"
"piped to yard/plot",688,787.735733999998,TRUE,FALSE,NA,"MW61FL","character"
"protected spring",58,57.716801,TRUE,FALSE,NA,"MW61FL","character"
"protected well",727,911.362375,TRUE,FALSE,NA,"MW61FL","character"
"public tap/standpipe",2399,2746.426741,TRUE,FALSE,NA,"MW61FL","character"
"rainwater",1,0.09522,TRUE,FALSE,NA,"MW61FL","character"
"river/dam/lake/ponds/stream/canal/irirgation channel",591,460.394208,FALSE,FALSE,NA,"MW61FL","character"
"tanker truck",3,3.339557,FALSE,FALSE,NA,"MW61FL","character"
"tube well or borehole",9312,8630.40583200004,TRUE,FALSE,NA,"MW61FL","character"
"unprotected spring",383,334.73244,FALSE,FALSE,NA,"MW61FL","character"
"unprotected well",2339,2515.956467,FALSE,FALSE,NA,"MW61FL","character"
"bottled water",2,0.484772,TRUE,FALSE,NA,"MW7AFL","character"
"cart with small tank",1,3.079208,FALSE,FALSE,NA,"MW7AFL","character"
"not a dejure resident",73,80.316284,FALSE,FALSE,NA,"MW7AFL","character"
"other",27,23.417765,FALSE,FALSE,NA,"MW7AFL","character"
"piped into dwelling",480,401.809464,TRUE,FALSE,NA,"MW7AFL","character"
"piped to neighbor",750,512.241898999999,TRUE,FALSE,NA,"MW7AFL","character"
"piped to yard/plot",1539,1077.933692,TRUE,FALSE,NA,"MW7AFL","character"
"protected spring",45,43.032375,TRUE,FALSE,NA,"MW7AFL","character"
"protected well",587,702.417387000002,TRUE,FALSE,NA,"MW7AFL","character"
"public tap/standpipe",1775,1857.275731,TRUE,FALSE,NA,"MW7AFL","character"
"rainwater",4,4.819978,TRUE,FALSE,NA,"MW7AFL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",703,621.325449,FALSE,FALSE,NA,"MW7AFL","character"
"tube well or borehole",10349,10969.541161,TRUE,FALSE,NA,"MW7AFL","character"
"unprotected spring",176,165.80438,FALSE,FALSE,NA,"MW7AFL","character"
"unprotected well",1361,1422.381864,FALSE,FALSE,NA,"MW7AFL","character"
"bottled water",11,15.228416,TRUE,FALSE,NA,"MW81FL","character"
"cart with small tank",1,0.789414,FALSE,FALSE,NA,"MW81FL","character"
"not a dejure resident",53,49.364332,FALSE,FALSE,NA,"MW81FL","character"
"other",6,5.270342,FALSE,FALSE,NA,"MW81FL","character"
"piped into dwelling",440,313.655311,TRUE,FALSE,NA,"MW81FL","character"
"piped to neighbor",591,365.556653000001,TRUE,FALSE,NA,"MW81FL","character"
"piped to yard/plot",1498,940.258346999997,TRUE,FALSE,NA,"MW81FL","character"
"protected spring",40,35.846733,TRUE,FALSE,NA,"MW81FL","character"
"protected well",506,618.965876000002,TRUE,FALSE,NA,"MW81FL","character"
"public tap/standpipe",1401,1331.28595399999,TRUE,FALSE,NA,"MW81FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",399,368.368291,FALSE,FALSE,NA,"MW81FL","character"
"tube well or borehole",9382,9840.50108100014,TRUE,FALSE,NA,"MW81FL","character"
"unprotected spring",194,182.056636,FALSE,FALSE,NA,"MW81FL","character"
"unprotected well",905,1154.622366,FALSE,FALSE,NA,"MW81FL","character"
"borehole with pump",256,203.660447,TRUE,FALSE,NA,"NM41FL","character"
"bottled water",5,1.756852,TRUE,FALSE,NA,"NM41FL","character"
"not dejure resident",83,61.529932,FALSE,FALSE,NA,"NM41FL","character"
"open dug well",238,359.21918,FALSE,FALSE,NA,"NM41FL","character"
"open spring",31,41.952139,FALSE,FALSE,NA,"NM41FL","character"
"other",112,70.663498,FALSE,FALSE,NA,"NM41FL","character"
"piped into dwelling",1253,1028.17273,TRUE,FALSE,NA,"NM41FL","character"
"piped into yard/plot",595,482.554006,TRUE,FALSE,NA,"NM41FL","character"
"protected dug well",24,25.614421,TRUE,FALSE,NA,"NM41FL","character"
"public tap",767,838.588186,TRUE,FALSE,NA,"NM41FL","character"
"rainwater",210,309.869302,TRUE,FALSE,NA,"NM41FL","character"
"river, stream, pond, lake",211,243.056497,FALSE,FALSE,NA,"NM41FL","character"
"spring",9,12.825678,FALSE,FALSE,NA,"NM41FL","character"
"tanker truck",9,5.353282,FALSE,FALSE,NA,"NM41FL","character"
"bottled water",7,13.419455,TRUE,FALSE,NA,"NM51FL","character"
"cart with small tank",27,25.530427,FALSE,FALSE,NA,"NM51FL","character"
"not dejure resident",136,123.96437,FALSE,FALSE,NA,"NM51FL","character"
"other",78,69.473521,FALSE,FALSE,NA,"NM51FL","character"
"piped into dwelling",1563,1716.769584,TRUE,FALSE,NA,"NM51FL","character"
"piped to yard/plot",896,820.238557999999,TRUE,FALSE,NA,"NM51FL","character"
"protected spring",12,12.594391,TRUE,FALSE,NA,"NM51FL","character"
"protected well",115,113.818232,TRUE,FALSE,NA,"NM51FL","character"
"public tap/standpipe",1497,1355.99883,TRUE,FALSE,NA,"NM51FL","character"
"rainwater",46,46.88729,TRUE,FALSE,NA,"NM51FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",306,313.933028,FALSE,FALSE,NA,"NM51FL","character"
"tanker truck",15,9.756252,FALSE,FALSE,NA,"NM51FL","character"
"tube well or borehole",463,433.478851,TRUE,FALSE,NA,"NM51FL","character"
"unprotected spring",27,20.770948,FALSE,FALSE,NA,"NM51FL","character"
"unprotected well",161,156.814651,FALSE,FALSE,NA,"NM51FL","character"
"bottled water",16,21.491501,TRUE,FALSE,NA,"NM61FL","character"
"cart with small tank",28,25.134529,FALSE,FALSE,NA,"NM61FL","character"
"not a dejure resident",87,77.351645,FALSE,FALSE,NA,"NM61FL","character"
"other",116,104.750183,FALSE,FALSE,NA,"NM61FL","character"
"piped into dwelling",1799,1772.065975,TRUE,FALSE,NA,"NM61FL","character"
"piped to yard/plot",763,704.690887,TRUE,FALSE,NA,"NM61FL","character"
"protected spring",12,11.716846,TRUE,FALSE,NA,"NM61FL","character"
"protected well",72,67.95438,TRUE,FALSE,NA,"NM61FL","character"
"public tap/standpipe",1431,1406.107649,TRUE,FALSE,NA,"NM61FL","character"
"rainwater",2,2.026334,TRUE,FALSE,NA,"NM61FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",211,214.150736,FALSE,FALSE,NA,"NM61FL","character"
"tanker truck",15,7.155442,FALSE,FALSE,NA,"NM61FL","character"
"tube well or borehole",425,332.993859,TRUE,FALSE,NA,"NM61FL","character"
"unprotected spring",30,20.799675,FALSE,FALSE,NA,"NM61FL","character"
"unprotected well",278,300.841049,FALSE,FALSE,NA,"NM61FL","character"
"not dejure resident",46,50.033626,FALSE,FALSE,NA,"NI51FL","character"
"open well",2763,3402.29315299999,FALSE,FALSE,NA,"NI51FL","character"
"other",28,16.839907,FALSE,FALSE,NA,"NI51FL","character"
"piped into dwelling",508,257.978467,TRUE,FALSE,NA,"NI51FL","character"
"piped into yard/plot",172,97.084987,TRUE,FALSE,NA,"NI51FL","character"
"protected well",916,1119.90882600001,TRUE,FALSE,NA,"NI51FL","character"
"public tap",1147,928.687775999999,TRUE,FALSE,NA,"NI51FL","character"
"spring",4,4.441847,FALSE,FALSE,NA,"NI51FL","character"
"surface water",91,84.496458,FALSE,FALSE,NA,"NI51FL","character"
"cart with small tank",1,0.733424,FALSE,FALSE,NA,"NI61FL","character"
"not a dejure resident",23,19.532004,FALSE,FALSE,NA,"NI61FL","character"
"other",15,7.836141,FALSE,FALSE,NA,"NI61FL","character"
"piped into dwelling",379,206.730017,TRUE,FALSE,NA,"NI61FL","character"
"piped to yard/plot",571,353.527455999999,TRUE,FALSE,NA,"NI61FL","character"
"protected spring",5,6.155146,TRUE,FALSE,NA,"NI61FL","character"
"protected well",1431,1661.23025500001,TRUE,FALSE,NA,"NI61FL","character"
"public tap/standpipe",2052,1925.659791,TRUE,FALSE,NA,"NI61FL","character"
"rainwater",4,2.585585,TRUE,FALSE,NA,"NI61FL","character"
"river/dam/lake/ponds/stream/canal/irrigation channel",88,93.894094,FALSE,FALSE,NA,"NI61FL","character"
"tanker truck",1,0.684673,FALSE,FALSE,NA,"NI61FL","character"
"tube well or borehole",899,1131.682596,TRUE,FALSE,NA,"NI61FL","character"
"unprotected spring",40,43.820794,FALSE,FALSE,NA,"NI61FL","character"
"unprotected well",2231,2479.080747,FALSE,FALSE,NA,"NI61FL","character"
"water vendor",24,7.969921,FALSE,FALSE,NA,"NI61FL","character"
"bottled water",26,21.770366,TRUE,FALSE,NA,"NG4BFL","character"
"dam",13,13.016937,FALSE,FALSE,NA,"NG4BFL","character"
"not dejure resident",39,35.446031,FALSE,FALSE,NA,"NG4BFL","character"
"open public well",666,778.375852,FALSE,FALSE,NA,"NG4BFL","character"
"open well in dwelling",291,302.651427,FALSE,FALSE,NA,"NG4BFL","character"
"open well in yard/plot",317,310.287061000001,FALSE,FALSE,NA,"NG4BFL","character"
"other",3,3.914348,FALSE,FALSE,NA,"NG4BFL","character"
"piped into dwelling",154,148.603366,TRUE,FALSE,NA,"NG4BFL","character"
"piped into yard/plot",164,153.391634,TRUE,FALSE,NA,"NG4BFL","character"
"pond, lake",67,45.719241,FALSE,FALSE,NA,"NG4BFL","character"
"protected public well",718,780.758062999999,TRUE,FALSE,NA,"NG4BFL","character"
