"svkey","regkey","recomputed","corrected","share_numeric_codes"
"BF81FL","centreouest",65.7473677513464,66.1077400971333,0
"BF81FL","centresud",96.8228850364172,97.7907240797329,0
"BF81FL","est",87.3817077861848,87.4683476437678,0
"BF81FL","hautsbassins",78.6757325853801,79.0188240096551,0
"BF81FL","nord",63.4750136788618,63.5587346479457,0
"BF81FL","plateaucentral",94.6706404755,95.0919017330781,0
"BF81FL","sahel",79.4911045209821,80.5272295484439,0
"BF81FL","sudouest",76.511318423559,77.8819929683887,0
"CI62FL","abidjan",98.8036109349884,98.9640414028205,0
"CI62FL","central",76.0757376667225,77.7275844614984,0
"CI62FL","eastcentral",78.6711636130174,80.0667227661929,0
"CI62FL","north",86.525501381502,88.2116799712496,0
"CI62FL","northcentral",85.3539948355039,87.0354495441332,0
"CI62FL","northeast",79.6793783291168,81.1154862215667,0
"CI62FL","northwest",76.8783309052295,78.3505117363272,0
"CI62FL","south",73.8017775935047,75.119654254299,0
"CI62FL","southwest",48.3904391613691,48.942371829012,0
"CI62FL","west",65.7357706151421,67.209742577261,0
"CI62FL","westcentral",70.8121924719827,70.9812949417457,0
"CI81FL","abidjan",96.3506315600158,98.4182237696041,0
"CI81FL","bassassandra",67.8625678262958,68.3984297350578,0
"CI81FL","comoe",79.6825770374321,80.8057958163368,0
"CI81FL","denguele",88.0270235861261,88.289705983438,0
"CI81FL","gohdjiboua",76.3324118049982,77.366026092301,0
"CI81FL","lacs",86.6926873754579,89.2988877533842,0
"CI81FL","lagunes",77.237592001754,78.0532367433565,0
"CI81FL","montagnes",62.358809244308,62.8288121244223,0
"CI81FL","sassandramarahoue",75.7644781980776,76.9803970611269,0
"CI81FL","savanes",84.7985229119417,85.256801620017,0
"CI81FL","valleedubandama",91.3729301533122,92.3905147722414,0
"CI81FL","woroba",73.5541910051672,73.8760040069823,0
"CI81FL","yamoussoukro",93.3281681504979,96.4928274777651,0
"CI81FL","zanzan",82.3371235013944,83.0997764848727,0
"CM44FL","adamawa",56.6767823337347,57.4354100998037,0
"CM44FL","centre",43.142171967844,46.1020309674897,0
"CM44FL","douala",15.7258064516128,16.2162162162161,0
"CM44FL","east",70.2487612473602,75.2496487975698,0
"CM44FL","farnorth",59.8568873540288,60.2428716328248,0
"CM44FL","littoral",34.3534765558069,36.130009356327,0
"CM44FL","north",65.7116274315274,67.1785599305139,0
"CM44FL","northwest",48.0541707557044,49.2283541349332,0
"CM44FL","south",52.4314987248972,56.1639354895696,0
"CM44FL","southwest",32.4642479984037,33.8610959634778,0
"CM44FL","west",48.6499119426995,52.4975435612831,0
"CM44FL","yaounde",8.40517241379316,8.78378378378386,0
"CM61FL","adamawa",69.2019111634576,70.9439925234409,0
"CM61FL","centre",70.1204637723826,71.7957186672886,0
"CM61FL","douala",96.2376964870881,98.7938412785734,0
"CM61FL","east",54.601894701023,55.1398554191885,0
"CM61FL","farnorth",54.211937357692,54.685536310771,0
"CM61FL","littoral",69.8298689725559,71.9214596880661,0
"CM61FL","north",52.4871065163424,53.2811077147292,0
"CM61FL","northwest",62.8492560400247,64.3197341906315,0
"CM61FL","south",70.6523741487922,72.5459126092706,0
