"DataId","Indicator","Value","Precision","DHS_CountryCode","CountryName","SurveyYear","SurveyId","IndicatorId","IndicatorOrder","IndicatorType","CharacteristicId","CharacteristicOrder","CharacteristicCategory","CharacteristicLabel","ByVariableId","ByVariableLabel","IsTotal","IsPreferred","SDRID","RegionId","SurveyYearLabel","SurveyType","DenominatorWeighted","DenominatorUnweighted","CILow","CIHigh","LevelRank"
819513,"Population using an improved water source",57.8,1,"BF","Burkina Faso",2003,"BF2003DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2003","DHS",58795,59935,"","",""
585797,"Households with an improved sanitation facility",21.4,1,"BF","Burkina Faso",2003,"BF2003DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2003","DHS",9097,9097,"","",""
34423,"Population with an improved sanitation facility",19.8,1,"BF","Burkina Faso",2003,"BF2003DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2003","DHS",58795,59935,"","",""
50084,"Households using an improved water source",77,1,"BF","Burkina Faso",2010,"BF2010DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2010","DHS",14424,14424,"","",""
116152,"Population using an improved water source",76.5,1,"BF","Burkina Faso",2010,"BF2010DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2010","DHS",81831,81522,"","",""
438848,"Households with an improved sanitation facility",31.3,1,"BF","Burkina Faso",2010,"BF2010DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2010","DHS",14424,14424,"","",""
110821,"Population with an improved sanitation facility",29.6,1,"BF","Burkina Faso",2010,"BF2010DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2010","DHS",81831,81522,"","",""
481753,"Households using an improved water source",84.4,1,"BF","Burkina Faso",2021,"BF2021DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2021","DHS",13251,13251,"","",""
815660,"Population using an improved water source",82,1,"BF","Burkina Faso",2021,"BF2021DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2021","DHS",82391,83215,"","",""
831112,"Households with an improved sanitation facility",64.3,1,"BF","Burkina Faso",2021,"BF2021DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2021","DHS",13251,13251,"","",""
297873,"Population with an improved sanitation facility",61.6,1,"BF","Burkina Faso",2021,"BF2021DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2021","DHS",82391,83215,"","",""
371416,"Households using an improved water source",66.5,1,"BJ","Benin",2001,"BJ2001DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2001","DHS",5769,5769,"","",""
371479,"Population using an improved water source",66.3,1,"BJ","Benin",2001,"BJ2001DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2001","DHS",29908,29749,"","",""
680961,"Households with an improved sanitation facility",17.1,1,"BJ","Benin",2001,"BJ2001DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2001","DHS",5769,5769,"","",""
371518,"Population with an improved sanitation facility",16.3,1,"BJ","Benin",2001,"BJ2001DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2001","DHS",29908,29749,"","",""
626404,"Households using an improved water source",71,1,"BJ","Benin",2006,"BJ2006DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2006","DHS",17511,17511,"","",""
648729,"Population using an improved water source",68.6,1,"BJ","Benin",2006,"BJ2006DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2006","DHS",88316,89282,"","",""
10696,"Households with an improved sanitation facility",18,1,"BJ","Benin",2006,"BJ2006DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2006","DHS",17511,17511,"","",""
592798,"Population with an improved sanitation facility",17.1,1,"BJ","Benin",2006,"BJ2006DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2006","DHS",88316,89282,"","",""
549525,"Households using an improved water source",78.6,1,"BJ","Benin",2012,"BJ2012DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2011-12","DHS",17422,17422,"","",""
612701,"Population using an improved water source",77,1,"BJ","Benin",2012,"BJ2012DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2011-12","DHS",86307,87762,"","",""
372391,"Households with an improved sanitation facility",33.7,1,"BJ","Benin",2012,"BJ2012DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2011-12","DHS",17422,17422,"","",""
412808,"Population with an improved sanitation facility",31,1,"BJ","Benin",2012,"BJ2012DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2011-12","DHS",86307,87762,"","",""
617195,"Households using an improved water source",71.7,1,"BJ","Benin",2017,"BJ2017DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2017-18","DHS",14156,14156,"","",""
11522,"Population using an improved water source",68.3,1,"BJ","Benin",2017,"BJ2017DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2017-18","DHS",73420,73728,"","",""
9695,"Households with an improved sanitation facility",34.4,1,"BJ","Benin",2017,"BJ2017DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2017-18","DHS",14156,14156,"","",""
757551,"Population with an improved sanitation facility",30.2,1,"BJ","Benin",2017,"BJ2017DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2017-18","DHS",73420,73728,"","",""
150009,"Households using an improved water source",75.3,1,"BU","Burundi",2010,"BU2010DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2010","DHS",8596,8596,"","",""
149675,"Population using an improved water source",75.5,1,"BU","Burundi",2010,"BU2010DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2010","DHS",41145,41939,"","",""
151102,"Households with an improved sanitation facility",39.9,1,"BU","Burundi",2010,"BU2010DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2010","DHS",8596,8596,"","",""
149677,"Population with an improved sanitation facility",42.2,1,"BU","Burundi",2010,"BU2010DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2010","DHS",41145,41939,"","",""
569935,"Households using an improved water source",82.9,1,"BU","Burundi",2016,"BU2016DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2016-17","DHS",15977,15977,"","",""
375856,"Population using an improved water source",82.9,1,"BU","Burundi",2016,"BU2016DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2016-17","DHS",77169,77724,"","",""
664571,"Households with an improved sanitation facility",49.8,1,"BU","Burundi",2016,"BU2016DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2016-17","DHS",15977,15977,"","",""
702108,"Population with an improved sanitation facility",52.5,1,"BU","Burundi",2016,"BU2016DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2016-17","DHS",77169,77724,"","",""
451067,"Households using an improved water source",46.3,1,"CD","Congo Democratic Republic",2007,"CD2007DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2007","DHS",8886,8886,"","",""
92076,"Population using an improved water source",48.2,1,"CD","Congo Democratic Republic",2007,"CD2007DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2007","DHS",48381,47602,"","",""
44841,"Households with an improved sanitation facility",37.8,1,"CD","Congo Democratic Republic",2007,"CD2007DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2007","DHS",8886,8886,"","",""
376379,"Population with an improved sanitation facility",40.1,1,"CD","Congo Democratic Republic",2007,"CD2007DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2007","DHS",48381,47602,"","",""
747011,"Households using an improved water source",48.8,1,"CD","Congo Democratic Republic",2013,"CD2013DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2013-14","DHS",18171,18171,"","",""
586534,"Population using an improved water source",50.4,1,"CD","Congo Democratic Republic",2013,"CD2013DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2013-14","DHS",96337,94765,"","",""
321149,"Households with an improved sanitation facility",39.7,1,"CD","Congo Democratic Republic",2013,"CD2013DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2013-14","DHS",18171,18171,"","",""
690882,"Population with an improved sanitation facility",41.1,1,"CD","Congo Democratic Republic",2013,"CD2013DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2013-14","DHS",96337,94765,"","",""
734407,"Households using an improved water source",52.5,1,"CD","Congo Democratic Republic",2023,"CD2023DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2023-24","DHS",26347,26347,"","",""
601280,"Population using an improved water source",53.7,1,"CD","Congo Democratic Republic",2023,"CD2023DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2023-24","DHS",139064,138569,"","",""
412586,"Households with an improved sanitation facility",33.5,1,"CD","Congo Democratic Republic",2023,"CD2023DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2023-24","DHS",26347,26347,"","",""
673723,"Population with an improved sanitation facility",34.7,1,"CD","Congo Democratic Republic",2023,"CD2023DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2023-24","DHS",139064,138569,"","",""
710939,"Households using an improved water source",66.3,1,"CG","Congo",2005,"CG2005DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2005","DHS",5879,5879,"","",""
763642,"Population using an improved water source",66.2,1,"CG","Congo",2005,"CG2005DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2005","DHS",30337,29868,"","",""
376995,"Households with an improved sanitation facility",19.9,1,"CG","Congo",2005,"CG2005DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2005","DHS",5879,5879,"","",""
441526,"Population with an improved sanitation facility",20.4,1,"CG","Congo",2005,"CG2005DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2005","DHS",30337,29868,"","",""
377680,"Households using an improved water source",75.7,1,"CG","Congo",2011,"CG2011DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2011-12","DHS",11632,11632,"","",""
702345,"Population using an improved water source",76.4,1,"CG","Congo",2011,"CG2011DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2011-12","DHS",50077,49556,"","",""
502775,"Households with an improved sanitation facility",41.6,1,"CG","Congo",2011,"CG2011DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2011-12","DHS",11632,11632,"","",""
560804,"Population with an improved sanitation facility",42.8,1,"CG","Congo",2011,"CG2011DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2011-12","DHS",50077,49556,"","",""
604421,"Households using an improved water source",78.4,1,"CI","Cote d'Ivoire",2012,"CI2012DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2011-12","DHS",9686,9686,"","",""
460779,"Population using an improved water source",78.5,1,"CI","Cote d'Ivoire",2012,"CI2012DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2011-12","DHS",49226,50353,"","",""
7319,"Households with an improved sanitation facility",46.8,1,"CI","Cote d'Ivoire",2012,"CI2012DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2011-12","DHS",9686,9686,"","",""
762016,"Population with an improved sanitation facility",47.1,1,"CI","Cote d'Ivoire",2012,"CI2012DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2011-12","DHS",49226,50353,"","",""
470563,"Households using an improved water source",84.9,1,"CI","Cote d'Ivoire",2021,"CI2021DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2021","DHS",14766,14766,"","",""
827883,"Population using an improved water source",84.2,1,"CI","Cote d'Ivoire",2021,"CI2021DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2021","DHS",64688,67417,"","",""
23803,"Households with an improved sanitation facility",64.1,1,"CI","Cote d'Ivoire",2021,"CI2021DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2021","DHS",14766,14766,"","",""
504076,"Population with an improved sanitation facility",62.8,1,"CI","Cote d'Ivoire",2021,"CI2021DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2021","DHS",64688,67417,"","",""
580706,"Households using an improved water source",59.6,1,"CM","Cameroon",2004,"CM2004DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2004","DHS",10462,10462,"","",""
24572,"Population using an improved water source",57.7,1,"CM","Cameroon",2004,"CM2004DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2004","DHS",49758,49478,"","",""
832250,"Households with an improved sanitation facility",35.4,1,"CM","Cameroon",2004,"CM2004DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2004","DHS",10462,10462,"","",""
792816,"Population with an improved sanitation facility",35,1,"CM","Cameroon",2004,"CM2004DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2004","DHS",49758,49478,"","",""
670758,"Households using an improved water source",71.1,1,"CM","Cameroon",2011,"CM2011DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2011","DHS",14214,14214,"","",""
703882,"Population using an improved water source",69,1,"CM","Cameroon",2011,"CM2011DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2011","DHS",70882,70551,"","",""
587870,"Households with an improved sanitation facility",59.2,1,"CM","Cameroon",2011,"CM2011DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2011","DHS",14214,14214,"","",""
484881,"Population with an improved sanitation facility",57.1,1,"CM","Cameroon",2011,"CM2011DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2011","DHS",70882,70551,"","",""
379707,"Households using an improved water source",78.8,1,"CM","Cameroon",2018,"CM2018DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2018","DHS",11710,11710,"","",""
742946,"Population using an improved water source",74.9,1,"CM","Cameroon",2018,"CM2018DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2018","DHS",58331,57624,"","",""
200798,"Households with an improved sanitation facility",61.3,1,"CM","Cameroon",2018,"CM2018DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2018","DHS",11710,11710,"","",""
20593,"Population with an improved sanitation facility",57.9,1,"CM","Cameroon",2018,"CM2018DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2018","DHS",58331,57624,"","",""
653767,"Households using an improved water source",25.3,1,"ET","Ethiopia",2000,"ET2000DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2000","DHS",14072,14072,"","",""
681598,"Population using an improved water source",23.6,1,"ET","Ethiopia",2000,"ET2000DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2000","DHS",67852,66126,"","",""
578605,"Households with an improved sanitation facility",0.6,1,"ET","Ethiopia",2000,"ET2000DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2000","DHS",14072,14072,"","",""
769843,"Population with an improved sanitation facility",0.6,1,"ET","Ethiopia",2000,"ET2000DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2000","DHS",67852,66126,"","",""
656200,"Households using an improved water source",61.6,1,"ET","Ethiopia",2005,"ET2005DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2005","DHS",13721,13721,"","",""
741241,"Population using an improved water source",60.2,1,"ET","Ethiopia",2005,"ET2005DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2005","DHS",68981,66388,"","",""
580809,"Households with an improved sanitation facility",12.9,1,"ET","Ethiopia",2005,"ET2005DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2005","DHS",13721,13721,"","",""
502510,"Population with an improved sanitation facility",12.1,1,"ET","Ethiopia",2005,"ET2005DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2005","DHS",68981,66388,"","",""
384332,"Households using an improved water source",54.4,1,"ET","Ethiopia",2011,"ET2011DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2011","DHS",16702,16702,"","",""
828579,"Population using an improved water source",51.5,1,"ET","Ethiopia",2011,"ET2011DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2011","DHS",77377,75655,"","",""
772447,"Households with an improved sanitation facility",17.8,1,"ET","Ethiopia",2011,"ET2011DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2011","DHS",16702,16702,"","",""
384366,"Population with an improved sanitation facility",15.6,1,"ET","Ethiopia",2011,"ET2011DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2011","DHS",77377,75655,"","",""
425218,"Households using an improved water source",65.2,1,"ET","Ethiopia",2016,"ET2016DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2016","DHS",16650,16650,"","",""
384650,"Population using an improved water source",62.1,1,"ET","Ethiopia",2016,"ET2016DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2016","DHS",76767,73901,"","",""
723436,"Households with an improved sanitation facility",14.8,1,"ET","Ethiopia",2016,"ET2016DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2016","DHS",16650,16650,"","",""
580894,"Population with an improved sanitation facility",12.8,1,"ET","Ethiopia",2016,"ET2016DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2016","DHS",76767,73901,"","",""
585398,"Households using an improved water source",68.7,1,"ET","Ethiopia",2019,"ET2019DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2019","DHS",8663,8663,"","",""
202940,"Population using an improved water source",67.3,1,"ET","Ethiopia",2019,"ET2019DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2019","DHS",40929,40133,"","",""
202952,"Households with an improved sanitation facility",19.5,1,"ET","Ethiopia",2019,"ET2019DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2019","DHS",8663,8663,"","",""
68177,"Population with an improved sanitation facility",17.7,1,"ET","Ethiopia",2019,"ET2019DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2019","DHS",40929,40133,"","",""
112267,"Households using an improved water source",74.9,1,"ET","Ethiopia",2024,"ET2024DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2024-25","DHS",21241,21241,"","",""
40126,"Population using an improved water source",71.6,1,"ET","Ethiopia",2024,"ET2024DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2024-25","DHS",93168,95594,"","",""
108994,"Households with an improved sanitation facility",47,1,"ET","Ethiopia",2024,"ET2024DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2024-25","DHS",21241,21241,"","",""
543085,"Population with an improved sanitation facility",45.2,1,"ET","Ethiopia",2024,"ET2024DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2024-25","DHS",93168,95594,"","",""
830566,"Households using an improved water source",78.8,1,"GA","Gabon",2000,"GA2000DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2000","DHS",6203,6203,"","",""
764265,"Population using an improved water source",78.9,1,"GA","Gabon",2000,"GA2000DHS","WS_SRCE_P_IMP",250162010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEPIMP","","2000","DHS",30733,30736,"","",""
413715,"Households with an improved sanitation facility",45.1,1,"GA","Gabon",2000,"GA2000DHS","WS_TLET_H_IMP",250261010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETHIMP","","2000","DHS",6203,6203,"","",""
433767,"Population with an improved sanitation facility",46.6,1,"GA","Gabon",2000,"GA2000DHS","WS_TLET_P_IMP",250262010,"I",1000,0,"Total","Total",0,"",1,1,"WSTLETPIMP","","2000","DHS",30733,30736,"","",""
434957,"Households using an improved water source",93.1,1,"GA","Gabon",2012,"GA2012DHS","WS_SRCE_H_IMP",250161010,"I",1000,0,"Total","Total",0,"",1,1,"WSSRCEHIMP","","2012","DHS",9755,9755,"","",""
