"svkey","regkey","imp_water","year","Value"
"ML7AFL","gao",64.3269441083063,2018,63.6
"ML7AFL","kayes",64.6066419989493,2018,66.7
"ML7AFL","kidal",48.2144994648283,2018,65.5
"ML7AFL","koulikoro",70.786701181686,2018,69.9
"ML7AFL","mopti",46.6665821319936,2018,47.3
"ML7AFL","segou",63.3114142533697,2018,63.4
"ML7AFL","sikasso",66.8113493440136,2018,67.2
"ML7AFL","tombouctou",72.3288296282895,2018,74.1
"ML8AFL","bamako",97.4448833946876,2023,99.6
"ML8AFL","gao",74.3750840495818,2023,85.4
"ML8AFL","kayes",69.1915338122474,2023,72.9
"ML8AFL","koulikoro",80.6193278473191,2023,82.2
"ML8AFL","mopti",83.3236583721437,2023,83
"ML8AFL","segou",80.384369672389,2023,80
"ML8AFL","sikasso",77.3507876794114,2023,78.6
"ML8AFL","tombouctou",88.9480833720083,2023,90
"MR71FL","adrar",69.3670251553975,2020,92.8
"MR71FL","assaba",59.0509279706234,2020,72.1
"MR71FL","brakna",89.1295881067075,2020,91.1
"MR71FL","gorgol",57.3851404522554,2020,61.2
"MR71FL","guidimagha",59.2694295848463,2020,61.9
"MR71FL","tagant",74.0013208873462,2020,78.8
"MR71FL","trarza",96.4756714773101,2020,97.4
"MW41FL","central",59.4522113709803,2000,60.7
"MW41FL","northern",67.1579673375098,2000,69.5
"MW41FL","southern",66.7929540637666,2000,68.1
"MW4EFL","central",0,2004,57.8
"MW4EFL","northern",0,2004,65.5
"MW4EFL","southern",0,2004,68.1
"MW61FL","central",73.6258191717244,2010,73.9
"MW61FL","northern",83.035172935233,2010,83.5
"MW61FL","southern",83.6586807688765,2010,84.3
"MW7AFL","central",85.820653975203,2015,86.2
"MW7AFL","northern",87.0808926918339,2015,86.9
"MW7AFL","southern",88.1504408298423,2015,88.1
"MW81FL","central",85.249175054979,2024,85.7
"MW81FL","northern",81.9236702049414,2024,82.9
"MW81FL","southern",93.2233810765553,2024,92.7
"MZ41FL","cabodelgado",22.9965011105155,2003,42.9
"MZ41FL","gaza",33.295110130671,2003,53.5
"MZ41FL","inhambane",23.9544923144581,2003,43.3
"MZ41FL","manica",24.4871774162122,2003,59.5
"MZ41FL","nampula",4.91235984337878,2003,26.2
"MZ41FL","niassa",14.2782496104243,2003,28.7
"MZ41FL","sofala",20.1468578025391,2003,53.4
"MZ41FL","tete",27.9726534748246,2003,39.8
"MZ41FL","zambezia",7.23738484700805,2003,20.7
"MZ62FL","cabodelgado",33.978886795296,2011,37.3
"MZ62FL","gaza",59.5882839022201,2011,70.1
"MZ62FL","inhambane",56.6862074581293,2011,60.9
"MZ62FL","manica",76.243344172981,2011,84.3
"MZ62FL","nampula",34.1690676999979,2011,38.5
"MZ62FL","niassa",46.1584094980004,2011,43.9
"MZ62FL","sofala",55.0539911954105,2011,65.6
"MZ62FL","tete",41.7310862258195,2011,43.5
"MZ62FL","zambezia",22.0105010400336,2011,25.5
"MZ81FL","cabodelgado",70.0152166304324,2022,71.1
"MZ81FL","gaza",93.083551590944,2022,92.2
"MZ81FL","inhambane",70.0975047753095,2022,73.6
"MZ81FL","manica",59.4019018811687,2022,57.1
"MZ81FL","nampula",43.0499629769877,2022,44.4
"MZ81FL","niassa",50.1177698420491,2022,53.3
"MZ81FL","sofala",67.7759955266389,2022,68.2
"MZ81FL","tete",67.1720982285519,2022,66.9
"MZ81FL","zambezia",45.1190122831355,2022,42.7
"NG4BFL","northcentral",30.2066765357434,2003,39.3
"NG4BFL","northeast",22.3135942991292,2003,34.6
"NG4BFL","northwest",34.5523600981624,2003,40.9
"NG4BFL","southeast",73.0893259633335,2003,79.8
"NG4BFL","southsouth",53.7669086572803,2003,56.6
"NG4BFL","southwest",59.1657349562971,2003,61.3
"NG53FL","northcentral",48.1891340885698,2008,54.1
"NG53FL","northeast",32.4946649529398,2008,35.4
"NG53FL","northwest",49.2954582614326,2008,50.8
"NG53FL","southeast",68.2270805237771,2008,72
"NG53FL","southsouth",57.2925063988357,2008,60.9
"NG53FL","southwest",78.066774730852,2008,77
"NG61FL","northcentral",39.3467769516949,2010,46.1
"NG61FL","northeast",54.4251476335661,2010,54.2
"NG61FL","northwest",47.4250995653822,2010,50.8
"NG61FL","southeast",76.3966231270666,2010,80
"NG61FL","southsouth",68.9130255280533,2010,68.6
"NG61FL","southwest",63.5337071282162,2010,66.4
"NG6AFL","northcentral",55.4202609594801,2013,59.4
"NG6AFL","northeast",49.038151969354,2013,55.4
"NG6AFL","northwest",56.5352860899616,2013,58.3
"NG6AFL","southeast",70.5549208884009,2013,76.4
"NG6AFL","southsouth",72.7810198369698,2013,75.5
"NG6AFL","southwest",85.2546558903638,2013,87.2
"NG7BFL","northcentral",68.2525545398423,2018,70.7
"NG7BFL","northeast",53.7529728693778,2018,61.6
"NG7BFL","northwest",58.0223247657599,2018,63.1
"NG7BFL","southeast",81.0845355523693,2018,87
"NG7BFL","southsouth",80.47137739703,2018,82
"NG7BFL","southwest",90.7243585556987,2018,90.9
"NG8BFL","northcentral",63.7224637449442,2024,67.7
"NG8BFL","northeast",65.3893611706294,2024,69.1
"NG8BFL","northwest",67.9216490478844,2024,70.9
"NG8BFL","southeast",82.1085559171613,2024,85.7
"NG8BFL","southsouth",85.4716682957147,2024,86.7
"NG8BFL","southwest",95.2664997101495,2024,95.7
"NI51FL","agadez",67.0439331806829,2006,64.1
"NI51FL","diffa",56.6387588857905,2006,53.3
"NI51FL","dosso",34.8463257441619,2006,34.8
"NI51FL","maradi",38.1150793442378,2006,38.5
"NI51FL","niamey",93.103339058234,2006,94.7
"NI51FL","tahoua",32.9874774210815,2006,33.2
"NI51FL","tillaberi",23.0200781350559,2006,25.5
"NI51FL","zinder",41.8485008603728,2006,42.9
"NI61FL","agadez",72.9219374424051,2012,74.1
"NI61FL","diffa",72.6602781456157,2012,75.7
"NI61FL","dosso",45.3579066840261,2012,46.3
"NI61FL","maradi",73.668028665165,2012,72.8
"NI61FL","niamey",96.7042257056544,2012,98.6
"NI61FL","tahoua",56.3268017309632,2012,56.9
"NI61FL","tillaberi",74.2441666468047,2012,73.7
"NI61FL","zinder",67.1065399639918,2012,67.2
"NM41FL","erongo",97.2918058318189,2000,100
"NM41FL","kavango",52.3803635918953,2000,50.7
"NM41FL","khomas",91.6415588515512,2000,92.6
"NM41FL","kunene",75.5727895799431,2000,80.2
"NM41FL","ohangwena",65.7622287684593,2000,61.7
"NM41FL","omaheke",82.5278364358595,2000,85.8
"NM41FL","omusati",51.8724489565819,2000,56.8
"NM41FL","oshana",81.6892396169182,2000,83.1
"NM41FL","oshikoto",69.4094575684488,2000,67.3
"NM41FL","otjozondjupa",91.4317709551874,2000,94.1
"NM51FL","erongo",90.62632794273,2006,95.2
"NM51FL","kavango",69.3887499422846,2006,71.1
"NM51FL","khomas",96.3282063502902,2006,98.6
"NM51FL","kunene",71.487748616623,2006,78.9
"NM51FL","ohangwena",85.4998047371786,2006,87.1
"NM51FL","omaheke",91.5792865865989,2006,96.3
"NM51FL","omusati",62.9526584875877,2006,66.2
"NM51FL","oshana",94.1840315729467,2006,97
"NM51FL","oshikoto",84.954822960595,2006,85.8
"NM51FL","otjozondjupa",95.1277319068921,2006,97.8
"NM61FL","erongo",97.6425263524691,2013,99.5
"NM61FL","kavango",68.0252991200636,2013,73.1
"NM61FL","khomas",97.6143502776258,2013,99.2
"NM61FL","kunene",84.8663605982815,2013,88.2
"NM61FL","ohangwena",65.5011491339305,2013,66.7
"NM61FL","omaheke",93.8684038591915,2013,97.2
"NM61FL","omusati",64.0980263000653,2013,67.8
"NM61FL","oshana",90.932764720111,2013,88.5
"NM61FL","oshikoto",82.0386864055083,2013,84.2
"NM61FL","otjozondjupa",97.2505186776743,2013,98.6
"NM61FL","zambezi",84.7687890308851,2013,87.1
"RW41FL","butare",31.5298501721262,2000,31.9
"RW41FL","byumba",46.1065573770493,2000,49.6
"RW41FL","cyangugu",42.7419354838713,2000,44.5
"RW41FL","gikongoro",31.4031180400887,2000,33.4
"RW41FL","gisenyi",42.5882352941181,2000,43
"RW41FL","gitarama",28.051001821494,2000,28.8
"RW41FL","kibungo",50.4672897196263,2000,50.1
"RW41FL","kibuye",29.5409181636727,2000,28.6
"RW41FL","ruhengeri",40.9948542024017,2000,40.1
"RW41FL","umutara",12.0588235294119,2000,12.9
"RW53FL","east",38.6753070275218,2005,38.9
"RW53FL","north",31.1123742462748,2005,31.5
"RW53FL","south",20.3051703446329,2005,21.2
"RW53FL","west",34.8218544686584,2005,35
"RW5AFL","east",45.1265031803639,2008,43.9
"RW5AFL","north",41.8054340853695,2008,41.6
"RW5AFL","south",29.8695638721637,2008,31.1
"RW5AFL","west",38.7166780305129,2008,37.7
"RW61FL","east",63.8244559233311,2010,65.2
"RW61FL","north",72.435082148211,2010,73.9
"RW61FL","south",73.6148985747322,2010,74.8
"RW61FL","west",72.0424363801249,2010,73.1
"RW70FL","east",62.7398213249629,2015,64.6
"RW70FL","north",79.6984523499296,2015,80.4
"RW70FL","south",67.7355904245041,2015,69.1
"RW70FL","west",69.8072008439597,2015,72.2
"RW81FL","east",72.3701150429118,2019,73.6
"RW81FL","kigali",96.6325679511391,2019,97.6
"RW81FL","north",80.8381564618099,2019,82.2
"RW81FL","south",79.877227747188,2019,80.2
"RW81FL","west",74.439850755423,2019,76.3
"SL51FL","eastern",47.3378888620783,2008,47.4
"SL51FL","southern",43.3475445417311,2008,44.5
"SL51FL","western",92.6927832236279,2008,92.4
"SL61FL","eastern",66.256864380754,2013,67.8
"SL61FL","northern",43.3454923358422,2013,44.7
"SL61FL","southern",55.1721452305954,2013,88.7
"SL7AFL","eastern",65.167504718112,2019,65.2
"SL7AFL","northern",57.903194581165,2019,57.7
"SL7AFL","northwestern",47.0872288785515,2019,47.8
"SL7AFL","southern",58.625295767277,2019,59.9
"SL7AFL","western",94.9639143337258,2019,95.6
"SN4AFL","dakar",96.1552659646437,2005,98
"SN4AFL","diourbel",72.1278362529103,2005,72.3
"SN4AFL","fatick",40.2727735774085,2005,41.9
"SN4AFL","louga",77.1609347080597,2005,77
"SN4AFL","matam",59.9241063002939,2005,61.4
"SN4AFL","saintlouis",72.2560498960585,2005,73.8
"SN4AFL","thies",75.9669041156416,2005,78.8
"SN4AFL","ziguinchor",28.484957341008,2005,30.1
"SN5AFL","dakar",97.4793368770098,2008,98.5
"SN5AFL","diourbel",94.6886873171278,2008,92.5
"SN5AFL","fatick",53.8254996783886,2008,56.6
"SN5AFL","louga",81.6408225552433,2008,86.3
"SN5AFL","matam",63.0118724067434,2008,63.4
"SN5AFL","saintlouis",76.7699999465888,2008,78.5
"SN5AFL","thies",65.8340381466158,2008,67.8
"SN5AFL","ziguinchor",38.6556651532158,2008,36
"SN61FL","dakar",94.6747196434285,2010,97.4
"SN61FL","diourbel",86.7050699236047,2010,88.4
"SN61FL","fatick",62.330880027465,2010,67.3
"SN61FL","kaffrine",83.5357380595829,2010,84.2
"SN61FL","kedougou",71.4345512624836,2010,69.8
"SN61FL","louga",93.3333467054798,2010,93.9
"SN61FL","matam",80.7291939914799,2010,79.3
"SN61FL","saintlouis",74.4626664401927,2010,76.8
"SN61FL","sedhiou",19.3616562885775,2010,20
"SN61FL","thies",83.7542542010034,2010,87.3
"SN61FL","ziguinchor",46.3587953619509,2010,48.2
"SN7ZFL","dakar",98.1239633362298,2017,99.6
"SN7ZFL","diourbel",62.3011832987151,2017,95
"SN7ZFL","fatick",57.6638266203795,2017,66.2
"SN7ZFL","kaffrine",92.3162283894828,2017,93.7
"SN7ZFL","kedougou",74.020073767217,2017,73.7
"SN7ZFL","louga",96.0639447384503,2017,98.6
"SN7ZFL","matam",83.124209774376,2017,86.7
"SN7ZFL","saintlouis",83.087894102998,2017,86.8
"SN7ZFL","sedhiou",24.6298302669403,2017,25.6
"SN7ZFL","thies",90.1428716532059,2017,93
"SN7ZFL","ziguinchor",37.2583833525085,2017,42.3
"SN8SFL","dakar",97.7701487103753,2023,99.9
"SN8SFL","diourbel",77.5032196512627,2023,99.4
"SN8SFL","fatick",78.7302270191613,2023,82.4
"SN8SFL","kaffrine",94.5497036816414,2023,96.5
"SN8SFL","kedougou",84.841810517605,2023,85.8
"SN8SFL","louga",98.3613514290635,2023,99.7
"SN8SFL","matam",93.5797752988891,2023,94.4
"SN8SFL","saintlouis",87.7543135980302,2023,89.8
"SN8SFL","sedhiou",43.7884963624944,2023,45
"SN8SFL","thies",94.5643081149582,2023,96.2
"SN8SFL","ziguinchor",69.5736582842218,2023,71.3
"SZ51FL","hhohho",74.7932604202159,2006,79.8
"SZ51FL","lubombo",57.3509517244545,2006,66.5
"SZ51FL","shiselweni",53.6722042651043,2006,55
"TD41FL","zone1",62.4805041080618,2004,90.4
"TD41FL","zone2",53.0343268532023,2004,55.9
"TD41FL","zone3",38.6344206010737,2004,32.5
"TD41FL","zone4",67.250181346555,2004,17.3
"TD41FL","zone5",61.6627690281316,2004,64.9
"TD41FL","zone6",46.3774930556778,2004,45.3
"TD41FL","zone7",22.0641298254541,2004,24
"TD41FL","zone8",35.6250076556608,2004,24.4
"TD71FL","barhelgazal",89.4109118733573,2014,87
"TD71FL","batha",62.3904288032874,2014,62.1
"TD71FL","borkoutibesti",30.4430866844383,2014,30.5
"TD71FL","charibaguirmi",86.4651837350231,2014,84.4
"TD71FL","ennediestennediouest",7.59586073732276,2014,7.7
"TD71FL","guera",55.0308011068405,2014,55.1
"TD71FL","hadjerlamis",94.8472168203662,2014,94.2
"TD71FL","kanem",75.9979238033644,2014,74.4
"TD71FL","lac",80.0066777999677,2014,80.3
"TD71FL","logoneoccidental",54.2890733205256,2014,56.4
"TD71FL","logoneoriental",39.65072458341,2014,41
"TD71FL","mandoul",30.7992789515607,2014,30.8
"TD71FL","mayokebbiest",51.456322038276,2014,50.5
"TD71FL","mayokebbiouest",32.935779113489,2014,34.9
"TD71FL","moyenchari",48.6549551229254,2014,51.1
"TD71FL","ouaddai",26.2508852435124,2014,25.7
"TD71FL","salamat",47.7556859881278,2014,49.5
"TD71FL","sila",52.3705903480603,2014,53.1
"TD71FL","tandjile",34.6393041032035,2014,36
"TD71FL","wadifira",9.2390361478234,2014,9
"TG61FL","centrale",72.2398109919774,2013,74.2
"TG61FL","kara",69.0723169512073,2013,70.8
"TG61FL","plateaux",46.303949346343,2013,50.5
"TG61FL","savanes",51.5972472156314,2013,53.2
"TZ4IFL","central",53.0917275679245,2004,56
"TZ4IFL","eastern",63.6178723337318,2004,74.3
"TZ4IFL","lake",32.1428742568192,2004,33.7
"TZ4IFL","northern",55.6563452783717,2004,58.8
"TZ4IFL","southern",38.2978063025545,2004,40.1
"TZ4IFL","southernhighlands",46.9748560317933,2004,45.9
"TZ4IFL","western",37.0818566238014,2004,42.2
"TZ4IFL","zanzibar",78.9824347902578,2004,82.4
"TZ63FL","central",40.4637180922694,2010,41.2
"TZ63FL","eastern",68.054442923599,2010,77.1
"TZ63FL","lake",35.1045433953912,2010,38
"TZ63FL","northern",56.6301484517283,2010,61.1
"TZ63FL","southern",43.4802354123378,2010,42.9
"TZ63FL","southernhighlands",49.8210560682012,2010,50.7
"TZ63FL","western",37.1902937580735,2010,38.2
"TZ63FL","zanzibar",77.1163520337537,2010,80.8
"TZ7BFL","central",55.4742012679551,2015,60
"TZ7BFL","eastern",71.6348133954928,2015,78.6
"TZ7BFL","lake",53.3303791374678,2015,54.3
"TZ7BFL","northern",78.9344695452624,2015,81.7
"TZ7BFL","southern",58.7440542759406,2015,61.6
"TZ7BFL","southernhighlands",60.1126793221086,2015,61.4
"TZ7BFL","southwesthighlands",46.0584646902843,2015,48.3
"TZ7BFL","western",46.2181360535342,2015,52.2
"TZ7BFL","zanzibar",95.1239027026619,2015,98.4
"TZ82FL","central",63.0263761950115,2022,64.1
"TZ82FL","eastern",85.5304464528307,2022,88.6
"TZ82FL","lake",67.9810113538365,2022,70.5
"TZ82FL","northern",69.077694928788,2022,73.9
"TZ82FL","southern",65.2946652993509,2022,66.8
"TZ82FL","southernhighlands",78.1777727600392,2022,78.8
"TZ82FL","southwesthighlands",65.0968849235187,2022,67.6
"TZ82FL","western",59.9729676141098,2022,64
"TZ82FL","zanzibar",94.9789051113769,2022,97.6
"UG41FL","central",53.3293826887047,2000,53.7
"UG41FL","eastern",57.6639390376482,2000,59.7
"UG41FL","northern",60.8593536803652,2000,62.4
"UG41FL","western",34.9056388370837,2000,37.9
"UG52FL","eastcentral",77.1850669947543,2006,78.7
"UG52FL","eastern",79.0212708312961,2006,81.5
"UG52FL","eastern",79.0212708312961,2006,83.6
"UG52FL","kampala",91.0749729380983,2006,93.8
"UG52FL","southwest",49.1225444621803,2006,50.2
"UG52FL","western",60.6273917424028,2006,61.5
"UG52FL","western",60.6273917424028,2006,56.4
"UG52FL","westnile",70.3362600180122,2006,72.7
"UG5AFL","kampala",95.9405907061757,2009,97.9
"UG5AFL","mideastern",57.5342640287611,2009,63.3
"UG5AFL","midnorthern",77.4288583869509,2009,77.4
"UG5AFL","northeast",96.5709191363558,2009,96.9
"UG5AFL","westnile",80.031814886603,2009,81.9
"UG61FL","eastcentral",84.4799180525857,2011,86.2
"UG61FL","eastern",86.3491991796374,2011,85.7
"UG61FL","eastern",86.3491991796374,2011,85.9
"UG61FL","kampala",92.2932353303417,2011,94.1
"UG61FL","karamoja",90.1193754587644,2011,91
"UG61FL","north",76.1062567970016,2011,76.9
"UG61FL","southwest",40.1457439278299,2011,43
"UG61FL","western",66.7345114833346,2011,56.3
"UG61FL","western",66.7345114833346,2011,68.5
"UG61FL","westnile",73.3616950630139,2011,73.2
"UG7BFL","acholi",80.5969890690916,2016,81.6
"UG7BFL","ankole",50.8652544677,2016,53.9
"UG7BFL","bukedi",93.4866396723328,2016,94.8
"UG7BFL","bunyoro",77.2351233420706,2016,78.2
"UG7BFL","busoga",89.3332148548678,2016,90.6
"UG7BFL","kampala",97.7495848853489,2016,99.1
"UG7BFL","kampala",97.7495848853489,2016,99.1
"UG7BFL","karamoja",89.7296286625211,2016,88
"UG7BFL","karamoja",89.7296286625211,2016,88
"UG7BFL","kigezi",62.9135278063679,2016,66.2
"UG7BFL","lango",83.2776570500876,2016,84.7
"UG7BFL","teso",92.5684189447821,2016,96.1
"UG7BFL","tooro",62.9986441777509,2016,62.9
"UG7BFL","westnile",83.6220938115947,2016,85.3
"UG7BFL","westnile",83.6220938115947,2016,85.3
"ZA71FL","freestate",95.353549753397,2016,99.9
"ZA71FL","gauteng",96.2897979357603,2016,100
"ZA71FL","kwazulunatal",85.7690918422055,2016,92.5
"ZA71FL","mpumalanga",88.1661335801345,2016,96.6
"ZA71FL","northwest",92.9635866081771,2016,99.7
"ZM42FL","central",31.7929759704251,2002,33.9
"ZM42FL","copperbelt",78.761061946903,2002,76.9
"ZM42FL","luapula",26.9315673289187,2002,25.9
"ZM42FL","lusaka",93.0357142857141,2002,93.5
"ZM42FL","northwestern",35.1612903225801,2002,35.3
"ZM42FL","southern",60.3139013452916,2002,60.4
"ZM42FL","western",24.9448123620308,2002,25.8
"ZM51FL","central",45.1488993549558,2007,46.1
"ZM51FL","copperbelt",66.4381869927643,2007,64.9
"ZM51FL","luapula",30.3389664945448,2007,30.6
"ZM51FL","lusaka",85.0110302233886,2007,84.7
"ZM51FL","northwestern",17.1873420010693,2007,16.3
"ZM51FL","southern",41.363843721476,2007,41.1
"ZM51FL","western",29.2184726072964,2007,29.4
"ZM61FL","central",54.7143474570983,2013,55.9
"ZM61FL","copperbelt",75.5449282130711,2013,76.5
"ZM61FL","eastern",72.7646297810109,2013,72.8
"ZM61FL","luapula",42.9508703200605,2013,41.9
"ZM61FL","lusaka",96.259803478839,2013,96.9
"ZM61FL","muchinga",35.0534352209679,2013,34.9
"ZM61FL","northern",30.4475769716422,2013,30.7
"ZM61FL","northwestern",49.4881332396172,2013,49.6
"ZM61FL","southern",66.7413898361153,2013,67.7
"ZM61FL","western",43.4938625398287,2013,43.2
"ZM71FL","central",73.1873696018656,2018,75.1
"ZM71FL","copperbelt",80.9812712738986,2018,81.7
"ZM71FL","eastern",79.1588230255361,2018,80.4
"ZM71FL","luapula",55.8696377708218,2018,58.1
"ZM71FL","lusaka",96.2848724799321,2018,98.1
"ZM71FL","muchinga",51.4782382533669,2018,52.2
"ZM71FL","northern",38.4895941363347,2018,39.9
"ZM71FL","northwestern",66.3669480944594,2018,67.3
"ZM71FL","southern",69.3984850065114,2018,70.6
"ZM71FL","western",45.9139858321682,2018,45.6
"ZM81FL","central",70.305051614104,2024,71
"ZM81FL","copperbelt",74.2750829988274,2024,77
"ZM81FL","eastern",77.9641721360598,2024,80.8
"ZM81FL","luapula",44.7717993986235,2024,43.1
"ZM81FL","lusaka",96.9577007818601,2024,97.9
"ZM81FL","muchinga",45.6772976558225,2024,48.1
"ZM81FL","northern",38.5924497487211,2024,37.6
"ZM81FL","northwestern",58.7114890667717,2024,61.1
"ZM81FL","southern",74.7606478759779,2024,76.7
"ZM81FL","western",60.1497156771333,2024,60.8
"ZW52FL","bulawayo",98.2950379022759,2005,99.9
"ZW52FL","manicaland",74.5319819640318,2005,77.5
"ZW52FL","mashonalandcentral",71.0914812751131,2005,73.3
"ZW52FL","mashonalandeast",78.5858543473457,2005,81.1
"ZW52FL","mashonalandwest",70.4170014024976,2005,71.2
"ZW52FL","masvingo",47.6044798958874,2005,56.7
"ZW52FL","matabelelandnorth",80.9399162886703,2005,81.5
"ZW52FL","matabelelandsouth",71.8616640243477,2005,73.3
"ZW52FL","midlands",71.017708760085,2005,74.5
"ZW62FL","bulawayo",98.5798127286294,2010,100
"ZW62FL","manicaland",73.7939804140751,2010,76.9
"ZW62FL","mashonalandcentral",71.2953316083625,2010,73.9
"ZW62FL","mashonalandeast",78.9222230180854,2010,80.5
"ZW62FL","mashonalandwest",73.0213134584601,2010,75.4
"ZW62FL","masvingo",66.8777731132389,2010,69.6
"ZW62FL","matabelelandnorth",66.1245664180196,2010,69.1
"ZW62FL","matabelelandsouth",68.6891261012873,2010,71.3
"ZW62FL","midlands",72.286037768548,2010,75.5
"ZW72FL","bulawayo",99.2942202337309,2015,99.7
"ZW72FL","hararechitungwiza",94.6968224157978,2015,97.3
"ZW72FL","manicaland",72.662794098812,2015,75
"ZW72FL","mashonalandcentral",65.7738930874295,2015,69.2
"ZW72FL","mashonalandeast",71.4002832427333,2015,72.7
"ZW72FL","mashonalandwest",72.653159839688,2015,77.2
"ZW72FL","masvingo",63.3433557567383,2015,66.5
"ZW72FL","matabelelandnorth",79.0861371678706,2015,79.7
"ZW72FL","matabelelandsouth",81.3904132257489,2015,80.8
"ZW72FL","midlands",67.6577631764809,2015,73.2
