"svkey","regkey","imp_water","imp_sanit","imp_water_api","imp_water_api_source","imp_sanit_api","imp_sanit_api_source"
"SL51FL","eastern",47.3378888620783,45.7963048348198,47.4,"regional",44.9,"regional"
"SL51FL","northern",35.731643038879,35.3365161960582,51.4,"national",44,"national"
"SL51FL","southern",43.3475445417311,22.0801143950711,44.5,"regional",24.9,"regional"
"SL51FL","western",92.6927832236279,79.0321023530894,92.4,"regional",80,"regional"
"SL61FL","eastern",66.256864380754,46.6124512462329,67.8,"regional",46.4,"regional"
"SL61FL","northern",43.3454923358422,42.8583945054564,44.7,"regional",43.1,"regional"
"SL61FL","southern",55.1721452305954,39.98547961219,88.7,"regional",70.3,"regional"
"SL61FL","western",91.4179055479893,75.7701540652343,60.9,"national",49.3,"national"
"SL7AFL","eastern",65.167504718112,46.5157638431242,65.2,"regional",48.4,"regional"
"SL7AFL","northern",57.903194581165,35.5876458349675,57.7,"regional",35.9,"regional"
"SL7AFL","northwestern",47.0872288785515,52.9818649683723,47.8,"regional",53.1,"regional"
"SL7AFL","southern",58.625295767277,41.3049690852426,59.9,"regional",41,"regional"
"SL7AFL","western",94.9639143337258,86.4393483751496,95.6,"regional",87.4,"regional"
"ST51FL","central",97.2364558888894,0,94.2,"national",38.1,"national"
"ST51FL","north",93.3872258830976,0,94.2,"national",38.1,"national"
"ST51FL","principe",60.5324993678489,0,94.2,"national",38.1,"national"
"ST51FL","south",94.1396089969154,0,94.2,"national",38.1,"national"
"SZ51FL","hhohho",74.7932604202159,36.8144829479854,79.8,"regional",39.8,"regional"
"SZ51FL","lubombo",57.3509517244545,30.8422248842622,66.5,"regional",39,"regional"
"SZ51FL","shiselweni",53.6722042651043,22.3750542344507,55,"regional",24.7,"regional"
"TD41FL","zone1",62.4805041080618,33.5757721857396,90.4,"regional",31,"regional"
"TD41FL","zone2",53.0343268532023,4.93000061194931,55.9,"regional",4.6,"regional"
"TD41FL","zone3",38.6344206010737,0.152443348210326,32.5,"regional",0.2,"regional"
"TD41FL","zone4",67.250181346555,0.957494082127755,17.3,"regional",0.9,"regional"
"TD41FL","zone5",61.6627690281316,1.2303841677563,64.9,"regional",1.1,"regional"
"TD41FL","zone6",46.3774930556778,0.601074878959934,45.3,"regional",0.8,"regional"
"TD41FL","zone7",22.0641298254541,1.16572699228286,24,"regional",2,"regional"
"TD41FL","zone8",35.6250076556608,0.65526760093516,24.4,"regional",0.7,"regional"
"TD71FL","barhelgazal",89.4109118733573,5.57928603447493,87,"regional",4.8,"regional"
"TD71FL","batha",62.3904288032874,5.72761357985599,62.1,"regional",5.7,"regional"
"TD71FL","borkoutibesti",30.4430866844383,13.600372510226,30.5,"regional",12.6,"regional"
"TD71FL","charibaguirmi",86.4651837350231,11.8292999733772,84.4,"regional",11.2,"regional"
"TD71FL","ennediestennediouest",7.59586073732276,0.295586983204515,7.7,"regional",0.8,"regional"
"TD71FL","guera",55.0308011068405,10.9490067642245,55.1,"regional",10.5,"regional"
"TD71FL","hadjerlamis",94.8472168203662,7.97688463695159,94.2,"regional",6.9,"regional"
"TD71FL","kanem",75.9979238033644,2.12225174690794,74.4,"regional",2.6,"regional"
"TD71FL","lac",80.0066777999677,1.81503017241965,80.3,"regional",1.6,"regional"
"TD71FL","logoneoccidental",54.2890733205256,21.464083479283,56.4,"regional",23.1,"regional"
"TD71FL","logoneoriental",39.65072458341,5.31044262679167,41,"regional",7.4,"regional"
"TD71FL","mandoul",30.7992789515607,7.20834112015551,30.8,"regional",7.1,"regional"
"TD71FL","mayokebbiest",51.456322038276,6.07972955100685,50.5,"regional",6.2,"regional"
"TD71FL","mayokebbiouest",32.935779113489,9.96180485255164,34.9,"regional",12.8,"regional"
"TD71FL","moyenchari",48.6549551229254,19.8876371682514,51.1,"regional",22,"regional"
"TD71FL","ndjamena",97.0534119279158,67.9673577450051,55.8,"national",13.9,"national"
"TD71FL","ouaddai",26.2508852435124,8.55591878497704,25.7,"regional",7.5,"regional"
"TD71FL","salamat",47.7556859881278,9.80260717551965,49.5,"regional",8.6,"regional"
"TD71FL","sila",52.3705903480603,10.8427991939765,53.1,"regional",9.4,"regional"
"TD71FL","tandjile",34.6393041032035,10.7130375221956,36,"regional",10.8,"regional"
"TD71FL","wadifira",9.2390361478234,1.95007078605978,9,"regional",2,"regional"
"TG61FL","centrale",72.2398109919774,29.1522326352809,74.2,"regional",31.1,"regional"
"TG61FL","greaterlomearea",86.5064041381689,88.801751106961,67.7,"national",43.4,"national"
"TG61FL","kara",69.0723169512073,16.5904468942349,70.8,"regional",20.6,"regional"
"TG61FL","maritimeexcludinggreaterlomearea",50.5183068593851,34.0936063999422,67.7,"national",43.4,"national"
"TG61FL","plateaux",46.303949346343,17.5339851320543,50.5,"regional",20.7,"regional"
"TG61FL","savanes",51.5972472156314,14.4369019406844,53.2,"regional",15.3,"regional"
"TZ4IFL","central",53.0917275679245,3.90456388210756,56,"regional",4.2,"regional"
"TZ4IFL","eastern",63.6178723337318,11.5017939547319,74.3,"regional",12.8,"regional"
"TZ4IFL","lake",32.1428742568192,6.6708398298342,33.7,"regional",7.3,"regional"
"TZ4IFL","northern",55.6563452783717,7.85737166397846,58.8,"regional",7.9,"regional"
"TZ4IFL","southern",38.2978063025545,3.44607239951464,40.1,"regional",3.4,"regional"
"TZ4IFL","southernhighlands",46.9748560317933,2.8294952911044,45.9,"regional",3.2,"regional"
"TZ4IFL","western",37.0818566238014,2.17688032751636,42.2,"regional",2.8,"regional"
"TZ4IFL","zanzibar",78.9824347902578,15.9781407553069,82.4,"regional",16.4,"regional"
"TZ63FL","central",40.4637180922694,7.89445245771196,41.2,"regional",9,"regional"
"TZ63FL","eastern",68.054442923599,28.386227211138,77.1,"regional",28.4,"regional"
"TZ63FL","lake",35.1045433953912,13.0300659585076,38,"regional",13.5,"regional"
"TZ63FL","northern",56.6301484517283,16.4503878156302,61.1,"regional",19.3,"regional"
"TZ63FL","southern",43.4802354123378,28.6102653554451,42.9,"regional",27.9,"regional"
"TZ63FL","southernhighlands",49.8210560682012,24.9927664570101,50.7,"regional",24.4,"regional"
"TZ63FL","western",37.1902937580735,13.0472229584744,38.2,"regional",14,"regional"
"TZ63FL","zanzibar",77.1163520337537,56.8760864408635,80.8,"regional",57.8,"regional"
"TZ7BFL","central",55.4742012679551,16.0907293959944,60,"regional",68.8,"regional"
"TZ7BFL","eastern",71.6348133954928,69.845900742089,78.6,"regional",92.9,"regional"
"TZ7BFL","lake",53.3303791374678,20.2633862875506,54.3,"regional",65,"regional"
"TZ7BFL","northern",78.9344695452624,49.9327605328687,81.7,"regional",77.9,"regional"
"TZ7BFL","southern",58.7440542759406,15.8963603777034,61.6,"regional",91.4,"regional"
"TZ7BFL","southernhighlands",60.1126793221086,34.3583445472477,61.4,"regional",84.3,"regional"
"TZ7BFL","southwesthighlands",46.0584646902843,25.7426866397491,48.3,"regional",67.7,"regional"
"TZ7BFL","western",46.2181360535342,17.350463927885,52.2,"regional",54.2,"regional"
"TZ7BFL","zanzibar",95.1239027026619,70.3496109856568,98.4,"regional",77.5,"regional"
"TZ82FL","central",63.0263761950115,72.7096813965452,64.1,"regional",73.3,"regional"
"TZ82FL","eastern",85.5304464528307,88.0745891767121,88.6,"regional",89.6,"regional"
"TZ82FL","lake",67.9810113538365,68.5582464370599,70.5,"regional",68.1,"regional"
"TZ82FL","northern",69.077694928788,73.6678378507743,73.9,"regional",79.3,"regional"
"TZ82FL","southern",65.2946652993509,73.3259580762364,66.8,"regional",72.2,"regional"
"TZ82FL","southernhighlands",78.1777727600392,88.5570446083194,78.8,"regional",88.4,"regional"
"TZ82FL","southwesthighlands",65.0968849235187,72.9092152655464,67.6,"regional",73.6,"regional"
"TZ82FL","western",59.9729676141098,45.3871707431355,64,"regional",47.7,"regional"
"TZ82FL","zanzibar",94.9789051113769,88.9146561989779,97.6,"regional",90.8,"regional"
"UG41FL","central",53.3293826887047,6.58359149814333,53.7,"regional",7,"regional"
"UG41FL","eastern",57.6639390376482,2.50554691656089,59.7,"regional",2.3,"regional"
"UG41FL","northern",60.8593536803652,3.12058183249357,62.4,"regional",3,"regional"
"UG41FL","western",34.9056388370837,1.7026714435574,37.9,"regional",2,"regional"
"UG52FL","central1",44.4524266887664,95.7949372184937,68,"national",26.9,"national"
"UG52FL","central2",63.7735617078391,97.5256844112774,68,"national",26.9,"national"
"UG52FL","eastcentral",77.1850669947543,89.7749772707442,78.7,"regional",28.8,"regional"
"UG52FL","eastern",79.0212708312961,69.8560438969483,81.5,"regional",18.1,"regional"
"UG52FL","kampala",91.0749729380983,98.1457573118882,93.8,"regional",80.2,"regional"
"UG52FL","north",71.2501412907007,67.7914516733179,68,"national",26.9,"national"
"UG52FL","southwest",49.1225444621803,97.8666708437298,50.2,"regional",10,"regional"
"UG52FL","western",60.6273917424028,92.4115736454486,56.4,"regional",11.6,"regional"
"UG52FL","westnile",70.3362600180122,86.0245511097418,72.7,"regional",14.9,"regional"
"UG5AFL","central1",74.5852437595671,97.4695674370861,70.3,"national",32.5,"national"
"UG5AFL","central2",66.8864016072899,98.0756484732195,70.3,"national",32.5,"national"
"UG5AFL","eastcentral",79.4475342799898,98.3109220829282,70.3,"national",32.5,"national"
"UG5AFL","kampala",95.9405907061757,98.6724967252381,97.9,"regional",93.7,"regional"
"UG5AFL","mideastern",57.5342640287611,92.115759570273,63.3,"regional",12.8,"regional"
"UG5AFL","midnorthern",77.4288583869509,84.6407791884877,77.4,"regional",20.7,"regional"
"UG5AFL","midwestern",60.6544731318934,91.7655756422508,70.3,"national",32.5,"national"
"UG5AFL","northeast",96.5709191363558,62.3345314504434,96.9,"regional",26,"regional"
"UG5AFL","southwestern",43.874440602774,98.348889280971,70.3,"national",32.5,"national"
"UG5AFL","westnile",80.031814886603,93.6822160341133,81.9,"regional",13.6,"regional"
"UG61FL","central1",48.7913765931604,95.0187452523375,71.4,"national",35.2,"national"
"UG61FL","central2",65.4925099618006,94.3163786576013,71.4,"national",35.2,"national"
"UG61FL","eastcentral",84.4799180525857,90.7302570241741,86.2,"regional",35.2,"regional"
"UG61FL","eastern",86.3491991796374,83.7872179946726,85.9,"regional",28.6,"regional"
"UG61FL","kampala",92.2932353303417,97.1998984416945,94.1,"regional",81.4,"regional"
"UG61FL","karamoja",90.1193754587644,34.2541112357028,91,"regional",11.4,"regional"
"UG61FL","north",76.1062567970016,79.3205901386964,76.9,"regional",20.1,"regional"
"UG61FL","southwest",40.1457439278299,95.7185420208379,43,"regional",11.9,"regional"
"UG61FL","western",66.7345114833346,96.2841482991842,56.3,"regional",21.7,"regional"
"UG61FL","westnile",73.3616950630139,87.5709306817778,73.2,"regional",10.4,"regional"
"UG7BFL","acholi",80.5969890690916,28.262140584121,81.6,"regional",28.8,"regional"
"UG7BFL","ankole",50.8652544677,25.1962208522187,53.9,"regional",26.9,"regional"
"UG7BFL","bugishu",84.7598217394409,16.987173820411,79.2,"national",38.9,"national"
"UG7BFL","bukedi",93.4866396723328,30.1013285238309,94.8,"regional",30.6,"regional"
"UG7BFL","bunyoro",77.2351233420706,29.0149531317219,78.2,"regional",30.2,"regional"
"UG7BFL","busoga",89.3332148548678,46.9648762942156,90.6,"regional",47,"regional"
"UG7BFL","kampala",97.7495848853489,91.4452068321737,99.1,"regional",93.8,"regional"
"UG7BFL","karamoja",89.7296286625211,5.35663020475968,88,"regional",6.7,"regional"
"UG7BFL","kigezi",62.9135278063679,21.2448413864419,66.2,"regional",21.7,"regional"
"UG7BFL","lango",83.2776570500876,16.7008612730913,84.7,"regional",17.9,"regional"
"UG7BFL","teso",92.5684189447821,32.2528744552862,96.1,"regional",35,"regional"
"UG7BFL","tooro",62.9986441777509,20.6695316272933,62.9,"regional",20.3,"regional"
"UG7BFL","westnile",83.6220938115947,12.5925701766837,85.3,"regional",11.7,"regional"
"ZA71FL","freestate",95.353549753397,79.8453518903182,99.9,"regional",96,"regional"
"ZA71FL","gauteng",96.2897979357603,80.5768540234835,100,"regional",98.8,"regional"
"ZA71FL","kwazulunatal",85.7690918422055,68.5516879507418,92.5,"regional",96.1,"regional"
"ZA71FL","limpopo",83.0566538109623,48.6356595117552,95.3,"national",95.6,"national"
"ZA71FL","mpumalanga",88.1661335801345,45.811843737371,96.6,"regional",90,"regional"
"ZA71FL","northwest",92.9635866081771,58.6764942086953,99.7,"regional",95.3,"regional"
"ZM42FL","central",31.7929759704251,12.3844731977819,33.9,"regional",13.2,"regional"
"ZM42FL","copperbelt",78.761061946903,60.854092526691,76.9,"regional",57.4,"regional"
"ZM42FL","eastern",42.6332288401253,5.96546310832023,51.3,"national",17.2,"national"
"ZM42FL","luapula",26.9315673289187,0.4424778761062,25.9,"regional",0.5,"regional"
"ZM42FL","lusaka",93.0357142857141,24.3291592128802,93.5,"regional",23.5,"regional"
"ZM42FL","northern",29.3187347931879,7.29927007299284,51.3,"national",17.2,"national"
"ZM42FL","northwestern",35.1612903225801,1.93861066235862,35.3,"regional",2.2,"regional"
"ZM42FL","southern",60.3139013452916,11.6591928251122,60.4,"regional",11.5,"regional"
"ZM42FL","western",24.9448123620308,0.662251655629135,25.8,"regional",0.9,"regional"
"ZM51FL","central",45.1488993549558,20.6887252412838,46.1,"regional",20.7,"regional"
"ZM51FL","copperbelt",66.4381869927643,61.2232102519537,64.9,"regional",60.5,"regional"
"ZM51FL","eastern",16.5329788351638,19.4081550990279,41.1,"national",35.5,"national"
"ZM51FL","luapula",30.3389664945448,18.2547207652544,30.6,"regional",18,"regional"
"ZM51FL","lusaka",85.0110302233886,77.8799657823129,84.7,"regional",77.4,"regional"
"ZM51FL","northern",20.0711479761707,31.8029665845843,41.1,"national",35.5,"national"
"ZM51FL","northwestern",17.1873420010693,5.29813169710006,16.3,"regional",5.9,"regional"
"ZM51FL","southern",41.363843721476,41.5754187644575,41.1,"regional",40.2,"regional"
"ZM51FL","western",29.2184726072964,3.70590890401537,29.4,"regional",3.6,"regional"
"ZM61FL","central",54.7143474570983,45.438696995857,55.9,"regional",45.3,"regional"
"ZM61FL","copperbelt",75.5449282130711,60.8770189816532,76.5,"regional",61,"regional"
"ZM61FL","eastern",72.7646297810109,34.5101007543015,72.8,"regional",36.2,"regional"
"ZM61FL","luapula",42.9508703200605,42.2351047719153,41.9,"regional",41.4,"regional"
"ZM61FL","lusaka",96.259803478839,83.301982408245,96.9,"regional",83.6,"regional"
"ZM61FL","muchinga",35.0534352209679,29.5035792852823,34.9,"regional",29,"regional"
"ZM61FL","northern",30.4475769716422,20.2337160376417,30.7,"regional",20.5,"regional"
"ZM61FL","northwestern",49.4881332396172,10.913887757042,49.6,"regional",11.5,"regional"
"ZM61FL","southern",66.7413898361153,33.9492828625988,67.7,"regional",35,"regional"
"ZM61FL","western",43.4938625398287,12.235465779276,43.2,"regional",12.7,"regional"
"ZM71FL","central",73.1873696018656,39.3192295490405,75.1,"regional",41.3,"regional"
"ZM71FL","copperbelt",80.9812712738986,76.0204998110387,81.7,"regional",75.5,"regional"
"ZM71FL","eastern",79.1588230255361,35.9257400807782,80.4,"regional",39.1,"regional"
"ZM71FL","luapula",55.8696377708218,45.8130854689991,58.1,"regional",48.2,"regional"
"ZM71FL","lusaka",96.2848724799321,78.3871370717865,98.1,"regional",80.1,"regional"
"ZM71FL","muchinga",51.4782382533669,50.0030396318749,52.2,"regional",50.8,"regional"
"ZM71FL","northern",38.4895941363347,52.9456180817898,39.9,"regional",54.6,"regional"
"ZM71FL","northwestern",66.3669480944594,46.4371874566948,67.3,"regional",47.5,"regional"
"ZM71FL","southern",69.3984850065114,49.9793364667819,70.6,"regional",50.8,"regional"
"ZM71FL","western",45.9139858321682,5.68463922633747,45.6,"regional",5.9,"regional"
"ZM81FL","central",70.305051614104,49.7414927319728,71,"regional",50.6,"regional"
"ZM81FL","copperbelt",74.2750829988274,76.0492238213328,77,"regional",76.6,"regional"
"ZM81FL","eastern",77.9641721360598,48.889286025202,80.8,"regional",48.4,"regional"
"ZM81FL","luapula",44.7717993986235,43.529317794487,43.1,"regional",43.7,"regional"
"ZM81FL","lusaka",96.9577007818601,85.9393385429701,97.9,"regional",86.4,"regional"
"ZM81FL","muchinga",45.6772976558225,72.2734826596229,48.1,"regional",72,"regional"
"ZM81FL","northern",38.5924497487211,30.316090699933,37.6,"regional",32.5,"regional"
"ZM81FL","northwestern",58.7114890667717,30.1773760270345,61.1,"regional",31.9,"regional"
"ZM81FL","southern",74.7606478759779,54.2062456263706,76.7,"regional",54.5,"regional"
"ZM81FL","western",60.1497156771333,33.9701595459353,60.8,"regional",34.4,"regional"
"ZW52FL","bulawayo",98.2950379022759,99.1321027502675,99.9,"regional",99.6,"regional"
"ZW52FL","harare",97.7998162839236,98.074527530154,78.5,"national",65,"national"
"ZW52FL","manicaland",74.5319819640318,60.5617827302914,77.5,"regional",62.8,"regional"
"ZW52FL","mashonalandcentral",71.0914812751131,52.5427309771189,73.3,"regional",55.8,"regional"
"ZW52FL","mashonalandeast",78.5858543473457,68.1398391155428,81.1,"regional",70.3,"regional"
"ZW52FL","mashonalandwest",70.4170014024976,64.3245520471158,71.2,"regional",61.9,"regional"
"ZW52FL","masvingo",47.6044798958874,33.1580254563972,56.7,"regional",43.6,"regional"
"ZW52FL","matabelelandnorth",80.9399162886703,28.778432178558,81.5,"regional",32.4,"regional"
"ZW52FL","matabelelandsouth",71.8616640243477,57.8781834898138,73.3,"regional",60.2,"regional"
"ZW52FL","midlands",71.017708760085,51.8930235291601,74.5,"regional",57.1,"regional"
"ZW62FL","bulawayo",98.5798127286294,97.1241171336915,100,"regional",98.3,"regional"
"ZW62FL","harare",87.5686731900369,90.9880983067627,79,"national",64.5,"national"
"ZW62FL","manicaland",73.7939804140751,58.5304622195219,76.9,"regional",65.9,"regional"
"ZW62FL","mashonalandcentral",71.2953316083625,54.5632268528408,73.9,"regional",57.7,"regional"
"ZW62FL","mashonalandeast",78.9222230180854,63.0996368417785,80.5,"regional",68.6,"regional"
"ZW62FL","mashonalandwest",73.0213134584601,54.3528747180176,75.4,"regional",54,"regional"
"ZW62FL","masvingo",66.8777731132389,39.6962295966518,69.6,"regional",43.2,"regional"
"ZW62FL","matabelelandnorth",66.1245664180196,33.1394878541915,69.1,"regional",35.1,"regional"
"ZW62FL","matabelelandsouth",68.6891261012873,49.1999240590878,71.3,"regional",49.5,"regional"
"ZW62FL","midlands",72.286037768548,53.7609656267923,75.5,"regional",58.2,"regional"
"ZW72FL","bulawayo",99.2942202337309,97.9104889466181,99.7,"regional",98.7,"regional"
"ZW72FL","hararechitungwiza",94.6968224157978,94.488390420239,97.3,"regional",96.9,"regional"
"ZW72FL","manicaland",72.662794098812,62.3977601902091,75,"regional",65,"regional"
"ZW72FL","mashonalandcentral",65.7738930874295,52.0568777100633,69.2,"regional",55.2,"regional"
"ZW72FL","mashonalandeast",71.4002832427333,63.7167787998943,72.7,"regional",68.1,"regional"
"ZW72FL","mashonalandwest",72.653159839688,55.3339474530778,77.2,"regional",59.4,"regional"
"ZW72FL","masvingo",63.3433557567383,48.0374740824362,66.5,"regional",52.3,"regional"
"ZW72FL","matabelelandnorth",79.0861371678706,36.8278816363452,79.7,"regional",42.3,"regional"
"ZW72FL","matabelelandsouth",81.3904132257489,54.4163206161172,80.8,"regional",57.5,"regional"
"ZW72FL","midlands",67.6577631764809,58.5733192383763,73.2,"regional",60.8,"regional"
