"svkey","regkey","imp_water","imp_sanit","imp_water_api","imp_water_api_source","imp_sanit_api","imp_sanit_api_source"
"MD81FL","hautematsiatra",35.1043182524758,43.8331336337318,37.6,"regional",42.7,"regional"
"MD81FL","ihorombe",36.1250550438477,5.46088555125754,38.4,"regional",6.1,"regional"
"MD81FL","itasy",57.9890649758187,56.8725559532531,60.4,"regional",56.7,"regional"
"MD81FL","melaky",32.3772535419071,19.1299130704517,32.7,"regional",18.8,"regional"
"MD81FL","menabe",28.9379804258796,1.68651439394481,31.2,"regional",1.8,"regional"
"MD81FL","sava",47.4281016034968,29.6315539502873,48.8,"regional",32.3,"regional"
"MD81FL","sofia",16.7618589939475,43.8564151597065,18.4,"regional",42.7,"regional"
"MD81FL","vakinankaratra",57.2884349496594,25.9418322501949,48,"national",33.8,"national"
"MD81FL","vatovavyfitovinany",25.9786766949281,8.1645785756643,28.5,"regional",7.9,"regional"
"ML41FL","bamako",88.9530103636257,46.3835270360624,89.4,"regional",47.5,"regional"
"ML41FL","kayes",35.6299306455583,22.3148737068185,38.3,"regional",20.5,"regional"
"ML41FL","kidalgaotimbouctou",24.7475985378427,12.7663104405512,41.9,"national",15,"national"
"ML41FL","koulikoro",31.7690873426574,3.08178707621307,28.6,"regional",4.6,"regional"
"ML41FL","mopti",34.8888680764457,8.78057578727026,34.8,"regional",6.6,"regional"
"ML41FL","segou",31.473188255826,7.33335443972975,32.1,"regional",5.1,"regional"
"ML41FL","sikasso",48.6179441712498,18.6324962183236,47.1,"regional",17.9,"regional"
"ML53FL","bamako",95.1195218773608,61.0311040014331,95.6,"regional",61.7,"regional"
"ML53FL","gao",54.6478774808073,27.6010374118791,56.1,"regional",28,"regional"
"ML53FL","kayes",57.540384663852,27.1179621277338,59,"regional",28.8,"regional"
"ML53FL","kidal",28.02885332403,95.4714330662767,27.2,"regional",90.6,"regional"
"ML53FL","koulikoro",39.8415338709174,12.4188623279596,41.1,"regional",13.5,"regional"
"ML53FL","mopti",49.3242833213656,14.1106772494656,47.5,"regional",12.9,"regional"
"ML53FL","segou",50.7375423340814,11.912094382379,51.5,"regional",11.5,"regional"
"ML53FL","sikasso",56.0043638814865,11.7751964773519,55.8,"regional",11.7,"regional"
"ML53FL","tombouctou",47.3370467774673,9.16244307246263,48.8,"regional",10.1,"regional"
"ML6AFL","bamako",97.345628733644,89.6796189449288,98.5,"regional",90.6,"regional"
"ML6AFL","kayes",67.1595214567093,41.6407024860676,68.5,"regional",41.9,"regional"
"ML6AFL","koulikoro",57.0299652499882,38.1347646674405,58.3,"regional",39.1,"regional"
"ML6AFL","mopti",57.8595879487631,23.0140662985222,57.1,"regional",23.5,"regional"
"ML6AFL","segou",62.0940777458446,33.7788351781022,61.9,"regional",35.2,"regional"
"ML6AFL","sikasso",67.8605765409539,35.3797422780931,65.9,"regional",34,"regional"
"ML7AFL","bamako",94.3695828381708,90.179172936879,98.9,"regional",91,"regional"
"ML7AFL","gao",64.3269441083063,41.9769475664556,63.6,"regional",44.5,"regional"
"ML7AFL","kayes",64.6066419989493,69.3433165163902,66.7,"regional",70.1,"regional"
"ML7AFL","kidal",48.2144994648283,28.7561189821019,65.5,"regional",28.3,"regional"
"ML7AFL","koulikoro",70.786701181686,50.0967238762476,69.9,"regional",48.4,"regional"
"ML7AFL","mopti",46.6665821319936,40.0860882833895,47.3,"regional",39.6,"regional"
"ML7AFL","segou",63.3114142533697,50.063137916236,63.4,"regional",49.5,"regional"
"ML7AFL","sikasso",66.8113493440136,47.3031888319946,67.2,"regional",46.6,"regional"
"ML7AFL","tombouctou",72.3288296282895,24.6436980482908,74.1,"regional",26.7,"regional"
"ML8AFL","bamako",97.4448833946876,97.801692908235,99.6,"regional",97.6,"regional"
"ML8AFL","gao",74.3750840495818,65.6593480266974,85.4,"regional",64.9,"regional"
"ML8AFL","kayes",69.1915338122474,72.9423602491352,72.9,"regional",74.2,"regional"
"ML8AFL","kidal",87.729851802862,77.726051616749,83.1,"national",71.9,"national"
"ML8AFL","koulikoro",80.6193278473191,74.059266958418,82.2,"regional",74.7,"regional"
"ML8AFL","mopti",83.3236583721437,59.8402869902973,83,"regional",59.2,"regional"
"ML8AFL","segou",80.384369672389,66.9157798536261,80,"regional",66,"regional"
"ML8AFL","sikasso",77.3507876794114,62.1206410960391,78.6,"regional",62.8,"regional"
"ML8AFL","tombouctou",88.9480833720083,32.1777205352545,90,"regional",34,"regional"
"MZ41FL","cabodelgado",22.9965011105155,0.145525255074539,42.9,"regional",0.1,"regional"
"MZ41FL","gaza",33.295110130671,0.71907303085978,53.5,"regional",0.5,"regional"
"MZ41FL","inhambane",23.9544923144581,0.782277698618654,43.3,"regional",0.4,"regional"
"MZ41FL","manica",24.4871774162122,1.3099013895917,59.5,"regional",0.9,"regional"
"MZ41FL","maputo",11.4811542813612,13.3142228144396,42,"national",2.3,"national"
"MZ41FL","maputocity",0.49913554169978,30.7072483829427,42,"national",2.3,"national"
"MZ41FL","nampula",4.91235984337878,0.898481137802052,26.2,"regional",0.6,"regional"
"MZ41FL","niassa",14.2782496104243,0.894340644480616,28.7,"regional",0.3,"regional"
"MZ41FL","sofala",20.1468578025391,4.47929657126717,53.4,"regional",3.8,"regional"
"MZ41FL","tete",27.9726534748246,2.21183384271568,39.8,"regional",2.2,"regional"
"MZ41FL","zambezia",7.23738484700805,0.72994541154321,20.7,"regional",0.5,"regional"
"MZ62FL","cabodelgado",33.978886795296,6.66815207331701,37.3,"regional",6.2,"regional"
"MZ62FL","gaza",59.5882839022201,36.5793580586845,70.1,"regional",34.8,"regional"
"MZ62FL","inhambane",56.6862074581293,19.3066349539856,60.9,"regional",17.8,"regional"
"MZ62FL","manica",76.243344172981,28.3836355373424,84.3,"regional",29.5,"regional"
"MZ62FL","maputo",69.8754540827441,55.0428640559408,51.2,"national",26.1,"national"
"MZ62FL","maputocity",80.9815786272906,88.0456208367132,51.2,"national",26.1,"national"
"MZ62FL","nampula",34.1690676999979,26.8906144390748,38.5,"regional",24.8,"regional"
"MZ62FL","niassa",46.1584094980004,31.5862749525974,43.9,"regional",30.2,"regional"
"MZ62FL","sofala",55.0539911954105,33.8457106029413,65.6,"regional",34.1,"regional"
"MZ62FL","tete",41.7310862258195,23.3374747703875,43.5,"regional",22.3,"regional"
"MZ62FL","zambezia",22.0105010400336,7.16931495930544,25.5,"regional",8.1,"regional"
"MZ81FL","cabodelgado",70.0152166304324,28.7896648860114,71.1,"regional",27.1,"regional"
"MZ81FL","gaza",93.083551590944,31.6088518134783,92.2,"regional",29.5,"regional"
"MZ81FL","inhambane",70.0975047753095,31.2296707883431,73.6,"regional",29.1,"regional"
"MZ81FL","manica",59.4019018811687,44.6010804260786,57.1,"regional",42,"regional"
"MZ81FL","maputo",95.7742676415978,83.5971628846908,61.6,"national",36.1,"national"
"MZ81FL","maputocity",98.5962302780966,94.2756284684775,61.6,"national",36.1,"national"
"MZ81FL","nampula",43.0499629769877,26.7597507849035,44.4,"regional",25.4,"regional"
"MZ81FL","niassa",50.1177698420491,13.6107178451594,53.3,"regional",13.7,"regional"
"MZ81FL","sofala",67.7759955266389,37.4928794134103,68.2,"regional",37.5,"regional"
"MZ81FL","tete",67.1720982285519,30.3403162268505,66.9,"regional",29.3,"regional"
"MZ81FL","zambezia",45.1190122831355,29.7931901293255,42.7,"regional",30,"regional"
"MR71FL","adrar",69.3670251553975,71.2738313103315,92.8,"regional",69,"regional"
"MR71FL","assaba",59.0509279706234,43.3650966839314,72.1,"regional",45,"regional"
"MR71FL","brakna",89.1295881067075,64.6096897557936,91.1,"regional",65.1,"regional"
"MR71FL","easternbasinregion",48.167511364745,18.4407078776842,80.5,"national",58.9,"national"
"MR71FL","gorgol",57.3851404522554,36.4583099561654,61.2,"regional",37.7,"regional"
"MR71FL","guidimagha",59.2694295848463,37.807847299408,61.9,"regional",38.4,"regional"
"MR71FL","northnouakchott",74.0401982689631,85.1964127027954,80.5,"national",58.9,"national"
"MR71FL","southnouakchott",78.5736812085754,90.546919857179,80.5,"national",58.9,"national"
"MR71FL","tagant",74.0013208873462,36.2730080167701,78.8,"regional",38.1,"regional"
"MR71FL","tiriszemourandinchiri",38.2733990767682,69.0320661396425,80.5,"national",58.9,"national"
"MR71FL","trarza",96.4756714773101,80.5199916608046,97.4,"regional",80.4,"regional"
"MR71FL","westernbasinregion",56.1070497156918,34.5288728495588,80.5,"national",58.9,"national"
"MR71FL","westnouakchott",73.3476653436404,91.6341520800496,80.5,"national",58.9,"national"
"MW41FL","central",59.4522113709803,3.3931476040521,60.7,"regional",3.5,"regional"
"MW41FL","northern",67.1579673375098,1.5730021918989,69.5,"regional",1.7,"regional"
"MW41FL","southern",66.7929540637666,3.9683091708222,68.1,"regional",4,"regional"
"MW4EFL","central",0,0,57.8,"regional",4.9,"regional"
"MW4EFL","northern",0,0,65.5,"regional",5.3,"regional"
"MW4EFL","southern",0,0,68.1,"regional",3.9,"regional"
"MW61FL","central",73.6258191717244,14.686548293762,73.9,"regional",14.7,"regional"
"MW61FL","northern",83.035172935233,8.81112423194802,83.5,"regional",8.3,"regional"
"MW61FL","southern",83.6586807688765,13.73508596596,84.3,"regional",14.1,"regional"
"MW7AFL","central",85.820653975203,83.3531409591181,86.2,"regional",83.1,"regional"
"MW7AFL","northern",87.0808926918339,84.6552095896853,86.9,"regional",84.3,"regional"
"MW7AFL","southern",88.1504408298423,82.276210830198,88.1,"regional",82.4,"regional"
"MW81FL","central",85.249175054979,44.6299309892151,85.7,"regional",69.7,"regional"
"MW81FL","northern",81.9236702049414,55.273360537976,82.9,"regional",69.5,"regional"
"MW81FL","southern",93.2233810765553,48.9531308956924,92.7,"regional",68.3,"regional"
"NM41FL","caprivi",73.5150136599049,3.79625265204445,79.6,"national",38.3,"national"
"NM41FL","erongo",97.2918058318189,97.0735595944649,100,"regional",99.2,"regional"
"NM41FL","kavango",52.3803635918953,12.7557049124017,50.7,"regional",16,"regional"
"NM41FL","khomas",91.6415588515512,70.7843204340753,92.6,"regional",72.8,"regional"
"NM41FL","kunene",75.5727895799431,36.6625221579214,80.2,"regional",35.2,"regional"
"NM41FL","ohangwena",65.7622287684593,0.691859493511823,61.7,"regional",0.5,"regional"
"NM41FL","omaheke",82.5278364358595,21.1780424871164,85.8,"regional",21.3,"regional"
"NM41FL","omusati",51.8724489565819,5.41951443665878,56.8,"regional",4.9,"regional"
"NM41FL","oshana",81.6892396169182,27.4227661195722,83.1,"regional",27.6,"regional"
"NM41FL","oshikoto",69.4094575684488,24.2807242767301,67.3,"regional",24.7,"regional"
"NM41FL","otjozondjupa",91.4317709551874,53.1156999412931,94.1,"regional",49.7,"regional"
"NM51FL","caprivi",86.3067661160834,11.1696244018714,89.2,"national",47.3,"national"
"NM51FL","erongo",90.62632794273,80.5126181577254,95.2,"regional",86,"regional"
"NM51FL","kavango",69.3887499422846,13.3804597758986,71.1,"regional",14.1,"regional"
"NM51FL","khomas",96.3282063502902,83.3219632382973,98.6,"regional",86,"regional"
"NM51FL","kunene",71.487748616623,27.7924756452489,78.9,"regional",28.5,"regional"
"NM51FL","ohangwena",85.4998047371786,6.34744791515435,87.1,"regional",6.4,"regional"
"NM51FL","omaheke",91.5792865865989,29.0121306680166,96.3,"regional",26,"regional"
"NM51FL","omusati",62.9526584875877,16.683731784851,66.2,"regional",17.9,"regional"
"NM51FL","oshana",94.1840315729467,43.1229656725499,97,"regional",45.9,"regional"
"NM51FL","oshikoto",84.954822960595,38.3021621749412,85.8,"regional",41.1,"regional"
"NM51FL","otjozondjupa",95.1277319068921,58.0538225171591,97.8,"regional",55,"regional"
"NM61FL","erongo",97.6425263524691,79.9680062590343,99.5,"regional",81.2,"regional"
"NM61FL","kavango",68.0252991200636,21.553039310341,73.1,"regional",20.6,"regional"
"NM61FL","khomas",97.6143502776258,79.2132294730314,99.2,"regional",80.9,"regional"
"NM61FL","kunene",84.8663605982815,34.8291127211257,88.2,"regional",38.7,"regional"
"NM61FL","ohangwena",65.5011491339305,14.6895691158645,66.7,"regional",16.1,"regional"
"NM61FL","omaheke",93.8684038591915,42.3540877107647,97.2,"regional",41.2,"regional"
"NM61FL","omusati",64.0980263000653,17.0968819558342,67.8,"regional",17.9,"regional"
"NM61FL","oshana",90.932764720111,48.2704054416137,88.5,"regional",49.9,"regional"
"NM61FL","oshikoto",82.0386864055083,30.7079114032671,84.2,"regional",32.4,"regional"
"NM61FL","otjozondjupa",97.2505186776743,61.807475112951,98.6,"regional",62.6,"regional"
"NM61FL","zambezi",84.7687890308851,16.8072760051914,87.1,"regional",19.8,"regional"
"NI51FL","agadez",67.0439331806829,19.0767071250794,64.1,"regional",17.2,"regional"
"NI51FL","diffa",56.6387588857905,1.68412816806905,53.3,"regional",1.6,"regional"
"NI51FL","dosso",34.8463257441619,5.37550065176111,34.8,"regional",5.4,"regional"
"NI51FL","maradi",38.1150793442378,9.07175874745695,38.5,"regional",9,"regional"
"NI51FL","niamey",93.103339058234,44.6013589922171,94.7,"regional",44.7,"regional"
"NI51FL","tahoua",32.9874774210815,5.40839249912661,33.2,"regional",5.7,"regional"
"NI51FL","tillaberi",23.0200781350559,1.92568531053791,25.5,"regional",2.1,"regional"
"NI51FL","zinder",41.8485008603728,4.45282207674119,42.9,"regional",4.1,"regional"
"NI61FL","agadez",72.9219374424051,50.2803677527555,74.1,"regional",45.8,"regional"
"NI61FL","diffa",72.6602781456157,21.9515483915216,75.7,"regional",23,"regional"
"NI61FL","dosso",45.3579066840261,12.0450213659043,46.3,"regional",12.4,"regional"
"NI61FL","maradi",73.668028665165,19.295224891329,72.8,"regional",19.6,"regional"
"NI61FL","niamey",96.7042257056544,82.567583779929,98.6,"regional",84.5,"regional"
"NI61FL","tahoua",56.3268017309632,10.8401431506792,56.9,"regional",10.6,"regional"
"NI61FL","tillaberi",74.2441666468047,7.44104186901238,73.7,"regional",7.2,"regional"
"NI61FL","zinder",67.1065399639918,13.6513366705443,67.2,"regional",13.1,"regional"
"NG4BFL","northcentral",30.2066765357434,10.2054915026162,39.3,"regional",11.6,"regional"
"NG4BFL","northeast",22.3135942991292,5.16708302930597,34.6,"regional",5,"regional"
"NG4BFL","northwest",34.5523600981624,5.7982389472171,40.9,"regional",6.1,"regional"
"NG4BFL","southeast",73.0893259633335,40.2861726213168,79.8,"regional",42.3,"regional"
"NG4BFL","southsouth",53.7669086572803,29.9507402115948,56.6,"regional",29.7,"regional"
"NG4BFL","southwest",59.1657349562971,30.7408427652592,61.3,"regional",28.9,"regional"
"NG53FL","northcentral",48.1891340885698,37.5361908239933,54.1,"regional",39.4,"regional"
"NG53FL","northeast",32.4946649529398,34.3211266440723,35.4,"regional",33.2,"regional"
"NG53FL","northwest",49.2954582614326,61.0975335696182,50.8,"regional",60.4,"regional"
"NG53FL","southeast",68.2270805237771,62.1585176288931,72,"regional",65.2,"regional"
"NG53FL","southsouth",57.2925063988357,49.567961023818,60.9,"regional",51.5,"regional"
"NG53FL","southwest",78.066774730852,60.6493046322743,77,"regional",57.8,"regional"
"NG61FL","northcentral",39.3467769516949,32.6596644471357,46.1,"regional",35.1,"regional"
"NG61FL","northeast",54.4251476335661,24.0269053323293,54.2,"regional",22.3,"regional"
"NG61FL","northwest",47.4250995653822,55.7567888855528,50.8,"regional",56.6,"regional"
"NG61FL","southeast",76.3966231270666,48.9146827669879,80,"regional",49.9,"regional"
"NG61FL","southsouth",68.9130255280533,34.2372032557084,68.6,"regional",36,"regional"
"NG61FL","southwest",63.5337071282162,48.20405994982,66.4,"regional",47.8,"regional"
"NG6AFL","northcentral",55.4202609594801,37.6411184884292,59.4,"regional",39,"regional"
"NG6AFL","northeast",49.038151969354,43.7008122170615,55.4,"regional",44.3,"regional"
"NG6AFL","northwest",56.5352860899616,57.797337574317,58.3,"regional",59.3,"regional"
"NG6AFL","southeast",70.5549208884009,55.7899956716812,76.4,"regional",60.5,"regional"
"NG6AFL","southsouth",72.7810198369698,53.5246445992112,75.5,"regional",56.8,"regional"
"NG6AFL","southwest",85.2546558903638,64.3198829656514,87.2,"regional",64.4,"regional"
"NG7BFL","northcentral",68.2525545398423,43.4296979168511,70.7,"regional",44.9,"regional"
"NG7BFL","northeast",53.7529728693778,51.2420597866147,61.6,"regional",51.7,"regional"
"NG7BFL","northwest",58.0223247657599,41.3912054674386,63.1,"regional",40.8,"regional"
"NG7BFL","southeast",81.0845355523693,60.5654699765885,87,"regional",65.8,"regional"
"NG7BFL","southsouth",80.47137739703,62.8995314619089,82,"regional",63.9,"regional"
"NG7BFL","southwest",90.7243585556987,71.1487600917923,90.9,"regional",70.3,"regional"
"NG8BFL","northcentral",63.7224637449442,54.5221179970169,67.7,"regional",56.9,"regional"
"NG8BFL","northeast",65.3893611706294,50.145503699644,69.1,"regional",49.6,"regional"
"NG8BFL","northwest",67.9216490478844,65.6057690833208,70.9,"regional",64.9,"regional"
"NG8BFL","southeast",82.1085559171613,64.5074806487845,85.7,"regional",69.2,"regional"
"NG8BFL","southsouth",85.4716682957147,73.2605307302552,86.7,"regional",75.1,"regional"
"NG8BFL","southwest",95.2664997101495,83.826675512386,95.7,"regional",83.5,"regional"
"RW41FL","butare",31.5298501721262,4.89387677542995,31.9,"regional",4.9,"regional"
"RW41FL","byumba",46.1065573770493,3.90143737166327,49.6,"regional",4.6,"regional"
"RW41FL","cyangugu",42.7419354838713,8.48484848484854,44.5,"regional",8.6,"regional"
"RW41FL","gikongoro",31.4031180400887,2.00892857142855,33.4,"regional",2.1,"regional"
"RW41FL","gisenyi",42.5882352941181,12.0853080568721,43,"regional",12.3,"regional"
"RW41FL","gitarama",28.051001821494,8.36363636363647,28.8,"regional",7.5,"regional"
"RW41FL","kibungo",50.4672897196263,4.8598130841122,50.1,"regional",4.3,"regional"
"RW41FL","kibuye",29.5409181636727,2.79441117764472,28.6,"regional",2.8,"regional"
"RW41FL","kigalicity",81.781914893617,43.5590969455511,40.5,"national",8.5,"national"
"RW41FL","kigalirural",42.0880913539973,10.2941176470589,40.5,"national",8.5,"national"
"RW41FL","ruhengeri",40.9948542024017,7.38831615120281,40.1,"regional",7,"regional"
"RW41FL","umutara",12.0588235294119,4.41176470588239,12.9,"regional",4.9,"regional"
"RW53FL","cityofkigali",60.7115355731978,5.66722286539855,33.9,"national",28.5,"national"
"RW53FL","east",38.6753070275218,0.210656582763831,38.9,"regional",17.8,"regional"
"RW53FL","north",31.1123742462748,0.628202874424502,31.5,"regional",20.6,"regional"
"RW53FL","south",20.3051703446329,0.262839589799174,21.2,"regional",33.4,"regional"
"RW53FL","west",34.8218544686584,0.636310789637478,35,"regional",29.5,"regional"
"RW5AFL","cityofkigali",77.8052537761819,42.5386230986781,41.6,"national",56.3,"national"
"RW5AFL","east",45.1265031803639,59.9988613903319,43.9,"regional",59.1,"regional"
"RW5AFL","north",41.8054340853695,65.1984236463224,41.6,"regional",65.7,"regional"
"RW5AFL","south",29.8695638721637,53.4495759236802,31.1,"regional",53.3,"regional"
"RW5AFL","west",38.7166780305129,55.5362644171584,37.7,"regional",55.6,"regional"
"RW61FL","cityofkigali",92.3873405275464,90.8652849220073,73.8,"national",74.3,"national"
"RW61FL","east",63.8244559233311,80.1357966959984,65.2,"regional",80.4,"regional"
"RW61FL","north",72.435082148211,67.5078067724108,73.9,"regional",68.2,"regional"
"RW61FL","south",73.6148985747322,70.7744466487193,74.8,"regional",72.7,"regional"
"RW61FL","west",72.0424363801249,67.1813137086891,73.1,"regional",67.4,"regional"
"RW70FL","cityofkigali",89.5216033527192,87.9661279987152,73,"national",71.2,"national"
"RW70FL","east",62.7398213249629,73.4792535419536,64.6,"regional",74.6,"regional"
"RW70FL","north",79.6984523499296,71.7459794793949,80.4,"regional",71.5,"regional"
"RW70FL","south",67.7355904245041,62.0052682385491,69.1,"regional",62.1,"regional"
"RW70FL","west",69.8072008439597,67.1408437371929,72.2,"regional",67.9,"regional"
"RW81FL","east",72.3701150429118,74.5342246768029,73.6,"regional",74.8,"regional"
"RW81FL","kigali",96.6325679511391,91.676567992063,97.6,"regional",92.9,"regional"
"RW81FL","north",80.8381564618099,58.4543269535202,82.2,"regional",59.8,"regional"
"RW81FL","south",79.877227747188,62.9287811143899,80.2,"regional",63.3,"regional"
"RW81FL","west",74.439850755423,72.3480402659898,76.3,"regional",74.2,"regional"
"SN4AFL","dakar",96.1552659646437,0,98,"regional",35.4,"regional"
"SN4AFL","diourbel",72.1278362529103,0,72.3,"regional",7.6,"regional"
"SN4AFL","fatick",40.2727735774085,0,41.9,"regional",8.6,"regional"
"SN4AFL","kaolack",66.0376611702108,0,70.6,"national",18.7,"national"
"SN4AFL","kolda",15.7219483292401,0,70.6,"national",18.7,"national"
"SN4AFL","louga",77.1609347080597,0,77,"regional",16.1,"regional"
"SN4AFL","matam",59.9241063002939,0,61.4,"regional",21.3,"regional"
"SN4AFL","saintlouis",72.2560498960585,0,73.8,"regional",27.2,"regional"
"SN4AFL","tambacounda",37.6865129856665,0,70.6,"national",18.7,"national"
"SN4AFL","thies",75.9669041156416,0,78.8,"regional",11.6,"regional"
"SN4AFL","ziguinchor",28.484957341008,0,30.1,"regional",14.2,"regional"
"SN5AFL","dakar",97.4793368770098,0,98.5,"regional",96.1,"regional"
"SN5AFL","diourbel",94.6886873171278,0.230609658498892,92.5,"regional",72.2,"regional"
"SN5AFL","fatick",53.8254996783886,0,56.6,"regional",45.3,"regional"
"SN5AFL","kaolack",73.0768618251565,0.0450761606784513,74.3,"national",64.8,"national"
"SN5AFL","kolda",33.1752334712959,0.88469158357772,74.3,"national",64.8,"national"
"SN5AFL","louga",81.6408225552433,0,86.3,"regional",48.2,"regional"
"SN5AFL","matam",63.0118724067434,0.246447736223682,63.4,"regional",31.9,"regional"
"SN5AFL","saintlouis",76.7699999465888,0.0435916990855326,78.5,"regional",58.2,"regional"
"SN5AFL","tambacounda",41.0211482671375,0.242737431277909,74.3,"national",64.8,"national"
"SN5AFL","thies",65.8340381466158,0,67.8,"regional",72.6,"regional"
"SN5AFL","ziguinchor",38.6556651532158,0,36,"regional",89.2,"regional"
"SN61FL","dakar",94.6747196434285,95.5887757420229,97.4,"regional",98.4,"regional"
"SN61FL","diourbel",86.7050699236047,64.945363193626,88.4,"regional",63.2,"regional"
"SN61FL","fatick",62.330880027465,37.6724040607866,67.3,"regional",38.8,"regional"
"SN61FL","kaffrine",83.5357380595829,23.0116901647471,84.2,"regional",23.8,"regional"
"SN61FL","kaolack",78.0450543454514,38.6936560352593,79.7,"national",60.2,"national"
"SN61FL","kedougou",71.4345512624836,10.5235027098931,69.8,"regional",9.2,"regional"
"SN61FL","kolda",27.022889159894,20.1154776979917,79.7,"national",60.2,"national"
"SN61FL","louga",93.3333467054798,53.8208387284141,93.9,"regional",53.9,"regional"
"SN61FL","matam",80.7291939914799,34.2952015185195,79.3,"regional",36.1,"regional"
"SN61FL","saintlouis",74.4626664401927,54.9702227111379,76.8,"regional",56.9,"regional"
"SN61FL","sedhiou",19.3616562885775,14.101601682206,20,"regional",14.3,"regional"
"SN61FL","tambacounda",49.0079017136693,13.6131825918715,79.7,"national",60.2,"national"
"SN61FL","thies",83.7542542010034,76.3376596725527,87.3,"regional",76,"regional"
"SN61FL","ziguinchor",46.3587953619509,26.0576892447036,48.2,"regional",26,"regional"
"SN6DFL","center",71.7694303317155,51.979189777853,78.8,"national",63.8,"national"
"SN6DFL","north",80.9576139201679,50.3681561227564,78.8,"national",63.8,"national"
"SN6DFL","south",32.3254159298192,24.9369279258115,78.8,"national",63.8,"national"
"SN6DFL","west",90.2701579970742,84.9032159763135,78.8,"national",63.8,"national"
"SN71FL","center",74.6370253860773,46.7203419205896,83.7,"national",65.9,"national"
"SN71FL","north",90.5635917236868,67.270216049811,83.7,"national",65.9,"national"
"SN71FL","south",37.9228156859894,24.1551244855436,83.7,"national",65.9,"national"
"SN71FL","west",94.87713648628,87.9493955942234,83.7,"national",65.9,"national"
"SN7AFL","center",67.9819046894819,53.5285669223676,78.6,"national",65.1,"national"
"SN7AFL","north",81.6685302872841,54.1137617121195,78.6,"national",65.1,"national"
"SN7AFL","south",35.6197286805277,20.942648268989,78.6,"national",65.1,"national"
"SN7AFL","west",91.1297256689225,90.3200941333521,78.6,"national",65.1,"national"
"SN7IFL","center",72.2082827685197,53.7269362353253,85.6,"national",68.1,"national"
"SN7IFL","north",84.8287464919014,48.3463115811863,85.6,"national",68.1,"national"
"SN7IFL","south",44.2667513281344,26.3799612131024,85.6,"national",68.1,"national"
"SN7IFL","west",95.1601674898951,92.3050527413737,85.6,"national",68.1,"national"
"SN7ZFL","dakar",98.1239633362298,97.5746712061726,99.6,"regional",99.3,"regional"
"SN7ZFL","diourbel",62.3011832987151,74.1763240203074,95,"regional",74.1,"regional"
"SN7ZFL","fatick",57.6638266203795,56.801907892402,66.2,"regional",57.3,"regional"
"SN7ZFL","kaffrine",92.3162283894828,25.1827837142053,93.7,"regional",26.3,"regional"
"SN7ZFL","kaolack",85.2461077418055,63.2114756382038,85.1,"national",72.7,"national"
"SN7ZFL","kedougou",74.020073767217,22.7856489653891,73.7,"regional",23.1,"regional"
"SN7ZFL","kolda",23.4579078980889,21.1769637035886,85.1,"national",72.7,"national"
"SN7ZFL","louga",96.0639447384503,61.6807458171957,98.6,"regional",61.8,"regional"
"SN7ZFL","matam",83.124209774376,38.7927978073802,86.7,"regional",39.1,"regional"
"SN7ZFL","saintlouis",83.087894102998,64.7835901572608,86.8,"regional",69,"regional"
"SN7ZFL","sedhiou",24.6298302669403,73.2971079618997,25.6,"regional",74.3,"regional"
"SN7ZFL","tambacounda",57.6872924949907,23.5877802828632,85.1,"national",72.7,"national"
"SN7ZFL","thies",90.1428716532059,77.159591240225,93,"regional",79.2,"regional"
"SN7ZFL","ziguinchor",37.2583833525085,81.7524751040571,42.3,"regional",83.4,"regional"
"SN81FL","center",71.7729000625978,64.7544231773623,85.6,"national",77.8,"national"
"SN81FL","north",86.4260358018068,63.2810549183465,85.6,"national",77.8,"national"
"SN81FL","south",39.6511188304902,57.9786419457402,85.6,"national",77.8,"national"
"SN81FL","west",95.919483075321,94.270042607525,85.6,"national",77.8,"national"
"SN8BFL","center",70.1929503459094,63.5699022722983,86.2,"national",75.9,"national"
"SN8BFL","north",89.121911565615,56.5936665927453,86.2,"national",75.9,"national"
"SN8BFL","south",50.6609505158975,58.8111972726001,86.2,"national",75.9,"national"
"SN8BFL","west",93.5151924668202,94.0988300272221,86.2,"national",75.9,"national"
"SN8SFL","dakar",97.7701487103753,98.0719019693044,99.9,"regional",99.4,"regional"
"SN8SFL","diourbel",77.5032196512627,82.0263142149039,99.4,"regional",80.9,"regional"
"SN8SFL","fatick",78.7302270191613,69.6400924482165,82.4,"regional",72.5,"regional"
"SN8SFL","kaffrine",94.5497036816414,46.2739280799851,96.5,"regional",46.8,"regional"
"SN8SFL","kaolack",92.0516056928231,64.3032775855855,90.9,"national",78.7,"national"
"SN8SFL","kedougou",84.841810517605,43.1604410958986,85.8,"regional",43.2,"regional"
"SN8SFL","kolda",37.5095807470477,47.3753233824888,90.9,"national",78.7,"national"
"SN8SFL","louga",98.3613514290635,80.0955464223666,99.7,"regional",81.2,"regional"
"SN8SFL","matam",93.5797752988891,49.5553583281566,94.4,"regional",49.8,"regional"
"SN8SFL","saintlouis",87.7543135980302,77.8762590361748,89.8,"regional",78.1,"regional"
"SN8SFL","sedhiou",43.7884963624944,44.0519763553948,45,"regional",45.6,"regional"
"SN8SFL","tambacounda",78.666842574338,38.6703025580659,90.9,"national",78.7,"national"
"SN8SFL","thies",94.5643081149582,93.3725185761894,96.2,"regional",93.6,"regional"
"SN8SFL","ziguinchor",69.5736582842218,62.9297048835351,71.3,"regional",60.9,"regional"
