"label","n_hh","w_hh","matched","numeric_code","svkey","variable"
"flush to piped sewer system",90,58.6167849999999,TRUE,FALSE,"ET61FL","v116"
"flush to pit latrine",183,160.990665,TRUE,FALSE,"ET61FL","v116"
"flush to septic tank",98,58.4119320000001,TRUE,FALSE,"ET61FL","v116"
"flush to somewhere else",4,1.319343,FALSE,FALSE,"ET61FL","v116"
"flush, don't know where",9,4.271602,TRUE,FALSE,"ET61FL","v116"
"hanging toilet/latrine",9,4.463295,FALSE,FALSE,"ET61FL","v116"
"no facility/bush/field",4566,4069.76852800003,FALSE,FALSE,"ET61FL","v116"
"not a dejure resident",115,135.010787,FALSE,FALSE,"ET61FL","v116"
"other",15,13.814299,FALSE,FALSE,"ET61FL","v116"
"pit latrine with slab",1251,709.915831,TRUE,FALSE,"ET61FL","v116"
"pit latrine without slab/open pit",3411,4621.72872499996,FALSE,FALSE,"ET61FL","v116"
"ventilated improved pit latrine (vip)",229,155.539391,TRUE,FALSE,"ET61FL","v116"
"no",7477,8311.81975999993,FALSE,FALSE,"ET61FL","v119"
"not a dejure resident",115,135.010787,FALSE,FALSE,"ET61FL","v119"
"yes",2793,2038.873963,TRUE,FALSE,"ET61FL","v119"
"bucket toilet",4,1.351297,FALSE,FALSE,"ET71FL","v116"
"composting toilet",68,105.681626,TRUE,FALSE,"ET71FL","v116"
"flush to piped sewer system",73,39.986919,TRUE,FALSE,"ET71FL","v116"
"flush to pit latrine",258,122.404814,TRUE,FALSE,"ET71FL","v116"
"flush to septic tank",152,76.236109,TRUE,FALSE,"ET71FL","v116"
"flush to somewhere else",19,10.260876,FALSE,FALSE,"ET71FL","v116"
"flush, don't know where",19,5.879014,TRUE,FALSE,"ET71FL","v116"
"hanging toilet/latrine",18,9.470435,FALSE,FALSE,"ET71FL","v116"
"no facility/bush/field",3688,3416.51670099999,FALSE,FALSE,"ET71FL","v116"
"not a dejure resident",80,97.515617,FALSE,FALSE,"ET71FL","v116"
"other",45,30.404655,FALSE,FALSE,"ET71FL","v116"
"pit latrine with slab",1539,917.086222000001,TRUE,FALSE,"ET71FL","v116"
"pit latrine without slab/open pit",3892,5417.018003,FALSE,FALSE,"ET71FL","v116"
"ventilated improved pit latrine (vip)",61,29.506253,TRUE,FALSE,"ET71FL","v116"
"no",6737,7945.53032399996,FALSE,FALSE,"ET71FL","v119"
"not a dejure resident",80,97.515617,FALSE,FALSE,"ET71FL","v119"
"yes",3099,2236.27259999999,TRUE,FALSE,"ET71FL","v119"
"bucket toilet",3,3.039088,FALSE,FALSE,"ET81FL","v116"
"composting toilet",38,51.222292,TRUE,FALSE,"ET81FL","v116"
"flush to piped sewer system",30,25.972816,TRUE,FALSE,"ET81FL","v116"
"flush to pit latrine",179,210.159935,TRUE,FALSE,"ET81FL","v116"
"flush to septic tank",135,65.993128,TRUE,FALSE,"ET81FL","v116"
"flush to somewhere else",25,11.67528,FALSE,FALSE,"ET81FL","v116"
"flush, don't know where",9,3.15777,TRUE,FALSE,"ET81FL","v116"
"hanging toilet/latrine",3,1.234794,FALSE,FALSE,"ET81FL","v116"
"no facility/bush/field",1943,1558.19982800001,FALSE,FALSE,"ET81FL","v116"
"not a dejure resident",25,27.158392,FALSE,FALSE,"ET81FL","v116"
"other",14,28.650372,FALSE,FALSE,"ET81FL","v116"
"pit latrine with slab",825,613.938381999998,TRUE,FALSE,"ET81FL","v116"
"pit latrine without slab/open pit",2241,3020.08634400002,FALSE,FALSE,"ET81FL","v116"
"ventilated improved pit latrine (vip)",112,58.8277880000001,TRUE,FALSE,"ET81FL","v116"
"no",3604,3800.59123100001,FALSE,FALSE,"ET81FL","v119"
"not a dejure resident",25,27.158392,FALSE,FALSE,"ET81FL","v119"
"yes",1953,1851.566586,TRUE,FALSE,"ET81FL","v119"
"bucket toilet",6,3.204761,FALSE,FALSE,"ET8AFL","v116"
"composting toilet",40,115.731751,TRUE,FALSE,"ET8AFL","v116"
"flush to piped sewer system",64,29.110346,TRUE,FALSE,"ET8AFL","v116"
"flush to pit latrine",508,412.570317,TRUE,FALSE,"ET8AFL","v116"
"flush to septic tank",356,199.741743,TRUE,FALSE,"ET8AFL","v116"
"flush to somewhere else",75,75.228178,FALSE,FALSE,"ET8AFL","v116"
"flush, don't know where",24,16.811696,TRUE,FALSE,"ET8AFL","v116"
"hanging toilet/latrine",24,17.804899,FALSE,FALSE,"ET8AFL","v116"
"no facility/bush/field",4202,3479.61270800002,FALSE,FALSE,"ET8AFL","v116"
"not a dejure resident",127,129.647898,FALSE,FALSE,"ET8AFL","v116"
"other",40,36.299102,FALSE,FALSE,"ET8AFL","v116"
"pit latrine with slab",4776,5235.32262800002,TRUE,FALSE,"ET8AFL","v116"
"pit latrine without slab/open pit",2781,3577.35104800001,FALSE,FALSE,"ET8AFL","v116"
"ventilated improved pit latrine (vip)",244,160.176583,TRUE,FALSE,"ET8AFL","v116"
"no",5125,4458.21652100006,FALSE,FALSE,"ET8AFL","v119"
"not a dejure resident",127,129.647898,FALSE,FALSE,"ET8AFL","v119"
"yes",8015,8900.74923900009,TRUE,FALSE,"ET8AFL","v119"
"modern flush toilets",645,813.555087000012,TRUE,FALSE,"GA41FL","v116"
"no toilet/bush",78,61.546406,FALSE,FALSE,"GA41FL","v116"
"other",3,4.193519,FALSE,FALSE,"GA41FL","v116"
"traditional pit toilet",1847,1498.51634,FALSE,FALSE,"GA41FL","v116"
"ventilated improved pit (vip) latrines",569,751.831717000005,TRUE,FALSE,"GA41FL","v116"
"no",955,638.528545000006,FALSE,FALSE,"GA41FL","v119"
"yes",2193,2495.26897300007,TRUE,FALSE,"GA41FL","v119"
"flush to piped sewer system",984,1611.521938,TRUE,FALSE,"GA61FL","v116"
"hanging toilet/latrine",388,225.664805,FALSE,FALSE,"GA61FL","v116"
"no facility/bush/field",125,109.804821,FALSE,FALSE,"GA61FL","v116"
"not a dejure resident",105,86.40308,FALSE,FALSE,"GA61FL","v116"
"other",16,38.940653,FALSE,FALSE,"GA61FL","v116"
"pit latrine with slab",915,1227.991612,TRUE,FALSE,"GA61FL","v116"
"pit latrine without slab/open pit",2373,1228.48046400001,FALSE,FALSE,"GA61FL","v116"
"ventilated improved pit latrine (vip)",198,285.890013,TRUE,FALSE,"GA61FL","v116"
"no",1065,355.035609,FALSE,FALSE,"GA61FL","v119"
"not a dejure resident",105,86.40308,FALSE,FALSE,"GA61FL","v119"
"yes",3925,4370.35859300004,TRUE,FALSE,"GA61FL","v119"
"bucket toilet",17,29.330122,FALSE,FALSE,"GA71FL","v116"
"composting toilet",42,26.077065,TRUE,FALSE,"GA71FL","v116"
"flush to piped sewer system",143,181.144944,TRUE,FALSE,"GA71FL","v116"
"flush to pit latrine",70,100.145846,TRUE,FALSE,"GA71FL","v116"
"flush to septic tank",1599,2696.555451,TRUE,FALSE,"GA71FL","v116"
"flush to somewhere else",21,43.773638,FALSE,FALSE,"GA71FL","v116"
"flush, don't know where",9,15.551726,TRUE,FALSE,"GA71FL","v116"
"hanging toilet/latrine",774,445.721631,FALSE,FALSE,"GA71FL","v116"
"no facility/bush/field",72,53.637497,FALSE,FALSE,"GA71FL","v116"
"not a dejure resident",108,91.622581,FALSE,FALSE,"GA71FL","v116"
"other",1,0.298018,FALSE,FALSE,"GA71FL","v116"
"pit latrine with slab",1189,1235.662726,TRUE,FALSE,"GA71FL","v116"
"pit latrine without slab/open pit",1616,823.157819999996,FALSE,FALSE,"GA71FL","v116"
"ventilated improved pit latrine (vip)",161,174.337815,TRUE,FALSE,"GA71FL","v116"
"no",893,267.199024000001,FALSE,FALSE,"GA71FL","v119"
"not a dejure resident",108,91.622581,FALSE,FALSE,"GA71FL","v119"
"yes",4821,5558.19527500001,TRUE,FALSE,"GA71FL","v119"
"bucket, pan",65,67.549939,FALSE,FALSE,"GH4BFL","v116"
"flush toileet",304,346.104143,TRUE,FALSE,"GH4BFL","v116"
"no facility, bush, field",1110,797.046988999997,FALSE,FALSE,"GH4BFL","v116"
"not dejure resident",23,21.80238,FALSE,FALSE,"GH4BFL","v116"
"traditional pit toilet",1377,1480.891146,FALSE,FALSE,"GH4BFL","v116"
"ventilated improved pit latrine",718,835.085237999999,TRUE,FALSE,"GH4BFL","v116"
"no",2175,1954.194361,FALSE,FALSE,"GH4BFL","v119"
"not dejure resident",23,21.80238,FALSE,FALSE,"GH4BFL","v119"
"yes",1400,1572.43843199999,TRUE,FALSE,"GH4BFL","v119"
"bucket/pan toilet",31,35.902972,FALSE,FALSE,"GH5AFL","v116"
"composting toilet",4,2.907981,TRUE,FALSE,"GH5AFL","v116"
"flush to piped sewer system",42,47.214255,TRUE,FALSE,"GH5AFL","v116"
"flush to pit latrine",58,63.111398,TRUE,FALSE,"GH5AFL","v116"
"flush to septic tank",206,250.559779,TRUE,FALSE,"GH5AFL","v116"
"flush to somewhere else",2,1.884668,FALSE,FALSE,"GH5AFL","v116"
"no facility/bush/field",865,661.722661000003,FALSE,FALSE,"GH5AFL","v116"
"not a dejure resident",20,19.251816,FALSE,FALSE,"GH5AFL","v116"
"other",1,0.306235,FALSE,FALSE,"GH5AFL","v116"
"pit latrine with slab",443,456.647947000001,TRUE,FALSE,"GH5AFL","v116"
"pit latrine without slab/open pit",295,302.999883,FALSE,FALSE,"GH5AFL","v116"
"ventilated improved pit latrine (vip)",1066,1174.930179,TRUE,FALSE,"GH5AFL","v116"
"no",1486,1302.290742,FALSE,FALSE,"GH5AFL","v119"
"not a dejure resident",20,19.251816,FALSE,FALSE,"GH5AFL","v119"
"yes",1533,1703.156487,TRUE,FALSE,"GH5AFL","v119"
"bucket toilet",12,16.308697,FALSE,FALSE,"GH72FL","v116"
"flush to piped sewer system",285,388.256221000001,TRUE,FALSE,"GH72FL","v116"
"flush to pit latrine",133,196.255734,TRUE,FALSE,"GH72FL","v116"
"flush to septic tank",539,707.379595,TRUE,FALSE,"GH72FL","v116"
"flush to somewhere else",14,20.427736,FALSE,FALSE,"GH72FL","v116"
"flush, don't know where",15,20.150161,TRUE,FALSE,"GH72FL","v116"
"hanging toilet/latrine",20,19.868097,FALSE,FALSE,"GH72FL","v116"
"no facility/bush/field",1585,1127.25252,FALSE,FALSE,"GH72FL","v116"
"not a dejure resident",86,102.79264,FALSE,FALSE,"GH72FL","v116"
"other",1,3.900613,FALSE,FALSE,"GH72FL","v116"
"pit latrine with slab",943,999.507244999998,TRUE,FALSE,"GH72FL","v116"
"pit latrine without slab/open pit",464,461.366604,FALSE,FALSE,"GH72FL","v116"
"ventilated improved pit latrine (vip)",1965,1990.18780200001,TRUE,FALSE,"GH72FL","v116"
"no",1849,1378.141518,FALSE,FALSE,"GH72FL","v119"
"not a dejure resident",86,102.79264,FALSE,FALSE,"GH72FL","v119"
"yes",4127,4572.71950699997,TRUE,FALSE,"GH72FL","v119"
"composting toilet",10,9.376908,TRUE,FALSE,"GH8CFL","v116"
"flush to piped sewer system",66,120.449189,TRUE,FALSE,"GH8CFL","v116"
"flush to pit latrine",264,272.687184,TRUE,FALSE,"GH8CFL","v116"
"flush to septic tank",1389,1985.69327399999,TRUE,FALSE,"GH8CFL","v116"
"flush to somewhere else",6,4.201409,FALSE,FALSE,"GH8CFL","v116"
"flush, bio-digester (biofil)",184,291.36718,TRUE,FALSE,"GH8CFL","v116"
"flush, don't know where",3,5.797839,TRUE,FALSE,"GH8CFL","v116"
"hanging toilet/latrine",10,5.101393,FALSE,FALSE,"GH8CFL","v116"
"no facility/bush/field",3080,2120.32641999999,FALSE,FALSE,"GH8CFL","v116"
"not a dejure resident",105,109.551779,FALSE,FALSE,"GH8CFL","v116"
"other",17,26.664834,FALSE,FALSE,"GH8CFL","v116"
"pit latrine with slab",1689,1737.299833,TRUE,FALSE,"GH8CFL","v116"
"pit latrine without slab/open pit",1228,1064.723224,FALSE,FALSE,"GH8CFL","v116"
"ventilated improved pit latrine (vip)",1462,1686.893631,TRUE,FALSE,"GH8CFL","v116"
"no",1940,1487.660503,FALSE,FALSE,"GH8CFL","v119"
"not a dejure resident",105,109.551779,FALSE,FALSE,"GH8CFL","v119"
"yes",7468,7842.92181500012,TRUE,FALSE,"GH8CFL","v119"
"covered latrine",984,1030.661085,FALSE,FALSE,"GN52FL","v116"
"flush toilet",91,96.1486,TRUE,FALSE,"GN52FL","v116"
"no facility, bush, field",1381,1374.736063,FALSE,FALSE,"GN52FL","v116"
"not dejure resident",84,74.718121,FALSE,FALSE,"GN52FL","v116"
"open latrine",2071,1967.647983,FALSE,FALSE,"GN52FL","v116"
"ventilated improved pit latrine",92,91.3781940000001,TRUE,FALSE,"GN52FL","v116"
"no",3818,3695.08787399999,FALSE,FALSE,"GN52FL","v119"
"not dejure resident",84,74.718121,FALSE,FALSE,"GN52FL","v119"
"yes",801,862.100224,TRUE,FALSE,"GN52FL","v119"
"bucket toilet",2,5.986451,FALSE,FALSE,"GN62FL","v116"
"composting toilet",1,1.394965,TRUE,FALSE,"GN62FL","v116"
"flush to piped sewer system",132,154.479177,TRUE,FALSE,"GN62FL","v116"
"flush to pit latrine",196,183.516191,TRUE,FALSE,"GN62FL","v116"
"flush to septic tank",532,570.269306,TRUE,FALSE,"GN62FL","v116"
"flush to somewhere else",2,2.023683,FALSE,FALSE,"GN62FL","v116"
"hanging toilet/latrine",1,0.90673,FALSE,FALSE,"GN62FL","v116"
"no facility/bush/field",961,988.765270999996,FALSE,FALSE,"GN62FL","v116"
"not a dejure resident",56,51.345604,FALSE,FALSE,"GN62FL","v116"
"other",3,2.260226,FALSE,FALSE,"GN62FL","v116"
"pit latrine with slab",1272,1231.52793,TRUE,FALSE,"GN62FL","v116"
"pit latrine without slab/open pit",1968,1947.07962299999,FALSE,FALSE,"GN62FL","v116"
"ventilated improved pit latrine (vip)",164,127.469959,TRUE,FALSE,"GN62FL","v116"
"no",3935,3875.59545000007,FALSE,FALSE,"GN62FL","v119"
"not a dejure resident",56,51.345604,FALSE,FALSE,"GN62FL","v119"
"yes",1297,1338.49953699999,TRUE,FALSE,"GN62FL","v119"
"bucket toilet",6,6.617174,FALSE,FALSE,"GN71FL","v116"
"composting toilet",46,58.014072,TRUE,FALSE,"GN71FL","v116"
"flush to piped sewer system",81,94.3604500000001,TRUE,FALSE,"GN71FL","v116"
"flush to pit latrine",40,42.211006,TRUE,FALSE,"GN71FL","v116"
"flush to septic tank",529,543.217857,TRUE,FALSE,"GN71FL","v116"
"flush to somewhere else",11,10.222658,FALSE,FALSE,"GN71FL","v116"
"flush, don't know where",7,7.213732,TRUE,FALSE,"GN71FL","v116"
"hanging toilet/latrine",107,124.847864,FALSE,FALSE,"GN71FL","v116"
"no facility/bush/field",866,863.532233000001,FALSE,FALSE,"GN71FL","v116"
"not a dejure resident",48,51.628716,FALSE,FALSE,"GN71FL","v116"
"pit latrine with slab",2008,1971.441516,TRUE,FALSE,"GN71FL","v116"
"pit latrine without slab/open pit",2025,1955.75822099998,FALSE,FALSE,"GN71FL","v116"
"ventilated improved pit latrine (vip)",267,269.547449,TRUE,FALSE,"GN71FL","v116"
"no",3436,3405.841642,FALSE,FALSE,"GN71FL","v119"
"not a dejure resident",48,51.628716,FALSE,FALSE,"GN71FL","v119"
"yes",2557,2541.14259000001,TRUE,FALSE,"GN71FL","v119"
"flush to piped sewer system",362,88.94596,TRUE,FALSE,"GM61FL","v116"
"flush to pit latrine",85,99.132959,TRUE,FALSE,"GM61FL","v116"
"flush to septic tank",505,775.907402999998,TRUE,FALSE,"GM61FL","v116"
"no facility/bush/field",119,91.254889,FALSE,FALSE,"GM61FL","v116"
"not a dejure resident",24,21.954799,FALSE,FALSE,"GM61FL","v116"
"other",4,3.257936,FALSE,FALSE,"GM61FL","v116"
"pit latrine with slab",1172,1247.04248,TRUE,FALSE,"GM61FL","v116"
"pit latrine without slab/open pit",1800,1686.162735,FALSE,FALSE,"GM61FL","v116"
"ventilated improved pit latrine (vip)",302,379.521064,TRUE,FALSE,"GM61FL","v116"
"no",2728,2532.03581499999,FALSE,FALSE,"GM61FL","v119"
"not a dejure resident",24,21.954799,FALSE,FALSE,"GM61FL","v119"
"yes",1620,1838.03969299999,TRUE,FALSE,"GM61FL","v119"
"flush to piped sewer system",426,82.7356999999999,TRUE,FALSE,"GM81FL","v116"
"flush to pit latrine",198,296.357603,TRUE,FALSE,"GM81FL","v116"
"flush to septic tank",812,1364.469553,TRUE,FALSE,"GM81FL","v116"
"flush to somewhere else",1,0.89692,FALSE,FALSE,"GM81FL","v116"
"flush, don't know where",1,0.51659,TRUE,FALSE,"GM81FL","v116"
"no facility/bush/field",82,40.785253,FALSE,FALSE,"GM81FL","v116"
"not a dejure resident",65,59.825966,FALSE,FALSE,"GM81FL","v116"
"other",12,9.002507,FALSE,FALSE,"GM81FL","v116"
"pit latrine with slab",1270,1282.27639200001,TRUE,FALSE,"GM81FL","v116"
"pit latrine without slab/open pit",1725,1370.80571300001,FALSE,FALSE,"GM81FL","v116"
"ventilated improved pit latrine (vip)",139,161.490278,TRUE,FALSE,"GM81FL","v116"
"no",2166,1720.30344600002,FALSE,FALSE,"GM81FL","v119"
"not a dejure resident",65,59.825966,FALSE,FALSE,"GM81FL","v119"
"yes",2500,2889.03306299996,TRUE,FALSE,"GM81FL","v119"
"flush toilet",669,533.121297000002,TRUE,FALSE,"KE42FL","v116"
"no facility, bush, field",1000,934.967257999998,FALSE,FALSE,"KE42FL","v116"
"not dejure resident",102,112.930959,FALSE,FALSE,"KE42FL","v116"
"other",30,16.640981,FALSE,FALSE,"KE42FL","v116"
"traditional pit toilet",3188,3403.35112,FALSE,FALSE,"KE42FL","v116"
"ventilated improved pit latrine",382,416.934,TRUE,FALSE,"KE42FL","v116"
"no",4311,4508.42382700001,FALSE,FALSE,"KE42FL","v119"
"not dejure resident",102,112.930959,FALSE,FALSE,"KE42FL","v119"
"yes",960,796.250631000004,TRUE,FALSE,"KE42FL","v119"
"bucket toilet",28,4.504196,FALSE,FALSE,"KE52FL","v116"
"composting toilet",3,1.278819,TRUE,FALSE,"KE52FL","v116"
"flush - don't know where",15,19.775541,TRUE,FALSE,"KE52FL","v116"
"flush - to piped sewer system",475,470.525434000002,TRUE,FALSE,"KE52FL","v116"
"flush - to pit latrine",81,61.174594,TRUE,FALSE,"KE52FL","v116"
"flush - to septic tank",148,152.518348,TRUE,FALSE,"KE52FL","v116"
"flush - to somewhere else",25,48.740919,FALSE,FALSE,"KE52FL","v116"
"hanging toilet / hanging latrine",12,21.039164,FALSE,FALSE,"KE52FL","v116"
"no facility/bush/field",1045,732.162778000001,FALSE,FALSE,"KE52FL","v116"
"not dejure resident",59,52.395669,FALSE,FALSE,"KE52FL","v116"
"other",1,0.527406,FALSE,FALSE,"KE52FL","v116"
"pit latrine - ventilated improved pit (vip)",881,899.424756999999,TRUE,FALSE,"KE52FL","v116"
"pit latrine - with slab",1012,1023.175805,TRUE,FALSE,"KE52FL","v116"
"pit latrine - without slab / open pit",1858,2172.840159,FALSE,FALSE,"KE52FL","v116"
"no",4393,4420.565178,FALSE,FALSE,"KE52FL","v119"
"not dejure resident",59,52.395669,FALSE,FALSE,"KE52FL","v119"
"yes",1189,1186.21781499999,TRUE,FALSE,"KE52FL","v119"
"bucket toilet",93,20.880896,FALSE,FALSE,"KE72FL","v116"
"composting toilet",96,104.555316,TRUE,FALSE,"KE72FL","v116"
"flush to piped sewer system",821,1631.354126,TRUE,FALSE,"KE72FL","v116"
"flush to pit latrine",418,443.867675,TRUE,FALSE,"KE72FL","v116"
"flush to septic tank",810,1320.805861,TRUE,FALSE,"KE72FL","v116"
"flush to somewhere else",24,21.084878,FALSE,FALSE,"KE72FL","v116"
"flush, don't know where",33,94.336688,TRUE,FALSE,"KE72FL","v116"
"hanging toilet/latrine",50,49.492529,FALSE,FALSE,"KE72FL","v116"
"no facility/bush/field",3619,2257.743614,FALSE,FALSE,"KE72FL","v116"
"not a dejure resident",256,264.653191,FALSE,FALSE,"KE72FL","v116"
"other",41,65.083861,FALSE,FALSE,"KE72FL","v116"
"pit latrine with slab",4222,4099.70581900001,TRUE,FALSE,"KE72FL","v116"
"pit latrine without slab/open pit",7719,7841.665371,FALSE,FALSE,"KE72FL","v116"
"ventilated improved pit latrine (vip)",3613,3262.088487,TRUE,FALSE,"KE72FL","v116"
"no",16129,14015.4310420001,FALSE,FALSE,"KE72FL","v119"
"not a dejure resident",256,264.653191,FALSE,FALSE,"KE72FL","v119"
"yes",5429,7196.330071,TRUE,FALSE,"KE72FL","v119"
"bucket toilet",69,20.450986,FALSE,FALSE,"KE8CFL","v116"
"composting toilet",7,7.264238,TRUE,FALSE,"KE8CFL","v116"
"flush to piped sewer system",1140,2484.969857,TRUE,FALSE,"KE8CFL","v116"
"flush to pit latrine",758,696.027399,TRUE,FALSE,"KE8CFL","v116"
"flush to septic tank",1656,2008.038722,TRUE,FALSE,"KE8CFL","v116"
"flush to somewhere else",83,167.774182,FALSE,FALSE,"KE8CFL","v116"
"flush, don't know where",103,174.879352,TRUE,FALSE,"KE8CFL","v116"
"hanging toilet/latrine",17,15.759665,FALSE,FALSE,"KE8CFL","v116"
"no facility/bush/field",2459,1277.286374,FALSE,FALSE,"KE8CFL","v116"
"not a dejure resident",314,329.342681,FALSE,FALSE,"KE8CFL","v116"
"other",28,18.578554,FALSE,FALSE,"KE8CFL","v116"
"pit latrine with slab",7759,7096.43836899993,TRUE,FALSE,"KE8CFL","v116"
"pit latrine without slab/open pit",4833,4765.81186299999,FALSE,FALSE,"KE8CFL","v116"
"ventilated improved pit latrine (vip)",2516,2370.2454,TRUE,FALSE,"KE8CFL","v116"
"no",10546,9066.53774399984,FALSE,FALSE,"KE8CFL","v119"
"not a dejure resident",314,329.342681,FALSE,FALSE,"KE8CFL","v119"
"yes",10882,12036.9872169999,TRUE,FALSE,"KE8CFL","v119"
"bucket toilet",12,14.01342,FALSE,FALSE,"LB51FL","v116"
"composting toilet",14,10.83465,TRUE,FALSE,"LB51FL","v116"
"flush - don't know where",8,12.17761,TRUE,FALSE,"LB51FL","v116"
"flush - to piped sewer system",109,140.82148,TRUE,FALSE,"LB51FL","v116"
"flush - to pit latrine",40,51.2172,TRUE,FALSE,"LB51FL","v116"
"flush - to septic tank",324,373.04514,TRUE,FALSE,"LB51FL","v116"
"flush - to somewhere else",16,20.87028,FALSE,FALSE,"LB51FL","v116"
"hanging toilet/latrine",280,249.99839,FALSE,FALSE,"LB51FL","v116"
"no facility/ bush/ field",2584,2584.51561000001,FALSE,FALSE,"LB51FL","v116"
"not de jure resident",27,28.42055,FALSE,FALSE,"LB51FL","v116"
"other",49,52.29794,FALSE,FALSE,"LB51FL","v116"
"pit latrine - ventilated improved pit (vip)",297,276.39231,TRUE,FALSE,"LB51FL","v116"
"pit latrine - with slab",367,403.58587,TRUE,FALSE,"LB51FL","v116"
"pit latrine - without slab / open pit",571,468.80163,FALSE,FALSE,"LB51FL","v116"
"no",4546,4536.38352999997,FALSE,FALSE,"LB51FL","v119"
"not dejure resident",27,28.42055,FALSE,FALSE,"LB51FL","v119"
"yes",131,129.46321,TRUE,FALSE,"LB51FL","v119"
"bucket toilet",6,9.132782,FALSE,FALSE,"LB5AFL","v116"
"composting toilet",30,24.723491,TRUE,FALSE,"LB5AFL","v116"
"flush - to piped sewer system",37,50.732221,TRUE,FALSE,"LB5AFL","v116"
"flush - to pit latrine",36,51.327938,TRUE,FALSE,"LB5AFL","v116"
"flush - to septic tank",165,200.79879,TRUE,FALSE,"LB5AFL","v116"
"flush - to somewhere else",13,19.755428,FALSE,FALSE,"LB5AFL","v116"
"hanging toilet/latrine",55,59.417328,FALSE,FALSE,"LB5AFL","v116"
"no facility / bush / field",1335,1286.683468,FALSE,FALSE,"LB5AFL","v116"
"not dejure resident",21,19.615033,FALSE,FALSE,"LB5AFL","v116"
"other",16,24.097001,FALSE,FALSE,"LB5AFL","v116"
"pit latrine - ventilated improved pit (vip)",338,238.789505,TRUE,FALSE,"LB5AFL","v116"
"pit latrine - with slab",584,694.622180000002,TRUE,FALSE,"LB5AFL","v116"
"pit latrine - without slab / open pit",320,212.652191,FALSE,FALSE,"LB5AFL","v116"
"no",2885,2821.07943000005,FALSE,FALSE,"LB5AFL","v119"
"not dejure resident",21,19.615033,FALSE,FALSE,"LB5AFL","v119"
"yes",49,50.289983,TRUE,FALSE,"LB5AFL","v119"
"bucket toilet",8,20.034588,FALSE,FALSE,"LB6AFL","v116"
"composting toilet",3,0.587582,TRUE,FALSE,"LB6AFL","v116"
"flush to piped sewer system",23,57.235979,TRUE,FALSE,"LB6AFL","v116"
"flush to pit latrine",70,100.217921,TRUE,FALSE,"LB6AFL","v116"
"flush to septic tank",406,765.526950999999,TRUE,FALSE,"LB6AFL","v116"
"flush to somewhere else",17,29.621096,FALSE,FALSE,"LB6AFL","v116"
"flush, don't know where",2,3.397828,TRUE,FALSE,"LB6AFL","v116"
"hanging toilet/latrine",236,355.098398,FALSE,FALSE,"LB6AFL","v116"
"no facility/bush/field",3474,2686.88212600001,FALSE,FALSE,"LB6AFL","v116"
"not a de jure resident",83,66.210147,FALSE,FALSE,"LB6AFL","v116"
"other",10,18.107621,FALSE,FALSE,"LB6AFL","v116"
"pit latrine with slab",352,343.414465,TRUE,FALSE,"LB6AFL","v116"
"pit latrine without slab/open pit",398,349.963569,FALSE,FALSE,"LB6AFL","v116"
"ventilated improved pit latrine (vip)",1182,1144.479618,TRUE,FALSE,"LB6AFL","v116"
"no",5900,5326.32144299996,FALSE,FALSE,"LB6AFL","v119"
"not a de jure resident",83,66.210147,FALSE,FALSE,"LB6AFL","v119"
"yes",277,545.533554999999,TRUE,FALSE,"LB6AFL","v119"
"bucket toilet",17,26.424889,FALSE,FALSE,"LB7AFL","v116"
"composting toilet",54,21.391972,TRUE,FALSE,"LB7AFL","v116"
"flush to piped sewer system",38,65.124314,TRUE,FALSE,"LB7AFL","v116"
"flush to pit latrine",329,395.027625,TRUE,FALSE,"LB7AFL","v116"
"flush to septic tank",922,1497.230745,TRUE,FALSE,"LB7AFL","v116"
"flush to somewhere else",52,58.040108,FALSE,FALSE,"LB7AFL","v116"
"flush, don't know where",7,9.511754,TRUE,FALSE,"LB7AFL","v116"
"hanging toilet/latrine",170,220.354446,FALSE,FALSE,"LB7AFL","v116"
"no facility/bush/field",2496,1894.814941,FALSE,FALSE,"LB7AFL","v116"
"not a dejure resident",68,61.250826,FALSE,FALSE,"LB7AFL","v116"
"other",12,8.895224,FALSE,FALSE,"LB7AFL","v116"
"pit latrine with slab",509,402.5954,TRUE,FALSE,"LB7AFL","v116"
"pit latrine without slab/open pit",804,567.620027000002,FALSE,FALSE,"LB7AFL","v116"
"ventilated improved pit latrine (vip)",113,118.396971,TRUE,FALSE,"LB7AFL","v116"
"no",4840,4037.04870200004,FALSE,FALSE,"LB7AFL","v119"
"not a dejure resident",68,61.250826,FALSE,FALSE,"LB7AFL","v119"
"yes",683,1248.379714,TRUE,FALSE,"LB7AFL","v119"
"flush toilet",267,106.340755,TRUE,FALSE,"MD42FL","v116"
"no facility, bush, field",1740,2547.573671,FALSE,FALSE,"MD42FL","v116"
"not dejure resident",109,80.053657,FALSE,FALSE,"MD42FL","v116"
"pit latrine with drainage",3009,2846.058618,FALSE,FALSE,"MD42FL","v116"
"traditional pit toilet",264,150.141404,FALSE,FALSE,"MD42FL","v116"
"ventilated improved pit latrine",101,39.796636,TRUE,FALSE,"MD42FL","v116"
"no",3387,4562.634209,FALSE,FALSE,"MD42FL","v119"
"not dejure resident",109,80.053657,FALSE,FALSE,"MD42FL","v119"
"yes",1992,1122.165684,TRUE,FALSE,"MD42FL","v119"
"bucket toilet",72,90.1547450000001,FALSE,FALSE,"MD51FL","v116"
"composting toilet",1,2.441657,TRUE,FALSE,"MD51FL","v116"
