"label","n_hh","w_hh","matched","numeric_code","svkey","variable"
"hanging toilet/latrine",243,122.911837,FALSE,FALSE,"NG8BFL","v116"
"no facility/bush/field",5328,4678.32749700008,FALSE,FALSE,"NG8BFL","v116"
"not a de jure resident",121,99.36699,FALSE,FALSE,"NG8BFL","v116"
"other",13,10.873801,FALSE,FALSE,"NG8BFL","v116"
"pit latrine with slab",4802,5542.52742099997,TRUE,FALSE,"NG8BFL","v116"
"pit latrine without slab/open pit",3089,3190.00997600002,FALSE,FALSE,"NG8BFL","v116"
"ventilated improved pit latrine (vip)",149,155.049728,TRUE,FALSE,"NG8BFL","v116"
"no",11134,11184.1630170001,FALSE,FALSE,"NG8BFL","v119"
"not a de jure resident",121,99.36699,FALSE,FALSE,"NG8BFL","v119"
"yes",11912,11850.2447969999,TRUE,FALSE,"NG8BFL","v119"
"flush toilet",86,66.587383,TRUE,FALSE,"RW41FL","v116"
"no facility",211,219.350413,FALSE,FALSE,"RW41FL","v116"
"not dejure resident",41,35.557377,FALSE,FALSE,"RW41FL","v116"
"traditional pit toilet",5338,5699.9721630002,FALSE,FALSE,"RW41FL","v116"
"ventilated improved pit (vip) latrine",622,486.381104,TRUE,FALSE,"RW41FL","v116"
"no",5715,6092.83175900035,FALSE,FALSE,"RW41FL","v119"
"not dejure resident",41,35.557377,FALSE,FALSE,"RW41FL","v119"
"yes",546,386.770053,TRUE,FALSE,"RW41FL","v119"
"flush toilet",76,58.762062,TRUE,FALSE,"RW53FL","v116"
"improved pit latrine",1983,1863.971187,FALSE,FALSE,"RW53FL","v116"
"latrine",4427,4607.88567299999,FALSE,FALSE,"RW53FL","v116"
"no facility, bush, field",262,277.609574,FALSE,FALSE,"RW53FL","v116"
"not dejure resident",29,30.304757,FALSE,FALSE,"RW53FL","v116"
"other",1,1.588706,FALSE,FALSE,"RW53FL","v116"
"no",6376,6502.49935500006,FALSE,FALSE,"RW53FL","v119"
"not dejure resident",29,30.304757,FALSE,FALSE,"RW53FL","v119"
"yes",369,302.627761000001,TRUE,FALSE,"RW53FL","v119"
"flush toilet",60,40.374899,TRUE,FALSE,"RW5AFL","v116"
"no facility, bush, field",110,120.187975,FALSE,FALSE,"RW5AFL","v116"
"not dejure resident",15,13.793014,FALSE,FALSE,"RW5AFL","v116"
"other",15,17.10139,FALSE,FALSE,"RW5AFL","v116"
"traditional pit toilet",1856,1853.30719500001,FALSE,FALSE,"RW5AFL","v116"
"ventilated improved pit",2467,2590.28467300001,TRUE,FALSE,"RW5AFL","v116"
"no",4183,4385.06167699996,FALSE,FALSE,"RW5AFL","v119"
"not dejure resident",15,13.793014,FALSE,FALSE,"RW5AFL","v119"
"yes",327,237.70535,TRUE,FALSE,"RW5AFL","v119"
"composting toilet",38,37.597058,TRUE,FALSE,"RW61FL","v116"
"flush to piped sewer system",58,47.542562,TRUE,FALSE,"RW61FL","v116"
"flush to pit latrine",34,31.67986,TRUE,FALSE,"RW61FL","v116"
"flush to septic tank",7,7.815974,TRUE,FALSE,"RW61FL","v116"
"flush to somewhere else",38,35.643627,FALSE,FALSE,"RW61FL","v116"
"flush, don't know where",2,1.819218,TRUE,FALSE,"RW61FL","v116"
"no facility/bush/field",92,100.318075,FALSE,FALSE,"RW61FL","v116"
"not a dejure resident",47,48.597699,FALSE,FALSE,"RW61FL","v116"
"other",52,54.599994,FALSE,FALSE,"RW61FL","v116"
"pit latrine with slab",5764,5776.77369400001,TRUE,FALSE,"RW61FL","v116"
"pit latrine without slab/open pit",1858,1914.660972,FALSE,FALSE,"RW61FL","v116"
"ventilated improved pit latrine (vip)",150,155.897527,TRUE,FALSE,"RW61FL","v116"
"no",7254,7415.35239300007,FALSE,FALSE,"RW61FL","v119"
"not a dejure resident",47,48.597699,FALSE,FALSE,"RW61FL","v119"
"yes",842,751.607262999999,TRUE,FALSE,"RW61FL","v119"
"composting toilet",53,53.342856,TRUE,FALSE,"RW70FL","v116"
"flush to piped sewer system",114,93.6015249999998,TRUE,FALSE,"RW70FL","v116"
"flush to pit latrine",41,33.261553,TRUE,FALSE,"RW70FL","v116"
"flush to septic tank",23,17.150583,TRUE,FALSE,"RW70FL","v116"
"flush to somewhere else",27,24.088445,FALSE,FALSE,"RW70FL","v116"
"flush, don't know where",5,3.17112,TRUE,FALSE,"RW70FL","v116"
"no facility/bush/field",270,281.653908,FALSE,FALSE,"RW70FL","v116"
"not a de jure resident",50,48.845113,FALSE,FALSE,"RW70FL","v116"
"other",10,9.29982,FALSE,FALSE,"RW70FL","v116"
"pit latrine with slab",5259,5321.27778799994,TRUE,FALSE,"RW70FL","v116"
"pit latrine without slab/open pit",2045,2095.38091499999,FALSE,FALSE,"RW70FL","v116"
"ventilated improved pit latrine (vip)",433,442.629301,TRUE,FALSE,"RW70FL","v116"
"no",6263,6489.69523499992,FALSE,FALSE,"RW70FL","v119"
"not a de jure resident",50,48.845113,FALSE,FALSE,"RW70FL","v119"
"yes",2021,1889.281545,TRUE,FALSE,"RW70FL","v119"
"composting toilet",8,6.829721,TRUE,FALSE,"RW81FL","v116"
"flush to piped sewer system",118,110.725343,TRUE,FALSE,"RW81FL","v116"
"flush to pit latrine",77,77.260641,TRUE,FALSE,"RW81FL","v116"
"flush to septic tank",92,80.609351,TRUE,FALSE,"RW81FL","v116"
"flush to somewhere else",134,140.670964,FALSE,FALSE,"RW81FL","v116"
"flush, don't know where",9,10.135671,TRUE,FALSE,"RW81FL","v116"
"no facility/bush/field",247,243.369222,FALSE,FALSE,"RW81FL","v116"
"not a dejure resident",60,63.974427,FALSE,FALSE,"RW81FL","v116"
"pit latrine with slab",5499,5656.74662299997,TRUE,FALSE,"RW81FL","v116"
"pit latrine without slab/open pit",2114,2085.56448000001,FALSE,FALSE,"RW81FL","v116"
"ventilated improved pit latrine (vip)",416,404.951730999999,TRUE,FALSE,"RW81FL","v116"
"no",4740,4738.37950999996,FALSE,FALSE,"RW81FL","v119"
"not a dejure resident",60,63.974427,FALSE,FALSE,"RW81FL","v119"
"yes",3974,4078.484237,TRUE,FALSE,"RW81FL","v119"
"11",218,419.274676999999,FALSE,TRUE,"SN4AFL","v116"
"12",1327,1591.390624,FALSE,TRUE,"SN4AFL","v116"
"21",1955,1726.097326,FALSE,TRUE,"SN4AFL","v116"
"22",640,542.729019999999,FALSE,TRUE,"SN4AFL","v116"
"31",1509,1356.035639,FALSE,TRUE,"SN4AFL","v116"
"not dejure resident",82,77.59624,FALSE,FALSE,"SN4AFL","v116"
"other",16,13.258115,FALSE,FALSE,"SN4AFL","v116"
"no",3526,3156.41732499997,FALSE,FALSE,"SN4AFL","v119"
"not dejure resident",82,77.59624,FALSE,FALSE,"SN4AFL","v119"
"yes",2147,2502.93618399999,TRUE,FALSE,"SN4AFL","v119"
"11",307,603.129970999998,FALSE,TRUE,"SN5AFL","v116"
"12",2019,2949.60630000001,FALSE,TRUE,"SN5AFL","v116"
"13",397,442.55998,FALSE,TRUE,"SN5AFL","v116"
"14",16,27.216734,FALSE,TRUE,"SN5AFL","v116"
"15",4,2.232705,FALSE,TRUE,"SN5AFL","v116"
"21",439,349.811028,FALSE,TRUE,"SN5AFL","v116"
"22",476,368.544112,FALSE,TRUE,"SN5AFL","v116"
"23",1919,1207.658124,FALSE,TRUE,"SN5AFL","v116"
"31",2004,1422.857343,FALSE,TRUE,"SN5AFL","v116"
"bucket toilet",2,0.901917,FALSE,FALSE,"SN5AFL","v116"
"composting toilet",12,9.059406,TRUE,FALSE,"SN5AFL","v116"
"hanging toilet/latrine",38,28.725653,FALSE,FALSE,"SN5AFL","v116"
"not dejure resident",51,61.663216,FALSE,FALSE,"SN5AFL","v116"
"other",4,2.939699,FALSE,FALSE,"SN5AFL","v116"
"no",4725,3497.22588099999,FALSE,FALSE,"SN5AFL","v119"
"not dejure resident",51,61.663216,FALSE,FALSE,"SN5AFL","v119"
"yes",2895,3905.98446600002,TRUE,FALSE,"SN5AFL","v119"
"flush to piped sewer system",208,534.122448,TRUE,FALSE,"SN61FL","v116"
"flush to septic tank",800,1007.581494,TRUE,FALSE,"SN61FL","v116"
"latrine with manual flush",209,278.919358,TRUE,FALSE,"SN61FL","v116"
"no facility/bush/field",1491,1099.45815,FALSE,FALSE,"SN61FL","v116"
"not a dejure resident",76,80.027754,FALSE,FALSE,"SN61FL","v116"
"other",2,2.562762,FALSE,FALSE,"SN61FL","v116"
"pit latrine with slab",1205,1369.402668,TRUE,FALSE,"SN61FL","v116"
"traditional latrine",2024,1383.532017,FALSE,FALSE,"SN61FL","v116"
"ventilated improved pit latrine (vip)",297,311.761978000001,TRUE,FALSE,"SN61FL","v116"
"no",3559,2691.20350899998,FALSE,FALSE,"SN61FL","v119"
"not a dejure resident",76,80.027754,FALSE,FALSE,"SN61FL","v119"
"yes",2677,3296.13736599999,TRUE,FALSE,"SN61FL","v119"
"flush to piped sewer system",74,210.4929,TRUE,FALSE,"SN6DFL","v116"
"flush to septic tank",403,539.652511000001,TRUE,FALSE,"SN6DFL","v116"
"latrine with manual flush",20,9.74133,TRUE,FALSE,"SN6DFL","v116"
"no facility/bush/field",818,725.767507000001,FALSE,FALSE,"SN6DFL","v116"
"not a dejure resident",63,60.536855,FALSE,FALSE,"SN6DFL","v116"
"other",22,19.624174,FALSE,FALSE,"SN6DFL","v116"
"pit latrine with slab",838,878.289188,TRUE,FALSE,"SN6DFL","v116"
"traditional latrine",803,521.165258000001,FALSE,FALSE,"SN6DFL","v116"
"ventilated improved pit latrine (vip)",242,277.215147,TRUE,FALSE,"SN6DFL","v116"
"no",1804,1499.775909,FALSE,FALSE,"SN6DFL","v119"
"not a dejure resident",63,60.536855,FALSE,FALSE,"SN6DFL","v119"
"yes",1416,1682.172106,TRUE,FALSE,"SN6DFL","v119"
"flush to piped sewer system",78,172.162181,TRUE,FALSE,"SN71FL","v116"
"flush to septic tank",384,391.430822,TRUE,FALSE,"SN71FL","v116"
"latrine with manual flush",31,67.20381,TRUE,FALSE,"SN71FL","v116"
"no facility/bush/field",706,522.771833999999,FALSE,FALSE,"SN71FL","v116"
"not a dejure resident",58,59.321725,FALSE,FALSE,"SN71FL","v116"
"other",2,0.943937,FALSE,FALSE,"SN71FL","v116"
"pit latrine with slab",942,1319.691945,TRUE,FALSE,"SN71FL","v116"
"traditional latrine",985,618.627802,FALSE,FALSE,"SN71FL","v116"
"ventilated improved pit latrine (vip)",152,107.657341,TRUE,FALSE,"SN71FL","v116"
"no",1791,1292.43198100001,FALSE,FALSE,"SN71FL","v119"
"not a dejure resident",58,59.321725,FALSE,FALSE,"SN71FL","v119"
"yes",1489,1908.057691,TRUE,FALSE,"SN71FL","v119"
"flush to piped sewer system",69,214.241481,TRUE,FALSE,"SN7AFL","v116"
"flush to septic tank",595,874.822122000001,TRUE,FALSE,"SN7AFL","v116"
"latrine with manual flush",22,32.312597,TRUE,FALSE,"SN7AFL","v116"
"no facility/bush/field",667,529.797921,FALSE,FALSE,"SN7AFL","v116"
"not a dejure resident",36,39.457011,FALSE,FALSE,"SN7AFL","v116"
"other",20,17.052552,FALSE,FALSE,"SN7AFL","v116"
"pit latrine with slab",778,829.333969000002,TRUE,FALSE,"SN7AFL","v116"
"traditional latrine",1141,752.161026000003,FALSE,FALSE,"SN7AFL","v116"
"ventilated improved pit latrine (vip)",173,176.258518,TRUE,FALSE,"SN7AFL","v116"
"no",1869,1452.15575900001,FALSE,FALSE,"SN7AFL","v119"
"not a dejure resident",36,39.457011,FALSE,FALSE,"SN7AFL","v119"
"yes",1596,1973.824427,TRUE,FALSE,"SN7AFL","v119"
"flush to piped sewer system",58,192.35645,TRUE,FALSE,"SN7IFL","v116"
"flush to septic tank",548,816.868378999999,TRUE,FALSE,"SN7IFL","v116"
"latrine with manual flush",27,33.798276,TRUE,FALSE,"SN7IFL","v116"
"no facility/bush/field",629,539.680383999999,FALSE,FALSE,"SN7IFL","v116"
"not a dejure resident",48,53.783228,FALSE,FALSE,"SN7IFL","v116"
"other",12,12.850098,FALSE,FALSE,"SN7IFL","v116"
"pit latrine with slab",918,1063.184694,TRUE,FALSE,"SN7IFL","v116"
"traditional latrine",1059,631.434901999998,FALSE,FALSE,"SN7IFL","v116"
"ventilated improved pit latrine (vip)",165,130.062652,TRUE,FALSE,"SN7IFL","v116"
"no",1716,1308.07540600001,FALSE,FALSE,"SN7IFL","v119"
"not a dejure resident",48,53.783228,FALSE,FALSE,"SN7IFL","v119"
"yes",1700,2112.160429,TRUE,FALSE,"SN7IFL","v119"
"composting toilet",5,6.881679,TRUE,FALSE,"SN7ZFL","v116"
"flush to piped sewer system",312,678.806806000001,TRUE,FALSE,"SN7ZFL","v116"
"flush to pit latrine",195,199.719483,TRUE,FALSE,"SN7ZFL","v116"
"flush to septic tank",2149,2575.92954000001,TRUE,FALSE,"SN7ZFL","v116"
"flush to somewhere else",49,42.000914,FALSE,FALSE,"SN7ZFL","v116"
"flush, don't know where",13,5.706515,TRUE,FALSE,"SN7ZFL","v116"
"hanging toilet/latrine",265,159.307422,FALSE,FALSE,"SN7ZFL","v116"
"no facility/bush/field",1059,883.390894,FALSE,FALSE,"SN7ZFL","v116"
"not a dejure resident",116,113.482802,FALSE,FALSE,"SN7ZFL","v116"
"other",58,50.573655,FALSE,FALSE,"SN7ZFL","v116"
"pit latrine with slab",905,726.589166000004,TRUE,FALSE,"SN7ZFL","v116"
"pit latrine without slab/open pit",1104,747.731822000005,FALSE,FALSE,"SN7ZFL","v116"
"ventilated improved pit latrine (vip)",307,276.473695,TRUE,FALSE,"SN7ZFL","v116"
"no",3099,2486.98875600002,FALSE,FALSE,"SN7ZFL","v119"
"not a dejure resident",116,113.482802,FALSE,FALSE,"SN7ZFL","v119"
"yes",3322,3866.12283500001,TRUE,FALSE,"SN7ZFL","v119"
"composting toilet",9,12.969326,TRUE,FALSE,"SN81FL","v116"
"flush to piped sewer system",115,396.183514,TRUE,FALSE,"SN81FL","v116"
"flush to pit latrine",163,146.538456,TRUE,FALSE,"SN81FL","v116"
"flush to septic tank",1221,1494.56292000001,TRUE,FALSE,"SN81FL","v116"
"flush to somewhere else",23,17.131855,FALSE,FALSE,"SN81FL","v116"
"hanging toilet/latrine",58,48.119874,FALSE,FALSE,"SN81FL","v116"
"no facility/bush/field",544,397.439679000001,FALSE,FALSE,"SN81FL","v116"
"not a dejure resident",61,67.278917,FALSE,FALSE,"SN81FL","v116"
"other",44,40.742057,FALSE,FALSE,"SN81FL","v116"
"pit latrine with slab",673,478.974823999999,TRUE,FALSE,"SN81FL","v116"
"pit latrine without slab/open pit",536,311.114937,FALSE,FALSE,"SN81FL","v116"
"ventilated improved pit latrine (vip)",179,141.612886,TRUE,FALSE,"SN81FL","v116"
"no",1598,1183.878222,FALSE,FALSE,"SN81FL","v119"
"not a dejure resident",61,67.278917,FALSE,FALSE,"SN81FL","v119"
"yes",1967,2301.51210599999,TRUE,FALSE,"SN81FL","v119"
"composting toilet",5,4.085462,TRUE,FALSE,"SN8BFL","v116"
"flush to piped sewer system",90,223.992872,TRUE,FALSE,"SN8BFL","v116"
"flush to pit latrine",178,186.859557,TRUE,FALSE,"SN8BFL","v116"
"flush to septic tank",1217,1452.205843,TRUE,FALSE,"SN8BFL","v116"
"flush to somewhere else",24,29.109023,FALSE,FALSE,"SN8BFL","v116"
"hanging toilet/latrine",60,56.622308,FALSE,FALSE,"SN8BFL","v116"
"no facility/bush/field",505,453.321595,FALSE,FALSE,"SN8BFL","v116"
"not a dejure resident",63,59.564082,FALSE,FALSE,"SN8BFL","v116"
"other",26,25.447694,FALSE,FALSE,"SN8BFL","v116"
"pit latrine with slab",455,334.323353,TRUE,FALSE,"SN8BFL","v116"
"pit latrine without slab/open pit",555,321.104361,FALSE,FALSE,"SN8BFL","v116"
"ventilated improved pit latrine (vip)",310,299.63667,TRUE,FALSE,"SN8BFL","v116"
"no",1356,1060.466105,FALSE,FALSE,"SN8BFL","v119"
"not a dejure resident",63,59.564082,FALSE,FALSE,"SN8BFL","v119"
"yes",2069,2326.24263300001,TRUE,FALSE,"SN8BFL","v119"
"bucket toilet",10,4.260253,FALSE,FALSE,"SN8SFL","v116"
"composting toilet",37,31.174376,TRUE,FALSE,"SN8SFL","v116"
"flush to piped sewer system",561,893.137571000001,TRUE,FALSE,"SN8SFL","v116"
"flush to pit latrine",297,282.843095,TRUE,FALSE,"SN8SFL","v116"
"flush to septic tank",2003,2504.311022,TRUE,FALSE,"SN8SFL","v116"
"flush to somewhere else",25,19.550383,FALSE,FALSE,"SN8SFL","v116"
"flush, don't know where",1,1.944352,TRUE,FALSE,"SN8SFL","v116"
"hanging toilet/latrine",119,87.2600790000001,FALSE,FALSE,"SN8SFL","v116"
"no facility/bush/field",690,511.194708999999,FALSE,FALSE,"SN8SFL","v116"
"not a dejure resident",68,76.849108,FALSE,FALSE,"SN8SFL","v116"
"other",42,31.765287,FALSE,FALSE,"SN8SFL","v116"
"pit latrine with slab",1070,865.873485,TRUE,FALSE,"SN8SFL","v116"
"pit latrine without slab/open pit",1112,748.066572000001,FALSE,FALSE,"SN8SFL","v116"
"ventilated improved pit latrine (vip)",365,336.915885,TRUE,FALSE,"SN8SFL","v116"
"no",2020,1494.563595,FALSE,FALSE,"SN8SFL","v119"
"not a dejure resident",68,76.849108,FALSE,FALSE,"SN8SFL","v119"
"yes",4312,4823.73347399995,TRUE,FALSE,"SN8SFL","v119"
"bucket toilet",15,11.38914,FALSE,FALSE,"SL51FL","v116"
"composting toilet",2,1.066358,TRUE,FALSE,"SL51FL","v116"
"flush - don't know where",1,0.38002,TRUE,FALSE,"SL51FL","v116"
"flush - to piped sewer system",7,3.8901,TRUE,FALSE,"SL51FL","v116"
"flush - to pit latrine",45,43.807897,TRUE,FALSE,"SL51FL","v116"
"flush - to septic tank",174,146.656525,TRUE,FALSE,"SL51FL","v116"
"flush - to somewhere else",14,14.998633,FALSE,FALSE,"SL51FL","v116"
"hanging toilet/latrine",199,140.483939,FALSE,FALSE,"SL51FL","v116"
"no facility/bush/field",1186,1129.312548,FALSE,FALSE,"SL51FL","v116"
"not dejure resident",23,21.279299,FALSE,FALSE,"SL51FL","v116"
"other",21,19.349791,FALSE,FALSE,"SL51FL","v116"
"pit latrine - ventilated improved pit (vip)",741,760.922192999998,TRUE,FALSE,"SL51FL","v116"
"pit latrine - with slab",1244,1145.418999,TRUE,FALSE,"SL51FL","v116"
"pit latrine - without slab / open pit",1215,1454.991055,FALSE,FALSE,"SL51FL","v116"
"stream/river",31,24.896299,FALSE,FALSE,"SL51FL","v116"
"no",4241,4346.56518099999,FALSE,FALSE,"SL51FL","v119"
"not dejure resident",23,21.279299,FALSE,FALSE,"SL51FL","v119"
"yes",658,554.776576,TRUE,FALSE,"SL51FL","v119"
"bucket toilet",8,10.888881,FALSE,FALSE,"SL61FL","v116"
"composting toilet",32,33.766171,TRUE,FALSE,"SL61FL","v116"
"flush to piped sewer system",19,14.328582,TRUE,FALSE,"SL61FL","v116"
"flush to pit latrine",83,82.466323,TRUE,FALSE,"SL61FL","v116"
"flush to septic tank",279,252.538329,TRUE,FALSE,"SL61FL","v116"
"flush to somewhere else",12,20.155328,FALSE,FALSE,"SL61FL","v116"
"flush, don't know where",5,6.473301,TRUE,FALSE,"SL61FL","v116"
"hanging toilet/latrine",90,151.626617,FALSE,FALSE,"SL61FL","v116"
"no facility/bush/field",2073,2079.453896,FALSE,FALSE,"SL61FL","v116"
"not a dejure resident",31,32.357816,FALSE,FALSE,"SL61FL","v116"
"other",14,19.63047,FALSE,FALSE,"SL61FL","v116"
"pit latrine with slab",2608,2571.948427,TRUE,FALSE,"SL61FL","v116"
"pit latrine without slab/open pit",2655,2704.76230299999,FALSE,FALSE,"SL61FL","v116"
"ventilated improved pit latrine (vip)",1722,1754.607867,TRUE,FALSE,"SL61FL","v116"
"no",8582,8506.903485,FALSE,FALSE,"SL61FL","v119"
"not a dejure resident",31,32.357816,FALSE,FALSE,"SL61FL","v119"
"yes",1024,1199.664647,TRUE,FALSE,"SL61FL","v119"
"bucket toilet",16,20.160898,FALSE,FALSE,"SL7AFL","v116"
"composting toilet",111,110.75607,TRUE,FALSE,"SL7AFL","v116"
"flush to piped sewer system",25,39.182797,TRUE,FALSE,"SL7AFL","v116"
"flush to pit latrine",222,289.419795,TRUE,FALSE,"SL7AFL","v116"
"flush to septic tank",414,509.616405000001,TRUE,FALSE,"SL7AFL","v116"
"flush to somewhere else",14,21.120149,FALSE,FALSE,"SL7AFL","v116"
"flush, don't know where",1,1.179188,TRUE,FALSE,"SL7AFL","v116"
"hanging toilet/latrine",182,257.607901,FALSE,FALSE,"SL7AFL","v116"
"no facility/bush/field",1897,1792.301682,FALSE,FALSE,"SL7AFL","v116"
"not a dejure resident",34,32.950577,FALSE,FALSE,"SL7AFL","v116"
"pit latrine with slab",3720,3809.80062,TRUE,FALSE,"SL7AFL","v116"
"pit latrine without slab/open pit",2552,2304.63360899999,FALSE,FALSE,"SL7AFL","v116"
"ventilated improved pit latrine (vip)",199,191.575005,TRUE,FALSE,"SL7AFL","v116"
"no",7747,7355.108502,FALSE,FALSE,"SL7AFL","v119"
"not a dejure resident",34,32.950577,FALSE,FALSE,"SL7AFL","v119"
"yes",1606,1992.24561699999,TRUE,FALSE,"SL7AFL","v119"
"11",129,122.716704,FALSE,TRUE,"ST51FL","v116"
"12",167,198.065129,FALSE,TRUE,"ST51FL","v116"
"13",267,276.870613,FALSE,TRUE,"ST51FL","v116"
"21",111,123.808109,FALSE,TRUE,"ST51FL","v116"
"31",1224,1103.32913099999,FALSE,TRUE,"ST51FL","v116"
"not dejure resident",5,4.831188,FALSE,FALSE,"ST51FL","v116"
"other",8,4.933723,FALSE,FALSE,"ST51FL","v116"
"no",863,757.559731,FALSE,FALSE,"ST51FL","v119"
"not dejure resident",5,4.831188,FALSE,FALSE,"ST51FL","v119"
"yes",1043,1072.16367799999,TRUE,FALSE,"ST51FL","v119"
"flush or pour flush toilet",587,471.064324,TRUE,FALSE,"SZ51FL","v116"
"no facility",491,491.056167,FALSE,FALSE,"SZ51FL","v116"
"not dejure resident",73,70.261364,FALSE,FALSE,"SZ51FL","v116"
"ordinary pit latrine",1196,1238.831723,FALSE,FALSE,"SZ51FL","v116"
"other",1,1.113182,FALSE,FALSE,"SZ51FL","v116"
"ventilated improved privy",423,477.130046,TRUE,FALSE,"SZ51FL","v116"
"no",1738,1761.85815700001,FALSE,FALSE,"SZ51FL","v119"
"not dejure resident",73,70.261364,FALSE,FALSE,"SZ51FL","v119"
"yes",962,919.035857000002,TRUE,FALSE,"SZ51FL","v119"
"no facility/bush/field",2231,3033.48800099997,FALSE,FALSE,"TD41FL","v116"
"not dejure resident",40,40.562149,FALSE,FALSE,"TD41FL","v116"
"other",3,3.264632,FALSE,FALSE,"TD41FL","v116"
"private flush toilet",17,6.345483,TRUE,FALSE,"TD41FL","v116"
"shared flush toilet",99,57.229411,TRUE,FALSE,"TD41FL","v116"
"traditional pip toilet",1325,870.472616999998,FALSE,FALSE,"TD41FL","v116"
"ventilated improved latrine",205,89.5185509999998,TRUE,FALSE,"TD41FL","v116"
"no",3514,3919.75936799998,FALSE,FALSE,"TD41FL","v119"
"not dejure resident",40,40.562149,FALSE,FALSE,"TD41FL","v119"
"yes",359,133.40916,TRUE,FALSE,"TD41FL","v119"
"bucket toilet",12,8.256938,FALSE,FALSE,"TD71FL","v116"
"flush to piped sewer system",111,95.847727,TRUE,FALSE,"TD71FL","v116"
"flush to pit latrine",9,8.835056,TRUE,FALSE,"TD71FL","v116"
"flush to septic tank",34,41.562497,TRUE,FALSE,"TD71FL","v116"
"hanging toilet/latrine",98,104.457626,FALSE,FALSE,"TD71FL","v116"
"no facility/bush/field",8839,8641.05231499985,FALSE,FALSE,"TD71FL","v116"
"not a dejure resident",57,53.582519,FALSE,FALSE,"TD71FL","v116"
"other",5,8.750089,FALSE,FALSE,"TD71FL","v116"
"pit latrine with slab",1286,1435.18249700001,TRUE,FALSE,"TD71FL","v116"
"pit latrine without slab/open pit",1882,1722.519189,FALSE,FALSE,"TD71FL","v116"
"ventilated improved pit latrine (vip)",37,33.907901,TRUE,FALSE,"TD71FL","v116"
"no",11409,11249.4203979998,FALSE,FALSE,"TD71FL","v119"
"not a dejure resident",57,53.582519,FALSE,FALSE,"TD71FL","v119"
"yes",947,887.424345000002,TRUE,FALSE,"TD71FL","v119"
"composting toilet",23,8.45848799999999,TRUE,FALSE,"TG61FL","v116"
"flush to piped sewer system",2,2.261503,TRUE,FALSE,"TG61FL","v116"
"flush to pit latrine",144,190.777426,TRUE,FALSE,"TG61FL","v116"
"flush to septic tank",820,957.773327999998,TRUE,FALSE,"TG61FL","v116"
"flush to somewhere else",4,3.492684,FALSE,FALSE,"TG61FL","v116"
"flush, don't know where",1,0.844708,TRUE,FALSE,"TG61FL","v116"
"hanging toilet/latrine",2,1.71529,FALSE,FALSE,"TG61FL","v116"
"no facility/bush/field",3276,2925.82121700001,FALSE,FALSE,"TG61FL","v116"
"not a dejure resident",75,77.828499,FALSE,FALSE,"TG61FL","v116"
"other",33,37.369233,FALSE,FALSE,"TG61FL","v116"
"pit latrine with slab",1064,1243.064637,TRUE,FALSE,"TG61FL","v116"
"pit latrine without slab/open pit",439,455.119451,FALSE,FALSE,"TG61FL","v116"
"ventilated improved pit latrine (vip)",22,21.830606,TRUE,FALSE,"TG61FL","v116"
"no",3534,3199.83112400002,FALSE,FALSE,"TG61FL","v119"
"not a dejure resident",75,77.828499,FALSE,FALSE,"TG61FL","v119"
"yes",2292,2644.403779,TRUE,FALSE,"TG61FL","v119"
"flush toilet",178,163.055317,TRUE,FALSE,"TZ4IFL","v116"
"no facility, bush, field",1195,934.041165000002,FALSE,FALSE,"TZ4IFL","v116"
"not dejure member",140,138.836807,FALSE,FALSE,"TZ4IFL","v116"
"traditional pit toilet",4941,5290.10587199999,FALSE,FALSE,"TZ4IFL","v116"
"ventilated improved pit latrine",247,241.257531,TRUE,FALSE,"TZ4IFL","v116"
"no",5873,5921.27991599995,FALSE,FALSE,"TZ4IFL","v119"
"not dejure resident",140,138.836807,FALSE,FALSE,"TZ4IFL","v119"
"yes",678,696.300161000005,TRUE,FALSE,"TZ4IFL","v119"
"composting toilet",1,1.703452,TRUE,FALSE,"TZ63FL","v116"
"flush - to piped sewer system",39,24.316921,TRUE,FALSE,"TZ63FL","v116"
"flush - to pit latrine",481,499.440901999999,TRUE,FALSE,"TZ63FL","v116"
"flush - to septic tank",79,102.778083,TRUE,FALSE,"TZ63FL","v116"
"flush - to somewhere else",47,36.688101,FALSE,FALSE,"TZ63FL","v116"
"no facility/bush/field",1105,949.378247,FALSE,FALSE,"TZ63FL","v116"
"not dejure resident",130,122.028356,FALSE,FALSE,"TZ63FL","v116"
"other",12,8.649651,FALSE,FALSE,"TZ63FL","v116"
"pit latrine - ventilated improved pit (vip)",146,149.800589,TRUE,FALSE,"TZ63FL","v116"
"pit latrine - with slab",858,554.777183999998,TRUE,FALSE,"TZ63FL","v116"
"pit latrine - without slab / open pit",3618,4243.45989299999,FALSE,FALSE,"TZ63FL","v116"
"no",5415,5630.86357399999,FALSE,FALSE,"TZ63FL","v119"
"not dejure resident",130,122.028356,FALSE,FALSE,"TZ63FL","v119"
"yes",969,937.369892,TRUE,FALSE,"TZ63FL","v119"
"composting toilet",3,4.846908,TRUE,FALSE,"TZ7BFL","v116"
"flush to piped sewer system",31,55.901587,TRUE,FALSE,"TZ7BFL","v116"
"flush to pit latrine",1069,1098.889906,TRUE,FALSE,"TZ7BFL","v116"
"flush to septic tank",179,237.872086,TRUE,FALSE,"TZ7BFL","v116"
"flush to somewhere else",64,32.925538,FALSE,FALSE,"TZ7BFL","v116"
