"iso3","state","key","age_band","year","series","exposure_source","pfpr_pct","ihme_deaths","implied_person_years","age_mapping","ihme_rate_per100000","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate"
"NGA","Abia","abia","<1",2024,"map_full","MAP",29.3385490348385,3492.21115981618,11286.8864210489,"0-27 days mapped to model <1 completed month",30940.429712339,-0.0989185252170262,0.0318190930765582,0.90581650622042,0.851050383041585,0.96410689577385,0.0941834937795799,0.0358931042261501,0.148949616958415,3163.30251176865,328.908648047526,125.346299139007,520.163514592522,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","1-5",2024,"map_full","MAP",29.3385490348385,1505.75840401694,61049.6967925562,"direct age match",2466.44698192921,-0.136803234091337,0.0413651285986541,0.872141817027047,0.804222838296867,0.945796752822957,0.127858182972953,0.0542032471770429,0.195777161703133,1313.23487048308,192.523533533859,81.6169949618397,294.793106549075,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","6-11",2024,"map_full","MAP",29.3385490348385,2313.65525701036,71570.1764903117,"direct age match",3232.70860918382,-0.389922751333404,0.0539835329673529,0.677109178259101,0.609125793001502,0.752680061409885,0.322890821740899,0.247319938590115,0.390874206998498,1566.59720984913,747.058047161226,572.213076082499,904.348163851831,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","12-23",2024,"map_full","MAP",29.3385490348385,2260.94653819113,138665.223521518,"IHME 1 to 4 minus 2 to 4",1630.50726113767,-0.667171185268387,0.0708518398616412,0.513158155876956,0.446622843360879,0.589605518073024,0.486841844123044,0.410394481926976,0.553377156639121,1160.22315607455,1100.72338211658,927.879983205539,1251.15616661727,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","24-35",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.772369936160308,0.0769434581477933,0.461917056150356,0.397254115307,0.537105491274067,0.538082943849644,0.462894508725933,0.602745884693,537.363359961794,625.969651467166,538.500462810068,701.19418516632,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","36-47",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.715607825325946,0.0836881950313451,0.488894858789633,0.414933634840076,0.57603954676525,0.511105141210367,0.42396045323475,0.585066365159924,568.747528347881,594.58548308108,493.207190788368,680.62701646729,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","48-59",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.646189701132098,0.0965599439953282,0.524038721639816,0.433680499888962,0.633223264242235,0.475961278360184,0.366776735757765,0.566319500111038,609.63154415063,553.70146727833,426.683484531165,658.818169495118,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","<1",2024,"map_full","MAP",24.3095856120304,4006.59711293149,9063.2871120074,"0-27 days mapped to model <1 completed month",44206.8872299477,-0.0801638501234795,0.0298014889680756,0.922965106050007,0.87059815551661,0.978481957017709,0.0770348939499933,0.021518042982291,0.12940184448339,3697.94932923647,308.647783695027,86.2141288887829,518.461056515161,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","1-5",2024,"map_full","MAP",24.3095856120304,1548.61120434922,48597.1210571777,"direct age match",3186.63157541199,-0.115452223738094,0.0375604491859505,0.890963138108486,0.827727980828593,0.959029212318613,0.109036861891514,0.0409707876813874,0.172272019171407,1379.75549833694,168.855706012277,63.4478208544093,266.782379084704,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","6-11",2024,"map_full","MAP",24.3095856120304,1484.10011009275,56836.3180710748,"direct age match",2611.18270933183,-0.334085704051125,0.0506770455945693,0.715992416146947,0.648292877416432,0.790761641594659,0.284007583853053,0.209238358405341,0.351707122583568,1062.60442362925,421.495686463491,310.530670744992,521.968579346677,TRUE,FALSE,FALSE,FALSE
