"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","model_id","hiv_treatment","year","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","age","sex"
"AGO","Angola",20.1035553415068,"estimated",0.998084957706995,FALSE,96551.420798192,72536.4226848551,24014.9981133368,0.248727547609393,"age_band_separate_v1","posterior_median",2005,17036.3618753842,7290.7600672017,28750.3011571636,"matched",1.4096318385932,6978.63623795264,"Under 5","Both"
"BDI","Burundi",32.7108667147613,"estimated",0.903118502531811,TRUE,39965.5290915807,28605.8685003425,11359.6605912383,0.284236462007239,"age_band_separate_v1","posterior_median",2005,9544.83585622456,4753.17790154517,15422.5962481895,"matched",1.19013681977886,1814.82473501374,"Under 5","Both"
"BEN","Benin",56.789331963267,"estimated",1,FALSE,35764.568969811,25026.0900262737,10738.4789435372,0.300254672511267,"age_band_separate_v1","posterior_median",2005,7882.71211201263,4802.29043439565,12029.7489685277,"matched",1.36228226921704,2855.76683152457,"Under 5","Both"
"BFA","Burkina Faso",53.1839944402602,"estimated",1,FALSE,88292.8538201055,59342.3439226949,28950.5098974106,0.327891880767571,"age_band_separate_v1","posterior_median",2005,24966.6794975544,15224.0153965236,37498.0308123815,"matched",1.15956588861752,3983.8303998562,"Under 5","Both"
"BWA","Botswana",0.0739687942020688,"estimated",0.500006041684288,TRUE,2386.55814676258,2384.28959127768,2.26855548489891,0.000950555295699062,"age_band_separate_v1","posterior_median",2005,1.01106893548783,0.368797806480741,2.1425477237441,"matched",2.24371989413793,1.25748654941108,"Under 5","Both"
"CAF","Central African Republic",57.137610295232,"estimated",1,FALSE,27492.8570841914,19634.5432231572,7858.3138610342,0.285831110130522,"age_band_separate_v1","posterior_median",2005,3752.68743335549,1951.50149098123,6959.78367766211,"matched",2.09404966456469,4105.62642767871,"Under 5","Both"
"CIV","Cote d'Ivoire",62.0559536355424,"estimated",0.999044906250652,FALSE,80769.9833548922,59144.0904672667,21625.8928876256,0.267746655246967,"age_band_separate_v1","posterior_median",2005,18927.1407480006,11696.9255840823,26600.9797857946,"matched",1.14258636185765,2698.75213962504,"Under 5","Both"
"CMR","Cameroon",48.6084683420969,"estimated",0.994188327616715,FALSE,89440.1172170792,61394.4877168706,28045.6295002086,0.313568791867069,"age_band_separate_v1","posterior_median",2005,20518.3763959582,11621.4604108647,31588.0308396267,"matched",1.36685422662064,7527.2531042504,"Under 5","Both"
"COD","Democratic Republic of the Congo",64.5181086884157,"estimated",0.967925701459564,FALSE,291364.155661708,201670.164113456,89693.9915482513,0.307841544010622,"age_band_separate_v1","posterior_median",2005,90901.2946546033,63773.9163410782,119408.616595031,"matched",0.986718526826935,-1207.30310635202,"Under 5","Both"
"COG","Congo",32.8294542135053,"estimated",0.999999884856155,FALSE,10371.3261694714,7597.83219983928,2773.49396963213,0.26741941428822,"age_band_separate_v1","posterior_median",2005,1798.4947973644,805.707757613728,3130.27050618293,"matched",1.54211954001565,974.999172267729,"Under 5","Both"
"COM","Comoros",1.49344288730066,"estimated",0.977875023773357,FALSE,1294.11415854412,1269.53606175416,24.578096789962,0.0189922168980922,"age_band_separate_v1","posterior_median",2005,6.01667570728837,2.65543281730706,12.0400084860805,"matched",4.08499609845833,18.5614210826736,"Under 5","Both"
"CPV","Cape Verde",,"missing_MAP_no_estimate",,,487.882790929841,,,,"age_band_separate_v1","posterior_median",2005,0.360636598851271,0.130298121180369,0.752052877560783,"missing_model_MAP",,,"Under 5","Both"
"DJI","Djibouti",0.180218583070353,"estimated",0.900748542924068,TRUE,1827.74449858499,1824.15970621879,3.58479236620103,0.00196132028791569,"age_band_separate_v1","posterior_median",2005,3.15105029062501,1.49407759394494,5.61310194637584,"matched",1.13765000097475,0.43374207557602,"Under 5","Both"
"ERI","Eritrea",0.264051516629705,"estimated",0.951453885431987,FALSE,12881.6351925552,12809.5326909507,72.102501604516,0.00559730969917444,"age_band_separate_v1","posterior_median",2005,20.5491549999896,9.47626108625083,37.6585521891437,"matched",3.50878182604358,51.5533466045264,"Under 5","Both"
"ETH","Ethiopia",10.282958677834,"estimated",0.827728262514435,TRUE,324374.02190096,283127.091557947,41246.9303430137,0.127158550186264,"age_band_separate_v1","posterior_median",2005,31593.2561718979,11813.9285156136,57261.4406289013,"matched",1.30556122859228,9653.67417111582,"Under 5","Both"
"GAB","Gabon",13.5729851145187,"estimated",0.999284909726468,FALSE,2434.17926397405,2048.26986684311,385.909397130943,0.158537788421099,"age_band_separate_v1","posterior_median",2005,247.587005011858,103.504170095367,478.896769542397,"matched",1.55868195551079,138.322392119085,"Under 5","Both"
"GHA","Ghana",33.4717058296969,"estimated",0.999730304961018,FALSE,57379.9146584327,42790.8394315367,14589.0752268959,0.254254041919386,"age_band_separate_v1","posterior_median",2005,14365.2438310093,8127.69789461179,19475.8755531422,"matched",1.0155814546916,223.831395886617,"Under 5","Both"
"GIN","Guinea",42.9604000479577,"estimated",0.996935005435981,FALSE,47244.174690902,33101.8475405123,14142.3271503897,0.299345416507258,"age_band_separate_v1","posterior_median",2005,9581.37694548418,5525.43144164255,15121.0485192815,"matched",1.47602241628278,4560.95020490552,"Under 5","Both"
"GMB","The Gambia",6.80021050223797,"estimated",0.99989435444155,FALSE,5244.84227075379,4751.64296190411,493.199308849682,0.0940351079001655,"age_band_separate_v1","posterior_median",2005,309.032888877776,150.944014419297,588.030548828626,"matched",1.59594440138941,184.166419971906,"Under 5","Both"
