"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","model_id","hiv_treatment","year","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","age","sex"
"GNB","Guinea-Bissau",5.47134440577292,"estimated",0.996068689009789,FALSE,7767.2498258756,7103.36187044092,663.88795543468,0.0854727181843723,"age_band_separate_v1","posterior_median",2005,322.64768526346,105.57616937191,743.740961579035,"matched",2.05762503733005,341.24027017122,"Under 5","Both"
"GNQ","Equatorial Guinea",33.9046533846217,"estimated",0.967788791016353,FALSE,2828.61147410932,2113.74822219589,714.863251913439,0.252725854524979,"age_band_separate_v1","posterior_median",2005,795.294411262496,482.247013730519,1092.84820658087,"matched",0.898866183126604,-80.4311593490568,"Under 5","Both"
"KEN","Kenya",12.1603957572431,"estimated",0.822215895130027,TRUE,82551.3260242614,70201.7954637852,12349.5305604762,0.149598209444228,"age_band_separate_v1","posterior_median",2005,5380.61737522306,2270.7169976779,9695.26329947088,"matched",2.29518839554434,6968.91318525314,"Under 5","Both"
"LBR","Liberia",42.3245620053839,"estimated",0.999979141849584,FALSE,18341.6145030929,13280.7515497378,5060.86295335511,0.275922435972128,"age_band_separate_v1","posterior_median",2005,4318.96062855385,2127.67177073757,6790.74275244227,"matched",1.17177797822382,741.902324801265,"Under 5","Both"
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,4720.58173459788,,,,"age_band_separate_v1","posterior_median",2005,,,,"missing_model_MAP",,,"Under 5","Both"
"MDG","Madagascar",16.612555436176,"estimated",0.965066759112986,FALSE,62155.6370120645,49684.2919371847,12471.3450748798,0.20064704786887,"age_band_separate_v1","posterior_median",2005,5743.20514220464,2496.2117982361,10514.6924745636,"matched",2.17149566593619,6728.13993267516,"Under 5","Both"
"MLI","Mali",38.5111391906618,"estimated",0.977670801796849,FALSE,87830.0017542328,61098.1940068227,26731.8077474102,0.30435850180456,"age_band_separate_v1","posterior_median",2005,19914.3514175643,10910.3034039324,31056.7382292981,"matched",1.34233885838898,6817.45632984593,"Under 5","Both"
"MOZ","Mozambique",44.2928156950409,"estimated",0.999790945132115,FALSE,99135.6037445078,71873.8070380354,27261.7967064724,0.27499501366564,"age_band_separate_v1","posterior_median",2005,12272.1178087967,6090.24512929792,20196.3598279621,"matched",2.22144190034838,14989.6788976757,"Under 5","Both"
"MRT","Mauritania",4.08661106779518,"estimated",0.840119682930452,TRUE,7861.39012005786,7468.95799160187,392.432128455988,0.0499189230483196,"age_band_separate_v1","posterior_median",2005,254.427955607677,109.374497394553,554.461391466303,"matched",1.54240962837083,138.004172848311,"Under 5","Both"
"MWI","Malawi",32.2108258478265,"estimated",0.999764978481837,FALSE,61511.0868799982,43928.5569088076,17582.5299711906,0.285843266035801,"age_band_separate_v1","posterior_median",2005,8465.6610118672,4265.72620307183,14003.0279394346,"matched",2.07692346132728,9116.8689593234,"Under 5","Both"
"NAM","Namibia",4.5353951282014,"estimated",0.611389973186959,TRUE,3618.4787922097,3391.0109897832,227.467802426499,0.0628628259245901,"age_band_separate_v1","posterior_median",2005,68.1857539029271,32.9175545604104,125.439462962361,"matched",3.33600186851838,159.282048523572,"Under 5","Both"
"NER","Niger",26.7916282649868,"estimated",0.952363358910006,FALSE,124960.908948674,83622.3847368285,41338.5242118454,0.33081164789562,"age_band_separate_v1","posterior_median",2005,19061.3616023064,9654.6797381422,32127.2243862646,"matched",2.16870783285721,22277.162609539,"Under 5","Both"
"NGA","Nigeria",44.911076588637,"estimated",0.999968748812492,FALSE,913193.381854744,623120.731407013,290072.650447731,0.317646465920042,"age_band_separate_v1","posterior_median",2005,141101.592555906,75822.6876554382,219514.997743328,"matched",2.05577162662285,148971.057891825,"Under 5","Both"
"RWA","Rwanda",4.897431879853,"estimated",0.814603360177058,TRUE,38267.9806795348,35074.4671140052,3193.51356552961,0.0834513216747143,"age_band_separate_v1","posterior_median",2005,2841.50458808531,853.088739680553,5918.52901862954,"matched",1.12388119270344,352.008977444298,"Under 5","Both"
"SEN","Senegal",5.44994687087531,"estimated",0.99558981120801,FALSE,38522.3642175266,35213.5008228125,3308.86339471412,0.0858946085455647,"age_band_separate_v1","posterior_median",2005,4355.85191330994,2197.47131314601,7820.046093107,"matched",0.759636337636596,-1046.98851859582,"Under 5","Both"
"SLE","Sierra Leone",40.7926668056115,"estimated",0.99816935916103,FALSE,37841.2524673904,26662.7234246548,11178.5290427355,0.295405894727417,"age_band_separate_v1","posterior_median",2005,6759.19690523862,3530.51069974414,11816.4564491975,"matched",1.65382503268572,4419.33213749688,"Under 5","Both"
"SOM","Somalia",9.00565355096317,"estimated",0.983183349547194,FALSE,91196.349563142,77498.6956278477,13697.6539352942,0.150199585848667,"age_band_separate_v1","posterior_median",2005,2834.75713714953,1151.26616604835,5609.96408931935,"matched",4.83203790398347,10862.8967981447,"Under 5","Both"
"SSD","South Sudan",35.4180105817913,"estimated",0.998944588913762,FALSE,37611.7230423069,27201.4213250179,10410.301717289,0.276783430144349,"age_band_separate_v1","posterior_median",2005,4727.21749013014,2484.79273928982,8413.8609040286,"matched",2.20220494170714,5683.08422715886,"Under 5","Both"
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,413.742464346307,,,,"age_band_separate_v1","posterior_median",2005,39.3306059836189,18.892775077316,69.0045975966609,"missing_model_MAP",,,"Under 5","Both"
"SWZ","Swaziland",2.77619052188256,"estimated",0.0274046526925583,TRUE,3247.7077903365,3124.7608164582,122.9469738783,0.037856538154118,"age_band_separate_v1","posterior_median",2005,2.47884157083843,0.978373240625249,4.82450548902462,"matched",49.59856060374,120.468132307462,"Under 5","Both"
"TCD","Chad",17.2544300153994,"estimated",0.941951498070144,TRUE,77646.949864827,58851.2044337938,18795.7454310331,0.242066758111607,"age_band_separate_v1","posterior_median",2005,3943.23764594159,2130.24900254453,7047.3119570013,"matched",4.76657688901348,14852.5077850915,"Under 5","Both"
"TGO","Togo",54.7789048030301,"estimated",1,FALSE,22148.2394810415,15464.122829486,6684.11665155544,0.301789975554352,"age_band_separate_v1","posterior_median",2005,3282.74509670263,1772.34630061741,5639.7444662604,"matched",2.03613635986216,3401.37155485281,"Under 5","Both"
"TZA","Tanzania",21.5102815877522,"estimated",0.982661834291151,FALSE,143205.034385894,110730.373073197,32474.6613126968,0.226770388708455,"age_band_separate_v1","posterior_median",2005,17905.7678371295,7869.53695530403,30870.3112827711,"matched",1.81364248705142,14568.8934755673,"Under 5","Both"
"UGA","Uganda",41.7907617391782,"estimated",0.972005626882908,FALSE,137915.902947265,97587.0448262858,40328.8581209795,0.292416300507418,"age_band_separate_v1","posterior_median",2005,44154.0043335441,28040.2489752461,58578.6429297608,"matched",0.913368079060983,-3825.14621256459,"Under 5","Both"
"ZMB","Zambia",20.8670520447216,"estimated",0.999994981989078,FALSE,52399.2411670659,39366.6013725561,13032.6397945098,0.248718101717494,"age_band_separate_v1","posterior_median",2005,3742.04847209806,1664.01425679106,6361.10714057421,"matched",3.48275547248664,9290.59132241174,"Under 5","Both"
"ZWE","Zimbabwe",4.09485353977597,"estimated",0.993374399109765,FALSE,28517.2506942995,26810.9662008847,1706.28449341475,0.0598334149285937,"age_band_separate_v1","posterior_median",2005,363.485138105732,152.291436374686,718.4627490993,"matched",4.69423454919474,1342.79935530902,"Under 5","Both"
