"iso3","Location","Year","Age","Unit","Value","Lower","Upper"
"AGO","Angola",2005,"12 to 23 months","Rate (per 100,000)",1741.16295240229,1550.77643370787,1909.04937825982
"AGO","Angola",2005,"1 to 5 months","Number",16311.3605706205,14595.7478440577,17897.9560598077
"AGO","Angola",2005,"1 to 5 months","Rate (per 100,000)",4615.24377146218,4129.81700916181,5064.1655470307
"AGO","Angola",2005,"6-11 months","Number",15584.8977425952,13916.7346919039,17425.4541130987
"AGO","Angola",2005,"6-11 months","Rate (per 100,000)",3906.93448237459,3488.74734681474,4368.3384177383
"GNQ","Equatorial Guinea",2005,"2 to 4","Number",511.160431585651,463.235974411971,567.55633630856
"GNQ","Equatorial Guinea",2005,"2 to 4","Rate (per 100,000)",599.03849005615,542.87492048363,665.12990778535
"GNQ","Equatorial Guinea",2005,"12 to 23 months","Number",387.787787179582,347.619402696389,427.066628561584
"GNQ","Equatorial Guinea",2005,"12 to 23 months","Rate (per 100,000)",1282.47163755067,1149.62884175094,1412.37258258725
"GNQ","Equatorial Guinea",2005,"1 to 5 months","Number",604.811492597226,543.60306047458,663.361536118307
"GNQ","Equatorial Guinea",2005,"1 to 5 months","Rate (per 100,000)",4465.13660827709,4013.25364250798,4897.39351136523
"GNQ","Equatorial Guinea",2005,"6-11 months","Number",438.860989074134,396.211752782264,485.1177810979
"GNQ","Equatorial Guinea",2005,"6-11 months","Rate (per 100,000)",2848.41947712808,2571.60536431597,3148.64836652636
"GAB","Gabon",2005,"Under 5","Number",2434.17926397405,2317.31675418633,2540.19825298732
"GAB","Gabon",2005,"Under 5","Rate (per 100,000)",1235.17522112632,1175.87569520202,1288.97242092017
"CAF","Central African Republic",2005,"Under 5","Number",27492.8570841914,26269.6429265647,28804.8099724339
"CAF","Central African Republic",2005,"Under 5","Rate (per 100,000)",3456.33474164368,3302.55524988228,3621.27024955202
"CAF","Central African Republic",2005,"0 to 6 days (early neonatal)","Number",6316.35871670531,5917.07442660395,6710.81726191422
"CAF","Central African Republic",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",167332.261725666,156754.467409222,177782.21295346
"CAF","Central African Republic",2005,"7 to 27 days (late neonatal)","Number",1232.59377727157,1112.25107061317,1366.37251756711
"CAF","Central African Republic",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",11162.0806383027,10072.2852647401,12373.5495864705
"CAF","Central African Republic",2005,"Under 1","Number",18076.2466036343,17165.6418077833,18981.6689599027
"CAF","Central African Republic",2005,"Under 1","Rate (per 100,000)",9890.33793267483,9392.10456866053,10385.7357479211
"GAB","Gabon",2005,"0 to 6 days (early neonatal)","Number",801.590462772525,738.474313642644,869.738820943806
"GAB","Gabon",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",96073.8506714406,88509.125580417,104241.706316586
"GAB","Gabon",2005,"7 to 27 days (late neonatal)","Number",130.232578737773,115.515759279059,145.735743126407
"GAB","Gabon",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",5267.8169878045,4672.53190397639,5894.90917566338
"CAF","Central African Republic",2005,"2 to 4","Number",7053.00729573313,6295.9949144798,7792.42287568121
"CAF","Central African Republic",2005,"2 to 4","Rate (per 100,000)",1587.2168751519,1416.85793805692,1753.61580783893
"CAF","Central African Republic",2005,"12 to 23 months","Number",2363.60318482398,2111.11696407218,2634.01619828671
"CAF","Central African Republic",2005,"12 to 23 months","Rate (per 100,000)",1404.36568890288,1254.34770465693,1565.03511107078
"GAB","Gabon",2005,"Under 1","Number",1697.73684498511,1602.71220912007,1788.31622856872
"GAB","Gabon",2005,"Under 1","Rate (per 100,000)",4020.54668271926,3795.5112270582,4235.05498020104
"GAB","Gabon",2005,"2 to 4","Number",426.889821849803,382.815278361751,477.828095477664
"GAB","Gabon",2005,"2 to 4","Rate (per 100,000)",373.37831494223,334.8286050707,417.93137242863
"CAF","Central African Republic",2005,"1 to 5 months","Number",5848.93269870296,5219.93357077551,6401.26024174779
"CAF","Central African Republic",2005,"1 to 5 months","Rate (per 100,000)",7393.95855059554,6598.80604673999,8092.18627349811
"CAF","Central African Republic",2005,"6-11 months","Number",4678.36141095443,4241.27981212115,5166.43770061082
"CAF","Central African Republic",2005,"6-11 months","Rate (per 100,000)",5265.75168658612,4773.79243759715,5815.10824963893
"COG","Congo",2005,"Under 5","Number",10371.3261694714,9845.47231131977,10941.5440964874
"COG","Congo",2005,"Under 5","Rate (per 100,000)",1779.58638830383,1689.35661894624,1877.42846218166
"GAB","Gabon",2005,"12 to 23 months","Number",309.55259713914,276.635042259002,342.3935613589
"GAB","Gabon",2005,"12 to 23 months","Rate (per 100,000)",764.07562981851,682.82448959364,845.13771959572
"GAB","Gabon",2005,"1 to 5 months","Number",373.197414164376,336.425638202728,411.016881359691
"GAB","Gabon",2005,"1 to 5 months","Rate (per 100,000)",2066.62514290766,1862.99705260626,2276.05494823525
"GAB","Gabon",2005,"6-11 months","Number",392.716389310434,353.19946737996,435.224477194961
"GAB","Gabon",2005,"6-11 months","Rate (per 100,000)",1882.48122396314,1693.05734049967,2086.24322495756
"COG","Congo",2005,"0 to 6 days (early neonatal)","Number",2661.33928794226,2477.89412353659,2846.18829889942
"COG","Congo",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",102094.123171745,95056.8118093992,109185.288803403
"COG","Congo",2005,"7 to 27 days (late neonatal)","Number",523.312698933881,464.179014774363,579.943009683514
"COG","Congo",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",6783.6059908985,6017.06695038671,7517.69426364684
"COG","Congo",2005,"Under 1","Number",6738.76392310567,6319.49328513184,7110.93406011136
"COG","Congo",2005,"Under 1","Rate (per 100,000)",5175.7345546045,4853.71206599176,5461.58131526747
"BDI","Burundi",2005,"Under 5","Number",39965.5290915807,38424.4911660447,41630.7083919761
"BDI","Burundi",2005,"Under 5","Rate (per 100,000)",2963.54955524421,2849.27752225369,3087.02699911291
"BDI","Burundi",2005,"0 to 6 days (early neonatal)","Number",8193.91951874653,7684.11745397362,8708.50057155077
"BDI","Burundi",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",132040.652451517,123825.46348124,140332.852270665
"BDI","Burundi",2005,"7 to 27 days (late neonatal)","Number",2471.18652418704,2233.6658360983,2740.65834516046
"BDI","Burundi",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",13549.3854889517,12247.0720726975,15026.885283096
"COG","Congo",2005,"2 to 4","Number",2279.07490037602,2065.81119478794,2547.02921300816
"COG","Congo",2005,"2 to 4","Rate (per 100,000)",690.8657060713,626.21816837248,772.09184100917
"BDI","Burundi",2005,"Under 1","Number",24291.0331848386,23115.3306904277,25697.7516679441
"BDI","Burundi",2005,"Under 1","Rate (per 100,000)",8037.74802489441,7648.71556462783,8503.22220308705
"BDI","Burundi",2005,"2 to 4","Number",9684.67203814446,8731.62925396962,10701.4532150624
"BDI","Burundi",2005,"2 to 4","Rate (per 100,000)",1266.77431936378,1142.11443212211,1399.77131484892
"COG","Congo",2005,"12 to 23 months","Number",1353.48734598973,1203.71985323353,1497.26649035695
"COG","Congo",2005,"12 to 23 months","Rate (per 100,000)",1103.01298604722,980.96124327528,1220.18457529754
"COG","Congo",2005,"1 to 5 months","Number",1842.46203709811,1640.75997295515,2009.58217212352
"COG","Congo",2005,"1 to 5 months","Rate (per 100,000)",3292.53396163846,2932.08642841859,3591.18256832098
"COG","Congo",2005,"6-11 months","Number",1711.64989913142,1529.2716290736,1893.6443456378
"COG","Congo",2005,"6-11 months","Rate (per 100,000)",2677.83083205016,2392.50486971133,2962.5563126312
"BDI","Burundi",2005,"12 to 23 months","Number",5989.82386859764,5401.29548778596,6543.17301118459
"BDI","Burundi",2005,"12 to 23 months","Rate (per 100,000)",2125.23194624079,1916.41790702879,2321.56414248717
"BDI","Burundi",2005,"1 to 5 months","Number",7598.67822594829,6864.24152484263,8523.58622824822
"BDI","Burundi",2005,"1 to 5 months","Rate (per 100,000)",5811.0010629367,5249.3491119157,6518.31373293897
"BDI","Burundi",2005,"6-11 months","Number",6027.24891595677,5434.26236663511,6659.20586866519
"BDI","Burundi",2005,"6-11 months","Rate (per 100,000)",4100.04974069796,3696.66929603987,4529.93989061773
"COD","Democratic Republic of the Congo",2005,"Under 5","Number",291364.155661708,279378.274847377,303772.976880719
"COD","Democratic Republic of the Congo",2005,"Under 5","Rate (per 100,000)",2755.70350666136,2642.34181426146,2873.06534229658
"COD","Democratic Republic of the Congo",2005,"0 to 6 days (early neonatal)","Number",62749.8750286245,58291.7536796027,67438.352534108
"COD","Democratic Republic of the Congo",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",131466.334061664,122126.190032842,141289.093863103
"COD","Democratic Republic of the Congo",2005,"7 to 27 days (late neonatal)","Number",11234.4423920029,10108.6117469111,12561.9894342643
"COD","Democratic Republic of the Congo",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",7990.80738030247,7190.02924518346,8935.06187312466
"COD","Democratic Republic of the Congo",2005,"Under 1","Number",177299.85475867,168822.995764449,186502.381494112
"COD","Democratic Republic of the Congo",2005,"Under 1","Rate (per 100,000)",7535.02227606771,7174.76636136613,7926.1181629879
"COD","Democratic Republic of the Congo",2005,"2 to 4","Number",74888.1002616575,67869.8315720971,83251.9446004467
"COD","Democratic Republic of the Congo",2005,"2 to 4","Rate (per 100,000)",1245.57720558475,1128.84576932396,1384.68894460678
"COM","Comoros",2005,"Under 5","Number",1294.11415854412,1235.00090318384,1353.41797001758
"COM","Comoros",2005,"Under 5","Rate (per 100,000)",1380.11671555496,1317.07498828928,1443.36166266436
"COM","Comoros",2005,"0 to 6 days (early neonatal)","Number",419.7094721521,386.362301957349,456.239289357575
"COM","Comoros",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",107226.964132279,98707.461810707,116559.565989381
"COM","Comoros",2005,"7 to 27 days (late neonatal)","Number",121.096270788109,109.884207382303,135.749392038639
"COM","Comoros",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",10471.884240282,9502.31325914303,11739.0230918398
"COM","Comoros",2005,"Under 1","Number",975.967571082099,921.545544163104,1027.35203130146
"COM","Comoros",2005,"Under 1","Rate (per 100,000)",4910.1953116936,4636.39238078861,5168.71592563499
"COM","Comoros",2005,"2 to 4","Number",176.435767771023,158.807959558318,196.262531912792
"COM","Comoros",2005,"2 to 4","Rate (per 100,000)",322.55398172013,290.32741111123,358.8006101637
"COM","Comoros",2005,"12 to 23 months","Number",141.710819690998,127.3274301139,158.952475345627
"COM","Comoros",2005,"12 to 23 months","Rate (per 100,000)",738.36564440042,663.42287900739,828.20103040496
"COM","Comoros",2005,"1 to 5 months","Number",243.24983486093,217.469320221184,273.498191978648
"COM","Comoros",2005,"1 to 5 months","Rate (per 100,000)",2871.77284855546,2567.41177054471,3228.88063748258
"COM","Comoros",2005,"6-11 months","Number",191.91199328096,170.52509610622,209.976367599703
"COM","Comoros",2005,"6-11 months","Rate (per 100,000)",1946.73204419856,1729.78594643649,2129.97487203586
"DJI","Djibouti",2005,"Under 5","Number",1827.74449858499,1751.51531203825,1917.67184121549
"DJI","Djibouti",2005,"Under 5","Rate (per 100,000)",1673.53757888327,1603.73985365831,1755.87774589117
"DJI","Djibouti",2005,"0 to 6 days (early neonatal)","Number",589.880539437707,540.310913262917,641.877831977103
"DJI","Djibouti",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",118270.567608333,108331.897942414,128695.982402646
"DJI","Djibouti",2005,"7 to 27 days (late neonatal)","Number",145.732612935003,134.120736476127,160.031080139851
"DJI","Djibouti",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",9895.89667735212,9107.39829423136,10866.8265965651
"DJI","Djibouti",2005,"Under 1","Number",1486.41562117096,1410.27531148844,1556.33812497932
"DJI","Djibouti",2005,"Under 1","Rate (per 100,000)",5996.50851238555,5689.34273139945,6278.59037651708
"DJI","Djibouti",2005,"2 to 4","Number",210.525056161823,187.669648964871,236.557233191143
"DJI","Djibouti",2005,"2 to 4","Rate (per 100,000)",343.52100280638,306.22704576874,385.99860486184
"DJI","Djibouti",2005,"12 to 23 months","Number",130.803821252199,116.878483270063,145.436103278671
"DJI","Djibouti",2005,"12 to 23 months","Rate (per 100,000)",565.22430979197,505.05068891283,628.45274937363
"DJI","Djibouti",2005,"1 to 5 months","Number",513.562124857249,463.391142833617,567.637246835
"DJI","Djibouti",2005,"1 to 5 months","Rate (per 100,000)",4816.71902560651,4346.16344537605,5323.89168541786
"DJI","Djibouti",2005,"6-11 months","Number",237.240343941004,214.304675641709,267.025269653682
"DJI","Djibouti",2005,"6-11 months","Rate (per 100,000)",1951.86728343908,1763.16674526949,2196.91928881257
"ERI","Eritrea",2005,"Under 5","Number",12881.6351925552,12239.6099685677,13491.8075181444
"ERI","Eritrea",2005,"Under 5","Rate (per 100,000)",1699.7146384854,1615.00026370484,1780.22606566835
"ERI","Eritrea",2005,"0 to 6 days (early neonatal)","Number",2625.60266828224,2409.44116234029,2852.43179770705
"ERI","Eritrea",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",81017.0370592453,74347.0389863309,88016.2011775348
"ERI","Eritrea",2005,"7 to 27 days (late neonatal)","Number",797.276763256871,712.64201337601,894.23366798474
"ERI","Eritrea",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",8316.30942186069,7433.49331547399,9327.65661955024
"ERI","Eritrea",2005,"Under 1","Number",6836.01489821379,6504.4588203383,7193.07956874463
"ERI","Eritrea",2005,"Under 1","Rate (per 100,000)",4236.85869670327,4031.36525163213,4458.16198189935
"ERI","Eritrea",2005,"2 to 4","Number",4055.99832826856,3618.31635622184,4518.64801817125
"ERI","Eritrea",2005,"2 to 4","Rate (per 100,000)",920.94128032889,821.5626901297,1025.98895621011
"ERI","Eritrea",2005,"12 to 23 months","Number",1989.62196607286,1750.10077865168,2209.90318812276
"ERI","Eritrea",2005,"12 to 23 months","Rate (per 100,000)",1274.53771826951,1121.10214462857,1415.64830657049
"ERI","Eritrea",2005,"1 to 5 months","Number",1916.19055750376,1717.50318088394,2125.02365803919
"ERI","Eritrea",2005,"1 to 5 months","Rate (per 100,000)",2759.91354987224,2473.74160273774,3060.69851177102
"ERI","Eritrea",2005,"6-11 months","Number",1496.94490917092,1361.91108120563,1668.77198945292
"ERI","Eritrea",2005,"6-11 months","Rate (per 100,000)",1892.7292495022,1721.99318947998,2109.98650373638
"ETH","Ethiopia",2005,"Under 5","Number",324374.02190096,311584.529379412,336243.787442773
"ETH","Ethiopia",2005,"Under 5","Rate (per 100,000)",2385.07354840726,2291.03432747356,2472.35015475713
"ETH","Ethiopia",2005,"0 to 6 days (early neonatal)","Number",100200.968092217,93966.0402241808,105617.889816039
"ETH","Ethiopia",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",170216.721121227,159625.117084549,179418.734554377
"ETH","Ethiopia",2005,"7 to 27 days (late neonatal)","Number",29441.5978943638,26261.2794796982,32591.614854355
"ETH","Ethiopia",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",17045.9895836601,15204.6603608501,18869.7749801261
"ETH","Ethiopia",2005,"Under 1","Number",223852.885918835,213977.330816783,234300.719029296
"ETH","Ethiopia",2005,"Under 1","Rate (per 100,000)",7651.00764952563,7313.47370477,8008.10133058761
"ETH","Ethiopia",2005,"2 to 4","Number",64371.7430260789,58149.9632724898,70919.5880401047
"ETH","Ethiopia",2005,"2 to 4","Rate (per 100,000)",818.13953748573,739.06316374396,901.36007245141
"ETH","Ethiopia",2005,"12 to 23 months","Number",36149.392956046,32726.2749449547,39712.6311871884
"ETH","Ethiopia",2005,"12 to 23 months","Rate (per 100,000)",1288.14759204293,1166.16819314604,1415.12003533963
"ETH","Ethiopia",2005,"1 to 5 months","Number",57394.3417244068,52600.2477179056,63167.8515685173
"ETH","Ethiopia",2005,"1 to 5 months","Rate (per 100,000)",4582.65798043364,4199.87297937317,5043.64455449821
"ETH","Ethiopia",2005,"6-11 months","Number",36815.9782078474,33578.2132799605,40710.5351188141
"ETH","Ethiopia",2005,"6-11 months","Rate (per 100,000)",2553.49795633231,2328.93170741266,2823.61825727418
"KEN","Kenya",2005,"Under 5","Number",82551.3260242614,79307.1403280734,86402.5078739784
"KEN","Kenya",2005,"Under 5","Rate (per 100,000)",1379.15017656494,1324.95093481815,1443.49024696502
"KEN","Kenya",2005,"0 to 6 days (early neonatal)","Number",25019.2642147826,23171.5769251369,27194.9593552848
"KEN","Kenya",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",99171.6422005527,91847.7584438517,107795.687182814
"KEN","Kenya",2005,"7 to 27 days (late neonatal)","Number",4042.79027001807,3654.85822483994,4485.82590169301
"KEN","Kenya",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",5413.87815722728,4894.38130341969,6007.16664586997
"MRT","Mauritania",2005,"Under 5","Number",7861.39012005786,7518.90905350307,8176.84084127236
"MRT","Mauritania",2005,"Under 5","Rate (per 100,000)",1509.02065801509,1443.28024868321,1569.57250032653
"MRT","Mauritania",2005,"0 to 6 days (early neonatal)","Number",2987.92909649139,2789.10763297948,3203.71987595712
"MRT","Mauritania",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",132115.248786143,123324.094020541,141656.724368126
"KEN","Kenya",2005,"Under 1","Number",56907.5479986042,54074.6477521544,60033.6540527754
"KEN","Kenya",2005,"Under 1","Rate (per 100,000)",4478.28571325867,4255.35330539821,4724.29167508414
"MRT","Mauritania",2005,"7 to 27 days (late neonatal)","Number",622.953019279219,567.096425618252,685.72465653644
"MRT","Mauritania",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",9340.03958916196,8502.572268251,10281.1853239355
"MRT","Mauritania",2005,"Under 1","Number",5785.87796661908,5521.87165084678,6070.73003370383
"MRT","Mauritania",2005,"Under 1","Rate (per 100,000)",5109.38649087102,4876.24809578319,5360.93332816285
"KEN","Kenya",2005,"2 to 4","Number",14509.5901442855,12962.2612153617,16268.641699362
"KEN","Kenya",2005,"2 to 4","Rate (per 100,000)",416.19634212718,371.81241164523,466.6533719644
"KEN","Kenya",2005,"12 to 23 months","Number",11134.1878813716,10099.1830411395,12282.401920901
"KEN","Kenya",2005,"12 to 23 months","Rate (per 100,000)",906.18707379655,821.95030524836,999.63769019167
"MRT","Mauritania",2005,"2 to 4","Number",1294.59617858686,1170.25091955372,1434.02152762066
"MRT","Mauritania",2005,"2 to 4","Rate (per 100,000)",432.36126959064,390.83320473737,478.92569015549
"KEN","Kenya",2005,"1 to 5 months","Number",14750.0671167939,13198.7916739699,16213.1982059198
"KEN","Kenya",2005,"1 to 5 months","Rate (per 100,000)",2711.0832830468,2425.9566536464,2980.00885506126
"KEN","Kenya",2005,"6-11 months","Number",13095.4263970097,11812.1095734466,14476.5623140495
"KEN","Kenya",2005,"6-11 months","Rate (per 100,000)",2089.33194673283,1884.58299423883,2309.68761189165
"MDG","Madagascar",2005,"Under 5","Number",62155.6370120644,59436.4662438792,64850.8349226197
"MDG","Madagascar",2005,"Under 5","Rate (per 100,000)",1831.63605497107,1751.50605457119,1911.05961018775
"MDG","Madagascar",2005,"0 to 6 days (early neonatal)","Number",16512.7465370604,15218.7456338344,17759.443228722
"MDG","Madagascar",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",112314.532570018,103513.143517941,120794.173183789
"MRT","Mauritania",2005,"12 to 23 months","Number",780.915974851919,699.729499404739,862.54576182827
"MRT","Mauritania",2005,"12 to 23 months","Rate (per 100,000)",721.10113764472,646.1332003869,796.47843065694
"MRT","Mauritania",2005,"1 to 5 months","Number",1430.65653513578,1299.51999590828,1606.4801425708
"MRT","Mauritania",2005,"1 to 5 months","Rate (per 100,000)",2948.23038299922,2677.99030805684,3310.5594876849
"MRT","Mauritania",2005,"6-11 months","Number",744.339315712685,669.204731133927,837.164490534776
"MRT","Mauritania",2005,"6-11 months","Rate (per 100,000)",1334.34993125219,1199.65890304641,1500.75423507932
"MOZ","Mozambique",2005,"6-11 months","Number",16625.7667144307,15029.3165345425,18244.9167753965
"MOZ","Mozambique",2005,"6-11 months","Rate (per 100,000)",4019.1770403136,3633.24500967576,4410.59662785101
"RWA","Rwanda",2005,"Under 5","Number",38267.9806795348,36805.3475279528,39970.5046554782
"RWA","Rwanda",2005,"Under 5","Rate (per 100,000)",2401.24206725343,2309.46465464445,2508.07216695945
"RWA","Rwanda",2005,"0 to 6 days (early neonatal)","Number",8895.90761804224,8259.18758451581,9521.04518115122
"RWA","Rwanda",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",127442.664524371,118321.021054954,136398.377663219
"RWA","Rwanda",2005,"7 to 27 days (late neonatal)","Number",2079.06245114666,1862.55063668577,2301.69995949191
"RWA","Rwanda",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",10078.6526513743,9029.07024384891,11157.9305309501
"MDG","Madagascar",2005,"7 to 27 days (late neonatal)","Number",3184.82304666376,2842.32443711674,3556.39463032274
"MDG","Madagascar",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",7338.43969870569,6549.25758207782,8194.6114923915
"MDG","Madagascar",2005,"Under 1","Number",40539.4794259748,38521.1794162346,42429.6158953604
"MDG","Madagascar",2005,"Under 1","Rate (per 100,000)",5540.3655389415,5264.53269699224,5798.6827918308
"RWA","Rwanda",2005,"Under 1","Number",23212.5662195661,22040.5071827386,24472.6265331337
"RWA","Rwanda",2005,"Under 1","Rate (per 100,000)",6642.4787920879,6307.08385033264,7003.05606865673
"NER","Niger",2005,"Under 5","Number",124960.908948674,119498.530727082,131283.337561699
"NER","Niger",2005,"Under 5","Rate (per 100,000)",4169.04457384474,3986.80439588341,4379.97843247631
"NER","Niger",2005,"0 to 6 days (early neonatal)","Number",19307.6221462261,18058.5566118796,20621.2918998897
"NER","Niger",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",139184.687992735,130180.430743249,148654.663808731
"NER","Niger",2005,"7 to 27 days (late neonatal)","Number",7551.9556922415,6803.78749245767,8396.06271864491
"NER","Niger",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",18508.2021427989,16674.6044837662,20576.9250155882
"MDG","Madagascar",2005,"2 to 4","Number",13352.0418557109,12040.9503628061,14833.8174214417
"MDG","Madagascar",2005,"2 to 4","Rate (per 100,000)",680.12606089815,613.34170670104,755.60471723749
"MDG","Madagascar",2005,"12 to 23 months","Number",8264.11573037871,7407.55855815362,9225.58440069563
"MDG","Madagascar",2005,"12 to 23 months","Rate (per 100,000)",1183.01113227062,1060.39466570257,1320.64571743661
"MDG","Madagascar",2005,"1 to 5 months","Number",11067.2991380621,9961.39765758051,12338.8640830429
"MDG","Madagascar",2005,"1 to 5 months","Rate (per 100,000)",3520.57551519906,3168.78149338429,3925.06809784635
"RWA","Rwanda",2005,"2 to 4","Number",8879.59321186616,8045.09748694106,9756.53732436937
"RWA","Rwanda",2005,"2 to 4","Rate (per 100,000)",974.24814509938,882.68923100237,1070.46439674257
"RWA","Rwanda",2005,"12 to 23 months","Number",6175.82124810258,5622.19301583466,6788.68072193894
"RWA","Rwanda",2005,"12 to 23 months","Rate (per 100,000)",1855.78412806921,1689.42334056917,2039.94342261353
"NER","Niger",2005,"Under 1","Number",57302.9253226064,54455.2604338876,60039.053483863
"NER","Niger",2005,"Under 1","Rate (per 100,000)",8409.22801937936,7991.33201778431,8810.75596003364
"NER","Niger",2005,"2 to 4","Number",41213.1332044772,37487.3102410866,45078.701252904
"NER","Niger",2005,"2 to 4","Rate (per 100,000)",2452.01683945673,2230.34525235022,2682.0027010456
"MDG","Madagascar",2005,"6-11 months","Number",9774.61070418855,8848.83695835969,10944.5353844363
"MDG","Madagascar",2005,"6-11 months","Rate (per 100,000)",2720.84300096492,2463.14629129073,3046.50112426432
"MWI","Malawi",2005,"Under 5","Number",61511.0868799983,58736.9326000608,64234.7056975578
"MWI","Malawi",2005,"Under 5","Rate (per 100,000)",2500.40999585548,2387.64133180743,2611.12440624481
"MWI","Malawi",2005,"0 to 6 days (early neonatal)","Number",15146.8556534267,14087.4522755453,16260.0751611661
"MWI","Malawi",2005,"0 to 6 days (early neonatal)","Rate (per 100,000)",135960.744532256,126451.360187911,145953.191582865
"MWI","Malawi",2005,"7 to 27 days (late neonatal)","Number",2723.38972975064,2454.92042095257,3017.26082427928
"MWI","Malawi",2005,"7 to 27 days (late neonatal)","Rate (per 100,000)",8290.81430542007,7473.51329204174,9185.44596531494
"RWA","Rwanda",2005,"1 to 5 months","Number",6404.74291083812,5756.56126830398,7102.74678555436
"RWA","Rwanda",2005,"1 to 5 months","Rate (per 100,000)",4276.36667488512,3843.58390530435,4742.41512528054
"RWA","Rwanda",2005,"6-11 months","Number",5832.85323953902,5292.25927667834,6403.50316489466
"RWA","Rwanda",2005,"6-11 months","Rate (per 100,000)",3389.67590506789,3075.51776408939,3721.30062161223
"NER","Niger",2005,"12 to 23 months","Number",26444.8504215903,24158.504703662,29262.224045894
