"iso3","age_band","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","Location","pfpr_pct","population_weight_on_map","population_weight_within_raster","map_population_coverage_within_raster","legacy_density_weighted_pfpr_pct","status","map_coverage_below_95pct","exposure_year","population_weight_year","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","monte_carlo_se_log_hr","imputations","attributable_fraction","af_lower_95","af_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","model_id","hiv_treatment","uncertainty","zero_below_observed_support","current_pfpr_outside_central95","negative_attributable_estimate"
"AGO","<1",25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.026647219056209,0.0293234516846707,0.973704685398436,0.91932081305142,1.03130572147053,0,1,0.0262953146015635,-0.031305721470529,0.08067918694858,38053.2302671365,1027.64388061935,-1223.45496089444,3153.01315148072,25048.0787817094,676.434160795151,-805.324437143067,2075.43278884949,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","1-5",16311.3605706205,353423.597502691,4615.24377146218,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.0824904137817147,0.040376247090173,0.920820264998557,0.850758985406731,0.996651196139461,0,1,0.0791797350014432,0.00334880386053893,0.149241014593269,4249.80999267074,365.433778791437,15.4555461592008,688.783663048283,15019.8313631258,1291.52920749472,54.6235472495364,2434.32400095605,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","6-11",15584.8977425952,398903.483355136,3906.93448237459,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.260167441308248,0.0569792482958396,0.770922490725538,0.689461296634362,0.862008483445955,0,1,0.229077509274462,0.137991516554045,0.310538703365638,3011.94366225371,894.990820120879,539.123814300163,1213.25436829111,12014.7481854243,3570.14955717089,2150.58367484043,4839.71393707158,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","12-23",13321.4790908751,765090.887816982,1741.16295240229,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.574976836571331,0.0810432492256807,0.562717903132005,0.480072240077013,0.659591228300315,0,1,0.437282096867995,0.340408771699685,0.519927759922987,979.783565586948,761.379386815342,592.707141956261,905.278953503416,7496.23478063406,5825.24431024099,4534.74833454781,6926.20678257957,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","24-35",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.741746364318178,0.0889594138326387,0.476281427928152,0.400074855146527,0.567003888575297,0,1,0.523718572071848,0.432996111424703,0.599925144853473,594.568489597608,653.786904363502,540.533031261214,748.919790550733,4065.72409024729,4470.66606028491,3696.22374078458,5121.19509758379,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","36-47",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.674575002485111,0.0948151567782125,0.509372856810163,0.422988919650368,0.613398354428317,0,1,0.490627143189837,0.386601645571683,0.577011080349632,635.878353336348,612.477040624762,482.616249563652,720.31489452979,4348.20543782273,4188.18471270947,3300.18247943766,4925.59170304454,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"AGO","48-59",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.630618559961775,0.109884235391013,0.532262462911005,0.429133292237317,0.660175601727537,0,1,0.467737537088995,0.339824398272463,0.570866707762683,664.452716577979,583.902677383131,424.221620583018,712.644533868366,4543.60004589152,3992.79010464068,2900.87364632359,4873.14094141211,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BDI","<1",10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,-0.0404190883068302,0.0368644498046681,0.960386867895394,0.893443588110825,1.03234602419186,0,1,0.039613132104606,-0.0323460241918649,0.106556411889175,41902.4729602913,1728.35370034079,-1411.28377467587,4649.14433671549,10242.6277883452,422.47825458836,-344.973778073534,1136.43543235255,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BDI","1-5",7598.67822594829,130763.669523546,5811.0010629367,"direct age match","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,-0.126273880966231,0.0519624330661767,0.881373422319627,0.796030021557069,0.975866598664106,0,1,0.118626577680373,0.0241334013358939,0.203969978442931,5121.66189394351,689.33916899319,140.239220815158,1185.26976153905,6697.27303310967,901.405192838612,183.381951249128,1549.90223394144,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BDI","6-11",6027.24891595677,147004.287682879,4100.04974069796,"direct age match","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,-0.377216931325555,0.0667176008084885,0.685767293351055,0.601709188456796,0.781568222077762,0,1,0.314232706648945,0.218431777922238,0.398290811543204,2811.68001328313,1288.36972741483,895.581154430266,1633.01213859009,4133.29017544875,1893.95874050802,1316.54269669232,2400.59786210932,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
