"age_band","pfpr_pct","estimate","within_variance","between_variance","total_se","df","lower_95","upper_95","monte_carlo_se","imputations"
"<1",16.6748985674834,0.00566057275183364,5.82964639594226e-06,5.79377376762129e-07,0.00254302212148864,926.690317336896,0.000669822632413432,0.0106513228712538,0.000240702591752172,10
"<1",17.1133419362045,0.00491392636445248,4.39195260102813e-06,4.36810130690576e-07,0.00220736126286291,925.47651404358,0.000581912384557118,0.00924594034434785,0.000209000031265686,10
"<1",17.5517853049256,0.00416735295031422,3.15794935275526e-06,3.14306633403977e-07,0.00187181373258656,924.273628925916,0.000493854999283939,0.0078408509013445,0.000177286951974469,10
"<1",17.9902286736467,0.00342085438079425,2.12737312250393e-06,2.11886112357859e-07,0.00153637490414858,923.083465971759,0.000405661412892871,0.00643604734869563,0.000145563083354901,10
"<1",18.4286720423678,0.00267443252726798,1.29997090976423e-06,1.29568488327597e-07,0.00120103965251968,921.908329997658,0.00031734353483893,0.00503152151969704,0.000113828154833326,10
"<1",18.8671154110889,0.00192808926111083,6.75501885458542e-07,6.7374376156802e-08,0.000865802344205087,920.751965671879,0.000228914267127594,0.00362726425509407,8.20818957851255e-05,10
"<1",19.3055587798099,0.00118182638741501,2.53739076866243e-07,2.53250968544549e-08,0.000530656841476809,919.623329387582,0.000140387428516883,0.00222326534631315,5.03240467912258e-05,10
"<1",19.744002148531,0.000435643887130479,3.44711532256874e-08,3.44275340988648e-09,0.000195596988669464,918.531304370635,5.17750146861253e-05,0.000819512759574832,1.85546582018815e-05,10
"<1",2.20626739968717,0.0303285933727102,0.000169284604490148,1.64545806804412e-05,0.0136888510561929,964.609406430287,0.00346523165473077,0.0571919550906897,0.00128275409492393,10
"<1",2.64471076840826,0.0295805887099108,0.000160987487205089,1.56561945758409e-05,0.0133495056552111,963.707976383696,0.00338313655641127,0.0557780408634103,0.00125124716086954,10
"<1",20,0,0,0,0,Inf,0,0,0,10
"<1",20.1824455172521,-0.00031046026677455,1.75033664269946e-08,1.74923864108532e-09,0.000139382670846086,917.474797001056,-0.000584006144712298,-3.69143888368021e-05,1.32258785760543e-05,10
"<1",20.6208888859732,-0.00105648820448906,2.02656142300439e-07,2.02654420474871e-08,0.000474286968567211,916.452046114643,-0.00198730288666064,-0.000125673522317469,4.5017154560775e-05,10
"<1",21.0593322546943,-0.00180244205620206,5.89763072457456e-07,5.90112199798199e-08,0.000809120148331048,915.461356022881,-0.00339038783884685,-0.000214496273557265,7.68187607162598e-05,10
"<1",21.4977756234154,-0.00254832395210251,1.17866899879623e-06,1.18005394609186e-07,0.00114388589154091,914.501095818838,-0.0047932702755941,-0.000303377628610923,0.000108630287953768,10
"<1",21.9362189921365,-0.00329413602237947,1.96922820100547e-06,1.97265752935164e-07,0.0014785873424435,913.569698721255,-0.00619595842235051,-0.000392313622408436,0.00014045132713334,10
"<1",22.3746623608576,-0.0040398803972219,2.96130268706593e-06,2.96809045832898e-07,0.00181322713345078,912.665661454874,-0.00759845950515106,-0.000481301289292738,0.000172281469065276,10
"<1",22.8131057295787,-0.00478555920681881,4.1547605867503e-06,4.16650987139216e-07,0.0021478074105011,911.78754366512,-0.00900077980015396,-0.000570338613483666,0.000204120304511632,10
"<1",23.2515490982998,-0.00553117458135922,5.54947464812087e-06,5.56806252777736e-07,0.00248232985845483,910.933967365386,-0.010402924683241,-0.000659424479477452,0.000235967424187691,10
"<1",23.6899924670209,-0.00627672865103211,7.14532083702527e-06,7.17288479922992e-07,0.00281679572651986,910.103616415182,-0.0118048986796741,-0.000748558622390151,0.00026782241876344,10
"<1",24.128435835742,-0.00702222354602649,8.94217703959036e-06,8.98110266203565e-07,0.00315120585370335,909.29523602756,-0.0132067055138006,-0.000837741578252363,0.000299684878865045,10
"<1",24.5668792044631,-0.00776766139653136,1.0939921867714e-05,1.09928316894421e-06,0.00348556069428616,908.50763230423,-0.014608348158801,-0.000926974634261713,0.000331554395076315,10
"<1",25.0053225731842,-0.00851304433273572,1.3138433567555e-05,1.32081770444702e-06,0.00381986034331712,907.739671796914,-0.0160098288864727,-0.00101625977899869,0.000363430557940168,10
"<1",25.4437659419053,-0.00925837448482857,1.5537589031021e-05,1.56272334731155e-06,0.00415410456212451,906.990281093565,-0.0174111493170465,-0.00110559965261061,0.000395312957960089,10
"<1",25.8822093106264,-0.0100036539829989,1.81372629102542e-05,1.82500852979401e-06,0.00448829280384286,906.258446428071,-0.0188123104690302,-0.00119499749696769,0.000427201185601586,10
"<1",26.3206526793475,-0.0107488849574358,2.09373268351155e-05,2.10768064120537e-06,0.004822424238953,905.543213312255,-0.0202133128090771,-0.00128445710579447,0.000459094831293641,10
"<1",26.7590960480686,-0.0114940695383281,2.39376487336666e-05,2.41074602734862e-06,0.0051564977808344,904.843686188963,-0.0216141563018771,-0.00137398277477909,0.000490993485430165,10
"<1",27.1975394167897,-0.012239209855865,2.71380922556497e-05,2.73420998999486e-06,0.00549051211132842,904.159028105128,-0.0230148404600674,-0.0014635792516625,0.000522896738371436,10
"<1",27.6359827855108,-0.0129843080402353,3.05385162989658e-05,3.07807678639857e-06,0.00582446570631197,903.488460403796,-0.0244153643941619,-0.00155325168630871,0.000554804180445549,10
"<1",28.0744261542319,-0.0137293662216281,3.41387746391505e-05,3.44234962885173e-06,0.00615835686128105,902.831262434147,-0.0258157268624994,-0.00164300558075693,0.000586715401949849,10
"<1",28.512869522953,-0.0144743865302325,3.79387156618486e-05,3.82703068427706e-06,0.00649218371694404,902.186771278574,-0.027215926321209,-0.00173284673925594,0.000618629993152374,10
"<1",28.9513128916741,-0.0152193710962373,4.19381821982855e-05,4.23212107386025e-06,0.00682594428482476,901.554381496034,-0.0286159609741944,-0.00182278121828031,0.000650547544293286,10
"<1",29.3897562603952,-0.0159643220498317,4.61370114637381e-05,4.65762087272112e-06,0.00715963647287565,900.933544880901,-0.0300158288231353,-0.00191281527652804,0.000682467645586303,10
"<1",29.8281996291163,-0.0167092415212046,5.05350350990024e-05,5.10352910962389e-06,0.00749325811110152,900.323770236585,-0.0314155277175106,-0.00200295532489853,0.00071438988722013,10
"<1",3.08315413712936,0.0288325952649662,0.000152900298084626,1.48776228569337e-05,0.013010214572683,962.781830382942,0.00330094676362839,0.0543642437663039,0.00121973861367646,10
"<1",3.52159750585046,0.0280846149092517,0.000145023082470935,1.41188621705008e-05,0.0126709838157298,961.831700573904,0.0032186524467816,0.0529505773717218,0.00118822818391506,10
"<1",3.96004087457155,0.0273366495141429,0.000137355864770845,1.33799098423149e-05,0.0123318192330812,960.858341845508,0.00313624408574541,0.0515370549425404,0.00115671560213887,10
"<1",30.2666429978374,-0.0174541316405449,5.51320793148601e-05,5.56984376672639e-06,0.00782680697719441,899.724623163329,-0.0328150554046403,-0.00209320787644958,0.00074631385935988,10
"<1",30.7050863665585,-0.0181989945380418,5.99279651395426e-05,6.05656177936831e-06,0.00816028082218056,899.1357258596,-0.0342144095797517,-0.00218357949633198,0.00077823915214851,10
"<1",31.1435297352796,-0.0189438323438842,6.49225087691935e-05,6.56367903589842e-06,0.00849367739608008,898.556756936565,-0.0356135879360687,-0.0022740767516997,0.000810165355708229,10
"<1",31.5819731040007,-0.0196886471882611,7.01155220213284e-05,7.09119037754084e-06,0.00882699447358065,897.987451245219,-0.0370125882149283,-0.00236470616159397,0.000842092060141933,10
"<1",32.0204164727217,-0.0204334412013615,7.55068128912943e-05,7.63908959830033e-06,0.00916022987972598,897.427599715794,-0.0384114082559242,-0.00245547414679887,0.000874018855534612,10
"<1",32.4588598414429,-0.0211782165133745,8.10961862117247e-05,8.20736944490649e-06,0.00949338151562034,896.877049209138,-0.0398100460470824,-0.00254638697966653,0.000905945331954776,10
"<1",32.897303210164,-0.0219229752544889,8.68834444149947e-05,8.79602161679709e-06,0.00982644738415016,896.33570237979,-0.0412084997750684,-0.0026374507339095,0.000937871079455865,10
"<1",33.335746578885,-0.0226677195548939,9.28683883986734e-05,9.40503676614031e-06,0.0101594256157239,895.803517550625,-0.0426067678754295,-0.00272867123435827,0.000969795688077665,10
"<1",33.7741899476061,-0.0234124515447784,9.9050818493974e-05,1.00344044978961e-05,0.0104923144940313,895.280508598861,-0.044004849082875,-0.00282005400668178,0.00100171874784772,10
"<1",34.2126333163272,-0.0241571733543314,0.000105430535537203,1.06841133699163e-05,0.0108251124818226,894.766744853456,-0.0454027424815942,-0.00291160422706864,0.00103363984878275,10
"<1",34.6510766850483,-0.024901887113742,0.000112007342044205,1.13541508930843e-05,0.0111578182467093,894.262351003813,-0.0468004475556162,-0.00300332667186769,0.00106555858089006,10
"<1",35.0895200537694,-0.025646594953199,0.000118781043487811,1.20445035314929e-05,0.011490430686987,893.767507019935,-0.0481979642392123,-0.00309522566718572,0.00109747453416892,10
"<1",35.5279634224905,-0.0263912990028916,0.000125751449678275,1.27551567026618e-05,0.0118229489574811,893.28244808409,-0.0495952929673419,-0.00318730503844127,0.00112938729861203,10
"<1",35.9664067912116,-0.0271360013930087,0.00013291837624672,1.34860947777943e-05,0.0121553724954151,892.807464534201,-0.0509924347261441,-0.00327956805987333,0.00116129646420689,10
"<1",36.4048501599327,-0.0278807042537394,0.000140281646231576,1.4237301082072e-05,0.0124877010463037,892.342901819234,-0.0523893911034747,-0.00337201740400402,0.00119320162093722,10
"<1",36.8432935286538,-0.0286254097152725,0.000147841091768011,1.50087578949896e-05,0.0128199346898687,891.889160466833,-0.0537861643394899,-0.00346465509105519,0.00122510235878434,10
"<1",37.2817368973749,-0.0293701199077972,0.000155596555880375,1.58004464507278e-05,0.0131520738659793,891.446696063656,-0.0551827573772757,-0.0035574824383188,0.00125699826772863,10
"<1",37.720180266096,-0.0301148369615025,0.000163547894377624,1.66123469385665e-05,0.0134841194006152,891.01601924877,-0.0565791739135233,-0.0036505000094817,0.0012888889377509,10
"<1",38.1586236348171,-0.0308595630065773,0.000171694977851757,1.7444438503335e-05,0.0138160725318531,890.59769572067,-0.0579754184492485,-0.00374370756390603,0.0013207739588338,10
"<1",38.5970670035382,-0.0316042999815981,0.000180037705268243,1.82966998892044e-05,0.0141479353669137,890.192392145697,-0.0593714969929649,-0.00383710297023138,0.00135265294474246,10
"<1",39.0355103722593,-0.0323490479516664,0.000188576106614439,1.91691152955477e-05,0.0144797145496567,889.801229412148,-0.0607674225608875,-0.00393067334244524,0.00138452574174508,10
"<1",39.4739537409804,-0.033093805922488,0.000197310293744021,2.00616722563353e-05,0.0148114190145978,889.4254455063,-0.0621632115956623,-0.00402440024931372,0.00141639232758213,10
"<1",39.9123971097015,-0.0338385728877525,0.000206240395681917,2.09743582942664e-05,0.0151430574787792,889.066112869549,-0.0635588801034901,-0.00411826567201504,0.00144825268148436,10
"<1",4.39848424329265,0.026588700951015,0.000129898648759969,1.2660763877278e-05,0.0119927265050519,959.862531626199,0.00305371248944526,0.0501236894125848,0.0011252005988835,10
"<1",4.83692761201375,0.0258407710912436,0.000122651417927427,1.19614229595793e-05,0.0116537111334958,958.845069677843,0.00297104881547677,0.0487104933670105,0.00109368290466567,10
"<1",40,-0.0339873815534054,0.000208048164184215,2.1159128563251e-05,0.0152093131207097,888.99637154611,-0.0638377276582953,-0.00413703544851547,0.00145461776983684,10
"<1",40.3508404784226,-0.0345833478411494,0.000215366555957937,2.19071608813763e-05,0.0154746383779218,888.724145474754,-0.0649544435413625,-0.00421225214093635,0.00148010678268077,10
"<1",40.7892838471437,-0.0353281297763681,0.000224688930742996,2.2860067439039e-05,0.0158061698373116,888.400309314769,-0.0663499167602484,-0.00430634279248776,0.00151195461039804,10
"<1",41.2277272158648,-0.036072917687098,0.000234207687067295,2.38330653379704e-05,0.0161376596487552,888.09523292152,-0.0677453139601272,-0.0044005214140688,0.00154379614386001,10
"<1",41.6661705845859,-0.0368177105670286,0.000243923001120446,2.48261418982322e-05,0.0164691152527542,887.809417722036,-0.0691406486552077,-0.00449477247884943,0.00157563136228727,10
"<1",42.104613953307,-0.0375625074098493,0.00025383505663355,2.58392843892377e-05,0.0168005437251808,887.54324809837,-0.0705359336479342,-0.00458908117176432,0.00160746024489683,10
"<1",42.5430573220281,-0.0383073072092495,0.000263944043343228,2.68724800297578e-05,0.0171319517678507,887.297001063096,-0.0719311810105979,-0.00468343340790121,0.00163928277090189,10
"<1",42.9815006907492,-0.0390521089589188,0.000274250155537602,2.79257159879292e-05,0.0174633457024799,887.070855495128,-0.073326402073553,-0.00477781584428475,0.00167109891951162,10
"<1",43.4199440594703,-0.0397969116525466,0.000284753590684227,2.89989793812627e-05,0.0177947314675894,886.864900904919,-0.0747216074191854,-0.00487221588590785,0.00170290866993103,10
"<1",43.8583874281914,-0.0405417142838223,0.000295454548139974,3.00922572766531e-05,0.018126114617984,886.679145715707,-0.0761168068809068,-0.00496662168673782,0.00173471200136083,10
"<1",44.2968307969125,-0.0412865158464354,0.000306353227942862,3.12055366903899e-05,0.0184575003264876,886.513525060117,-0.0775120095465499,-0.00506102214632089,0.00176650889299743,10
"<1",44.7352741656336,-0.0420313153340753,0.000317449829685848,3.23388045881699e-05,0.0187888933876595,886.367908100551,-0.0789072237656298,-0.00515540690252075,0.00179829932403285,10
"<1",45.1737175343547,-0.0427761117404314,0.000328744551472562,3.34920478851095e-05,0.0191202982232543,886.242104887816,-0.0803024571600093,-0.00524976632085348,0.00183008327365477,10
"<1",45.6121609030758,-0.0435209040591933,0.000340237588954993,3.46652534457595e-05,0.0194517188892223,886.135872776667,-0.0816977166375681,-0.00534409148081844,0.00186186072104654,10
"<1",46.0506042717968,-0.0442656912840503,0.000351929134453129,3.58584080841201e-05,0.019783159084071,886.048922419469,-0.0830930084085286,-0.00543837415957196,0.00189363164538725,10
"<1",46.4890476405179,-0.0450104724086919,0.000363819376156548,3.70714985636576e-05,0.0201146221584342,885.980923360642,-0.084488338004138,-0.00553260681324577,0.00192539602585176,10
"<1",46.927491009239,-0.0457552464268076,0.000375908497407959,3.83045115973217e-05,0.0204461111257132,885.931509255111,-0.0858837102974418,-0.00562678255617337,0.00195715384161087,10
"<1",47.3659343779601,-0.0465000123320867,0.000388196676068694,3.95574338475642e-05,0.0207776286736724,885.900282734029,-0.087279129525919,-0.00572089513825446,0.00198890507183134,10
"<1",47.8043777466812,-0.0472447691182189,0.00040068408396615,4.08302519263584e-05,0.0211091771768855,885.886819940579,-0.0886745993157779,-0.00581493892065982,0.00202064969567608,10
"<1",48.2428211154023,-0.0479895157788934,0.000413370886423187,4.21229523952206e-05,0.0214407587099414,885.890674757939,-0.090070122707733,-0.00590890885005382,0.00205238769230427,10
"<1",48.6812644841234,-0.0487342513077998,0.000426257241869471,4.34355217652313e-05,0.02177237506133,885.911382750618,-0.0914657021841083,-0.00600280043149121,0.0020841190408715,10
"<1",49.1197078528445,-0.0494789746986274,0.000439343301534772,4.4767946497059e-05,0.0221040277479363,885.948464839237,-0.0928613396971288,-0.0060966097001261,0.00211584372052992,10
"<1",49.5581512215656,-0.0502236849450659,0.000452629209224214,4.61202130009836e-05,0.0224357180300809,886.001430727818,-0.094257036698276,-0.00619033319185572,0.00214756171042845,10
"<1",49.9965945902867,-0.0509683810408045,0.000466115101175469,4.74923076369219e-05,0.022767446927051,886.069782101449,-0.0956527941686019,-0.00628396791300697,0.0021792729897129,10
"<1",5.27537098073485,0.025092861806204,0.000115614135861141,1.128188645287e-05,0.0113147784317369,957.806777887494,0.00288824458976866,0.0472974790226393,0.00106216224998208,10
"<1",5.71381434945594,0.0243449749672716,0.000108786746673712,1.06221544004576e-05,0.0109759335144768,956.748500057548,0.0028052917262904,0.0458846582082527,0.00103063836530849,10
"<1",50.4350379590078,-0.0517130619795327,0.000479801105997914,4.88842167144541e-05,0.0230992152330726,886.153015611011,-0.0970486126499034,-0.00637751130916203,0.0022109775375262,10
"<1",50.8734813277289,-0.05245772675494,0.000493687344693728,5.02959264928513e-05,0.02343102353368,886.250625660655,-0.0984444922766711,-0.00647096123320899,0.00224267533300858,10
"<1",51.31192469645,-0.0532023743607159,0.000507773930760946,5.17274231811033e-05,0.0237628722224431,886.36210701252,-0.0998404328087384,-0.0065643159126934,0.00227436635529774,10
"<1",51.7503680651711,-0.0539470037905497,0.000522060970378463,5.31786929379494e-05,0.024094761518019,886.486957222195,-0.10123643366456,-0.00665757391653906,0.00230605058352911,10
"<1",52.1888114338922,-0.054691614038131,0.000536548562672991,5.46497218719083e-05,0.024426691481494,886.624678917451,-0.102632493955063,-0.00675073412119899,0.00233772799683599,10
"<1",52.6272548026133,-0.0554362040971492,0.000551236800067959,5.61404960413101e-05,0.0247586620339913,886.774781931826,-0.104028612518008,-0.00684379567629076,0.00236939857434983,10
"<1",53.0656981713344,-0.0561807729612936,0.000566125768714379,5.76510014543296e-05,0.0250906729745167,886.936785303759,-0.105424787952822,-0.00693675796976541,0.00240106229520039,10
"<1",53.5041415400555,-0.0569253196242539,0.000581215549003647,5.91812240690201e-05,0.0254227239980213,887.110219151212,-0.106821018655855,-0.00702962059265328,0.002432719138516,10
"<1",53.9425849087766,-0.0576698430797194,0.000596506216162305,6.07311497933482e-05,0.0257548147136606,887.294626430873,-0.108217302856012,-0.00712238330342661,0.00246436908342375,10
"<1",54.3810282774977,-0.0584143423213795,0.000611997840928755,6.2300764485231e-05,0.0260869446632316,887.489564590391,-0.109613638650745,-0.00721504599201361,0.00249601210904977,10
"<1",54.8194716462188,-0.0591588163429238,0.000627690490311915,6.38900539525724e-05,0.0264191133397725,887.69460712145,-0.111010024042351,-0.00730760864349637,0.00252764819451941,10
"<1",55.2579150149399,-0.0599032641380416,0.000643584228431838,6.54990039533023e-05,0.0267513202063089,887.909345020812,-0.112406456974562,-0.00740007130152098,0.00255927731895749,10
"<1",55.696358383661,-0.0606476847004224,0.00065967911744227,6.7127600195416e-05,0.0270835647147348,888.133388165974,-0.113802935369399,-0.00749243403144549,0.00259089946148854,10
"<1",56.1348017523821,-0.0613920770237557,0.00067597521853517,6.87758283370148e-05,0.0274158463248153,888.36636661154,-0.115199457164262,-0.0075846968832495,0.00262251460123704,10
"<1",56.5732451211032,-0.062136440101731,0.000692472593027178,7.04436739863475e-05,0.0277481645233006,888.607931811938,-0.116596020349236,-0.00767685985422569,0.00265412271732766,10
"<1",57.0116884898243,-0.0628807729280375,0.000709171303528025,7.21311227018539e-05,0.0280805188431422,888.857757775662,-0.117992623004602,-0.00776892285147315,0.00268572378888548,10
"<1",57.4501318585454,-0.0636250744963649,0.000726071415190908,7.38381599922082e-05,0.0284129088828007,889.115542155871,-0.119389263338521,-0.00786088565420873,0.00271731779503628,10
"<1",57.8885752272665,-0.0643693438988163,0.000743173002982668,7.55647717234286e-05,0.0287453344367123,889.381011445952,-0.120785940040941,-0.00795274775669186,0.00274890472231084,10
"<1",58.3270185959876,-0.06511358107888,0.00076047619998502,7.73109472925713e-05,0.0290777963746713,889.653954455403,-0.122182654759403,-0.00804450739835714,0.00278048462129484,10
"<1",58.7654619647087,-0.0658577864162312,0.000777981177102216,7.90766780731966e-05,0.0294102962069873,889.934205732748,-0.12357941083157,-0.00813616200089266,0.00281205757539202,10
"<1",59.2039053334298,-0.0666019602940852,0.000795688117597398,8.08619556676843e-05,0.0297428355882867,890.221624396429,-0.12497621188039,-0.00822770870778086,0.00284362366827406,10
"<1",59.6423487021509,-0.0673461030956572,0.00081359721629772,8.2666771892627e-05,0.0300754162960317,890.51609058489,-0.126373061768599,-0.0083191444227156,0.00287518298361386,10
"<1",6.15225771817704,0.0235971124458217,0.000102169175468885,9.98222752551797e-06,0.0106371812876793,955.67110169485,0.00272218254680459,0.0444720423448388,0.000999110981098595,10
"<1",6.59070108689814,0.0228492761132298,9.57613288485904e-05,9.36210723132682e-06,0.0102985264384304,954.575469799404,0.00263890980066461,0.043059642425795,0.000967579827783053,10
"<1",60.080792070872,-0.0680902152041625,0.000831708679015493,8.44911187787031e-05,0.0304080402142602,890.817502422397,-0.127769964566984,-0.00841046584134079,0.00290673560508525,10
"<1",60.519235439593,-0.0688342970028163,0.00085002272197642,8.63349885705484e-05,0.030740709318492,891.125773314921,-0.129166924524922,-0.00850166948071022,0.00293828161636267,10
"<1",60.9576788083141,-0.0695783488748341,0.000868539571254923,8.8198373726631e-05,0.0310734256617164,891.44082954134,-0.13056394604303,-0.00859275170663856,0.00296982110112092,10
"<1",61.3961221770352,-0.0703223712034309,0.000887259462216572,9.00812669191269e-05,0.0314061913613799,891.762608109018,-0.131961033647763,-0.00868370875909937,0.00300135414303489,10
"<1",61.8345655457563,-0.0710663643718222,0.000906182638967602,9.19836610337979e-05,0.0317390085873012,892.091054846197,-0.133358191967831,-0.00877453677581323,0.00303288082577931,10
"<1",62.2730089144774,-0.0718103287632232,0.000925309353811527,9.39055491698701e-05,0.0320718795504471,892.426122706596,-0.134755425712289,-0.00886523181415692,0.00306440123302857,10
"<1",62.7114522831985,-0.0725542647608492,0.000944639866712847,9.58469246399156e-05,0.0324048064925059,892.767770264219,-0.136152739650185,-0.00895578987151351,0.00309591544845649,10
"<1",63.1498956519196,-0.0732981727479153,0.00096417444476785,9.78077809697332e-05,0.0327377916762044,893.115960378777,-0.137550138591657,-0.00904620690417415,0.00312742355573615,10
"<1",63.5883390206407,-0.0740420531076371,0.000983913361682508,9.97881118982337e-05,0.0330708373763134,893.470659014122,-0.138947627370381,-0.00913647884489305,0.00315892563853969,10
"<1",64.0267823893618,-0.0747859062232296,0.00100385689725747,0.000101787911377325,0.0334039458712968,893.831834193999,-0.14034521082727,-0.00922660161918876,0.00319042178053819,10
"<1",64.4652257580829,-0.0755297324779082,0.00102400533688015,0.000103807173571798,0.0337371194355584,894.199455081016,-0.141742893795338,-0.00931657116047835,0.0032219120654015,10
"<1",64.903669126804,-0.0762735322548882,0.00104435897102391,0.000105845892859216,0.0340703603322454,894.573491166239,-0.143140681085653,-0.00940638342412303,0.00325339657679809,10
"<1",65.3421124955251,-0.0770173059373848,0.0010649180947543,0.000107904063829805,0.0344036708065736,894.953911558059,-0.14453857747431,-0.00949603440045932,0.00328487539839497,10
"<1",65.7805558642462,-0.0777610539086134,0.00108568300724249,0.000109981681286347,0.0347370530796363,895.340684360212,-0.145936587690344,-0.00958552012688231,0.00331634861385751,10
"<1",66.2189992329673,-0.0785047765517891,0.00110665401128567,0.000112078740244068,0.0350705093426677,895.733776129815,-0.147334716404534,-0.00967483669904452,0.0033478163068494,10
"<1",66.6574426016884,-0.0792484742501273,0.00112783141283466,0.000114195235930539,0.0354040417517301,896.133151407225,-0.148732968219027,-0.0097639802812271,0.0033792785610325,10
"<1",67.0958859704095,-0.0799921473868433,0.00114921552052851,0.000116331163785569,0.0357376524227969,896.538772310371,-0.150131347657749,-0.00985294711593755,0.00341073546006677,10
"<1",67.5343293391306,-0.0807357963451523,0.00117080664523631,0.000118486519461104,0.0360713434272072,896.95059818693,-0.151529859157522,-0.00994173353278296,0.0034421870876102,10
"<1",7.02914445561923,0.0221014678408713,8.9563095460567e-05,8.76179560150855e-06,0.00995997342477511,953.462512653331,0.00255546668465742,0.0416474689970853,0.000936044635768431,10
"<1",7.46758782434033,0.0213536895001216,8.3574346586567e-05,8.18129540030436e-06,0.00962152646553039,952.333159610954,0.00247184686289148,0.0402355321373518,0.000904505135436188,10
"<1",7.90603119306143,0.0206059429623561,7.77949367711438e-05,7.62061007285862e-06,0.00928318953007468,951.188360890898,0.00238804448672927,0.0388238414379829,0.000872961057141647,10
"<1",8.34447456178252,0.0198582300989502,7.22247044910195e-05,7.07974374552364e-06,0.00894496632811413,950.029087371332,0.00230405421476402,0.0374124059831363,0.000841412131212977,10
"<1",8.78291793050362,0.0191105527812792,6.68634728650344e-05,6.55870122618297e-06,0.00860686029942601,948.85633038969,0.00221987123283961,0.0360012343297187,0.000809858087950165,10
"<1",9.22136129922472,0.0183629128807185,6.17110504046781e-05,6.05748800459328e-06,0.00826887460358003,947.671101548521,0.0021354912741128,0.0345903344873243,0.000778298657624005,10
"<1",9.65980466794581,0.0176153122686437,5.67672318052019e-05,5.57611025274454e-06,0.00793101210963777,946.474432529536,0.00205091063915642,0.033179713898131,0.000746733570475075,10
"1-5",1.76768905979204,-0.0207287797766129,0.000286049512715244,4.33048511861626e-06,0.0170532415201838,33543.7652168455,-0.0541537250524035,0.0126961654991777,0.000658064215606369,10
"1-5",10.0786415860518,-0.0112785317218057,8.46008134564229e-05,1.28300497133183e-06,0.00927427188111756,33428.7205123645,-0.0294564287643349,0.00689936532072341,0.00035819058772277,10
"1-5",10.5160601400655,-0.0107811930348781,7.73000064100379e-05,1.17240935043909e-06,0.00886508074952061,33421.7645603721,-0.0281570612883204,0.00659467521856409,0.000342404636422915,10
"1-5",10.9534786940791,-0.010283860388479,7.03290651560466e-05,1.06679476933262e-06,0.00845591741931722,33414.7576686701,-0.0268577543334173,0.00629003355645933,0.000326618243417697,10
