"iso3","age_band","draw","log_hr_zero_vs_current","variance","model_id","hiv_treatment"
"NER","<1",,-0.0230095396548784,0.000710853374971529,"age_band_separate_v1","posterior_median"
"NGA","<1",,-0.032484872967236,0.00106874205422692,"age_band_separate_v1","posterior_median"
"RWA","<1",,-0.00393264078395747,2.76465222327121e-05,"age_band_separate_v1","posterior_median"
"SEN","<1",,-0.00901227175156887,0.000140123275895966,"age_band_separate_v1","posterior_median"
"SLE","<1",,-0.0389303609764218,0.00129613960847764,"age_band_separate_v1","posterior_median"
"SOM","<1",,-0.00400305266669449,2.86368004648271e-05,"age_band_separate_v1","posterior_median"
"SSD","<1",,-0.0305347265008455,0.0010017387137056,"age_band_separate_v1","posterior_median"
"SWZ","<1",,-0.00278178810494585,1.38904037158988e-05,"age_band_separate_v1","posterior_median"
"TCD","<1",,-0.0199936358730687,0.000577779534356875,"age_band_separate_v1","posterior_median"
"TGO","<1",,-0.0277746416993043,0.000902571267131549,"age_band_separate_v1","posterior_median"
"TZA","<1",,-0.0117389140904553,0.00023050330925899,"age_band_separate_v1","posterior_median"
"UGA","<1",,-0.028975993962616,0.000946555822111591,"age_band_separate_v1","posterior_median"
"ZMB","<1",,-0.018965095538537,0.000531757111516741,"age_band_separate_v1","posterior_median"
"ZWE","<1",,-0.00450747888160676,3.62250578904513e-05,"age_band_separate_v1","posterior_median"
"AGO","1-5",,-0.0833916739216154,0.00165423529348322,"age_band_separate_v1","posterior_median"
"BDI","1-5",,-0.0949014589196357,0.00194953340051237,"age_band_separate_v1","posterior_median"
"BEN","1-5",,-0.137068446407051,0.0029546002299027,"age_band_separate_v1","posterior_median"
"BFA","1-5",,-0.0854808692996453,0.00170933258259654,"age_band_separate_v1","posterior_median"
"BWA","1-5",,-0.00033345485834809,3.61292206799475e-08,"age_band_separate_v1","posterior_median"
"CAF","1-5",,-0.129374954556214,0.00277339574499978,"age_band_separate_v1","posterior_median"
"CIV","1-5",,-0.08815354432029,0.00177879027980407,"age_band_separate_v1","posterior_median"
"CMR","1-5",,-0.101214491705684,0.00210441460834465,"age_band_separate_v1","posterior_median"
"COD","1-5",,-0.136098942163413,0.00293185563713077,"age_band_separate_v1","posterior_median"
"COG","1-5",,-0.093479667958449,0.00191405889274463,"age_band_separate_v1","posterior_median"
"COM","1-5",,-0.00873411511951553,2.47112585892878e-05,"age_band_separate_v1","posterior_median"
"DJI","1-5",,-0.0186458588358897,0.000111376428158413,"age_band_separate_v1","posterior_median"
"ERI","1-5",,-0.00430017940621032,6.0040576785709e-06,"age_band_separate_v1","posterior_median"
"ETH","1-5",,-0.0168344014365628,9.10275488695626e-05,"age_band_separate_v1","posterior_median"
"GAB","1-5",,-0.0759081736912895,0.00145078673890148,"age_band_separate_v1","posterior_median"
"GHA","1-5",,-0.0671134593141349,0.00120280893516375,"age_band_separate_v1","posterior_median"
"GIN","1-5",,-0.0873970543078088,0.00175924410735058,"age_band_separate_v1","posterior_median"
"GMB","1-5",,-0.0314610744141612,0.000308715399550252,"age_band_separate_v1","posterior_median"
"GNB","1-5",,-0.0273384471278858,0.000235489952714059,"age_band_separate_v1","posterior_median"
"GNQ","1-5",,-0.0925840535675099,0.00189158356649779,"age_band_separate_v1","posterior_median"
"KEN","1-5",,-0.0193626553182809,0.000119969386488358,"age_band_separate_v1","posterior_median"
"LBR","1-5",,-0.0628171832954844,0.00108106975195791,"age_band_separate_v1","posterior_median"
"MDG","1-5",,-0.0403059061988284,0.00049321855769893,"age_band_separate_v1","posterior_median"
"MLI","1-5",,-0.0736941126655556,0.00138893738520821,"age_band_separate_v1","posterior_median"
"MOZ","1-5",,-0.0971207323360716,0.00200443725324159,"age_band_separate_v1","posterior_median"
"MRT","1-5",,-0.0117745648442151,4.47964453486038e-05,"age_band_separate_v1","posterior_median"
"MWI","1-5",,-0.0789333050326304,0.00153417810367098,"age_band_separate_v1","posterior_median"
"NAM","1-5",,-0.00401663311037568,5.23886268921975e-06,"age_band_separate_v1","posterior_median"
"NER","1-5",,-0.071780288083299,0.00133506387308398,"age_band_separate_v1","posterior_median"
"NGA","1-5",,-0.09953667347986,0.00206362421574034,"age_band_separate_v1","posterior_median"
"RWA","1-5",,-0.0125332151827388,5.07167757471106e-05,"age_band_separate_v1","posterior_median"
"SEN","1-5",,-0.0286450773058666,0.000257748604792647,"age_band_separate_v1","posterior_median"
"SLE","1-5",,-0.120349507669122,0.00256001675512118,"age_band_separate_v1","posterior_median"
"SOM","1-5",,-0.0127573273845536,5.25345984340488e-05,"age_band_separate_v1","posterior_median"
"SSD","1-5",,-0.0937938087034187,0.00192191815992856,"age_band_separate_v1","posterior_median"
"SWZ","1-5",,-0.00886824784383419,2.5473640808223e-05,"age_band_separate_v1","posterior_median"
"TCD","1-5",,-0.0627148653072095,0.00107818164216452,"age_band_separate_v1","posterior_median"
"TGO","1-5",,-0.0857681927097905,0.00171685396216906,"age_band_separate_v1","posterior_median"
"TZA","1-5",,-0.0372251461121684,0.000425017023841334,"age_band_separate_v1","posterior_median"
"UGA","1-5",,-0.089255859389291,0.00180711664231653,"age_band_separate_v1","posterior_median"
"ZMB","1-5",,-0.059588742559838,0.000990395411929271,"age_band_separate_v1","posterior_median"
"ZWE","1-5",,-0.0143623858390781,6.64668957379166e-05,"age_band_separate_v1","posterior_median"
"AGO","6-11",,-0.262749832902674,0.00328333844535098,"age_band_separate_v1","posterior_median"
"BDI","6-11",,-0.295004528714553,0.00369206464706619,"age_band_separate_v1","posterior_median"
"BEN","6-11",,-0.404190956842123,0.00465796041245886,"age_band_separate_v1","posterior_median"
"BFA","6-11",,-0.268703340881566,0.00336563036350822,"age_band_separate_v1","posterior_median"
"BWA","6-11",,-0.0010945630417206,8.11427334934403e-08,"age_band_separate_v1","posterior_median"
"CAF","6-11",,-0.385005902546331,0.00451290711741107,"age_band_separate_v1","posterior_median"
"CIV","6-11",,-0.276254202926529,0.00346540182438052,"age_band_separate_v1","posterior_median"
"CMR","6-11",,-0.31216221082958,0.00387611679833675,"age_band_separate_v1","posterior_median"
"COD","6-11",,-0.401780781853205,0.00464040059661373,"age_band_separate_v1","posterior_median"
"COG","6-11",,-0.291090162142156,0.00364710375274065,"age_band_separate_v1","posterior_median"
"COM","6-11",,-0.0286585527174754,5.54437096003488e-05,"age_band_separate_v1","posterior_median"
"DJI","6-11",,-0.0610948770029318,0.000248977453712365,"age_band_separate_v1","posterior_median"
"ERI","6-11",,-0.0141140168830414,1.34813648481644e-05,"age_band_separate_v1","posterior_median"
"ETH","6-11",,-0.0551780057660886,0.000203666693569559,"age_band_separate_v1","posterior_median"
"GAB","6-11",,-0.241042366286222,0.00295583754056634,"age_band_separate_v1","posterior_median"
"GHA","6-11",,-0.214797033301,0.00251327654925893,"age_band_separate_v1","posterior_median"
"GIN","6-11",,-0.274124307948203,0.00343777270568503,"age_band_separate_v1","posterior_median"
"GMB","6-11",,-0.102734913421152,0.000683927662439095,"age_band_separate_v1","posterior_median"
"GNB","6-11",,-0.0893882400841987,0.000523511629235341,"age_band_separate_v1","posterior_median"
"GNQ","6-11",,-0.288614626357318,0.00361804915876041,"age_band_separate_v1","posterior_median"
"KEN","6-11",,-0.0634344741010139,0.000268086699585159,"age_band_separate_v1","posterior_median"
"LBR","6-11",,-0.201725023029918,0.00228258064868838,"age_band_separate_v1","posterior_median"
"MDG","6-11",,-0.131165066413497,0.00108247076011802,"age_band_separate_v1","posterior_median"
"MLI","6-11",,-0.23450549533935,0.00284939596833745,"age_band_separate_v1","posterior_median"
"MOZ","6-11",,-0.301076973411241,0.00375953320954667,"age_band_separate_v1","posterior_median"
"MRT","6-11",,-0.0386224861395891,0.000100424432881224,"age_band_separate_v1","posterior_median"
"MWI","6-11",,-0.249890487203306,0.00309448368606305,"age_band_separate_v1","posterior_median"
"NAM","6-11",,-0.0131835211340991,1.17635768990469e-05,"age_band_separate_v1","posterior_median"
"NER","6-11",,-0.22881560000978,0.00275441383084084,"age_band_separate_v1","posterior_median"
"NGA","6-11",,-0.307636830561254,0.00382949385560772,"age_band_separate_v1","posterior_median"
"RWA","6-11",,-0.0411070522886457,0.000113668473300487,"age_band_separate_v1","posterior_median"
"SEN","6-11",,-0.093624057798122,0.000572400632526282,"age_band_separate_v1","posterior_median"
"SLE","6-11",,-0.362208080294158,0.00432901200893231,"age_band_separate_v1","posterior_median"
"SOM","6-11",,-0.0418408760489582,0.000117733686433885,"age_band_separate_v1","posterior_median"
"SSD","6-11",,-0.291956665722996,0.00365715898930401,"age_band_separate_v1","posterior_median"
"SWZ","6-11",,-0.0290983175142281,5.71524430637517e-05,"age_band_separate_v1","posterior_median"
"TCD","6-11",,-0.201411888075116,0.00227701660393118,"age_band_separate_v1","posterior_median"
"TGO","6-11",,-0.269518581672382,0.00337664819800545,"age_band_separate_v1","posterior_median"
"TZA","6-11",,-0.121297661225439,0.000936140309239292,"age_band_separate_v1","posterior_median"
"UGA","6-11",,-0.279347515357065,0.00350482150993454,"age_band_separate_v1","posterior_median"
"ZMB","6-11",,-0.19180614770541,0.00210604297617021,"age_band_separate_v1","posterior_median"
"ZWE","6-11",,-0.0470944189778253,0.000148869646231907,"age_band_separate_v1","posterior_median"
"AGO","12-23",,-0.578495249945157,0.00661065116778908,"age_band_separate_v1","posterior_median"
"BDI","12-23",,-0.616098018412509,0.00696055778140691,"age_band_separate_v1","posterior_median"
"BEN","12-23",,-0.66778295517805,0.00700866063471712,"age_band_separate_v1","posterior_median"
"BFA","12-23",,-0.586318912007653,0.00670012794080203,"age_band_separate_v1","posterior_median"
"BWA","12-23",,-0.00278387163089347,1.93549849699294e-07,"age_band_separate_v1","posterior_median"
"CAF","12-23",,-0.664537005322276,0.00701246768235151,"age_band_separate_v1","posterior_median"
"CIV","12-23",,-0.595664859542544,0.00679648916666654,"age_band_separate_v1","posterior_median"
"CMR","12-23",,-0.631382346782637,0.0070330215708928,"age_band_separate_v1","posterior_median"
"COD","12-23",,-0.667391756161517,0.00700870457027077,"age_band_separate_v1","posterior_median"
"COG","12-23",,-0.612157152539515,0.00693443643643339,"age_band_separate_v1","posterior_median"
"COM","12-23",,-0.0727981747710555,0.000132079910462417,"age_band_separate_v1","posterior_median"
"DJI","12-23",,-0.154486280952515,0.00059032323760914,"age_band_separate_v1","posterior_median"
"ERI","12-23",,-0.0358865241115878,3.21473849915955e-05,"age_band_separate_v1","posterior_median"
"ETH","12-23",,-0.139676655371421,0.00048343933598278,"age_band_separate_v1","posterior_median"
"GAB","12-23",,-0.546569297314823,0.00617726636573196,"age_band_separate_v1","posterior_median"
"GHA","12-23",,-0.501282949420863,0.00544269520689507,"age_band_separate_v1","posterior_median"
"GIN","12-23",,-0.59309385986518,0.00677119274231373,"age_band_separate_v1","posterior_median"
"GMB","12-23",,-0.256907772073891,0.00160268852745016,"age_band_separate_v1","posterior_median"
"GNB","12-23",,-0.224482821766297,0.00123232251298718,"age_band_separate_v1","posterior_median"
"GNQ","12-23",,-0.609576757102158,0.00691582179115008,"age_band_separate_v1","posterior_median"
"KEN","12-23",,-0.16032804576232,0.00063532442382379,"age_band_separate_v1","posterior_median"
"LBR","12-23",,-0.476468133501216,0.00501493836102508,"age_band_separate_v1","posterior_median"
"MDG","12-23",,-0.324282350356298,0.00250555226184966,"age_band_separate_v1","posterior_median"
"MLI","12-23",,-0.535923255628418,0.00601349983841817,"age_band_separate_v1","posterior_median"
"MOZ","12-23",,-0.621875716751727,0.00699355352085953,"age_band_separate_v1","posterior_median"
"MRT","12-23",,-0.0980065406514288,0.000238977785276805,"age_band_separate_v1","posterior_median"
"MWI","12-23",,-0.560226520191213,0.00637465283172915,"age_band_separate_v1","posterior_median"
"NAM","12-23",,-0.0335219221010547,2.80522959094247e-05,"age_band_separate_v1","posterior_median"
"NER","12-23",,-0.526297692562741,0.00585972697682212,"age_band_separate_v1","posterior_median"
"NGA","12-23",,-0.627662429508119,0.00701987555857671,"age_band_separate_v1","posterior_median"
"RWA","12-23",,-0.104279072176956,0.000270407989296536,"age_band_separate_v1","posterior_median"
"SEN","12-23",,-0.234820845202269,0.001345586983274,"age_band_separate_v1","posterior_median"
"SLE","12-23",,-0.658809724874106,0.00702929760732761,"age_band_separate_v1","posterior_median"
"SOM","12-23",,-0.106130537079556,0.000280051277272646,"age_band_separate_v1","posterior_median"
"SSD","12-23",,-0.613044210982378,0.00694056281656117,"age_band_separate_v1","posterior_median"
"SWZ","12-23",,-0.0739123618068036,0.000136145003141007,"age_band_separate_v1","posterior_median"
"TCD","12-23",,-0.475857651823601,0.00500432818209134,"age_band_separate_v1","posterior_median"
"TGO","12-23",,-0.587359006774642,0.00671143898838944,"age_band_separate_v1","posterior_median"
"TZA","12-23",,-0.301192057509561,0.00217711044883317,"age_band_separate_v1","posterior_median"
"UGA","12-23",,-0.599307653705725,0.00683067115907416,"age_band_separate_v1","posterior_median"
"ZMB","12-23",,-0.456792386837137,0.00467236677402997,"age_band_separate_v1","posterior_median"
"ZWE","12-23",,-0.119369063630703,0.000353846000541188,"age_band_separate_v1","posterior_median"
"AGO","24-35",,-0.746606240805016,0.00796226269014057,"age_band_separate_v1","posterior_median"
"BDI","24-35",,-0.799839752059166,0.0083373251584963,"age_band_separate_v1","posterior_median"
"BEN","24-35",,-0.879074000830649,0.00817814168924908,"age_band_separate_v1","posterior_median"
"BFA","24-35",,-0.757475397216818,0.00806291138607015,"age_band_separate_v1","posterior_median"
"BWA","24-35",,-0.00353711665278459,2.35529340100292e-07,"age_band_separate_v1","posterior_median"
"CAF","24-35",,-0.875258567498832,0.00821402792546409,"age_band_separate_v1","posterior_median"
"CIV","24-35",,-0.770585044413424,0.00816897283600849,"age_band_separate_v1","posterior_median"
"CMR","24-35",,-0.822451547921943,0.00839294679242597,"age_band_separate_v1","posterior_median"
"COD","24-35",,-0.878759711588078,0.00818148922443198,"age_band_separate_v1","posterior_median"
"COG","24-35",,-0.794123118494813,0.00831246600779861,"age_band_separate_v1","posterior_median"
"COM","24-35",,-0.0925072611156538,0.00016071726957115,"age_band_separate_v1","posterior_median"
"DJI","24-35",,-0.196402633881923,0.000718154201794927,"age_band_separate_v1","posterior_median"
"ERI","24-35",,-0.0455978698009193,3.91193498650277e-05,"age_band_separate_v1","posterior_median"
"ETH","24-35",,-0.177555009306467,0.000588157174317454,"age_band_separate_v1","posterior_median"
"GAB","24-35",,-0.703045995151433,0.00746037042332572,"age_band_separate_v1","posterior_median"
"GHA","24-35",,-0.64273349767741,0.00658846630208278,"age_band_separate_v1","posterior_median"
"GIN","24-35",,-0.766963965139042,0.00814143348514221,"age_band_separate_v1","posterior_median"
"GMB","24-35",,-0.326986870328013,0.00194862484525226,"age_band_separate_v1","posterior_median"
"GNB","24-35",,-0.285592137451379,0.00149865001570278,"age_band_separate_v1","posterior_median"
"GNQ","24-35",,-0.790401103191525,0.00829409134006009,"age_band_separate_v1","posterior_median"
"KEN","24-35",,-0.203839071187308,0.000772882205585017,"age_band_separate_v1","posterior_median"
"LBR","24-35",,-0.610115186819983,0.00607598816387418,"age_band_separate_v1","posterior_median"
"MDG","24-35",,-0.41322861627487,0.00304447033529358,"age_band_separate_v1","posterior_median"
"MLI","24-35",,-0.688746972960761,0.00726738738060603,"age_band_separate_v1","posterior_median"
"MOZ","24-35",,-0.808298297217116,0.0083663468828598,"age_band_separate_v1","posterior_median"
"MRT","24-35",,-0.124553621315664,0.000290777769435077,"age_band_separate_v1","posterior_median"
"MWI","24-35",,-0.721541009111812,0.00769104042706886,"age_band_separate_v1","posterior_median"
"NAM","24-35",,-0.0425932098296434,3.41362021451014e-05,"age_band_separate_v1","posterior_median"
"NER","24-35",,-0.675890992471214,0.00708527784715938,"age_band_separate_v1","posterior_median"
"NGA","24-35",,-0.816874821582433,0.00838586091736462,"age_band_separate_v1","posterior_median"
"RWA","24-35",,-0.132529363391985,0.000329015683086426,"age_band_separate_v1","posterior_median"
"SEN","24-35",,-0.29878358598632,0.00163628443243097,"age_band_separate_v1","posterior_median"
"SLE","24-35",,-0.865879572330606,0.00828116141629605,"age_band_separate_v1","posterior_median"
"SOM","24-35",,-0.134883714485083,0.000340747446330881,"age_band_separate_v1","posterior_median"
"SSD","24-35",,-0.7954064029313,0.00831840478308794,"age_band_separate_v1","posterior_median"
"SWZ","24-35",,-0.0939234736674238,0.000165663431825443,"age_band_separate_v1","posterior_median"
"TCD","24-35",,-0.609315505686646,0.00606324967616071,"age_band_separate_v1","posterior_median"
"TGO","24-35",,-0.758927272650136,0.008075506920914,"age_band_separate_v1","posterior_median"
"TZA","24-35",,-0.383631531698841,0.00264602378645594,"age_band_separate_v1","posterior_median"
"UGA","24-35",,-0.77573623546113,0.0082057411538426,"age_band_separate_v1","posterior_median"
"ZMB","24-35",,-0.584398543751209,0.0056641806703514,"age_band_separate_v1","posterior_median"
"ZWE","24-35",,-0.151720157679802,0.000430520362117738,"age_band_separate_v1","posterior_median"
"AGO","36-47",,-0.679191442355235,0.00904448513083516,"age_band_separate_v1","posterior_median"
"BDI","36-47",,-0.73051537286926,0.00946690297933819,"age_band_separate_v1","posterior_median"
"BEN","36-47",,-0.811404350693944,0.00932481914253658,"age_band_separate_v1","posterior_median"
"BFA","36-47",,-0.689552419372584,0.00915772788075028,"age_band_separate_v1","posterior_median"
"BWA","36-47",,-0.00318364739981819,2.68620731283481e-07,"age_band_separate_v1","posterior_median"
"CAF","36-47",,-0.807708733042801,0.00936325519586885,"age_band_separate_v1","posterior_median"
"CIV","36-47",,-0.702121892588244,0.00927703598687932,"age_band_separate_v1","posterior_median"
"CMR","36-47",,-0.752885060391736,0.00953156120001924,"age_band_separate_v1","posterior_median"
"COD","36-47",,-0.811167393535437,0.00932912406893904,"age_band_separate_v1","posterior_median"
"COG","36-47",,-0.724924319032709,0.00943872777586814,"age_band_separate_v1","posterior_median"
"COM","36-47",,-0.083270169504327,0.000183289572690915,"age_band_separate_v1","posterior_median"
"DJI","36-47",,-0.176848038112505,0.000818884494723133,"age_band_separate_v1","posterior_median"
"ERI","36-47",,-0.0410420541080401,4.46150715526599e-05,"age_band_separate_v1","posterior_median"
"ETH","36-47",,-0.159864703094188,0.000670679561723964,"age_band_separate_v1","posterior_median"
"GAB","36-47",,-0.638122861129304,0.00847887637332353,"age_band_separate_v1","posterior_median"
"GHA","36-47",,-0.582115702997242,0.0074932403016006,"age_band_separate_v1","posterior_median"
"GIN","36-47",,-0.698641546148021,0.00924605529971777,"age_band_separate_v1","posterior_median"
"GMB","36-47",,-0.294662282790451,0.00222107812655545,"age_band_separate_v1","posterior_median"
"GNB","36-47",,-0.257282223196663,0.00170844175952456,"age_band_separate_v1","posterior_median"
"GNQ","36-47",,-0.721296102616957,0.00941796206755502,"age_band_separate_v1","posterior_median"
"KEN","36-47",,-0.183550058954045,0.000881274380133122,"age_band_separate_v1","posterior_median"
"LBR","36-47",,-0.552080627524189,0.00691273247172841,"age_band_separate_v1","posterior_median"
"MDG","36-47",,-0.372681505967319,0.00346878027427414,"age_band_separate_v1","posterior_median"
"MLI","36-47",,-0.624773120036938,0.00826099792620171,"age_band_separate_v1","posterior_median"
"MOZ","36-47",,-0.738832530825271,0.00950004916352919,"age_band_separate_v1","posterior_median"
"MRT","36-47",,-0.112124801437517,0.000331604463807851,"age_band_separate_v1","posterior_median"
"MWI","36-47",,-0.655479106051956,0.00873902860824504,"age_band_separate_v1","posterior_median"
"NAM","36-47",,-0.0383374948405794,3.89319146551186e-05,"age_band_separate_v1","posterior_median"
"NER","36-47",,-0.612813151856295,0.00805523382325266,"age_band_separate_v1","posterior_median"
"NGA","36-47",,-0.747325923219619,0.00952282364012725,"age_band_separate_v1","posterior_median"
"RWA","36-47",,-0.119307255699464,0.00037520706493075,"age_band_separate_v1","posterior_median"
"SEN","36-47",,-0.269190339658792,0.00186526003410819,"age_band_separate_v1","posterior_median"
"SLE","36-47",,-0.797620434769981,0.00942672644355593,"age_band_separate_v1","posterior_median"
"SOM","36-47",,-0.121427529462528,0.000388584571471205,"age_band_separate_v1","posterior_median"
"SSD","36-47",,-0.726177422725888,0.00944544844619477,"age_band_separate_v1","posterior_median"
"SWZ","36-47",,-0.084545202347928,0.000188930146396343,"age_band_separate_v1","posterior_median"
"TCD","36-47",,-0.551345945357249,0.00689829438262613,"age_band_separate_v1","posterior_median"
"TGO","36-47",,-0.690940404318364,0.00917189670163289,"age_band_separate_v1","posterior_median"
"TZA","36-47",,-0.345881185845373,0.00301524965438735,"age_band_separate_v1","posterior_median"
"UGA","36-47",,-0.707084717412266,0.00931840846220649,"age_band_separate_v1","posterior_median"
"ZMB","36-47",,-0.528488579394889,0.0064457951460653,"age_band_separate_v1","posterior_median"
"ZWE","36-47",,-0.136591359828724,0.00049094787042958,"age_band_separate_v1","posterior_median"
"AGO","48-59",,-0.633801483336264,0.0121425462752154,"age_band_separate_v1","posterior_median"
"BDI","48-59",,-0.664471545153935,0.0126335613597601,"age_band_separate_v1","posterior_median"
"BEN","48-59",,-0.651788297569045,0.0122184715402767,"age_band_separate_v1","posterior_median"
"BFA","48-59",,-0.640729938762194,0.0122818588704126,"age_band_separate_v1","posterior_median"
"BWA","48-59",,-0.0031651746255972,3.66234323002155e-07,"age_band_separate_v1","posterior_median"
"CAF","48-59",,-0.66459798885497,0.012299846864193,"age_band_separate_v1","posterior_median"
"CIV","48-59",,-0.648693396917628,0.0124248613104551,"age_band_separate_v1","posterior_median"
"CMR","48-59",,-0.673924641755164,0.0126763110640923,"age_band_separate_v1","posterior_median"
"COD","48-59",,-0.653521224656371,0.0122280726477434,"age_band_separate_v1","posterior_median"
"COG","48-59",,-0.661648573599782,0.0126056724879479,"age_band_separate_v1","posterior_median"
"COM","48-59",,-0.0827450134095016,0.000249865597907153,"age_band_separate_v1","posterior_median"
"DJI","48-59",,-0.175406250774525,0.00111584655922448,"age_band_separate_v1","posterior_median"
"ERI","48-59",,-0.0407990405016694,6.08259862771778e-05,"age_band_separate_v1","posterior_median"
"ETH","48-59",,-0.158631871980315,0.000913990467530949,"age_band_separate_v1","posterior_median"
"GAB","48-59",,-0.603720384425934,0.0114218058001048,"age_band_separate_v1","posterior_median"
"GHA","48-59",,-0.557949221291844,0.0101267103276516,"age_band_separate_v1","posterior_median"
"GIN","48-59",,-0.64654056180619,0.0123882189068448,"age_band_separate_v1","posterior_median"
"GMB","48-59",,-0.290928113491252,0.00302330833014005,"age_band_separate_v1","posterior_median"
"GNB","48-59",,-0.254467000479476,0.0023264679460753,"age_band_separate_v1","posterior_median"
"GNQ","48-59",,-0.6597350345209,0.0125840185731535,"age_band_separate_v1","posterior_median"
"KEN","48-59",,-0.182019202855367,0.00120080893611772,"age_band_separate_v1","posterior_median"
"LBR","48-59",,-0.531981735823717,0.00935445564724482,"age_band_separate_v1","posterior_median"
"MDG","48-59",,-0.366216642957948,0.00471637356104974,"age_band_separate_v1","posterior_median"
"MLI","48-59",,-0.593209049546317,0.0111381872988705,"age_band_separate_v1","posterior_median"
"MOZ","48-59",,-0.6683599349181,0.0126624932734091,"age_band_separate_v1","posterior_median"
"MRT","48-59",,-0.111370561141351,0.000452008564139735,"age_band_separate_v1","posterior_median"
"MWI","48-59",,-0.616890916266084,0.0117569507808364,"age_band_separate_v1","posterior_median"
"NAM","48-59",,-0.038111091541377,5.30780421501949e-05,"age_band_separate_v1","posterior_median"
"NER","48-59",,-0.583555968279664,0.010868638059036,"age_band_separate_v1","posterior_median"
"NGA","48-59",,-0.67189150772697,0.0126761835233568,"age_band_separate_v1","posterior_median"
"RWA","48-59",,-0.118489812754455,0.000511428224981391,"age_band_separate_v1","posterior_median"
"SEN","48-59",,-0.266105077221778,0.0025397029280675,"age_band_separate_v1","posterior_median"
"SLE","48-59",,-0.675326043885134,0.0124230906208598,"age_band_separate_v1","posterior_median"
"SOM","48-59",,-0.120590896897071,0.000529657781214722,"age_band_separate_v1","posterior_median"
"SSD","48-59",,-0.662294883459181,0.0126125045339463,"age_band_separate_v1","posterior_median"
"SWZ","48-59",,-0.0840106650411761,0.000257554041533004,"age_band_separate_v1","posterior_median"
"TCD","48-59",,-0.531337167604718,0.00933519186310294,"age_band_separate_v1","posterior_median"
"TGO","48-59",,-0.641634140164818,0.012299079712354,"age_band_separate_v1","posterior_median"
"TZA","48-59",,-0.340498103075474,0.00410148885991599,"age_band_separate_v1","posterior_median"
"UGA","48-59",,-0.651689121873932,0.0124730830540871,"age_band_separate_v1","posterior_median"
"ZMB","48-59",,-0.511089886475937,0.00873032495022115,"age_band_separate_v1","posterior_median"
"ZWE","48-59",,-0.135609882447267,0.000669137378089945,"age_band_separate_v1","posterior_median"
