"age_band","start_month","end_month","cumulative_hazard","death_probability","counterfactual_death_probability","survival_end","counterfactual_survival_end"
"<1",0,0.919917864476386,0.0186105578538498,0.0184384507455692,0.0176821644567469,0.981561549254431,0.982317835543253
"1-5",0.919917864476386,6,0.0126799664864736,0.0125999144211487,0.0110055116508491,0.969193957734735,0.971506925159345
"6-11",6,12,0.01231890270355,0.0122433356410228,0.00820903584023452,0.957327790808937,0.963531789991676
"12-23",12,24,0.00844815351331746,0.00841256814515238,0.00432490330784898,0.949274205531509,0.959364608165923
"24-35",24,36,0.00598769516690725,0.00596980464567396,0.0024835867016576,0.943607223969308,0.956981942983041
"36-47",36,48,0.00598769516690725,0.00596980464567396,0.0026570305800808,0.937974073179965,0.95443921269595
"48-59",48,60,0.00598769516690725,0.00596980464567396,0.00311001735259212,0.932374551200373,0.951470890182472
