"iso3","Location","Year","Age","Unit","Value","Lower","Upper"
"GAB","Gabon",2024,"7 to 27 days (late neonatal)","Number",116.464061623279,95.6088560614157,142.426118722308
"GAB","Gabon",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",4256.00271785839,3641.18606045807,4775.79736889736
"GAB","Gabon",2024,"Under 1","Number",1279.43072329003,1083.9350471704,1520.12617298896
"GAB","Gabon",2024,"Under 1","Rate (per 100,000)",2715.31973237384,2500.42415553212,2932.40014518032
"GAB","Gabon",2024,"2 to 4","Number",281.5599759707,221.023507352759,340.075900758595
"GAB","Gabon",2024,"2 to 4","Rate (per 100,000)",200.244146220755,164.071203786402,233.45643550207
"GAB","Gabon",2024,"12 to 23 months","Number",201.184742639339,163.208130244903,243.009602507711
"GAB","Gabon",2024,"12 to 23 months","Rate (per 100,000)",429.688781413461,366.504663481645,504.762977937808
"GAB","Gabon",2024,"1 to 5 months","Number",275.329900608169,216.511796701945,331.143843315472
"GAB","Gabon",2024,"1 to 5 months","Rate (per 100,000)",1383.60309724376,1175.3632441871,1533.87747737787
"GAB","Gabon",2024,"6-11 months","Number",265.322824855659,206.686165792116,336.738273174648
"GAB","Gabon",2024,"6-11 months","Rate (per 100,000)",1125.53636346305,942.414723140743,1321.35361858435
"BDI","Burundi",2024,"Under 5","Number",43783.7562317263,35793.0197693718,53861.8593479935
"BDI","Burundi",2024,"Under 5","Rate (per 100,000)",1837.87823377358,1582.83175811161,2093.70883807168
"BDI","Burundi",2024,"0 to 6 days (early neonatal)","Number",10122.2786858057,8371.07645122743,11872.6840501536
"BDI","Burundi",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",102529.991586363,97172.1344591073,108680.139271615
"BDI","Burundi",2024,"7 to 27 days (late neonatal)","Number",3503.30236910893,2870.18047909001,4292.17463253003
"BDI","Burundi",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",12000.6545581534,10216.4551560809,13670.3781292474
"BDI","Burundi",2024,"Under 1","Number",27583.4363990596,22838.0364101191,33726.1344728053
"BDI","Burundi",2024,"Under 1","Rate (per 100,000)",5569.62749004995,4980.47662300115,6098.96205414121
"BDI","Burundi",2024,"2 to 4","Number",10286.5808706999,7707.47366575121,12864.9415891173
"BDI","Burundi",2024,"2 to 4","Rate (per 100,000)",733.443273446585,572.798198116775,883.293246796942
"BDI","Burundi",2024,"12 to 23 months","Number",5913.73896196694,4416.28843423561,7356.52346267337
"BDI","Burundi",2024,"12 to 23 months","Rate (per 100,000)",1222.92570676228,951.93327715723,1503.86813702668
"BDI","Burundi",2024,"1 to 5 months","Number",8031.47064184046,6222.513838696,9999.03314869927
"BDI","Burundi",2024,"1 to 5 months","Rate (per 100,000)",3823.74262703805,3201.56823233672,4392.30400175845
"BDI","Burundi",2024,"6-11 months","Number",5926.38470230452,4603.68628519343,7580.63985527384
"BDI","Burundi",2024,"6-11 months","Rate (per 100,000)",2408.44611626285,2001.9170887441,2854.16094552345
"COM","Comoros",2024,"Under 5","Number",991.364747730024,858.265617115351,1163.15337376286
"COM","Comoros",2024,"Under 5","Rate (per 100,000)",927.644065220218,839.747785028208,1009.87656172384
"COM","Comoros",2024,"0 to 6 days (early neonatal)","Number",349.807323789773,298.762211886164,418.044998331875
"COM","Comoros",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",80672.5933651784,76042.9982496067,85564.3778542065
"COM","Comoros",2024,"7 to 27 days (late neonatal)","Number",105.356458656041,87.5851179244742,131.320438779405
"COM","Comoros",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",8181.5746404707,7541.74350078448,8868.1962252884
"COM","Comoros",2024,"Under 1","Number",782.488929700227,661.687179940666,943.272662057928
"COM","Comoros",2024,"Under 1","Rate (per 100,000)",3559.24960477293,3414.38381506557,3717.32964568938
"COM","Comoros",2024,"2 to 4","Number",113.057976240204,96.5257671238167,132.827580352025
"COM","Comoros",2024,"2 to 4","Rate (per 100,000)",178.892111083165,158.43388703351,202.364659480204
"COM","Comoros",2024,"12 to 23 months","Number",95.8178417895943,85.0217276393161,112.612502996514
"COM","Comoros",2024,"12 to 23 months","Rate (per 100,000)",443.101544315715,398.972851202661,491.834067025896
"COM","Comoros",2024,"1 to 5 months","Number",192.45426939921,159.19409037625,236.958453392688
"COM","Comoros",2024,"1 to 5 months","Rate (per 100,000)",2063.86376230992,1893.65549500563,2256.10136264093
"COM","Comoros",2024,"6-11 months","Number",134.870877855202,113.415244224483,161.433928666473
"COM","Comoros",2024,"6-11 months","Rate (per 100,000)",1233.18799442781,1106.5380310465,1371.81569379377
"DJI","Djibouti",2024,"Under 5","Number",1619.05851447361,1324.91468910294,1919.25759766493
"DJI","Djibouti",2024,"Under 5","Rate (per 100,000)",937.109035832696,877.036842817002,1006.76190842907
"DJI","Djibouti",2024,"0 to 6 days (early neonatal)","Number",578.029219895617,469.912032526167,678.127635879899
"DJI","Djibouti",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",85053.8905924517,79655.7440071621,90548.1148503376
"DJI","Djibouti",2024,"7 to 27 days (late neonatal)","Number",149.042876368645,120.928968000992,176.07975941167
"DJI","Djibouti",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",7377.59577779102,6791.91078387425,8086.73515238742
"DJI","Djibouti",2024,"Under 1","Number",1337.06527475927,1083.87508207498,1581.20977584684
"DJI","Djibouti",2024,"Under 1","Rate (per 100,000)",3850.56846933125,3644.61285653767,4040.08550753823
"DJI","Djibouti",2024,"2 to 4","Number",176.221130319168,145.583775068985,211.200198202218
"DJI","Djibouti",2024,"2 to 4","Rate (per 100,000)",170.632824995531,152.797225562193,193.608966369455
"DJI","Djibouti",2024,"12 to 23 months","Number",105.772109395175,87.4479690782758,135.559330091892
"DJI","Djibouti",2024,"12 to 23 months","Rate (per 100,000)",304.828964995574,268.083051378294,352.310432516904
"DJI","Djibouti",2024,"1 to 5 months","Number",426.011611887479,333.808983854364,503.554145214821
"DJI","Djibouti",2024,"1 to 5 months","Rate (per 100,000)",2904.38138852489,2610.46367737929,3221.33252885709
"DJI","Djibouti",2024,"6-11 months","Number",183.981566607526,140.76696415573,222.169708112591
"DJI","Djibouti",2024,"6-11 months","Rate (per 100,000)",1060.06092859269,937.991622940502,1196.75607288385
"ERI","Eritrea",2024,"Under 5","Number",11415.5571326635,7740.89084608731,14768.8092942325
"ERI","Eritrea",2024,"Under 5","Rate (per 100,000)",1152.82951005906,1096.8832758909,1231.98059768909
"ERI","Eritrea",2024,"0 to 6 days (early neonatal)","Number",2636.21692969548,1817.18197892024,3486.84504331995
"ERI","Eritrea",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",66381.3005371325,61822.3164070137,72206.1221225779
"ERI","Eritrea",2024,"7 to 27 days (late neonatal)","Number",870.680643472179,599.748124236241,1155.60623748162
"ERI","Eritrea",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",7366.61602363944,6807.30812424067,7933.10136386083
"ERI","Eritrea",2024,"Under 1","Number",6675.33140904378,4612.27207005693,8726.21612981817
"ERI","Eritrea",2024,"Under 1","Rate (per 100,000)",3299.99319544095,3138.48336334503,3535.48708455155
"ERI","Eritrea",2024,"2 to 4","Number",3138.08412344886,2030.60957389403,4160.12950914639
"ERI","Eritrea",2024,"2 to 4","Rate (per 100,000)",534.166724034019,483.542185235097,584.466356433155
"ERI","Eritrea",2024,"12 to 23 months","Number",1602.14160017084,1048.17290467901,2057.77566561207
"ERI","Eritrea",2024,"12 to 23 months","Rate (per 100,000)",799.411971075637,730.074442044426,871.51990531683
"ERI","Eritrea",2024,"1 to 5 months","Number",1825.4127427125,1249.11783735808,2412.47619991978
"ERI","Eritrea",2024,"1 to 5 months","Rate (per 100,000)",2129.27220543861,1950.8948011946,2334.39425328854
"ERI","Eritrea",2024,"6-11 months","Number",1343.02109316362,935.916442156586,1767.55776490121
"ERI","Eritrea",2024,"6-11 months","Rate (per 100,000)",1333.08544126401,1207.22081896726,1451.85442828963
"ETH","Ethiopia",2024,"Under 5","Number",191455.600459436,160822.939841477,221423.059837733
"ETH","Ethiopia",2024,"Under 5","Rate (per 100,000)",1151.88908511485,1066.83391285226,1238.05767077834
"ETH","Ethiopia",2024,"0 to 6 days (early neonatal)","Number",76364.0199240128,63888.0402330814,89224.489297066
"ETH","Ethiopia",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",109028.760619344,101871.227726271,116006.155248203
"ETH","Ethiopia",2024,"7 to 27 days (late neonatal)","Number",20730.4855399515,17163.2723479801,23924.7097604942
"ETH","Ethiopia",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",10006.9272345786,9034.89901885177,10830.9156796819
"ETH","Ethiopia",2024,"Under 1","Number",151492.98169743,127782.17540538,172480.669522008
"ETH","Ethiopia",2024,"Under 1","Rate (per 100,000)",4296.75740559845,4051.00151187208,4564.008575962
"ETH","Ethiopia",2024,"2 to 4","Number",24316.134009101,18976.975619447,29707.9882258395
"ETH","Ethiopia",2024,"2 to 4","Rate (per 100,000)",251.532112284574,209.222781991827,290.277862987111
"ETH","Ethiopia",2024,"12 to 23 months","Number",15646.4847529044,12430.9136451405,19496.646691403
"ETH","Ethiopia",2024,"12 to 23 months","Rate (per 100,000)",456.526367271436,399.811485120288,533.066655641672
"ETH","Ethiopia",2024,"1 to 5 months","Number",35350.1622442809,29084.6154766423,41967.2899323582
"ETH","Ethiopia",2024,"1 to 5 months","Rate (per 100,000)",2361.30031527071,2141.78748442666,2637.50215668866
"ETH","Ethiopia",2024,"6-11 months","Number",19048.3139891853,15154.5202909507,23627.845082927
"ETH","Ethiopia",2024,"6-11 months","Rate (per 100,000)",1087.54825938929,929.721600258485,1285.24481912242
"KEN","Kenya",2024,"Under 5","Number",40835.6314958744,35855.7057808957,46935.2222551403
"KEN","Kenya",2024,"Under 5","Rate (per 100,000)",696.168681060663,636.027132574214,754.46654692915
"KEN","Kenya",2024,"0 to 6 days (early neonatal)","Number",15886.515128493,13574.0935932176,18705.4225179224
"KEN","Kenya",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",70482.7850701439,65747.1799989406,74657.2616777793
"KEN","Kenya",2024,"7 to 27 days (late neonatal)","Number",2640.70230079308,2159.47012551126,3093.39778852453
"KEN","Kenya",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",3936.02259326502,3590.72074312242,4364.39855867081
"KEN","Kenya",2024,"Under 1","Number",31468.7855512324,26822.772334501,37088.8427389332
"KEN","Kenya",2024,"Under 1","Rate (per 100,000)",2726.7504213612,2579.9426941631,2847.67130239534
"KEN","Kenya",2024,"2 to 4","Number",5434.09336433801,4634.94824846318,6223.54046966271
"KEN","Kenya",2024,"2 to 4","Rate (per 100,000)",152.941167157262,133.446682547625,172.125553868827
"KEN","Kenya",2024,"12 to 23 months","Number",3932.75258030401,3355.3674969084,4491.1977793151
"KEN","Kenya",2024,"12 to 23 months","Rate (per 100,000)",340.804930900258,296.30271667767,380.520939196052
"KEN","Kenya",2024,"1 to 5 months","Number",6988.54745998667,5809.85752505694,8368.79967338707
"KEN","Kenya",2024,"1 to 5 months","Rate (per 100,000)",1435.77797834254,1309.64893161422,1558.11067850195
"KEN","Kenya",2024,"6-11 months","Number",5953.02066195959,4893.5498476896,7085.90136067129
"KEN","Kenya",2024,"6-11 months","Rate (per 100,000)",1030.73164156611,922.805952861541,1117.95779702334
"MDG","Madagascar",2024,"Under 5","Number",56616.2699064943,48785.5479874445,65117.9222734005
"MDG","Madagascar",2024,"Under 5","Rate (per 100,000)",1207.11948308238,1104.4410592986,1298.9173063103
"MDG","Madagascar",2024,"0 to 6 days (early neonatal)","Number",17706.0207619514,15254.0405381884,20087.8626497467
"MDG","Madagascar",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",92743.5240861274,87091.1028409945,98533.0874590898
"MDG","Madagascar",2024,"7 to 27 days (late neonatal)","Number",2973.44550930639,2540.25109156591,3446.26779680305
"MDG","Madagascar",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",5251.15145020936,4790.97585105152,5784.06042191792
"MDG","Madagascar",2024,"Under 1","Number",38250.6530175735,33228.427139097,43757.5132175069
"MDG","Madagascar",2024,"Under 1","Rate (per 100,000)",3935.67521107593,3687.13554818084,4156.34641272105
"MDG","Madagascar",2024,"2 to 4","Number",11476.7583016148,9559.18070012437,13797.3359157274
"MDG","Madagascar",2024,"2 to 4","Rate (per 100,000)",415.092350206289,345.528173581831,468.79366226514
"MDG","Madagascar",2024,"12 to 23 months","Number",6888.858587306,5866.26245701471,8105.64936520137
"MDG","Madagascar",2024,"12 to 23 months","Rate (per 100,000)",722.489459527297,647.403312114638,821.932562458944
"MDG","Madagascar",2024,"1 to 5 months","Number",9580.51323032559,7839.07201954964,11193.0951467801
"MDG","Madagascar",2024,"1 to 5 months","Rate (per 100,000)",2337.3052384287,2051.21257607164,2611.61023497041
"MDG","Madagascar",2024,"6-11 months","Number",7990.67351599012,6722.01780298293,9397.37643618536
"MDG","Madagascar",2024,"6-11 months","Rate (per 100,000)",1644.23636512646,1461.32004558805,1870.66423557472
"MWI","Malawi",2024,"Under 5","Number",34215.8271722914,28552.4508785724,39689.3943263348
"MWI","Malawi",2024,"Under 5","Rate (per 100,000)",1165.17842052422,1018.26360479269,1291.67605109707
"MWI","Malawi",2024,"0 to 6 days (early neonatal)","Number",10928.6414139563,9249.8128209297,13126.5334804688
"MWI","Malawi",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",91701.2509292441,85227.0885607006,96996.3714283204
"MWI","Malawi",2024,"7 to 27 days (late neonatal)","Number",1938.05755367855,1535.44267854928,2421.70081272746
"MWI","Malawi",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",5482.18967767748,4643.63201696615,6302.70118915988
"MWI","Malawi",2024,"Under 1","Number",22961.8815407616,19092.3045911758,27025.4337189269
"MWI","Malawi",2024,"Under 1","Rate (per 100,000)",3794.9010131688,3436.3694439729,4053.18259905534
"MWI","Malawi",2024,"2 to 4","Number",7028.3718241715,5468.44533322504,8355.00543631709
"MWI","Malawi",2024,"2 to 4","Rate (per 100,000)",404.41929254549,312.190067459494,478.89358091405
"MWI","Malawi",2024,"12 to 23 months","Number",4225.57380735832,3454.51196133894,5214.9392381432
"MWI","Malawi",2024,"12 to 23 months","Rate (per 100,000)",713.869837965041,594.161436743675,838.747767198871
"MWI","Malawi",2024,"1 to 5 months","Number",5531.09624996969,4401.42856340731,6605.93311845024
"MWI","Malawi",2024,"1 to 5 months","Rate (per 100,000)",2166.06642321876,1812.80259270038,2441.50884008863
"MWI","Malawi",2024,"6-11 months","Number",4564.08632315701,3436.3443540836,5443.16729266216
"MWI","Malawi",2024,"6-11 months","Rate (per 100,000)",1511.01347016799,1191.37360313806,1731.29668563041
"MOZ","Mozambique",2024,"Under 5","Number",75208.0645451154,65906.1852469727,85150.8512865396
"MOZ","Mozambique",2024,"Under 5","Rate (per 100,000)",1331.03743856897,1194.84093939111,1430.81097724754
"MOZ","Mozambique",2024,"0 to 6 days (early neonatal)","Number",22845.7315004351,20274.9005992706,25760.6951557873
"MOZ","Mozambique",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",98329.3929459664,91910.2482172861,104302.528122542
"MOZ","Mozambique",2024,"7 to 27 days (late neonatal)","Number",3454.7380759623,2959.30967376604,4022.21911059751
"MOZ","Mozambique",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",5010.5585163904,4463.58187520301,5495.87836354105
"MOZ","Mozambique",2024,"Under 1","Number",53489.3023601198,46998.2019965554,60994.9055811829
"MOZ","Mozambique",2024,"Under 1","Rate (per 100,000)",4558.45572402886,4208.22066368578,4848.40432868166
"MOZ","Mozambique",2024,"2 to 4","Number",12738.9551579483,10770.7496358006,14940.9245042797
"MOZ","Mozambique",2024,"2 to 4","Rate (per 100,000)",381.936527430397,322.904673420362,427.562848050635
"MOZ","Mozambique",2024,"12 to 23 months","Number",8979.8070270473,7679.0329276524,10401.9712305482
"MOZ","Mozambique",2024,"12 to 23 months","Rate (per 100,000)",786.789764107649,679.04524532661,879.349945430915
"MOZ","Mozambique",2024,"1 to 5 months","Number",15068.9949678594,13133.1771896942,17418.9968199
"MOZ","Mozambique",2024,"1 to 5 months","Rate (per 100,000)",3030.07985295934,2705.96014341944,3332.43107277033
"MOZ","Mozambique",2024,"6-11 months","Number",12119.8378158631,9989.74536021841,14166.984390186
"MOZ","Mozambique",2024,"6-11 months","Rate (per 100,000)",2075.91316281122,1740.53087720103,2321.66640568577
"RWA","Rwanda",2024,"Under 5","Number",19235.6005186113,16816.0477273029,21491.7709113602
"RWA","Rwanda",2024,"Under 5","Rate (per 100,000)",1092.13363522492,980.505758281574,1198.15144205536
"RWA","Rwanda",2024,"0 to 6 days (early neonatal)","Number",5738.41185199888,4987.73801025597,6371.45460139326
"RWA","Rwanda",2024,"0 to 6 days (early neonatal)","Rate (per 100,000)",82533.6640834685,77567.3279749104,87632.5435629524
"RWA","Rwanda",2024,"7 to 27 days (late neonatal)","Number",1422.1797627354,1208.10263163145,1616.29384201595
"RWA","Rwanda",2024,"7 to 27 days (late neonatal)","Rate (per 100,000)",6889.78244004445,5991.69681086668,7690.39196674024
"RWA","Rwanda",2024,"Under 1","Number",13012.0177107511,11308.9973282463,14615.4002938524
"RWA","Rwanda",2024,"Under 1","Rate (per 100,000)",3666.7571027681,3417.87796311769,3881.06688146289
"RWA","Rwanda",2024,"2 to 4","Number",3717.14790418385,3025.63006125238,4325.84971516609
"RWA","Rwanda",2024,"2 to 4","Rate (per 100,000)",352.575291614217,292.002833272471,409.870186436223
"RWA","Rwanda",2024,"12 to 23 months","Number",2506.43490367634,2089.82661620719,2899.50615688368
"RWA","Rwanda",2024,"12 to 23 months","Rate (per 100,000)",712.811061445372,587.544870933296,824.425861853395
"RWA","Rwanda",2024,"1 to 5 months","Number",3334.82490142372,2786.28817155033,3926.83267319819
"RWA","Rwanda",2024,"1 to 5 months","Rate (per 100,000)",2228.94672167543,1977.42505540538,2484.48812235458
"RWA","Rwanda",2024,"6-11 months","Number",2516.60119459306,2044.74646994818,2962.21585681377
"RWA","Rwanda",2024,"6-11 months","Rate (per 100,000)",1417.0009283507,1150.05218173518,1626.49531825299
"SOM","Somalia",2024,"Under 5","Number",77963.2725942301,52507.0691911174,99520.233965298
"SOM","Somalia",2024,"Under 5","Rate (per 100,000)",1804.53217343697,1690.49539558655,2016.28638484026
"SOM","Somalia",2024,"0 to 6 days (early neonatal)","Number",17258.0289028666,11741.8610373455,23061.0155432997
