"edf","Ref.df","Chi.sq","p-value","term","subgroup","age_band"
2.49146901334555,2.80155883652422,13.0641787546676,0.00771606460304358,"s(pfpr_pct)","sahel","<1"
1.00178101213788,1.00329951995015,2.42776657642526,0.119916853821233,"s(calendar_year)","sahel","<1"
1.45699789072423,22,3.34245422767422,0.00462981369226534,"s(survey)","sahel","<1"
2.54983376656878,6,16.1728088400814,0.000136255185934742,"s(country)","sahel","<1"
7.22622331858187,168,15.3606661273387,0,"s(region)","sahel","<1"
1.00012372868149,1.00023673354185,0.876142391067103,0.3493750708501,"s(pfpr_pct)","sahel","1-5"
1.00228927087241,1.0043696000188,0.0119235281382473,0.924059615395855,"s(calendar_year)","sahel","1-5"
0.000132285312933318,22,0.000129873901859259,0.460838799553013,"s(survey)","sahel","1-5"
3.87390704434804,6,32.0591558060469,0,"s(country)","sahel","1-5"
0.000233130259607959,168,0.000303006366951448,0.0166201018347258,"s(region)","sahel","1-5"
1.58829690443937,1.87194421428456,19.4680147090415,5.70714543860484e-05,"s(pfpr_pct)","sahel","6-11"
1.00011737437417,1.00019785776918,1.35900450239633,0.243775124388562,"s(calendar_year)","sahel","6-11"
7.17251893591429,22,31.3863346761356,2.18537567708843e-06,"s(survey)","sahel","6-11"
3.18873406109237,6,24.7210734291448,0.00300641251387657,"s(country)","sahel","6-11"
0.000784638309728994,168,0.00135167213385181,5.56833464315787e-05,"s(region)","sahel","6-11"
1.00011982104152,1.00021534538892,50.9393001457979,0,"s(pfpr_pct)","sahel","12-23"
1.00013674657456,1.00022274707834,4.42508488637475,0.035419680833627,"s(calendar_year)","sahel","12-23"
3.8899975458026,22,11.5088294856742,0.000673637607424116,"s(survey)","sahel","12-23"
3.17323054486759,6,16.4355345154855,0.00925048226882197,"s(country)","sahel","12-23"
0.000642269110780965,168,0.0010336239225107,0.000849605917036089,"s(region)","sahel","12-23"
1.14137371333738,1.25138343655745,20.1788004011255,2.00984868863885e-05,"s(pfpr_pct)","sahel","24-35"
1.22133757531627,1.36454806564019,5.58498575908516,0.0194396147959205,"s(calendar_year)","sahel","24-35"
3.76337752326166,22,10.6351173767517,0.00115592712426005,"s(survey)","sahel","24-35"
3.37402780026643,6,34.051835947392,4.37743123502532e-05,"s(country)","sahel","24-35"
2.71309963264667,168,5.65469675328563,8.56303287388727e-07,"s(region)","sahel","24-35"
1.51185967639971,1.78872094810194,6.15463992590565,0.024957447511618,"s(pfpr_pct)","sahel","36-47"
2.38463910984916,2.98418694605055,13.2989687973387,0.00380377734139609,"s(calendar_year)","sahel","36-47"
0.00034184871141008,22,0.000383423863542196,0.294051059294979,"s(survey)","sahel","36-47"
3.79918319783526,6,22.8277171870285,4.16355143850744e-06,"s(country)","sahel","36-47"
0.000259402985409612,168,0.000438978544019252,0.000164737440115026,"s(region)","sahel","36-47"
1.57219630927746,1.85377989880169,19.7317854858031,5.48455946390858e-05,"s(pfpr_pct)","sahel","48-59"
1.00003503696787,1.00006693938047,11.1149230668866,0.0008565538958899,"s(calendar_year)","sahel","48-59"
1.42516443418418,22,3.13763898699862,0.0061629687520629,"s(survey)","sahel","48-59"
6.92147590342994e-05,6,0.000118802947347147,0.127365477673732,"s(country)","sahel","48-59"
0.000469466490038875,168,0.000890948506483862,2.42621081625316e-06,"s(region)","sahel","48-59"
1.00149929647605,1.00290437932015,0.57224092213959,0.449052973680728,"s(pfpr_pct)","east_africa","<1"
1.00032357510772,1.00058192837548,5.5094565083766,0.0189256493947316,"s(calendar_year)","east_africa","<1"
9.10172325063485,37,28.5699917896289,0,"s(survey)","east_africa","<1"
0.0127406208481717,11,0.0251649623812298,0.0549496378322684,"s(country)","east_africa","<1"
8.364283747908,358,17.5465469510147,0,"s(region)","east_africa","<1"
1.68212140491316,2.00010197787099,7.40303523260981,0.0246790366164346,"s(pfpr_pct)","east_africa","1-5"
1.00071603011374,1.00133628014547,17.5989769334019,2.84496140425805e-05,"s(calendar_year)","east_africa","1-5"
3.78985143859275,37,8.94850378157202,0.000279974652045212,"s(survey)","east_africa","1-5"
3.44150476814452,11,12.9488400911859,0.00160078027640242,"s(country)","east_africa","1-5"
0.000762609371987511,358,0.00120797344333427,6.92611124042397e-05,"s(region)","east_africa","1-5"
1.00016005842161,1.00030417979514,19.1050882500562,1.2074694815345e-05,"s(pfpr_pct)","east_africa","6-11"
1.00023087919737,1.00040393874365,24.0266572991296,9.28540972167102e-07,"s(calendar_year)","east_africa","6-11"
11.8101103199427,37,42.1173272725934,-2.26519025758876e-10,"s(survey)","east_africa","6-11"
0.000577785684543195,11,0.000755383247101484,0.233500731630792,"s(country)","east_africa","6-11"
14.5940244695482,358,34.842797033242,0,"s(region)","east_africa","6-11"
2.41990786289072,2.73804739916281,37.3397261119291,7.04496432746282e-07,"s(pfpr_pct)","east_africa","12-23"
1.0001194472571,1.00020403819738,5.85444488915757,0.0155518639908296,"s(calendar_year)","east_africa","12-23"
8.73817679406722,37,31.9704594489653,6.46920375046989e-07,"s(survey)","east_africa","12-23"
6.30544819948134,11,66.7965650857708,7.77633222259766e-07,"s(country)","east_africa","12-23"
0.127204547837955,358,0.254673184703553,3.14195068096268e-06,"s(region)","east_africa","12-23"
2.56826391905347,2.88186868492162,47.6733216842044,0,"s(pfpr_pct)","east_africa","24-35"
1.00008906299343,1.00016587631734,17.6595022915506,2.70897608209419e-05,"s(calendar_year)","east_africa","24-35"
2.57795298344512,37,5.88957935709826,0.000925532462629275,"s(survey)","east_africa","24-35"
4.63669855915432,11,22.1046028461249,7.34205721193426e-05,"s(country)","east_africa","24-35"
0.000229506493037901,358,0.000328789818858007,0.00257820755015659,"s(region)","east_africa","24-35"
2.17887766824604,2.52777981894985,15.5963479841797,0.001316031184599,"s(pfpr_pct)","east_africa","36-47"
1.43256140521869,1.7489795316284,14.764585782369,0.00507162143422218,"s(calendar_year)","east_africa","36-47"
0.778149693207336,37,1.61534770580468,0.00181678509771865,"s(survey)","east_africa","36-47"
0.000149598870825366,11,0.000204998365681707,0.205757728465818,"s(country)","east_africa","36-47"
0.000735245204444079,357,0.00130933790355768,1.67174567421435e-05,"s(region)","east_africa","36-47"
1.92232273475123,2.26075415594406,7.8767406035014,0.0348042281688786,"s(pfpr_pct)","east_africa","48-59"
1.00007288045606,1.00013964205904,6.66176283282786,0.00985034148627695,"s(calendar_year)","east_africa","48-59"
0.00011321413916697,37,0.000134059382471133,0.237437582989781,"s(survey)","east_africa","48-59"
4.98974489857798,11,23.5375792579632,7.49639229313814e-06,"s(country)","east_africa","48-59"
0.000116470816550398,357,0.000154711609705325,0.00614830278175604,"s(region)","east_africa","48-59"
1.93588491472851,2.33211653382062,13.4139148122322,0.00293987691024095,"s(pfpr_pct)","early","<1"
1.00171215633581,1.00322243685092,13.4259577748785,0.000252677271103341,"s(calendar_year)","early","<1"
8.89359107428505,49,37.387249435617,1.86729748319348e-06,"s(survey)","early","<1"
13.5053681762658,28,152.369712316422,0,"s(country)","early","<1"
20.4707336905652,397,46.673964271526,0,"s(region)","early","<1"
1.6149403773149,1.96946545965823,9.1481325564968,0.0140126663515373,"s(pfpr_pct)","early","1-5"
1.00085482808467,1.00161204530753,56.0703794895968,0,"s(calendar_year)","early","1-5"
5.62201031111074,49,19.8266683641402,3.59170564590006e-06,"s(survey)","early","1-5"
17.8475458677267,28,194.431298968302,0,"s(country)","early","1-5"
0.00173946465767136,397,0.00283773326540212,7.13542193531147e-06,"s(region)","early","1-5"
1.67962248373511,2.03679155678044,60.922153859901,0,"s(pfpr_pct)","early","6-11"
1.00301429099775,1.00576102046249,22.32964419157,2.50694246350935e-06,"s(calendar_year)","early","6-11"
10.9027854504841,49,50.634145083283,1.54877084213023e-06,"s(survey)","early","6-11"
14.4161254244903,28,133.830030523562,-7.3647003340227e-07,"s(country)","early","6-11"
5.11884568799589,397,10.7681146736678,0,"s(region)","early","6-11"
2.76582650000653,3.14487308595246,83.5676985025928,0,"s(pfpr_pct)","early","12-23"
1.00051384640083,1.00094787563151,44.9218908284878,0,"s(calendar_year)","early","12-23"
13.7333258832342,49,81.8349180128814,0.000127098295575445,"s(survey)","early","12-23"
13.9562439360618,28,184.836328808062,7.10800041348048e-06,"s(country)","early","12-23"
22.4349433191965,397,55.3974733604986,0,"s(region)","early","12-23"
2.88046317706742,3.25871469911693,66.5133703487798,0,"s(pfpr_pct)","early","24-35"
1.00041160456561,1.0007633055419,38.2112586231017,0,"s(calendar_year)","early","24-35"
11.1871802024384,49,44.413050963969,0.000286700470038981,"s(survey)","early","24-35"
12.1724233541233,28,84.7339827870616,0.000208904967783363,"s(country)","early","24-35"
15.8916003842934,397,39.211548758898,0,"s(region)","early","24-35"
2.61995880001378,3.03372835302436,35.7234565558584,0,"s(pfpr_pct)","early","36-47"
1.00016173718375,1.00031003372824,15.5485593040685,8.11136601344131e-05,"s(calendar_year)","early","36-47"
2.40185466974362,49,5.41605692006133,0.0021531850556219,"s(survey)","early","36-47"
10.0820700755858,28,44.1159558788213,0,"s(country)","early","36-47"
0.203369098275625,396,0.407395844107325,7.47894625119372e-07,"s(region)","early","36-47"
2.29067320578942,2.72387106263698,23.8166089723418,2.46802412302571e-05,"s(pfpr_pct)","early","48-59"
1.00007952875587,1.00015776581273,7.08182722964895,0.00779106243433247,"s(calendar_year)","early","48-59"
0.0010091409068791,49,0.00178382537439066,0.012241574073882,"s(survey)","early","48-59"
4.51347602507419,28,12.2640797794258,0.000224362121541977,"s(country)","early","48-59"
0.000736065381177949,396,0.00120323825819974,1.68158673465868e-05,"s(region)","early","48-59"
1.43558821730548,1.68714460711061,12.4503095300697,0.00146076642524684,"s(pfpr_pct)","late","<1"
1.00287871311519,1.00542757583614,12.261639143326,0.000465810876269068,"s(calendar_year)","late","<1"
9.59645407203324,44,57.037246653042,0.000115281897417496,"s(survey)","late","<1"
14.7908329158524,27,304.065256371507,0,"s(country)","late","<1"
57.4172435611665,491,142.974280898763,0,"s(region)","late","<1"
