"subgroup","series","age_band","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max"
"map_full","Full analysis","<1",0.0164865959077473,1.74615801560054,66.5983565134697,94.7588284788529
"map_full","Full analysis","1-5",0.0164865959077473,1.74574104390516,66.4693798324298,94.7588284788529
"map_full","Full analysis","6-11",0.0164865959077473,1.74566449581994,66.3280806954508,94.7588284788529
"map_full","Full analysis","12-23",0.0164865959077473,1.72053231100745,65.9762082500174,94.7588284788529
"map_full","Full analysis","24-35",0.0164865959077473,1.71186420675262,65.5390426060327,94.7588284788529
"map_full","Full analysis","36-47",0.0164865959077473,1.71186420675262,65.5938199324709,94.7588284788529
"map_full","Full analysis","48-59",0.0164865959077473,1.71141964213774,65.5390426060327,94.7588284788529
"sahel","Sahel (≥12°N)","<1",1.20041401539612,1.71186420675262,68.7241985014016,80.62991415684
"sahel","Sahel (≥12°N)","1-5",1.20041401539612,1.71186420675262,67.2220584896402,80.62991415684
"sahel","Sahel (≥12°N)","6-11",1.20041401539612,1.71186420675262,67.2220584896402,80.62991415684
"sahel","Sahel (≥12°N)","12-23",1.20041401539612,1.77153726358038,66.5983565134697,80.62991415684
"sahel","Sahel (≥12°N)","24-35",1.20041401539612,1.71186420675262,66.5983565134697,80.62991415684
"sahel","Sahel (≥12°N)","36-47",1.20041401539612,1.77153726358038,66.5983565134697,80.62991415684
"sahel","Sahel (≥12°N)","48-59",1.20041401539612,1.71186420675262,65.6806193933113,80.62991415684
"east_africa","Eastern Africa","<1",0.598754639038319,1.62047550604373,53.7264677134432,87.6830665543666
"east_africa","Eastern Africa","1-5",0.598754639038319,1.54643001176389,53.7264677134432,87.6830665543666
"east_africa","Eastern Africa","6-11",0.598754639038319,1.5382959859839,53.7264677134432,87.6830665543666
"east_africa","Eastern Africa","12-23",0.598754639038319,1.51243566540742,53.6954287240364,87.6830665543666
"east_africa","Eastern Africa","24-35",0.598754639038319,1.5076561725287,53.6954287240364,87.6830665543666
"east_africa","Eastern Africa","36-47",0.598754639038319,1.48677994237065,53.6954287240364,87.6830665543666
"east_africa","Eastern Africa","48-59",0.598754639038319,1.40692435821884,53.5886956673579,87.6830665543666
"early","Surveys up to median year","<1",0.0164865959077473,2.51251207149832,74.7055728480715,94.7588284788529
"early","Surveys up to median year","1-5",0.0164865959077473,2.60383527406373,74.5059983376031,94.7588284788529
"early","Surveys up to median year","6-11",0.0164865959077473,2.52349761305131,74.5059983376031,94.7588284788529
"early","Surveys up to median year","12-23",0.0164865959077473,2.60383527406373,74.2022205348904,94.7588284788529
"early","Surveys up to median year","24-35",0.0164865959077473,2.60383527406373,73.910847564806,94.7588284788529
"early","Surveys up to median year","36-47",0.0164865959077473,2.48987296953604,74.2022205348904,94.7588284788529
"early","Surveys up to median year","48-59",0.0164865959077473,2.60383527406373,74.2022205348904,94.7588284788529
"late","Surveys after median year","<1",0.0947791137673717,1.56314661871828,50.3859009527654,87.6830665543666
"late","Surveys after median year","1-5",0.0947791137673717,1.54643001176389,50.7087378510134,87.6830665543666
"late","Surveys after median year","6-11",0.0947791137673717,1.5382959859839,50.9972906228279,87.6830665543666
"late","Surveys after median year","12-23",0.0947791137673717,1.5076561725287,51.0228451993755,87.6830665543666
"late","Surveys after median year","24-35",0.0947791137673717,1.48677994237065,50.7162105329703,87.6830665543666
"late","Surveys after median year","36-47",0.0947791137673717,1.4928718005208,50.9972906228279,87.6830665543666
"late","Surveys after median year","48-59",0.0947791137673717,1.46255919596779,50.7162105329703,87.6830665543666
