"fit_id","subgroup","original_min_hessian","strict_min_hessian","original_max_gradient","strict_max_gradient","original_fREML","strict_fREML","strict_selected"
"east_africa_age_6","east_africa",-2.72736662507557e-05,2.35514658561674e-05,3.16031734261631e-05,4.02908327925367e-05,4127.16538712693,4127.15852078438,TRUE
"late_age_3","late",-5.43953733936111e-05,6.73728378021394e-05,0.00012389668693472,0.000148634510397337,11454.6556376652,11454.5230956369,TRUE
"late_age_4","late",-0.000109363733492379,0.0149071649265809,0.000109483757521529,4.02073752070464e-08,10836.2876501456,10836.1900607954,TRUE
"late_age_5","late",-6.39289830548627e-05,0.000115227938759052,7.42821429787419e-05,0.000115254597253024,9350.34955671735,9350.34945841512,TRUE
