"iso3","state","key","year","series","exposure_source","pfpr_pct","under5_person_years","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_rate_per100000","ihme_malaria_rate_lower","ihme_malaria_rate_upper","ihme_malaria_deaths","any_current_pfpr_outside_central95","any_zero_below_observed_support","any_negative_attributable_band","model_over_ihme_malaria","attributable_rate_per100000","ihme_malaria_share_of_allcause"
"NGA","Kano","kano",2024,"map_full","MAP",19.8247401504606,3593026.62912006,91760.724895018,22889.2871007286,68871.4377942893,0.249445360495091,507.94406870474,106.29855207716,1043.28519786539,18250.5656495972,FALSE,TRUE,FALSE,1.25416864004069,637.047521864157,0.198892997744704
"NGA","Sokoto","sokoto",2024,"map_full","MAP",24.272861693209,1532397.94717589,50749.3691645726,13672.0574395307,37077.3117250419,0.26940349534581,445.75860584484,88.92401439585,1119.1849157723,6830.79572532621,FALSE,TRUE,FALSE,2.00153217711364,892.200192823766,0.134598633200247
"NGA","Katsina","katsina",2024,"map_full","MAP",25.7481666264205,2270344.13885969,44457.555070286,12181.0484635135,32276.5066067724,0.273992765554824,345.32110341821,65.90130305057,758.23895793995,7839.97743170093,FALSE,TRUE,FALSE,1.55370963368587,536.528725095908,0.1763474716346
"NGA","Kaduna","kaduna",2024,"map_full","MAP",25.5483663968691,2107655.2021146,41097.4202639489,10574.1875110818,30523.2327528672,0.257295651239637,315.79638559624,87.18073444533,676.88469697084,6655.89894910905,FALSE,TRUE,FALSE,1.58869411809464,501.703860312292,0.161954178786927
"NGA","Jigawa","jigawa",2024,"map_full","MAP",23.3264526626528,1285322.36610755,37810.9844096222,9986.01311821738,27824.9712914049,0.264103494636234,436.14981697683,123.81306694526,1029.35928633261,5605.93114734033,FALSE,TRUE,FALSE,1.78132996209829,776.926736944514,0.148261972939105
"NGA","Taraba","taraba",2024,"map_full","MAP",28.548499802928,1652544.92069155,36844.0031363872,9083.40239436799,27760.6007420192,0.246536793538518,322.40624043314,94.07402922137,624.10414968105,5327.90795027044,FALSE,TRUE,FALSE,1.7048722461331,549.661451294577,0.144607195112536
"NGA","Bauchi","bauchi",2024,"map_full","MAP",24.5498471220122,1494707.50769066,33384.1805494766,8301.15166307293,25083.0288864037,0.248655247079386,319.8601787145,79.38336981599,678.69640484943,4780.97410535839,FALSE,TRUE,FALSE,1.7362887729865,555.369637227441,0.143210767095894
"NGA","Kebbi","kebbi",2024,"map_full","MAP",29.8830654643758,1039720.21648957,27829.6941537331,7793.50393737298,20036.1902163601,0.28004274478624,394.01517470245,106.77045140461,782.90583653634,4096.65542741808,FALSE,TRUE,FALSE,1.90240650585662,749.577031760172,0.147204471769897
"NGA","Niger","niger",2024,"map_full","MAP",30.0785876837372,2305796.51511208,30818.3408033832,7371.90236463355,23446.4384387497,0.239205037405007,237.46564025957,77.5032899031,433.11347916417,5475.47445769374,FALSE,TRUE,FALSE,1.34634951210029,319.711748904054,0.177669346076303
"NGA","Plateau","plateau",2024,"map_full","MAP",19.8314319765802,2111570.75883411,34126.8199600167,6502.9481228645,27623.8718371523,0.190552419782547,276.24243799941,73.90728537325,566.09250581104,5833.054544286,FALSE,TRUE,FALSE,1.11484438787474,307.967331696479,0.170922885610791
"NGA","Imo","imo",2024,"map_full","MAP",30.0971355588315,1600320.31053538,22304.8903897867,6239.56105270922,16065.3293370775,0.279739597176693,416.40013908824,207.8359413461,609.8811949545,6663.73599892666,FALSE,TRUE,FALSE,0.936345775660116,389.894511219558,0.298756724757453
"NGA","Zamfara","zamfara",2024,"map_full","MAP",34.6814501326872,787829.609010779,20179.4627490544,5738.42124156336,14441.041507491,0.284369376574819,382.28330943247,59.34800721624,755.66174107797,3011.7411020153,FALSE,TRUE,FALSE,1.90535011051366,728.383545874683,0.149247833773792
"NGA","Ogun","ogun",2024,"map_full","MAP",23.0610670171334,2047073.09638667,29614.4280519417,5401.02357370711,24213.4044782346,0.182378115296844,261.76921631223,105.27982946653,419.32625185371,5358.60720174989,FALSE,TRUE,FALSE,1.00791555909218,263.841266012462,0.18094582790359
"NGA","Benue","benue",2024,"map_full","MAP",29.6189343353326,1582468.45314582,23741.1641181418,4969.80354385502,18771.3605742868,0.209332765618572,275.64314149171,81.56534150852,469.54571504484,4361.96575736641,FALSE,TRUE,FALSE,1.13934950898276,314.053877913045,0.183730070507925
"NGA","Nasarawa","nasarawa",2024,"map_full","MAP",28.7946737320367,1049913.83293037,19142.3193264844,4513.76413044607,14628.5551960383,0.23580027338699,305.04405170737,80.00842293321,572.50438840466,3202.69969540696,FALSE,TRUE,FALSE,1.40936227549505,429.91757884053,0.167309908521684
"NGA","FCT (Abuja)","fct",2024,"map_full","MAP",25.3431153011793,1013477.50040093,17161.3457524102,3915.44135001478,13245.9044023954,0.228154680087655,335.37150807149,95.54701744817,658.4705902348,3398.91477705982,FALSE,TRUE,FALSE,1.15196808594353,386.337274233109,0.198056424367679
"NGA","Gombe","gombe",2024,"map_full","MAP",23.2960463398307,678677.282158504,15302.3375764205,3826.54384866015,11475.7937277603,0.250062699868582,357.58517604081,82.19985836729,807.52209705972,2426.84935415547,FALSE,TRUE,FALSE,1.57675376187154,563.823771511843,0.158593374511292
"NGA","Yobe","yobe",2024,"map_full","MAP",26.5140228746164,903232.498717039,16061.8273972182,3803.62991532035,12258.1974818978,0.236811778713244,288.92441488142,66.46034694012,593.53860228115,2609.65921193703,FALSE,TRUE,FALSE,1.45751977803151,421.113049045851,0.162475859526981
"NGA","Abia","abia",2024,"map_full","MAP",29.3385490348385,691092.403994853,13062.5703933215,3690.15203380337,9372.41835951811,0.282498154857029,514.85316421968,242.27973296835,837.51071395076,3558.11110964936,FALSE,TRUE,FALSE,1.03710983723806,533.959281345372,0.272389813223017
"NGA","Borno","borno",2024,"map_full","MAP",18.9105232538524,852925.462272557,13264.0347742775,2618.22148588435,10645.8132883932,0.197392537824296,285.69200498076,71.01273462892,577.88132389409,2436.73985415788,FALSE,TRUE,FALSE,1.07447722883376,306.969553811689,0.183710303510616
"NGA","Ebonyi","ebonyi",2024,"map_full","MAP",26.0077534160741,442171.756845013,9227.8432234721,2340.33832036872,6887.50490310339,0.253617043949749,339.66752271492,100.97264366109,726.31944885786,1501.9138526205,FALSE,TRUE,FALSE,1.55823738910548,529.282633759224,0.162758926029454
