"year","national_ihme_under5_deaths","state_sum_ihme_under5_deaths","national_pfpr_pct","state_person_year_weighted_pfpr_pct","national_attributable_deaths","state_sum_attributable_deaths","difference_deaths","relative_difference","national_attributable_fraction","state_sum_attributable_fraction","ihme_malaria_deaths_state_sum","model_over_ihme_malaria_national","note"
2024,733038.165705799,733038.1657058,24.7045606738025,25.2144576630228,178934.347548604,178320.099788916,-614.247759688296,-0.00343281079403412,0.244099633443122,0.243261685586618,132137.63137639,1.34950277170457,"National PfPR uses GPW 2020 density x cell area with national admin-0 overlap; the state extraction (archive/20_pfpr_admin1_ng_cd.R) used MAP admin-1 boundaries and density-only GPW weights."
