"iso3","state","key","age_band","year","series","exposure_source","pfpr_pct","ihme_deaths","implied_person_years","age_mapping","ihme_rate_per100000","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate"
"NGA","Abia","abia","<1",2024,"map_full","MAP",29.3385490348385,3492.21115981618,11286.8864210489,"0-27 days mapped to model <1 completed month",30940.429712339,-0.0638662504822239,0.030671268879275,0.938130465637417,0.883395797087949,0.996256461099573,0.0618695343625831,0.003743538900427,0.116604202912051,3276.14968146253,216.061478353643,13.0732283252771,407.206498690934,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","1-5",2024,"map_full","MAP",29.3385490348385,1505.75840401694,61049.6967925562,"direct age match",2466.44698192921,-0.110718152350763,0.0411023870586503,0.895191020861083,0.82590226889887,0.970292725916259,0.104808979138917,0.0297072740837409,0.17409773110113,1347.94140286208,157.81700115486,44.7319776120273,262.149121725807,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","6-11",2024,"map_full","MAP",29.3385490348385,2313.65525701036,71570.1764903117,"direct age match",3232.70860918382,-0.345948772873717,0.0518573902382627,0.707548731866375,0.639167163087235,0.783246131649896,0.292451268133625,0.216753868350104,0.360832836912765,1637.02384307365,676.631413936708,501.493726985549,834.84279002518,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","12-23",2024,"map_full","MAP",29.3385490348385,2260.94653819113,138665.223521518,"IHME 1 to 4 minus 2 to 4",1630.50726113767,-0.568615848550653,0.0682320738735856,0.566308753543283,0.495419345046208,0.647341706670405,0.433691246456717,0.352658293329595,0.504580654953792,1280.39381587102,980.552722320112,797.34154746794,1140.82988505599,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","24-35",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.717183994095416,0.075353412010928,0.488124884945422,0.421103479217285,0.565813190966392,0.511875115054578,0.434186809033608,0.578896520782715,567.851792356973,595.481219071988,505.103848075798,673.449432827904,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","36-47",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.612335230210874,0.0824990271636553,0.542083500085054,0.461149347864622,0.637222024546218,0.457916499914946,0.362777975453782,0.538850652135378,630.623630599897,532.709380829064,422.031594664749,626.862751859109,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","48-59",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.609468276856934,0.0959136748977901,0.543639858130667,0.450472124948284,0.656076766974787,0.456360141869333,0.343923233025213,0.549527875051717,632.434193291962,530.898818136998,400.097250375605,639.283917748071,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","<1",2024,"map_full","MAP",24.3095856120304,4006.59711293149,9063.2871120074,"0-27 days mapped to model <1 completed month",44206.8872299477,-0.0505800026608341,0.0286057678861938,0.950677868870768,0.898842631951755,1.00550238521528,0.0493221311292316,-0.00550238521527557,0.101157368048245,3808.98320474549,197.613908186008,-22.0458407177601,405.296818773845,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","1-5",2024,"map_full","MAP",24.3095856120304,1548.61120434922,48597.1210571777,"direct age match",3186.63157541199,-0.0931148641670163,0.0372184448050523,0.91108884282455,0.846992858418462,0.980035275703908,0.08891115717545,0.0199647242960924,0.153007141581538,1410.92239015566,137.688814193556,30.9175957366717,236.948573798617,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","6-11",2024,"map_full","MAP",24.3095856120304,1484.10011009275,56836.3180710748,"direct age match",2611.18270933183,-0.296489720984386,0.0482962072032395,0.743423268884219,0.676278512463341,0.817234536560048,0.256576731115781,0.182765463439952,0.323721487536659,1103.31455519658,380.785554896168,271.242244412384,480.435095292543,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","12-23",2024,"map_full","MAP",24.3095856120304,1337.29712476157,110759.916738091,"IHME 1 to 4 minus 2 to 4",1207.38364937906,-0.528547548351331,0.0669624211615247,0.58946051110285,0.516957871720399,0.672131547186426,0.41053948889715,0.327868452813574,0.483042128279601,788.283846658327,549.013278103242,438.457539247617,645.970849287019,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","24-35",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.667691765522017,0.0746365586886364,0.512891085395858,0.443091306562957,0.593686361213148,0.487108914604142,0.406313638786852,0.556908693437043,403.053433672708,382.792616588868,319.299968208056,437.644497093835,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","36-47",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.565795152660209,0.0809319865785671,0.567908393305172,0.484604663931818,0.66553206601379,0.432091606694828,0.334467933986209,0.515395336068182,446.288567789267,339.557482472309,262.840304862212,405.021389172418,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","48-59",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.594718414990704,0.0952362468790868,0.55171789948685,0.457773179469363,0.664942059224669,0.44828210051315,0.335057940775331,0.542226820530637,433.565332170354,352.280718091222,263.303959367071,426.106805259894,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","<1",2024,"map_full","MAP",31.2500767570482,1428.76284217155,4448.64178875748,"0-27 days mapped to model <1 completed month",32116.8327326847,-0.068602898789325,0.0313173033954762,0.933697378830407,0.878108766266853,0.992805024531368,0.0663026211695934,0.0071949754686319,0.121891233733147,1334.03212070586,94.7307214656921,10.2799135999171,174.153665544369,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","1-5",2024,"map_full","MAP",31.2500767570482,560.346157309745,24147.9550549551,"direct age match",2320.47043335359,-0.117040388089187,0.0423934134688211,0.889549265242825,0.818623114672648,0.966620513287699,0.110450734757175,0.0333794867123008,0.181376885327352,498.455512516524,61.890644793221,18.7040671122095,101.633840717992,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","6-11",2024,"map_full","MAP",31.2500767570482,453.116626724564,28591.940263283,"direct age match",1584.77047221047,-0.363397288942091,0.0529535015340085,0.69531013958869,0.626763406322738,0.771353568727491,0.30468986041131,0.228646431272509,0.373236593677262,315.056584977813,138.060041746751,103.603499650809,169.119706297208,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","12-23",2024,"map_full","MAP",31.2500767570482,463.164146340028,55214.1705496034,"IHME 1 to 4 minus 2 to 4",838.850138885868,-0.579359790634764,0.0684708690849966,0.560256933509968,0.489895736074089,0.640723746773992,0.439743066490032,0.359276253226008,0.510104263925911,259.490924340226,203.673221999801,166.403879125667,236.262005945653,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","24-35",2024,"map_full","MAP",31.2500767570482,205.93137665412,55681.6077976479,"IHME 2-4 rate shared; deaths and person-time divided equally",369.837339112932,-0.729851974086574,0.0753607168849142,0.481980330388625,0.415796642169606,0.558698689025895,0.518019669611375,0.441301310974105,0.584203357830394,99.2548729571371,106.676503696983,90.8777864881653,120.305801723972,TRUE,FALSE,FALSE,FALSE
