"series","age_band","edf"
"map_full","<1",2.2182407625254
"map_full","1-5",1.76893957551667
"map_full","6-11",2.2411310889881
"map_full","12-23",3.26521246974037
"map_full","24-35",3.39472534009018
"map_full","36-47",3.11935068967165
"map_full","48-59",3.21640064113055
