"group","records","observed_deaths","fitted_deaths","age_band","grouping","observed_probability","fitted_probability","residual_deaths"
"AGO",25690,497,521.221345783637,"<1","country",0.0193460490463215,0.0202888807233802,-24.2213457836366
"BDI",20272,491,497.302263185655,"<1","country",0.0242205998421468,0.0245314849637754,-6.30226318565525
"BEN",26974,710,710.276534430941,"<1","country",0.026321643063691,0.0263318949518403,-0.276534430940615
"BFA",33233,825,840.925079906426,"<1","country",0.0248247224144675,0.0253039171879285,-15.9250799064263
"CIV",17967,610,588.730658642416,"<1","country",0.0339511326320476,0.0327673322559368,21.2693413575836
"CMR",25717,789,789.925815179724,"<1","country",0.0306800948788739,0.0307160950025168,-0.925815179724395
"COD",51995,1456,1452.96567304759,"<1","country",0.0280026925665929,0.0279443345138491,3.0343269524144
"COG",13339,316,321.997499864984,"<1","country",0.0236899317789939,0.0241395531797724,-5.99749986498392
"COM",3160,72,75.7035269150697,"<1","country",0.0227848101265823,0.0239568123148955,-3.70352691506969
"ETH",47348,1511,1493.47147467443,"<1","country",0.0319126467855031,0.0315424405397151,17.5285253255693
"GAB",12482,254,262.13379215276,"<1","country",0.0203493029963147,0.0210009447326358,-8.13379215275995
"GHA",20470,514,512.644340385674,"<1","country",0.0251099169516365,0.0250436902972972,1.35565961432565
"GIN",20297,719,709.017728630625,"<1","country",0.0354239542789575,0.0349321440917685,9.98227136937533
"GMB",16466,459,452.665145641458,"<1","country",0.0278756224948378,0.0274908991644272,6.33485435854215
"KEN",49785,1166,1174.87025690596,"<1","country",0.0234207090489103,0.0235988803235102,-8.87025690595669
"MDG",28491,697,704.254591630369,"<1","country",0.0244638657821768,0.0247184932656056,-7.25459163036874
"MLI",49170,1677,1663.7226756748,"<1","country",0.0341061622940818,0.0338361333267195,13.2773243252034
"MOZ",26598,790,785.466237152784,"<1","country",0.0297014813143845,0.0295310262859156,4.53376284721639
"MRT",11167,280,279.922571761902,"<1","country",0.0250738783916898,0.0250669447265964,0.0774282380982072
"MWI",56828,1553,1558.32625048559,"<1","country",0.027328077708172,0.0274218035208979,-5.32625048558725
"NAM",9056,193,192.727786670006,"<1","country",0.0213118374558304,0.021281778563384,0.27221332999423
"NER",20604,521,548.689512318727,"<1","country",0.0252863521646282,0.026630242298521,-27.6895123187272
"NGA",124855,4796,4765.99756386642,"<1","country",0.0384125585679388,0.0381722603329176,30.0024361335754
"RWA",37850,983,979.020186890714,"<1","country",0.0259709379128137,0.0258657909350255,3.97981310928606
"SEN",84522,2199,2197.82031677858,"<1","country",0.0260168950095833,0.0260029378952057,1.17968322141996
"SLE",27592,947,927.990452752437,"<1","country",0.03432154247608,0.0336325910681515,19.0095472475625
"SWZ",1982,38,46.7669660192036,"<1","country",0.0191725529767911,0.0235958456201834,-8.76696601920355
"TCD",22390,695,696.842946101234,"<1","country",0.0310406431442608,0.0311229542698184,-1.84294610123447
"TGO",6260,158,160.15588754,"<1","country",0.0252396166134185,0.0255840075942491,-2.15588753999961
"TZA",35824,963,967.234936958791,"<1","country",0.0268814202769093,0.0269996353550355,-4.23493695879131
"UGA",28630,744,761.069304309553,"<1","country",0.0259867272092211,0.0265829306430162,-17.0693043095526
"ZAF",2612,61,52.8769012104778,"<1","country",0.023353751914242,0.0202438366043177,8.12309878952218
"ZMB",38154,940,944.774381862433,"<1","country",0.024636997431462,0.0247621319353785,-4.77438186243285
"ZWE",6806,187,176.653981979807,"<1","country",0.0274757566852777,0.0259556247399071,10.3460180201925
"AO71FL",14290,312,308.681379036147,"<1","survey",0.0218334499650105,0.02160121616768,3.31862096385265
"AO81FL",11400,185,212.539966747488,"<1","survey",0.0162280701754386,0.0186438567322358,-27.539966747488
"BU61FL",7088,205,193.95847663908,"<1","survey",0.0289221218961625,0.0273643448982901,11.0415233609197
"BU71FL",13184,286,303.343786546576,"<1","survey",0.0216929611650485,0.0230084789552924,-17.3437865465756
"BJ61FL",13458,316,332.20527416428,"<1","survey",0.0234804577203151,0.024684594602785,-16.2052741642804
"BJ71FL",13516,394,378.071260266683,"<1","survey",0.0291506362829239,0.0279721263884791,15.9287397333171
"BF43FL",5786,162,166.912221901864,"<1","survey",0.0279986173522295,0.0288476014348193,-4.91222190186429
"BF62FL",15127,427,416.846665301487,"<1","survey",0.028227672373901,0.0275564662723268,10.1533346985129
"BF81FL",12320,236,257.166192703058,"<1","survey",0.0191558441558442,0.0208738792778456,-21.1661927030576
"CI62FL",7319,286,273.714063112001,"<1","survey",0.0390763765541741,0.0373977405536277,12.2859368879989
"CI81FL",10648,324,315.016595530421,"<1","survey",0.0304282494365139,0.0295845788439539,8.9834044695794
"CM44FL",5844,157,184.233288398296,"<1","survey",0.0268651608487337,0.0315252033535756,-27.2332883982955
"CM61FL",11831,361,360.912523538701,"<1","survey",0.0305130589130251,0.0305056650780747,0.0874764612986496
"CM71FL",8042,271,244.780003242761,"<1","survey",0.0336980850534693,0.0304377024673914,26.2199967572386
"CD51FL",9043,340,317.355527970525,"<1","survey",0.0375981422094438,0.0350940537399674,22.6444720294746
"CD61FL",18750,522,534.441039510127,"<1","survey",0.02784,0.0285035221072068,-12.4410395101266
"CD81FL",24202,594,601.169105566925,"<1","survey",0.024543426163127,0.0248396457138635,-7.1691055669246
"CG51FL",3972,134,117.564427355604,"<1","survey",0.0337361530715005,0.0295982949032236,16.4355726443957
"CG61FL",9367,182,204.433072509384,"<1","survey",0.019429913526209,0.0218248182459041,-22.4330725093836
"KM61FL",3160,72,75.7035269150697,"<1","survey",0.0227848101265823,0.0239568123148955,-3.70352691506969
"ET51FL",7815,266,277.507705574293,"<1","survey",0.0340371081253999,0.0355096232340746,-11.507705574293
"ET61FL",11702,419,412.612856345441,"<1","survey",0.0358058451546744,0.0352600287425604,6.38714365455854
"ET71FL",10644,323,326.505489092908,"<1","survey",0.0303457346862082,0.030675074134997,-3.50548909290779
"ET81FL",5770,222,192.026214502969,"<1","survey",0.038474870017331,0.0332801064996481,29.9737854970306
"ET8AFL",11417,281,284.819209158837,"<1","survey",0.0246124200753263,0.0249469395777207,-3.81920915883688
"GA61FL",6091,139,136.266487561266,"<1","survey",0.0228205549170908,0.0223717759910139,2.73351243873421
"GA71FL",6391,115,125.867304591493,"<1","survey",0.0179940541386325,0.0196944616791571,-10.8673045914933
"GH4BFL",2189,89,74.0865198684696,"<1","survey",0.0406578346276839,0.0338449154264365,14.9134801315304
"GH5AFL",2999,93,91.0149964996091,"<1","survey",0.0310103367789263,0.030348448315975,1.98500350039089
"GH72FL",5927,169,160.990725727244,"<1","survey",0.0285135819132782,0.0271622618065199,8.00927427275636
"GH8CFL",9355,163,186.552098290358,"<1","survey",0.0174238375200428,0.0199414322063451,-23.5520982903584
"GN52FL",5215,212,213.28844500754,"<1","survey",0.0406519654841802,0.0408990306821744,-1.28844500753959
"GN62FL",7092,239,243.172696829509,"<1","survey",0.0336999435984208,0.0342883103256499,-4.17269682950891
"GN71FL",7990,268,252.556586793598,"<1","survey",0.0335419274092616,0.0316090847050811,15.4434132064021
"GM61FL",8097,173,204.196136932488,"<1","survey",0.021365938001729,0.0252187398953301,-31.1961369324881
"GM81FL",8369,286,248.469008708969,"<1","survey",0.034173736408173,0.0296892112210502,37.5309912910309
"KE42FL",3012,99,96.7568874944185,"<1","survey",0.0328685258964143,0.032123800628957,2.24311250558148
"KE52FL",6083,176,175.506945219458,"<1","survey",0.0289330922242315,0.0288520376819757,0.493054780541854
"KE72FL",21136,449,470.873948248292,"<1","survey",0.0212433762301287,0.0222782905113689,-21.8739482482922
"KE8CFL",19554,442,431.732475943805,"<1","survey",0.0226040707783574,0.022078985166401,10.2675240561949
"MD42FL",3460,83,92.2137620474171,"<1","survey",0.0239884393063584,0.0266513763142824,-9.21376204741715
"MD51FL",12534,300,312.741263674449,"<1","survey",0.0239348970799426,0.0249514331956637,-12.7412636744489
"MD81FL",12497,314,299.299565908483,"<1","survey",0.0251260302472593,0.0239497132038476,14.7004340915165
"ML53FL",13383,593,566.168308089945,"<1","survey",0.0443099454531869,0.0423050368445001,26.8316919100547
"ML6AFL",10354,353,346.794249569655,"<1","survey",0.0340931041143519,0.0334937463366482,6.20575043034489
"ML7AFL",9933,311,313.192935566367,"<1","survey",0.031309775495822,0.0315305482297762,-2.19293556636717
"ML8AFL",15500,420,437.567182448811,"<1","survey",0.0270967741935484,0.0282301408031491,-17.5671824488107
"MZ41FL",6155,215,214.813072731664,"<1","survey",0.0349309504467912,0.0349005804600591,0.186927268336007
"MZ62FL",11146,348,341.581669599593,"<1","survey",0.0312219630360667,0.0306461214426335,6.41833040040723
"MZ81FL",9297,227,229.071494821536,"<1","survey",0.0244164784339034,0.0246392916878063,-2.07149482153562
"MR71FL",11167,280,279.922571761902,"<1","survey",0.0250738783916898,0.0250669447265964,0.0774282380982072
"MW4EFL",8747,261,266.297802670107,"<1","survey",0.0298388018749285,0.0304444726957936,-5.29780267010693
"MW61FL",20125,602,597.819961149515,"<1","survey",0.0299130434782609,0.0297053396844479,4.18003885048518
"MW7AFL",17297,457,460.548502423749,"<1","survey",0.0264207666069261,0.0266259179293374,-3.54850242374891
"MW81FL",10659,233,233.659984242264,"<1","survey",0.0218594614879445,0.0219213795142381,-0.659984242264102
"NM51FL",4685,99,105.58967054981,"<1","survey",0.0211312700106724,0.0225378165527876,-6.58967054980987
"NM61FL",4371,94,87.1381161201982,"<1","survey",0.021505376344086,0.0199355104370163,6.86188387980177
"NI51FL",7975,222,229.398202643443,"<1","survey",0.0278369905956113,0.0287646649082687,-7.3982026434428
"NI61FL",12629,299,319.291309675276,"<1","survey",0.0236756671153694,0.0252823905040206,-20.2913096752756
"NG4BFL",3151,152,145.852362329004,"<1","survey",0.04823865439543,0.0462876427575385,6.14763767099618
"NG53FL",28757,1127,1133.00138633457,"<1","survey",0.0391904579754495,0.039399151035733,-6.00138633457436
"NG6AFL",31866,1215,1213.72622371377,"<1","survey",0.0381284127282998,0.0380884398328553,1.27377628623231
"NG7BFL",33934,1276,1268.4569812051,"<1","survey",0.0376024046678847,0.0373801196795278,7.54301879490367
"NG8BFL",27147,1026,1004.9606102835,"<1","survey",0.0377942314067853,0.037019214288264,21.039389716497
"RW53FL",7274,264,248.849194286502,"<1","survey",0.036293648611493,0.0342107773283615,15.1508057134981
"RW5AFL",5526,161,159.379699421379,"<1","survey",0.0291349981903728,0.0288417841877269,1.62030057862094
"RW61FL",9095,247,243.615192436073,"<1","survey",0.0271577789994502,0.02678561764003,3.38480756392678
"RW70FL",7834,156,166.553369601704,"<1","survey",0.0199131988766913,0.0212603229003962,-10.5533696017042
