"age_band","contrast","hazard_ratio","lower_95","upper_95","zero_extrapolation","iteration","reduction_pct","reduction_lower_95","reduction_upper_95"
"<1","40% to 20%",0.96510106721675,0.93634276401296,0.994742636714622,FALSE,"Previous adjustment",3.489893278325,0.525736328537796,6.365723598704
"1-5","40% to 20%",0.926141739877461,0.888889363874629,0.964955322003636,FALSE,"Previous adjustment",7.3858260122539,3.5044677996364,11.1110636125371
"6-11","40% to 20%",0.837164397988756,0.795051883381581,0.881507539204846,FALSE,"Previous adjustment",16.2835602011244,11.8492460795154,20.4948116618419
"12-23","40% to 20%",0.872482532054734,0.813180406257916,0.936109334266476,FALSE,"Previous adjustment",12.7517467945266,6.3890665733524,18.6819593742084
"24-35","40% to 20%",0.84267303332918,0.779298236522633,0.911201652744377,FALSE,"Previous adjustment",15.732696667082,8.8798347255623,22.0701763477367
"36-47","40% to 20%",0.822919819843493,0.756278700127309,0.895433164754277,FALSE,"Previous adjustment",17.7080180156507,10.4566835245723,24.3721299872691
"48-59","40% to 20%",0.955143040414161,0.862574116374006,1.05764618985627,FALSE,"Previous adjustment",4.4856959585839,-5.76461898562699,13.7425883625994
"<1","20% to 0%",0.968470826643111,0.9216999712657,1.01761502799094,TRUE,"Previous adjustment",3.1529173356889,-1.76150279909379,7.83000287343004
"1-5","20% to 0%",0.898986256563583,0.840998138827365,0.960972744383328,TRUE,"Previous adjustment",10.1013743436417,3.90272556166715,15.9001861172635
"6-11","20% to 0%",0.746470654604205,0.681416055629494,0.817735997826572,TRUE,"Previous adjustment",25.3529345395795,18.2264002173428,31.8583944370506
"12-23","20% to 0%",0.532406337557971,0.468940265971152,0.604461866128872,TRUE,"Previous adjustment",46.7593662442029,39.5538133871128,53.1059734028848
"24-35","20% to 0%",0.448028351876889,0.387871216274939,0.517515597092506,TRUE,"Previous adjustment",55.1971648123111,48.2484402907494,61.2128783725061
"36-47","20% to 0%",0.500714951861482,0.4303731245081,0.582553716160144,TRUE,"Previous adjustment",49.9285048138518,41.7446283839856,56.96268754919
"48-59","20% to 0%",0.50507788971474,0.424130271687348,0.601474810236482,TRUE,"Previous adjustment",49.492211028526,39.8525189763518,57.5869728312652
"<1","40% to 20%",0.955589621489363,0.926290709883853,0.98581526831105,FALSE,"Revised regional adjustment",4.4410378510637,1.418473168895,7.3709290116147
"1-5","40% to 20%",0.936942101393043,0.89883183880301,0.976668230324232,FALSE,"Revised regional adjustment",6.3057898606957,2.3331769675768,10.116816119699
"6-11","40% to 20%",0.832517424255566,0.791974363227052,0.87513598150452,FALSE,"Revised regional adjustment",16.7482575744434,12.486401849548,20.8025636772948
"12-23","40% to 20%",0.872288216897177,0.815862263462835,0.932616652850395,FALSE,"Revised regional adjustment",12.7711783102823,6.7383347149605,18.4137736537165
"24-35","40% to 20%",0.851180139322135,0.791159990880035,0.915753624965987,FALSE,"Revised regional adjustment",14.8819860677865,8.4246375034013,20.8840009119965
"36-47","40% to 20%",0.865579696012806,0.797816406383827,0.939098524616164,FALSE,"Revised regional adjustment",13.4420303987194,6.0901475383836,20.2183593616173
"48-59","40% to 20%",0.966582601583184,0.871601287400726,1.07191434798073,FALSE,"Revised regional adjustment",3.3417398416816,-7.191434798073,12.8398712599274
"<1","20% to 0%",0.961472721766025,0.913553594396851,1.01190537738566,TRUE,"Revised regional adjustment",3.8527278233975,-1.19053773856563,8.64464056031492
"1-5","20% to 0%",0.925677917665249,0.867576429645726,0.987670455273868,TRUE,"Revised regional adjustment",7.4322082334751,1.23295447261323,13.2423570354274
"6-11","20% to 0%",0.778709018971772,0.714452746027914,0.848744356571186,TRUE,"Revised regional adjustment",22.1290981028228,15.1255643428814,28.5547253972086
"12-23","20% to 0%",0.621402156006371,0.548394823392607,0.704128892210422,TRUE,"Revised regional adjustment",37.8597843993629,29.5871107789578,45.1605176607393
"24-35","20% to 0%",0.548192885487865,0.476454890867711,0.630732196183816,TRUE,"Revised regional adjustment",45.1807114512135,36.9267803816184,52.3545109132289
"36-47","20% to 0%",0.603114822292074,0.518592690787277,0.701412679604477,TRUE,"Revised regional adjustment",39.6885177707926,29.8587320395523,48.1407309212723
"48-59","20% to 0%",0.574539117492516,0.480006204734153,0.687689438747775,TRUE,"Revised regional adjustment",42.5460882507484,31.2310561252225,51.9993795265847
