"fit_id","rows","deaths","countries","surveys","regions","converged","iterations","rank","coefficients","finite_coefficients","finite_covariance","elapsed_seconds","min_smoothing_hessian_eigenvalue","max_smoothing_gradient","warnings","series","age_band","gamma","input_verified","nuisance_hash"
"map_full_age_1",1004586,28811,34,100,973,TRUE,14,1135,1135,TRUE,TRUE,75.054,0.249521007112734,0.000175897815921644,"openMP not available: single threaded computation only","map_full","<1",2,TRUE,"f75aea8d1f752d1142647b052a1291dff0cd3265f25b0f234f759536a4a8bea9"
"map_full_age_2",902005,11591,34,100,973,TRUE,13,1135,1135,TRUE,TRUE,48.831,0.000360083714643169,0.000360007267840715,"openMP not available: single threaded computation only","map_full","1-5",2,TRUE,"39786540245f1b979c89479dea88fb51cdf558bfcaec4f127bf471ae9297a292"
"map_full_age_3",863826,10734,34,100,973,TRUE,16,1135,1135,TRUE,TRUE,58.035,0.000171960204306481,0.000171780951929468,"openMP not available: single threaded computation only","map_full","6-11",2,TRUE,"b958523b80d829d0eec666b872209fda572c1855e4cf6eb73e57be1d9ad3c227"
"map_full_age_4",745491,10565,34,100,973,TRUE,16,1135,1135,TRUE,TRUE,51.064,0.429100208445344,1.77076013869737e-05,"openMP not available: single threaded computation only","map_full","12-23",2,TRUE,"16855532c0fff1ebc84bd66a14ad03df3872ac28bb361a776bc77a03167941bb"
"map_full_age_5",741565,8705,34,100,973,TRUE,14,1135,1135,TRUE,TRUE,42.781,0.144908893974076,2.12128707879344e-05,"openMP not available: single threaded computation only","map_full","24-35",2,TRUE,"5ce08e300a0cb96e48acd3113527509bf367db53ac79cb22e9ca17cee7bf8635"
"map_full_age_6",720126,5184,34,100,972,TRUE,26,1134,1134,TRUE,TRUE,80.147,9.52669364869502e-05,0.000149111777978356,"openMP not available: single threaded computation only","map_full","36-47",2,TRUE,"fee52d0f5ae1f5d476a13e9a7c7060cd1e8e23d9afda3406d81c66a7599037ec"
"map_full_age_7",702518,3044,34,100,972,TRUE,18,1134,1134,TRUE,TRUE,53.051,6.82172911654642e-05,0.000109008463898722,"openMP not available: single threaded computation only","map_full","48-59",2,TRUE,"a849b8fd8fd087044a134b6f270cd35ffb72b12c7be84e05f5c2942ba51bdbc3"
