"age_band","pfpr_pct","reference_pct","attributable_fraction","lower_95","upper_95","zero_below_observed_support","current_outside_observed_support"
"<1",10,0,0.0173950781794916,-0.012799975055426,0.0466899129484584,TRUE,FALSE
"<1",20,0,0.038527278233975,-0.0119053773856563,0.0864464056031491,TRUE,FALSE
"<1",30,0,0.0634343822846594,0.00495626997332987,0.118475771649747,TRUE,FALSE
"<1",50,0,0.0843678828710677,0.0183167738164511,0.145974840400038,TRUE,FALSE
"1-5",10,0,0.0382980755612601,0.00211668352161787,0.0731675976574844,TRUE,FALSE
"1-5",20,0,0.0743220823347515,0.0123295447261322,0.132423570354274,TRUE,FALSE
"1-5",30,0,0.106788734223351,0.0309858164019109,0.176661829295543,TRUE,FALSE
"1-5",50,0,0.150034193245618,0.0599065374408455,0.231521224831229,TRUE,FALSE
"6-11",10,0,0.12195167112321,0.0762232308470253,0.165416479838266,TRUE,FALSE
"6-11",20,0,0.221290981028228,0.151255643428814,0.285547253972086,TRUE,FALSE
"6-11",30,0,0.296770430126407,0.220936534152248,0.365222668468397,TRUE,FALSE
"6-11",50,0,0.390424041775743,0.31483243338328,0.457675951183949,TRUE,FALSE
"12-23",10,0,0.238590757867613,0.17629435769711,0.296175715897992,TRUE,FALSE
"12-23",20,0,0.378597843993629,0.295871107789578,0.451605176607393,TRUE,FALSE
"12-23",30,0,0.435922180350761,0.355095590415181,0.506618683495928,TRUE,FALSE
"12-23",50,0,0.47284337191015,0.392740763892706,0.542379771248205,TRUE,FALSE
"24-35",10,0,0.291298462139449,0.225376996108112,0.351609922191248,TRUE,FALSE
"24-35",20,0,0.451807114512135,0.369267803816184,0.523545109132289,TRUE,FALSE
"24-35",30,0,0.51416838066377,0.436835875711729,0.580881749800448,TRUE,FALSE
"24-35",50,0,0.539116530794995,0.462267673339498,0.604982699281629,TRUE,FALSE
"36-47",10,0,0.249072170695375,0.174256190870744,0.317109497413274,TRUE,FALSE
"36-47",20,0,0.396885177707926,0.298587320395523,0.481407309212723,TRUE,FALSE
"36-47",30,0,0.460344023616529,0.36549700177491,0.541013086366719,TRUE,FALSE
"36-47",50,0,0.472874070432211,0.375395910811032,0.55513940681448,TRUE,FALSE
"48-59",10,0,0.282775003113335,0.19534336252314,0.360706576941808,TRUE,FALSE
"48-59",20,0,0.425460882507484,0.312310561252225,0.519993795265847,TRUE,FALSE
"48-59",30,0,0.456386390329447,0.343950848431971,0.549552414003229,TRUE,FALSE
"48-59",50,0,0.43366502366185,0.312321455643044,0.533597044642638,TRUE,FALSE
