"age_band","rows","deaths","share_of_observed_under5_deaths_pct","pfpr_edf","hr_40_to_20","hr_40_to_20_lower_95","hr_40_to_20_upper_95","hr_20_to_zero","hr_20_to_zero_lower_95","hr_20_to_zero_upper_95"
"<1",1004586,28811,36.6393671948521,2.2182407625254,0.955589621489363,0.926290709883853,0.98581526831105,0.961472721766025,0.913553594396851,1.01190537738566
"1-5",902005,11591,14.7404430653407,1.76893957551667,0.936942101393043,0.89883183880301,0.976668230324232,0.925677917665249,0.867576429645726,0.987670455273868
"6-11",863826,10734,13.6505837169672,2.2411310889881,0.832517424255566,0.791974363227052,0.87513598150452,0.778709018971772,0.714452746027914,0.848744356571186
"12-23",745491,10565,13.4356639621538,3.26521246974037,0.872288216897177,0.815862263462835,0.932616652850395,0.621402156006371,0.548394823392607,0.704128892210422
"24-35",741565,8705,11.0702749446804,3.39472534009018,0.851180139322135,0.791159990880035,0.915753624965987,0.548192885487865,0.476454890867711,0.630732196183816
"36-47",720126,5184,6.59256810031284,3.11935068967165,0.865579696012806,0.797816406383827,0.939098524616164,0.603114822292074,0.518592690787277,0.701412679604477
"48-59",702518,3044,3.87109901569296,3.21640064113055,0.966582601583184,0.871601287400726,1.07191434798073,0.574539117492516,0.480006204734153,0.687689438747775
