"region","records","retained_records","children","retained_children","deaths","retained_deaths","vaccine_missing_records","baseline","survey","country"
"MDG:MD51FL:analamanga",6768,6768,2007,2007,48,48,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:vakinankaratra",3375,3375,1010,1010,32,32,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:itasy",3710,3710,1115,1115,43,43,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:bongolava",3335,3335,1031,1031,26,26,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:hautematsiatra",4026,4026,1236,1236,54,54,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:amoronimania",3768,3768,1130,1130,39,39,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:vatovavyfitovinany",3460,3460,1052,1052,79,79,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:ihorombe",3603,3603,1091,1091,46,46,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:atsimoatsinanana",3842,3842,1185,1185,56,56,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:atsinanana",2633,2633,786,786,17,17,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:analanjirofo",2448,2448,750,750,17,17,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:alaotramangoro",2940,2940,895,895,31,31,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:boeny",2698,2698,823,823,33,33,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:sofia",3264,3264,1007,1007,22,22,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:betsiboka",3328,3328,1006,1006,43,43,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:melaky",2488,2488,759,759,18,18,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:atsimoandrefana",3369,3369,1020,1020,30,30,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:androy",3643,3643,1096,1096,38,38,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:anosy",3339,3339,1026,1026,47,47,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:menabe",2596,2596,805,805,20,20,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:diana",2059,2059,678,678,14,14,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD51FL:sava",2437,2437,747,747,24,24,0,"eligible_MAP","MD51FL","MDG"
"MDG:MD81FL:antananarivocapital",3642,3642,1075,1075,38,38,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:analamangaexcludingcapital",2496,2496,726,726,25,25,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:vakinankaratra",3062,3062,915,915,41,41,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:itasy",3106,3106,927,927,25,25,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:bongolava",3500,3500,1053,1053,54,54,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:hautematsiatra",2750,2750,820,820,34,34,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:amoronimania",3269,3269,991,991,45,45,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:vatovavyfitovinany",2912,2912,891,891,47,47,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:ihorombe",3600,3600,1049,1049,25,25,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:atsimoatsinanana",3935,3935,1175,1175,34,34,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:atsinanana",2390,2390,722,722,31,31,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:analanjirofo",2599,2599,780,780,30,30,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:alaotramangoro",2696,2696,806,806,27,27,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:boeny",2502,2502,760,760,31,31,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:sofia",2670,2670,803,803,39,39,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:betsiboka",2972,2972,923,923,35,35,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:melaky",2891,2891,860,860,30,30,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:atsimoandrefana",3967,3967,1151,1151,62,62,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:androy",4662,4662,1382,1382,35,35,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:anosy",3932,3932,1171,1171,50,50,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:menabe",3049,3049,934,934,39,39,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:diana",2549,2549,761,761,15,15,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:sava",2352,2352,706,706,16,16,0,"previous_primary","MD81FL","MDG"
"MDG:MD81FL:antananarivocapital",3642,3642,1075,1075,38,38,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:analamangaexcludingcapital",2496,2496,726,726,25,25,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:vakinankaratra",3062,3062,915,915,41,41,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:itasy",3106,3106,927,927,25,25,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:bongolava",3500,3500,1053,1053,54,54,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:hautematsiatra",2750,2750,820,820,34,34,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:amoronimania",3269,3269,991,991,45,45,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:vatovavyfitovinany",2912,2912,891,891,47,47,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:ihorombe",3600,3600,1049,1049,25,25,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:atsimoatsinanana",3935,3935,1175,1175,34,34,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:atsinanana",2390,2390,722,722,31,31,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:analanjirofo",2599,2599,780,780,30,30,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:alaotramangoro",2696,2696,806,806,27,27,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:boeny",2502,2502,760,760,31,31,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:sofia",2670,2670,803,803,39,39,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:betsiboka",2972,2972,923,923,35,35,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:melaky",2891,2891,860,860,30,30,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:atsimoandrefana",3967,3967,1151,1151,62,62,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:androy",4662,4662,1382,1382,35,35,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:anosy",3932,3932,1171,1171,50,50,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:menabe",3049,3049,934,934,39,39,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:diana",2549,2549,761,761,15,15,0,"eligible_MAP","MD81FL","MDG"
"MDG:MD81FL:sava",2352,2352,706,706,16,16,0,"eligible_MAP","MD81FL","MDG"
"MLI:ML41FL:kayes",1565,0,1045,0,62,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML41FL:koulikoro",1574,0,1065,0,54,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML41FL:sikasso",2090,0,1413,0,77,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML41FL:segou",1552,0,1050,0,54,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML41FL:mopti",1353,0,924,0,66,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML41FL:bamako",853,0,599,0,27,0,0,"eligible_MAP","ML41FL","MLI"
"MLI:ML53FL:koulikoro",9538,0,3100,0,314,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:sikasso",14004,0,4545,0,465,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:bamako",6950,0,2194,0,107,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:mopti",11426,0,3691,0,330,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:kayes",8801,0,2870,0,218,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:segou",8604,0,2776,0,300,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:gao",5172,0,1627,0,101,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:tombouctou",5198,0,1654,0,133,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:kidal",1535,0,494,0,11,0,0,"previous_primary","ML53FL","MLI"
"MLI:ML53FL:koulikoro",10299,0,3213,0,334,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:sikasso",15264,0,4735,0,515,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:bamako",7659,0,2272,0,119,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:mopti",12818,0,3920,0,372,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:kayes",9612,0,2993,0,251,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:segou",9439,0,2921,0,342,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:gao",5536,0,1679,0,110,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:tombouctou",5653,0,1728,0,151,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML53FL:kidal",1614,0,507,0,11,0,0,"eligible_MAP","ML53FL","MLI"
"MLI:ML6AFL:mopti",8938,8938,2707,2707,149,149,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:bamako",8335,8335,2500,2500,79,79,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:koulikoro",10534,10534,3170,3170,143,143,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:sikasso",10128,10128,3117,3117,192,192,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:segou",11068,11068,3307,3307,179,179,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:kayes",9729,9729,2936,2936,132,132,0,"previous_primary","ML6AFL","MLI"
"MLI:ML6AFL:mopti",8938,8938,2707,2707,149,149,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML6AFL:bamako",8335,8335,2500,2500,79,79,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML6AFL:koulikoro",10534,10534,3170,3170,143,143,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML6AFL:sikasso",10128,10128,3117,3117,192,192,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML6AFL:segou",11068,11068,3307,3307,179,179,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML6AFL:kayes",9729,9729,2936,2936,132,132,0,"eligible_MAP","ML6AFL","MLI"
"MLI:ML7AFL:kayes",7765,7765,2364,2364,128,128,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:koulikoro",7802,7802,2348,2348,127,127,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:sikasso",9037,9037,2727,2727,130,130,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:segou",7538,7538,2280,2280,123,123,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:mopti",4624,4624,1389,1389,86,86,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:tombouctou",6211,6211,1849,1849,123,123,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:gao",3867,3867,1110,1110,36,36,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:kidal",2490,2490,676,676,7,7,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:bamako",6881,6881,2062,2062,46,46,0,"previous_primary","ML7AFL","MLI"
"MLI:ML7AFL:kayes",7765,7765,2364,2364,128,128,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:koulikoro",7802,7802,2348,2348,127,127,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:sikasso",9037,9037,2727,2727,130,130,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:segou",7538,7538,2280,2280,123,123,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:mopti",4624,4624,1389,1389,86,86,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:tombouctou",6211,6211,1849,1849,123,123,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:gao",3867,3867,1110,1110,36,36,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:kidal",2490,2490,676,676,7,7,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML7AFL:bamako",6881,6881,2062,2062,46,46,0,"eligible_MAP","ML7AFL","MLI"
"MLI:ML8AFL:kayes",13820,13820,4132,4132,195,195,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:koulikoro",14001,14001,4182,4182,171,171,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:sikasso",12908,12908,3831,3831,178,178,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:segou",11590,11590,3448,3448,172,172,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:mopti",10296,10296,3057,3057,187,187,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:tombouctou",9894,9894,2738,2738,54,54,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:gao",6183,6183,1802,1802,72,72,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:kidal",1171,1171,346,346,13,13,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:bamako",8713,8713,2588,2588,70,70,0,"previous_primary","ML8AFL","MLI"
"MLI:ML8AFL:kayes",13848,13828,4155,4135,195,195,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:koulikoro",14014,14001,4195,4182,172,171,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:sikasso",12924,12908,3847,3831,178,178,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:segou",11596,11590,3454,3448,172,172,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:mopti",10307,10296,3068,3057,187,187,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:tombouctou",9911,9894,2755,2738,55,54,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:gao",6194,6183,1813,1802,73,72,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:kidal",1174,1171,349,346,13,13,0,"eligible_MAP","ML8AFL","MLI"
"MLI:ML8AFL:bamako",8721,8713,2596,2588,70,70,0,"eligible_MAP","ML8AFL","MLI"
"MOZ:MZ41FL:niassa",2242,0,1162,0,70,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:cabodelgado",2206,0,1112,0,83,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:nampula",3181,0,1624,0,86,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:zambezia",2783,0,1468,0,36,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:tete",3172,0,1595,0,91,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:manica",2769,0,1431,0,56,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:sofala",3091,0,1585,0,84,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:inhambane",2355,0,1207,0,48,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:gaza",2750,0,1377,0,67,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:maputo",2059,0,1041,0,35,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:maputocity",2011,0,1010,0,31,0,0,"previous_primary","MZ41FL","MOZ"
"MOZ:MZ41FL:niassa",3271,0,1176,0,91,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:cabodelgado",3154,0,1131,0,112,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:nampula",4593,0,1647,0,129,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:zambezia",4023,0,1483,0,61,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:tete",4548,0,1613,0,123,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:manica",4048,0,1447,0,81,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:sofala",4456,0,1602,0,119,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:inhambane",3410,0,1220,0,68,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:gaza",3904,0,1385,0,87,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:maputo",2943,0,1047,0,49,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ41FL:maputocity",2862,0,1016,0,44,0,0,"eligible_MAP","MZ41FL","MOZ"
"MOZ:MZ62FL:niassa",5256,0,1604,0,68,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:cabodelgado",5232,0,1597,0,62,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:nampula",4805,0,1408,0,44,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:zambezia",7072,0,2149,0,139,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:tete",5747,0,1752,0,134,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:manica",5983,0,1806,0,104,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:sofala",7228,0,2134,0,108,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:inhambane",4677,0,1415,0,43,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:gaza",5278,0,1592,0,85,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:maputo",4607,0,1425,0,63,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:maputocity",4585,0,1373,0,61,0,0,"previous_primary","MZ62FL","MOZ"
"MOZ:MZ62FL:niassa",5256,0,1604,0,68,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:cabodelgado",5232,0,1597,0,62,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:nampula",4805,0,1408,0,44,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:zambezia",7072,0,2149,0,139,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:tete",5747,0,1752,0,134,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:manica",5983,0,1806,0,104,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:sofala",7228,0,2134,0,108,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:inhambane",4677,0,1415,0,43,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:gaza",5278,0,1592,0,85,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:maputo",4607,0,1425,0,63,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ62FL:maputocity",4585,0,1373,0,61,0,0,"eligible_MAP","MZ62FL","MOZ"
"MOZ:MZ81FL:niassa",5830,5830,1738,1738,66,66,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:cabodelgado",6855,6855,2057,2057,90,90,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:nampula",7067,7067,2103,2103,71,71,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:zambezia",4370,4370,1293,1293,27,27,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:tete",5196,5196,1522,1522,20,20,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:manica",5744,5744,1700,1700,60,60,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:sofala",5292,5292,1581,1581,52,52,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:inhambane",3151,3151,961,961,24,24,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:gaza",3825,3825,1155,1155,43,43,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:maputo",2901,2901,874,874,16,16,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:maputocity",2602,2602,786,786,21,21,0,"previous_primary","MZ81FL","MOZ"
"MOZ:MZ81FL:niassa",5830,5830,1738,1738,66,66,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:cabodelgado",6855,6855,2057,2057,90,90,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:nampula",7067,7067,2103,2103,71,71,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:zambezia",4370,4370,1293,1293,27,27,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:tete",5196,5196,1522,1522,20,20,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:manica",5744,5744,1700,1700,60,60,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:sofala",5292,5292,1581,1581,52,52,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:inhambane",3151,3151,961,961,24,24,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:gaza",3825,3825,1155,1155,43,43,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:maputo",2901,2901,874,874,16,16,0,"eligible_MAP","MZ81FL","MOZ"
"MOZ:MZ81FL:maputocity",2602,2602,786,786,21,21,0,"eligible_MAP","MZ81FL","MOZ"
"MRT:MR71FL:easternbasinregion",6630,6630,1955,1955,45,45,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:westernbasinregion",6740,6740,2012,2012,46,46,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:assaba",6264,6264,1861,1861,41,41,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:gorgol",7065,7065,2095,2095,53,53,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:brakna",6571,6571,1933,1933,53,53,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:trarza",4860,4860,1412,1412,27,27,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:adrar",2979,2979,884,884,29,29,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:tiriszemourandinchiri",3126,3126,907,907,21,21,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:tagant",4006,4006,1162,1162,49,49,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:guidimagha",9082,9082,2750,2750,64,64,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:northnouakchott",3103,3103,917,917,12,12,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:westnouakchott",1983,1983,603,603,9,9,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:southnouakchott",2883,2883,854,854,11,11,0,"previous_primary","MR71FL","MRT"
"MRT:MR71FL:easternbasinregion",6673,6673,1968,1968,45,45,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:westernbasinregion",6740,6740,2012,2012,46,46,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:assaba",6267,6267,1863,1863,41,41,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:gorgol",7065,7065,2095,2095,53,53,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:brakna",6571,6571,1933,1933,53,53,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:trarza",4871,4871,1415,1415,27,27,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:adrar",2979,2979,884,884,29,29,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:tiriszemourandinchiri",3126,3126,907,907,21,21,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:tagant",4013,4013,1164,1164,49,49,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:guidimagha",9092,9092,2752,2752,64,64,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:northnouakchott",3103,3103,917,917,12,12,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:westnouakchott",1983,1983,603,603,9,9,0,"eligible_MAP","MR71FL","MRT"
"MRT:MR71FL:southnouakchott",2883,2883,854,854,11,11,0,"eligible_MAP","MR71FL","MRT"
"MWI:MW41FL:northern",523,0,428,0,23,0,0,"eligible_MAP","MW41FL","MWI"
"MWI:MW41FL:central",1117,0,917,0,36,0,0,"eligible_MAP","MW41FL","MWI"
"MWI:MW41FL:southern",1517,0,1243,0,66,0,0,"eligible_MAP","MW41FL","MWI"
"MWI:MW4EFL:southern",21264,0,8422,0,458,0,0,"previous_primary","MW4EFL","MWI"
"MWI:MW4EFL:central",16196,0,6398,0,366,0,0,"previous_primary","MW4EFL","MWI"
"MWI:MW4EFL:northern",5375,0,2127,0,86,0,0,"previous_primary","MW4EFL","MWI"
"MWI:MW4EFL:southern",27448,0,8493,0,604,0,0,"eligible_MAP","MW4EFL","MWI"
"MWI:MW4EFL:central",20854,0,6454,0,475,0,0,"eligible_MAP","MW4EFL","MWI"
"MWI:MW4EFL:northern",6991,0,2144,0,121,0,0,"eligible_MAP","MW4EFL","MWI"
"MWI:MW61FL:central",39385,39385,11669,11669,617,617,0,"previous_primary","MW61FL","MWI"
"MWI:MW61FL:southern",54600,54600,16199,16199,911,911,0,"previous_primary","MW61FL","MWI"
"MWI:MW61FL:northern",20303,20303,6049,6049,265,265,0,"previous_primary","MW61FL","MWI"
"MWI:MW61FL:central",39385,39385,11669,11669,617,617,0,"eligible_MAP","MW61FL","MWI"
"MWI:MW61FL:southern",54600,54600,16199,16199,911,911,0,"eligible_MAP","MW61FL","MWI"
"MWI:MW61FL:northern",20303,20303,6049,6049,265,265,0,"eligible_MAP","MW61FL","MWI"
"MWI:MW7AFL:central",35371,27438,10492,9498,370,277,7933,"previous_primary","MW7AFL","MWI"
"MWI:MW7AFL:southern",47775,36936,14284,12842,429,351,10839,"previous_primary","MW7AFL","MWI"
"MWI:MW7AFL:northern",19200,14747,5750,5148,148,119,4453,"previous_primary","MW7AFL","MWI"
"MWI:MW7AFL:central",35371,27438,10492,9498,370,277,7933,"eligible_MAP","MW7AFL","MWI"
"MWI:MW7AFL:southern",47775,36936,14284,12842,429,351,10839,"eligible_MAP","MW7AFL","MWI"
"MWI:MW7AFL:northern",19200,14747,5750,5148,148,119,4453,"eligible_MAP","MW7AFL","MWI"
"MWI:MW81FL:northern",13804,13804,3915,3915,62,62,0,"previous_primary","MW81FL","MWI"
"MWI:MW81FL:central",21894,21894,6274,6274,142,142,0,"previous_primary","MW81FL","MWI"
"MWI:MW81FL:southern",32044,32044,9162,9162,228,228,0,"previous_primary","MW81FL","MWI"
"MWI:MW81FL:northern",14216,13804,4199,3915,70,62,0,"eligible_MAP","MW81FL","MWI"
"MWI:MW81FL:central",22372,21894,6610,6274,150,142,0,"eligible_MAP","MW81FL","MWI"
"MWI:MW81FL:southern",32760,32044,9702,9162,245,228,0,"eligible_MAP","MW81FL","MWI"
"NAM:NM41FL:caprivi",72,0,54,0,1,0,0,"eligible_MAP","NM41FL","NAM"
"NAM:NM41FL:erongo",97,0,73,0,1,0,0,"eligible_MAP","NM41FL","NAM"
