"survey","country","variable","regions","missing_regions","recoverable_regions","regions_without_donors","missing_records","recoverable_records","no_donor_records"
"GN52FL","GIN","urban_pct",8,0,0,0,0,0,0
"GN52FL","GIN","dtp3_pct",8,0,0,0,0,0,0
"GN52FL","GIN","measles_pct",8,0,0,0,0,0,0
"GN52FL","GIN","facility_delivery_pct",8,0,0,0,0,0,0
"GN52FL","GIN","exclusive_breastfeeding_pct",8,8,0,8,35908,0,35908
"GN52FL","GIN","short_birth_interval_pct",8,0,0,0,0,0,0
"GN52FL","GIN","improved_water_pct",8,0,0,0,0,0,0
"GN52FL","GIN","improved_sanitation_pct",8,0,0,0,0,0,0
"GN52FL","GIN","electricity_pct",8,0,0,0,0,0,0
"GN62FL","GIN","male_pct",8,0,0,0,0,0,0
"GN62FL","GIN","multiple_birth_pct",8,0,0,0,0,0,0
"GN62FL","GIN","mean_birth_order",8,0,0,0,0,0,0
"GN62FL","GIN","mean_maternal_age_birth",8,0,0,0,0,0,0
"GN62FL","GIN","mean_maternal_education_years",8,0,0,0,0,0,0
"GN62FL","GIN","mean_wealth_quintile",8,0,0,0,0,0,0
"GN62FL","GIN","urban_pct",8,0,0,0,0,0,0
"GN62FL","GIN","dtp3_pct",8,0,0,0,0,0,0
"GN62FL","GIN","measles_pct",8,0,0,0,0,0,0
"GN62FL","GIN","facility_delivery_pct",8,0,0,0,0,0,0
"GN62FL","GIN","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"GN62FL","GIN","short_birth_interval_pct",8,0,0,0,0,0,0
"GN62FL","GIN","improved_water_pct",8,0,0,0,0,0,0
"GN62FL","GIN","improved_sanitation_pct",8,0,0,0,0,0,0
"GN62FL","GIN","electricity_pct",8,0,0,0,0,0,0
"GN71FL","GIN","male_pct",8,0,0,0,0,0,0
"GN71FL","GIN","multiple_birth_pct",8,0,0,0,0,0,0
"GN71FL","GIN","mean_birth_order",8,0,0,0,0,0,0
"GN71FL","GIN","mean_maternal_age_birth",8,0,0,0,0,0,0
"GN71FL","GIN","mean_maternal_education_years",8,0,0,0,0,0,0
"GN71FL","GIN","mean_wealth_quintile",8,0,0,0,0,0,0
"GN71FL","GIN","urban_pct",8,0,0,0,0,0,0
"GN71FL","GIN","dtp3_pct",8,0,0,0,0,0,0
"GN71FL","GIN","measles_pct",8,0,0,0,0,0,0
"GN71FL","GIN","facility_delivery_pct",8,0,0,0,0,0,0
"GN71FL","GIN","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"GN71FL","GIN","short_birth_interval_pct",8,0,0,0,0,0,0
"GN71FL","GIN","improved_water_pct",8,0,0,0,0,0,0
"GN71FL","GIN","improved_sanitation_pct",8,0,0,0,0,0,0
"GN71FL","GIN","electricity_pct",8,0,0,0,0,0,0
"GM61FL","GMB","male_pct",8,0,0,0,0,0,0
"GM61FL","GMB","multiple_birth_pct",8,0,0,0,0,0,0
"GM61FL","GMB","mean_birth_order",8,0,0,0,0,0,0
"GM61FL","GMB","mean_maternal_age_birth",8,0,0,0,0,0,0
"GM61FL","GMB","mean_maternal_education_years",8,0,0,0,0,0,0
"GM61FL","GMB","mean_wealth_quintile",8,0,0,0,0,0,0
"GM61FL","GMB","urban_pct",8,0,0,0,0,0,0
"GM61FL","GMB","dtp3_pct",8,0,0,0,0,0,0
"GM61FL","GMB","measles_pct",8,0,0,0,0,0,0
"GM61FL","GMB","facility_delivery_pct",8,0,0,0,0,0,0
"GM61FL","GMB","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"GM61FL","GMB","short_birth_interval_pct",8,0,0,0,0,0,0
"GM61FL","GMB","improved_water_pct",8,0,0,0,0,0,0
"GM61FL","GMB","improved_sanitation_pct",8,0,0,0,0,0,0
"GM61FL","GMB","electricity_pct",8,0,0,0,0,0,0
"GM81FL","GMB","male_pct",8,0,0,0,0,0,0
"GM81FL","GMB","multiple_birth_pct",8,0,0,0,0,0,0
"GM81FL","GMB","mean_birth_order",8,0,0,0,0,0,0
"GM81FL","GMB","mean_maternal_age_birth",8,0,0,0,0,0,0
"GM81FL","GMB","mean_maternal_education_years",8,0,0,0,0,0,0
"GM81FL","GMB","mean_wealth_quintile",8,0,0,0,0,0,0
"GM81FL","GMB","urban_pct",8,0,0,0,0,0,0
"GM81FL","GMB","dtp3_pct",8,0,0,0,0,0,0
"GM81FL","GMB","measles_pct",8,0,0,0,0,0,0
"GM81FL","GMB","facility_delivery_pct",8,0,0,0,0,0,0
"GM81FL","GMB","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"GM81FL","GMB","short_birth_interval_pct",8,0,0,0,0,0,0
"GM81FL","GMB","improved_water_pct",8,0,0,0,0,0,0
"GM81FL","GMB","improved_sanitation_pct",8,0,0,0,0,0,0
"GM81FL","GMB","electricity_pct",8,0,0,0,0,0,0
"KE42FL","KEN","male_pct",8,0,0,0,0,0,0
"KE42FL","KEN","multiple_birth_pct",8,0,0,0,0,0,0
"KE42FL","KEN","mean_birth_order",8,0,0,0,0,0,0
"KE42FL","KEN","mean_maternal_age_birth",8,0,0,0,0,0,0
"KE42FL","KEN","mean_maternal_education_years",8,0,0,0,0,0,0
"KE42FL","KEN","mean_wealth_quintile",8,0,0,0,0,0,0
"KE42FL","KEN","urban_pct",8,0,0,0,0,0,0
"KE42FL","KEN","dtp3_pct",8,0,0,0,0,0,0
"KE42FL","KEN","measles_pct",8,0,0,0,0,0,0
"KE42FL","KEN","facility_delivery_pct",8,0,0,0,0,0,0
"KE42FL","KEN","exclusive_breastfeeding_pct",8,8,0,8,21204,0,21204
"KE42FL","KEN","short_birth_interval_pct",8,0,0,0,0,0,0
"KE42FL","KEN","improved_water_pct",8,0,0,0,0,0,0
"KE42FL","KEN","improved_sanitation_pct",8,0,0,0,0,0,0
"KE42FL","KEN","electricity_pct",8,0,0,0,0,0,0
"KE52FL","KEN","male_pct",8,0,0,0,0,0,0
"KE52FL","KEN","multiple_birth_pct",8,0,0,0,0,0,0
"KE52FL","KEN","mean_birth_order",8,0,0,0,0,0,0
"KE52FL","KEN","mean_maternal_age_birth",8,0,0,0,0,0,0
"KE52FL","KEN","mean_maternal_education_years",8,0,0,0,0,0,0
"KE52FL","KEN","mean_wealth_quintile",8,0,0,0,0,0,0
"KE52FL","KEN","urban_pct",8,0,0,0,0,0,0
"KE52FL","KEN","dtp3_pct",8,0,0,0,0,0,0
"KE52FL","KEN","measles_pct",8,0,0,0,0,0,0
"KE52FL","KEN","facility_delivery_pct",8,0,0,0,0,0,0
"KE52FL","KEN","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"KE52FL","KEN","short_birth_interval_pct",8,0,0,0,0,0,0
"KE52FL","KEN","improved_water_pct",8,0,0,0,0,0,0
"KE52FL","KEN","improved_sanitation_pct",8,0,0,0,0,0,0
"KE52FL","KEN","electricity_pct",8,0,0,0,0,0,0
"KE72FL","KEN","male_pct",8,0,0,0,0,0,0
"KE72FL","KEN","multiple_birth_pct",8,0,0,0,0,0,0
"KE72FL","KEN","mean_birth_order",8,0,0,0,0,0,0
"KE72FL","KEN","mean_maternal_age_birth",8,0,0,0,0,0,0
"KE72FL","KEN","mean_maternal_education_years",8,0,0,0,0,0,0
"KE72FL","KEN","mean_wealth_quintile",8,0,0,0,0,0,0
"KE72FL","KEN","urban_pct",8,0,0,0,0,0,0
"KE72FL","KEN","dtp3_pct",8,0,0,0,0,0,0
"KE72FL","KEN","measles_pct",8,0,0,0,0,0,0
"KE72FL","KEN","facility_delivery_pct",8,0,0,0,0,0,0
"KE72FL","KEN","exclusive_breastfeeding_pct",8,0,0,0,0,0,0
"KE72FL","KEN","short_birth_interval_pct",8,0,0,0,0,0,0
"KE72FL","KEN","improved_water_pct",8,0,0,0,0,0,0
"KE72FL","KEN","improved_sanitation_pct",8,0,0,0,0,0,0
"KE72FL","KEN","electricity_pct",8,0,0,0,0,0,0
"KE8CFL","KEN","male_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","multiple_birth_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","mean_birth_order",47,0,0,0,0,0,0
"KE8CFL","KEN","mean_maternal_age_birth",47,0,0,0,0,0,0
"KE8CFL","KEN","mean_maternal_education_years",47,0,0,0,0,0,0
"KE8CFL","KEN","mean_wealth_quintile",47,0,0,0,0,0,0
"KE8CFL","KEN","urban_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","dtp3_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","measles_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","facility_delivery_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","exclusive_breastfeeding_pct",47,32,32,0,67039,67039,0
"KE8CFL","KEN","short_birth_interval_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","improved_water_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","improved_sanitation_pct",47,0,0,0,0,0,0
"KE8CFL","KEN","electricity_pct",47,0,0,0,0,0,0
"LB51FL","LBR","male_pct",6,0,0,0,0,0,0
"LB51FL","LBR","multiple_birth_pct",6,0,0,0,0,0,0
"LB51FL","LBR","mean_birth_order",6,0,0,0,0,0,0
"LB51FL","LBR","mean_maternal_age_birth",6,0,0,0,0,0,0
"LB51FL","LBR","mean_maternal_education_years",6,0,0,0,0,0,0
"LB51FL","LBR","mean_wealth_quintile",6,0,0,0,0,0,0
"LB51FL","LBR","urban_pct",6,0,0,0,0,0,0
"LB51FL","LBR","dtp3_pct",6,0,0,0,0,0,0
"LB51FL","LBR","measles_pct",6,0,0,0,0,0,0
"LB51FL","LBR","facility_delivery_pct",6,0,0,0,0,0,0
"LB51FL","LBR","exclusive_breastfeeding_pct",6,0,0,0,0,0,0
"LB51FL","LBR","short_birth_interval_pct",6,0,0,0,0,0,0
"LB51FL","LBR","improved_water_pct",6,0,0,0,0,0,0
"LB51FL","LBR","improved_sanitation_pct",6,0,0,0,0,0,0
"LB51FL","LBR","electricity_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","male_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","multiple_birth_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","mean_birth_order",6,0,0,0,0,0,0
"LB5AFL","LBR","mean_maternal_age_birth",6,0,0,0,0,0,0
"LB5AFL","LBR","mean_maternal_education_years",6,0,0,0,0,0,0
"LB5AFL","LBR","mean_wealth_quintile",6,0,0,0,0,0,0
"LB5AFL","LBR","urban_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","dtp3_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","measles_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","facility_delivery_pct",6,6,0,6,22821,0,22821
"LB5AFL","LBR","exclusive_breastfeeding_pct",6,6,0,6,22821,0,22821
"LB5AFL","LBR","short_birth_interval_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","improved_water_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","improved_sanitation_pct",6,0,0,0,0,0,0
"LB5AFL","LBR","electricity_pct",6,0,0,0,0,0,0
"LB6AFL","LBR","male_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","multiple_birth_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","mean_birth_order",5,0,0,0,0,0,0
"LB6AFL","LBR","mean_maternal_age_birth",5,0,0,0,0,0,0
"LB6AFL","LBR","mean_maternal_education_years",5,0,0,0,0,0,0
"LB6AFL","LBR","mean_wealth_quintile",5,0,0,0,0,0,0
"LB6AFL","LBR","urban_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","dtp3_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","measles_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","facility_delivery_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","exclusive_breastfeeding_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","short_birth_interval_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","improved_water_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","improved_sanitation_pct",5,0,0,0,0,0,0
"LB6AFL","LBR","electricity_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","male_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","multiple_birth_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","mean_birth_order",5,0,0,0,0,0,0
"LB7AFL","LBR","mean_maternal_age_birth",5,0,0,0,0,0,0
"LB7AFL","LBR","mean_maternal_education_years",5,0,0,0,0,0,0
"LB7AFL","LBR","mean_wealth_quintile",5,0,0,0,0,0,0
"LB7AFL","LBR","urban_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","dtp3_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","measles_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","facility_delivery_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","exclusive_breastfeeding_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","short_birth_interval_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","improved_water_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","improved_sanitation_pct",5,0,0,0,0,0,0
"LB7AFL","LBR","electricity_pct",5,0,0,0,0,0,0
"MD42FL","MDG","male_pct",6,0,0,0,0,0,0
"MD42FL","MDG","multiple_birth_pct",6,0,0,0,0,0,0
"MD42FL","MDG","mean_birth_order",6,0,0,0,0,0,0
"MD42FL","MDG","mean_maternal_age_birth",6,0,0,0,0,0,0
"MD42FL","MDG","mean_maternal_education_years",6,0,0,0,0,0,0
"MD42FL","MDG","mean_wealth_quintile",6,0,0,0,0,0,0
"MD42FL","MDG","urban_pct",6,0,0,0,0,0,0
"MD42FL","MDG","dtp3_pct",6,0,0,0,0,0,0
"MD42FL","MDG","measles_pct",6,0,0,0,0,0,0
"MD42FL","MDG","facility_delivery_pct",6,0,0,0,0,0,0
"MD42FL","MDG","exclusive_breastfeeding_pct",6,6,0,6,24494,0,24494
"MD42FL","MDG","short_birth_interval_pct",6,0,0,0,0,0,0
"MD42FL","MDG","improved_water_pct",6,0,0,0,0,0,0
"MD42FL","MDG","improved_sanitation_pct",6,0,0,0,0,0,0
"MD42FL","MDG","electricity_pct",6,0,0,0,0,0,0
"MD51FL","MDG","male_pct",22,0,0,0,0,0,0
"MD51FL","MDG","multiple_birth_pct",22,0,0,0,0,0,0
"MD51FL","MDG","mean_birth_order",22,0,0,0,0,0,0
"MD51FL","MDG","mean_maternal_age_birth",22,0,0,0,0,0,0
"MD51FL","MDG","mean_maternal_education_years",22,0,0,0,0,0,0
"MD51FL","MDG","mean_wealth_quintile",22,0,0,0,0,0,0
"MD51FL","MDG","urban_pct",22,0,0,0,0,0,0
"MD51FL","MDG","dtp3_pct",22,0,0,0,0,0,0
"MD51FL","MDG","measles_pct",22,0,0,0,0,0,0
"MD51FL","MDG","facility_delivery_pct",22,0,0,0,0,0,0
"MD51FL","MDG","exclusive_breastfeeding_pct",22,0,0,0,0,0,0
"MD51FL","MDG","short_birth_interval_pct",22,0,0,0,0,0,0
"MD51FL","MDG","improved_water_pct",22,0,0,0,0,0,0
"MD51FL","MDG","improved_sanitation_pct",22,0,0,0,0,0,0
"MD51FL","MDG","electricity_pct",22,0,0,0,0,0,0
"MD81FL","MDG","male_pct",23,0,0,0,0,0,0
"MD81FL","MDG","multiple_birth_pct",23,0,0,0,0,0,0
"MD81FL","MDG","mean_birth_order",23,0,0,0,0,0,0
"MD81FL","MDG","mean_maternal_age_birth",23,0,0,0,0,0,0
"MD81FL","MDG","mean_maternal_education_years",23,0,0,0,0,0,0
"MD81FL","MDG","mean_wealth_quintile",23,0,0,0,0,0,0
"MD81FL","MDG","urban_pct",23,0,0,0,0,0,0
"MD81FL","MDG","dtp3_pct",23,0,0,0,0,0,0
"MD81FL","MDG","measles_pct",23,0,0,0,0,0,0
"MD81FL","MDG","facility_delivery_pct",23,0,0,0,0,0,0
"MD81FL","MDG","exclusive_breastfeeding_pct",23,0,0,0,0,0,0
"MD81FL","MDG","short_birth_interval_pct",23,0,0,0,0,0,0
"MD81FL","MDG","improved_water_pct",23,0,0,0,0,0,0
"MD81FL","MDG","improved_sanitation_pct",23,0,0,0,0,0,0
"MD81FL","MDG","electricity_pct",23,0,0,0,0,0,0
"ML41FL","MLI","male_pct",6,0,0,0,0,0,0
"ML41FL","MLI","multiple_birth_pct",6,0,0,0,0,0,0
"ML41FL","MLI","mean_birth_order",6,0,0,0,0,0,0
"ML41FL","MLI","mean_maternal_age_birth",6,0,0,0,0,0,0
"ML41FL","MLI","mean_maternal_education_years",6,0,0,0,0,0,0
"ML41FL","MLI","mean_wealth_quintile",6,6,0,6,8987,0,8987
"ML41FL","MLI","urban_pct",6,0,0,0,0,0,0
"ML41FL","MLI","dtp3_pct",6,0,0,0,0,0,0
"ML41FL","MLI","measles_pct",6,0,0,0,0,0,0
"ML41FL","MLI","facility_delivery_pct",6,0,0,0,0,0,0
"ML41FL","MLI","exclusive_breastfeeding_pct",6,6,0,6,8987,0,8987
"ML41FL","MLI","short_birth_interval_pct",6,0,0,0,0,0,0
"ML41FL","MLI","improved_water_pct",6,0,0,0,0,0,0
"ML41FL","MLI","improved_sanitation_pct",6,0,0,0,0,0,0
"ML41FL","MLI","electricity_pct",6,0,0,0,0,0,0
"ML53FL","MLI","male_pct",9,0,0,0,0,0,0
"ML53FL","MLI","multiple_birth_pct",9,0,0,0,0,0,0
"ML53FL","MLI","mean_birth_order",9,0,0,0,0,0,0
"ML53FL","MLI","mean_maternal_age_birth",9,0,0,0,0,0,0
"ML53FL","MLI","mean_maternal_education_years",9,0,0,0,0,0,0
"ML53FL","MLI","mean_wealth_quintile",9,0,0,0,0,0,0
"ML53FL","MLI","urban_pct",9,0,0,0,0,0,0
"ML53FL","MLI","dtp3_pct",9,0,0,0,0,0,0
"ML53FL","MLI","measles_pct",9,0,0,0,0,0,0
"ML53FL","MLI","facility_delivery_pct",9,0,0,0,0,0,0
"ML53FL","MLI","exclusive_breastfeeding_pct",9,9,0,9,77894,0,77894
"ML53FL","MLI","short_birth_interval_pct",9,0,0,0,0,0,0
"ML53FL","MLI","improved_water_pct",9,0,0,0,0,0,0
"ML53FL","MLI","improved_sanitation_pct",9,0,0,0,0,0,0
"ML53FL","MLI","electricity_pct",9,0,0,0,0,0,0
"ML6AFL","MLI","male_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","multiple_birth_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","mean_birth_order",6,0,0,0,0,0,0
"ML6AFL","MLI","mean_maternal_age_birth",6,0,0,0,0,0,0
"ML6AFL","MLI","mean_maternal_education_years",6,0,0,0,0,0,0
"ML6AFL","MLI","mean_wealth_quintile",6,0,0,0,0,0,0
"ML6AFL","MLI","urban_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","dtp3_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","measles_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","facility_delivery_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","exclusive_breastfeeding_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","short_birth_interval_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","improved_water_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","improved_sanitation_pct",6,0,0,0,0,0,0
"ML6AFL","MLI","electricity_pct",6,0,0,0,0,0,0
"ML7AFL","MLI","male_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","multiple_birth_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","mean_birth_order",9,0,0,0,0,0,0
"ML7AFL","MLI","mean_maternal_age_birth",9,0,0,0,0,0,0
"ML7AFL","MLI","mean_maternal_education_years",9,0,0,0,0,0,0
"ML7AFL","MLI","mean_wealth_quintile",9,0,0,0,0,0,0
"ML7AFL","MLI","urban_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","dtp3_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","measles_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","facility_delivery_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","exclusive_breastfeeding_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","short_birth_interval_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","improved_water_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","improved_sanitation_pct",9,0,0,0,0,0,0
"ML7AFL","MLI","electricity_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","male_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","multiple_birth_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","mean_birth_order",9,0,0,0,0,0,0
"ML8AFL","MLI","mean_maternal_age_birth",9,0,0,0,0,0,0
"ML8AFL","MLI","mean_maternal_education_years",9,0,0,0,0,0,0
"ML8AFL","MLI","mean_wealth_quintile",9,0,0,0,0,0,0
"ML8AFL","MLI","urban_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","dtp3_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","measles_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","facility_delivery_pct",9,1,1,0,1174,1174,0
"ML8AFL","MLI","exclusive_breastfeeding_pct",9,0,0,0,0,0,0
"ML8AFL","MLI","short_birth_interval_pct",9,1,1,0,1174,1174,0
"ML8AFL","MLI","improved_water_pct",9,1,1,0,1174,1174,0
"ML8AFL","MLI","improved_sanitation_pct",9,1,1,0,1174,1174,0
"ML8AFL","MLI","electricity_pct",9,1,1,0,1174,1174,0
"MZ41FL","MOZ","male_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","multiple_birth_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","mean_birth_order",11,0,0,0,0,0,0
"MZ41FL","MOZ","mean_maternal_age_birth",11,0,0,0,0,0,0
"MZ41FL","MOZ","mean_maternal_education_years",11,0,0,0,0,0,0
"MZ41FL","MOZ","mean_wealth_quintile",11,0,0,0,0,0,0
"MZ41FL","MOZ","urban_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","dtp3_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","measles_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","facility_delivery_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","exclusive_breastfeeding_pct",11,11,0,11,41212,0,41212
"MZ41FL","MOZ","short_birth_interval_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","improved_water_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","improved_sanitation_pct",11,0,0,0,0,0,0
"MZ41FL","MOZ","electricity_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","male_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","multiple_birth_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","mean_birth_order",11,0,0,0,0,0,0
"MZ62FL","MOZ","mean_maternal_age_birth",11,0,0,0,0,0,0
"MZ62FL","MOZ","mean_maternal_education_years",11,0,0,0,0,0,0
"MZ62FL","MOZ","mean_wealth_quintile",11,0,0,0,0,0,0
"MZ62FL","MOZ","urban_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","dtp3_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","measles_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","facility_delivery_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","exclusive_breastfeeding_pct",11,11,0,11,60470,0,60470
"MZ62FL","MOZ","short_birth_interval_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","improved_water_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","improved_sanitation_pct",11,0,0,0,0,0,0
"MZ62FL","MOZ","electricity_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","male_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","multiple_birth_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","mean_birth_order",11,0,0,0,0,0,0
"MZ81FL","MOZ","mean_maternal_age_birth",11,0,0,0,0,0,0
"MZ81FL","MOZ","mean_maternal_education_years",11,0,0,0,0,0,0
"MZ81FL","MOZ","mean_wealth_quintile",11,0,0,0,0,0,0
"MZ81FL","MOZ","urban_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","dtp3_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","measles_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","facility_delivery_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","exclusive_breastfeeding_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","short_birth_interval_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","improved_water_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","improved_sanitation_pct",11,0,0,0,0,0,0
"MZ81FL","MOZ","electricity_pct",11,0,0,0,0,0,0
"MR71FL","MRT","male_pct",13,0,0,0,0,0,0
"MR71FL","MRT","multiple_birth_pct",13,0,0,0,0,0,0
"MR71FL","MRT","mean_birth_order",13,0,0,0,0,0,0
"MR71FL","MRT","mean_maternal_age_birth",13,0,0,0,0,0,0
"MR71FL","MRT","mean_maternal_education_years",13,0,0,0,0,0,0
"MR71FL","MRT","mean_wealth_quintile",13,0,0,0,0,0,0
"MR71FL","MRT","urban_pct",13,0,0,0,0,0,0
"MR71FL","MRT","dtp3_pct",13,0,0,0,0,0,0
"MR71FL","MRT","measles_pct",13,0,0,0,0,0,0
"MR71FL","MRT","facility_delivery_pct",13,0,0,0,0,0,0
"MR71FL","MRT","exclusive_breastfeeding_pct",13,0,0,0,0,0,0
"MR71FL","MRT","short_birth_interval_pct",13,0,0,0,0,0,0
"MR71FL","MRT","improved_water_pct",13,0,0,0,0,0,0
"MR71FL","MRT","improved_sanitation_pct",13,0,0,0,0,0,0
"MR71FL","MRT","electricity_pct",13,0,0,0,0,0,0
"MW41FL","MWI","male_pct",3,0,0,0,0,0,0
"MW41FL","MWI","multiple_birth_pct",3,0,0,0,0,0,0
"MW41FL","MWI","mean_birth_order",3,0,0,0,0,0,0
"MW41FL","MWI","mean_maternal_age_birth",3,0,0,0,0,0,0
"MW41FL","MWI","mean_maternal_education_years",3,0,0,0,0,0,0
"MW41FL","MWI","mean_wealth_quintile",3,3,0,3,3157,0,3157
"MW41FL","MWI","urban_pct",3,0,0,0,0,0,0
"MW41FL","MWI","dtp3_pct",3,0,0,0,0,0,0
"MW41FL","MWI","measles_pct",3,0,0,0,0,0,0
"MW41FL","MWI","facility_delivery_pct",3,0,0,0,0,0,0
"MW41FL","MWI","exclusive_breastfeeding_pct",3,3,0,3,3157,0,3157
"MW41FL","MWI","short_birth_interval_pct",3,0,0,0,0,0,0
"MW41FL","MWI","improved_water_pct",3,0,0,0,0,0,0
"MW41FL","MWI","improved_sanitation_pct",3,0,0,0,0,0,0
"MW41FL","MWI","electricity_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","male_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","multiple_birth_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","mean_birth_order",3,0,0,0,0,0,0
"MW4EFL","MWI","mean_maternal_age_birth",3,0,0,0,0,0,0
"MW4EFL","MWI","mean_maternal_education_years",3,0,0,0,0,0,0
"MW4EFL","MWI","mean_wealth_quintile",3,0,0,0,0,0,0
"MW4EFL","MWI","urban_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","dtp3_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","measles_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","facility_delivery_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","exclusive_breastfeeding_pct",3,3,0,3,55293,0,55293
"MW4EFL","MWI","short_birth_interval_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","improved_water_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","improved_sanitation_pct",3,0,0,0,0,0,0
"MW4EFL","MWI","electricity_pct",3,0,0,0,0,0,0
