"stage","variable","year","records","missing_records","missing_pct","period"
"after","pcv3_pct",2023,75416,0,0,"2020–2023"
"after","political_stability",2000,124558,0,0,"2000–2004"
"after","political_stability",2002,214849,0,0,"2000–2004"
"after","political_stability",2003,211264,0,0,"2000–2004"
"after","political_stability",2004,232180,0,0,"2000–2004"
"after","political_stability",2005,211756,0,0,"2005–2009"
"after","political_stability",2006,269037,0,0,"2005–2009"
"after","political_stability",2007,313228,0,0,"2005–2009"
"after","political_stability",2008,341736,0,0,"2005–2009"
"after","political_stability",2009,390467,0,0,"2005–2009"
"after","political_stability",2010,382179,0,0,"2010–2014"
"after","political_stability",2011,361765,0,0,"2010–2014"
"after","political_stability",2012,319085,0,0,"2010–2014"
"after","political_stability",2013,268926,0,0,"2010–2014"
"after","political_stability",2014,282296,0,0,"2010–2014"
"after","political_stability",2015,257762,0,0,"2015–2019"
"after","political_stability",2016,228167,0,0,"2015–2019"
"after","political_stability",2017,252178,0,0,"2015–2019"
"after","political_stability",2018,214386,0,0,"2015–2019"
"after","political_stability",2019,273022,0,0,"2015–2019"
"after","political_stability",2020,274490,0,0,"2020–2023"
"after","political_stability",2021,222501,0,0,"2020–2023"
"after","political_stability",2022,163774,0,0,"2020–2023"
"after","political_stability",2023,75416,0,0,"2020–2023"
"after","rotavirus_pct",2000,124558,124558,100,"2000–2004"
"after","rotavirus_pct",2002,214849,214849,100,"2000–2004"
"after","rotavirus_pct",2003,211264,211264,100,"2000–2004"
"after","rotavirus_pct",2004,232180,232180,100,"2000–2004"
"after","rotavirus_pct",2005,211756,211756,100,"2005–2009"
"after","rotavirus_pct",2006,269037,269037,100,"2005–2009"
"after","rotavirus_pct",2007,313228,313228,100,"2005–2009"
"after","rotavirus_pct",2008,341736,341736,100,"2005–2009"
"after","rotavirus_pct",2009,390467,390467,100,"2005–2009"
"after","rotavirus_pct",2010,382179,382179,100,"2010–2014"
"after","rotavirus_pct",2011,361765,360398,99.6221303885119,"2010–2014"
"after","rotavirus_pct",2012,319085,273483,85.7085102715577,"2010–2014"
"after","rotavirus_pct",2013,268926,210881,78.41599547831,"2010–2014"
"after","rotavirus_pct",2014,282296,129794,45.9779805594128,"2010–2014"
"after","rotavirus_pct",2015,257762,80010,31.0402619470674,"2015–2019"
"after","rotavirus_pct",2016,228167,80476,35.2706570187626,"2015–2019"
"after","rotavirus_pct",2017,252178,64454,25.5589305966421,"2015–2019"
"after","rotavirus_pct",2018,214386,22071,10.2949819484481,"2015–2019"
"after","rotavirus_pct",2019,273022,41336,15.1401718542828,"2015–2019"
"after","rotavirus_pct",2020,274490,41486,15.1138474989981,"2020–2023"
"after","rotavirus_pct",2021,222501,36954,16.6084646810576,"2020–2023"
"after","rotavirus_pct",2022,163774,0,0,"2020–2023"
"after","rotavirus_pct",2023,75416,0,0,"2020–2023"
"after","short_birth_interval_pct",2000,124558,0,0,"2000–2004"
"after","short_birth_interval_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"after","short_birth_interval_pct",2003,211264,2277,1.07779839442593,"2000–2004"
"after","short_birth_interval_pct",2004,232180,2474,1.06555258850892,"2000–2004"
"after","short_birth_interval_pct",2005,211756,3008,1.42050284289465,"2005–2009"
"after","short_birth_interval_pct",2006,269037,3591,1.33476064630516,"2005–2009"
"after","short_birth_interval_pct",2007,313228,4928,1.57329485231205,"2005–2009"
"after","short_birth_interval_pct",2008,341736,5867,1.71682234239296,"2005–2009"
"after","short_birth_interval_pct",2009,390467,6182,1.58323238583542,"2005–2009"
"after","short_birth_interval_pct",2010,382179,4745,1.24156481648652,"2010–2014"
"after","short_birth_interval_pct",2011,361765,2332,0.644617362099706,"2010–2014"
"after","short_birth_interval_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"after","short_birth_interval_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"after","short_birth_interval_pct",2014,282296,0,0,"2010–2014"
"after","short_birth_interval_pct",2015,257762,0,0,"2015–2019"
"after","short_birth_interval_pct",2016,228167,0,0,"2015–2019"
"after","short_birth_interval_pct",2017,252178,0,0,"2015–2019"
"after","short_birth_interval_pct",2018,214386,0,0,"2015–2019"
"after","short_birth_interval_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"after","short_birth_interval_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"after","short_birth_interval_pct",2021,222501,259,0.116403971218107,"2020–2023"
"after","short_birth_interval_pct",2022,163774,290,0.17707328391564,"2020–2023"
"after","short_birth_interval_pct",2023,75416,135,0.179007107245147,"2020–2023"
"after","urban_pct",2000,124558,0,0,"2000–2004"
"after","urban_pct",2002,214849,0,0,"2000–2004"
"after","urban_pct",2003,211264,0,0,"2000–2004"
"after","urban_pct",2004,232180,0,0,"2000–2004"
"after","urban_pct",2005,211756,0,0,"2005–2009"
"after","urban_pct",2006,269037,0,0,"2005–2009"
"after","urban_pct",2007,313228,0,0,"2005–2009"
"after","urban_pct",2008,341736,0,0,"2005–2009"
"after","urban_pct",2009,390467,0,0,"2005–2009"
"after","urban_pct",2010,382179,0,0,"2010–2014"
"after","urban_pct",2011,361765,0,0,"2010–2014"
"after","urban_pct",2012,319085,0,0,"2010–2014"
"after","urban_pct",2013,268926,0,0,"2010–2014"
"after","urban_pct",2014,282296,0,0,"2010–2014"
"after","urban_pct",2015,257762,0,0,"2015–2019"
"after","urban_pct",2016,228167,0,0,"2015–2019"
"after","urban_pct",2017,252178,0,0,"2015–2019"
"after","urban_pct",2018,214386,0,0,"2015–2019"
"after","urban_pct",2019,273022,0,0,"2015–2019"
"after","urban_pct",2020,274490,0,0,"2020–2023"
"after","urban_pct",2021,222501,0,0,"2020–2023"
"after","urban_pct",2022,163774,0,0,"2020–2023"
"after","urban_pct",2023,75416,0,0,"2020–2023"
"before","any_required",2000,124558,124558,100,"2000–2004"
"before","any_required",2002,214849,214849,100,"2000–2004"
"before","any_required",2003,211264,211264,100,"2000–2004"
"before","any_required",2004,232180,232180,100,"2000–2004"
"before","any_required",2005,211756,211756,100,"2005–2009"
"before","any_required",2006,269037,269037,100,"2005–2009"
"before","any_required",2007,313228,313228,100,"2005–2009"
"before","any_required",2008,341736,341736,100,"2005–2009"
"before","any_required",2009,390467,390467,100,"2005–2009"
"before","any_required",2010,382179,382179,100,"2010–2014"
"before","any_required",2011,361765,360398,99.6221303885119,"2010–2014"
"before","any_required",2012,319085,273483,85.7085102715577,"2010–2014"
"before","any_required",2013,268926,210881,78.41599547831,"2010–2014"
"before","any_required",2014,282296,129995,46.0491824184544,"2010–2014"
"before","any_required",2015,257762,80249,31.1329831394853,"2015–2019"
"before","any_required",2016,228167,80698,35.3679541739165,"2015–2019"
"before","any_required",2017,252178,75632,29.9915139306363,"2015–2019"
"before","any_required",2018,214386,37298,17.3975912606234,"2015–2019"
"before","any_required",2019,273022,56854,20.8239629040883,"2015–2019"
"before","any_required",2020,274490,56988,20.7614120732996,"2020–2023"
"before","any_required",2021,222501,46914,21.0848490568582,"2020–2023"
"before","any_required",2022,163774,955,0.583120641860124,"2020–2023"
"before","any_required",2023,75416,135,0.179007107245147,"2020–2023"
"before","dtp3_pct",2000,124558,0,0,"2000–2004"
"before","dtp3_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","dtp3_pct",2003,211264,3402,1.61030748258104,"2000–2004"
"before","dtp3_pct",2004,232180,22218,9.56929968128176,"2000–2004"
"before","dtp3_pct",2005,211756,27395,12.9370596346739,"2005–2009"
"before","dtp3_pct",2006,269037,40277,14.9708032724123,"2005–2009"
"before","dtp3_pct",2007,313228,42500,13.568391076149,"2005–2009"
"before","dtp3_pct",2008,341736,31143,9.11317508251984,"2005–2009"
"before","dtp3_pct",2009,390467,21851,5.59611951842281,"2005–2009"
"before","dtp3_pct",2010,382179,10550,2.76048657827876,"2010–2014"
"before","dtp3_pct",2011,361765,2465,0.68138155985239,"2010–2014"
"before","dtp3_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","dtp3_pct",2013,268926,239,0.0888720317113258,"2010–2014"
"before","dtp3_pct",2014,282296,201,0.0712018590415734,"2010–2014"
"before","dtp3_pct",2015,257762,239,0.0927211924178118,"2015–2019"
"before","dtp3_pct",2016,228167,222,0.0972971551539004,"2015–2019"
"before","dtp3_pct",2017,252178,191,0.0757401517975398,"2015–2019"
"before","dtp3_pct",2018,214386,74,0.034517179293424,"2015–2019"
"before","dtp3_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","dtp3_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","dtp3_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","dtp3_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","dtp3_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","electricity_pct",2000,124558,0,0,"2000–2004"
"before","electricity_pct",2002,214849,21944,10.2136849601348,"2000–2004"
"before","electricity_pct",2003,211264,22728,10.7581036049682,"2000–2004"
"before","electricity_pct",2004,232180,22818,9.82771987251271,"2000–2004"
"before","electricity_pct",2005,211756,21541,10.1725570940139,"2005–2009"
"before","electricity_pct",2006,269037,8331,3.09660009589759,"2005–2009"
"before","electricity_pct",2007,313228,4928,1.57329485231205,"2005–2009"
"before","electricity_pct",2008,341736,5867,1.71682234239296,"2005–2009"
"before","electricity_pct",2009,390467,6182,1.58323238583542,"2005–2009"
"before","electricity_pct",2010,382179,4745,1.24156481648652,"2010–2014"
"before","electricity_pct",2011,361765,2332,0.644617362099706,"2010–2014"
"before","electricity_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","electricity_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"before","electricity_pct",2014,282296,0,0,"2010–2014"
"before","electricity_pct",2015,257762,0,0,"2015–2019"
"before","electricity_pct",2016,228167,0,0,"2015–2019"
"before","electricity_pct",2017,252178,0,0,"2015–2019"
"before","electricity_pct",2018,214386,0,0,"2015–2019"
"before","electricity_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","electricity_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","electricity_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","electricity_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","electricity_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","exclusive_breastfeeding_pct",2000,124558,124558,100,"2000–2004"
"before","exclusive_breastfeeding_pct",2002,214849,173341,80.6803848284144,"2000–2004"
"before","exclusive_breastfeeding_pct",2003,211264,148279,70.1865911844895,"2000–2004"
"before","exclusive_breastfeeding_pct",2004,232180,115153,49.596433801361,"2000–2004"
"before","exclusive_breastfeeding_pct",2005,211756,69958,33.0370804133059,"2005–2009"
"before","exclusive_breastfeeding_pct",2006,269037,63889,23.7472912647703,"2005–2009"
"before","exclusive_breastfeeding_pct",2007,313228,59189,18.8964588095573,"2005–2009"
"before","exclusive_breastfeeding_pct",2008,341736,43174,12.6337289603671,"2005–2009"
"before","exclusive_breastfeeding_pct",2009,390467,32849,8.41274678782074,"2005–2009"
"before","exclusive_breastfeeding_pct",2010,382179,19922,5.21274062677437,"2010–2014"
"before","exclusive_breastfeeding_pct",2011,361765,2652,0.733072574737744,"2010–2014"
"before","exclusive_breastfeeding_pct",2012,319085,0,0,"2010–2014"
"before","exclusive_breastfeeding_pct",2013,268926,0,0,"2010–2014"
"before","exclusive_breastfeeding_pct",2014,282296,0,0,"2010–2014"
"before","exclusive_breastfeeding_pct",2015,257762,0,0,"2015–2019"
"before","exclusive_breastfeeding_pct",2016,228167,0,0,"2015–2019"
"before","exclusive_breastfeeding_pct",2017,252178,10987,4.3568431821967,"2015–2019"
"before","exclusive_breastfeeding_pct",2018,214386,15153,7.06809213288181,"2015–2019"
"before","exclusive_breastfeeding_pct",2019,273022,15284,5.59808367091297,"2015–2019"
"before","exclusive_breastfeeding_pct",2020,274490,15249,5.55539363911254,"2020–2023"
"before","exclusive_breastfeeding_pct",2021,222501,9701,4.35998040458245,"2020–2023"
"before","exclusive_breastfeeding_pct",2022,163774,665,0.406047357944484,"2020–2023"
"before","exclusive_breastfeeding_pct",2023,75416,0,0,"2020–2023"
"before","facility_delivery_pct",2000,124558,0,0,"2000–2004"
"before","facility_delivery_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","facility_delivery_pct",2003,211264,3402,1.61030748258104,"2000–2004"
"before","facility_delivery_pct",2004,232180,22218,9.56929968128176,"2000–2004"
"before","facility_delivery_pct",2005,211756,27395,12.9370596346739,"2005–2009"
"before","facility_delivery_pct",2006,269037,40277,14.9708032724123,"2005–2009"
"before","facility_delivery_pct",2007,313228,42500,13.568391076149,"2005–2009"
"before","facility_delivery_pct",2008,341736,31143,9.11317508251984,"2005–2009"
"before","facility_delivery_pct",2009,390467,21851,5.59611951842281,"2005–2009"
"before","facility_delivery_pct",2010,382179,10550,2.76048657827876,"2010–2014"
"before","facility_delivery_pct",2011,361765,2465,0.68138155985239,"2010–2014"
"before","facility_delivery_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","facility_delivery_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"before","facility_delivery_pct",2014,282296,0,0,"2010–2014"
"before","facility_delivery_pct",2015,257762,0,0,"2015–2019"
"before","facility_delivery_pct",2016,228167,0,0,"2015–2019"
"before","facility_delivery_pct",2017,252178,0,0,"2015–2019"
"before","facility_delivery_pct",2018,214386,0,0,"2015–2019"
"before","facility_delivery_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","facility_delivery_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","facility_delivery_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","facility_delivery_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","facility_delivery_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","hib3_pct",2000,124558,124558,100,"2000–2004"
"before","hib3_pct",2002,214849,171160,79.6652532709019,"2000–2004"
"before","hib3_pct",2003,211264,168071,79.5549644047258,"2000–2004"
"before","hib3_pct",2004,232180,182261,78.4998707899044,"2000–2004"
"before","hib3_pct",2005,211756,102896,48.591775439657,"2005–2009"
"before","hib3_pct",2006,269037,127807,47.5053617160465,"2005–2009"
"before","hib3_pct",2007,313228,130929,41.7999029460968,"2005–2009"
"before","hib3_pct",2008,341736,142989,41.8419481705176,"2005–2009"
"before","hib3_pct",2009,390467,59593,15.2619811661421,"2005–2009"
"before","hib3_pct",2010,382179,42557,11.1353580390341,"2010–2014"
"before","hib3_pct",2011,361765,39600,10.9463325639573,"2010–2014"
"before","hib3_pct",2012,319085,0,0,"2010–2014"
"before","hib3_pct",2013,268926,0,0,"2010–2014"
"before","hib3_pct",2014,282296,0,0,"2010–2014"
"before","hib3_pct",2015,257762,0,0,"2015–2019"
"before","hib3_pct",2016,228167,0,0,"2015–2019"
"before","hib3_pct",2017,252178,0,0,"2015–2019"
"before","hib3_pct",2018,214386,0,0,"2015–2019"
"before","hib3_pct",2019,273022,0,0,"2015–2019"
"before","hib3_pct",2020,274490,0,0,"2020–2023"
"before","hib3_pct",2021,222501,0,0,"2020–2023"
"before","hib3_pct",2022,163774,0,0,"2020–2023"
"before","hib3_pct",2023,75416,0,0,"2020–2023"
"before","improved_sanitation_pct",2000,124558,0,0,"2000–2004"
"before","improved_sanitation_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","improved_sanitation_pct",2003,211264,2277,1.07779839442593,"2000–2004"
"before","improved_sanitation_pct",2004,232180,2474,1.06555258850892,"2000–2004"
"before","improved_sanitation_pct",2005,211756,3008,1.42050284289465,"2005–2009"
"before","improved_sanitation_pct",2006,269037,3591,1.33476064630516,"2005–2009"
"before","improved_sanitation_pct",2007,313228,4928,1.57329485231205,"2005–2009"
"before","improved_sanitation_pct",2008,341736,5867,1.71682234239296,"2005–2009"
"before","improved_sanitation_pct",2009,390467,6182,1.58323238583542,"2005–2009"
"before","improved_sanitation_pct",2010,382179,4745,1.24156481648652,"2010–2014"
"before","improved_sanitation_pct",2011,361765,2332,0.644617362099706,"2010–2014"
"before","improved_sanitation_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","improved_sanitation_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"before","improved_sanitation_pct",2014,282296,0,0,"2010–2014"
"before","improved_sanitation_pct",2015,257762,0,0,"2015–2019"
"before","improved_sanitation_pct",2016,228167,0,0,"2015–2019"
"before","improved_sanitation_pct",2017,252178,0,0,"2015–2019"
"before","improved_sanitation_pct",2018,214386,0,0,"2015–2019"
"before","improved_sanitation_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","improved_sanitation_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","improved_sanitation_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","improved_sanitation_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","improved_sanitation_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","improved_water_pct",2000,124558,0,0,"2000–2004"
"before","improved_water_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","improved_water_pct",2003,211264,2277,1.07779839442593,"2000–2004"
"before","improved_water_pct",2004,232180,2474,1.06555258850892,"2000–2004"
"before","improved_water_pct",2005,211756,3008,1.42050284289465,"2005–2009"
"before","improved_water_pct",2006,269037,3591,1.33476064630516,"2005–2009"
"before","improved_water_pct",2007,313228,4928,1.57329485231205,"2005–2009"
"before","improved_water_pct",2008,341736,5867,1.71682234239296,"2005–2009"
"before","improved_water_pct",2009,390467,6182,1.58323238583542,"2005–2009"
"before","improved_water_pct",2010,382179,4745,1.24156481648652,"2010–2014"
"before","improved_water_pct",2011,361765,2332,0.644617362099706,"2010–2014"
"before","improved_water_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","improved_water_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"before","improved_water_pct",2014,282296,0,0,"2010–2014"
"before","improved_water_pct",2015,257762,0,0,"2015–2019"
"before","improved_water_pct",2016,228167,0,0,"2015–2019"
"before","improved_water_pct",2017,252178,0,0,"2015–2019"
"before","improved_water_pct",2018,214386,0,0,"2015–2019"
"before","improved_water_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","improved_water_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","improved_water_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","improved_water_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","improved_water_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","log_gdp_pc",2000,124558,0,0,"2000–2004"
"before","log_gdp_pc",2002,214849,0,0,"2000–2004"
"before","log_gdp_pc",2003,211264,0,0,"2000–2004"
"before","log_gdp_pc",2004,232180,0,0,"2000–2004"
"before","log_gdp_pc",2005,211756,0,0,"2005–2009"
"before","log_gdp_pc",2006,269037,0,0,"2005–2009"
"before","log_gdp_pc",2007,313228,0,0,"2005–2009"
"before","log_gdp_pc",2008,341736,0,0,"2005–2009"
"before","log_gdp_pc",2009,390467,0,0,"2005–2009"
"before","log_gdp_pc",2010,382179,0,0,"2010–2014"
"before","log_gdp_pc",2011,361765,0,0,"2010–2014"
"before","log_gdp_pc",2012,319085,0,0,"2010–2014"
"before","log_gdp_pc",2013,268926,0,0,"2010–2014"
"before","log_gdp_pc",2014,282296,0,0,"2010–2014"
"before","log_gdp_pc",2015,257762,0,0,"2015–2019"
"before","log_gdp_pc",2016,228167,0,0,"2015–2019"
"before","log_gdp_pc",2017,252178,0,0,"2015–2019"
"before","log_gdp_pc",2018,214386,0,0,"2015–2019"
"before","log_gdp_pc",2019,273022,0,0,"2015–2019"
"before","log_gdp_pc",2020,274490,0,0,"2020–2023"
"before","log_gdp_pc",2021,222501,0,0,"2020–2023"
"before","log_gdp_pc",2022,163774,0,0,"2020–2023"
"before","log_gdp_pc",2023,75416,0,0,"2020–2023"
"before","log_health_expenditure_pc",2000,124558,0,0,"2000–2004"
"before","log_health_expenditure_pc",2002,214849,0,0,"2000–2004"
"before","log_health_expenditure_pc",2003,211264,0,0,"2000–2004"
"before","log_health_expenditure_pc",2004,232180,0,0,"2000–2004"
"before","log_health_expenditure_pc",2005,211756,0,0,"2005–2009"
"before","log_health_expenditure_pc",2006,269037,0,0,"2005–2009"
"before","log_health_expenditure_pc",2007,313228,0,0,"2005–2009"
"before","log_health_expenditure_pc",2008,341736,0,0,"2005–2009"
"before","log_health_expenditure_pc",2009,390467,0,0,"2005–2009"
"before","log_health_expenditure_pc",2010,382179,0,0,"2010–2014"
"before","log_health_expenditure_pc",2011,361765,0,0,"2010–2014"
"before","log_health_expenditure_pc",2012,319085,0,0,"2010–2014"
"before","log_health_expenditure_pc",2013,268926,0,0,"2010–2014"
"before","log_health_expenditure_pc",2014,282296,0,0,"2010–2014"
"before","log_health_expenditure_pc",2015,257762,0,0,"2015–2019"
"before","log_health_expenditure_pc",2016,228167,0,0,"2015–2019"
"before","log_health_expenditure_pc",2017,252178,0,0,"2015–2019"
"before","log_health_expenditure_pc",2018,214386,0,0,"2015–2019"
"before","log_health_expenditure_pc",2019,273022,0,0,"2015–2019"
"before","log_health_expenditure_pc",2020,274490,0,0,"2020–2023"
"before","log_health_expenditure_pc",2021,222501,0,0,"2020–2023"
"before","log_health_expenditure_pc",2022,163774,0,0,"2020–2023"
"before","log_health_expenditure_pc",2023,75416,0,0,"2020–2023"
"before","log_hiv_incidence",2000,124558,0,0,"2000–2004"
"before","log_hiv_incidence",2002,214849,0,0,"2000–2004"
"before","log_hiv_incidence",2003,211264,0,0,"2000–2004"
"before","log_hiv_incidence",2004,232180,0,0,"2000–2004"
"before","log_hiv_incidence",2005,211756,0,0,"2005–2009"
"before","log_hiv_incidence",2006,269037,0,0,"2005–2009"
"before","log_hiv_incidence",2007,313228,0,0,"2005–2009"
"before","log_hiv_incidence",2008,341736,0,0,"2005–2009"
"before","log_hiv_incidence",2009,390467,0,0,"2005–2009"
"before","log_hiv_incidence",2010,382179,0,0,"2010–2014"
"before","log_hiv_incidence",2011,361765,0,0,"2010–2014"
"before","log_hiv_incidence",2012,319085,0,0,"2010–2014"
"before","log_hiv_incidence",2013,268926,0,0,"2010–2014"
"before","log_hiv_incidence",2014,282296,0,0,"2010–2014"
"before","log_hiv_incidence",2015,257762,0,0,"2015–2019"
"before","log_hiv_incidence",2016,228167,0,0,"2015–2019"
"before","log_hiv_incidence",2017,252178,0,0,"2015–2019"
"before","log_hiv_incidence",2018,214386,0,0,"2015–2019"
"before","log_hiv_incidence",2019,273022,0,0,"2015–2019"
"before","log_hiv_incidence",2020,274490,0,0,"2020–2023"
"before","log_hiv_incidence",2021,222501,0,0,"2020–2023"
"before","log_hiv_incidence",2022,163774,0,0,"2020–2023"
"before","log_hiv_incidence",2023,75416,0,0,"2020–2023"
"before","male_pct",2000,124558,0,0,"2000–2004"
"before","male_pct",2002,214849,0,0,"2000–2004"
"before","male_pct",2003,211264,0,0,"2000–2004"
"before","male_pct",2004,232180,0,0,"2000–2004"
"before","male_pct",2005,211756,0,0,"2005–2009"
"before","male_pct",2006,269037,0,0,"2005–2009"
"before","male_pct",2007,313228,0,0,"2005–2009"
"before","male_pct",2008,341736,0,0,"2005–2009"
"before","male_pct",2009,390467,0,0,"2005–2009"
"before","male_pct",2010,382179,0,0,"2010–2014"
"before","male_pct",2011,361765,0,0,"2010–2014"
"before","male_pct",2012,319085,0,0,"2010–2014"
"before","male_pct",2013,268926,0,0,"2010–2014"
"before","male_pct",2014,282296,0,0,"2010–2014"
"before","male_pct",2015,257762,0,0,"2015–2019"
"before","male_pct",2016,228167,0,0,"2015–2019"
"before","male_pct",2017,252178,0,0,"2015–2019"
"before","male_pct",2018,214386,0,0,"2015–2019"
"before","male_pct",2019,273022,0,0,"2015–2019"
"before","male_pct",2020,274490,0,0,"2020–2023"
"before","male_pct",2021,222501,0,0,"2020–2023"
"before","male_pct",2022,163774,0,0,"2020–2023"
"before","male_pct",2023,75416,0,0,"2020–2023"
"before","mean_birth_order",2000,124558,0,0,"2000–2004"
"before","mean_birth_order",2002,214849,0,0,"2000–2004"
"before","mean_birth_order",2003,211264,0,0,"2000–2004"
"before","mean_birth_order",2004,232180,0,0,"2000–2004"
"before","mean_birth_order",2005,211756,0,0,"2005–2009"
"before","mean_birth_order",2006,269037,0,0,"2005–2009"
"before","mean_birth_order",2007,313228,0,0,"2005–2009"
"before","mean_birth_order",2008,341736,0,0,"2005–2009"
"before","mean_birth_order",2009,390467,0,0,"2005–2009"
"before","mean_birth_order",2010,382179,0,0,"2010–2014"
"before","mean_birth_order",2011,361765,0,0,"2010–2014"
"before","mean_birth_order",2012,319085,0,0,"2010–2014"
"before","mean_birth_order",2013,268926,0,0,"2010–2014"
"before","mean_birth_order",2014,282296,0,0,"2010–2014"
"before","mean_birth_order",2015,257762,0,0,"2015–2019"
"before","mean_birth_order",2016,228167,0,0,"2015–2019"
"before","mean_birth_order",2017,252178,0,0,"2015–2019"
"before","mean_birth_order",2018,214386,0,0,"2015–2019"
"before","mean_birth_order",2019,273022,0,0,"2015–2019"
"before","mean_birth_order",2020,274490,0,0,"2020–2023"
"before","mean_birth_order",2021,222501,0,0,"2020–2023"
"before","mean_birth_order",2022,163774,0,0,"2020–2023"
"before","mean_birth_order",2023,75416,0,0,"2020–2023"
"before","mean_maternal_age_birth",2000,124558,0,0,"2000–2004"
"before","mean_maternal_age_birth",2002,214849,0,0,"2000–2004"
"before","mean_maternal_age_birth",2003,211264,0,0,"2000–2004"
"before","mean_maternal_age_birth",2004,232180,0,0,"2000–2004"
"before","mean_maternal_age_birth",2005,211756,0,0,"2005–2009"
"before","mean_maternal_age_birth",2006,269037,0,0,"2005–2009"
"before","mean_maternal_age_birth",2007,313228,0,0,"2005–2009"
"before","mean_maternal_age_birth",2008,341736,0,0,"2005–2009"
"before","mean_maternal_age_birth",2009,390467,0,0,"2005–2009"
"before","mean_maternal_age_birth",2010,382179,0,0,"2010–2014"
"before","mean_maternal_age_birth",2011,361765,0,0,"2010–2014"
"before","mean_maternal_age_birth",2012,319085,0,0,"2010–2014"
"before","mean_maternal_age_birth",2013,268926,0,0,"2010–2014"
"before","mean_maternal_age_birth",2014,282296,0,0,"2010–2014"
"before","mean_maternal_age_birth",2015,257762,0,0,"2015–2019"
"before","mean_maternal_age_birth",2016,228167,0,0,"2015–2019"
"before","mean_maternal_age_birth",2017,252178,0,0,"2015–2019"
"before","mean_maternal_age_birth",2018,214386,0,0,"2015–2019"
"before","mean_maternal_age_birth",2019,273022,0,0,"2015–2019"
"before","mean_maternal_age_birth",2020,274490,0,0,"2020–2023"
"before","mean_maternal_age_birth",2021,222501,0,0,"2020–2023"
"before","mean_maternal_age_birth",2022,163774,0,0,"2020–2023"
"before","mean_maternal_age_birth",2023,75416,0,0,"2020–2023"
"before","mean_maternal_education_years",2000,124558,0,0,"2000–2004"
"before","mean_maternal_education_years",2002,214849,0,0,"2000–2004"
"before","mean_maternal_education_years",2003,211264,0,0,"2000–2004"
"before","mean_maternal_education_years",2004,232180,0,0,"2000–2004"
"before","mean_maternal_education_years",2005,211756,0,0,"2005–2009"
"before","mean_maternal_education_years",2006,269037,0,0,"2005–2009"
"before","mean_maternal_education_years",2007,313228,0,0,"2005–2009"
"before","mean_maternal_education_years",2008,341736,0,0,"2005–2009"
"before","mean_maternal_education_years",2009,390467,0,0,"2005–2009"
"before","mean_maternal_education_years",2010,382179,0,0,"2010–2014"
"before","mean_maternal_education_years",2011,361765,0,0,"2010–2014"
"before","mean_maternal_education_years",2012,319085,0,0,"2010–2014"
"before","mean_maternal_education_years",2013,268926,0,0,"2010–2014"
"before","mean_maternal_education_years",2014,282296,0,0,"2010–2014"
"before","mean_maternal_education_years",2015,257762,0,0,"2015–2019"
"before","mean_maternal_education_years",2016,228167,0,0,"2015–2019"
"before","mean_maternal_education_years",2017,252178,0,0,"2015–2019"
