"survey","country","survey_year","regkey","dtp3_pct","measles_pct","dtp3_pct_before_imputation","dtp3_pct_imputed","dtp3_pct_source_year","dtp3_pct_imputation_source","measles_pct_before_imputation","measles_pct_imputed","measles_pct_source_year","measles_pct_imputation_source"
"CD81FL","COD",2023,"sudkivu",56.7,58.8,56.7,FALSE,2023,"retained_regional_estimate",58.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"sudubangi",23.6,31.1,23.6,FALSE,2023,"retained_regional_estimate",31.1,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"tanganyika",21.8,40.1,21.8,FALSE,2023,"retained_regional_estimate",40.1,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"tshopo",11.5,39.3,11.5,FALSE,2023,"retained_regional_estimate",39.3,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"tshuapa",7.7,30,7.7,FALSE,2023,"retained_regional_estimate",30,FALSE,2023,"retained_regional_estimate"
"CG51FL","COG",2005,"brazzaville",82.9,78.1,82.9,FALSE,2005,"retained_regional_estimate",78.1,FALSE,2005,"retained_regional_estimate"
"CG51FL","COG",2005,"north",47,53,47,FALSE,2005,"retained_regional_estimate",53,FALSE,2005,"retained_regional_estimate"
"CG51FL","COG",2005,"pointenoire",81.6,71.2,81.6,FALSE,2005,"retained_regional_estimate",71.2,FALSE,2005,"retained_regional_estimate"
"CG51FL","COG",2005,"south",63,61.9,63,FALSE,2005,"retained_regional_estimate",61.9,FALSE,2005,"retained_regional_estimate"
"CG61FL","COG",2011,"bouenza",61.1,51.1,61.1,FALSE,2011,"retained_regional_estimate",51.1,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"brazzaville",79.3,81.3,79.3,FALSE,2011,"retained_regional_estimate",81.3,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"cuvette",64.7,75.4,64.7,FALSE,2011,"retained_regional_estimate",75.4,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"cuvetteouest",44.5,64.2,44.5,FALSE,2011,"retained_regional_estimate",64.2,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"kouilou",65,70.3,65,FALSE,2011,"retained_regional_estimate",70.3,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"lekoumou",64,63.1,64,FALSE,2011,"retained_regional_estimate",63.1,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"likouala",49.6,57,49.6,FALSE,2011,"retained_regional_estimate",57,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"niari",82.8,80.5,82.8,FALSE,2011,"retained_regional_estimate",80.5,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"plateaux",27.7,41.9,27.7,FALSE,2011,"retained_regional_estimate",41.9,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"pointenoire",81.5,88.7,81.5,FALSE,2011,"retained_regional_estimate",88.7,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"pool",78.3,79.5,78.3,FALSE,2011,"retained_regional_estimate",79.5,FALSE,2011,"retained_regional_estimate"
"CG61FL","COG",2011,"sangha",48.9,52,48.9,FALSE,2011,"retained_regional_estimate",52,FALSE,2011,"retained_regional_estimate"
"CI62FL","CIV",2012,"abidjan",85.3,84,85.3,FALSE,2012,"retained_regional_estimate",84,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"central",63.8,72.7,63.8,FALSE,2012,"retained_regional_estimate",72.7,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"eastcentral",90.9,77.7,90.9,FALSE,2012,"retained_regional_estimate",77.7,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"north",50.2,61.7,50.2,FALSE,2012,"retained_regional_estimate",61.7,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"northcentral",77.7,69.8,77.7,FALSE,2012,"retained_regional_estimate",69.8,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"northeast",63,61.2,63,FALSE,2012,"retained_regional_estimate",61.2,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"northwest",46.2,50.4,46.2,FALSE,2012,"retained_regional_estimate",50.4,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"south",62.8,72.2,62.8,FALSE,2012,"retained_regional_estimate",72.2,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"southwest",39.3,36.6,39.3,FALSE,2012,"retained_regional_estimate",36.6,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"west",54,58.5,54,FALSE,2012,"retained_regional_estimate",58.5,FALSE,2012,"retained_regional_estimate"
"CI62FL","CIV",2012,"westcentral",61.5,53.2,61.5,FALSE,2012,"retained_regional_estimate",53.2,FALSE,2012,"retained_regional_estimate"
"CI81FL","CIV",2021,"abidjan",44.8,45.2,44.8,FALSE,2021,"retained_regional_estimate",45.2,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"bassassandra",62.7,66.1,62.7,FALSE,2021,"retained_regional_estimate",66.1,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"comoe",63.1,59.3,63.1,FALSE,2021,"retained_regional_estimate",59.3,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"denguele",49.1,66.5,49.1,FALSE,2021,"retained_regional_estimate",66.5,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"gohdjiboua",57.3,62,57.3,FALSE,2021,"retained_regional_estimate",62,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"lacs",72.2,72.1,72.2,FALSE,2021,"retained_regional_estimate",72.1,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"lagunes",47.7,52.2,47.7,FALSE,2021,"retained_regional_estimate",52.2,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"montagnes",61.2,68.4,61.2,FALSE,2021,"retained_regional_estimate",68.4,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"sassandramarahoue",38.5,57.3,38.5,FALSE,2021,"retained_regional_estimate",57.3,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"savanes",56.6,72.3,56.6,FALSE,2021,"retained_regional_estimate",72.3,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"valleedubandama",69.6,75.3,69.6,FALSE,2021,"retained_regional_estimate",75.3,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"woroba",38.5,58.4,38.5,FALSE,2021,"retained_regional_estimate",58.4,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"yamoussoukro",80.5,74.9,80.5,FALSE,2021,"retained_regional_estimate",74.9,FALSE,2021,"retained_regional_estimate"
"CI81FL","CIV",2021,"zanzan",68.5,67.6,68.5,FALSE,2021,"retained_regional_estimate",67.6,FALSE,2021,"retained_regional_estimate"
"CM44FL","CMR",2004,"adamawa",60.8,60.8,60.8,FALSE,2004,"retained_regional_estimate",60.8,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"centre",65.2,57.1,65.2,FALSE,2004,"retained_regional_estimate",57.1,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"douala",73.6,82.4,73.6,FALSE,2004,"retained_regional_estimate",82.4,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"east",55.7,62.3,55.7,FALSE,2004,"retained_regional_estimate",62.3,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"farnorth",57.4,60.1,57.4,FALSE,2004,"retained_regional_estimate",60.1,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"littoral",81.6,77.1,81.6,FALSE,2004,"retained_regional_estimate",77.1,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"north",43.4,27,43.4,FALSE,2004,"retained_regional_estimate",27,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"northwest",82.9,77.2,82.9,FALSE,2004,"retained_regional_estimate",77.2,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"south",61,75.8,61,FALSE,2004,"retained_regional_estimate",75.8,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"southwest",76.4,63.1,76.4,FALSE,2004,"retained_regional_estimate",63.1,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"west",75.9,80.1,75.9,FALSE,2004,"retained_regional_estimate",80.1,FALSE,2004,"retained_regional_estimate"
"CM44FL","CMR",2004,"yaounde",67.4,80.4,67.4,FALSE,2004,"retained_regional_estimate",80.4,FALSE,2004,"retained_regional_estimate"
"CM61FL","CMR",2011,"adamawa",69,64,69,FALSE,2011,"retained_regional_estimate",64,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"centre",75.5,73,75.5,FALSE,2011,"retained_regional_estimate",73,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"douala",84.1,84.8,84.1,FALSE,2011,"retained_regional_estimate",84.8,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"east",65.9,74.4,65.9,FALSE,2011,"retained_regional_estimate",74.4,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"farnorth",45.2,52.4,45.2,FALSE,2011,"retained_regional_estimate",52.4,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"littoral",80.9,85.6,80.9,FALSE,2011,"retained_regional_estimate",85.6,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"north",48.9,51.7,48.9,FALSE,2011,"retained_regional_estimate",51.7,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"northwest",95.4,93.1,95.4,FALSE,2011,"retained_regional_estimate",93.1,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"south",56.7,69.5,56.7,FALSE,2011,"retained_regional_estimate",69.5,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"southwest",88.7,82.6,88.7,FALSE,2011,"retained_regional_estimate",82.6,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"west",75.5,79.8,75.5,FALSE,2011,"retained_regional_estimate",79.8,FALSE,2011,"retained_regional_estimate"
"CM61FL","CMR",2011,"yaounde",79.3,78.6,79.3,FALSE,2011,"retained_regional_estimate",78.6,FALSE,2011,"retained_regional_estimate"
"CM71FL","CMR",2018,"adamawa",55.6,61.1,55.6,FALSE,2018,"retained_regional_estimate",61.1,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"centre",76.2,66,76.2,FALSE,2018,"retained_regional_estimate",66,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"douala",86.6,84.5,86.6,FALSE,2018,"retained_regional_estimate",84.5,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"east",68.2,64.8,68.2,FALSE,2018,"retained_regional_estimate",64.8,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"farnorth",61.9,53.2,61.9,FALSE,2018,"retained_regional_estimate",53.2,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"littoral",76.7,75.7,76.7,FALSE,2018,"retained_regional_estimate",75.7,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"north",55.6,47.2,55.6,FALSE,2018,"retained_regional_estimate",47.2,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"northwest",88.5,87.4,88.5,FALSE,2018,"retained_regional_estimate",87.4,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"south",79.2,70.6,79.2,FALSE,2018,"retained_regional_estimate",70.6,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"southwest",68,61,,TRUE,2018,"UNICEF_WUENIC_country_year",,TRUE,2018,"UNICEF_WUENIC_country_year"
"CM71FL","CMR",2018,"west",78.7,68.9,78.7,FALSE,2018,"retained_regional_estimate",68.9,FALSE,2018,"retained_regional_estimate"
"CM71FL","CMR",2018,"yaounde",82.7,81.4,82.7,FALSE,2018,"retained_regional_estimate",81.4,FALSE,2018,"retained_regional_estimate"
"ET41FL","ETH",2000,"addisababa",80.5,88.3,80.5,FALSE,2000,"retained_regional_estimate",88.3,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"affar",1.1,10.9,1.1,FALSE,2000,"retained_regional_estimate",10.9,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"amhara",20.3,27.1,20.3,FALSE,2000,"retained_regional_estimate",27.1,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"benishangulgumuz",15.9,19.3,15.9,FALSE,2000,"retained_regional_estimate",19.3,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"diredawa",52.4,52.5,52.4,FALSE,2000,"retained_regional_estimate",52.5,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"gambela",12.7,20,12.7,FALSE,2000,"retained_regional_estimate",20,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"harari",50.7,58.6,50.7,FALSE,2000,"retained_regional_estimate",58.6,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"oromiya",16.3,19.6,16.3,FALSE,2000,"retained_regional_estimate",19.6,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"snnp",16.6,24.3,16.6,FALSE,2000,"retained_regional_estimate",24.3,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"somali",24.4,39.3,24.4,FALSE,2000,"retained_regional_estimate",39.3,FALSE,2000,"retained_regional_estimate"
"ET41FL","ETH",2000,"tigray",56.3,66.6,56.3,FALSE,2000,"retained_regional_estimate",66.6,FALSE,2000,"retained_regional_estimate"
"ET51FL","ETH",2005,"addisababa",83.8,78.8,83.8,FALSE,2005,"retained_regional_estimate",78.8,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"affar",2.8,8.1,2.8,FALSE,2005,"retained_regional_estimate",8.1,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"amhara",31.5,34.8,31.5,FALSE,2005,"retained_regional_estimate",34.8,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"benishangulgumuz",30.7,33.4,30.7,FALSE,2005,"retained_regional_estimate",33.4,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"diredawa",61.4,55.7,61.4,FALSE,2005,"retained_regional_estimate",55.7,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"gambela",20.3,30.7,20.3,FALSE,2005,"retained_regional_estimate",30.7,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"harari",45.8,39.9,45.8,FALSE,2005,"retained_regional_estimate",39.9,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"oromiya",28.5,29.4,28.5,FALSE,2005,"retained_regional_estimate",29.4,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"snnp",33.2,37.7,33.2,FALSE,2005,"retained_regional_estimate",37.7,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"somali",5.6,6.4,5.6,FALSE,2005,"retained_regional_estimate",6.4,FALSE,2005,"retained_regional_estimate"
"ET51FL","ETH",2005,"tigray",51.6,63.3,51.6,FALSE,2005,"retained_regional_estimate",63.3,FALSE,2005,"retained_regional_estimate"
"ET61FL","ETH",2011,"addisababa",89.2,93.5,89.2,FALSE,2011,"retained_regional_estimate",93.5,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"affar",10.3,30.3,10.3,FALSE,2011,"retained_regional_estimate",30.3,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"amhara",38.4,62,38.4,FALSE,2011,"retained_regional_estimate",62,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"benishangulgumuz",41.7,67.2,41.7,FALSE,2011,"retained_regional_estimate",67.2,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"diredawa",75.3,79.9,75.3,FALSE,2011,"retained_regional_estimate",79.9,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"gambela",27.6,51.7,27.6,FALSE,2011,"retained_regional_estimate",51.7,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"harari",51.8,64.7,51.8,FALSE,2011,"retained_regional_estimate",64.7,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"oromiya",26.8,45.9,26.8,FALSE,2011,"retained_regional_estimate",45.9,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"snnp",38.1,57.8,38.1,FALSE,2011,"retained_regional_estimate",57.8,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"somali",25.3,39.5,25.3,FALSE,2011,"retained_regional_estimate",39.5,FALSE,2011,"retained_regional_estimate"
"ET61FL","ETH",2011,"tigray",73.4,83.7,73.4,FALSE,2011,"retained_regional_estimate",83.7,FALSE,2011,"retained_regional_estimate"
"ET71FL","ETH",2016,"addisababa",95.7,93.1,95.7,FALSE,2016,"retained_regional_estimate",93.1,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"affar",20.1,30.1,20.1,FALSE,2016,"retained_regional_estimate",30.1,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"amhara",63.8,61.9,63.8,FALSE,2016,"retained_regional_estimate",61.9,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"benishangulgumuz",76.2,70.8,76.2,FALSE,2016,"retained_regional_estimate",70.8,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"diredawa",84.9,86.9,84.9,FALSE,2016,"retained_regional_estimate",86.9,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"gambela",54.8,62.1,54.8,FALSE,2016,"retained_regional_estimate",62.1,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"harari",58.7,53.6,58.7,FALSE,2016,"retained_regional_estimate",53.6,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"oromiya",39.9,43.2,39.9,FALSE,2016,"retained_regional_estimate",43.2,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"snnp",59,57.6,59,FALSE,2016,"retained_regional_estimate",57.6,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"somali",36.3,48.1,36.3,FALSE,2016,"retained_regional_estimate",48.1,FALSE,2016,"retained_regional_estimate"
"ET71FL","ETH",2016,"tigray",81.4,80.1,81.4,FALSE,2016,"retained_regional_estimate",80.1,FALSE,2016,"retained_regional_estimate"
"ET81FL","ETH",2019,"addisababa",93.1,90.6,93.1,FALSE,2019,"retained_regional_estimate",90.6,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"afar",27,29.6,27,FALSE,2019,"retained_regional_estimate",29.6,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"amhara",77.8,71.3,77.8,FALSE,2019,"retained_regional_estimate",71.3,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"benishangulgumuz",77.3,76.7,77.3,FALSE,2019,"retained_regional_estimate",76.7,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"diredawa",73.6,74.5,73.6,FALSE,2019,"retained_regional_estimate",74.5,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"gambela",60.4,57.6,60.4,FALSE,2019,"retained_regional_estimate",57.6,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"harari",53.6,59.9,53.6,FALSE,2019,"retained_regional_estimate",59.9,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"oromia",52.9,48.7,52.9,FALSE,2019,"retained_regional_estimate",48.7,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"snnpr",56.3,58.2,56.3,FALSE,2019,"retained_regional_estimate",58.2,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"somali",26.2,30.9,26.2,FALSE,2019,"retained_regional_estimate",30.9,FALSE,2019,"retained_regional_estimate"
"ET81FL","ETH",2019,"tigray",84.4,82.9,84.4,FALSE,2019,"retained_regional_estimate",82.9,FALSE,2019,"retained_regional_estimate"
"ET8AFL","ETH",2024,"addisababa",88.2,90,88.2,FALSE,2024,"retained_regional_estimate",90,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"afar",31,38.2,31,FALSE,2024,"retained_regional_estimate",38.2,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"amhara",49.8,66,49.8,FALSE,2024,"retained_regional_estimate",66,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"benishangulgumuz",34.5,36.8,34.5,FALSE,2024,"retained_regional_estimate",36.8,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"centralethiopia",30.6,49.7,30.6,FALSE,2024,"retained_regional_estimate",49.7,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"diredawa",55.5,61.8,55.5,FALSE,2024,"retained_regional_estimate",61.8,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"gambella",26.9,44.2,26.9,FALSE,2024,"retained_regional_estimate",44.2,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"harari",47.6,56.6,47.6,FALSE,2024,"retained_regional_estimate",56.6,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"oromia",31.7,38.1,31.7,FALSE,2024,"retained_regional_estimate",38.1,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"sidama",46.4,53.9,46.4,FALSE,2024,"retained_regional_estimate",53.9,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"somali",18.9,16.8,18.9,FALSE,2024,"retained_regional_estimate",16.8,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"southethiopia",27,49.4,27,FALSE,2024,"retained_regional_estimate",49.4,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"southwestethiopia",29.1,60.3,29.1,FALSE,2024,"retained_regional_estimate",60.3,FALSE,2024,"retained_regional_estimate"
"ET8AFL","ETH",2024,"tigray",49.8,68.8,49.8,FALSE,2024,"retained_regional_estimate",68.8,FALSE,2024,"retained_regional_estimate"
"GA41FL","GAB",2000,"east",24.4,45.9,24.4,FALSE,2000,"retained_regional_estimate",45.9,FALSE,2000,"retained_regional_estimate"
"GA41FL","GAB",2000,"librevilleportgentil",46.4,64,46.4,FALSE,2000,"retained_regional_estimate",64,FALSE,2000,"retained_regional_estimate"
"GA41FL","GAB",2000,"north",21.5,41.5,21.5,FALSE,2000,"retained_regional_estimate",41.5,FALSE,2000,"retained_regional_estimate"
"GA41FL","GAB",2000,"south",30.9,46,30.9,FALSE,2000,"retained_regional_estimate",46,FALSE,2000,"retained_regional_estimate"
"GA41FL","GAB",2000,"west",30.7,53.7,30.7,FALSE,2000,"retained_regional_estimate",53.7,FALSE,2000,"retained_regional_estimate"
"GA61FL","GAB",2012,"estuaire",82,71,,TRUE,2012,"UNICEF_WUENIC_country_year",,TRUE,2012,"UNICEF_WUENIC_country_year"
"GA61FL","GAB",2012,"hautogooue",81,86.1,81,FALSE,2012,"retained_regional_estimate",86.1,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"libervilleportgentil",77.3,72.4,77.3,FALSE,2012,"retained_regional_estimate",72.4,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"moyenogooue",60.8,70.8,60.8,FALSE,2012,"retained_regional_estimate",70.8,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"ngounie",83.4,80.5,83.4,FALSE,2012,"retained_regional_estimate",80.5,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"nyanga",74,78.9,74,FALSE,2012,"retained_regional_estimate",78.9,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"ogooueivindo",62,68,62,FALSE,2012,"retained_regional_estimate",68,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"ogoouelolo",70.5,63.7,70.5,FALSE,2012,"retained_regional_estimate",63.7,FALSE,2012,"retained_regional_estimate"
"GA61FL","GAB",2012,"ogoouemaritime",82,71,,TRUE,2012,"UNICEF_WUENIC_country_year",,TRUE,2012,"UNICEF_WUENIC_country_year"
"GA61FL","GAB",2012,"woleuntem",58,75.3,58,FALSE,2012,"retained_regional_estimate",75.3,FALSE,2012,"retained_regional_estimate"
"GA71FL","GAB",2019,"estuaire",65,50.2,65,FALSE,2019,"retained_regional_estimate",50.2,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"hautogooue",70,62.4,70,FALSE,2019,"retained_regional_estimate",62.4,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"liberville",65.9,65.9,65.9,FALSE,2019,"retained_regional_estimate",65.9,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"moyenogooue",74.5,70.2,74.5,FALSE,2019,"retained_regional_estimate",70.2,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"ngounie",71.2,63.4,71.2,FALSE,2019,"retained_regional_estimate",63.4,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"nyanga",73,75.7,73,FALSE,2019,"retained_regional_estimate",75.7,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"ogooueivindo",53.4,43.2,53.4,FALSE,2019,"retained_regional_estimate",43.2,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"ogoouelolo",72.6,51.7,72.6,FALSE,2019,"retained_regional_estimate",51.7,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"ogoouemaritime",74.5,64.9,74.5,FALSE,2019,"retained_regional_estimate",64.9,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"portgentil",77.8,76.6,77.8,FALSE,2019,"retained_regional_estimate",76.6,FALSE,2019,"retained_regional_estimate"
"GA71FL","GAB",2019,"woleuntem",70.8,62.1,70.8,FALSE,2019,"retained_regional_estimate",62.1,FALSE,2019,"retained_regional_estimate"
"GH4BFL","GHA",2003,"ashanti",82.4,82.2,82.4,FALSE,2003,"retained_regional_estimate",82.2,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"brongahafo",85.3,87.1,85.3,FALSE,2003,"retained_regional_estimate",87.1,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"central",87.9,86.5,87.9,FALSE,2003,"retained_regional_estimate",86.5,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"eastern",77,79.1,77,FALSE,2003,"retained_regional_estimate",79.1,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"greateraccra",78.7,87.8,78.7,FALSE,2003,"retained_regional_estimate",87.8,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"northern",62.2,76,62.2,FALSE,2003,"retained_regional_estimate",76,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"uppereast",77.8,91.2,77.8,FALSE,2003,"retained_regional_estimate",91.2,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"upperwest",75.5,79.5,75.5,FALSE,2003,"retained_regional_estimate",79.5,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"volta",89.3,89.4,89.3,FALSE,2003,"retained_regional_estimate",89.4,FALSE,2003,"retained_regional_estimate"
"GH4BFL","GHA",2003,"western",78.9,76.4,78.9,FALSE,2003,"retained_regional_estimate",76.4,FALSE,2003,"retained_regional_estimate"
"GH5AFL","GHA",2008,"ashanti",91.4,93,91.4,FALSE,2008,"retained_regional_estimate",93,FALSE,2008,"retained_regional_estimate"
