"iso3","country","under5_person_years","model_deaths","ihme_malaria_deaths","model_rate","ihme_rate"
"AGO","Angola",5989099.51969406,18700.1244449298,14651.9398492798,3.12235994466913,2.44643452677646
"BDI","Burundi",2382299.07874954,11100.9768239631,14430.2985954673,4.65977463660439,6.05729932240148
"BEN","Benin",2374831.91583738,11082.0404772244,7361.29305522589,4.66645256168237,3.09971118635158
"BFA","Burkina Faso",4563597.66158448,12353.1854022255,10708.7756030255,2.70689625122134,2.34656435495399
"BWA","Botswana",245303.743809843,1.15232683342562,0.695282142301979,0.00469755094450941,0.00283437232348543
"CAF","Central African Republic",1239544.57229918,8543.54579109856,3864.81190981826,6.89248775883185,3.11792895244547
"CIV","Cote d'Ivoire",5129838.7998382,16387.9673348508,12847.9944570404,3.19463592800766,2.50456105120606
"CMR","Cameroon",5080013.70972336,20776.6795551297,16295.439261067,4.08988651258209,3.20775497709324
"COD","Democratic Republic of the Congo",14487542.7651131,64941.1958796703,61774.2754897226,4.48255421451129,4.26395811154939
"COG","Congo",748005.88156137,1859.25147657911,1414.45241393579,2.48561077180056,1.89096429426905
"COM","Comoros",106869.087497981,22.9255685957999,3.33028598949748,0.214520111779124,0.0311622946117173
"DJI","Djibouti",172771.625559554,69.5620985816189,19.4005119570286,0.402624553402961,0.112289919679788
"ERI","Eritrea",990220.759709614,203.10461880017,43.3765641194195,0.205110443109404,0.0438049431847296
"ETH","Ethiopia",16621010.0376415,7986.02660822875,8908.38144328392,0.480477816338649,0.535971124685513
"GAB","Gabon",234578.463577268,329.437019124627,264.514045573738,1.40437879121889,1.12761436638283
"GHA","Ghana",4307740.32116884,6649.84126781666,6745.25942954957,1.54369594544463,1.56584634324461
"GIN","Guinea",2381724.83663457,10214.0445546355,7062.92867541533,4.28850738654938,2.96546795279483
"GMB","The Gambia",369367.866475798,348.988140095415,125.250703961608,0.944825394328886,0.339094748973825
"GNB","Guinea-Bissau",335056.659684562,420.401370330922,243.753822660091,1.25471724909664,0.727500306633428
"GNQ","Equatorial Guinea",202018.020449439,499.052016564141,718.459783286752,2.47033415857593,3.55641433218858
"KEN","Kenya",5865766.81870526,2143.41801255401,2762.50881132626,0.365411391008401,0.470954420233164
"LBR","Liberia",787389.810896593,2516.03932037753,2689.78371276534,3.19541767693506,3.41607635194378
"MDG","Madagascar",4690196.0162158,7074.83720645816,4898.31220543322,1.50843102974753,1.04437259946021
"MLI","Mali",4755157.53288383,18716.5711371619,12944.5842730324,3.9360570092009,2.72221985991324
"MOZ","Mozambique",5650334.27053511,17303.2695563689,10284.9934524545,3.0623444079407,1.82024513241417
"MRT","Mauritania",665993.310930152,160.740689805048,192.831907593039,0.241354811177535,0.289540306829392
"MWI","Malawi",2936531.14146223,7187.47490669039,5556.77907078908,2.44760724829617,1.89229359509605
"NAM","Namibia",331703.636094644,31.2292183072656,11.0131110529254,0.0941479528983969,0.0332016591153165
"NER","Niger",5561688.39630124,34098.798824817,20343.4978323923,6.13101569075572,3.65779173207935
"NGA","Nigeria",38629999.5738253,200987.6756104,138110.850542117,5.20289096111159,3.57522267837914
"RWA","Rwanda",1761286.33879587,817.941159523703,2147.105688144,0.46439987724137,1.2190554374094
"SEN","Senegal",2710858.4928661,1698.81322214435,766.297572416344,0.626669826778102,0.282677083452689
"SLE","Sierra Leone",1133126.19095386,7877.3780052954,6200.18547588636,6.95189826886292,5.47175197730365
"SOM","Somalia",4320414.66158727,3649.79147349119,1200.23039386064,0.844778050112046,0.27780444421964
"SSD","South Sudan",1391072.97104675,9956.68151440201,4779.0227833698,7.15755515464428,3.43549395526943
"SWZ","Swaziland",132566.90091164,33.6007909824071,0.481067001536171,0.253462898742748,0.0036288620932371
"TCD","Chad",4110996.43645608,17472.2420278212,4884.19831764987,4.25012336981818,1.18808137957433
"TGO","Togo",1132069.72987342,3493.40134579216,1863.65613692523,3.08585350672944,1.64623793724579
"TZA","Tanzania",9879885.18376089,8709.43729652974,9939.76533484766,0.881532237929752,1.00606081447031
"UGA","Uganda",7613956.25943417,21899.4198763823,26093.0901265167,2.87622086733786,3.42700814628213
"ZMB","Zambia",3233266.46433919,6282.66610883989,4717.79275413367,1.94313279716769,1.45914133776719
"ZWE","Zimbabwe",2195042.3371824,1015.4547575948,275.192339219123,0.462612834565305,0.125369945972143
