"model","n_observed","n_imputed","n_imputed_2024","n_imputed_zwe_2000_2009","residual_sd","deviance_explained","political_stability_interpolated"
"log_health_expenditure_pc",854,46,36,11,0.225262199886971,0.944732906848242,36
