"iso3","year","political_stability","gdp_pc","health_expenditure_pc","log_gdp_pc","log_health_expenditure_pc","political_stability_source","log_health_expenditure_pc_source"
"MOZ",2001,-0.1793399,304.792138621913,8.53719139,5.71963003155702,2.14443207665938,"wgi_2001_interpolated","ghed_observed"
"MRT",2001,0.0246087,651.817840199777,23.28163338,6.4797651366944,3.14766478277311,"wgi_2001_interpolated","ghed_observed"
"MWI",2001,-0.42193165,215.474524898357,7.42542601,5.37284268862725,2.00491005812705,"wgi_2001_interpolated","ghed_observed"
"NAM",2001,-0.0579586,1915.58926594875,201.46917725,7.55778056495972,5.30563640318493,"wgi_2001_interpolated","ghed_observed"
"NER",2001,-0.4617506,205.417936120931,9.68088055,5.32504661656875,2.27015286306043,"wgi_2001_interpolated","ghed_observed"
"NGA",2001,-1.8452038,566.428231812933,17.96053314,6.33935038543982,2.8881767472887,"wgi_2001_interpolated","ghed_observed"
"RWA",2001,-2.0175404,237.308846200901,7.86746025,5.46936244130104,2.06273529751277,"wgi_2001_interpolated","ghed_observed"
"SEN",2001,-0.5352292,637.213530563724,23.45893669,6.45710481221679,3.15525151781622,"wgi_2001_interpolated","ghed_observed"
"SLE",2001,-1.58561975,358.315716051546,19.32042122,5.88141448617773,2.96116263082414,"wgi_2001_interpolated","ghed_observed"
"STP",2001,0.6777628,518.88050130005,47.14751816,6.25167360867797,3.8532813705785,"wgi_2001_interpolated","ghed_observed"
"SWZ",2001,-0.2351683,1429.85630359447,75.41345978,7.26532923120792,4.32298577075369,"wgi_2001_interpolated","ghed_observed"
"TCD",2001,-1.61331674999999,194.32295331156,11.64042854,5.26952148276472,2.4544842577768,"wgi_2001_interpolated","ghed_observed"
"TGO",2001,-0.336024499999999,426.883605884489,13.04282379,6.05651139031976,2.56823808136819,"wgi_2001_interpolated","ghed_observed"
"TZA",2001,-0.815076599999995,396.638732910156,15.1739912,5.98302587372287,2.71958285697634,"wgi_2001_interpolated","ghed_observed"
"UGA",2001,-1.6322411,236.021188853993,15.99579906,5.46392158427496,2.7723261290152,"wgi_2001_interpolated","ghed_observed"
"ZAF",2001,-0.3386841,2847.15191945908,202.81065369,7.95407444709747,5.31227280332538,"wgi_2001_interpolated","ghed_observed"
"ZMB",2001,-0.1709445,396.548952993504,18.94953918,5.98279949623711,2.94177961355466,"wgi_2001_interpolated","ghed_observed"
"ZWE",2001,-1.4796192,566.388746448872,26.6849884711288,6.33928067362435,3.28410117775017,"wgi_2001_interpolated","gam_within_series_model"
"AGO",2002,-1.8157925,999.065855956628,29.37077141,6.90682069835431,3.38000001010224,"wgi_observed","ghed_observed"
"BDI",2002,-2.4576716,120.952308575468,6.46998882,4.79539632389718,1.86717438053605,"wgi_observed","ghed_observed"
"BEN",2002,0.6190757,546.463829658159,16.9179287,6.30346811998829,2.82837392942679,"wgi_observed","ghed_observed"
"BFA",2002,-0.2134057,285.654087637533,11.93992615,5.65478159501919,2.4798879228532,"wgi_observed","ghed_observed"
"CIV",2002,-2.2833426,967.815864415991,32.55319595,6.87504184647119,3.48287554970256,"wgi_observed","ghed_observed"
"CMR",2002,-0.8576954,789.623811072554,31.79577446,6.67155664353156,3.45933340234063,"wgi_observed","ghed_observed"
"COD",2002,-2.2607758,162.38052907429,4.17578602,5.08994252567687,1.42930260884605,"wgi_observed","ghed_observed"
"COG",2002,-1.80875639999999,905.538135544704,16.99031258,6.80852939189186,2.83264333339571,"wgi_observed","ghed_observed"
"COM",2002,-0.163334199999999,764.61349832543,51.12159729,6.63937047520723,3.93420705547316,"wgi_observed","ghed_observed"
"ETH",2002,-1.50860329999999,109.593813612988,5.14964151,4.69678092778386,1.63892710254404,"wgi_observed","ghed_observed"
"GAB",2002,0.0922328999999999,3966.48001864663,132.07215881,8.28563433520173,4.88334843087502,"wgi_observed","ghed_observed"
"GHA",2002,-0.2418341,297.46164468774,14.30371571,5.69528529125473,2.66051934337347,"wgi_observed","ghed_observed"
"GIN",2002,-1.81868829999999,495.916073559269,24.83917809,6.20640670587415,3.2124221683536,"wgi_observed","ghed_observed"
"GMB",2002,0.4777181,376.531026962584,35.99459839,5.93100045277568,3.58336888247605,"wgi_observed","ghed_observed"
"KEN",2002,-1.23304029999999,402.936385605382,22.28772163,5.9987786973909,3.10403592727891,"wgi_observed","ghed_observed"
"LBR",2002,-1.90646809999999,299.536445539621,6.59576607,5.70223609809744,1.88642793863484,"wgi_observed","ghed_observed"
"MDG",2002,-0.244406999999999,304.941777398445,15.02957344,5.72012086460929,2.71001982278996,"wgi_observed","ghed_observed"
"MLI",2002,0.1705088,378.191678628068,15.89499378,5.93540115341241,2.76600420304466,"wgi_observed","ghed_observed"
"MOZ",2002,-0.1425853,313.886661721198,10.00207806,5.74903197081766,2.30279287740537,"wgi_observed","ghed_observed"
"MRT",2002,0.0866841,648.879643934862,25.96999741,6.4752472510239,3.25694192594419,"wgi_observed","ghed_observed"
"MWI",2002,-0.0575040999999999,428.210439838398,11.17413807,6.05961475661129,2.4136020073236,"wgi_observed","ghed_observed"
"NAM",2002,0.0532317,1772.07565537493,187.86433411,7.47990682516047,5.23572007525733,"wgi_observed","ghed_observed"
"NER",2002,-0.5421073,225.294391147438,10.84433079,5.41740795208809,2.38364243559758,"wgi_observed","ghed_observed"
"NGA",2002,-2.0636563,712.164852077686,17.53752899,6.56830941842913,2.86434309845644,"wgi_observed","ghed_observed"
"RWA",2002,-1.9562225,234.043016755733,7.32393837,5.45550493075207,1.9911482119762,"wgi_observed","ghed_observed"
"SEN",2002,-0.481927699999999,669.430447319209,26.46221161,6.50642727223523,3.2757177383383,"wgi_observed","ghed_observed"
"SLE",2002,-0.9877052,388.995111216836,22.29375267,5.9635667759735,3.10430648988957,"wgi_observed","ghed_observed"
"STP",2002,0.4524201,568.10257252271,50.61143494,6.34230198784487,3.92417753771874,"wgi_observed","ghed_observed"
"SWZ",2002,-0.1805152,1315.73634647994,74.66481781,7.18215174719349,4.31300900140715,"wgi_observed","ghed_observed"
"TCD",2002,-1.73850059999999,219.061391951349,18.01737785,5.38935201907677,2.89133672827357,"wgi_observed","ghed_observed"
"TGO",2002,-0.237538399999999,479.438373869587,14.65135479,6.17261536441547,2.68453280832044,"wgi_observed","ghed_observed"
"TZA",2002,-0.6175252,402.649047851563,17.0355854,5.99806533353384,2.83530441506607,"wgi_observed","ghed_observed"
"UGA",2002,-1.6418571,241.984688408335,15.74441719,5.48887445311505,2.7564858383074,"wgi_observed","ghed_observed"
"ZAF",2002,-0.3584803,2688.23676032806,179.5135498,7.89664077824337,5.19025069143036,"wgi_observed","ghed_observed"
