"fit_id","series","age_band","model_file","md5","selected_version","source_path","source_md5","prepared_data_md5"
"map_full_age_1","map_full","<1","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_1.rds","69dcc01e8c13fd1add667fa84ea80b50","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_1.rds","e0b703fbb2ac197fa80c4864701b2c30","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_2","map_full","1-5","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_2.rds","4a7c06e7e5b164eae397b886b202050b","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_2.rds","9c2ff19c85b6ce4e657daf5b855ef5ca","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_3","map_full","6-11","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_3.rds","8ac8424b553c48e84d8e469a0889dbb3","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_3.rds","813ac72186890244e7ee90bbb3bdb40b","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_4","map_full","12-23","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_4.rds","3629278b3977d74041c022ad6e80bb1c","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_4.rds","8ea9b16afaf2e7b9ae5c44a28d086dca","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_5","map_full","24-35","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_5.rds","b2b2c03ce0ec2fcc386c3fb28f89c5e9","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_5.rds","b6e78f805cb0c99b932a689233c5b4d0","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_6","map_full","36-47","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_6.rds","ab465a974229c9cb7f28a61fa76177e3","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_6.rds","93f11298bcb16bb98e155177725bae28","9bac580948ac7c8a92240385a588fcd2"
"map_full_age_7","map_full","48-59","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v7/map_full_age_7.rds","485829f8e3f72c61c2c2bce332b543d6","original","data/derived_cbh/models/primary_map_regional17_dhsmics_gamma2_v5/map_full_age_7.rds","9028cb446bf3dff859be51c50aa70943","9bac580948ac7c8a92240385a588fcd2"
