"edf","Ref.df","Chi.sq","p-value","term","fit_id","series","age_band"
2.32518919531407,2.7883416348794,14.3396824061235,0.00131630563205704,"s(pfpr_pct)","map_full_age_1","map_full","<1"
1.50825452783859,1.7777106109873,44.7178928681255,0,"s(calendar_year)","map_full_age_1","map_full","<1"
56.1483647441746,134,435.101057412196,0,"s(survey)","map_full_age_1","map_full","<1"
23.9241324196016,36,1050.88226823026,0,"s(country)","map_full_age_1","map_full","<1"
160.948666072563,1213,441.540759939901,0,"s(region)","map_full_age_1","map_full","<1"
2.28110980583336,2.79329881916804,29.2903701249343,2.07058529877457e-06,"s(pfpr_pct)","map_full_age_2","map_full","1-5"
2.98104014252803,3.56423720041509,83.6867075478731,0,"s(calendar_year)","map_full_age_2","map_full","1-5"
26.0278762489058,134,88.937077205591,0,"s(survey)","map_full_age_2","map_full","1-5"
27.0902007505477,36,509.782018743234,0,"s(country)","map_full_age_2","map_full","1-5"
0.0801935783530827,1213,0.159486821119355,0,"s(region)","map_full_age_2","map_full","1-5"
2.97255400848818,3.46657208047744,125.169901412942,0,"s(pfpr_pct)","map_full_age_3","map_full","6-11"
2.29529625054128,2.77025454227204,55.0554279365903,0,"s(calendar_year)","map_full_age_3","map_full","6-11"
37.828352474164,134,181.273638775116,0,"s(survey)","map_full_age_3","map_full","6-11"
26.6119373211542,36,769.79831764355,0,"s(country)","map_full_age_3","map_full","6-11"
26.0682552172238,1213,56.5890669304863,0,"s(region)","map_full_age_3","map_full","6-11"
3.50928294072954,3.81896018872112,158.065053489131,0,"s(pfpr_pct)","map_full_age_4","map_full","12-23"
2.94388229088654,3.48642806732738,49.5491536283837,0,"s(calendar_year)","map_full_age_4","map_full","12-23"
45.9759313867396,134,341.099965587225,0,"s(survey)","map_full_age_4","map_full","12-23"
26.664333237164,36,806.686073049683,0,"s(country)","map_full_age_4","map_full","12-23"
97.12338344101,1213,292.227884974995,0,"s(region)","map_full_age_4","map_full","12-23"
3.65736248746501,3.90450572717652,177.74005852709,0,"s(pfpr_pct)","map_full_age_5","map_full","24-35"
1.00118334043272,1.00200713590989,53.7218212246157,0,"s(calendar_year)","map_full_age_5","map_full","24-35"
27.3147311182117,134,125.385901358492,0,"s(survey)","map_full_age_5","map_full","24-35"
25.5215967987159,36,493.551578113326,0,"s(country)","map_full_age_5","map_full","24-35"
48.6727925666242,1213,130.667248551705,0,"s(region)","map_full_age_5","map_full","24-35"
3.32589154883178,3.74708977856989,104.344450161567,0,"s(pfpr_pct)","map_full_age_6","map_full","36-47"
1.00046911605309,1.00087332515906,51.008930269882,0,"s(calendar_year)","map_full_age_6","map_full","36-47"
5.56152517763494,134,12.6347745521943,4.20499329978341e-06,"s(survey)","map_full_age_6","map_full","36-47"
22.2534417064475,36,152.202619942353,0,"s(country)","map_full_age_6","map_full","36-47"
7.57072755702737,1212,15.673185825758,0,"s(region)","map_full_age_6","map_full","36-47"
3.19930225560279,3.65472064585389,59.3488361693271,0,"s(pfpr_pct)","map_full_age_7","map_full","48-59"
1.00023970961693,1.00043842679914,20.1009849958318,7.86597828206226e-06,"s(calendar_year)","map_full_age_7","map_full","48-59"
12.1786110284802,134,31.5345839382106,0,"s(survey)","map_full_age_7","map_full","48-59"
14.3785367651685,36,59.5573942291048,0,"s(country)","map_full_age_7","map_full","48-59"
0.00144377348526864,1212,0.00222636866171847,0,"s(region)","map_full_age_7","map_full","48-59"
