"fit_id","rows","deaths","countries","surveys","regions","converged","iterations","rank","coefficients","finite_coefficients","finite_covariance","elapsed_seconds","min_smoothing_hessian_eigenvalue","max_smoothing_gradient","warnings","series","age_band","gamma","input_verified","nuisance_hash"
"map_full_age_1",1341316,38245,37,135,1227,TRUE,13,1426,1426,TRUE,TRUE,104.763,0.099693000387729,5.11228921453721e-05,"openMP not available: single threaded computation only","map_full","<1",2,TRUE,"12b65690b000f6332411e9349d2bb3dcf459b7fa38a35b5411f9499ca17b6b98"
"map_full_age_2",1206366,15873,37,135,1227,TRUE,14,1426,1426,TRUE,TRUE,109.349,0.000242959855466608,0.000234526507736817,"openMP not available: single threaded computation only","map_full","1-5",2,TRUE,"695e9c4a374da3ce4a274ba3c8a7ada6f802728d054835c5017a851846ab4616"
"map_full_age_3",1160005,14384,37,135,1227,TRUE,21,1426,1426,TRUE,TRUE,162.373,0.53827107464562,1.52097166150611e-06,"openMP not available: single threaded computation only","map_full","6-11",2,TRUE,"df1cd3190876f92510eaf1128913193802fe14b7c7d5638f3afe1767bc784543"
"map_full_age_4",1003279,13389,37,135,1227,TRUE,16,1426,1426,TRUE,TRUE,98.998,0.766977891040465,4.26360998275754e-05,"openMP not available: single threaded computation only","map_full","12-23",2,TRUE,"c19f5b3dde6210a41f60d6aa6c339cda61bc7daff33c398bbf18f038e4c1145c"
"map_full_age_5",994653,11488,37,135,1227,TRUE,18,1426,1426,TRUE,TRUE,106.912,0.000191685674547032,0.000191524622077877,"openMP not available: single threaded computation only","map_full","24-35",2,TRUE,"251b6a07abede2e2b6f31bb0daa1cdcdc8f0b6e46365377105e7662c9ffc7083"
"map_full_age_6",963051,6732,37,135,1226,TRUE,22,1425,1425,TRUE,TRUE,126.041,0.000185247983472886,0.00018531495809987,"openMP not available: single threaded computation only","map_full","36-47",2,TRUE,"a2691804aa259d0877af774ff08abd97fb2bea5c550eb9291b237c9e4df5f9fa"
"map_full_age_7",938452,3876,37,135,1226,TRUE,23,1425,1425,TRUE,TRUE,387.719,7.49324732163285e-05,0.000165296939763672,"openMP not available: single threaded computation only","map_full","48-59",2,TRUE,"0e653864683320b5cd5e64c94cf080595d9940e3a27651c3defc1f0ed893a53a"
