"series","age_band","edf"
"map_full","<1",2.32518919531407
"map_full","1-5",2.28110980583336
"map_full","6-11",2.97255400848818
"map_full","12-23",3.50928294072954
"map_full","24-35",3.65736248746501
"map_full","36-47",3.32589154883178
"map_full","48-59",3.19930225560279
