"age_band","pfpr_pct","log_hr_zero_vs_current","log_hr_se","attributable_fraction","af_lower_95","af_upper_95","zero_below_observed_support","current_outside_central95"
"<1",10,-0.0283665053631493,0.0156329478672744,0.0279679534496196,-0.0022766601206177,0.0572999081838197,TRUE,FALSE
"<1",20,-0.0592996741266702,0.0262091703410366,0.0575756933451877,0.00789834312411213,0.104765557422194,TRUE,FALSE
"<1",30,-0.0920850798697928,0.030572911088099,0.0879724489411889,0.0316504719046535,0.141018578770422,TRUE,FALSE
"<1",40,-0.115963280022232,0.0327203475474016,0.109492077871779,0.0505110617050672,0.164809270135175,TRUE,FALSE
"1-5",10,-0.0794429989158195,0.0216277615497908,0.0763693335824921,0.0363745394599117,0.114704163722789,TRUE,FALSE
"1-5",20,-0.148891044133618,0.036387853056286,0.138337006977487,0.0746385417687279,0.197650705094576,TRUE,FALSE
"1-5",30,-0.201021271597366,0.0426040153149659,0.182104966565021,0.110874960568705,0.247628560606636,TRUE,FALSE
"1-5",40,-0.236628586042274,0.0455760481860752,0.210715615178744,0.136964567684759,0.278164236604464,TRUE,FALSE
"6-11",10,-0.203368774618459,0.0303483733037035,0.184022725773485,0.134013503020076,0.231144002387871,TRUE,FALSE
"6-11",20,-0.373167065073367,0.0492825594967931,0.311449809453652,0.241621932928103,0.374848264359858,TRUE,FALSE
"6-11",30,-0.487078294678797,0.0541147418758986,0.385581074671036,0.316831265313778,0.447412335144714,TRUE,FALSE
"6-11",40,-0.556466022459782,0.0551878374727546,0.426768725029046,0.361285592425221,0.485538308345809,TRUE,FALSE
"12-23",10,-0.35655799365622,0.0405519280003643,0.299918130014975,0.242003275641213,0.353407991180526,TRUE,FALSE
"12-23",20,-0.628495839417057,0.0639021676254272,0.466606492602809,0.395435908687747,0.529398722448219,TRUE,FALSE
"12-23",30,-0.766724091017872,0.0670199860167359,0.535467655873489,0.470257859625958,0.592650306076641,TRUE,FALSE
"12-23",40,-0.81720299092269,0.0667181963004417,0.558334729745431,0.496632785320423,0.612473348958147,TRUE,FALSE
"24-35",10,-0.44042246690535,0.043342587813176,0.356235605525441,0.299156728070555,0.40866579991237,TRUE,FALSE
"24-35",20,-0.754387557085562,0.0677021902082082,0.529701442433485,0.462964599688072,0.58814496563788,TRUE,FALSE
"24-35",30,-0.876418561547583,0.0697124931678264,0.583728905522278,0.522782098069441,0.636892028994136,TRUE,FALSE
"24-35",40,-0.903841868983694,0.0684382890220388,0.594989330988253,0.536849314175493,0.645830942209817,TRUE,FALSE
"36-47",10,-0.338856014139385,0.0460721796442193,0.287414956126281,0.220072679149535,0.348942611474608,TRUE,FALSE
"36-47",20,-0.594290287913168,0.0724661257645844,0.448045844571044,0.363809149601959,0.521128935594277,TRUE,FALSE
"36-47",30,-0.718200733883892,0.0758120572719331,0.512371158830393,0.434253455116585,0.579702449991251,TRUE,FALSE
"36-47",40,-0.756934564253393,0.0749944522124345,0.530897772053828,0.456619483761497,0.595022468255977,TRUE,FALSE
"48-59",10,-0.326643453505944,0.0528552710854929,0.278659111253418,0.199922852971784,0.349646868792069,TRUE,FALSE
"48-59",20,-0.555261210279661,0.0825074096542545,0.426077672796454,0.325340181242449,0.511773447143583,TRUE,FALSE
"48-59",30,-0.634735123577284,0.0856132949498043,0.469924125674365,0.373077948262643,0.551809620090057,TRUE,FALSE
"48-59",40,-0.639213099195093,0.0843230342346269,0.472292485828091,0.377455366053763,0.552682321348955,TRUE,FALSE
