"age_band","previous_edf","revised_edf"
"<1",2.33681203114505,2.32518919531407
"1-5",2.24788915651067,2.28110980583336
"6-11",2.90272497999616,2.97255400848818
"12-23",3.46270132006124,3.50928294072954
"24-35",3.63499041270903,3.65736248746501
"36-47",3.3373976984632,3.32589154883178
"48-59",3.15526492668766,3.19930225560279
