"iso3","year","country","pfpr_pct","q5_allcause","q5_no_malaria","q5_no_malaria_lower","q5_no_malaria_upper","q5_attributable","q5_attributable_lower","q5_attributable_upper","share_attributable","any_zero_below_support","igme_u5mr"
"GAB",2005,"Gabon",13.5729851145187,0.0567695075008442,0.0462991398925886,0.0451116403951265,0.047547919332379,0.0104703676082556,0.0092215881684652,0.0116578671057177,0.184436470725061,TRUE,32.6
"BWA",2005,"Botswana",0.0739687942020688,0.0513696603572956,0.0513094895605138,0.0513000712067254,0.05131891462234,6.01707967818194e-05,5.07457349555318e-05,6.95891505701693e-05,0.00117132946496645,TRUE,33.3
"NER",2015,"Niger",24.4675094266675,0.137590092767582,0.0915340905991654,0.0883229571094624,0.0951366130943462,0.0460560021684168,0.042453479673236,0.0492671356581198,0.334733418969452,TRUE,110.7
"SLE",2015,"Sierra Leone",39.4884460983626,0.125786721223365,0.0835438327672262,0.0804881524030305,0.0869353076358628,0.0422428884561387,0.038851413587502,0.0452985688203343,0.335829474250515,TRUE,90.5
"CAF",2015,"Central African Republic",36.7348327663838,0.11827504506279,0.0809404006980503,0.0780534689303261,0.0840860999309878,0.0373346443647397,0.0341889451318023,0.0402215761324639,0.315659523485444,TRUE,89.7
"TCD",2015,"Chad",15.4351335502291,0.117162404424599,0.09064233667743,0.0881395869757365,0.0933839092303775,0.0265200677471685,0.0237784951942211,0.029022817448862,0.226353051368418,TRUE,97.3
"NGA",2015,"Nigeria",24.7148386742744,0.11041818863205,0.076831062284021,0.0741837137131273,0.0798048058557154,0.0335871263480288,0.0306133827763343,0.0362344749189225,0.304181102444565,TRUE,115.6
"SOM",2015,"Somalia",3.06207942936047,0.106392413968276,0.1002230141736,0.0995237806072832,0.100939711765276,0.00616939979467616,0.00545270220300065,0.00686863336099315,0.0579872151083603,TRUE,101.1
"MLI",2015,"Mali",29.3609132094117,0.104717818201229,0.0718676632503958,0.0693072213206819,0.0746541094122623,0.0328501549508333,0.0300637087889668,0.0354105968805472,0.31370167479719,TRUE,73
"LBR",2015,"Liberia",33.370745219075,0.101765284794164,0.0714827464596119,0.0688913826959325,0.0743197789701383,0.030282538334552,0.0274455058240256,0.0328739020982315,0.297572383311295,TRUE,86.4
"GIN",2015,"Guinea",37.0047253732389,0.100842114200002,0.0669594765817492,0.0646182692284164,0.0695801566869152,0.0338826376182532,0.0312619575130871,0.036223844971586,0.335996898587955,TRUE,92.1
"SSD",2015,"South Sudan",26.9542365045867,0.100682992998421,0.0713918032058415,0.0688568047287564,0.0741446835833286,0.0292911897925791,0.0265383094150921,0.0318261882696643,0.290924901219798,TRUE,96.7
"BDI",2015,"Burundi",16.717817650048,0.0888041701572234,0.0684410831496802,0.0664263482473304,0.0706872387377414,0.0203630870075432,0.018116931419482,0.022377821909893,0.229303274513926,TRUE,47.1
"CIV",2015,"Cote d'Ivoire",21.3567298975211,0.0873961841790871,0.065493073334971,0.0633625152421908,0.0678245095030298,0.0219031108441161,0.0195716746760573,0.0240336689368963,0.250618617389903,TRUE,64.5
"CMR",2015,"Cameroon",25.339889009207,0.0872748454906564,0.0613270423163696,0.0592139626253685,0.063665606176622,0.0259478031742868,0.0236092393140343,0.0280608828652879,0.29731136192117,TRUE,64.8
"BEN",2015,"Benin",36.3793100261877,0.0869826741233242,0.056490146691864,0.0544183196675366,0.0587237917817543,0.0304925274314602,0.0282588823415698,0.0325643544557876,0.350558634104854,TRUE,74.7
"GNB",2015,"Guinea-Bissau",5.43390998716656,0.0854300609824526,0.0782658599483391,0.0773502315052383,0.0791750398033532,0.00716420103411351,0.00625502117909947,0.00807982947721431,0.083860422803456,TRUE,67.3
"COD",2015,"Democratic Republic of the Congo",31.2906693790223,0.0850677997092135,0.0570219379613587,0.0550677843568446,0.059213192266568,0.0280458617478548,0.0258546074426455,0.0300000153523688,0.329688340873088,TRUE,89.7
"TGO",2015,"Togo",35.5367930048613,0.077306421899766,0.0522440377023448,0.0503452110785705,0.0543263164238236,0.0250623841974212,0.0229801054759424,0.0269612108211955,0.324195371891828,TRUE,56.1
"MDG",2015,"Madagascar",6.1292538325627,0.0715319628304274,0.0642356205336146,0.0633670079847649,0.0651068366484166,0.00729634229681282,0.00642512618201084,0.00816495484566254,0.102001147572441,TRUE,62.4
"MOZ",2015,"Mozambique",34.6327854633793,0.0694052420197529,0.0489965293251008,0.0472163614912311,0.0509822425083971,0.0204087126946521,0.0184229995113557,0.0221888805285218,0.294051459237672,TRUE,59.4
"AGO",2015,"Angola",12.001303326479,0.0692792984061825,0.0564967656494611,0.0551713545976766,0.0579235533660199,0.0127825327567214,0.0113557450401626,0.0141079438085059,0.184507248929944,TRUE,49
"ETH",2015,"Ethiopia",4.44168903034584,0.0692392087215912,0.0651445103080106,0.0645327372947244,0.0657640738581247,0.00409469841358058,0.00347513486346646,0.00470647142686681,0.0591384345544046,TRUE,44.5
"SWZ",2015,"Swaziland",1.50976317944939,0.0687933518103822,0.067185690134744,0.0669500520437474,0.0674118020235132,0.00160766167563817,0.001381549786869,0.00184329976663473,0.0233694337218723,TRUE,45.1
"BFA",2015,"Burkina Faso",39.2003452509794,0.0684966592853164,0.046024579460838,0.0442367114875137,0.0478446669360914,0.0224720798244783,0.020651992349225,0.0242599477978027,0.328075559581278,TRUE,74.9
"UGA",2015,"Uganda",22.5283221289013,0.0679126412856645,0.0501370965664787,0.04839104565158,0.0519383781804478,0.0177755447191858,0.0159742631052167,0.0195215956340845,0.261741325071066,TRUE,48.7
"MWI",2015,"Malawi",18.220052663991,0.0661189305104926,0.050877143563539,0.0492839983845935,0.0525890790898656,0.0152417869469536,0.013529851420627,0.0168349321258991,0.230520772633109,TRUE,48.8
"ERI",2015,"Eritrea",0.437883754324056,0.0660551441149009,0.0654496169430935,0.0653788450760403,0.0655208879602953,0.000605527171807424,0.000534256154605589,0.000676299038860587,0.00916699493916974,TRUE,34.3
"RWA",2015,"Rwanda",3.51517020020461,0.064595035531027,0.0608237260616145,0.0603637021964956,0.0613146555346795,0.00377130946941249,0.00328037999634742,0.00423133333453133,0.0583838903161686,TRUE,37.7
"ZMB",2015,"Zambia",18.7741653137543,0.0644206601719943,0.0487812628434559,0.0471975274717319,0.0503675093894914,0.0156393973285385,0.0140531507825029,0.0172231327002624,0.242769901562378,TRUE,48.4
"ZWE",2015,"Zimbabwe",6.83446267073993,0.0604308136042969,0.0546346699171224,0.0539171274290243,0.0554282026545735,0.0057961436871745,0.00500261094972345,0.00651368617527261,0.0959137125825882,TRUE,64.7
"GMB",2015,"The Gambia",16.1615436677223,0.0601316092684733,0.0488474178079536,0.0474265011511707,0.0503820969079389,0.0112841914605196,0.00974951236053433,0.0127051081173025,0.187658231632192,TRUE,42.4
"GNQ",2015,"Equatorial Guinea",34.4631748290858,0.0578552373134225,0.0411382235828873,0.0395646231875044,0.0427895573064867,0.0167170137305352,0.0150656800069358,0.0182906141259181,0.288945556302417,TRUE,68
"DJI",2015,"Djibouti",0.446388006068223,0.0573799227216311,0.0570531506318101,0.056998799368497,0.057105689186407,0.000326772089821042,0.000274233535224142,0.000381123353134123,0.00569488549864944,TRUE,48.9
"COG",2015,"Congo",19.1216915715156,0.0558827562929374,0.0428419707597195,0.0414694584527253,0.044313968822012,0.0130407855332178,0.0115687874709254,0.014413297840212,0.233359740970149,TRUE,39.1
"TZA",2015,"Tanzania",10.3871042581125,0.0543136057499315,0.0471841363466592,0.0462502921218461,0.0482011317145099,0.00712946940327229,0.00611247403542162,0.00806331362808541,0.131264888508738,TRUE,37
"GHA",2015,"Ghana",27.1359006682193,0.0515930105636855,0.038402699711816,0.037007023967451,0.0398629733858005,0.0131903108518695,0.011730037177885,0.0145859865962345,0.255660809628226,TRUE,35.9
"COM",2015,"Comoros",0.242446595277091,0.0515192761513036,0.05134250984189,0.051316526870731,0.0513690006828355,0.000176766309413615,0.000150275468468103,0.000202749280572533,0.00343107129250965,TRUE,39
"SEN",2015,"Senegal",3.7940130969993,0.0511804256893663,0.0485234496080494,0.0481307819266176,0.0489256088271362,0.0026569760813169,0.0022548168622301,0.00304964376274876,0.0519139113348354,TRUE,36.5
"MRT",2015,"Mauritania",6.4035707842887,0.0487767902224792,0.0449725711109603,0.0443793890607042,0.0455780089825306,0.00380421911151893,0.00319878123994862,0.00439740116177505,0.0779924036445867,TRUE,36.9
"NAM",2015,"Namibia",0.747527078008077,0.045237859585062,0.044693209198426,0.0446181646817275,0.0447650210869041,0.000544650386635932,0.000472838498157872,0.000619694903334418,0.0120397028425231,TRUE,39.5
"GAB",2015,"Gabon",16.5336880312919,0.0446765517263869,0.035710500030787,0.0346659225123635,0.036823612339091,0.00896605169559983,0.00785293938729582,0.0100106292140234,0.200688086907663,TRUE,32.6
"KEN",2015,"Kenya",5.61238811543549,0.0436949656103635,0.0403843823802064,0.039922300542743,0.0408897953262142,0.00331058323015707,0.00280517028414928,0.00377266506762044,0.0757657817991707,TRUE,38.8
"BWA",2015,"Botswana",0.0668556239324968,0.0399376628526423,0.0398959051765075,0.0398892441033123,0.0399023849577689,4.17576761347904e-05,3.52778948734395e-05,4.84187493300856e-05,0.00104557135175544,TRUE,33.3
"SSD",2024,"South Sudan",23.1223019010464,0.131840837077138,0.096566302635008,0.0933258117245988,0.100171099704698,0.0352745344421298,0.0316697373724398,0.038515025352539,0.267553932636906,TRUE,96.7
"NER",2024,"Niger",17.3368601964551,0.110539203690515,0.0802831632653322,0.0777322358865587,0.0830027085627856,0.0302560404251824,0.027536495127729,0.0328069678039559,0.273713211376958,TRUE,110.7
"CAF",2024,"Central African Republic",33.7356038277751,0.108356633724082,0.0754687853454233,0.0727591298921211,0.0783631201137268,0.032887848378659,0.0299935136103555,0.0355975038319612,0.30351485874325,TRUE,89.7
"SLE",2024,"Sierra Leone",30.8209909320081,0.107289749138836,0.0738657136632612,0.0711822718452943,0.0767473265468386,0.0334240354755743,0.030542422591997,0.0361074772935413,0.311530558546864,TRUE,90.5
"TCD",2024,"Chad",15.0510808013007,0.0995447269156863,0.0780952888229439,0.0760224775271347,0.0803271763605938,0.0214494380927424,0.0192175505550925,0.0235222493885515,0.21547538234657,TRUE,97.3
"NGA",2024,"Nigeria",24.7045606738025,0.0875197861692538,0.0616877126273181,0.0596212972518278,0.0640557244321047,0.0258320735419357,0.0234640617371491,0.027898488917426,0.295156954474035,TRUE,115.6
"LBR",2024,"Liberia",15.076632247439,0.085404328874623,0.0689842921419023,0.0670837304360825,0.0709751472659019,0.0164200367327206,0.014429181608721,0.0183205984385405,0.192262347226285,TRUE,86.4
"BDI",2024,"Burundi",23.4246685162394,0.0851652327803342,0.0616076430431582,0.0595341686517341,0.0638506355849087,0.023557589737176,0.0213145971954255,0.0256310641286,0.276610407417518,TRUE,47.1
"MLI",2024,"Mali",17.8255590399717,0.0836431553559374,0.0638313145354692,0.0619679444230948,0.065915079506281,0.0198118408204682,0.0177280758496564,0.0216752109328426,0.236861471045184,TRUE,73
"SOM",2024,"Somalia",3.00562461766305,0.081686032438325,0.0772372422818924,0.0767137738850398,0.0777751997423021,0.00444879015643254,0.00391083269602288,0.00497225855328519,0.0544620668140724,TRUE,101.1
"GIN",2024,"Guinea",21.3998882059171,0.0812215094088217,0.0594497687349671,0.0574669944861866,0.0615539525424841,0.0217717406738545,0.0196675568663376,0.023754514922635,0.268053879228817,TRUE,92.1
"GNB",2024,"Guinea-Bissau",6.4586512545087,0.071098319440745,0.0645266747355788,0.0636665794098416,0.0654067770248819,0.00657164470516627,0.00569154241586313,0.00743174003090347,0.0924303803079795,TRUE,67.3
"CMR",2024,"Cameroon",25.1740174516115,0.070864537179757,0.0500654429274579,0.048370769170737,0.0519590865197032,0.0207990942522992,0.0189054506600539,0.02249376800902,0.293504975549895,TRUE,64.8
"CIV",2024,"Cote d'Ivoire",21.6015841554766,0.0679156334150415,0.0515922350863005,0.0498997218052681,0.0534234635175806,0.0163233983287409,0.0144921698974609,0.0180159116097733,0.240348171811731,TRUE,64.5
"COD",2024,"Democratic Republic of the Congo",36.0589155594133,0.0676254487996266,0.0452163450060023,0.0435651568761653,0.0470583015107456,0.0224091037936243,0.020567147288881,0.0240602919234613,0.33137086986324,TRUE,89.7
"BEN",2024,"Benin",36.4070797441475,0.0671267602720293,0.0441222591982447,0.0425386357485926,0.045967430138461,0.0230045010737846,0.0211593301335683,0.0245881245234367,0.34270238844478,TRUE,74.7
"MOZ",2024,"Mozambique",24.0344454120773,0.0622376338490028,0.0463315981606621,0.0447778923352904,0.0480382468551509,0.0159060356883407,0.0141993869938519,0.0174597415137124,0.255569415234052,TRUE,59.4
"AGO",2024,"Angola",20.3401829769949,0.0620582974911313,0.0457129824308351,0.0442698034587045,0.0473037128873459,0.0163453150602961,0.0147545846037853,0.0177884940324267,0.263386456301545,TRUE,49
"TGO",2024,"Togo",20.9673047922131,0.0617504726885908,0.0458150935488925,0.0443685707311873,0.0474625192834321,0.0159353791396983,0.0142879534051587,0.0173819019574035,0.258060844652329,TRUE,56.1
"UGA",2024,"Uganda",21.8964090477387,0.0577551049856904,0.0427837039175298,0.041354954284714,0.0443121885764216,0.0149714010681606,0.0134429164092688,0.0164001507009764,0.259222125418523,TRUE,48.7
"MDG",2024,"Madagascar",9.56229188686996,0.0569038094539221,0.0488235286693504,0.047908619886981,0.0497984756363288,0.00808028078457176,0.00710533381759332,0.00899518956694113,0.141998942814448,TRUE,62.4
"MWI",2024,"Malawi",19.1757235989892,0.0551439163674274,0.0423012081108191,0.0409823162374898,0.0437069775638972,0.0128427082566083,0.0114369388035302,0.0141616001299377,0.232894380787837,TRUE,48.8
"ERI",2024,"Eritrea",1.01244593723427,0.0550809212877484,0.0539760116143242,0.0538427479204667,0.0541087692506702,0.00110490967342417,0.000972152037078101,0.00123817336728169,0.0200597529524245,TRUE,34.3
"GNQ",2024,"Equatorial Guinea",22.7935103595535,0.0549433395734192,0.0414943405693628,0.0400411447457946,0.0430254825268121,0.0134489990040564,0.0119178570466071,0.0149021948276246,0.244779423829615,TRUE,68
"BFA",2024,"Burkina Faso",20.8912355688325,0.0547304070856035,0.0408113187628638,0.0395137801566196,0.0422396752255314,0.0139190883227397,0.0124907318600721,0.0152166269289839,0.254320935361743,TRUE,74.9
"ETH",2024,"Ethiopia",3.96841512486915,0.052751757274608,0.0501672158911497,0.0497300636771306,0.0505882668931949,0.00258454138345829,0.00216349038141311,0.00302169359747744,0.048994413020291,TRUE,44.5
"RWA",2024,"Rwanda",2.95274596542956,0.0525728317319033,0.0500317558228395,0.0497086618678813,0.0503662706867428,0.00254107590906377,0.00220656104516052,0.00286416986402199,0.0483343929811895,TRUE,37.7
"GMB",2024,"The Gambia",7.44118125415429,0.0524339053232919,0.0474003127208774,0.0467029786068328,0.0481446626059765,0.00503359260241446,0.00428924271731539,0.00573092671645912,0.0959988116730735,TRUE,42.4
"ZWE",2024,"Zimbabwe",3.38446214555114,0.052283288583405,0.0497431828551771,0.049393826480668,0.050098579091283,0.00254010572822792,0.00218470949212197,0.00288946210273702,0.0485835110424588,TRUE,64.7
"ZMB",2024,"Zambia",14.2728881701827,0.052043824402456,0.0415828955866517,0.0404938672102743,0.042736732874165,0.0104609288158043,0.00930709152829091,0.0115499571921816,0.201002307880176,TRUE,48.4
"COG",2024,"Congo",23.0367800311056,0.0517130671574273,0.0384170465243162,0.0371131106108559,0.0398064321146513,0.0132960206331111,0.011906635042776,0.0145999565465714,0.257111429740471,TRUE,39.1
"SWZ",2024,"Swaziland",2.08854269781645,0.0484331648997457,0.0469976893152721,0.0467940069584539,0.0472125669417014,0.00143547558447361,0.00122059795804429,0.00163915794129181,0.0296382775613565,TRUE,45.1
"DJI",2024,"Djibouti",4.3967566637446,0.0452495404234834,0.0429650331441838,0.0425714116625708,0.0433663159189889,0.00228450727929962,0.00188322450449457,0.0026781287609127,0.0504868614779126,TRUE,48.9
"GHA",2024,"Ghana",16.1544407206884,0.0439920543124681,0.035800480173483,0.034761300646554,0.0369012729167921,0.00819157413898513,0.00709078139567599,0.00923075366591412,0.186205765268468,TRUE,35.9
"COM",2024,"Comoros",2.05693091322994,0.0438741528524295,0.0426761208894083,0.0424948122033324,0.042868807169404,0.00119803196302116,0.0010053456830255,0.00137934064909712,0.0273060990385554,TRUE,39
"TZA",2024,"Tanzania",8.82121978993696,0.0433214633818646,0.0385095019160846,0.0378151492012145,0.0392065735157255,0.00481196146577998,0.00411488986613908,0.0055063141806501,0.111075690665482,TRUE,37
"SEN",2024,"Senegal",6.76968783303698,0.0414492174508331,0.0380505243640014,0.0374979476578086,0.0385950260339242,0.0033986930868317,0.0028541914169089,0.00395126979302454,0.0819965561681161,TRUE,36.5
"MRT",2024,"Mauritania",2.77377496776398,0.0396564668493815,0.0383274073927822,0.0380952672832334,0.0385491632999253,0.00132905945659926,0.00110730354945619,0.00156119956614803,0.0335143183997489,TRUE,36.9
"NAM",2024,"Namibia",0.94567686375632,0.0373461011793374,0.0368075045844231,0.0367300538973761,0.0368816896393903,0.000538596594914294,0.000464411539947092,0.000616047281961289,0.0144217623234065,TRUE,39.5
"GAB",2024,"Gabon",18.3938632660677,0.0365271335440341,0.028919792417778,0.0280069064490727,0.02987939234607,0.0076073411262561,0.00664774119796404,0.00852022709496131,0.208265483440832,TRUE,32.6
"KEN",2024,"Kenya",4.56636270936913,0.0343937851068673,0.0323178887389323,0.0320166464218077,0.0326309442618861,0.002075896367935,0.00176284084498125,0.00237713868505963,0.0603567290277834,TRUE,38.8
"BWA",2024,"Botswana",0.0785030798269115,0.024029468771287,0.0240011594614155,0.0239968078417539,0.0240053317773972,2.83093098714209e-05,2.41369938897423e-05,3.26609295330307e-05,0.00117810801981806,TRUE,33.3
