"country","year","variable","records","missing_records","pre_series_records","no_series_records","countries","surveys","missing_pct"
"ETH",2016,"pcv3_pct",8086,0,0,0,1,2,0
"ETH",2013,"rotavirus_pct",14138,14138,14138,0,1,1,100
"ETH",2012,"rotavirus_pct",14655,14655,14655,0,1,1,100
"ETH",2015,"rotavirus_pct",16179,0,0,0,1,2,0
"ETH",2014,"rotavirus_pct",19436,0,0,0,1,2,0
"ETH",2016,"rotavirus_pct",8086,0,0,0,1,2,0
"ETH",2019,"hib3_pct",4612,0,0,0,1,2,0
"ETH",2018,"hib3_pct",4747,0,0,0,1,1,0
"ETH",2017,"hib3_pct",7623,0,0,0,1,1,0
"ETH",2019,"pcv3_pct",4612,0,0,0,1,2,0
"ETH",2018,"pcv3_pct",4747,0,0,0,1,1,0
"ETH",2017,"pcv3_pct",7623,0,0,0,1,1,0
"ETH",2019,"rotavirus_pct",4612,0,0,0,1,2,0
"ETH",2018,"rotavirus_pct",4747,0,0,0,1,1,0
"ETH",2017,"rotavirus_pct",7623,0,0,0,1,1,0
"ETH",2022,"hib3_pct",18340,0,0,0,1,1,0
"ETH",2020,"hib3_pct",18537,0,0,0,1,1,0
"ETH",2021,"hib3_pct",19037,0,0,0,1,1,0
"ETH",2023,"hib3_pct",16456,0,0,0,1,1,0
"ETH",2022,"pcv3_pct",18340,0,0,0,1,1,0
"ETH",2020,"pcv3_pct",18537,0,0,0,1,1,0
"ETH",2021,"pcv3_pct",19037,0,0,0,1,1,0
"ETH",2023,"pcv3_pct",16456,0,0,0,1,1,0
"ETH",2022,"rotavirus_pct",18340,0,0,0,1,1,0
"ETH",2020,"rotavirus_pct",18537,0,0,0,1,1,0
"ETH",2021,"rotavirus_pct",19037,0,0,0,1,1,0
"ETH",2023,"rotavirus_pct",16456,0,0,0,1,1,0
"GAB",2010,"hib3_pct",7978,0,0,0,1,1,0
"GAB",2008,"hib3_pct",7298,7298,7298,0,1,1,100
"GAB",2012,"hib3_pct",220,0,0,0,1,1,0
"GAB",2009,"hib3_pct",7644,7644,7644,0,1,1,100
"GAB",2007,"hib3_pct",5860,5860,5860,0,1,1,100
"GAB",2011,"hib3_pct",4480,0,0,0,1,1,0
"GAB",2010,"pcv3_pct",7978,7978,0,7978,1,1,100
"GAB",2008,"pcv3_pct",7298,7298,0,7298,1,1,100
"GAB",2012,"pcv3_pct",220,220,0,220,1,1,100
"GAB",2009,"pcv3_pct",7644,7644,0,7644,1,1,100
"GAB",2007,"pcv3_pct",5860,5860,0,5860,1,1,100
"GAB",2011,"pcv3_pct",4480,4480,0,4480,1,1,100
"GAB",2010,"rotavirus_pct",7978,7978,0,7978,1,1,100
"GAB",2008,"rotavirus_pct",7298,7298,0,7298,1,1,100
"GAB",2012,"rotavirus_pct",220,220,0,220,1,1,100
"GAB",2009,"rotavirus_pct",7644,7644,0,7644,1,1,100
"GAB",2007,"rotavirus_pct",5860,5860,0,5860,1,1,100
"GAB",2011,"rotavirus_pct",4480,4480,0,4480,1,1,100
"GAB",2017,"hib3_pct",8136,0,0,0,1,1,0
"GAB",2015,"hib3_pct",3819,0,0,0,1,1,0
"GAB",2019,"hib3_pct",6064,0,0,0,1,1,0
"GAB",2018,"hib3_pct",8509,0,0,0,1,1,0
"GAB",2016,"hib3_pct",5748,0,0,0,1,1,0
"GAB",2020,"hib3_pct",3471,0,0,0,1,1,0
"GAB",2021,"hib3_pct",628,0,0,0,1,1,0
"GAB",2014,"hib3_pct",60,0,0,0,1,1,0
"GAB",2017,"pcv3_pct",8136,8136,0,8136,1,1,100
"GAB",2015,"pcv3_pct",3819,3819,0,3819,1,1,100
"GAB",2019,"pcv3_pct",6064,6064,0,6064,1,1,100
"GAB",2018,"pcv3_pct",8509,8509,0,8509,1,1,100
"GAB",2016,"pcv3_pct",5748,5748,0,5748,1,1,100
"GAB",2020,"pcv3_pct",3471,3471,0,3471,1,1,100
"GAB",2021,"pcv3_pct",628,628,0,628,1,1,100
"GAB",2014,"pcv3_pct",60,60,0,60,1,1,100
"GAB",2017,"rotavirus_pct",8136,8136,0,8136,1,1,100
"GAB",2015,"rotavirus_pct",3819,3819,0,3819,1,1,100
"GAB",2019,"rotavirus_pct",6064,6064,0,6064,1,1,100
"GAB",2018,"rotavirus_pct",8509,8509,0,8509,1,1,100
"GAB",2016,"rotavirus_pct",5748,5748,0,5748,1,1,100
"GAB",2020,"rotavirus_pct",3471,3471,0,3471,1,1,100
"GAB",2021,"rotavirus_pct",628,628,0,628,1,1,100
"GAB",2014,"rotavirus_pct",60,60,0,60,1,1,100
"GHA",2000,"hib3_pct",5066,5066,5066,0,1,1,100
"GHA",2003,"hib3_pct",1772,0,0,0,1,2,0
"GHA",2002,"hib3_pct",4430,0,0,0,1,1,0
"GHA",2000,"pcv3_pct",5066,5066,5066,0,1,1,100
"GHA",2003,"pcv3_pct",1772,1772,1772,0,1,2,100
"GHA",2002,"pcv3_pct",4430,4430,4430,0,1,1,100
"GHA",2000,"rotavirus_pct",5066,5066,5066,0,1,1,100
"GHA",2003,"rotavirus_pct",1772,1772,1772,0,1,2,100
"GHA",2002,"rotavirus_pct",4430,4430,4430,0,1,1,100
"GHA",2006,"hib3_pct",3764,0,0,0,1,1,0
"GHA",2007,"hib3_pct",3507,0,0,0,1,1,0
"GHA",2004,"hib3_pct",3914,0,0,0,1,1,0
"GHA",2008,"hib3_pct",985,0,0,0,1,1,0
"GHA",2005,"hib3_pct",3738,0,0,0,1,1,0
"GHA",2006,"pcv3_pct",3764,3764,3764,0,1,1,100
"GHA",2007,"pcv3_pct",3507,3507,3507,0,1,1,100
"GHA",2004,"pcv3_pct",3914,3914,3914,0,1,1,100
"GHA",2008,"pcv3_pct",985,985,985,0,1,1,100
"GHA",2005,"pcv3_pct",3738,3738,3738,0,1,1,100
"GHA",2006,"rotavirus_pct",3764,3764,3764,0,1,1,100
"GHA",2007,"rotavirus_pct",3507,3507,3507,0,1,1,100
"GHA",2004,"rotavirus_pct",3914,3914,3914,0,1,1,100
"GHA",2008,"rotavirus_pct",985,985,985,0,1,1,100
"GHA",2005,"rotavirus_pct",3738,3738,3738,0,1,1,100
"GHA",2012,"hib3_pct",7777,0,0,0,1,1,0
"GHA",2010,"hib3_pct",7406,0,0,0,1,1,0
"GHA",2014,"hib3_pct",1898,0,0,0,1,1,0
"GHA",2011,"hib3_pct",7628,0,0,0,1,1,0
"GHA",2013,"hib3_pct",7125,0,0,0,1,1,0
"GHA",2009,"hib3_pct",1518,0,0,0,1,1,0
"GHA",2012,"pcv3_pct",7777,0,0,0,1,1,0
"GHA",2010,"pcv3_pct",7406,7406,7406,0,1,1,100
"GHA",2014,"pcv3_pct",1898,0,0,0,1,1,0
"GHA",2011,"pcv3_pct",7628,7628,7628,0,1,1,100
"GHA",2013,"pcv3_pct",7125,0,0,0,1,1,0
"GHA",2009,"pcv3_pct",1518,1518,1518,0,1,1,100
"GHA",2012,"rotavirus_pct",7777,0,0,0,1,1,0
"GHA",2010,"rotavirus_pct",7406,7406,7406,0,1,1,100
"GHA",2014,"rotavirus_pct",1898,0,0,0,1,1,0
"GHA",2011,"rotavirus_pct",7628,7628,7628,0,1,1,100
"GHA",2013,"rotavirus_pct",7125,0,0,0,1,1,0
"GHA",2009,"rotavirus_pct",1518,1518,1518,0,1,1,100
"GHA",2020,"hib3_pct",12232,0,0,0,1,1,0
"GHA",2022,"hib3_pct",3604,0,0,0,1,1,0
"GHA",2018,"hib3_pct",11873,0,0,0,1,1,0
"GHA",2019,"hib3_pct",12053,0,0,0,1,1,0
"GHA",2021,"hib3_pct",12416,0,0,0,1,1,0
"GHA",2017,"hib3_pct",1553,0,0,0,1,1,0
"GHA",2020,"pcv3_pct",12232,0,0,0,1,1,0
"GHA",2022,"pcv3_pct",3604,0,0,0,1,1,0
"GHA",2018,"pcv3_pct",11873,0,0,0,1,1,0
"GHA",2019,"pcv3_pct",12053,0,0,0,1,1,0
"GHA",2021,"pcv3_pct",12416,0,0,0,1,1,0
"GHA",2017,"pcv3_pct",1553,0,0,0,1,1,0
"GHA",2020,"rotavirus_pct",12232,0,0,0,1,1,0
"GHA",2022,"rotavirus_pct",3604,0,0,0,1,1,0
"GHA",2018,"rotavirus_pct",11873,0,0,0,1,1,0
"GHA",2019,"rotavirus_pct",12053,0,0,0,1,1,0
"GHA",2021,"rotavirus_pct",12416,0,0,0,1,1,0
"GHA",2017,"rotavirus_pct",1553,0,0,0,1,1,0
"GIN",2005,"hib3_pct",470,470,470,0,1,1,100
"GIN",2002,"hib3_pct",8292,8292,8292,0,1,1,100
"GIN",2004,"hib3_pct",5452,5452,5452,0,1,1,100
"GIN",2003,"hib3_pct",8116,8116,8116,0,1,1,100
"GIN",2000,"hib3_pct",5009,5009,5009,0,1,1,100
"GIN",2005,"pcv3_pct",470,470,0,470,1,1,100
"GIN",2002,"pcv3_pct",8292,8292,0,8292,1,1,100
"GIN",2004,"pcv3_pct",5452,5452,0,5452,1,1,100
"GIN",2003,"pcv3_pct",8116,8116,0,8116,1,1,100
"GIN",2000,"pcv3_pct",5009,5009,0,5009,1,1,100
"GIN",2005,"rotavirus_pct",470,470,0,470,1,1,100
"GIN",2002,"rotavirus_pct",8292,8292,0,8292,1,1,100
"GIN",2004,"rotavirus_pct",5452,5452,0,5452,1,1,100
"GIN",2003,"rotavirus_pct",8116,8116,0,8116,1,1,100
"GIN",2000,"rotavirus_pct",5009,5009,0,5009,1,1,100
"GIN",2010,"hib3_pct",9116,0,0,0,1,1,0
"GIN",2007,"hib3_pct",2462,2462,2462,0,1,1,100
"GIN",2008,"hib3_pct",9127,9127,9127,0,1,1,100
"GIN",2012,"hib3_pct",1642,0,0,0,1,1,0
"GIN",2011,"hib3_pct",8182,0,0,0,1,1,0
"GIN",2009,"hib3_pct",9391,0,0,0,1,1,0
"GIN",2010,"pcv3_pct",9116,9116,0,9116,1,1,100
"GIN",2007,"pcv3_pct",2462,2462,0,2462,1,1,100
"GIN",2008,"pcv3_pct",9127,9127,0,9127,1,1,100
"GIN",2012,"pcv3_pct",1642,1642,0,1642,1,1,100
"GIN",2011,"pcv3_pct",8182,8182,0,8182,1,1,100
"GIN",2009,"pcv3_pct",9391,9391,0,9391,1,1,100
"GIN",2010,"rotavirus_pct",9116,9116,0,9116,1,1,100
"GIN",2007,"rotavirus_pct",2462,2462,0,2462,1,1,100
"GIN",2008,"rotavirus_pct",9127,9127,0,9127,1,1,100
"GIN",2012,"rotavirus_pct",1642,1642,0,1642,1,1,100
"GIN",2011,"rotavirus_pct",8182,8182,0,8182,1,1,100
"GIN",2009,"rotavirus_pct",9391,9391,0,9391,1,1,100
"GIN",2013,"hib3_pct",5681,0,0,0,1,1,0
"GIN",2014,"hib3_pct",10670,0,0,0,1,1,0
"GIN",2017,"hib3_pct",8574,0,0,0,1,1,0
"GIN",2016,"hib3_pct",10357,0,0,0,1,1,0
"GIN",2018,"hib3_pct",638,0,0,0,1,1,0
"GIN",2015,"hib3_pct",10982,0,0,0,1,1,0
"GIN",2013,"pcv3_pct",5681,5681,0,5681,1,1,100
"GIN",2014,"pcv3_pct",10670,10670,0,10670,1,1,100
"GIN",2017,"pcv3_pct",8574,8574,0,8574,1,1,100
"GIN",2016,"pcv3_pct",10357,10357,0,10357,1,1,100
"GIN",2018,"pcv3_pct",638,638,0,638,1,1,100
"GIN",2015,"pcv3_pct",10982,10982,0,10982,1,1,100
"GIN",2013,"rotavirus_pct",5681,5681,0,5681,1,1,100
"GIN",2014,"rotavirus_pct",10670,10670,0,10670,1,1,100
"GIN",2017,"rotavirus_pct",8574,8574,0,8574,1,1,100
"GIN",2016,"rotavirus_pct",10357,10357,0,10357,1,1,100
"GIN",2018,"rotavirus_pct",638,638,0,638,1,1,100
"GIN",2015,"rotavirus_pct",10982,10982,0,10982,1,1,100
"GMB",2012,"hib3_pct",6351,0,0,0,1,1,0
"GMB",2009,"hib3_pct",9724,0,0,0,1,1,0
"GMB",2013,"hib3_pct",395,0,0,0,1,1,0
"GMB",2008,"hib3_pct",7698,0,0,0,1,1,0
"GMB",2010,"hib3_pct",10111,0,0,0,1,1,0
"GMB",2011,"hib3_pct",10325,0,0,0,1,1,0
"GMB",2012,"pcv3_pct",6351,0,0,0,1,1,0
"GMB",2009,"pcv3_pct",9724,9724,9724,0,1,1,100
"GMB",2013,"pcv3_pct",395,0,0,0,1,1,0
"GMB",2008,"pcv3_pct",7698,7698,7698,0,1,1,100
"GMB",2010,"pcv3_pct",10111,0,0,0,1,1,0
"GMB",2011,"pcv3_pct",10325,0,0,0,1,1,0
"GMB",2012,"rotavirus_pct",6351,6351,6351,0,1,1,100
"GMB",2009,"rotavirus_pct",9724,9724,9724,0,1,1,100
"GMB",2013,"rotavirus_pct",395,0,0,0,1,1,0
"GMB",2008,"rotavirus_pct",7698,7698,7698,0,1,1,100
"GMB",2010,"rotavirus_pct",10111,10111,10111,0,1,1,100
"GMB",2011,"rotavirus_pct",10325,10325,10325,0,1,1,100
"GMB",2016,"hib3_pct",11169,0,0,0,1,1,0
"GMB",2018,"hib3_pct",10869,0,0,0,1,1,0
"GMB",2015,"hib3_pct",10569,0,0,0,1,1,0
"GMB",2017,"hib3_pct",11097,0,0,0,1,1,0
"GMB",2019,"hib3_pct",5032,0,0,0,1,1,0
"GMB",2014,"hib3_pct",250,0,0,0,1,1,0
"GMB",2020,"hib3_pct",139,0,0,0,1,1,0
"GMB",2016,"pcv3_pct",11169,0,0,0,1,1,0
"GMB",2018,"pcv3_pct",10869,0,0,0,1,1,0
"GMB",2015,"pcv3_pct",10569,0,0,0,1,1,0
"GMB",2017,"pcv3_pct",11097,0,0,0,1,1,0
"GMB",2019,"pcv3_pct",5032,0,0,0,1,1,0
"GMB",2014,"pcv3_pct",250,0,0,0,1,1,0
"GMB",2020,"pcv3_pct",139,0,0,0,1,1,0
"GMB",2016,"rotavirus_pct",11169,0,0,0,1,1,0
"GMB",2018,"rotavirus_pct",10869,0,0,0,1,1,0
"GMB",2015,"rotavirus_pct",10569,0,0,0,1,1,0
"GMB",2017,"rotavirus_pct",11097,0,0,0,1,1,0
"GMB",2019,"rotavirus_pct",5032,0,0,0,1,1,0
"GMB",2014,"rotavirus_pct",250,0,0,0,1,1,0
"GMB",2020,"rotavirus_pct",139,0,0,0,1,1,0
"KEN",2002,"hib3_pct",5686,0,0,0,1,1,0
"KEN",2000,"hib3_pct",7482,7482,7482,0,1,1,100
"KEN",2003,"hib3_pct",989,0,0,0,1,2,0
"KEN",2002,"pcv3_pct",5686,5686,5686,0,1,1,100
"KEN",2000,"pcv3_pct",7482,7482,7482,0,1,1,100
"KEN",2003,"pcv3_pct",989,989,989,0,1,2,100
"KEN",2002,"rotavirus_pct",5686,5686,5686,0,1,1,100
"KEN",2000,"rotavirus_pct",7482,7482,7482,0,1,1,100
"KEN",2003,"rotavirus_pct",989,989,989,0,1,2,100
"KEN",2007,"hib3_pct",7699,0,0,0,1,1,0
"KEN",2004,"hib3_pct",7418,0,0,0,1,1,0
"KEN",2008,"hib3_pct",2950,0,0,0,1,1,0
"KEN",2005,"hib3_pct",7597,0,0,0,1,1,0
"KEN",2006,"hib3_pct",8022,0,0,0,1,1,0
"KEN",2009,"hib3_pct",12729,0,0,0,1,2,0
"KEN",2007,"pcv3_pct",7699,7699,7699,0,1,1,100
"KEN",2004,"pcv3_pct",7418,7418,7418,0,1,1,100
"KEN",2008,"pcv3_pct",2950,2950,2950,0,1,1,100
"KEN",2005,"pcv3_pct",7597,7597,7597,0,1,1,100
"KEN",2006,"pcv3_pct",8022,8022,8022,0,1,1,100
"KEN",2009,"pcv3_pct",12729,12729,12729,0,1,2,100
"KEN",2007,"rotavirus_pct",7699,7699,7699,0,1,1,100
"KEN",2004,"rotavirus_pct",7418,7418,7418,0,1,1,100
"KEN",2008,"rotavirus_pct",2950,2950,2950,0,1,1,100
"KEN",2005,"rotavirus_pct",7597,7597,7597,0,1,1,100
"KEN",2006,"rotavirus_pct",8022,8022,8022,0,1,1,100
"KEN",2009,"rotavirus_pct",12729,12729,12729,0,1,2,100
"KEN",2011,"hib3_pct",29766,0,0,0,1,1,0
"KEN",2013,"hib3_pct",22702,0,0,0,1,1,0
"KEN",2010,"hib3_pct",29354,0,0,0,1,1,0
"KEN",2012,"hib3_pct",28984,0,0,0,1,1,0
"KEN",2014,"hib3_pct",3512,0,0,0,1,1,0
"KEN",2011,"pcv3_pct",29766,0,0,0,1,1,0
"KEN",2013,"pcv3_pct",22702,0,0,0,1,1,0
"KEN",2010,"pcv3_pct",29354,29354,29354,0,1,1,100
"KEN",2012,"pcv3_pct",28984,0,0,0,1,1,0
"KEN",2014,"pcv3_pct",3512,0,0,0,1,1,0
"KEN",2011,"rotavirus_pct",29766,29766,29766,0,1,1,100
"KEN",2013,"rotavirus_pct",22702,22702,22702,0,1,1,100
"KEN",2010,"rotavirus_pct",29354,29354,29354,0,1,1,100
"KEN",2012,"rotavirus_pct",28984,28984,28984,0,1,1,100
"KEN",2014,"rotavirus_pct",3512,0,0,0,1,1,0
"KEN",2021,"hib3_pct",16986,0,0,0,1,1,0
"KEN",2019,"hib3_pct",26239,0,0,0,1,1,0
"KEN",2017,"hib3_pct",18075,0,0,0,1,1,0
"KEN",2018,"hib3_pct",25859,0,0,0,1,1,0
"KEN",2020,"hib3_pct",26165,0,0,0,1,1,0
"KEN",2022,"hib3_pct",1194,0,0,0,1,1,0
"KEN",2021,"pcv3_pct",16986,0,0,0,1,1,0
"KEN",2019,"pcv3_pct",26239,0,0,0,1,1,0
"KEN",2017,"pcv3_pct",18075,0,0,0,1,1,0
"KEN",2018,"pcv3_pct",25859,0,0,0,1,1,0
"KEN",2020,"pcv3_pct",26165,0,0,0,1,1,0
"KEN",2022,"pcv3_pct",1194,0,0,0,1,1,0
"KEN",2021,"rotavirus_pct",16986,0,0,0,1,1,0
"KEN",2019,"rotavirus_pct",26239,0,0,0,1,1,0
"KEN",2017,"rotavirus_pct",18075,0,0,0,1,1,0
"KEN",2018,"rotavirus_pct",25859,0,0,0,1,1,0
"KEN",2020,"rotavirus_pct",26165,0,0,0,1,1,0
"KEN",2022,"rotavirus_pct",1194,0,0,0,1,1,0
"MDG",2000,"hib3_pct",7411,7411,7411,0,1,1,100
"MDG",2003,"hib3_pct",3328,3328,3328,0,1,2,100
"MDG",2002,"hib3_pct",6984,6984,6984,0,1,1,100
"MDG",2004,"hib3_pct",15690,15690,15690,0,1,2,100
"MDG",2000,"pcv3_pct",7411,7411,7411,0,1,1,100
"MDG",2003,"pcv3_pct",3328,3328,3328,0,1,2,100
"MDG",2002,"pcv3_pct",6984,6984,6984,0,1,1,100
"MDG",2004,"pcv3_pct",15690,15690,15690,0,1,2,100
"MDG",2000,"rotavirus_pct",7411,7411,7411,0,1,1,100
"MDG",2003,"rotavirus_pct",3328,3328,3328,0,1,2,100
"MDG",2002,"rotavirus_pct",6984,6984,6984,0,1,1,100
"MDG",2004,"rotavirus_pct",15690,15690,15690,0,1,2,100
"MDG",2007,"hib3_pct",15901,15901,15901,0,1,1,100
"MDG",2008,"hib3_pct",7358,0,0,0,1,1,0
"MDG",2006,"hib3_pct",17054,17054,17054,0,1,1,100
"MDG",2005,"hib3_pct",16548,16548,16548,0,1,1,100
"MDG",2009,"hib3_pct",294,0,0,0,1,1,0
"MDG",2007,"pcv3_pct",15901,15901,15901,0,1,1,100
"MDG",2008,"pcv3_pct",7358,7358,7358,0,1,1,100
"MDG",2006,"pcv3_pct",17054,17054,17054,0,1,1,100
"MDG",2005,"pcv3_pct",16548,16548,16548,0,1,1,100
"MDG",2009,"pcv3_pct",294,294,294,0,1,1,100
"MDG",2007,"rotavirus_pct",15901,15901,15901,0,1,1,100
"MDG",2008,"rotavirus_pct",7358,7358,7358,0,1,1,100
"MDG",2006,"rotavirus_pct",17054,17054,17054,0,1,1,100
"MDG",2005,"rotavirus_pct",16548,16548,16548,0,1,1,100
"MDG",2009,"rotavirus_pct",294,294,294,0,1,1,100
"MDG",2019,"hib3_pct",16355,0,0,0,1,1,0
"MDG",2017,"hib3_pct",16083,0,0,0,1,1,0
"MDG",2021,"hib3_pct",1042,0,0,0,1,1,0
"MDG",2018,"hib3_pct",16454,0,0,0,1,1,0
"MDG",2020,"hib3_pct",11450,0,0,0,1,1,0
"MDG",2016,"hib3_pct",10119,0,0,0,1,1,0
"MDG",2019,"pcv3_pct",16355,0,0,0,1,1,0
"MDG",2017,"pcv3_pct",16083,0,0,0,1,1,0
"MDG",2021,"pcv3_pct",1042,0,0,0,1,1,0
"MDG",2018,"pcv3_pct",16454,0,0,0,1,1,0
"MDG",2020,"pcv3_pct",11450,0,0,0,1,1,0
"MDG",2016,"pcv3_pct",10119,0,0,0,1,1,0
"MDG",2019,"rotavirus_pct",16355,0,0,0,1,1,0
"MDG",2017,"rotavirus_pct",16083,0,0,0,1,1,0
"MDG",2021,"rotavirus_pct",1042,0,0,0,1,1,0
"MDG",2018,"rotavirus_pct",16454,0,0,0,1,1,0
"MDG",2020,"rotavirus_pct",11450,0,0,0,1,1,0
"MDG",2016,"rotavirus_pct",10119,0,0,0,1,1,0
"MLI",2002,"hib3_pct",17588,17588,17588,0,1,1,100
"MLI",2005,"hib3_pct",15257,0,0,0,1,1,0
"MLI",2004,"hib3_pct",17709,17709,17709,0,1,1,100
"MLI",2003,"hib3_pct",17871,17871,17871,0,1,1,100
"MLI",2006,"hib3_pct",2803,0,0,0,1,1,0
"MLI",2002,"pcv3_pct",17588,17588,17588,0,1,1,100
"MLI",2005,"pcv3_pct",15257,15257,15257,0,1,1,100
"MLI",2004,"pcv3_pct",17709,17709,17709,0,1,1,100
"MLI",2003,"pcv3_pct",17871,17871,17871,0,1,1,100
"MLI",2006,"pcv3_pct",2803,2803,2803,0,1,1,100
"MLI",2002,"rotavirus_pct",17588,17588,17588,0,1,1,100
"MLI",2005,"rotavirus_pct",15257,15257,15257,0,1,1,100
"MLI",2004,"rotavirus_pct",17709,17709,17709,0,1,1,100
"MLI",2003,"rotavirus_pct",17871,17871,17871,0,1,1,100
"MLI",2006,"rotavirus_pct",2803,2803,2803,0,1,1,100
"MLI",2009,"hib3_pct",13855,0,0,0,1,1,0
"MLI",2008,"hib3_pct",13319,0,0,0,1,1,0
"MLI",2011,"hib3_pct",12962,0,0,0,1,1,0
"MLI",2012,"hib3_pct",4406,0,0,0,1,1,0
"MLI",2010,"hib3_pct",13598,0,0,0,1,1,0
"MLI",2007,"hib3_pct",588,0,0,0,1,1,0
"MLI",2013,"hib3_pct",3182,0,0,0,1,2,0
"MLI",2009,"pcv3_pct",13855,13855,13855,0,1,1,100
"MLI",2008,"pcv3_pct",13319,13319,13319,0,1,1,100
"MLI",2011,"pcv3_pct",12962,0,0,0,1,1,0
"MLI",2012,"pcv3_pct",4406,0,0,0,1,1,0
"MLI",2010,"pcv3_pct",13598,13598,13598,0,1,1,100
"MLI",2007,"pcv3_pct",588,588,588,0,1,1,100
"MLI",2013,"pcv3_pct",3182,0,0,0,1,2,0
"MLI",2009,"rotavirus_pct",13855,13855,13855,0,1,1,100
"MLI",2008,"rotavirus_pct",13319,13319,13319,0,1,1,100
"MLI",2011,"rotavirus_pct",12962,12962,12962,0,1,1,100
"MLI",2012,"rotavirus_pct",4406,4406,4406,0,1,1,100
"MLI",2010,"rotavirus_pct",13598,13598,13598,0,1,1,100
"MLI",2007,"rotavirus_pct",588,588,588,0,1,1,100
"MLI",2013,"rotavirus_pct",3182,3182,3182,0,1,2,100
"MLI",2017,"hib3_pct",12027,0,0,0,1,1,0
"MLI",2014,"hib3_pct",12616,0,0,0,1,1,0
"MLI",2016,"hib3_pct",12939,0,0,0,1,1,0
"MLI",2015,"hib3_pct",12861,0,0,0,1,1,0
"MLI",2018,"hib3_pct",3028,0,0,0,1,2,0
"MLI",2017,"pcv3_pct",12027,0,0,0,1,1,0
"MLI",2014,"pcv3_pct",12616,0,0,0,1,1,0
"MLI",2016,"pcv3_pct",12939,0,0,0,1,1,0
"MLI",2015,"pcv3_pct",12861,0,0,0,1,1,0
"MLI",2018,"pcv3_pct",3028,0,0,0,1,2,0
"MLI",2017,"rotavirus_pct",12027,0,0,0,1,1,0
"MLI",2014,"rotavirus_pct",12616,0,0,0,1,1,0
"MLI",2016,"rotavirus_pct",12939,0,0,0,1,1,0
"MLI",2015,"rotavirus_pct",12861,0,0,0,1,1,0
"MLI",2018,"rotavirus_pct",3028,0,0,0,1,2,0
"MLI",2023,"hib3_pct",8060,0,0,0,1,1,0
"MLI",2020,"hib3_pct",20270,0,0,0,1,1,0
"MLI",2021,"hib3_pct",20563,0,0,0,1,1,0
"MLI",2019,"hib3_pct",18900,0,0,0,1,1,0
"MLI",2022,"hib3_pct",20349,0,0,0,1,1,0
"MLI",2023,"pcv3_pct",8060,0,0,0,1,1,0
"MLI",2020,"pcv3_pct",20270,0,0,0,1,1,0
"MLI",2021,"pcv3_pct",20563,0,0,0,1,1,0
"MLI",2019,"pcv3_pct",18900,0,0,0,1,1,0
"MLI",2022,"pcv3_pct",20349,0,0,0,1,1,0
"MLI",2023,"rotavirus_pct",8060,0,0,0,1,1,0
"MLI",2020,"rotavirus_pct",20270,0,0,0,1,1,0
"MLI",2021,"rotavirus_pct",20563,0,0,0,1,1,0
"MLI",2019,"rotavirus_pct",18900,0,0,0,1,1,0
"MLI",2022,"rotavirus_pct",20349,0,0,0,1,1,0
"MOZ",2000,"hib3_pct",13004,13004,13004,0,1,1,100
"MOZ",2002,"hib3_pct",12081,12081,12081,0,1,1,100
"MOZ",2003,"hib3_pct",3534,3534,3534,0,1,1,100
"MOZ",2000,"pcv3_pct",13004,13004,13004,0,1,1,100
"MOZ",2002,"pcv3_pct",12081,12081,12081,0,1,1,100
"MOZ",2003,"pcv3_pct",3534,3534,3534,0,1,1,100
"MOZ",2000,"rotavirus_pct",13004,13004,13004,0,1,1,100
"MOZ",2002,"rotavirus_pct",12081,12081,12081,0,1,1,100
"MOZ",2003,"rotavirus_pct",3534,3534,3534,0,1,1,100
"MOZ",2007,"hib3_pct",13209,13209,13209,0,1,1,100
"MOZ",2010,"hib3_pct",12553,0,0,0,1,1,0
"MOZ",2008,"hib3_pct",13753,13753,13753,0,1,1,100
"MOZ",2011,"hib3_pct",2450,0,0,0,1,1,0
"MOZ",2006,"hib3_pct",4633,4633,4633,0,1,1,100
"MOZ",2009,"hib3_pct",13872,0,0,0,1,1,0
"MOZ",2007,"pcv3_pct",13209,13209,13209,0,1,1,100
"MOZ",2010,"pcv3_pct",12553,12553,12553,0,1,1,100
"MOZ",2008,"pcv3_pct",13753,13753,13753,0,1,1,100
"MOZ",2011,"pcv3_pct",2450,2450,2450,0,1,1,100
"MOZ",2006,"pcv3_pct",4633,4633,4633,0,1,1,100
"MOZ",2009,"pcv3_pct",13872,13872,13872,0,1,1,100
"MOZ",2007,"rotavirus_pct",13209,13209,13209,0,1,1,100
"MOZ",2010,"rotavirus_pct",12553,12553,12553,0,1,1,100
"MOZ",2008,"rotavirus_pct",13753,13753,13753,0,1,1,100
"MOZ",2011,"rotavirus_pct",2450,2450,2450,0,1,1,100
"MOZ",2006,"rotavirus_pct",4633,4633,4633,0,1,1,100
"MOZ",2009,"rotavirus_pct",13872,13872,13872,0,1,1,100
"MOZ",2022,"hib3_pct",3232,0,0,0,1,1,0
"MOZ",2019,"hib3_pct",11980,0,0,0,1,1,0
"MOZ",2018,"hib3_pct",11745,0,0,0,1,1,0
"MOZ",2017,"hib3_pct",2054,0,0,0,1,1,0
"MOZ",2020,"hib3_pct",12287,0,0,0,1,1,0
"MOZ",2021,"hib3_pct",11532,0,0,0,1,1,0
"MOZ",2023,"hib3_pct",3,0,0,0,1,1,0
