"survey","regkey","variable","source_rows","consistent","source_labels","recall","data_ids"
"AO71FL","bie","improved_sanitation_pct",1,TRUE,"Bié             ","NA","6504954"
"AO71FL","moxico","improved_sanitation_pct",1,TRUE,"Moxico          ","NA","4467228"
"AO71FL","cuandocubango","improved_sanitation_pct",1,TRUE,"Cuando Cubango  ","NA","7398897"
"AO71FL","namibe","improved_sanitation_pct",1,TRUE,"Namibe          ","NA","623048"
"AO71FL","huila","improved_sanitation_pct",1,TRUE,"Huíla           ","NA","7375700"
"AO71FL","cunene","improved_sanitation_pct",1,TRUE,"Cunene          ","NA","4236542"
"AO71FL","lundasul","improved_sanitation_pct",1,TRUE,"Lunda Sul       ","NA","2966622"
"AO71FL","bengo","improved_sanitation_pct",1,TRUE,"Bengo           ","NA","6425903"
"AO71FL","cabinda","electricity_pct",1,TRUE,"Cabinda         ","NA","348057"
"AO71FL","zaire","electricity_pct",1,TRUE,"Zaire           ","NA","6874854"
"AO71FL","uige","electricity_pct",1,TRUE,"Uíge            ","NA","2866026"
"AO71FL","luanda","electricity_pct",1,TRUE,"Luanda          ","NA","4295160"
"AO71FL","cuanzanorte","electricity_pct",1,TRUE,"Cuanza Norte    ","NA","5700925"
"AO71FL","cuanzasul","electricity_pct",1,TRUE,"Cuanza Sul      ","NA","5634719"
"AO71FL","malanje","electricity_pct",1,TRUE,"Malanje         ","NA","1332923"
"AO71FL","lundanorte","electricity_pct",1,TRUE,"Lunda Norte     ","NA","1448892"
"AO71FL","benguela","electricity_pct",1,TRUE,"Benguela        ","NA","6690027"
"AO71FL","huambo","electricity_pct",1,TRUE,"Huambo          ","NA","7105513"
"AO71FL","bie","electricity_pct",1,TRUE,"Bié             ","NA","6184217"
"AO71FL","moxico","electricity_pct",1,TRUE,"Moxico          ","NA","2981365"
"AO71FL","cuandocubango","electricity_pct",1,TRUE,"Cuando Cubango  ","NA","6964744"
"AO71FL","namibe","electricity_pct",1,TRUE,"Namibe          ","NA","313109"
"AO71FL","huila","electricity_pct",1,TRUE,"Huíla           ","NA","7949439"
"AO71FL","cunene","electricity_pct",1,TRUE,"Cunene          ","NA","6486611"
"AO71FL","lundasul","electricity_pct",1,TRUE,"Lunda Sul       ","NA","545376"
"AO71FL","bengo","electricity_pct",1,TRUE,"Bengo           ","NA","5216635"
"AO71FL","cabinda","interval_7_17_pct",1,TRUE,"Cabinda         ","NA","7807759"
"AO71FL","zaire","interval_7_17_pct",1,TRUE,"Zaire           ","NA","2097500"
"AO71FL","uige","interval_7_17_pct",1,TRUE,"Uíge            ","NA","5301397"
"AO71FL","luanda","interval_7_17_pct",1,TRUE,"Luanda          ","NA","250055"
"AO71FL","cuanzanorte","interval_7_17_pct",1,TRUE,"Cuanza Norte    ","NA","3539699"
"AO71FL","cuanzasul","interval_7_17_pct",1,TRUE,"Cuanza Sul      ","NA","5085856"
"AO71FL","malanje","interval_7_17_pct",1,TRUE,"Malanje         ","NA","4628280"
"AO71FL","lundanorte","interval_7_17_pct",1,TRUE,"Lunda Norte     ","NA","5731856"
"AO71FL","benguela","interval_7_17_pct",1,TRUE,"Benguela        ","NA","5496425"
"AO71FL","huambo","interval_7_17_pct",1,TRUE,"Huambo          ","NA","662749"
"AO71FL","bie","interval_7_17_pct",1,TRUE,"Bié             ","NA","6175283"
"AO71FL","moxico","interval_7_17_pct",1,TRUE,"Moxico          ","NA","4334958"
"AO71FL","cuandocubango","interval_7_17_pct",1,TRUE,"Cuando Cubango  ","NA","1534885"
"AO71FL","namibe","interval_7_17_pct",1,TRUE,"Namibe          ","NA","2097595"
"AO71FL","huila","interval_7_17_pct",1,TRUE,"Huíla           ","NA","7572439"
"AO71FL","cunene","interval_7_17_pct",1,TRUE,"Cunene          ","NA","2097531"
"AO71FL","lundasul","interval_7_17_pct",1,TRUE,"Lunda Sul       ","NA","5328638"
"AO71FL","bengo","interval_7_17_pct",1,TRUE,"Bengo           ","NA","6196622"
"AO71FL","cabinda","interval_18_23_pct",1,TRUE,"Cabinda         ","NA","7807760"
"AO71FL","zaire","interval_18_23_pct",1,TRUE,"Zaire           ","NA","2097503"
"AO71FL","uige","interval_18_23_pct",1,TRUE,"Uíge            ","NA","5301396"
"AO71FL","luanda","interval_18_23_pct",1,TRUE,"Luanda          ","NA","250058"
"AO71FL","cuanzanorte","interval_18_23_pct",1,TRUE,"Cuanza Norte    ","NA","3539706"
"AO71FL","cuanzasul","interval_18_23_pct",1,TRUE,"Cuanza Sul      ","NA","5085859"
"AO71FL","malanje","interval_18_23_pct",1,TRUE,"Malanje         ","NA","4628282"
"AO71FL","lundanorte","interval_18_23_pct",1,TRUE,"Lunda Norte     ","NA","5731858"
"AO71FL","benguela","interval_18_23_pct",1,TRUE,"Benguela        ","NA","5496426"
"AO71FL","huambo","interval_18_23_pct",1,TRUE,"Huambo          ","NA","662751"
"AO71FL","bie","interval_18_23_pct",1,TRUE,"Bié             ","NA","6175288"
"AO71FL","moxico","interval_18_23_pct",1,TRUE,"Moxico          ","NA","4334959"
"AO71FL","cuandocubango","interval_18_23_pct",1,TRUE,"Cuando Cubango  ","NA","1534887"
"AO71FL","namibe","interval_18_23_pct",1,TRUE,"Namibe          ","NA","2097553"
"AO71FL","huila","interval_18_23_pct",1,TRUE,"Huíla           ","NA","7572441"
"AO71FL","cunene","interval_18_23_pct",1,TRUE,"Cunene          ","NA","2097592"
"AO71FL","lundasul","interval_18_23_pct",1,TRUE,"Lunda Sul       ","NA","5328641"
"AO71FL","bengo","interval_18_23_pct",1,TRUE,"Bengo           ","NA","6196623"
"AO81FL","cabinda","dtp3_pct",1,TRUE,"Cabinda         ","NA","6289219"
"AO81FL","zaire","dtp3_pct",1,TRUE,"Zaire           ","NA","4780531"
"AO81FL","uige","dtp3_pct",1,TRUE,"Uíge            ","NA","325258"
"AO81FL","luanda","dtp3_pct",1,TRUE,"Luanda          ","NA","6956033"
"AO81FL","northcuanza","dtp3_pct",1,TRUE,"Cuanza Norte    ","NA","2761997"
"AO81FL","southcuanza","dtp3_pct",1,TRUE,"Cuanza Sul      ","NA","1502935"
"AO81FL","malanje","dtp3_pct",1,TRUE,"Malanje         ","NA","7077261"
"AO81FL","northlunda","dtp3_pct",1,TRUE,"Lunda Norte     ","NA","4079695"
"AO81FL","benguela","dtp3_pct",1,TRUE,"Benguela        ","NA","643502"
"AO81FL","huambo","dtp3_pct",1,TRUE,"Huambo          ","NA","6796962"
"AO81FL","bie","dtp3_pct",1,TRUE,"Bié             ","NA","5652091"
"AO81FL","moxico","dtp3_pct",1,TRUE,"Moxico          ","NA","7799313"
"AO81FL","cuandocubango","dtp3_pct",1,TRUE,"Cuando Cubango  ","NA","5132690"
"AO81FL","namibe","dtp3_pct",1,TRUE,"Namibe          ","NA","7452123"
"AO81FL","huila","dtp3_pct",1,TRUE,"Huíla           ","NA","6758391"
"AO81FL","cunene","dtp3_pct",1,TRUE,"Cunene          ","NA","4420605"
"AO81FL","southlunda","dtp3_pct",1,TRUE,"Lunda Sul       ","NA","2770452"
"AO81FL","bengo","dtp3_pct",1,TRUE,"Bengo           ","NA","6897304"
"AO81FL","cabinda","measles_pct",1,TRUE,"Cabinda         ","NA","6289184"
"AO81FL","zaire","measles_pct",1,TRUE,"Zaire           ","NA","4780535"
"AO81FL","uige","measles_pct",1,TRUE,"Uíge            ","NA","325262"
"AO81FL","luanda","measles_pct",1,TRUE,"Luanda          ","NA","6956037"
"AO81FL","northcuanza","measles_pct",1,TRUE,"Cuanza Norte    ","NA","2762042"
"AO81FL","southcuanza","measles_pct",1,TRUE,"Cuanza Sul      ","NA","1502939"
"AO81FL","malanje","measles_pct",1,TRUE,"Malanje         ","NA","7077265"
"AO81FL","northlunda","measles_pct",1,TRUE,"Lunda Norte     ","NA","4079699"
"AO81FL","benguela","measles_pct",1,TRUE,"Benguela        ","NA","643506"
"AO81FL","huambo","measles_pct",1,TRUE,"Huambo          ","NA","6797018"
"AO81FL","bie","measles_pct",1,TRUE,"Bié             ","NA","5652095"
"AO81FL","moxico","measles_pct",1,TRUE,"Moxico          ","NA","7799317"
"AO81FL","cuandocubango","measles_pct",1,TRUE,"Cuando Cubango  ","NA","5132564"
"AO81FL","namibe","measles_pct",1,TRUE,"Namibe          ","NA","7452128"
"AO81FL","huila","measles_pct",1,TRUE,"Huíla           ","NA","6758260"
"AO81FL","cunene","measles_pct",1,TRUE,"Cunene          ","NA","4420618"
"AO81FL","southlunda","measles_pct",1,TRUE,"Lunda Sul       ","NA","2770456"
"AO81FL","bengo","measles_pct",1,TRUE,"Bengo           ","NA","6896734"
"AO81FL","cabinda","facility_delivery_pct",1,TRUE,"Cabinda         ","Three years preceding the survey","2790989"
"AO81FL","zaire","facility_delivery_pct",1,TRUE,"Zaire           ","Three years preceding the survey","5841513"
"AO81FL","uige","facility_delivery_pct",1,TRUE,"Uíge            ","Three years preceding the survey","2791028"
"AO81FL","luanda","facility_delivery_pct",1,TRUE,"Luanda          ","Three years preceding the survey","4135378"
"AO81FL","northcuanza","facility_delivery_pct",1,TRUE,"Cuanza Norte    ","Three years preceding the survey","1461001"
"AO81FL","southcuanza","facility_delivery_pct",1,TRUE,"Cuanza Sul      ","Three years preceding the survey","1014346"
"AO81FL","malanje","facility_delivery_pct",1,TRUE,"Malanje         ","Three years preceding the survey","5306628"
"AO81FL","northlunda","facility_delivery_pct",1,TRUE,"Lunda Norte     ","Three years preceding the survey","5906211"
"AO81FL","benguela","facility_delivery_pct",1,TRUE,"Benguela        ","Three years preceding the survey","4217454"
"AO81FL","huambo","facility_delivery_pct",1,TRUE,"Huambo          ","Three years preceding the survey","2791073"
"AO81FL","bie","facility_delivery_pct",1,TRUE,"Bié             ","Three years preceding the survey","3615800"
"AO81FL","moxico","facility_delivery_pct",1,TRUE,"Moxico          ","Three years preceding the survey","342398"
"AO81FL","cuandocubango","facility_delivery_pct",1,TRUE,"Cuando Cubango  ","Three years preceding the survey","7741005"
"AO81FL","namibe","facility_delivery_pct",1,TRUE,"Namibe          ","Three years preceding the survey","7422416"
"AO81FL","huila","facility_delivery_pct",1,TRUE,"Huíla           ","Three years preceding the survey","2775160"
"AO81FL","cunene","facility_delivery_pct",1,TRUE,"Cunene          ","Three years preceding the survey","6151717"
"AO81FL","southlunda","facility_delivery_pct",1,TRUE,"Lunda Sul       ","Three years preceding the survey","7962951"
"AO81FL","bengo","facility_delivery_pct",1,TRUE,"Bengo           ","Three years preceding the survey","960838"
"AO81FL","cabinda","exclusive_breastfeeding_pct",1,TRUE,"Cabinda         ","NA","6105922"
"AO81FL","zaire","exclusive_breastfeeding_pct",1,TRUE,"Zaire           ","NA","2784973"
"AO81FL","uige","exclusive_breastfeeding_pct",1,TRUE,"Uíge            ","NA","5552129"
"AO81FL","luanda","exclusive_breastfeeding_pct",1,TRUE,"Luanda          ","NA","1334078"
"AO81FL","northcuanza","exclusive_breastfeeding_pct",1,TRUE,"Cuanza Norte    ","NA","7229212"
"AO81FL","southcuanza","exclusive_breastfeeding_pct",1,TRUE,"Cuanza Sul      ","NA","7629459"
"AO81FL","malanje","exclusive_breastfeeding_pct",1,TRUE,"Malanje         ","NA","2784977"
"AO81FL","northlunda","exclusive_breastfeeding_pct",1,TRUE,"Lunda Norte     ","NA","4938514"
"AO81FL","benguela","exclusive_breastfeeding_pct",1,TRUE,"Benguela        ","NA","3817574"
"AO81FL","huambo","exclusive_breastfeeding_pct",1,TRUE,"Huambo          ","NA","5182166"
"AO81FL","bie","exclusive_breastfeeding_pct",1,TRUE,"Bié             ","NA","5566418"
"AO81FL","moxico","exclusive_breastfeeding_pct",1,TRUE,"Moxico          ","NA","2762279"
"AO81FL","cuandocubango","exclusive_breastfeeding_pct",1,TRUE,"Cuando Cubango  ","NA","257609"
"AO81FL","namibe","exclusive_breastfeeding_pct",1,TRUE,"Namibe          ","NA","4870965"
"AO81FL","huila","exclusive_breastfeeding_pct",1,TRUE,"Huíla           ","NA","5308083"
"AO81FL","cunene","exclusive_breastfeeding_pct",1,TRUE,"Cunene          ","NA","558124"
"AO81FL","southlunda","exclusive_breastfeeding_pct",1,TRUE,"Lunda Sul       ","NA","7184560"
"AO81FL","bengo","exclusive_breastfeeding_pct",1,TRUE,"Bengo           ","NA","7728400"
"AO81FL","cabinda","improved_water_pct",1,TRUE,"Cabinda         ","NA","7342353"
"AO81FL","zaire","improved_water_pct",1,TRUE,"Zaire           ","NA","625980"
"AO81FL","uige","improved_water_pct",1,TRUE,"Uíge            ","NA","6477119"
"AO81FL","luanda","improved_water_pct",1,TRUE,"Luanda          ","NA","3505748"
"AO81FL","northcuanza","improved_water_pct",1,TRUE,"Cuanza Norte    ","NA","266651"
"AO81FL","southcuanza","improved_water_pct",1,TRUE,"Cuanza Sul      ","NA","6598317"
"AO81FL","malanje","improved_water_pct",1,TRUE,"Malanje         ","NA","2785913"
"AO81FL","northlunda","improved_water_pct",1,TRUE,"Lunda Norte     ","NA","5650043"
"AO81FL","benguela","improved_water_pct",1,TRUE,"Benguela        ","NA","2771648"
"AO81FL","huambo","improved_water_pct",1,TRUE,"Huambo          ","NA","6371405"
"AO81FL","bie","improved_water_pct",1,TRUE,"Bié             ","NA","3965861"
"AO81FL","moxico","improved_water_pct",1,TRUE,"Moxico          ","NA","7613896"
"AO81FL","cuandocubango","improved_water_pct",1,TRUE,"Cuando Cubango  ","NA","7260768"
"AO81FL","namibe","improved_water_pct",1,TRUE,"Namibe          ","NA","5859334"
"AO81FL","huila","improved_water_pct",1,TRUE,"Huíla           ","NA","1492875"
"AO81FL","cunene","improved_water_pct",1,TRUE,"Cunene          ","NA","2771614"
"AO81FL","southlunda","improved_water_pct",1,TRUE,"Lunda Sul       ","NA","7495602"
"AO81FL","bengo","improved_water_pct",1,TRUE,"Bengo           ","NA","1257977"
"AO81FL","cabinda","improved_sanitation_pct",1,TRUE,"Cabinda         ","NA","2786013"
"AO81FL","zaire","improved_sanitation_pct",1,TRUE,"Zaire           ","NA","5842618"
"AO81FL","uige","improved_sanitation_pct",1,TRUE,"Uíge            ","NA","4972488"
"AO81FL","luanda","improved_sanitation_pct",1,TRUE,"Luanda          ","NA","6374410"
"AO81FL","northcuanza","improved_sanitation_pct",1,TRUE,"Cuanza Norte    ","NA","1435643"
"AO81FL","southcuanza","improved_sanitation_pct",1,TRUE,"Cuanza Sul      ","NA","6592421"
"AO81FL","malanje","improved_sanitation_pct",1,TRUE,"Malanje         ","NA","7565407"
"AO81FL","northlunda","improved_sanitation_pct",1,TRUE,"Lunda Norte     ","NA","5876979"
"AO81FL","benguela","improved_sanitation_pct",1,TRUE,"Benguela        ","NA","5432334"
"AO81FL","huambo","improved_sanitation_pct",1,TRUE,"Huambo          ","NA","2786041"
"AO81FL","bie","improved_sanitation_pct",1,TRUE,"Bié             ","NA","4198826"
"AO81FL","moxico","improved_sanitation_pct",1,TRUE,"Moxico          ","NA","647441"
"AO81FL","cuandocubango","improved_sanitation_pct",1,TRUE,"Cuando Cubango  ","NA","7741100"
"AO81FL","namibe","improved_sanitation_pct",1,TRUE,"Namibe          ","NA","7392487"
"AO81FL","huila","improved_sanitation_pct",1,TRUE,"Huíla           ","NA","612198"
"AO81FL","cunene","improved_sanitation_pct",1,TRUE,"Cunene          ","NA","6209888"
"AO81FL","southlunda","improved_sanitation_pct",1,TRUE,"Lunda Sul       ","NA","3486693"
"AO81FL","bengo","improved_sanitation_pct",1,TRUE,"Bengo           ","NA","219326"
"AO81FL","cabinda","electricity_pct",1,TRUE,"Cabinda         ","NA","4123475"
"AO81FL","zaire","electricity_pct",1,TRUE,"Zaire           ","NA","4105642"
"AO81FL","uige","electricity_pct",1,TRUE,"Uíge            ","NA","3733206"
"AO81FL","luanda","electricity_pct",1,TRUE,"Luanda          ","NA","3320736"
"AO81FL","northcuanza","electricity_pct",1,TRUE,"Cuanza Norte    ","NA","7280457"
"AO81FL","southcuanza","electricity_pct",1,TRUE,"Cuanza Sul      ","NA","4106982"
"AO81FL","malanje","electricity_pct",1,TRUE,"Malanje         ","NA","2786123"
"AO81FL","northlunda","electricity_pct",1,TRUE,"Lunda Norte     ","NA","7029220"
"AO81FL","benguela","electricity_pct",1,TRUE,"Benguela        ","NA","247249"
"AO81FL","huambo","electricity_pct",1,TRUE,"Huambo          ","NA","7957197"
"AO81FL","bie","electricity_pct",1,TRUE,"Bié             ","NA","1328853"
"AO81FL","moxico","electricity_pct",1,TRUE,"Moxico          ","NA","511809"
"AO81FL","cuandocubango","electricity_pct",1,TRUE,"Cuando Cubango  ","NA","4318068"
"AO81FL","namibe","electricity_pct",1,TRUE,"Namibe          ","NA","6572014"
"AO81FL","huila","electricity_pct",1,TRUE,"Huíla           ","NA","2771788"
"AO81FL","cunene","electricity_pct",1,TRUE,"Cunene          ","NA","6728928"
"AO81FL","southlunda","electricity_pct",1,TRUE,"Lunda Sul       ","NA","7244254"
"AO81FL","bengo","electricity_pct",1,TRUE,"Bengo           ","NA","4512989"
"AO81FL","cabinda","interval_7_17_pct",1,TRUE,"Cabinda         ","NA","5887941"
"AO81FL","zaire","interval_7_17_pct",1,TRUE,"Zaire           ","NA","1441552"
"AO81FL","uige","interval_7_17_pct",1,TRUE,"Uíge            ","NA","7538747"
"AO81FL","luanda","interval_7_17_pct",1,TRUE,"Luanda          ","NA","7512972"
"AO81FL","northcuanza","interval_7_17_pct",1,TRUE,"Cuanza Norte    ","NA","3719812"
"AO81FL","southcuanza","interval_7_17_pct",1,TRUE,"Cuanza Sul      ","NA","5622884"
"AO81FL","malanje","interval_7_17_pct",1,TRUE,"Malanje         ","NA","5066533"
"AO81FL","northlunda","interval_7_17_pct",1,TRUE,"Lunda Norte     ","NA","4139539"
"AO81FL","benguela","interval_7_17_pct",1,TRUE,"Benguela        ","NA","6324707"
"AO81FL","huambo","interval_7_17_pct",1,TRUE,"Huambo          ","NA","3506585"
"AO81FL","bie","interval_7_17_pct",1,TRUE,"Bié             ","NA","146906"
"AO81FL","moxico","interval_7_17_pct",1,TRUE,"Moxico          ","NA","7391335"
"AO81FL","cuandocubango","interval_7_17_pct",1,TRUE,"Cuando Cubango  ","NA","3908917"
"AO81FL","namibe","interval_7_17_pct",1,TRUE,"Namibe          ","NA","7422451"
"AO81FL","huila","interval_7_17_pct",1,TRUE,"Huíla           ","NA","5285080"
"AO81FL","cunene","interval_7_17_pct",1,TRUE,"Cunene          ","NA","6267392"
"AO81FL","southlunda","interval_7_17_pct",1,TRUE,"Lunda Sul       ","NA","2773363"
"AO81FL","bengo","interval_7_17_pct",1,TRUE,"Bengo           ","NA","220171"
"AO81FL","cabinda","interval_18_23_pct",1,TRUE,"Cabinda         ","NA","5887942"
"AO81FL","zaire","interval_18_23_pct",1,TRUE,"Zaire           ","NA","1441551"
"AO81FL","uige","interval_18_23_pct",1,TRUE,"Uíge            ","NA","7538746"
"AO81FL","luanda","interval_18_23_pct",1,TRUE,"Luanda          ","NA","7512973"
