"survey","regkey","variable","source_rows","consistent","source_labels","recall","data_ids"
"BU61FL","bujumburamairie","interval_7_17_pct",1,TRUE,"Bujumbura Mairie","NA","4198734"
"BU61FL","north","interval_7_17_pct",1,TRUE,"North","NA","5295855"
"BU61FL","centraleast","interval_7_17_pct",1,TRUE,"Centre-East","NA","6281085"
"BU61FL","west","interval_7_17_pct",1,TRUE,"West","NA","5830083"
"BU61FL","south","interval_7_17_pct",1,TRUE,"South","NA","7655158"
"BU61FL","bujumburamairie","interval_18_23_pct",1,TRUE,"Bujumbura Mairie","NA","4198747"
"BU61FL","north","interval_18_23_pct",1,TRUE,"North","NA","5295863"
"BU61FL","centraleast","interval_18_23_pct",1,TRUE,"Centre-East","NA","6281135"
"BU61FL","west","interval_18_23_pct",1,TRUE,"West","NA","5830084"
"BU61FL","south","interval_18_23_pct",1,TRUE,"South","NA","7655167"
"BU71FL","bujumburamairie","dtp3_pct",1,TRUE,"Bujumbura Mairie","NA","1467831"
"BU71FL","kayanza","dtp3_pct",1,TRUE,"..Kayanza","NA","280444"
"BU71FL","kirundo","dtp3_pct",1,TRUE,"..Kirundo","NA","6942119"
"BU71FL","muyinga","dtp3_pct",1,TRUE,"..Muyinga","NA","2405197"
"BU71FL","ngozi","dtp3_pct",1,TRUE,"..Ngozi","NA","4393514"
"BU71FL","cankuzo","dtp3_pct",1,TRUE,"..Cankuzo","NA","5546131"
"BU71FL","gitega","dtp3_pct",1,TRUE,"..Gitega","NA","6032094"
"BU71FL","karusi","dtp3_pct",1,TRUE,"..Karusi","NA","1391514"
"BU71FL","muramvya","dtp3_pct",1,TRUE,"..Muramvya","NA","5009547"
"BU71FL","ruyigi","dtp3_pct",1,TRUE,"..Ruyigi","NA","7383285"
"BU71FL","bubanza","dtp3_pct",1,TRUE,"..Bubanza","NA","6763720"
"BU71FL","bujumburarural","dtp3_pct",1,TRUE,"..Bujumbura Rural","NA","4620249"
"BU71FL","cibitoke","dtp3_pct",1,TRUE,"..Cibitoke","NA","579788"
"BU71FL","bururi","dtp3_pct",1,TRUE,"..Bururi","NA","2399618"
"BU71FL","makamba","dtp3_pct",1,TRUE,"..Makamba","NA","2392558"
"BU71FL","mwaro","dtp3_pct",1,TRUE,"..Mwaro","NA","4040717"
"BU71FL","rutana","dtp3_pct",1,TRUE,"..Rutana","NA","4651322"
"BU71FL","rumonge","dtp3_pct",1,TRUE,"..Rumonge","NA","1588116"
"BU71FL","bujumburamairie","measles_pct",1,TRUE,"Bujumbura Mairie","NA","1467835"
"BU71FL","kayanza","measles_pct",1,TRUE,"..Kayanza","NA","280448"
"BU71FL","kirundo","measles_pct",1,TRUE,"..Kirundo","NA","6942125"
"BU71FL","muyinga","measles_pct",1,TRUE,"..Muyinga","NA","2405201"
"BU71FL","ngozi","measles_pct",1,TRUE,"..Ngozi","NA","4393531"
"BU71FL","cankuzo","measles_pct",1,TRUE,"..Cankuzo","NA","5546148"
"BU71FL","gitega","measles_pct",1,TRUE,"..Gitega","NA","6032047"
"BU71FL","karusi","measles_pct",1,TRUE,"..Karusi","NA","1391527"
"BU71FL","muramvya","measles_pct",1,TRUE,"..Muramvya","NA","5009552"
"BU71FL","ruyigi","measles_pct",1,TRUE,"..Ruyigi","NA","7383289"
"BU71FL","bubanza","measles_pct",1,TRUE,"..Bubanza","NA","6763445"
"BU71FL","bujumburarural","measles_pct",1,TRUE,"..Bujumbura Rural","NA","4620253"
"BU71FL","cibitoke","measles_pct",1,TRUE,"..Cibitoke","NA","579802"
"BU71FL","bururi","measles_pct",1,TRUE,"..Bururi","NA","2399622"
"BU71FL","makamba","measles_pct",1,TRUE,"..Makamba","NA","2392562"
"BU71FL","mwaro","measles_pct",1,TRUE,"..Mwaro","NA","4040722"
"BU71FL","rutana","measles_pct",1,TRUE,"..Rutana","NA","4651326"
"BU71FL","rumonge","measles_pct",1,TRUE,"..Rumonge","NA","1588125"
"BU71FL","bujumburamairie","facility_delivery_pct",1,TRUE,"Bujumbura Mairie","Five years preceding the survey","7707034"
"BU71FL","kayanza","facility_delivery_pct",1,TRUE,"..Kayanza","Five years preceding the survey","5210306"
"BU71FL","kirundo","facility_delivery_pct",1,TRUE,"..Kirundo","Five years preceding the survey","908097"
"BU71FL","muyinga","facility_delivery_pct",1,TRUE,"..Muyinga","Five years preceding the survey","3509399"
"BU71FL","ngozi","facility_delivery_pct",1,TRUE,"..Ngozi","Five years preceding the survey","607367"
"BU71FL","cankuzo","facility_delivery_pct",1,TRUE,"..Cankuzo","Five years preceding the survey","639337"
"BU71FL","gitega","facility_delivery_pct",1,TRUE,"..Gitega","Five years preceding the survey","7599495"
"BU71FL","karusi","facility_delivery_pct",1,TRUE,"..Karusi","Five years preceding the survey","1245275"
"BU71FL","muramvya","facility_delivery_pct",1,TRUE,"..Muramvya","Five years preceding the survey","4441460"
"BU71FL","ruyigi","facility_delivery_pct",1,TRUE,"..Ruyigi","Five years preceding the survey","4735379"
"BU71FL","bubanza","facility_delivery_pct",1,TRUE,"..Bubanza","Five years preceding the survey","1510683"
"BU71FL","bujumburarural","facility_delivery_pct",1,TRUE,"..Bujumbura Rural","Five years preceding the survey","5981370"
"BU71FL","cibitoke","facility_delivery_pct",1,TRUE,"..Cibitoke","Five years preceding the survey","6851263"
"BU71FL","bururi","facility_delivery_pct",1,TRUE,"..Bururi","Five years preceding the survey","6180829"
"BU71FL","makamba","facility_delivery_pct",1,TRUE,"..Makamba","Five years preceding the survey","6460800"
"BU71FL","mwaro","facility_delivery_pct",1,TRUE,"..Mwaro","Five years preceding the survey","6992368"
"BU71FL","rutana","facility_delivery_pct",1,TRUE,"..Rutana","Five years preceding the survey","5079716"
"BU71FL","rumonge","facility_delivery_pct",1,TRUE,"..Rumonge","Five years preceding the survey","4316417"
"BU71FL","bujumburamairie","improved_water_pct",1,TRUE,"Bujumbura Mairie","NA","4241787"
"BU71FL","kayanza","improved_water_pct",1,TRUE,"..Kayanza","NA","7937646"
"BU71FL","kirundo","improved_water_pct",1,TRUE,"..Kirundo","NA","7809534"
"BU71FL","muyinga","improved_water_pct",1,TRUE,"..Muyinga","NA","6540370"
"BU71FL","ngozi","improved_water_pct",1,TRUE,"..Ngozi","NA","353175"
"BU71FL","cankuzo","improved_water_pct",1,TRUE,"..Cankuzo","NA","3058811"
"BU71FL","gitega","improved_water_pct",1,TRUE,"..Gitega","NA","3074040"
"BU71FL","karusi","improved_water_pct",1,TRUE,"..Karusi","NA","23825"
"BU71FL","muramvya","improved_water_pct",1,TRUE,"..Muramvya","NA","5917443"
"BU71FL","ruyigi","improved_water_pct",1,TRUE,"..Ruyigi","NA","3058877"
"BU71FL","bubanza","improved_water_pct",1,TRUE,"..Bubanza","NA","1435989"
"BU71FL","bujumburarural","improved_water_pct",1,TRUE,"..Bujumbura Rural","NA","3058840"
"BU71FL","cibitoke","improved_water_pct",1,TRUE,"..Cibitoke","NA","5580266"
"BU71FL","bururi","improved_water_pct",1,TRUE,"..Bururi","NA","5806313"
"BU71FL","makamba","improved_water_pct",1,TRUE,"..Makamba","NA","6985321"
"BU71FL","mwaro","improved_water_pct",1,TRUE,"..Mwaro","NA","3074079"
"BU71FL","rutana","improved_water_pct",1,TRUE,"..Rutana","NA","4417543"
"BU71FL","rumonge","improved_water_pct",1,TRUE,"..Rumonge","NA","7885852"
"BU71FL","bujumburamairie","improved_sanitation_pct",1,TRUE,"Bujumbura Mairie","NA","3074347"
"BU71FL","kayanza","improved_sanitation_pct",1,TRUE,"..Kayanza","NA","7521720"
"BU71FL","kirundo","improved_sanitation_pct",1,TRUE,"..Kirundo","NA","7263394"
"BU71FL","muyinga","improved_sanitation_pct",1,TRUE,"..Muyinga","NA","5889489"
"BU71FL","ngozi","improved_sanitation_pct",1,TRUE,"..Ngozi","NA","3074396"
"BU71FL","cankuzo","improved_sanitation_pct",1,TRUE,"..Cankuzo","NA","414334"
"BU71FL","gitega","improved_sanitation_pct",1,TRUE,"..Gitega","NA","6531540"
"BU71FL","karusi","improved_sanitation_pct",1,TRUE,"..Karusi","NA","3074337"
"BU71FL","muramvya","improved_sanitation_pct",1,TRUE,"..Muramvya","NA","523083"
"BU71FL","ruyigi","improved_sanitation_pct",1,TRUE,"..Ruyigi","NA","7117698"
"BU71FL","bubanza","improved_sanitation_pct",1,TRUE,"..Bubanza","NA","262746"
"BU71FL","bujumburarural","improved_sanitation_pct",1,TRUE,"..Bujumbura Rural","NA","4160421"
"BU71FL","cibitoke","improved_sanitation_pct",1,TRUE,"..Cibitoke","NA","3735152"
"BU71FL","bururi","improved_sanitation_pct",1,TRUE,"..Bururi","NA","3058973"
"BU71FL","makamba","improved_sanitation_pct",1,TRUE,"..Makamba","NA","3891499"
"BU71FL","mwaro","improved_sanitation_pct",1,TRUE,"..Mwaro","NA","6116441"
"BU71FL","rutana","improved_sanitation_pct",1,TRUE,"..Rutana","NA","6642881"
"BU71FL","rumonge","improved_sanitation_pct",1,TRUE,"..Rumonge","NA","7775900"
"BU71FL","bujumburamairie","electricity_pct",1,TRUE,"Bujumbura Mairie","NA","373227"
"BU71FL","kayanza","electricity_pct",1,TRUE,"..Kayanza","NA","4237881"
"BU71FL","kirundo","electricity_pct",1,TRUE,"..Kirundo","NA","5675095"
"BU71FL","muyinga","electricity_pct",1,TRUE,"..Muyinga","NA","3074500"
"BU71FL","ngozi","electricity_pct",1,TRUE,"..Ngozi","NA","401427"
"BU71FL","cankuzo","electricity_pct",1,TRUE,"..Cankuzo","NA","6324861"
"BU71FL","gitega","electricity_pct",1,TRUE,"..Gitega","NA","6663669"
"BU71FL","karusi","electricity_pct",1,TRUE,"..Karusi","NA","5739529"
"BU71FL","muramvya","electricity_pct",1,TRUE,"..Muramvya","NA","24431"
"BU71FL","ruyigi","electricity_pct",1,TRUE,"..Ruyigi","NA","5371455"
"BU71FL","bubanza","electricity_pct",1,TRUE,"..Bubanza","NA","5615744"
"BU71FL","bujumburarural","electricity_pct",1,TRUE,"..Bujumbura Rural","NA","5082361"
"BU71FL","cibitoke","electricity_pct",1,TRUE,"..Cibitoke","NA","1451389"
"BU71FL","bururi","electricity_pct",1,TRUE,"..Bururi","NA","5779413"
"BU71FL","makamba","electricity_pct",1,TRUE,"..Makamba","NA","5314132"
"BU71FL","mwaro","electricity_pct",1,TRUE,"..Mwaro","NA","7707766"
"BU71FL","rutana","electricity_pct",1,TRUE,"..Rutana","NA","5867774"
"BU71FL","rumonge","electricity_pct",1,TRUE,"..Rumonge","NA","7542948"
"BU71FL","bujumburamairie","interval_7_17_pct",1,TRUE,"Bujumbura Mairie","NA","2150973"
"BU71FL","kayanza","interval_7_17_pct",1,TRUE,"..Kayanza","NA","6891616"
"BU71FL","kirundo","interval_7_17_pct",1,TRUE,"..Kirundo","NA","5568568"
"BU71FL","muyinga","interval_7_17_pct",1,TRUE,"..Muyinga","NA","7408415"
"BU71FL","ngozi","interval_7_17_pct",1,TRUE,"..Ngozi","NA","4666354"
"BU71FL","cankuzo","interval_7_17_pct",1,TRUE,"..Cankuzo","NA","1520858"
"BU71FL","gitega","interval_7_17_pct",1,TRUE,"..Gitega","NA","6504436"
"BU71FL","karusi","interval_7_17_pct",1,TRUE,"..Karusi","NA","681988"
"BU71FL","muramvya","interval_7_17_pct",1,TRUE,"..Muramvya","NA","5227998"
"BU71FL","ruyigi","interval_7_17_pct",1,TRUE,"..Ruyigi","NA","7006429"
"BU71FL","bubanza","interval_7_17_pct",1,TRUE,"..Bubanza","NA","180894"
"BU71FL","bujumburarural","interval_7_17_pct",1,TRUE,"..Bujumbura Rural","NA","7645316"
"BU71FL","cibitoke","interval_7_17_pct",1,TRUE,"..Cibitoke","NA","7049801"
"BU71FL","bururi","interval_7_17_pct",1,TRUE,"..Bururi","NA","2854114"
"BU71FL","makamba","interval_7_17_pct",1,TRUE,"..Makamba","NA","594426"
"BU71FL","mwaro","interval_7_17_pct",1,TRUE,"..Mwaro","NA","6758702"
"BU71FL","rutana","interval_7_17_pct",1,TRUE,"..Rutana","NA","4362607"
"BU71FL","rumonge","interval_7_17_pct",1,TRUE,"..Rumonge","NA","6396184"
"BU71FL","bujumburamairie","interval_18_23_pct",1,TRUE,"Bujumbura Mairie","NA","2150985"
"BU71FL","kayanza","interval_18_23_pct",1,TRUE,"..Kayanza","NA","6891615"
"BU71FL","kirundo","interval_18_23_pct",1,TRUE,"..Kirundo","NA","5568576"
"BU71FL","muyinga","interval_18_23_pct",1,TRUE,"..Muyinga","NA","7408414"
"BU71FL","ngozi","interval_18_23_pct",1,TRUE,"..Ngozi","NA","4666356"
"BU71FL","cankuzo","interval_18_23_pct",1,TRUE,"..Cankuzo","NA","1520857"
"BU71FL","gitega","interval_18_23_pct",1,TRUE,"..Gitega","NA","6504438"
"BU71FL","karusi","interval_18_23_pct",1,TRUE,"..Karusi","NA","681987"
"BU71FL","muramvya","interval_18_23_pct",1,TRUE,"..Muramvya","NA","5227997"
"BU71FL","ruyigi","interval_18_23_pct",1,TRUE,"..Ruyigi","NA","7006431"
"BU71FL","bubanza","interval_18_23_pct",1,TRUE,"..Bubanza","NA","180896"
"BU71FL","bujumburarural","interval_18_23_pct",1,TRUE,"..Bujumbura Rural","NA","7645315"
"BU71FL","cibitoke","interval_18_23_pct",1,TRUE,"..Cibitoke","NA","7049800"
"BU71FL","bururi","interval_18_23_pct",1,TRUE,"..Bururi","NA","2854113"
"BU71FL","makamba","interval_18_23_pct",1,TRUE,"..Makamba","NA","594428"
"BU71FL","mwaro","interval_18_23_pct",1,TRUE,"..Mwaro","NA","6758689"
"BU71FL","rutana","interval_18_23_pct",1,TRUE,"..Rutana","NA","4362614"
"BU71FL","rumonge","interval_18_23_pct",1,TRUE,"..Rumonge","NA","6396185"
"CD51FL","kinshasa","dtp3_pct",1,TRUE,"Kinshasa","NA","7337901"
"CD51FL","bascongo","dtp3_pct",1,TRUE,"Bas-Congo","NA","12326"
"CD51FL","bandundu","dtp3_pct",1,TRUE,"Bandundu","NA","4658100"
"CD51FL","equateur","dtp3_pct",1,TRUE,"Equateur","NA","1053039"
"CD51FL","orientale","dtp3_pct",1,TRUE,"Orientale","NA","7440427"
"CD51FL","nordkivu","dtp3_pct",1,TRUE,"Nord-Kivu","NA","5785465"
"CD51FL","maniema","dtp3_pct",1,TRUE,"Maniema","NA","377021"
"CD51FL","sudkivu","dtp3_pct",1,TRUE,"Sud-Kivu","NA","6603476"
"CD51FL","katanga","dtp3_pct",1,TRUE,"Katanga","NA","6995879"
"CD51FL","kasaioriental","dtp3_pct",1,TRUE,"Kasaï Oriental","NA","5962896"
"CD51FL","kasaioccident","dtp3_pct",1,TRUE,"Kasaï Occident","NA","2406594"
"CD51FL","kinshasa","measles_pct",1,TRUE,"Kinshasa","NA","7337902"
"CD51FL","bascongo","measles_pct",1,TRUE,"Bas-Congo","NA","12327"
"CD51FL","bandundu","measles_pct",1,TRUE,"Bandundu","NA","4658101"
"CD51FL","equateur","measles_pct",1,TRUE,"Equateur","NA","1053040"
"CD51FL","orientale","measles_pct",1,TRUE,"Orientale","NA","7440428"
"CD51FL","nordkivu","measles_pct",1,TRUE,"Nord-Kivu","NA","5785473"
"CD51FL","maniema","measles_pct",1,TRUE,"Maniema","NA","377024"
"CD51FL","sudkivu","measles_pct",1,TRUE,"Sud-Kivu","NA","6603477"
"CD51FL","katanga","measles_pct",1,TRUE,"Katanga","NA","6995880"
"CD51FL","kasaioriental","measles_pct",1,TRUE,"Kasaï Oriental","NA","5962897"
"CD51FL","kasaioccident","measles_pct",1,TRUE,"Kasaï Occident","NA","2406604"
"CD51FL","kinshasa","facility_delivery_pct",1,TRUE,"Kinshasa","Five years preceding the survey","7557014"
"CD51FL","bascongo","facility_delivery_pct",1,TRUE,"Bas-Congo","Five years preceding the survey","5961479"
"CD51FL","bandundu","facility_delivery_pct",1,TRUE,"Bandundu","Five years preceding the survey","2479978"
"CD51FL","equateur","facility_delivery_pct",1,TRUE,"Equateur","Five years preceding the survey","7122372"
"CD51FL","orientale","facility_delivery_pct",1,TRUE,"Orientale","Five years preceding the survey","6348042"
"CD51FL","nordkivu","facility_delivery_pct",1,TRUE,"Nord-Kivu","Five years preceding the survey","4581470"
"CD51FL","maniema","facility_delivery_pct",1,TRUE,"Maniema","Five years preceding the survey","6250185"
"CD51FL","sudkivu","facility_delivery_pct",1,TRUE,"Sud-Kivu","Five years preceding the survey","3839316"
"CD51FL","katanga","facility_delivery_pct",1,TRUE,"Katanga","Five years preceding the survey","2480001"
"CD51FL","kasaioriental","facility_delivery_pct",1,TRUE,"Kasaï Oriental","Five years preceding the survey","4568742"
"CD51FL","kasaioccident","facility_delivery_pct",1,TRUE,"Kasaï Occident","Five years preceding the survey","6942753"
"CD51FL","kinshasa","improved_water_pct",1,TRUE,"Kinshasa","NA","1405621"
"CD51FL","bascongo","improved_water_pct",1,TRUE,"Bas-Congo","NA","5288083"
"CD51FL","bandundu","improved_water_pct",1,TRUE,"Bandundu","NA","5904272"
"CD51FL","equateur","improved_water_pct",1,TRUE,"Equateur","NA","1027302"
"CD51FL","orientale","improved_water_pct",1,TRUE,"Orientale","NA","6499938"
"CD51FL","nordkivu","improved_water_pct",1,TRUE,"Nord-Kivu","NA","4608768"
"CD51FL","maniema","improved_water_pct",1,TRUE,"Maniema","NA","5999144"
"CD51FL","sudkivu","improved_water_pct",1,TRUE,"Sud-Kivu","NA","3067416"
"CD51FL","katanga","improved_water_pct",1,TRUE,"Katanga","NA","3077051"
"CD51FL","kasaioriental","improved_water_pct",1,TRUE,"Kasaï Oriental","NA","4813128"
"CD51FL","kasaioccident","improved_water_pct",1,TRUE,"Kasaï Occident","NA","318407"
"CD51FL","kinshasa","improved_sanitation_pct",1,TRUE,"Kinshasa","NA","4595732"
"CD51FL","bascongo","improved_sanitation_pct",1,TRUE,"Bas-Congo","NA","427771"
"CD51FL","bandundu","improved_sanitation_pct",1,TRUE,"Bandundu","NA","3467537"
"CD51FL","equateur","improved_sanitation_pct",1,TRUE,"Equateur","NA","1054751"
"CD51FL","orientale","improved_sanitation_pct",1,TRUE,"Orientale","NA","5918955"
"CD51FL","nordkivu","improved_sanitation_pct",1,TRUE,"Nord-Kivu","NA","6289647"
"CD51FL","maniema","improved_sanitation_pct",1,TRUE,"Maniema","NA","5906714"
"CD51FL","sudkivu","improved_sanitation_pct",1,TRUE,"Sud-Kivu","NA","5315230"
"CD51FL","katanga","improved_sanitation_pct",1,TRUE,"Katanga","NA","6622510"
"CD51FL","kasaioriental","improved_sanitation_pct",1,TRUE,"Kasaï Oriental","NA","6304387"
"CD51FL","kasaioccident","improved_sanitation_pct",1,TRUE,"Kasaï Occident","NA","4605411"
"CD51FL","kinshasa","electricity_pct",1,TRUE,"Kinshasa","NA","7637760"
"CD51FL","bascongo","electricity_pct",1,TRUE,"Bas-Congo","NA","2874781"
"CD51FL","bandundu","electricity_pct",1,TRUE,"Bandundu","NA","489272"
"CD51FL","equateur","electricity_pct",1,TRUE,"Equateur","NA","1054073"
"CD51FL","orientale","electricity_pct",1,TRUE,"Orientale","NA","3059748"
"CD51FL","nordkivu","electricity_pct",1,TRUE,"Nord-Kivu","NA","5412304"
"CD51FL","maniema","electricity_pct",1,TRUE,"Maniema","NA","3077202"
"CD51FL","sudkivu","electricity_pct",1,TRUE,"Sud-Kivu","NA","4031708"
"CD51FL","katanga","electricity_pct",1,TRUE,"Katanga","NA","3829732"
"CD51FL","kasaioriental","electricity_pct",1,TRUE,"Kasaï Oriental","NA","5419114"
"CD51FL","kasaioccident","electricity_pct",1,TRUE,"Kasaï Occident","NA","6425361"
"CD51FL","kinshasa","interval_7_17_pct",1,TRUE,"Kinshasa","NA","5171549"
"CD51FL","bascongo","interval_7_17_pct",1,TRUE,"Bas-Congo","NA","6632465"
"CD51FL","bandundu","interval_7_17_pct",1,TRUE,"Bandundu","NA","4911848"
"CD51FL","equateur","interval_7_17_pct",1,TRUE,"Equateur","NA","1052709"
"CD51FL","orientale","interval_7_17_pct",1,TRUE,"Orientale","NA","7645275"
"CD51FL","nordkivu","interval_7_17_pct",1,TRUE,"Nord-Kivu","NA","3832270"
"CD51FL","maniema","interval_7_17_pct",1,TRUE,"Maniema","NA","5736979"
"CD51FL","sudkivu","interval_7_17_pct",1,TRUE,"Sud-Kivu","NA","4093879"
"CD51FL","katanga","interval_7_17_pct",1,TRUE,"Katanga","NA","4198751"
"CD51FL","kasaioriental","interval_7_17_pct",1,TRUE,"Kasaï Oriental","NA","2127842"
"CD51FL","kasaioccident","interval_7_17_pct",1,TRUE,"Kasaï Occident","NA","658746"
"CD51FL","kinshasa","interval_18_23_pct",1,TRUE,"Kinshasa","NA","5171550"
"CD51FL","bascongo","interval_18_23_pct",1,TRUE,"Bas-Congo","NA","6632464"
"CD51FL","bandundu","interval_18_23_pct",1,TRUE,"Bandundu","NA","4911908"
"CD51FL","equateur","interval_18_23_pct",1,TRUE,"Equateur","NA","1052712"
"CD51FL","orientale","interval_18_23_pct",1,TRUE,"Orientale","NA","7645279"
"CD51FL","nordkivu","interval_18_23_pct",1,TRUE,"Nord-Kivu","NA","3832272"
"CD51FL","maniema","interval_18_23_pct",1,TRUE,"Maniema","NA","5736982"
"CD51FL","sudkivu","interval_18_23_pct",1,TRUE,"Sud-Kivu","NA","4093880"
"CD51FL","katanga","interval_18_23_pct",1,TRUE,"Katanga","NA","4198753"
"CD51FL","kasaioriental","interval_18_23_pct",1,TRUE,"Kasaï Oriental","NA","2127841"
"CD51FL","kasaioccident","interval_18_23_pct",1,TRUE,"Kasaï Occident","NA","658744"
"CD61FL","kinshasa","dtp3_pct",1,TRUE,"Kinshasa","NA","4389306"
"CD61FL","bascongo","dtp3_pct",1,TRUE,"Bas-Congo","NA","7947733"
"CD61FL","bandundu","dtp3_pct",1,TRUE,"Bandundu","NA","5546751"
"CD61FL","equateur","dtp3_pct",1,TRUE,"Equateur","NA","6790939"
"CD61FL","orientale","dtp3_pct",1,TRUE,"Orientale","NA","2467984"
"CD61FL","nordkivu","dtp3_pct",1,TRUE,"Nord-Kivu","NA","5183156"
"CD61FL","maniema","dtp3_pct",1,TRUE,"Maniema","NA","3575372"
"CD61FL","sudkivu","dtp3_pct",1,TRUE,"Sud-Kivu","NA","1554105"
"CD61FL","katanga","dtp3_pct",1,TRUE,"Katanga","NA","363766"
"CD61FL","kasaioriental","dtp3_pct",1,TRUE,"Kasaï Oriental","NA","5168465"
"CD61FL","kasaioccidental","dtp3_pct",1,TRUE,"Kasaï Occident","NA","7506773"
"CD61FL","kinshasa","measles_pct",1,TRUE,"Kinshasa","NA","4389307"
"CD61FL","bascongo","measles_pct",1,TRUE,"Bas-Congo","NA","7947734"
"CD61FL","bandundu","measles_pct",1,TRUE,"Bandundu","NA","5546752"
"CD61FL","equateur","measles_pct",1,TRUE,"Equateur","NA","6790940"
"CD61FL","orientale","measles_pct",1,TRUE,"Orientale","NA","2467985"
"CD61FL","nordkivu","measles_pct",1,TRUE,"Nord-Kivu","NA","5183160"
"CD61FL","maniema","measles_pct",1,TRUE,"Maniema","NA","3575373"
"CD61FL","sudkivu","measles_pct",1,TRUE,"Sud-Kivu","NA","1554106"
"CD61FL","katanga","measles_pct",1,TRUE,"Katanga","NA","363767"
"CD61FL","kasaioriental","measles_pct",1,TRUE,"Kasaï Oriental","NA","5168466"
"CD61FL","kasaioccidental","measles_pct",1,TRUE,"Kasaï Occident","NA","7506774"
"CD61FL","kinshasa","facility_delivery_pct",1,TRUE,"Kinshasa","Five years preceding the survey","418113"
"CD61FL","bascongo","facility_delivery_pct",1,TRUE,"Bas-Congo","Five years preceding the survey","1011434"
"CD61FL","bandundu","facility_delivery_pct",1,TRUE,"Bandundu","Five years preceding the survey","7561109"
"CD61FL","equateur","facility_delivery_pct",1,TRUE,"Equateur","Five years preceding the survey","2667729"
"CD61FL","orientale","facility_delivery_pct",1,TRUE,"Orientale","Five years preceding the survey","1005203"
"CD61FL","nordkivu","facility_delivery_pct",1,TRUE,"Nord-Kivu","Five years preceding the survey","1082187"
"CD61FL","maniema","facility_delivery_pct",1,TRUE,"Maniema","Five years preceding the survey","3422562"
"CD61FL","sudkivu","facility_delivery_pct",1,TRUE,"Sud-Kivu","Five years preceding the survey","6559175"
"CD61FL","katanga","facility_delivery_pct",1,TRUE,"Katanga","Five years preceding the survey","6267016"
"CD61FL","kasaioriental","facility_delivery_pct",1,TRUE,"Kasaï Oriental","Five years preceding the survey","5429582"
"CD61FL","kasaioccidental","facility_delivery_pct",1,TRUE,"Kasaï Occident","Five years preceding the survey","5825324"
"CD61FL","kinshasa","improved_water_pct",1,TRUE,"Kinshasa","NA","2468642"
"CD61FL","bascongo","improved_water_pct",1,TRUE,"Bas-Congo","NA","6312174"
"CD61FL","bandundu","improved_water_pct",1,TRUE,"Bandundu","NA","1518225"
"CD61FL","equateur","improved_water_pct",1,TRUE,"Equateur","NA","4428638"
"CD61FL","orientale","improved_water_pct",1,TRUE,"Orientale","NA","5922418"
"CD61FL","nordkivu","improved_water_pct",1,TRUE,"Nord-Kivu","NA","7344214"
"CD61FL","maniema","improved_water_pct",1,TRUE,"Maniema","NA","598423"
"CD61FL","sudkivu","improved_water_pct",1,TRUE,"Sud-Kivu","NA","7369482"
"CD61FL","katanga","improved_water_pct",1,TRUE,"Katanga","NA","6376220"
"CD61FL","kasaioriental","improved_water_pct",1,TRUE,"Kasaï Oriental","NA","7329748"
"CD61FL","kasaioccidental","improved_water_pct",1,TRUE,"Kasaï Occident","NA","3446484"
"CD61FL","kinshasa","improved_sanitation_pct",1,TRUE,"Kinshasa","NA","7245225"
"CD61FL","bascongo","improved_sanitation_pct",1,TRUE,"Bas-Congo","NA","2457543"
"CD61FL","bandundu","improved_sanitation_pct",1,TRUE,"Bandundu","NA","1252967"
"CD61FL","equateur","improved_sanitation_pct",1,TRUE,"Equateur","NA","209200"
"CD61FL","orientale","improved_sanitation_pct",1,TRUE,"Orientale","NA","5401590"
"CD61FL","nordkivu","improved_sanitation_pct",1,TRUE,"Nord-Kivu","NA","7746428"
"CD61FL","maniema","improved_sanitation_pct",1,TRUE,"Maniema","NA","5550141"
"CD61FL","sudkivu","improved_sanitation_pct",1,TRUE,"Sud-Kivu","NA","5973195"
"CD61FL","katanga","improved_sanitation_pct",1,TRUE,"Katanga","NA","7068415"
"CD61FL","kasaioriental","improved_sanitation_pct",1,TRUE,"Kasaï Oriental","NA","7760489"
"CD61FL","kasaioccidental","improved_sanitation_pct",1,TRUE,"Kasaï Occident","NA","4033056"
"CD61FL","kinshasa","electricity_pct",1,TRUE,"Kinshasa","NA","4959805"
"CD61FL","bascongo","electricity_pct",1,TRUE,"Bas-Congo","NA","7084189"
"CD61FL","bandundu","electricity_pct",1,TRUE,"Bandundu","NA","5281484"
"CD61FL","equateur","electricity_pct",1,TRUE,"Equateur","NA","5641055"
"CD61FL","orientale","electricity_pct",1,TRUE,"Orientale","NA","161927"
"CD61FL","nordkivu","electricity_pct",1,TRUE,"Nord-Kivu","NA","7400926"
"CD61FL","maniema","electricity_pct",1,TRUE,"Maniema","NA","6240558"
"CD61FL","sudkivu","electricity_pct",1,TRUE,"Sud-Kivu","NA","4656799"
"CD61FL","katanga","electricity_pct",1,TRUE,"Katanga","NA","5309460"
"CD61FL","kasaioriental","electricity_pct",1,TRUE,"Kasaï Oriental","NA","4623612"
"CD61FL","kasaioccidental","electricity_pct",1,TRUE,"Kasaï Occident","NA","2845395"
"CD61FL","kinshasa","interval_7_17_pct",1,TRUE,"Kinshasa","NA","3846000"
"CD61FL","bascongo","interval_7_17_pct",1,TRUE,"Bas-Congo","NA","374621"
"CD61FL","bandundu","interval_7_17_pct",1,TRUE,"Bandundu","NA","504477"
