"survey","country","regkey","variable","value","eligible_n","observed_n","missing_n","weighted_n","population","source","small_denominator","low_precision"
"GA71FL","GAB","estuaire","mean_birth_order",2.86048111862514,517,517,0,804.940111999997,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","mean_birth_order",3.17941139626573,671,671,0,428.603431000003,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","mean_birth_order",3.44898688284356,580,580,0,72.4179819999998,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","mean_birth_order",3.33744138718581,487,487,0,181.60278,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ngounie","mean_maternal_age_birth",26.3668018050828,479,479,0,261.550843,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","nyanga","mean_maternal_age_birth",27.5281625287307,427,427,0,112.286416,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","hautogooue","mean_maternal_age_birth",27.1903388649917,583,583,0,555.48381,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","portgentil","mean_maternal_age_birth",27.6539863703084,603,603,0,677.970294000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogooueivindo","mean_maternal_age_birth",27.6127749024835,686,686,0,168.34606,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","liberville","mean_maternal_age_birth",27.3884910035042,637,637,0,2621.18910000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouelolo","mean_maternal_age_birth",26.4661518576702,668,668,0,160.31156,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","estuaire","mean_maternal_age_birth",27.3486210114475,517,517,0,804.940111999997,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","mean_maternal_age_birth",26.3509109854355,671,671,0,428.603431000003,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","mean_maternal_age_birth",26.9738106816712,580,580,0,72.4179819999998,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","mean_maternal_age_birth",27.3422175663648,487,487,0,181.60278,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ngounie","mean_maternal_education_years",7.75609551264316,330,330,0,181.206293,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","nyanga","mean_maternal_education_years",7.62601291654805,300,300,0,82.1174509999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","hautogooue","mean_maternal_education_years",8.16953006466567,414,414,0,392.763655999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","portgentil","mean_maternal_education_years",9.28853626729787,439,439,0,489.968926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogooueivindo","mean_maternal_education_years",7.15311720703544,469,469,0,113.119259,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","liberville","mean_maternal_education_years",9.68808765623916,474,474,0,1936.552442,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouelolo","mean_maternal_education_years",7.90066602996142,447,447,0,108.661478,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","estuaire","mean_maternal_education_years",10.0149864336486,374,374,0,579.837551999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","mean_maternal_education_years",9.19155907687649,455,455,0,292.654318000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","mean_maternal_education_years",8.47171551400184,398,398,0,49.826396,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","mean_maternal_education_years",8.09428893129558,349,349,0,132.230155,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ngounie","mean_wealth_quintile",1.77193489080427,330,330,0,181.206293,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","nyanga","mean_wealth_quintile",1.80736937389837,300,300,0,82.1174509999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","hautogooue","mean_wealth_quintile",2.25146891900813,414,414,0,392.763655999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","portgentil","mean_wealth_quintile",3.19392326728899,439,439,0,489.968926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogooueivindo","mean_wealth_quintile",1.44248261916214,469,469,0,113.119259,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","liberville","mean_wealth_quintile",3.41670879109609,474,474,0,1936.552442,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouelolo","mean_wealth_quintile",1.81777008407709,447,447,0,108.661478,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","estuaire","mean_wealth_quintile",3.26658287906128,374,374,0,579.837551999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","mean_wealth_quintile",2.35551980818543,455,455,0,292.654318000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","mean_wealth_quintile",2.43266009044684,398,398,0,49.826396,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","mean_wealth_quintile",2.26450066552519,349,349,0,132.230155,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ngounie","urban_pct",76.6116571900735,330,330,0,181.206293,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","nyanga","urban_pct",80.533764984985,300,300,0,82.1174509999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","hautogooue","urban_pct",92.358154441866,414,414,0,392.763655999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","portgentil","urban_pct",99.9999999999996,439,439,0,489.968926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogooueivindo","urban_pct",64.5395387535202,469,469,0,113.119259,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","liberville","urban_pct",100,474,474,0,1936.552442,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouelolo","urban_pct",58.2697641937101,447,447,0,108.661478,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","estuaire","urban_pct",93.7731802855019,374,374,0,579.837551999998,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","urban_pct",66.2820375676123,455,455,0,292.654318000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","urban_pct",61.8377315509633,398,398,0,49.826396,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","urban_pct",69.8195332222064,349,349,0,132.230155,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ngounie","exclusive_breastfeeding_pct",22.7537932358738,46,46,0,24.404098,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,TRUE
"GA71FL","GAB","nyanga","exclusive_breastfeeding_pct",26.3651812630426,47,47,0,11.640652,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,TRUE
"GA71FL","GAB","hautogooue","exclusive_breastfeeding_pct",23.483580887423,66,66,0,67.109778,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","portgentil","exclusive_breastfeeding_pct",11.9159338004751,51,51,0,55.922214,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogooueivindo","exclusive_breastfeeding_pct",24.8060666391032,75,75,0,19.134021,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","liberville","exclusive_breastfeeding_pct",17.0965997142343,57,57,0,230.780662,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouelolo","exclusive_breastfeeding_pct",9.82259415546309,61,61,0,14.450144,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","estuaire","exclusive_breastfeeding_pct",22.9342171405922,53,53,0,78.110545,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","woleuntem","exclusive_breastfeeding_pct",22.7943969837427,57,57,0,35.907017,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","ogoouemaritime","exclusive_breastfeeding_pct",21.2264759350913,60,60,0,8.04761,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"GA71FL","GAB","moyenogooue","exclusive_breastfeeding_pct",25.6946649405988,48,48,0,17.88265,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,TRUE
"GH4BFL","GHA","western","male_pct",52.6827453641253,352,352,0,366.910484000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","male_pct",48.6631260125379,316,316,0,362.0235,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","male_pct",50.0832760722094,578,578,0,684.552579,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","male_pct",53.7143885809282,241,241,0,303.921931,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","male_pct",50.984107342755,623,623,0,499.570706000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","male_pct",45.4934024085132,339,339,0,389.623017,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","male_pct",56.4852204166129,291,291,0,215.346767,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","male_pct",48.5691428854795,274,274,0,298.453699999999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","male_pct",52.2394645622682,459,459,0,400.764435000002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","male_pct",48.4524429139722,371,371,0,117.805315,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","multiple_birth_pct",5.67995326075228,352,352,0,366.910484000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","multiple_birth_pct",6.15345467904708,316,316,0,362.0235,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","multiple_birth_pct",3.00954179883383,578,578,0,684.552579,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","multiple_birth_pct",5.185558655851,241,241,0,303.921931,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","multiple_birth_pct",3.05259251930596,623,623,0,499.570706000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","multiple_birth_pct",4.68024762510372,339,339,0,389.623017,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","multiple_birth_pct",0,291,291,0,215.346767,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","multiple_birth_pct",4.22674806846088,274,274,0,298.453699999999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","multiple_birth_pct",3.53276058540473,459,459,0,400.764435000002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","multiple_birth_pct",4.39784062374436,371,371,0,117.805315,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","mean_birth_order",3.59252761226631,352,352,0,366.910484000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","mean_birth_order",3.68940878699864,316,316,0,362.0235,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","mean_birth_order",3.65282014955348,578,578,0,684.552579,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","mean_birth_order",3.64460020820281,241,241,0,303.921931,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","mean_birth_order",3.79285135265716,623,623,0,499.570706000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","mean_birth_order",2.79873620761988,339,339,0,389.623017,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","mean_birth_order",3.74842785543188,291,291,0,215.346767,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","mean_birth_order",3.3904326098152,274,274,0,298.453699999999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","mean_birth_order",3.2788839408866,459,459,0,400.764435000002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","mean_birth_order",4.04714878102063,371,371,0,117.805315,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","mean_maternal_age_birth",27.7245219563327,352,352,0,366.910484000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","mean_maternal_age_birth",28.9439131011753,316,316,0,362.0235,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","mean_maternal_age_birth",28.3525985318555,578,578,0,684.552579,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","mean_maternal_age_birth",27.5891557400202,241,241,0,303.921931,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","mean_maternal_age_birth",29.3804747525568,623,623,0,499.570706000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","mean_maternal_age_birth",28.3443103140216,339,339,0,389.623017,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","mean_maternal_age_birth",29.5753049057848,291,291,0,215.346767,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","mean_maternal_age_birth",28.3066208795536,274,274,0,298.453699999999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","mean_maternal_age_birth",27.4230575795312,459,459,0,400.764435000002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","mean_maternal_age_birth",29.3147981665061,371,371,0,117.805315,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","mean_maternal_education_years",5.39784518611398,237,237,0,246.087796,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","mean_maternal_education_years",5.88024353653539,228,228,0,265.977669,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","mean_maternal_education_years",6.18192149713113,423,423,0,506.78046,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","mean_maternal_education_years",4.5809883095837,168,168,0,211.178707,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","mean_maternal_education_years",0.825968417618077,429,429,0,346.000882000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","mean_maternal_education_years",7.22086614348929,264,264,0,302.724229,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","mean_maternal_education_years",0.800001390158728,224,224,0,165.592601,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","mean_maternal_education_years",5.1181269992493,202,202,0,220.328326,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","mean_maternal_education_years",5.19362878091628,337,337,0,296.75247,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","mean_maternal_education_years",1.33921858282444,265,265,0,83.360159,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","mean_wealth_quintile",2.8279667635367,237,237,0,246.087796,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","mean_wealth_quintile",2.86428770078438,228,228,0,265.977669,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","mean_wealth_quintile",3.31679420907428,423,423,0,506.78046,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","mean_wealth_quintile",2.68235944355886,168,168,0,211.178707,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","mean_wealth_quintile",1.77917417852131,429,429,0,346.000882000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","mean_wealth_quintile",4.36441886850094,264,264,0,302.724229,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","mean_wealth_quintile",1.7419755608525,224,224,0,165.592601,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","mean_wealth_quintile",2.46333559035891,202,202,0,220.328326,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","mean_wealth_quintile",2.74039687689878,337,337,0,296.75247,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","mean_wealth_quintile",1.60754189540353,265,265,0,83.360159,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","western","urban_pct",30.7795137471994,237,237,0,246.087796,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","eastern","urban_pct",29.2985246817844,228,228,0,265.977669,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","ashanti","urban_pct",45.8569474047993,423,423,0,506.78046,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","central","urban_pct",24.7242512001932,168,168,0,211.178707,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","northern","urban_pct",19.1042518787567,429,429,0,346.000882000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","greateraccra","urban_pct",82.164022622715,264,264,0,302.724229,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","uppereast","urban_pct",13.1732697404759,224,224,0,165.592601,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","volta","urban_pct",19.0350105051858,202,202,0,220.328326,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","brongahafo","urban_pct",39.1722151461789,337,337,0,296.75247,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH4BFL","GHA","upperwest","urban_pct",15.2638120567884,265,265,0,83.360159,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","western","male_pct",51.7379262592145,270,270,0,270.549166,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","central","male_pct",55.0061166644955,227,227,0,292.457597,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","greateraccra","male_pct",48.8580007335553,279,279,0,345.942604,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","volta","male_pct",48.3877128426532,245,245,0,244.453352,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","eastern","male_pct",51.4204840028322,261,261,0,254.441197000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","ashanti","male_pct",50.388999585881,439,439,0,544.739783000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","brongahafo","male_pct",53.2978750112452,266,266,0,271.770897,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","northern","male_pct",55.0833611988066,479,479,0,455.548811000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","uppereast","male_pct",53.2837022801856,227,227,0,147.598856,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","upperwest","male_pct",51.6056951328165,299,299,0,81.596903,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","western","multiple_birth_pct",3.07147056590816,270,270,0,270.549166,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","central","multiple_birth_pct",5.40953360838836,227,227,0,292.457597,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","greateraccra","multiple_birth_pct",5.24749359867801,279,279,0,345.942604,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","volta","multiple_birth_pct",2.88795385387066,245,245,0,244.453352,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","eastern","multiple_birth_pct",3.93017173237083,261,261,0,254.441197000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","ashanti","multiple_birth_pct",3.42571858754806,439,439,0,544.739783000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","brongahafo","multiple_birth_pct",3.7595938758667,266,266,0,271.770897,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","northern","multiple_birth_pct",5.83163897227249,479,479,0,455.548811000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","uppereast","multiple_birth_pct",2.93586557337544,227,227,0,147.598856,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","upperwest","multiple_birth_pct",8.35315281512584,299,299,0,81.596903,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","western","mean_birth_order",3.35914595279144,270,270,0,270.549166,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","central","mean_birth_order",3.32352723940353,227,227,0,292.457597,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","greateraccra","mean_birth_order",2.49971344379428,279,279,0,345.942604,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","volta","mean_birth_order",3.13727886210372,245,245,0,244.453352,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","eastern","mean_birth_order",2.9956593782256,261,261,0,254.441197000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","ashanti","mean_birth_order",3.15111079192099,439,439,0,544.739783000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","brongahafo","mean_birth_order",3.2650762859277,266,266,0,271.770897,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","northern","mean_birth_order",4.17825879694809,479,479,0,455.548811000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","uppereast","mean_birth_order",3.60749523695495,227,227,0,147.598856,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","upperwest","mean_birth_order",3.55744523784193,299,299,0,81.596903,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","western","mean_maternal_age_birth",28.6252712732443,270,270,0,270.549166,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","central","mean_maternal_age_birth",27.3743282859566,227,227,0,292.457597,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","greateraccra","mean_maternal_age_birth",28.0182696599868,279,279,0,345.942604,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","volta","mean_maternal_age_birth",27.675561793551,245,245,0,244.453352,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","eastern","mean_maternal_age_birth",26.9565488773161,261,261,0,254.441197000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","ashanti","mean_maternal_age_birth",27.4967607917791,439,439,0,544.739783000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","brongahafo","mean_maternal_age_birth",27.809843315379,266,266,0,271.770897,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","northern","mean_maternal_age_birth",29.6135436900525,479,479,0,455.548811000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","uppereast","mean_maternal_age_birth",28.7095067062488,227,227,0,147.598856,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","upperwest","mean_maternal_age_birth",27.9106526506282,299,299,0,81.596903,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","western","mean_maternal_education_years",5.77502797335664,189,189,0,189.298877,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","central","mean_maternal_education_years",5.76593881690747,158,157,1,198.495818,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"GH5AFL","GHA","greateraccra","mean_maternal_education_years",7.94402845184496,210,209,1,260.927051,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
