"survey","country","regkey","variable","value","eligible_n","observed_n","missing_n","weighted_n","population","source","small_denominator","low_precision"
"SN61FL","SEN","kaffrine","mean_maternal_age_birth",26.8814985987593,951,951,0,531.830950999999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaolack","mean_maternal_age_birth",27.4135630708069,1176,1176,0,996.732356999994,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","tambacounda","mean_maternal_age_birth",25.6443071507275,971,971,0,634.351638999996,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kolda","mean_maternal_age_birth",25.9080393048518,1054,1054,0,653.265171999995,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","dakar","mean_maternal_age_birth",27.8486189909693,794,794,0,2296.871415,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","ziguinchor","mean_maternal_age_birth",27.7675995114212,599,599,0,366.796456000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","sedhiou","mean_maternal_age_birth",27.4638698965651,944,944,0,418.143498000001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kedougou","mean_maternal_age_birth",26.5102494034006,427,427,0,107.740084,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","fatick","mean_maternal_education_years",1.44319908122358,557,557,0,397.321478000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","matam","mean_maternal_education_years",0.885443225392192,544,544,0,322.021837000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","diourbel","mean_maternal_education_years",0.901426247685348,689,689,0,905.417841,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","saintlouis","mean_maternal_education_years",1.88018103178428,531,531,0,494.511394,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","louga","mean_maternal_education_years",0.716636823348566,593,593,0,525.382262999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","thies","mean_maternal_education_years",1.88755835561103,630,630,0,957.582296000005,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaffrine","mean_maternal_education_years",0.559821813746565,610,610,0,341.718392,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaolack","mean_maternal_education_years",1.20365982645435,740,740,0,625.143849999997,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","tambacounda","mean_maternal_education_years",0.848211465414561,650,650,0,418.350926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kolda","mean_maternal_education_years",1.30651294597021,694,694,0,426.682427999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","dakar","mean_maternal_education_years",3.91600123130547,572,572,0,1674.365984,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","ziguinchor","mean_maternal_education_years",4.44763554974991,406,406,0,249.861527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","sedhiou","mean_maternal_education_years",1.23240676323241,636,636,0,278.563309000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kedougou","mean_maternal_education_years",1.32258931083299,299,299,0,73.0282350000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","fatick","mean_wealth_quintile",2.101228597564,557,557,0,397.321478000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","matam","mean_wealth_quintile",2.33357490287218,544,544,0,322.021837000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","diourbel","mean_wealth_quintile",3.1627965391506,689,689,0,905.417841,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","saintlouis","mean_wealth_quintile",2.81333255184814,531,531,0,494.511394,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","louga","mean_wealth_quintile",2.43358310518374,593,593,0,525.382262999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","thies","mean_wealth_quintile",3.20589492393872,630,630,0,957.582296000005,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaffrine","mean_wealth_quintile",1.80145200086274,610,610,0,341.718392,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaolack","mean_wealth_quintile",2.33481044882711,740,740,0,625.143849999997,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","tambacounda","mean_wealth_quintile",1.77222933647815,650,650,0,418.350926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kolda","mean_wealth_quintile",1.71310164429832,694,694,0,426.682427999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","dakar","mean_wealth_quintile",4.38506395923056,572,572,0,1674.365984,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","ziguinchor","mean_wealth_quintile",2.83311556804821,406,406,0,249.861527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","sedhiou","mean_wealth_quintile",1.86642585438271,636,636,0,278.563309000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kedougou","mean_wealth_quintile",1.63641499756909,299,299,0,73.0282350000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","fatick","urban_pct",11.4872669934042,557,557,0,397.321478000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","matam","urban_pct",24.0697453073655,544,544,0,322.021837000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","diourbel","urban_pct",12.5560590759333,689,689,0,905.417841,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","saintlouis","urban_pct",46.5163047385719,531,531,0,494.511394,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","louga","urban_pct",19.1588266465707,593,593,0,525.382262999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","thies","urban_pct",45.2450218440544,630,630,0,957.582296000005,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaffrine","urban_pct",12.2259313452464,610,610,0,341.718392,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaolack","urban_pct",26.9888220127258,740,740,0,625.143849999997,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","tambacounda","urban_pct",23.1776563582889,650,650,0,418.350926000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kolda","urban_pct",16.8048207037952,694,694,0,426.682427999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","dakar","urban_pct",96.7737824038359,572,572,0,1674.365984,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","ziguinchor","urban_pct",49.7935170307352,406,406,0,249.861527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","sedhiou","urban_pct",14.6831641779499,636,636,0,278.563309000001,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kedougou","urban_pct",21.7732333254391,299,299,0,73.0282350000002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","fatick","exclusive_breastfeeding_pct",28.9449016911086,111,111,0,80.87417,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","matam","exclusive_breastfeeding_pct",36.8313180783349,94,94,0,56.0718950000001,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","diourbel","exclusive_breastfeeding_pct",36.1767352851691,120,120,0,154.092987,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","saintlouis","exclusive_breastfeeding_pct",39.7466243463036,85,85,0,77.178607,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","louga","exclusive_breastfeeding_pct",46.0417371408413,83,83,0,74.906281,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","thies","exclusive_breastfeeding_pct",52.0786950901426,105,105,0,155.264426,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaffrine","exclusive_breastfeeding_pct",50.8885280226234,114,114,0,63.345104,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kaolack","exclusive_breastfeeding_pct",26.4775130017129,145,145,0,122.538854,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","tambacounda","exclusive_breastfeeding_pct",20.259837996357,105,105,0,67.273302,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kolda","exclusive_breastfeeding_pct",37.3892978740558,104,104,0,64.706639,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","dakar","exclusive_breastfeeding_pct",39.1161490471394,58,58,0,168.652576,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","ziguinchor","exclusive_breastfeeding_pct",46.0774153843813,69,69,0,43.118458,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","sedhiou","exclusive_breastfeeding_pct",47.2111073954963,98,98,0,42.424563,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN61FL","SEN","kedougou","exclusive_breastfeeding_pct",56.5036480564775,43,43,0,10.91266,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,TRUE
"SN6DFL","SEN","west","male_pct",48.9365941010842,926,926,0,1921.48163,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","male_pct",50.9650504866054,2424,2424,0,2020.39253599999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","male_pct",49.8977451942166,2080,2080,0,1200.987074,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","male_pct",50.2623779873405,1432,1432,0,1248.476495,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","multiple_birth_pct",4.8208119481215,926,926,0,1921.48163,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","multiple_birth_pct",4.35455904891546,2424,2424,0,2020.39253599999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","multiple_birth_pct",4.25033808482105,2080,2080,0,1200.987074,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","multiple_birth_pct",2.17189255132913,1432,1432,0,1248.476495,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","mean_birth_order",3.26683087363162,926,926,0,1921.48163,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","mean_birth_order",3.77402732545039,2424,2424,0,2020.39253599999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","mean_birth_order",4.02627083978091,2080,2080,0,1200.987074,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","mean_birth_order",3.54761767621424,1432,1432,0,1248.476495,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","mean_maternal_age_birth",28.0066863821643,926,926,0,1921.48163,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","mean_maternal_age_birth",27.6342727088919,2424,2424,0,2020.39253599999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","mean_maternal_age_birth",27.4216560568217,2080,2080,0,1200.987074,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","mean_maternal_age_birth",27.0187765811722,1432,1432,0,1248.476495,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","mean_maternal_education_years",3.14273829276732,641,641,0,1330.847002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","mean_maternal_education_years",1.35204013463023,1513,1513,0,1258.95426799999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","mean_maternal_education_years",1.81228220343262,1371,1371,0,791.579854000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","mean_maternal_education_years",1.59408672231373,945,945,0,818.893050000003,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","mean_wealth_quintile",3.8369003381502,641,641,0,1330.847002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","mean_wealth_quintile",2.65678871744372,1513,1513,0,1258.95426799999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","mean_wealth_quintile",2.01981548534962,1371,1371,0,791.579854000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","mean_wealth_quintile",2.59065775561289,945,945,0,818.893050000003,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","urban_pct",70.0820538047089,641,641,0,1330.847002,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","urban_pct",17.1067250395153,1513,1513,0,1258.95426799999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","urban_pct",23.9160514309905,1371,1371,0,791.579854000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","urban_pct",26.4207357725162,945,945,0,818.893050000003,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","west","exclusive_breastfeeding_pct",48.5562550209665,93,93,0,200.230376,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","center","exclusive_breastfeeding_pct",25.8036586680524,247,247,0,206.849539,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","south","exclusive_breastfeeding_pct",42.6301718671264,205,205,0,110.57612,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN6DFL","SEN","north","exclusive_breastfeeding_pct",34.310218075748,127,127,0,116.815282,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","male_pct",51.4209129656738,816,816,0,1964.765765,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","male_pct",49.6649654345395,2388,2388,0,1856.029688,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","male_pct",50.4464548195403,2115,2115,0,1085.41823,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","male_pct",52.1376513632538,1523,1523,0,1280.67616500002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","multiple_birth_pct",3.11775719483793,816,816,0,1964.765765,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","multiple_birth_pct",3.76679109456141,2388,2388,0,1856.029688,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","multiple_birth_pct",4.55396939482029,2115,2115,0,1085.41823,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","multiple_birth_pct",4.99272476114201,1523,1523,0,1280.67616500002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","mean_birth_order",3.16532581989487,816,816,0,1964.765765,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","mean_birth_order",3.84735138837928,2388,2388,0,1856.029688,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","mean_birth_order",3.7370850644364,2115,2115,0,1085.41823,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","mean_birth_order",3.45256424523207,1523,1523,0,1280.67616500002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","mean_maternal_age_birth",28.5871662886662,816,816,0,1964.765765,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","mean_maternal_age_birth",27.2931647646504,2388,2388,0,1856.029688,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","mean_maternal_age_birth",27.0807184218597,2115,2115,0,1085.41823,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","mean_maternal_age_birth",27.2951882103358,1523,1523,0,1280.67616500002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","mean_maternal_education_years",3.65992346204701,560,560,0,1385.553387,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","mean_maternal_education_years",1.15492931967119,1491,1491,0,1145.255142,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","mean_maternal_education_years",2.0005633634407,1423,1423,0,723.151291999996,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","mean_maternal_education_years",1.82045235785448,1010,1010,0,845.6756,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","mean_wealth_quintile",3.95045482213527,560,560,0,1385.553387,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","mean_wealth_quintile",2.24574164452867,1491,1491,0,1145.255142,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","mean_wealth_quintile",1.90981229277816,1423,1423,0,723.151291999996,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","mean_wealth_quintile",2.85520493319188,1010,1010,0,845.6756,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","urban_pct",82.4467136176835,560,560,0,1385.553387,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","urban_pct",20.592685276064,1491,1491,0,1145.255142,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","urban_pct",27.4951975056418,1423,1423,0,723.151291999996,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","urban_pct",32.4055352903643,1010,1010,0,845.6756,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","west","exclusive_breastfeeding_pct",33.5118925074815,70,70,0,190.446296,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","center","exclusive_breastfeeding_pct",23.8299379152943,218,218,0,167.88998,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","south","exclusive_breastfeeding_pct",41.3388278921529,199,199,0,97.54256,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN71FL","SEN","north","exclusive_breastfeeding_pct",35.5799911090616,125,125,0,110.712723,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","male_pct",49.7368919797948,895,895,0,1858.563831,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","male_pct",49.5145546613288,2295,2295,0,1258.78992200002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","male_pct",50.7834368949743,2458,2458,0,2133.80517400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","male_pct",49.8905025402796,1287,1287,0,1083.189969,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","multiple_birth_pct",4.30888348649889,895,895,0,1858.563831,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","multiple_birth_pct",3.17336445914121,2295,2295,0,1258.78992200002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","multiple_birth_pct",3.52318257149373,2458,2458,0,2133.80517400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","multiple_birth_pct",4.36173832403722,1287,1287,0,1083.189969,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","mean_birth_order",3.24114161619022,895,895,0,1858.563831,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","mean_birth_order",3.79569380839062,2295,2295,0,1258.78992200002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","mean_birth_order",3.80560445112122,2458,2458,0,2133.80517400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","mean_birth_order",3.68400067412368,1287,1287,0,1083.189969,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","mean_maternal_age_birth",28.5894226985794,895,895,0,1858.563831,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","mean_maternal_age_birth",27.2362322508856,2295,2295,0,1258.78992200002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","mean_maternal_age_birth",27.7679730760491,2458,2458,0,2133.80517400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","mean_maternal_age_birth",27.1144992671795,1287,1287,0,1083.189969,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","mean_maternal_education_years",3.78666243168945,630,630,0,1340.6605,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","mean_maternal_education_years",2.24042912890663,1552,1552,0,851.055136000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","mean_maternal_education_years",1.43338406880098,1614,1614,0,1412.285527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","mean_maternal_education_years",1.54050184138213,885,885,0,744.455744999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","mean_wealth_quintile",3.99238153730939,630,630,0,1340.6605,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","mean_wealth_quintile",1.97172996556594,1552,1552,0,851.055136000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","mean_wealth_quintile",2.5533055554707,1614,1614,0,1412.285527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","mean_wealth_quintile",2.51776449921815,885,885,0,744.455744999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","urban_pct",76.3735557958184,630,630,0,1340.6605,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","urban_pct",22.2327439194256,1552,1552,0,851.055136000004,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","urban_pct",19.5198176097998,1614,1614,0,1412.285527,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","urban_pct",23.6838005729945,885,885,0,744.455744999999,"mothers_with_birth_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","west","exclusive_breastfeeding_pct",26.5980900438334,84,84,0,197.759617,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","south","exclusive_breastfeeding_pct",43.6614989067184,194,194,0,103.172878,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","center","exclusive_breastfeeding_pct",28.8495206271863,215,215,0,176.852332,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN7AFL","SEN","north","exclusive_breastfeeding_pct",42.7834401531552,133,133,0,111.979997,"youngest_resident_child_age_0_5_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","west","male_pct",50.5124800487851,853,853,0,1905.105774,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","south","male_pct",51.471326817735,2188,2188,0,1082.02306300001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","center","male_pct",51.9123456032318,2335,2335,0,1973.31057400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","north","male_pct",50.1178533203247,1349,1349,0,1112.27965099999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","west","multiple_birth_pct",5.85020976373358,853,853,0,1905.105774,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","south","multiple_birth_pct",4.03595352939345,2188,2188,0,1082.02306300001,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","center","multiple_birth_pct",3.76598493816205,2335,2335,0,1973.31057400002,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","north","multiple_birth_pct",3.38432641163191,1349,1349,0,1112.27965099999,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
"SN7IFL","SEN","west","mean_birth_order",3.21010754492628,853,853,0,1905.105774,"live_births_last_60_months","local_BR_weighted_summary",FALSE,FALSE
