"age_band","records","deaths","complete_case_records","complete_case_deaths","baseline","survey","country"
"48-59",2928,17,0,0,"eligible_MAP","CG51FL","COG"
"<1",3972,134,0,0,"regional_baseline","CG51FL","COG"
"1-5",3415,58,0,0,"regional_baseline","CG51FL","COG"
"6-11",3265,59,0,0,"regional_baseline","CG51FL","COG"
"12-23",2691,44,0,0,"regional_baseline","CG51FL","COG"
"24-35",2383,22,0,0,"regional_baseline","CG51FL","COG"
"36-47",2378,16,0,0,"regional_baseline","CG51FL","COG"
"48-59",2170,14,0,0,"regional_baseline","CG51FL","COG"
"<1",9364,182,0,0,"previous_primary","CG61FL","COG"
"1-5",8387,103,0,0,"previous_primary","CG61FL","COG"
"6-11",7921,68,0,0,"previous_primary","CG61FL","COG"
"12-23",6676,70,0,0,"previous_primary","CG61FL","COG"
"24-35",6551,60,0,0,"previous_primary","CG61FL","COG"
"36-47",6180,30,0,0,"previous_primary","CG61FL","COG"
"48-59",5937,22,0,0,"previous_primary","CG61FL","COG"
"<1",9367,182,0,0,"eligible_MAP","CG61FL","COG"
"1-5",8390,103,0,0,"eligible_MAP","CG61FL","COG"
"6-11",7924,69,0,0,"eligible_MAP","CG61FL","COG"
"12-23",6678,70,0,0,"eligible_MAP","CG61FL","COG"
"24-35",6552,60,0,0,"eligible_MAP","CG61FL","COG"
"36-47",6181,30,0,0,"eligible_MAP","CG61FL","COG"
"48-59",5937,22,0,0,"eligible_MAP","CG61FL","COG"
"<1",9367,182,0,0,"regional_baseline","CG61FL","COG"
"1-5",8390,103,0,0,"regional_baseline","CG61FL","COG"
"6-11",7924,69,0,0,"regional_baseline","CG61FL","COG"
"12-23",6678,70,0,0,"regional_baseline","CG61FL","COG"
"24-35",6552,60,0,0,"regional_baseline","CG61FL","COG"
"36-47",6181,30,0,0,"regional_baseline","CG61FL","COG"
"48-59",5937,22,0,0,"regional_baseline","CG61FL","COG"
"<1",3147,72,0,0,"previous_primary","KM61FL","COM"
"1-5",2824,22,0,0,"previous_primary","KM61FL","COM"
"6-11",2707,7,0,0,"previous_primary","KM61FL","COM"
"12-23",2309,5,0,0,"previous_primary","KM61FL","COM"
"24-35",2339,9,0,0,"previous_primary","KM61FL","COM"
"36-47",2302,7,0,0,"previous_primary","KM61FL","COM"
"48-59",2308,7,0,0,"previous_primary","KM61FL","COM"
"<1",3160,72,0,0,"eligible_MAP","KM61FL","COM"
"1-5",2835,22,0,0,"eligible_MAP","KM61FL","COM"
"6-11",2715,7,0,0,"eligible_MAP","KM61FL","COM"
"12-23",2316,5,0,0,"eligible_MAP","KM61FL","COM"
"24-35",2346,9,0,0,"eligible_MAP","KM61FL","COM"
"36-47",2308,7,0,0,"eligible_MAP","KM61FL","COM"
"48-59",2318,7,0,0,"eligible_MAP","KM61FL","COM"
"<1",3160,72,0,0,"regional_baseline","KM61FL","COM"
"1-5",2835,22,0,0,"regional_baseline","KM61FL","COM"
"6-11",2715,7,0,0,"regional_baseline","KM61FL","COM"
"12-23",2316,5,0,0,"regional_baseline","KM61FL","COM"
"24-35",2346,9,0,0,"regional_baseline","KM61FL","COM"
"36-47",2308,7,0,0,"regional_baseline","KM61FL","COM"
"48-59",2318,7,0,0,"regional_baseline","KM61FL","COM"
"<1",464,23,0,0,"eligible_MAP","ET41FL","ETH"
"1-5",4,0,0,0,"eligible_MAP","ET41FL","ETH"
"<1",7815,266,0,0,"previous_primary","ET51FL","ETH"
"1-5",6751,147,0,0,"previous_primary","ET51FL","ETH"
"6-11",6446,86,0,0,"previous_primary","ET51FL","ETH"
"12-23",5601,64,0,0,"previous_primary","ET51FL","ETH"
"24-35",5744,69,0,0,"previous_primary","ET51FL","ETH"
"36-47",5559,68,0,0,"previous_primary","ET51FL","ETH"
"48-59",5658,37,0,0,"previous_primary","ET51FL","ETH"
"<1",9888,340,0,0,"eligible_MAP","ET51FL","ETH"
"1-5",8759,190,0,0,"eligible_MAP","ET51FL","ETH"
"6-11",8353,111,0,0,"eligible_MAP","ET51FL","ETH"
"12-23",7288,88,0,0,"eligible_MAP","ET51FL","ETH"
"24-35",7613,96,0,0,"eligible_MAP","ET51FL","ETH"
"36-47",7608,102,0,0,"eligible_MAP","ET51FL","ETH"
"48-59",7598,57,0,0,"eligible_MAP","ET51FL","ETH"
"<1",7815,266,0,0,"regional_baseline","ET51FL","ETH"
"1-5",6751,147,0,0,"regional_baseline","ET51FL","ETH"
"6-11",6446,86,0,0,"regional_baseline","ET51FL","ETH"
"12-23",5601,64,0,0,"regional_baseline","ET51FL","ETH"
"24-35",5744,69,0,0,"regional_baseline","ET51FL","ETH"
"36-47",5559,68,0,0,"regional_baseline","ET51FL","ETH"
"48-59",5658,37,0,0,"regional_baseline","ET51FL","ETH"
"<1",11702,419,0,0,"previous_primary","ET61FL","ETH"
"1-5",10395,139,0,0,"previous_primary","ET61FL","ETH"
"6-11",10092,101,0,0,"previous_primary","ET61FL","ETH"
"12-23",8978,91,0,0,"previous_primary","ET61FL","ETH"
"24-35",9210,87,0,0,"previous_primary","ET61FL","ETH"
"36-47",9075,76,0,0,"previous_primary","ET61FL","ETH"
"48-59",8860,45,0,0,"previous_primary","ET61FL","ETH"
"<1",11702,419,0,0,"eligible_MAP","ET61FL","ETH"
"1-5",10395,139,0,0,"eligible_MAP","ET61FL","ETH"
"6-11",10092,101,0,0,"eligible_MAP","ET61FL","ETH"
"12-23",8978,91,0,0,"eligible_MAP","ET61FL","ETH"
"24-35",9210,87,0,0,"eligible_MAP","ET61FL","ETH"
"36-47",9075,76,0,0,"eligible_MAP","ET61FL","ETH"
"48-59",8860,45,0,0,"eligible_MAP","ET61FL","ETH"
"<1",11702,419,0,0,"regional_baseline","ET61FL","ETH"
"1-5",10395,139,0,0,"regional_baseline","ET61FL","ETH"
"6-11",10092,101,0,0,"regional_baseline","ET61FL","ETH"
"12-23",8978,91,0,0,"regional_baseline","ET61FL","ETH"
"24-35",9210,87,0,0,"regional_baseline","ET61FL","ETH"
"36-47",9075,76,0,0,"regional_baseline","ET61FL","ETH"
"48-59",8860,45,0,0,"regional_baseline","ET61FL","ETH"
"<1",10644,323,4736,134,"previous_primary","ET71FL","ETH"
"1-5",9609,108,3854,38,"previous_primary","ET71FL","ETH"
"6-11",9355,81,3607,31,"previous_primary","ET71FL","ETH"
"12-23",8123,78,2579,27,"previous_primary","ET71FL","ETH"
"24-35",8251,53,2631,12,"previous_primary","ET71FL","ETH"
"36-47",8346,44,2688,13,"previous_primary","ET71FL","ETH"
"48-59",8377,24,2487,7,"previous_primary","ET71FL","ETH"
"<1",10644,323,4736,134,"eligible_MAP","ET71FL","ETH"
"1-5",9609,108,3854,38,"eligible_MAP","ET71FL","ETH"
"6-11",9355,81,3607,31,"eligible_MAP","ET71FL","ETH"
"12-23",8123,78,2579,27,"eligible_MAP","ET71FL","ETH"
"24-35",8251,53,2631,12,"eligible_MAP","ET71FL","ETH"
"36-47",8346,44,2688,13,"eligible_MAP","ET71FL","ETH"
"48-59",8377,24,2487,7,"eligible_MAP","ET71FL","ETH"
"<1",10644,323,4736,134,"regional_baseline","ET71FL","ETH"
"1-5",9609,108,3854,38,"regional_baseline","ET71FL","ETH"
"6-11",9355,81,3607,31,"regional_baseline","ET71FL","ETH"
"12-23",8123,78,2579,27,"regional_baseline","ET71FL","ETH"
"24-35",8251,53,2631,12,"regional_baseline","ET71FL","ETH"
"36-47",8346,44,2688,13,"regional_baseline","ET71FL","ETH"
"48-59",8377,24,2487,7,"regional_baseline","ET71FL","ETH"
"<1",5770,222,5770,222,"previous_primary","ET81FL","ETH"
"1-5",5179,39,5179,39,"previous_primary","ET81FL","ETH"
"6-11",5092,29,5092,29,"previous_primary","ET81FL","ETH"
"12-23",4422,24,4422,24,"previous_primary","ET81FL","ETH"
"24-35",4373,23,4373,23,"previous_primary","ET81FL","ETH"
"36-47",4499,17,4499,17,"previous_primary","ET81FL","ETH"
"48-59",4462,8,4462,8,"previous_primary","ET81FL","ETH"
"<1",5770,222,5770,222,"eligible_MAP","ET81FL","ETH"
"1-5",5179,39,5179,39,"eligible_MAP","ET81FL","ETH"
"6-11",5092,29,5092,29,"eligible_MAP","ET81FL","ETH"
"12-23",4422,24,4422,24,"eligible_MAP","ET81FL","ETH"
"24-35",4373,23,4373,23,"eligible_MAP","ET81FL","ETH"
"36-47",4499,17,4499,17,"eligible_MAP","ET81FL","ETH"
"48-59",4462,8,4462,8,"eligible_MAP","ET81FL","ETH"
"<1",5770,222,5770,222,"regional_baseline","ET81FL","ETH"
"1-5",5179,39,5179,39,"regional_baseline","ET81FL","ETH"
"6-11",5092,29,5092,29,"regional_baseline","ET81FL","ETH"
"12-23",4422,24,4422,24,"regional_baseline","ET81FL","ETH"
"24-35",4373,23,4373,23,"regional_baseline","ET81FL","ETH"
"36-47",4499,17,4499,17,"regional_baseline","ET81FL","ETH"
"48-59",4462,8,4462,8,"regional_baseline","ET81FL","ETH"
"<1",11417,281,11417,281,"previous_primary","ET8AFL","ETH"
"1-5",11245,108,11245,108,"previous_primary","ET8AFL","ETH"
"6-11",11005,68,11005,68,"previous_primary","ET8AFL","ETH"
"12-23",10915,60,10915,60,"previous_primary","ET8AFL","ETH"
"24-35",10955,40,10955,40,"previous_primary","ET8AFL","ETH"
"36-47",10688,36,10688,36,"previous_primary","ET8AFL","ETH"
"48-59",10449,13,10449,13,"previous_primary","ET8AFL","ETH"
"<1",13602,336,11417,281,"eligible_MAP","ET8AFL","ETH"
"1-5",12390,115,11245,108,"eligible_MAP","ET8AFL","ETH"
"6-11",12040,76,11005,68,"eligible_MAP","ET8AFL","ETH"
"12-23",10946,60,10915,60,"eligible_MAP","ET8AFL","ETH"
"24-35",10985,40,10955,40,"eligible_MAP","ET8AFL","ETH"
"36-47",10730,36,10688,36,"eligible_MAP","ET8AFL","ETH"
"48-59",10481,13,10449,13,"eligible_MAP","ET8AFL","ETH"
"<1",11417,281,11417,281,"regional_baseline","ET8AFL","ETH"
"1-5",11245,108,11245,108,"regional_baseline","ET8AFL","ETH"
"6-11",11005,68,11005,68,"regional_baseline","ET8AFL","ETH"
"12-23",10915,60,10915,60,"regional_baseline","ET8AFL","ETH"
"24-35",10955,40,10955,40,"regional_baseline","ET8AFL","ETH"
"36-47",10688,36,10688,36,"regional_baseline","ET8AFL","ETH"
"48-59",10449,13,10449,13,"regional_baseline","ET8AFL","ETH"
"<1",761,21,0,0,"eligible_MAP","GA41FL","GAB"
"1-5",382,8,0,0,"eligible_MAP","GA41FL","GAB"
"6-11",359,5,0,0,"eligible_MAP","GA41FL","GAB"
"12-23",2,0,0,0,"eligible_MAP","GA41FL","GAB"
"24-35",2,0,0,0,"eligible_MAP","GA41FL","GAB"
"36-47",1,0,0,0,"eligible_MAP","GA41FL","GAB"
"48-59",1,0,0,0,"eligible_MAP","GA41FL","GAB"
"<1",6086,138,0,0,"previous_primary","GA61FL","GAB"
"1-5",5450,40,0,0,"previous_primary","GA61FL","GAB"
"6-11",5136,55,0,0,"previous_primary","GA61FL","GAB"
"12-23",4403,36,0,0,"previous_primary","GA61FL","GAB"
"24-35",4273,33,0,0,"previous_primary","GA61FL","GAB"
"36-47",4120,17,0,0,"previous_primary","GA61FL","GAB"
"48-59",4012,11,0,0,"previous_primary","GA61FL","GAB"
"<1",6091,139,0,0,"eligible_MAP","GA61FL","GAB"
"1-5",5454,40,0,0,"eligible_MAP","GA61FL","GAB"
"6-11",5140,55,0,0,"eligible_MAP","GA61FL","GAB"
"12-23",4407,36,0,0,"eligible_MAP","GA61FL","GAB"
"24-35",4277,33,0,0,"eligible_MAP","GA61FL","GAB"
"36-47",4122,17,0,0,"eligible_MAP","GA61FL","GAB"
"48-59",4015,11,0,0,"eligible_MAP","GA61FL","GAB"
"<1",6091,139,0,0,"regional_baseline","GA61FL","GAB"
"1-5",5454,40,0,0,"regional_baseline","GA61FL","GAB"
"6-11",5140,55,0,0,"regional_baseline","GA61FL","GAB"
"12-23",4407,36,0,0,"regional_baseline","GA61FL","GAB"
"24-35",4277,33,0,0,"regional_baseline","GA61FL","GAB"
"36-47",4122,17,0,0,"regional_baseline","GA61FL","GAB"
"48-59",4015,11,0,0,"regional_baseline","GA61FL","GAB"
"<1",6391,115,0,0,"previous_primary","GA71FL","GAB"
"1-5",5818,46,0,0,"previous_primary","GA71FL","GAB"
"6-11",5598,35,0,0,"previous_primary","GA71FL","GAB"
"12-23",4837,36,0,0,"previous_primary","GA71FL","GAB"
"24-35",4796,34,0,0,"previous_primary","GA71FL","GAB"
"36-47",4589,15,0,0,"previous_primary","GA71FL","GAB"
"48-59",4406,10,0,0,"previous_primary","GA71FL","GAB"
"<1",6391,115,0,0,"eligible_MAP","GA71FL","GAB"
"1-5",5818,46,0,0,"eligible_MAP","GA71FL","GAB"
"6-11",5598,35,0,0,"eligible_MAP","GA71FL","GAB"
"12-23",4837,36,0,0,"eligible_MAP","GA71FL","GAB"
"24-35",4796,34,0,0,"eligible_MAP","GA71FL","GAB"
"36-47",4589,15,0,0,"eligible_MAP","GA71FL","GAB"
"48-59",4406,10,0,0,"eligible_MAP","GA71FL","GAB"
"<1",6391,115,0,0,"regional_baseline","GA71FL","GAB"
"1-5",5818,46,0,0,"regional_baseline","GA71FL","GAB"
"6-11",5598,35,0,0,"regional_baseline","GA71FL","GAB"
"12-23",4837,36,0,0,"regional_baseline","GA71FL","GAB"
"24-35",4796,34,0,0,"regional_baseline","GA71FL","GAB"
"36-47",4589,15,0,0,"regional_baseline","GA71FL","GAB"
"48-59",4406,10,0,0,"regional_baseline","GA71FL","GAB"
"<1",2189,89,0,0,"previous_primary","GH4BFL","GHA"
"1-5",1850,30,0,0,"previous_primary","GH4BFL","GHA"
"6-11",1670,15,0,0,"previous_primary","GH4BFL","GHA"
"12-23",1228,23,0,0,"previous_primary","GH4BFL","GHA"
"24-35",1179,17,0,0,"previous_primary","GH4BFL","GHA"
"36-47",1238,17,0,0,"previous_primary","GH4BFL","GHA"
"48-59",1122,8,0,0,"previous_primary","GH4BFL","GHA"
"<1",2910,114,0,0,"eligible_MAP","GH4BFL","GHA"
"1-5",2536,34,0,0,"eligible_MAP","GH4BFL","GHA"
"6-11",2386,22,0,0,"eligible_MAP","GH4BFL","GHA"
"12-23",1990,31,0,0,"eligible_MAP","GH4BFL","GHA"
"24-35",1874,23,0,0,"eligible_MAP","GH4BFL","GHA"
"36-47",1825,23,0,0,"eligible_MAP","GH4BFL","GHA"
"48-59",1832,11,0,0,"eligible_MAP","GH4BFL","GHA"
"<1",2189,89,0,0,"regional_baseline","GH4BFL","GHA"
"1-5",1850,30,0,0,"regional_baseline","GH4BFL","GHA"
"6-11",1670,15,0,0,"regional_baseline","GH4BFL","GHA"
"12-23",1228,23,0,0,"regional_baseline","GH4BFL","GHA"
"24-35",1179,17,0,0,"regional_baseline","GH4BFL","GHA"
"36-47",1238,17,0,0,"regional_baseline","GH4BFL","GHA"
"48-59",1122,8,0,0,"regional_baseline","GH4BFL","GHA"
"<1",2987,93,0,0,"previous_primary","GH5AFL","GHA"
"1-5",2636,32,0,0,"previous_primary","GH5AFL","GHA"
"6-11",2501,22,0,0,"previous_primary","GH5AFL","GHA"
"12-23",2125,30,0,0,"previous_primary","GH5AFL","GHA"
"24-35",2159,20,0,0,"previous_primary","GH5AFL","GHA"
"36-47",2175,14,0,0,"previous_primary","GH5AFL","GHA"
"48-59",2117,6,0,0,"previous_primary","GH5AFL","GHA"
"<1",2999,93,0,0,"eligible_MAP","GH5AFL","GHA"
"1-5",2648,32,0,0,"eligible_MAP","GH5AFL","GHA"
"6-11",2512,23,0,0,"eligible_MAP","GH5AFL","GHA"
"12-23",2135,30,0,0,"eligible_MAP","GH5AFL","GHA"
"24-35",2167,20,0,0,"eligible_MAP","GH5AFL","GHA"
"36-47",2185,15,0,0,"eligible_MAP","GH5AFL","GHA"
"48-59",2126,6,0,0,"eligible_MAP","GH5AFL","GHA"
"<1",2999,93,0,0,"regional_baseline","GH5AFL","GHA"
"1-5",2648,32,0,0,"regional_baseline","GH5AFL","GHA"
"6-11",2512,23,0,0,"regional_baseline","GH5AFL","GHA"
"12-23",2135,30,0,0,"regional_baseline","GH5AFL","GHA"
"24-35",2167,20,0,0,"regional_baseline","GH5AFL","GHA"
"36-47",2185,15,0,0,"regional_baseline","GH5AFL","GHA"
"48-59",2126,6,0,0,"regional_baseline","GH5AFL","GHA"
"<1",5927,169,3390,85,"previous_primary","GH72FL","GHA"
"1-5",5272,47,2818,26,"previous_primary","GH72FL","GHA"
"6-11",5037,30,2694,21,"previous_primary","GH72FL","GHA"
"12-23",4335,24,2118,11,"previous_primary","GH72FL","GHA"
"24-35",4309,24,2018,12,"previous_primary","GH72FL","GHA"
"36-47",4260,17,1826,8,"previous_primary","GH72FL","GHA"
"48-59",4212,14,1936,8,"previous_primary","GH72FL","GHA"
"<1",5927,169,3390,85,"eligible_MAP","GH72FL","GHA"
"1-5",5272,47,2818,26,"eligible_MAP","GH72FL","GHA"
"6-11",5037,30,2694,21,"eligible_MAP","GH72FL","GHA"
"12-23",4335,24,2118,11,"eligible_MAP","GH72FL","GHA"
"24-35",4309,24,2018,12,"eligible_MAP","GH72FL","GHA"
"36-47",4260,17,1826,8,"eligible_MAP","GH72FL","GHA"
"48-59",4212,14,1936,8,"eligible_MAP","GH72FL","GHA"
"<1",5927,169,3390,85,"regional_baseline","GH72FL","GHA"
"1-5",5272,47,2818,26,"regional_baseline","GH72FL","GHA"
"6-11",5037,30,2694,21,"regional_baseline","GH72FL","GHA"
"12-23",4335,24,2118,11,"regional_baseline","GH72FL","GHA"
"24-35",4309,24,2018,12,"regional_baseline","GH72FL","GHA"
"36-47",4260,17,1826,8,"regional_baseline","GH72FL","GHA"
"48-59",4212,14,1936,8,"regional_baseline","GH72FL","GHA"
"<1",9355,163,9355,163,"previous_primary","GH8CFL","GHA"
"1-5",8545,59,8545,59,"previous_primary","GH8CFL","GHA"
"6-11",8226,19,8226,19,"previous_primary","GH8CFL","GHA"
"12-23",7072,24,7072,24,"previous_primary","GH8CFL","GHA"
"24-35",7041,27,7041,27,"previous_primary","GH8CFL","GHA"
"36-47",6823,19,6823,19,"previous_primary","GH8CFL","GHA"
"48-59",6669,10,6669,10,"previous_primary","GH8CFL","GHA"
"<1",9355,163,9355,163,"eligible_MAP","GH8CFL","GHA"
"1-5",8545,59,8545,59,"eligible_MAP","GH8CFL","GHA"
"6-11",8226,19,8226,19,"eligible_MAP","GH8CFL","GHA"
"12-23",7072,24,7072,24,"eligible_MAP","GH8CFL","GHA"
"24-35",7041,27,7041,27,"eligible_MAP","GH8CFL","GHA"
"36-47",6823,19,6823,19,"eligible_MAP","GH8CFL","GHA"
"48-59",6669,10,6669,10,"eligible_MAP","GH8CFL","GHA"
"<1",9355,163,9355,163,"regional_baseline","GH8CFL","GHA"
"1-5",8545,59,8545,59,"regional_baseline","GH8CFL","GHA"
"6-11",8226,19,8226,19,"regional_baseline","GH8CFL","GHA"
"12-23",7072,24,7072,24,"regional_baseline","GH8CFL","GHA"
"24-35",7041,27,7041,27,"regional_baseline","GH8CFL","GHA"
"36-47",6823,19,6823,19,"regional_baseline","GH8CFL","GHA"
"48-59",6669,10,6669,10,"regional_baseline","GH8CFL","GHA"
"<1",5214,212,0,0,"previous_primary","GN52FL","GIN"
"1-5",4467,110,0,0,"previous_primary","GN52FL","GIN"
"6-11",4089,103,0,0,"previous_primary","GN52FL","GIN"
"12-23",3365,85,0,0,"previous_primary","GN52FL","GIN"
"24-35",3171,70,0,0,"previous_primary","GN52FL","GIN"
"36-47",3503,51,0,0,"previous_primary","GN52FL","GIN"
"48-59",3530,24,0,0,"previous_primary","GN52FL","GIN"
"<1",6432,262,0,0,"eligible_MAP","GN52FL","GIN"
"1-5",5627,144,0,0,"eligible_MAP","GN52FL","GIN"
"6-11",5248,131,0,0,"eligible_MAP","GN52FL","GIN"
"12-23",4503,116,0,0,"eligible_MAP","GN52FL","GIN"
"24-35",4649,118,0,0,"eligible_MAP","GN52FL","GIN"
"36-47",4706,61,0,0,"eligible_MAP","GN52FL","GIN"
"48-59",4743,35,0,0,"eligible_MAP","GN52FL","GIN"
"<1",5215,212,0,0,"regional_baseline","GN52FL","GIN"
"1-5",4468,110,0,0,"regional_baseline","GN52FL","GIN"
"6-11",4090,103,0,0,"regional_baseline","GN52FL","GIN"
"12-23",3366,85,0,0,"regional_baseline","GN52FL","GIN"
"24-35",3171,70,0,0,"regional_baseline","GN52FL","GIN"
"36-47",3503,51,0,0,"regional_baseline","GN52FL","GIN"
"48-59",3530,24,0,0,"regional_baseline","GN52FL","GIN"
"<1",7092,239,0,0,"previous_primary","GN62FL","GIN"
"1-5",6302,88,0,0,"previous_primary","GN62FL","GIN"
"6-11",6089,115,0,0,"previous_primary","GN62FL","GIN"
"12-23",5025,109,0,0,"previous_primary","GN62FL","GIN"
"24-35",5218,81,0,0,"previous_primary","GN62FL","GIN"
"36-47",5159,61,0,0,"previous_primary","GN62FL","GIN"
"48-59",5035,40,0,0,"previous_primary","GN62FL","GIN"
"<1",7092,239,0,0,"eligible_MAP","GN62FL","GIN"
"1-5",6302,88,0,0,"eligible_MAP","GN62FL","GIN"
"6-11",6089,115,0,0,"eligible_MAP","GN62FL","GIN"
"12-23",5025,109,0,0,"eligible_MAP","GN62FL","GIN"
"24-35",5218,81,0,0,"eligible_MAP","GN62FL","GIN"
"36-47",5159,61,0,0,"eligible_MAP","GN62FL","GIN"
"48-59",5035,40,0,0,"eligible_MAP","GN62FL","GIN"
"<1",7092,239,0,0,"regional_baseline","GN62FL","GIN"
"1-5",6302,88,0,0,"regional_baseline","GN62FL","GIN"
"6-11",6089,115,0,0,"regional_baseline","GN62FL","GIN"
"12-23",5025,109,0,0,"regional_baseline","GN62FL","GIN"
"24-35",5218,81,0,0,"regional_baseline","GN62FL","GIN"
"36-47",5159,61,0,0,"regional_baseline","GN62FL","GIN"
"48-59",5035,40,0,0,"regional_baseline","GN62FL","GIN"
"<1",7990,268,0,0,"previous_primary","GN71FL","GIN"
"1-5",7238,122,0,0,"previous_primary","GN71FL","GIN"
"6-11",7248,104,0,0,"previous_primary","GN71FL","GIN"
"12-23",6176,101,0,0,"previous_primary","GN71FL","GIN"
"24-35",6253,96,0,0,"previous_primary","GN71FL","GIN"
"36-47",6074,46,0,0,"previous_primary","GN71FL","GIN"
"48-59",5923,32,0,0,"previous_primary","GN71FL","GIN"
"<1",7990,268,0,0,"eligible_MAP","GN71FL","GIN"
"1-5",7238,122,0,0,"eligible_MAP","GN71FL","GIN"
"6-11",7248,104,0,0,"eligible_MAP","GN71FL","GIN"
"12-23",6176,101,0,0,"eligible_MAP","GN71FL","GIN"
"24-35",6253,96,0,0,"eligible_MAP","GN71FL","GIN"
"36-47",6074,46,0,0,"eligible_MAP","GN71FL","GIN"
"48-59",5923,32,0,0,"eligible_MAP","GN71FL","GIN"
"<1",7990,268,0,0,"regional_baseline","GN71FL","GIN"
"1-5",7238,122,0,0,"regional_baseline","GN71FL","GIN"
"6-11",7248,104,0,0,"regional_baseline","GN71FL","GIN"
"12-23",6176,101,0,0,"regional_baseline","GN71FL","GIN"
"24-35",6253,96,0,0,"regional_baseline","GN71FL","GIN"
"36-47",6074,46,0,0,"regional_baseline","GN71FL","GIN"
"48-59",5923,32,0,0,"regional_baseline","GN71FL","GIN"
"<1",8096,173,395,6,"previous_primary","GM61FL","GMB"
"1-5",7149,38,0,0,"previous_primary","GM61FL","GMB"
"6-11",6844,27,0,0,"previous_primary","GM61FL","GMB"
"12-23",5829,40,0,0,"previous_primary","GM61FL","GMB"
"24-35",5740,29,0,0,"previous_primary","GM61FL","GMB"
"36-47",5551,19,0,0,"previous_primary","GM61FL","GMB"
"48-59",5395,11,0,0,"previous_primary","GM61FL","GMB"
"<1",8097,173,395,6,"eligible_MAP","GM61FL","GMB"
"1-5",7150,38,0,0,"eligible_MAP","GM61FL","GMB"
"6-11",6845,27,0,0,"eligible_MAP","GM61FL","GMB"
"12-23",5830,40,0,0,"eligible_MAP","GM61FL","GMB"
"24-35",5741,29,0,0,"eligible_MAP","GM61FL","GMB"
"36-47",5552,19,0,0,"eligible_MAP","GM61FL","GMB"
"48-59",5396,11,0,0,"eligible_MAP","GM61FL","GMB"
"<1",8097,173,395,6,"regional_baseline","GM61FL","GMB"
"1-5",7150,38,0,0,"regional_baseline","GM61FL","GMB"
"6-11",6845,27,0,0,"regional_baseline","GM61FL","GMB"
"12-23",5830,40,0,0,"regional_baseline","GM61FL","GMB"
"24-35",5741,29,0,0,"regional_baseline","GM61FL","GMB"
"36-47",5552,19,0,0,"regional_baseline","GM61FL","GMB"
"48-59",5396,11,0,0,"regional_baseline","GM61FL","GMB"
"<1",8369,286,8369,286,"previous_primary","GM81FL","GMB"
"1-5",7354,52,7354,52,"previous_primary","GM81FL","GMB"
"6-11",7252,34,7252,34,"previous_primary","GM81FL","GMB"
"12-23",6382,49,6382,49,"previous_primary","GM81FL","GMB"
"24-35",6492,36,6492,36,"previous_primary","GM81FL","GMB"
"36-47",6636,20,6636,20,"previous_primary","GM81FL","GMB"
"48-59",6640,9,6640,9,"previous_primary","GM81FL","GMB"
"<1",8369,286,8369,286,"eligible_MAP","GM81FL","GMB"
"1-5",7354,52,7354,52,"eligible_MAP","GM81FL","GMB"
"6-11",7252,34,7252,34,"eligible_MAP","GM81FL","GMB"
"12-23",6382,49,6382,49,"eligible_MAP","GM81FL","GMB"
"24-35",6492,36,6492,36,"eligible_MAP","GM81FL","GMB"
"36-47",6636,20,6636,20,"eligible_MAP","GM81FL","GMB"
"48-59",6640,9,6640,9,"eligible_MAP","GM81FL","GMB"
"<1",8369,286,8369,286,"regional_baseline","GM81FL","GMB"
"1-5",7354,52,7354,52,"regional_baseline","GM81FL","GMB"
"6-11",7252,34,7252,34,"regional_baseline","GM81FL","GMB"
"12-23",6382,49,6382,49,"regional_baseline","GM81FL","GMB"
"24-35",6492,36,6492,36,"regional_baseline","GM81FL","GMB"
"36-47",6636,20,6636,20,"regional_baseline","GM81FL","GMB"
"48-59",6640,9,6640,9,"regional_baseline","GM81FL","GMB"
"<1",3011,99,0,0,"previous_primary","KE42FL","KEN"
"1-5",2478,60,0,0,"previous_primary","KE42FL","KEN"
"6-11",2267,49,0,0,"previous_primary","KE42FL","KEN"
"12-23",1633,20,0,0,"previous_primary","KE42FL","KEN"
"24-35",1487,15,0,0,"previous_primary","KE42FL","KEN"
"36-47",1491,18,0,0,"previous_primary","KE42FL","KEN"
"48-59",1430,7,0,0,"previous_primary","KE42FL","KEN"
"<1",4187,141,0,0,"eligible_MAP","KE42FL","KEN"
"1-5",3587,86,0,0,"eligible_MAP","KE42FL","KEN"
"6-11",3337,69,0,0,"eligible_MAP","KE42FL","KEN"
"12-23",2734,41,0,0,"eligible_MAP","KE42FL","KEN"
"24-35",2575,22,0,0,"eligible_MAP","KE42FL","KEN"
"36-47",2408,26,0,0,"eligible_MAP","KE42FL","KEN"
"48-59",2376,8,0,0,"eligible_MAP","KE42FL","KEN"
"<1",3012,99,0,0,"regional_baseline","KE42FL","KEN"
"1-5",2478,60,0,0,"regional_baseline","KE42FL","KEN"
"6-11",2267,49,0,0,"regional_baseline","KE42FL","KEN"
"12-23",1633,20,0,0,"regional_baseline","KE42FL","KEN"
"24-35",1488,15,0,0,"regional_baseline","KE42FL","KEN"
"36-47",1491,18,0,0,"regional_baseline","KE42FL","KEN"
"48-59",1431,7,0,0,"regional_baseline","KE42FL","KEN"
"<1",6083,176,0,0,"previous_primary","KE52FL","KEN"
"1-5",5458,73,0,0,"previous_primary","KE52FL","KEN"
"6-11",5158,50,0,0,"previous_primary","KE52FL","KEN"
"12-23",4441,47,0,0,"previous_primary","KE52FL","KEN"
