"iso3","year","age_band","allcause_deaths","age_person_years","pfpr_pct","map_population_coverage","population_weight_year","log_hr_zero_vs_current","attributable_fraction","attributable_deaths","zero_below_observed_support","current_outside_observed_support"
"AGO",2004,"<1",25636.9028913177,63399.3488647692,20.3357243060436,0.998084957706995,2020,-0.0327457038653811,0.03221536780884,825.902256123314,TRUE,FALSE
"AGO",2005,"<1",25724.5129425046,65823.7910576055,20.1035553415068,0.998084957706995,2020,-0.0322548478338208,0.0317402082769569,816.501398618369,TRUE,FALSE
"AGO",2006,"<1",26019.8630899995,68180.167225679,17.7577417027276,0.998084957706995,2020,-0.0274951622037178,0.027120610865639,705.67458164108,TRUE,FALSE
"AGO",2007,"<1",25780.8482464545,70505.1924016574,15.3360225930226,0.998084957706995,2020,-0.0229674367613187,0.0227056928770767,585.372022394518,TRUE,FALSE
"AGO",2008,"<1",25639.1943626311,72819.1689141094,12.8976230688025,0.998084957706995,2020,-0.0187537020903116,0.0185789455683255,476.349196479041,TRUE,FALSE
"AGO",2009,"<1",25603.7182804337,75007.9744558164,11.1637191997621,0.998084957706995,2020,-0.0159378573454615,0.0158115217603965,404.833748738139,TRUE,FALSE
"AGO",2010,"<1",25434.7539980618,77088.3450693502,10.4617271702512,0.998084957706995,2020,-0.0148352014729701,0.0147257020224881,374.544608390746,TRUE,FALSE
"AGO",2011,"<1",25229.1219303498,79077.2789267663,10.0235342172417,0.998084957706995,2020,-0.0141569179746219,0.0140571800267349,354.650308891372,TRUE,FALSE
"AGO",2012,"<1",24879.217739063,80929.3021363014,9.8199125673824,0.998084957706995,2020,-0.0138442366856763,0.0137488459523232,342.060532108685,TRUE,FALSE
"AGO",2013,"<1",24552.1711114092,82648.7689661626,10.4030425380616,0.998084957706995,2020,-0.0147439274748401,0.0146357679938002,359.339880130669,TRUE,FALSE
"AGO",2014,"<1",24210.851154559,84232.9145808725,11.000124970552,0.998084957706995,2020,-0.0156790721905318,0.015556795434301,376.643258701783,TRUE,FALSE
"AGO",2015,"<1",23967.7145856338,85687.5596199016,12.001303326479,0.998084957706995,2020,-0.0172809457445712,0.017132486603207,410.62654904786,TRUE,FALSE
"AGO",2016,"<1",23750.2846723615,87014.2608796129,13.6840755866274,0.998084957706995,2020,-0.0200782648537257,0.0198780387970633,472.109080158498,TRUE,FALSE
"AGO",2017,"<1",23447.5755773785,88285.4567716543,16.8580638526648,0.998084957706995,2020,-0.0257697722972782,0.0254405656376912,596.519585521023,TRUE,FALSE
"AGO",2018,"<1",23203.4247041937,89525.0635552481,19.2935144960402,0.998084957706995,2020,-0.0305681438302984,0.0301056624998744,698.554472985703,TRUE,FALSE
"AGO",2019,"<1",22988.1049842149,90712.7661394205,21.5657352716929,0.998084957706995,2020,-0.0353919181537482,0.0347729478856911,799.364176606902,TRUE,FALSE
"AGO",2020,"<1",22834.0141032792,91839.1378795547,22.895438497784,0.997135198338393,2020,-0.0383170700057895,0.0375922581192596,858.382152069285,TRUE,FALSE
"AGO",2021,"<1",22672.2190138353,92906.6066143806,23.6590510806423,0.997135198338393,2020,-0.0400148646755708,0.0392248425648348,889.314221413146,TRUE,FALSE
"AGO",2022,"<1",22730.6565376766,93868.6252466958,22.2871468437416,0.997135198338393,2020,-0.0369725918019758,0.0362974516626332,825.064906936232,TRUE,FALSE
"AGO",2023,"<1",22992.5382599475,95146.6070909669,20.3197552163391,0.997135198338393,2020,-0.0327118440085474,0.0321825982049642,739.959620532158,TRUE,FALSE
"AGO",2024,"<1",23103.789845721,96479.8497559802,20.3401829769949,0.997135198338393,2020,-0.0327551602793588,0.0322245195376919,744.508527278166,TRUE,FALSE
"BDI",2004,"<1",10255.1473043461,23225.2852816682,36.9847803772394,0.903118502531811,2020,-0.0650414135205288,0.0629713430816664,645.780399255003,TRUE,FALSE
"BDI",2005,"<1",10665.1060429336,24443.9696865901,32.7108667147613,0.903118502531811,2020,-0.0588431554478301,0.0571453608258641,609.461333069543,TRUE,FALSE
"BDI",2006,"<1",10957.152561756,25519.1025205363,27.7465099828883,0.903118502531811,2020,-0.049041478436639,0.0478583644670685,524.39140082179,TRUE,FALSE
"BDI",2007,"<1",11203.3029337844,26538.6098652383,21.2299520043309,0.903118502531811,2020,-0.0346626765205365,0.0340688074207206,381.683170127095,TRUE,FALSE
"BDI",2008,"<1",11474.1204840513,27631.8821296687,16.7551116481286,0.903118502531811,2020,-0.0255756905485033,0.0252514030824791,289.73764135971,TRUE,FALSE
"BDI",2009,"<1",11784.5399215102,28951.9809687151,13.511949702976,0.903118502531811,2020,-0.0197856816715918,0.0195912296390531,230.873627792895,TRUE,FALSE
"BDI",2010,"<1",12278.3425635961,30826.0377444021,13.0584554674949,0.903118502531811,2020,-0.0190220544267853,0.0188422768669819,231.351930050926,TRUE,FALSE
"BDI",2011,"<1",12570.8962942663,32067.883269336,12.6210486475634,0.903118502531811,2020,-0.0182951866426762,0.0181288456732422,227.895838893085,TRUE,FALSE
"BDI",2012,"<1",12302.1783512303,31854.6756976227,12.8545004825736,0.903118502531811,2020,-0.018681967252977,0.0185085409634279,227.695371953143,TRUE,FALSE
"BDI",2013,"<1",12275.6644386567,32359.8275733554,13.8404893933399,0.903118502531811,2020,-0.020345475654438,0.0201399029830844,247.230690847446,TRUE,FALSE
"BDI",2014,"<1",12535.0543764636,33487.3267286959,14.7980848700762,0.903118502531811,2020,-0.0220099818640569,0.0217695295610966,272.882236798379,TRUE,FALSE
"BDI",2015,"<1",12649.1144101055,34130.9725256836,16.717817650048,0.903118502531811,2020,-0.0255055519929412,0.0251830332262016,318.543068471712,TRUE,FALSE
"BDI",2016,"<1",12421.8597106096,33945.9090252356,20.4324568271379,0.903118502531811,2020,-0.0329511096456925,0.032414135951627,402.643849431739,TRUE,FALSE
"BDI",2017,"<1",12200.6199613512,33713.9789886025,22.4128481961198,0.903118502531811,2020,-0.0372496681966506,0.0365644339013193,446.108762131941,TRUE,FALSE
"BDI",2018,"<1",12242.4462346539,34272.8541123788,27.4139813946476,0.903118502531811,2020,-0.048324073625028,0.0471750483985911,577.537993636947,TRUE,FALSE
"BDI",2019,"<1",12649.2925524673,35726.359770104,29.0526616543585,0.903118502531811,2020,-0.0518035991717656,0.0504846658708303,638.595308013693,TRUE,FALSE
"BDI",2020,"<1",12873.1971755895,36829.7262976021,31.5467237136024,0.903118502531811,2020,-0.0567398961282312,0.055160206103219,710.088209412895,TRUE,FALSE
"BDI",2021,"<1",12865.6985524016,36958.7619653906,29.5666094192282,0.903118502531811,2020,-0.0528613897843092,0.0514885232486799,662.435819025838,TRUE,FALSE
"BDI",2022,"<1",13044.9404859942,37570.1590073229,25.7909174015938,0.903118502531811,2020,-0.0447636879416705,0.043776577739038,571.06285128625,TRUE,FALSE
"BDI",2023,"<1",13209.5283210353,38190.8694603794,23.396135934609,0.903118502531811,2020,-0.0394293861306949,0.0386621646218483,510.708958524832,TRUE,FALSE
"BDI",2024,"<1",13625.5810549146,39065.0991915255,23.4246685162394,0.903118502531811,2020,-0.0394928860015371,0.0387232075121021,527.626202662425,TRUE,FALSE
