"age_band","estimate","within_variance","between_variance","total_se","df","lower_95","upper_95","monte_carlo_se","imputations","hazard_ratio","hr_lower_95","hr_upper_95"
"<1",0.0252875053540386,0.000209414637827074,2.79886145520096e-06,0.0145771528573928,42873.1277553155,-0.0032839958542034,0.0538590065622807,0.000529042668903082,10,1.02560994649115,0.996721390562245,1.05533579624314
"1-5",-0.0256192418032857,0.000350364272589487,6.58911912471352e-07,0.0187373710987749,2111723.50250646,-0.0623438353710751,0.0111053517645038,0.000256692795471815,10,0.974706146317423,0.93955977736135,1.01116724508693
"6-11",-0.115302813625802,0.000825057866775756,1.34675079281951e-05,0.0289805473636502,28927.3729462285,-0.172106019440517,-0.0584996078110874,0.00116049592537824,10,0.891096266956149,0.84188991173944,0.943178610303788
"12-23",-0.127437083655215,0.00114040528097424,6.51692491459388e-05,0.0348151038348987,2573.01598169781,-0.195705546993579,-0.0591686203168521,0.00255282684775013,10,0.880348802420626,0.822254314290788,0.942547823044134
"24-35",-0.125739324799762,0.00140538301395736,3.27894919092113e-05,0.0379664517048604,14374.3364773069,-0.200158469080981,-0.0513201805185428,0.00181078689826305,10,0.881844691866289,0.818601019847595,0.949974458518915
"36-47",-0.140908874673686,0.00200422023261539,4.32689957550673e-07,0.0447738337823409,159661659.34046,-0.228663977002112,-0.0531537723452607,0.000208012008679949,10,0.868568456675597,0.795595827089109,0.948234189075671
"48-59",0.0708794330689641,0.00323666539571514,1.2195073333837e-06,0.0569034871847224,52437724.0747371,-0.0406493549821297,0.182408221120058,0.000349214451789112,10,1.07345179527742,0.960165748263541,1.20010400169788
