"age_band","pfpr_pct","estimate","within_variance","between_variance","total_se","df","lower_95","upper_95","monte_carlo_se","imputations"
"<1",32.0204164727217,-0.0152009130647774,7.60639887569835e-05,1.01184184667802e-06,0.00878504495084284,43272.0846589667,-0.0324197663997998,0.0020179402702451,0.000318094615905083,10
"<1",32.4588598414429,-0.015754873132615,8.16913429859825e-05,1.08712542170928e-06,0.00910423972387935,43238.6946594348,-0.0335993546117358,0.00208960834650578,0.000329715850651631,10
"<1",32.897303210164,-0.0163088402169117,8.75175223176329e-05,1.16509752806346e-06,0.00942332900829122,43206.590342047,-0.0347787430926808,0.00216106265885743,0.000341335249873708,10
"<1",33.335746578885,-0.016862818561669,9.35422908104326e-05,1.24575461232821e-06,0.00974231085954424,43175.7672185914,-0.0359579322737844,0.00223229515044633,0.000352952491467082,10
"<1",33.7741899476061,-0.0174168124108886,9.97654117808387e-05,1.32909282190313e-06,0.0100611835230718,43146.2243898731,-0.0371369229584918,0.00230329813671472,0.000364567253315918,10
"<1",34.2126333163272,-0.0179708260085718,0.000106186649077535,1.41510800515125e-06,0.0103799454662923,43117.9645383433,-0.0383157163852918,0.00237406436814815,0.000376179213294841,10
"<1",34.6510766850483,-0.0185248635987204,0.000112805768478249,1.50379571157411e-06,0.0106985954106593,43090.9939224775,-0.0394943142905294,0.00244458709308852,0.000387788049271004,10
"<1",35.0895200537694,-0.0190789294253359,0.000119622539209124,1.59515119201044e-06,0.0110171323637476,43065.3223729064,-0.0406727189712865,0.00251486012061472,0.000399393439106157,10
"<1",35.5279634224905,-0.0196330277324198,0.000126636735586632,1.68916939885857e-06,0.0113355556513731,43040.963290308,-0.0418509333483322,0.00258487788349267,0.00041099506065871,10
"<1",35.9664067912116,-0.0201871627639736,0.000133848138782055,1.78584498632237e-06,0.0116538649497499,43017.9336450768,-0.0430289610291433,0.002654635501196,0.000422592591785797,10
"<1",36.4048501599327,-0.0207413387639991,0.000141256538708494,1.8851723106809e-06,0.0119720603176831,42996.2539787886,-0.0442068063709961,0.00272412884299795,0.000434185710345343,10
"<1",36.8432935286538,-0.0212955599764976,0.000148861736030451,1.98714543058156e-06,0.0122901422287983,42975.9484074915,-0.0453844745441296,0.00279335459113434,0.000445774094198122,10
"<1",37.2817368973749,-0.0218498306454708,0.000156663544295947,2.09175810735707e-06,0.0126081116038065,42957.0446268477,-0.0465619715949788,0.00286231030403717,0.000457357421209831,10
"<1",37.720180266096,-0.0224041550149202,0.000164661792191199,2.19900380536589e-06,0.0129259698428049,42939.5739191736,-0.0477393045094773,0.00293099447963686,0.00046893536925315,10
"<1",38.1586236348171,-0.0229585373288474,0.000172856325917841,2.30887569235638e-06,0.0132437188576107,42923.5711624162,-0.0489164812764258,0.00299940661873095,0.000480507616209814,10
"<1",38.5970670035382,-0.0235129814789582,0.000181247025356531,2.42136684410051e-06,0.0135613616161889,42909.0740830155,-0.0500935116022911,0.00306754864437472,0.000492073860726265,10
"<1",39.0355103722593,-0.0240674879124136,0.000189833926147272,2.53647210360591e-06,0.0138789064937133,42896.1146913344,-0.0512704123472691,0.00313543652244192,0.00050363400437281,10
"<1",39.4739537409804,-0.0246220551285864,0.000198617161230266,2.65418740725367e-06,0.0141963645831686,42884.7168503022,-0.0524472037508273,0.0032030934936545,0.000515188063453888,10
"<1",39.9123971097015,-0.0251766816047557,0.000207596883904429,2.7745087222727e-06,0.014513746707826,42874.8988475625,-0.0536239055017634,0.00327054229225213,0.000526736055560344,10
"<1",4.39848424329265,0.019825466285126,0.000131320466471852,1.65541964261947e-06,0.011538692650328,48113.5445474817,-0.00279052467539815,0.0424414572456501,0.000406868485215981,10
"<1",4.83692761201375,0.0192672414457135,0.000123985460829278,1.56423703373391e-06,0.01121187413265,48035.7821054062,-0.00270818177122789,0.0412426646626549,0.000395504365808257,10
"<1",40,-0.0252875053540386,0.000209414637827074,2.79886145520103e-06,0.0145771528573928,42873.1277553133,-0.0538590065622806,0.00328399585420341,0.000529042668903089,10
"<1",40.3508404784226,-0.0257313658182004,0.000216773264656042,2.89743203417954e-06,0.0148310633433223,42866.6735319559,-0.0548005366075832,0.00333780497118248,0.000538277998266653,10
"<1",40.7892838471437,-0.0262861062461996,0.000226146488941965,3.02295334672735e-06,0.0151483245813973,42860.0484962394,-0.0559771153234318,0.00340490283103267,0.00054981390912993,10
"<1",41.2277272158648,-0.0268409013660324,0.000235716755070358,3.15106868185589e-06,0.0154655401011539,42855.0263183917,-0.0571536590957718,0.00347185636370711,0.000561343805689159,10
"<1",41.6661705845859,-0.0273957496549777,0.000245484272178903,3.28177407964248e-06,0.0157827191467918,42851.6048415946,-0.0583301845187445,0.00353868520878906,0.000572867705464576,10
"<1",42.104613953307,-0.0279506495903148,0.000255449258310533,3.41506559825396e-06,0.0160998705109269,42849.7774779927,-0.0595067073014802,0.0036054081208507,0.000584385625957206,10
"<1",42.5430573220281,-0.0285055996493224,0.000265611938586671,3.55093931389962e-06,0.0164170025227494,42849.5335251454,-0.0606832422448913,0.00367204294624638,0.000595897584648538,10
"<1",42.9815006907492,-0.0290605983092798,0.000275972543477962,3.6893913207852e-06,0.0167341230403874,42850.8584869912,-0.0618598032267055,0.00373860660814582,0.000607403599000302,10
"<1",43.4199440594703,-0.029615644047466,0.000286531307172527,3.83041773106771e-06,0.0170512394469347,42853.7343933618,-0.0630364031936822,0.00380511509875022,0.00061890368645434,10
"<1",43.8583874281914,-0.03017073534116,0.000297288466041705,3.9740146748115e-06,0.0173683586496824,42858.1401137558,-0.064213054160107,0.00387158347778702,0.000630397864432574,10
"<1",44.2968307969125,-0.0307258706676408,0.000308244257203315,4.12017829994502e-06,0.0176854870821602,42864.0516623792,-0.0653897672117909,0.00393802587650933,0.000641886150337037,10
"<1",44.7352741656336,-0.0312810485041875,0.00031939891718241,4.26890477221885e-06,0.0180026307086451,42871.4424924156,-0.0665665525149083,0.00400445550653335,0.000653368561549976,10
"<1",45.1737175343547,-0.0318362673280791,0.000330752680669551,4.42019027516454e-06,0.0183197950308466,42880.2837782323,-0.0677434193290973,0.00407088467293909,0.000664845115434004,10
"<1",45.6121609030758,-0.0323915256165947,0.000342305779376569,4.57403101005448e-06,0.0186369850965125,42890.5446847744,-0.0689203760243259,0.00413732479113648,0.000676315829332308,10
"<1",46.0506042717968,-0.0329468218470133,0.000354058440989848,4.73042319586285e-06,0.0189542055097357,42902.1926238097,-0.0700974301010913,0.00420378640706465,0.000687780720568907,10
"<1",46.4890476405179,-0.0335021544966139,0.000366010888221102,4.88936306922744e-06,0.0192714604427701,42915.1934969933,-0.0712745882135759,0.00427027922034799,0.000699239806448935,10
"<1",46.927491009239,-0.0340575220426757,0.000378163337955665,5.05084688441253e-06,0.0195887536491865,42929.511925935,-0.0724518561954316,0.00433681211008018,0.000710693104258971,10
"<1",47.3659343779601,-0.0346129229624776,0.000390516000498281,5.21487091327272e-06,0.019906088478224,42945.111469613,-0.0736292390879033,0.00440339316294821,0.000722140631267395,10
"<1",47.8043777466812,-0.0351683557332986,0.0004030690789164,5.38143144521782e-06,0.0202234678902047,42961.9548295851,-0.074806741170041,0.00447002970344379,0.000733582404724774,10
"<1",48.2428211154023,-0.0357238188324179,0.000415822768480983,5.55052478717869e-06,0.0205408944729016,42980.0040435154,-0.0759843659907752,0.00453672832593949,0.000745018441864273,10
"<1",48.6812644841234,-0.0362793107371144,0.000428777256204804,5.72214726357401e-06,0.0208583704587567,42999.2206675861,-0.0771621164026621,0.00460349492843334,0.000756448759902084,10
"<1",49.1197078528445,-0.0368348299246672,0.00044193272047827,5.89629521627816e-06,0.0211758977428627,43019.5659483745,-0.078339994597123,0.00467033474778866,0.000767873376037883,10
"<1",49.5581512215656,-0.0373903748723553,0.000455289330802733,6.07296500459005e-06,0.0214934779016282,43041.000984792,-0.0795180021410256,0.00473725239631489,0.000779292307455299,10
"<1",49.9965945902867,-0.0379459440574579,0.000468847247621315,6.25215300520282e-06,0.0218111122120592,43063.486880672,-0.0806961400144692,0.00480425189955347,0.0007907055713224,10
"<1",5.27537098073485,0.0187090474872168,0.000116863530937642,1.47562191828293e-06,0.0108851603133695,47956.3656177603,-0.00262601316562448,0.0400441081400581,0.000384138245724496,10
"<1",5.71381434945594,0.0181508872184106,0.000109954610321904,1.38957430100438e-06,0.0105585577638714,47875.3533931389,-0.00254402892747168,0.038845803364293,0.00037276994259253,10
"<1",50.4350379590078,-0.0385015359572538,0.000482606622247237,6.4338556121748e-06,0.0221288016715915,43086.9848885785,-0.0818744086496547,0.00487133673514704,0.000802113184792196,10
"<1",50.8734813277289,-0.0390571490490223,0.00049656759688965,6.61806923690116e-06,0.0224465470184223,43111.4565453933,-0.0830528079707285,0.00493850987268404,0.000813515165003158,10
"<1",51.31192469645,-0.0396127818100422,0.000510730304776975,6.80479030808671e-06,0.0227643487522896,43136.8638002121,-0.0842313374345065,0.00500577381442217,0.000824911529079738,10
"<1",51.7503680651711,-0.0401684327175926,0.000525094870377747,6.99401527171978e-06,0.0230822071556565,43163.1691350546,-0.0854099960719899,0.00507313063680463,0.000836302294132916,10
"<1",52.1888114338922,-0.0407241002489527,0.000539661409718964,7.18574059104683e-06,0.0234001223152597,43190.3356788699,-0.0865887825305973,0.00514058203269201,0.000847687477260743,10
"<1",52.6272548026133,-0.0412797828814013,0.00055443003080194,7.37996274654834e-06,0.0237180941439894,43218.3273152859,-0.0877676951170434,0.0052081293542407,0.000859067095548906,10
"<1",53.0656981713344,-0.0418354790922177,0.000569400834115664,7.57667823591547e-06,0.024036122403066,43247.1087845296,-0.0889467318408014,0.00527577365636601,0.00087044116607129,10
"<1",53.5041415400555,-0.0423911873586808,0.000584573913247668,7.77588357402786e-06,0.0243542067244881,43276.6457799123,-0.0901258904580959,0.00534351574073433,0.000881809705890554,10
"<1",53.9425849087766,-0.0429469061580696,0.000599949355592393,7.97757529293225e-06,0.0246723466337237,43306.9050392529,-0.0913051685163736,0.00541135620023447,0.000893172732058712,10
"<1",54.3810282774977,-0.0435026339676632,0.000615527243157064,8.18174994182235e-06,0.0249905415726244,43337.8544315809,-0.0924845633992097,0.00547929546388333,0.000904530261617728,10
"<1",54.8194716462188,-0.0440583692647406,0.000631307653465073,8.38840408701949e-06,0.025308790922539,43369.4630394456,-0.0936640723716064,0.00554733384212523,0.000915882311600103,10
"<1",55.2579150149399,-0.0446141105265809,0.000647290660556863,8.59753431195426e-06,0.0256270940276109,43401.7012371266,-0.0948436926256508,0.00561547157248892,0.000927228899029482,10
"<1",55.696358383661,-0.0451698562304631,0.000663476336088317,8.80913721714931e-06,0.0259454502182402,43434.540765023,-0.0960234213264955,0.00568370886556918,0.000938570040921257,10
"<1",56.1348017523821,-0.0457256048536663,0.000679864750526654,9.02320942020299e-06,0.0262638588346967,43467.9548004812,-0.0972032556586362,0.00575204595130353,0.000949905754283181,10
"<1",56.5732451211032,-0.0462813548734695,0.000696455974443835,9.239747555774e-06,0.0265823192508702,43501.9180252976,-0.0983831928724565,0.00582048312551745,0.000961236056115978,10
"<1",57.0116884898243,-0.0468371047671517,0.000713250079907459,9.45874827556716e-06,0.0269008308981448,43536.406690118,-0.0995632303310173,0.00588902079671385,0.000972560963413973,10
"<1",57.4501318585454,-0.0473928530119921,0.000730247141969186,9.68020824831992e-06,0.0272193932893872,43571.3986759414,-0.100743365557069,0.00595765953308499,0.000983880493165705,10
"<1",57.8885752272665,-0.0479485981960798,0.000747447247423966,9.90412422495354e-06,0.0275380061745838,43606.8738123156,-0.101923596648899,0.00602640025673967,0.000995194665628466,10
"<1",58.3270185959876,-0.0485043398661331,0.000764850553123184,1.01304935465453e-05,0.0278566705839801,43642.8159598319,-0.103103925172648,0.00609524544038159,0.00100650352938007,10
"<1",58.7654619647087,-0.0490600780600004,0.000782457261411773,1.03593138952867e-05,0.028175388314921,43679.2119765307,-0.104284354689034,0.00616419856903302,0.00101780714751306,10
"<1",59.2039053334298,-0.0496158128195163,0.000800267589364652,1.05905830146207e-05,0.0284941613436987,43716.050392176,-0.105464889113465,0.00623326347443273,0.00102910558324307,10
"<1",59.6423487021509,-0.0501715441865155,0.000818281767837156,1.08242987068512e-05,0.0288129917990946,43753.3211787489,-0.106645532660199,0.00630244428716818,0.00104039889979042,10
"<1",6.15225771817704,0.0175927634480696,0.000103258609977082,1.30609435251797e-06,0.0102320727990399,47792.8051254831,-0.00246223862294916,0.0376477655190884,0.000361399274005631,10
"<1",6.59070108689814,0.0170346789849685,9.67754189714373e-05,1.22518240943638e-06,0.00990571146469638,47708.781870874,-0.00238065129091277,0.0364500092608499,0.00035002605752092,10
"<1",60.080792070872,-0.0507272722028326,0.000836500040776341,1.10604588330708e-05,0.0291318819421732,43791.0155534566,-0.107826289802741,0.00637174539707625,0.00105168716037949,10
"<1",60.519235439593,-0.0512829969103021,0.000854922664540724,1.12990613130889e-05,0.0294508341475267,43829.1258026723,-0.10900716523709,0.00644117141648554,0.0010629704282382,10
"<1",60.9576788083141,-0.0518387183507587,0.000873549907228475,1.15401041253613e-05,0.0297698508858606,43867.6451246262,-0.110188163847606,0.00651072714608894,0.00107424876659745,10
"<1",61.3961221770352,-0.052394436566037,0.000892382048014033,1.17835853069204e-05,0.0300889347078232,43906.5674889043,-0.111369290675326,0.00658041754325156,0.00108552223869069,10
"<1",61.8345655457563,-0.0529501515979717,0.000911419376493181,1.20295029533063e-05,0.0304080882289863,43945.8875110193,-0.11255055088852,0.00665024769257654,0.00109679090775345,10
"<1",62.2730089144774,-0.0535058634883973,0.000930662192036545,1.22778552184988e-05,0.0307273141158952,43985.6003405081,-0.11373194975536,0.00672022277856531,0.00110805483702292,10
"<1",62.7114522831985,-0.0540615722791485,0.000950110803151546,1.25286403148502e-05,0.0310466150731103,44025.7015611718,-0.11491349261852,0.00679034806022269,0.00111931408973756,10
"<1",63.1498956519196,-0.0546172780120598,0.000969765526852785,1.27818565130195e-05,0.0313659938311718,44066.1871022235,-0.116095184871589,0.00686062884746909,0.00113056872913678,10
"<1",63.5883390206407,-0.0551729807289658,0.000989626688040871,1.30375021419063e-05,0.0316854531354211,44107.0531592367,-0.117277031937165,0.00693107047923345,0.00114181881846054,10
"<1",64.0267823893618,-0.0557286804717013,0.00100969461888969,1.32955755885874e-05,0.0320049957356213,44148.296123902,-0.118459039246513,0.00700167830311076,0.00115306442094912,10
"<1",64.4652257580829,-0.0562843772821008,0.00102996965824213,1.35560752982521e-05,0.0323246243763204,44189.9125217073,-0.119641212220678,0.00707245765647615,0.00116430559984276,10
"<1",64.903669126804,-0.0568400712019989,0.00105045215101418,1.38189997741407e-05,0.0326443417879077,44231.8989567404,-0.120823556252956,0.00714341384895786,0.00117554241838143,10
"<1",65.3421124955251,-0.0573957622732303,0.0010711424476076,1.40843475774817e-05,0.0329641506783177,44274.2520629036,-0.122006076692637,0.00721455214617697,0.00118677493980458,10
"<1",65.7805558642462,-0.0579514505376294,0.00109204090333088,1.43521173274315e-05,0.0332840537253361,44316.9684608952,-0.123188778829929,0.0072858777546702,0.00119800322735089,10
"<1",66.2189992329673,-0.058507136037031,0.00111314787782875,1.46223077010144e-05,0.0336040535694708,44360.0447203811,-0.12437166788198,0.00735739580791783,0.00120922734425807,10
"<1",66.6574426016884,-0.0590628188132698,0.00113446373452007,1.48949174330631e-05,0.0339241528073502,44403.4773268384,-0.125554748979944,0.00742911135340488,0.00122044735376267,10
"<1",67.0958859704095,-0.0596184989081802,0.00115598884004422,1.5169945316161e-05,0.0342443539856135,44447.2626526044,-0.126738027157009,0.00750102934064888,0.00123166331909987,10
"<1",67.5343293391306,-0.0601741763635969,0.00117772356371585,1.54473902005843e-05,0.0345646595952642,44491.3969317094,-0.127921507337326,0.0075731546101325,0.00124287530350331,10
"<1",7.02914445561923,0.016476636637882,9.05049050979149e-05,1.14683897448518e-06,0.00957947952499762,47623.3460243067,-0.00229927541819747,0.0352525486939616,0.000338650110657767,10
"<1",7.46758782434033,0.0159186392155848,8.44469155738743e-05,1.07106471663173e-06,0.00925338244979473,47536.5612965277,-0.00221811891484316,0.0340553973460128,0.000327271250896214,10
"<1",7.90603119306143,0.0153606895268516,7.86012777890894e-05,9.97860471222932e-07,0.00892742540195294,47448.4926910382,-0.00213718908924371,0.0328585681429469,0.000315889295675389,10
"<1",8.34447456178252,0.014802790380457,7.29678001020249e-05,9.27227240131884e-07,0.00860161322463234,47359.2064813762,-0.00205649262321975,0.0316620733841338,0.00030450406239193,10
"<1",8.78291793050362,0.0142449445851758,6.75462726843874e-05,8.59166191913385e-07,0.00827595042853038,47268.7701888268,-0.00197603554701647,0.0304659247173682,0.000293115368398415,10
"<1",9.22136129922472,0.0136871549497827,6.2336468413954e-05,7.936786619684e-07,0.0079504411790868,47177.2525607326,-0.00189582321422776,0.0292701331137933,0.000281723031001798,10
"<1",9.65980466794581,0.0131294242830524,5.73381438156735e-05,7.30766152717354e-07,0.00762508928365187,47084.7235496373,-0.00181586027664861,0.0280747088427534,0.000270326867461848,10
"1-5",1.76768905979204,-0.0234860401805172,0.00029972249226716,5.39738945538445e-07,0.0173296337268637,2302751.96441631,-0.0574515160032592,0.0104794356422248,0.000232322824005401,10
"1-5",10.0786415860518,-0.0127715340187525,8.80439431462139e-05,1.60594452834462e-07,0.00939258202223072,2244584.93759789,-0.0311806664310603,0.00563759839355525,0.000126725866670725,10
"1-5",10.5160601400655,-0.0122078963842254,8.04143805383885e-05,1.46793210349487e-07,0.00897640535346822,2241067.95841619,-0.0298013370895894,0.00538554432113871,0.000121158247903099,10
