"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","year","age","sex"
"AGO","Angola",20.3401829769949,"estimated",0.997135198338393,FALSE,78496.5769564463,63577.9516139099,14918.6253425364,0.190054470156246,14651.9398492798,12467.5818693478,16923.6939760525,"matched",1.01820137783801,266.685493256564,2024,"Under 5","Both"
"BDI","Burundi",23.4246685162394,"estimated",0.903118502531811,TRUE,43783.7562317263,35260.1792097646,8523.57702196171,0.194674412511584,14430.2985954673,11119.9425292347,18825.3188912554,"matched",0.59067225571057,-5906.72157350555,2024,"Under 5","Both"
"BEN","Benin",36.4070797441475,"estimated",1,FALSE,33993.4310312077,26013.4029853641,7980.02804584368,0.234752062494592,7361.29305522589,6123.8107166252,8447.00919383237,"matched",1.08405248724319,618.734990617788,2024,"Under 5","Both"
"BFA","Burkina Faso",20.8912355688325,"estimated",1,FALSE,54484.0205521835,45169.7635652428,9314.25698694074,0.170953921765369,10708.7756030255,8680.20995204987,12859.9632975413,"matched",0.869777958958184,-1394.51861608479,2024,"Under 5","Both"
"BWA","Botswana",0.0785030798269115,"estimated",0.500006041684288,TRUE,1172.25308563155,1171.37219173331,0.880893898234623,0.000751453682683246,0.695282142301979,0.566078141558475,0.865365200478051,"matched",1.26695890004899,0.185611755932644,2024,"Under 5","Both"
"CAF","Central African Republic",33.7356038277751,"estimated",1,FALSE,30131.6302473719,24346.0629288014,5785.56731857042,0.192009767512498,3864.81190981826,2988.5346548178,4918.95688143029,"matched",1.49698548171843,1920.75540875216,2024,"Under 5","Both"
"CIV","Cote d'Ivoire",21.6015841554766,"estimated",0.999044906250652,FALSE,76149.5103506282,64426.6187667613,11722.8915838669,0.153945725059678,12847.9944570404,10992.8248129928,14930.7829105665,"matched",0.91242968877863,-1125.10287317347,2024,"Under 5","Both"
"CMR","Cameroon",25.1740174516115,"estimated",0.994188327616715,FALSE,76158.9596642578,60133.5557131892,16025.4039510686,0.210420468211694,16295.439261067,12829.7512000615,19364.0649107893,"matched",0.983428779938226,-270.035309998417,2024,"Under 5","Both"
"COD","Democratic Republic of the Congo",36.0589155594133,"estimated",0.967916469947541,FALSE,207594.492222304,161735.111080315,45859.3811419889,0.220908467517915,61774.2754897226,42160.3517504988,85088.5235486626,"matched",0.742370198248922,-15914.8943477337,2024,"Under 5","Both"
"COG","Congo",23.0367800311056,"estimated",0.999607704919486,FALSE,7790.75347139419,6405.11348477646,1385.63998661772,0.177856993127233,1414.45241393579,1210.39861623528,1650.43032097768,"matched",0.979629977626536,-28.8124273180724,2024,"Under 5","Both"
