"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction"
"SLE","Sierra Leone",30.8209909320081,"estimated",0.99816935916103,FALSE,27722.5042039334,22085.5933135066,5636.91089042677,0.203333394738091
"SOM","Somalia",3.00562461766305,"estimated",0.983183349547194,FALSE,77963.2725942301,74858.7739531495,3104.49864108061,0.0398200144475512
"SSD","South Sudan",23.1223019010464,"estimated",0.998944588913762,FALSE,40850.8188016772,33257.307035003,7593.51176667411,0.185883955069277
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,150.390666476629,,,
"SWZ","Swaziland",2.08854269781645,"estimated",0.0264825648638429,TRUE,1332.35134395888,1306.67683949808,25.6745044608056,0.0192700705990341
"TCD","Chad",15.0510808013007,"estimated",0.941951498070144,TRUE,92505.5931263154,78365.2224589951,14140.3706673202,0.152859629233572
"TGO","Togo",20.9673047922131,"estimated",1,FALSE,14559.6237615014,11821.8986924433,2737.72506905802,0.188035426869829
"TZA","Tanzania",8.82121978993696,"estimated",0.982661834291151,FALSE,89484.4613544148,83142.0083207013,6342.45303371356,0.070877702538695
"UGA","Uganda",21.8964090477387,"estimated",0.972005626882908,FALSE,93423.0026856156,76959.5649729743,16463.4377126413,0.176224668864943
"ZMB","Zambia",14.2728881701827,"estimated",0.999994981989078,FALSE,34784.1651348346,29737.1714049926,5046.99372984206,0.145094577095017
"ZWE","Zimbabwe",3.38446214555114,"estimated",0.993374399109765,FALSE,24202.7039972532,23424.9758539647,777.728143288524,0.0321339360832075
