"iso3","age_band","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","Location","pfpr_pct","population_weight_on_map","population_weight_within_raster","map_population_coverage_within_raster","legacy_density_weighted_pfpr_pct","status","map_coverage_below_95pct","exposure_year","population_weight_year","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","monte_carlo_se_log_hr","imputations","attributable_fraction","af_lower_95","af_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","negative_attributable_estimate"
"AGO","<1",23103.789845721,96479.8497559802,23946.751476247,"0-27 days mapped to model <1 completed month","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,0.0346715564361535,0.0156558029811943,1.03527962202439,1.00395611986263,1.06758041967572,0.00146594554985045,10,-0.0352796220243889,-0.0675804196757248,-0.00395611986263256,24791.5838170409,-844.83234079397,-1618.33151463505,-94.7362191607061,23918.882818809,-815.092973087954,-1561.36381387358,-91.4013619107454,TRUE,FALSE,TRUE
"AGO","1-5",14004.8175195865,521268.253567234,2686.68145887388,"direct age match","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.0231255247785523,0.019026004849056,0.977139820815195,0.941371754508197,1.01426691936553,0.000734125770928292,10,0.0228601791848047,-0.0142669193655292,0.0586282454918031,2625.26343931153,61.4180195623493,-38.3306677346159,157.515420129134,13684.6648816383,320.15263794824,-199.805602280891,821.077879606225,TRUE,FALSE,FALSE
"AGO","6-11",12587.0121600579,614246.449118055,2049.17947480698,"direct age match","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.239529845554253,0.0505817199330712,0.786997784606366,0.712714630167123,0.869023150023026,0.00221959222982509,10,0.213002215393634,0.130976849976974,0.287285369832877,1612.69970693393,436.47976787305,268.395072647689,588.699283273866,9905.95068477897,2681.06147527894,1648.60720334626,3616.06444349316,TRUE,FALSE,FALSE
"AGO","12-23",9549.89195093778,1208533.89171182,790.204727929548,"direct age match","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.497081369511301,0.0639354657924136,0.608303484440082,0.536629998411617,0.689549839325447,0.0045829653249582,10,0.391696515559918,0.310450160674553,0.463370001588383,480.684289420571,309.520438508977,245.31918475152,366.157166035862,5809.23254978175,3740.65940115604,2964.76549059326,4425.13344847493,TRUE,FALSE,FALSE
"AGO","24-35",6417.02182671434,1182276.57155054,542.768247390582,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.756637622798776,0.0723576037792399,0.469241544527512,0.407184927046966,0.540755839631481,0.00441209725552796,10,0.530758455472488,0.459244160368519,0.592815072953034,254.689410726048,288.078836664535,249.263148047581,321.761198173438,3011.1332332342,3405.88859348014,2946.97980087589,3804.10726234487,TRUE,FALSE,FALSE
"AGO","36-47",6417.02182671434,1182276.57155054,542.768247390582,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.561615165708311,0.0814922889523263,0.570287211229387,0.48610158851219,0.669052541645079,0.00173171977078402,10,0.429712788770613,0.330947458354921,0.51389841148781,309.533790148237,233.234457242345,179.627771949668,278.927740140043,3659.54548195502,2757.47634475931,2123.69706375916,3297.6973232311,TRUE,FALSE,FALSE
"AGO","48-59",6417.02182671434,1182276.57155054,542.768247390582,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.3401829769949,36741668,36847228,0.997135198338393,20.3387199328232,"estimated",FALSE,2024,2020,-0.581208138389644,0.0994769125485169,0.559222340303323,0.460160752917874,0.679609514525761,0.00126666449090324,10,0.440777659696677,0.320390485474239,0.539839247082126,303.528129548094,239.240117842488,173.897782281471,293.007602011417,3588.54196371269,2828.47986300164,2055.9527383598,3464.16023144303,TRUE,FALSE,FALSE
"BDI","<1",13625.5810549146,39065.0991915255,34879.1666651404,"0-27 days mapped to model <1 completed month","Burundi",23.4246685162394,10240924,11339513,0.903118502531811,23.5469084975939,"estimated",TRUE,2024,2020,0.0399182551656857,0.0179975108827606,1.04072569676547,1.00460970804554,1.07814006497622,0.00168982654827465,10,-0.0407256967654668,-0.0781400649762234,-0.00460970804554273,36299.6450301771,-1420.47836503668,-2725.46034953059,-160.782775198123,14180.4923372103,-554.91128229574,-1064.70378896982,-62.8099506140343,TRUE,FALSE,TRUE
"BDI","1-5",8031.47064184046,210042.134767365,3823.74262703805,"direct age match","Burundi",23.4246685162394,10240924,11339513,0.903118502531811,23.5469084975939,"estimated",TRUE,2024,2020,-0.0266307996279914,0.0219042274444407,0.973720673203878,0.932800574116746,1.01643585535138,0.000845560949943565,10,0.0262793267961215,-0.0164358553513808,0.0671994258832536,3723.25724495786,100.485382080193,-62.8464807189063,256.953309262281,7820.40900019007,211.061641650381,-132.004089728151,539.710216129885,TRUE,FALSE,FALSE
"BDI","6-11",5926.38470230452,246066.734160547,2408.44611626285,"direct age match","Burundi",23.4246685162394,10240924,11339513,0.903118502531811,23.5469084975939,"estimated",TRUE,2024,2020,-0.265250035931421,0.0532114722463277,0.767014144901641,0.691047169506972,0.851332187495865,0.00215784504829073,10,0.232985855098359,0.148667812504135,0.308952830493028,1847.31223840703,561.13387785582,358.058415638877,744.096244709347,4545.62089479627,1380.76380750825,881.062649749583,1830.97332836756,TRUE,FALSE,FALSE
