"fit_id","variant","original_min_hessian","strict_min_hessian","original_max_gradient","strict_max_gradient","original_fREML","strict_fREML","strict_selected"
"main_age_7","main",-4.44199306542482e-05,2.57518976234691e-05,5.53908320488773e-05,5.83535670484358e-05,4497.88942419562,4497.85392504028,TRUE
"no_smc_age_1","no_smc",-1.30438784709824e-06,0.000206878217806411,6.96939948136681e-05,0.000202873241941513,26073.1699952239,26073.1703387743,TRUE
"no_smc_age_7","no_smc",-3.84903001851597e-05,2.48142566864661e-05,3.85361307816499e-05,5.31988729127427e-05,4496.36355429295,4496.33408444002,TRUE
"coverage_age_7","coverage",-4.96692456599554e-05,2.53247889146903e-05,5.34196140026685e-05,5.81153445420282e-05,4497.76796944118,4497.72543395763,TRUE
