"age_band","pfpr_pct","reference_pfpr_pct","log_hazard_ratio","standard_error","lower_95","upper_95","central_95_support","pfpr_p025","pfpr_p975","fit_signature"
"<1",0.0164865959077473,20,0.0309781751513938,0.0146346147140519,0.00229433031185205,0.0596620199909356,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",0.25334245061511,20,0.0306105595152262,0.0144599719784507,0.00226901443746269,0.0589521045929896,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",0.490198305322473,20,0.0302429442541569,0.014285335161561,0.00224368733749735,0.0582422011708164,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",0.727054160029836,20,0.0298753297432843,0.0141107054222257,0.002218347115722,0.0575323123708467,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",0.963910014737199,20,0.029507716357707,0.0139360839104264,0.00219299189327131,0.0568224408221427,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",1.20076586944456,20,0.0291401044725231,0.0137614717668059,0.00216761980958358,0.0561125891354626,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",1.43762172415192,20,0.0287724944628312,0.013586870122191,0.00214222902333681,0.0554027599023255,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",1.67447757885929,20,0.0284048867037295,0.0134122800971141,0.0021168177133858,0.0546929556940732,FALSE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",1.76782403096607,20,0.0282600107655608,0.0133434764542076,0.00210679691531397,0.0544132246158076,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",1.91133343356665,20,0.0280372815703165,0.0132377028013347,0.00209138407970049,0.0539831790609326,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",2.14818928827401,20,0.0276696794376906,0.0130631393333598,0.00206592634430532,0.0532734325310759,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",2.38504514298138,20,0.0273020806809501,0.0128885907799644,0.00204044275221989,0.0525637186096803,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",2.62190099768874,20,0.0269344856751934,0.0127140582157105,0.00201493157240076,0.0518540397779861,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",2.8587568523961,20,0.026566894795519,0.0125395427024666,0.00198939109868447,0.0511443984923534,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",3.09561270710346,20,0.026199308417025,0.0123650452889251,0.0019638196507319,0.0504347971833182,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",3.33246856181083,20,0.0258317269148101,0.0121905670101206,0.00193821557497381,0.0497252382546465,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",3.56932441651819,20,0.0254641506639725,0.0120161088869464,0.00191257724555769,0.0490157240823874,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",3.80618027122555,20,0.0250965800396107,0.0118416719256708,0.001886903065296,0.0483062570139254,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",4.04303612593292,20,0.0247290154168229,0.0116672571174527,0.00186119146661562,0.0475968393670303,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
"<1",4.27989198064028,20,0.0243614571707077,0.0114928654378566,0.00183544091250878,0.0468874734289065,TRUE,1.76782403096607,67.5343293391306,"83a8890c9bd54b31ca0a35c09670b06c2135cbfd5512632ef57454e326b2680b"
