"converged","rank","coefficients","iterations","max_abs_smoothing_gradient","min_hessian_eigenvalue","max_hessian_eigenvalue","elapsed_seconds"
TRUE,1496,1496,21,0.00509452636607683,-0.000234512035154542,213.984986404805,251.708
