"age_band","pfpr_from_pct","pfpr_to_pct","hazard_ratio","lower_95","upper_95","percent_change","pfpr_p025","pfpr_p975","contrast_within_central_95pct"
"<1",40,20,1.03135366189803,1.00258360361942,1.06094930345006,3.1353661898025,1.76782403096607,67.5343293391306,TRUE
"1-5",40,20,0.978974386484752,0.944044440714922,1.01519675140231,-2.10256135152481,1.76768905979204,67.3804721618428,TRUE
"6-11",40,20,0.887546834189928,0.839613453639089,0.938216722786313,-11.2453165810072,1.75228032887322,67.0775337306141,TRUE
"12-23",40,20,0.879649233041143,0.823842235048729,0.939236591996407,-12.0350766958857,1.74737139843124,66.3280806954508,TRUE
"24-35",40,20,0.879634023320853,0.817805219549635,0.946137290991783,-12.0365976679147,1.74574104390516,66.3446960305032,TRUE
"36-47",40,20,0.858154327803661,0.787008839384019,0.93573135837273,-14.1845672196339,1.74615801560054,66.4693798324298,TRUE
"48-59",40,20,1.07086767729511,0.958418240881881,1.19651059773261,7.08676772951069,1.72053231100745,66.3280806954508,TRUE
